gene_name	entrez_id	chr	start	end	width	gb_ctrl_signal	gb_mut_signal	gb_log2fc	pr_ctrl_signal	pr_mut_signal	pr_log2fc	is_neuronal	is_neuronal_external	k119ub_decile	length_stratum	ctrl_top_quartile	ctrl_top_decile	mut_top_quartile	mut_top_decile
Adam28	13522	chr14	68606027	68655842	49816	0.620668	0.462347	-0.300935	0.828737	0.535983	-0.472101	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Bco2	170752	chr9	50533087	50555181	22095	0.620537	0.485988	-0.25159	0.854539	0.721211	-0.191083	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Cyld	74256	chr8	88697028	88751945	54918	0.620466	0.587806	-0.057164	2.776119	4.659677	0.703646	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Sirt4	75387	chr5	115478010	115484725	6716	0.620229	0.789249	0.264359	0.680511	1.022281	0.46407	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Mrs2	380836	chr13	24987483	25020379	32897	0.620218	0.620863	0.001107	1.559505	3.130841	0.912957	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Tmem225	75667	chr9	40148122	40150874	2753	0.62021	0.413081	-0.408225	0.366156	0.258527	-0.292552	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Srp72	66661	chr5	76974683	76999937	25255	0.620206	0.593454	-0.046669	1.232514	2.82576	1.068127	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Mrps14	64659	chr1	160195215	160202170	6956	0.620198	0.838558	0.333214	2.033633	3.322239	0.652354	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Itgal	16408	chr7	127296260	127335138	38879	0.620187	0.456972	-0.311516	0.578805	0.544112	-0.06404	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Or1n2	258941	chr2	36906911	36907994	1084	0.620115	0.473243	-0.277139	0.625344	0.383546	-0.485912	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Chrdl1	83453	chrX	143285674	143394262	108589	0.6201	0.40503	-0.426496	1.256916	1.227899	-0.028623	TRUE	TRUE	3	5	FALSE	FALSE	FALSE	FALSE
4930565N06Rik	68306	chr16	36880519	36897189	16671	0.61998	0.77816	0.248852	0.421682	0.304371	-0.291153	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Timd7-ps	237749	chr11	46636516	46645006	8491	0.619967	0.466073	-0.29188	0.751101	0.723192	-0.04206	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Smpdl3b	100340	chr4	132732966	132757252	24287	0.619961	0.504083	-0.214102	1.314969	1.297278	-0.016721	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Dnaaf4	67685	chr9	72958785	72973064	14280	0.61995	0.770018	0.23709	0.727881	1.028164	0.396942	TRUE	TRUE	3	3	FALSE	FALSE	FALSE	FALSE
Or14a256	257904	chr7	86615636	86616643	1008	0.619913	0.279631	-0.749098	0.264789	0.17118	-0.309353	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Pirb	18733	chr7	3711409	3720391	8983	0.619904	0.403784	-0.429037	0.414017	0.201242	-0.589599	TRUE	TRUE	3	2	FALSE	FALSE	FALSE	FALSE
Nit1	27045	chr1	171338008	171345646	7639	0.61989	0.6111	-0.015174	0.764316	0.987087	0.294271	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Casp9	12371	chr4	141793612	141815976	22365	0.619731	0.613537	-0.010678	1.250125	2.340387	0.800324	TRUE	TRUE	3	3	FALSE	FALSE	FALSE	FALSE
Zfp697	242109	chr3	98382461	98753812	371352	0.619616	0.565377	-0.096316	4.15865	6.24663	0.562503	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Rundc1	217201	chr11	101425085	101435673	10589	0.619614	0.620848	0.002119	0.74693	1.423242	0.764915	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Eftud2	20624	chr11	102838473	102880985	42513	0.61961	0.456386	-0.311773	0.573866	0.806234	0.370295	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Pef1	67898	chr4	130102558	130128135	25578	0.619568	0.531044	-0.160702	1.207943	1.922017	0.584952	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Med10	28077	chr13	69802395	69816104	13710	0.619523	0.987386	0.524121	0.267344	0.286149	0.054595	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Dnttip2	99480	chr3	122274388	122285271	10884	0.619375	0.7933	0.271604	1.18761	2.332599	0.85861	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Zfp787	67109	chr7	6131491	6155997	24507	0.619328	0.539617	-0.143918	1.215106	1.380581	0.157414	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Clca4b	99709	chr3	144910921	144932529	21609	0.619257	0.429482	-0.369704	0.687868	0.567544	-0.205064	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Pramex1	75829	chrX	135613002	135627705	14704	0.619211	0.398335	-0.440497	0.405103	0.263391	-0.370742	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Slc25a38	208638	chr9	120110374	120124504	14131	0.619182	0.698493	0.13025	0.817406	1.026134	0.264423	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Or5ak20	258166	chr2	85352925	85354000	1076	0.619075	0.393625	-0.451292	0.395875	0.187407	-0.595883	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Or4k47	258890	chr2	111621134	111622072	939	0.619012	0.34642	-0.566622	0.419063	0.264177	-0.400252	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Serpini2	67931	chr3	75242370	75270078	27709	0.619008	0.455938	-0.311695	0.764448	0.540267	-0.372706	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Or8g33	235248	chr9	39426093	39427148	1056	0.618996	0.313279	-0.65354	0.514629	0.290503	-0.52489	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Mtm1	17772	chrX	71210767	71315691	104925	0.618995	0.712567	0.152504	0.49668	1.345997	1.127421	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Or10h1	100038860	chr17	33199062	33200009	948	0.618982	0.361056	-0.529781	0.252562	0.170209	-0.276103	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Or8w1	258833	chr2	87634819	87635745	927	0.618919	0.415867	-0.399675	0.431816	0.325458	-0.256894	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Rpp14	67053	chr14	8080367	8091834	11468	0.618894	0.799557	0.281309	1.177765	2.133291	0.751458	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Tmtc3	237500	chr10	100443902	100487350	43449	0.618837	0.5891	-0.052058	2.87525	5.806313	0.961166	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Mlkl	74568	chr8	111311797	111338177	26381	0.618814	0.656907	0.064054	1.325606	1.845225	0.41807	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Vapa	30960	chr17	65578327	65613555	35229	0.618797	0.528409	-0.164446	1.787291	2.582622	0.481479	TRUE	TRUE	3	4	FALSE	FALSE	FALSE	FALSE
Wdr64	75820	chr1	175698593	175815734	117142	0.618754	0.57567	-0.076055	1.241229	1.720119	0.408905	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Cope	59042	chr8	70302518	70312993	10476	0.618657	0.399614	-0.436567	0.472382	0.605236	0.253158	TRUE	TRUE	3	2	FALSE	FALSE	FALSE	FALSE
Osbpl7	71240	chr11	97050628	97068904	18277	0.618623	0.530009	-0.161066	0.869569	1.283254	0.464245	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Suco	226551	chr1	161816114	161876682	60569	0.618564	0.670996	0.087475	2.452594	4.501096	0.820825	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Or4d11	258675	chr19	12035808	12036740	933	0.618521	0.678692	0.099953	0.3283	0.308955	-0.051798	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Pced1b	239647	chr15	97247107	97385680	138574	0.618499	0.474974	-0.270766	4.518066	4.874983	0.104774	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Hbb-b1	15129	chr7	103826534	103828096	1563	0.618466	0.296427	-0.698932	0.384608	0.193722	-0.547074	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Hfm1	330149	chr5	106840192	106926321	86130	0.61812	0.796952	0.27895	0.778004	1.312042	0.618218	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Gys2	232493	chr6	142422613	142473109	50497	0.618116	0.452038	-0.318505	0.964689	0.590877	-0.546819	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Cct4	12464	chr11	22990519	23003780	13262	0.61811	0.748829	0.209048	1.146119	2.164975	0.803784	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Sgo2b	244495	chr8	63924694	63952248	27555	0.61811	0.809427	0.296554	1.533075	2.094774	0.400936	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Mapk14	26416	chr17	28691329	28748406	57078	0.61809	0.439635	-0.345327	1.560434	1.985821	0.30905	TRUE	TRUE	3	4	FALSE	FALSE	FALSE	FALSE
Caps2	353025	chr10	112163621	112216555	52935	0.618022	0.486354	-0.24652	0.907894	0.724814	-0.255471	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Krcc1	57896	chr6	71271677	71285319	13643	0.618007	0.917355	0.440541	1.403055	2.890853	0.938497	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Vmn1r45	22297	chr6	89931649	89940598	8950	0.617975	0.331228	-0.604043	0.613389	0.364077	-0.512654	FALSE	TRUE	3	2	FALSE	FALSE	FALSE	FALSE
Nwd2	319807	chr5	63649102	63810546	161445	0.617925	0.447275	-0.328435	5.149656	3.981845	-0.353789	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Hspa4l	18415	chr3	40744495	40796103	51609	0.617782	0.714094	0.156952	3.150811	6.266595	0.944317	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Slc5a11	233836	chr7	123214780	123273253	58474	0.617751	0.487027	-0.244679	1.544481	1.096985	-0.421938	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Ntmt2	240879	chr1	163702256	163725232	22977	0.617656	0.474076	-0.271178	1.024664	0.840796	-0.230561	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Osbpl9	100273	chr4	109061145	109202272	141128	0.61759	0.589739	-0.048774	1.500341	1.578528	0.064113	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Senp1	223870	chr15	98038744	98093744	55001	0.617548	0.596772	-0.036227	1.013663	2.71224	1.248894	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Mon2	67074	chr10	122992060	123076505	84446	0.617539	0.518723	-0.181068	0.825075	1.352064	0.588944	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Or10ag53	258294	chr2	87251840	87252941	1102	0.617427	0.456866	-0.306997	0.331564	0.295074	-0.098704	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Tmem179b	67706	chr19	8772525	8774467	1943	0.617413	0.928612	0.45577	0.744465	1.107374	0.460677	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Efcab2	68226	chr1	178406085	178484513	78429	0.61726	1.178829	0.740308	0.668901	1.308984	0.782316	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Vmn1r12	626397	chr6	57158920	57159843	924	0.6172	0.752454	0.216002	0.484285	0.429301	-0.11723	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Lelp1	69332	chr3	92102578	92142744	40167	0.617108	0.507691	-0.202026	0.537275	0.327947	-0.466607	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Tmem120b	330189	chr5	123068415	123117749	49335	0.617103	0.544523	-0.130807	0.490951	0.582672	0.175004	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Polr1g	70333	chr7	19356014	19359483	3470	0.617088	0.592451	-0.043086	1.294916	1.937604	0.510125	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Mrpl17	27397	chr7	105803206	105811099	7894	0.616941	0.713799	0.157944	1.246838	1.745773	0.422327	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Tgs1	116940	chr4	3574875	3616619	41745	0.616932	0.568963	-0.085128	0.469312	1.275869	1.117485	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Asz1	74068	chr6	18050964	18109061	58098	0.616798	0.558381	-0.104372	0.960911	0.73774	-0.302128	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Prrc2a	53761	chr17	35149076	35164897	15822	0.616735	0.385382	-0.466768	1.580529	1.491846	-0.072859	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Haus1	225745	chr18	77757567	77773886	16320	0.616711	1.168146	0.730194	0.675119	0.784568	0.166382	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Spin2d	100504429	chrX	73175302	73176989	1688	0.616703	0.373517	-0.495258	0.490812	0.356535	-0.301949	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Ddx18	66942	chr1	121553835	121567989	14155	0.61658	0.651216	0.058511	0.633491	1.273212	0.806798	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Dhx15	13204	chr5	52150203	52190514	40312	0.616571	0.534377	-0.149157	1.642414	3.392876	0.955885	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Adal	75894	chr2	121140428	121156680	16253	0.616523	0.723429	0.173462	1.794252	2.399501	0.379009	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Adam3	11497	chr8	24677225	24725852	48628	0.616435	0.514239	-0.187946	0.909342	0.565901	-0.522931	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Frmd7	385354	chrX	50895180	50942710	47531	0.616433	0.465687	-0.286609	0.630325	0.535017	-0.171454	TRUE	TRUE	3	4	FALSE	FALSE	FALSE	FALSE
Garin5b	243822	chr7	4753226	4771302	18077	0.616374	0.514968	-0.18641	0.582617	0.459184	-0.240832	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Tlk1	228012	chr2	70712407	70825728	113322	0.616303	0.591983	-0.042564	2.019224	3.491391	0.7289	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Aspn	66695	chr13	49544443	49567565	23123	0.61624	0.604323	-0.020701	0.840557	0.416028	-0.737445	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Bcat2	12036	chr7	45570153	45589711	19559	0.616179	0.638705	0.038339	1.351159	1.907709	0.437414	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Serpinb7	116872	chr1	107399655	107452689	53035	0.616128	0.488932	-0.238003	0.801871	0.444631	-0.620407	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Cdc26	66440	chr4	62383654	62408642	24989	0.616085	0.632868	0.028665	1.639964	2.89593	0.744314	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Cap1	12331	chr4	122859047	122886056	27010	0.615997	0.515427	-0.184859	1.885932	2.723179	0.48287	FALSE	TRUE	3	4	FALSE	FALSE	FALSE	FALSE
Cpa3	12873	chr3	20215620	20242181	26562	0.615956	0.475911	-0.26444	0.629004	0.538631	-0.162325	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Wincr1	100040617	chr4	89050308	89084614	34307	0.615781	0.478101	-0.259609	0.915364	0.763753	-0.206741	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Gm5796	545007	chr14	4023941	4041370	17430	0.615719	0.587775	-0.049049	0.966781	1.191717	0.250351	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Or4k51	258889	chr2	111754251	111755189	939	0.615663	0.345604	-0.562934	0.503594	0.293947	-0.493366	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Acnat2	209186	chr4	49379840	49408151	28312	0.615631	0.55752	-0.103955	0.68828	0.54046	-0.256191	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Spns1	73658	chr7	126370060	126377450	7391	0.615555	0.477375	-0.260717	0.729406	0.67463	-0.085712	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Gbe1	74185	chr16	70313949	70569716	255768	0.61542	0.552218	-0.11346	3.139989	6.218866	0.938301	TRUE	TRUE	3	5	FALSE	FALSE	FALSE	FALSE
Rdh19	216453	chr10	127849928	127861176	11249	0.61539	0.416348	-0.392505	1.097833	0.912298	-0.218871	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Ammecr1l	225339	chr18	31759826	31782743	22918	0.615287	0.591668	-0.041369	2.246531	3.864217	0.727521	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Dcakd	68087	chr11	102994047	103028304	34258	0.61522	0.553197	-0.111287	0.539929	0.807028	0.434421	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Sh2d4b	328381	chr14	40813789	40893266	79478	0.615218	0.592654	-0.0395	0.600541	0.352205	-0.519862	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Igsf6	80719	chr7	121064067	121074572	10506	0.615117	0.398084	-0.43403	1.581347	1.060507	-0.492284	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Pdcd11	18572	chr19	47090768	47131865	41098	0.615087	0.492161	-0.22965	0.853806	0.974687	0.153866	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Gm13363	433406	chr1	30943221	30944304	1084	0.615083	0.768214	0.242841	1.087178	1.045329	-0.046934	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Nup62	18226	chr7	44816088	44830812	14725	0.615081	0.498478	-0.216906	0.890478	1.016697	0.155279	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Wdr24	268933	chr17	25823627	25828730	5104	0.615011	0.670261	0.092408	0.454629	0.638392	0.347434	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Snx1	56440	chr9	66088133	66126587	38455	0.614993	0.516591	-0.180846	1.827199	2.616722	0.470527	TRUE	TRUE	3	4	FALSE	FALSE	FALSE	FALSE
Tmem237	381259	chr1	59100590	59120408	19819	0.614787	0.735687	0.195079	1.145993	2.264063	0.862639	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Arhgap12	75415	chr18	6024427	6136098	111672	0.614785	0.6673	0.087994	0.862091	0.664398	-0.290984	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
4930502A04Rik	74951	chr9	68470902	68520200	49299	0.614545	0.538681	-0.137456	0.468875	0.327603	-0.330984	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Csnk1d	104318	chr11	120958990	120991330	32341	0.61444	0.42421	-0.373155	1.166106	1.093208	-0.077928	TRUE	TRUE	3	4	FALSE	FALSE	FALSE	FALSE
Zfp553	233887	chr7	127233061	127238179	5119	0.614418	0.606409	-0.01391	0.6629	0.817824	0.233182	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Parpbp	75317	chr10	88091432	88146941	55510	0.614375	0.659423	0.07584	1.585048	3.96518	1.213144	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Nkain3	269513	chr4	20118874	20778866	659993	0.614348	1.633588	1.151373	6.23077	9.172517	0.542024	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Or9i2	258626	chr19	13838224	13839171	948	0.614193	0.340519	-0.573416	0.214094	0.15012	NA	TRUE	TRUE	3	1	FALSE	FALSE	FALSE	FALSE
Btg1c	194735	chrX	38038199	38043114	4916	0.614152	0.254451	-0.813739	0.48905	0.276169	-0.514847	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Tox4	268741	chr14	52279146	52296401	17256	0.614091	0.628059	0.023954	1.444406	1.955017	0.385971	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Oser1	66680	chr2	163405822	163424697	18876	0.61403	0.60517	-0.015403	1.409365	1.816252	0.321564	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Catsperg1	320225	chr7	29181321	29214035	32715	0.613942	0.624926	0.018873	1.466177	1.594678	0.105943	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Rbm12	75710	chr2	156079424	156111978	32555	0.613923	0.391155	-0.448227	0.832334	0.743815	-0.126735	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Slc5a4a	64452	chr10	76147451	76189265	41815	0.613915	0.635465	0.036797	0.709406	0.636203	-0.118325	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Tmem50a	71817	chr4	134897849	134915024	17176	0.613839	0.646434	0.055305	0.867481	1.384443	0.56098	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Eif4g2	13690	chr7	111067750	111083030	15281	0.613826	0.353805	-0.538998	1.71025	1.684912	-0.019061	TRUE	TRUE	3	3	FALSE	FALSE	FALSE	FALSE
Hdhd5	214932	chr6	120509494	120531319	21826	0.613675	0.493462	-0.224579	1.31155	1.709865	0.333461	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Tmem167	66074	chr13	90089123	90143907	54785	0.613531	0.609444	-0.007088	1.879164	4.012783	1.011709	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Pcdhb2	93873	chr18	37294812	37297624	2813	0.613446	0.386434	-0.458582	0.53681	0.351884	-0.404063	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Zkscan6	52712	chr11	65807175	65829239	22065	0.613424	0.759027	0.232236	0.894871	1.785321	0.846819	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Rwdd1	66521	chr10	33996555	34019624	23070	0.613391	0.857774	0.370895	2.273689	5.90174	1.295579	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Trpc4	22066	chr3	54156035	54318471	162437	0.613355	0.449013	-0.316795	3.578554	3.236407	-0.136168	TRUE	TRUE	3	5	FALSE	FALSE	FALSE	FALSE
Akap8	56399	chr17	32303672	32321238	17567	0.613304	0.360571	-0.521192	1.243175	1.127979	-0.118285	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Gm9828	105246056	chr13	98317069	98324415	7347	0.613299	1.433885	0.988749	0.867237	1.976246	1.014213	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Serpinb9e	20710	chr13	33249612	33260850	11239	0.613282	1.057254	0.616025	0.596386	1.022579	0.605871	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Pold3	67967	chr7	100082111	100121565	39455	0.613243	0.509529	-0.191714	0.811328	1.855431	1.00874	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
4833422M21Rik	75768	chr15	96231870	96254684	22815	0.613116	0.581587	-0.055642	0.521719	0.44204	-0.163898	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Galntl5	67909	chr5	25181460	25220297	38838	0.61302	0.614959	0.003353	0.605219	0.545371	-0.108585	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Tmem202	73893	chr9	59518685	59539847	21163	0.612962	1.013579	0.566393	0.656	0.663398	0.012129	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Dnajc12	30045	chr10	63382443	63410576	28134	0.61286	1.071445	0.632694	1.322809	2.174118	0.633856	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Brox	71678	chr1	183276352	183297269	20918	0.612834	0.562108	-0.090634	1.726544	3.210775	0.817543	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Prdm4	72843	chr10	85891966	85917142	25177	0.612745	0.73681	0.200304	1.516157	3.248454	0.998296	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Galnt1	14423	chr18	24205344	24286818	81475	0.612727	0.591439	-0.03735	1.847838	3.250122	0.746796	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Gm20337	100504661	chr12	80942673	80945396	2724	0.612724	1.550131	1.087727	1.054807	1.553759	0.476455	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Vmn1r17	171189	chr6	57360467	57361378	912	0.612719	0.604938	-0.01354	0.383014	0.364138	-0.045863	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Brdt	114642	chr5	107331159	107387058	55900	0.612715	0.682813	0.116572	0.685321	0.641287	-0.071916	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Plac8l1	69401	chr18	42178683	42196709	18027	0.612647	0.470176	-0.270655	0.961707	0.700055	-0.360999	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Cep112	76380	chr11	108425192	108860615	435424	0.612449	0.538724	-0.133748	2.283079	3.105219	0.409711	TRUE	TRUE	3	5	FALSE	FALSE	FALSE	FALSE
Tma16	66282	chr8	66473118	66486530	13413	0.612446	0.781536	0.266715	0.86458	1.8583	0.938116	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Mpdu1	24070	chr11	69656697	69662642	5946	0.612318	0.673335	0.102039	0.586084	0.928953	0.51119	FALSE	FALSE	3	2	FALSE	FALSE	FALSE	FALSE
Exd1	241624	chr2	119516505	119547627	31123	0.612309	0.769069	0.248887	1.764389	2.951725	0.676508	FALSE	FALSE	3	4	FALSE	FALSE	FALSE	FALSE
Sfr1	67788	chr19	47731682	47735588	3907	0.612215	0.864959	0.382517	1.159696	2.409898	0.930538	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Serbp1	66870	chr6	67238176	67297736	59561	0.612151	0.748568	0.218951	0.996453	1.391319	0.405492	FALSE	FALSE	3	5	FALSE	FALSE	FALSE	FALSE
Lrrc34	71827	chr3	30624267	30647869	23603	0.612139	0.513298	-0.18237	3.016984	2.697624	-0.149845	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Gnat3	242851	chr5	17962549	18019834	57286	0.6121	0.429966	-0.356277	0.866297	0.650498	-0.319428	TRUE	TRUE	3	4	FALSE	FALSE	FALSE	FALSE
Bcas1os2	73303	chr2	170356361	170380435	24075	0.61205	0.455368	-0.3009	0.908531	1.266832	0.397722	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Nckap1	50884	chr2	80500512	80581380	80869	0.611976	0.49083	-0.226967	1.563976	2.987168	0.846118	TRUE	TRUE	3	5	FALSE	FALSE	FALSE	FALSE
Cabs1	70977	chr5	87979439	87981544	2106	0.611809	0.279863	-0.734446	0.498799	0.387151	-0.243446	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
Alkbh5	268420	chr11	60536381	60558512	22132	0.611703	0.498367	-0.211282	0.807556	1.054638	0.310805	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Ptpn23	104831	chr9	110385082	110408213	23132	0.611686	0.41095	-0.398381	0.826259	0.991907	0.211995	FALSE	FALSE	3	3	FALSE	FALSE	FALSE	FALSE
Rhox6	19202	chrX	37826910	37829857	2948	0.611627	0.311881	-0.644599	0.565801	0.323675	-0.531225	FALSE	FALSE	3	1	FALSE	FALSE	FALSE	FALSE
