gene_name	gene_id	chr	start	end	gene_length	is_neuronal	is_neuronal_derived	is_key_gene	k119ub_ctrl_signal	k119ub_signal_log2fc	k119ub_signal_decile	length_quintile	atac_fold	atac_fdr	atac_n_peaks	atac_predicted	atac_predicted_sig	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27ac_predicted	k27ac_predicted_sig	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k27me3_predicted	k27me3_predicted_sig	k119ub_fold	k119ub_fdr	k119ub_n_peaks	k119ub_predicted	k119ub_predicted_sig	n_marks_available	n_predicted	n_predicted_sig
Ranbp1	ENSMUSG00000005732.14	chr16	18239783	18248732	8949	TRUE	TRUE	FALSE	0.709752	0.22851	4	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Ranbp10	ENSMUSG00000037415.7	chr8	105768307	105827350	59043	FALSE	FALSE	FALSE	0.904237	-0.251173	5	4	0.0682697452511716	0.707611532615843	3	FALSE	FALSE	0.0892068829364296	0.622441262116656	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.274511251	0.281476073	1	TRUE	FALSE	3	1	0
Ranbp17	ENSMUSG00000040594.19	chr11	33211794	33513746	301952	FALSE	FALSE	FALSE	0.795309	0.072337	4	5	0.126292127923372	0.485017744957839	6	FALSE	FALSE	0.0325277528536429	0.882326399872639	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.707284145	6.69e-14	2	TRUE	TRUE	3	1	1
Ranbp2	ENSMUSG00000003226.7	chr10	58446919	58494356	47437	FALSE	FALSE	FALSE	0.349211	-0.248331	1	4	0.0587283494447621	0.745008264565786	1	FALSE	FALSE	0.130818282727394	0.389183286279486	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Ranbp3	ENSMUSG00000002372.9	chr17	56673293	56711764	38471	FALSE	FALSE	FALSE	1.001739	-0.329834	6	4	0.0834545152501515	0.68681440892413	5	FALSE	FALSE	0.0931577137339441	0.583870878549849	3	FALSE	FALSE	0.35221507765587	0.197794571013125	1	TRUE	FALSE	-0.421019444	0.008324512	1	FALSE	FALSE	4	1	0
Ranbp3l	ENSMUSG00000048424.17	chr15	8967948	9067335	99387	FALSE	FALSE	FALSE	0.703656	0.247129	4	5	0.0661158262369611	0.739050559196314	2	FALSE	FALSE	-0.0248837463049726	0.909088832002075	1	TRUE	FALSE	0.0534028701294963	0.800880192400406	2	TRUE	FALSE	0.326522247	0.000103594	3	TRUE	TRUE	4	3	1
Ranbp6	ENSMUSG00000074909.5	chr19	29808399	29812974	4575	FALSE	FALSE	FALSE	0.464296	1.146719	2	1	0.067492254942821	0.744362285683716	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Ranbp9	ENSMUSG00000038546.9	chr13	43402674	43481282	78608	FALSE	FALSE	FALSE	0.490723	-0.167015	2	5	0.0616709596847802	0.732776819418106	5	FALSE	FALSE	0.123792830418597	0.459176883005252	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Rangap1	ENSMUSG00000022391.16	chr15	81704247	81745530	41283	TRUE	FALSE	FALSE	0.513108	-0.11089	2	4	0.434724055928625	0.0874165945803172	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rangrf	ENSMUSG00000032892.14	chr11	68972483	68975185	2702	FALSE	FALSE	FALSE	1.429375	0.605946	7	1	0.100653922185732	0.60699533289431	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rap1a	ENSMUSG00000068798.10	chr3	105727266	105801336	74070	TRUE	TRUE	FALSE	0.590246	0.054052	3	5	0.179571669096591	0.286507474632773	4	FALSE	FALSE	0.160316649526142	0.308067115314515	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Rap1b	ENSMUSG00000052681.8	chr10	117813870	117846035	32165	TRUE	TRUE	FALSE	0.728039	-0.029811	4	4	0.0311328996492712	0.869562228828104	1	FALSE	FALSE	0.490419064530619	0.0203327893815967	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Rap1gap	ENSMUSG00000041351.16	chr4	137664725	137729861	65136	TRUE	TRUE	FALSE	1.945294	-0.280014	9	4	0.391972469769951	0.0347245536929206	19	FALSE	FALSE	0.0609491520013052	0.688382513158847	11	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.385687866	0.000151454	5	FALSE	FALSE	3	0	0
Rap1gap2	ENSMUSG00000038807.19	chr11	74383355	74610915	227560	TRUE	TRUE	FALSE	1.130716	-0.14295	6	5	0.530400062608766	0.0196510370403628	22	FALSE	FALSE	-0.109320171091931	0.462351931536893	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	-0.402904578	0.009062043	6	FALSE	FALSE	3	1	0
Rap1gds1	ENSMUSG00000028149.12	chr3	138925901	139075201	149300	FALSE	FALSE	FALSE	0.792893	0.336111	4	5	0.0014382820524069	0.995350847932297	4	FALSE	FALSE	-0.258758244406904	0.0623351215560451	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.845445226	3.58e-10	2	TRUE	TRUE	3	2	1
Rap2a	ENSMUSG00000051615.14	chr14	120478443	120507194	28751	TRUE	TRUE	FALSE	1.438312	0.298184	7	3	-0.00867914538049819	0.968410299503294	4	TRUE	FALSE	-0.0594341987473736	0.671616865742307	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.224726808	0.396633926	2	TRUE	FALSE	3	3	0
Rap2b	ENSMUSG00000036894.3	chr3	61361637	61368430	6793	FALSE	FALSE	FALSE	4.785201	0.692671	10	2	0.0501684592136369	0.790661622476837	3	FALSE	FALSE	0.298399728002876	0.0894275912790561	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.569476786	5.39e-09	1	TRUE	TRUE	3	1	1
Rap2c	ENSMUSG00000050029.7	chrX	51003911	51018018	14107	FALSE	FALSE	FALSE	0.865946	0.304229	5	2	0.00459529656779992	0.987660126547502	3	FALSE	FALSE	-0.0535006427579295	0.743895083783644	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.822697096	4.3e-07	1	TRUE	TRUE	3	2	1
Rapgef1	ENSMUSG00000039844.20	chr2	29619719	29740978	121259	TRUE	TRUE	FALSE	1.376445	-0.300764	7	5	0.367923490229801	0.0756041787253327	24	FALSE	FALSE	0.310607022637414	0.0425973004586412	16	FALSE	FALSE	0.120951772477517	0.663253403891747	1	TRUE	FALSE	-0.256935647	0.021229489	6	FALSE	FALSE	4	1	0
Rapgef2	ENSMUSG00000062232.14	chr3	79062515	79286517	224002	TRUE	TRUE	FALSE	1.167497	0.046963	6	5	0.782041335996075	8.63837748832833e-05	26	FALSE	FALSE	0.301470957101648	0.066010024530202	9	FALSE	FALSE	2.46378003069947	6.85115985715556e-13	1	TRUE	TRUE	0.309780691	0.003318725	14	TRUE	TRUE	4	2	2
Rapgef3	ENSMUSG00000022469.17	chr15	97744769	97767972	23203	TRUE	TRUE	FALSE	3.571559	0.127081	10	3	0.33998669580014	0.0960385555674952	6	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0358222395882025	0.878097279699026	1	FALSE	FALSE	-0.187675348	0.035326907	4	FALSE	FALSE	3	0	0
Rapgef4	ENSMUSG00000049044.16	chr2	71981239	72257474	276235	TRUE	TRUE	FALSE	1.229721	-0.08066	7	5	0.260665813325432	0.229895384798992	30	FALSE	FALSE	0.594258797218261	0.00242941822175686	30	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.090094506	0.574592809	6	TRUE	FALSE	3	1	0
Rapgef5	ENSMUSG00000041992.9	chr12	117516478	117759737	243259	FALSE	FALSE	FALSE	1.047699	0.120418	6	5	1.08001530037781	8.96287182747945e-06	5	FALSE	FALSE	1.48434155814745	9.82143941563114e-10	1	FALSE	FALSE	-0.497097052721931	0.0025320746943416	2	FALSE	FALSE	0.247099395	0.009631581	3	TRUE	TRUE	4	1	1
Rapgef6	ENSMUSG00000037533.20	chr11	54522846	54699285	176439	FALSE	FALSE	FALSE	0.371263	-0.168505	1	5	0.00122855685823875	0.995476763398815	4	FALSE	FALSE	-0.505391011975659	0.000627313006369131	2	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	1
Rapgefl1	ENSMUSG00000038020.5	chr11	98836784	98853697	16913	FALSE	FALSE	FALSE	1.23165	-0.12827	7	3	0.0519278123139596	0.788625639642043	4	FALSE	FALSE	-0.224609339350351	0.174177069774704	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.029457678	0.863919629	1	TRUE	FALSE	3	2	0
Raph1	ENSMUSG00000026014.15	chr1	60482291	60567104	84813	TRUE	TRUE	FALSE	0.93737	0.127707	5	5	0.0666681483854884	0.727473996311071	4	FALSE	FALSE	0.112688640056886	0.469175120770677	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.435666301	0.000513049	3	TRUE	TRUE	3	1	1
Rapsn	ENSMUSG00000002104.11	chr2	91035619	91045729	10110	TRUE	TRUE	FALSE	0.820341	0.080511	4	2	0.333704322473174	0.18043252828914	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rara	ENSMUSG00000037992.16	chr11	98927817	98974942	47125	TRUE	TRUE	FALSE	2.789884	0.182164	10	4	-0.368241010349397	0.0934541423578677	13	TRUE	FALSE	-0.58265087340624	0.00109675186011715	4	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	-0.0014437	0.992107535	6	FALSE	FALSE	3	2	1
Rarb	ENSMUSG00000017491.9	chr14	16430838	16819156	388318	TRUE	TRUE	FALSE	1.791523	0.262956	8	5	0.646022987815317	0.00221537346571917	9	FALSE	FALSE	0.506506466842157	0.0223757070608128	1	FALSE	FALSE	-0.159378354720582	0.444689964392926	9	FALSE	FALSE	-0.094098854	0.433416952	16	FALSE	FALSE	4	0	0
Rarg	ENSMUSG00000001288.15	chr15	102234937	102257517	22580	TRUE	TRUE	FALSE	1.767498	0.24847	8	3	0.086730872857495	0.688088296233381	4	FALSE	FALSE	-0.119400131320343	0.441014678584751	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.360209241	0.129129212	4	TRUE	FALSE	3	2	0
Rarres1	ENSMUSG00000049404.7	chr3	67478971	67515523	36552	FALSE	FALSE	FALSE	1.508292	-0.121774	8	4	0.844751864274477	0.00916314555808175	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.283547527471419	0.125755365368804	1	FALSE	FALSE	-0.187303869	0.07364315	1	FALSE	FALSE	3	0	0
Rarres2	ENSMUSG00000009281.6	chr6	48569695	48572789	3094	FALSE	FALSE	FALSE	1.687324	0.397283	8	1	-0.153215513314203	0.354363087744528	2	TRUE	FALSE	-0.990281846981083	2.80185390557604e-05	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.307915375	0.047137044	1	TRUE	TRUE	3	3	2
Rars2	ENSMUSG00000028292.14	chr4	34614956	34660167	45211	FALSE	FALSE	FALSE	0.549674	-0.100925	2	4	0.0550601120841547	0.758406283567079	1	FALSE	FALSE	0.0873837832833231	0.581080600871357	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Rasa1	ENSMUSG00000021549.14	chr13	85214779	85289130	74351	FALSE	FALSE	FALSE	0.520789	0.194895	2	5	-0.152880856460033	0.411747245172908	4	TRUE	FALSE	-0.0591470514324112	0.693708607400734	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	1.410406724	6.49e-26	1	TRUE	TRUE	3	3	1
Rasa2	ENSMUSG00000032413.12	chr9	96539299	96631617	92318	FALSE	FALSE	FALSE	0.710142	0.22993	4	5	0.0250216156536675	0.904963245347382	11	FALSE	FALSE	-0.245952788109907	0.208021776275974	5	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.571945338	0.000289753	3	TRUE	TRUE	3	2	1
Rasa3	ENSMUSG00000031453.16	chr8	13566947	13677603	110656	FALSE	FALSE	FALSE	1.94261	-0.132231	9	5	0.137716694123594	0.41738506281337	17	FALSE	FALSE	0.988723842211415	7.97359553687185e-06	19	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.015307166	0.893586482	11	TRUE	FALSE	3	1	0
Rasa4	ENSMUSG00000004952.13	chr5	136083915	136111860	27945	FALSE	FALSE	FALSE	1.059155	-0.084071	6	3	0.211274870507016	0.212801830699777	3	FALSE	FALSE	0.270367574505864	0.0910214703473319	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.04496307	0.831563264	2	TRUE	FALSE	3	1	0
Rasal1	ENSMUSG00000029602.11	chr5	120648811	120679597	30786	TRUE	TRUE	FALSE	1.335622	-0.018738	7	4	-0.791852034579734	0.000680846931195316	8	TRUE	TRUE	-1.71593557170244	8.48621804927723e-08	2	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	-0.242448315	0.036833322	2	FALSE	FALSE	3	2	2
Rasal2	ENSMUSG00000070565.11	chr1	157135181	157412595	277414	FALSE	FALSE	FALSE	1.077199	0.283575	6	5	0.0662185430684161	0.708027238229225	4	FALSE	FALSE	0.292341120449832	0.087028146743668	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.027329858	0.883427269	5	FALSE	FALSE	3	0	0
Rasal3	ENSMUSG00000052142.15	chr17	32390658	32403583	12925	FALSE	FALSE	FALSE	1.53139	-0.232298	8	2	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.169594504485257	0.4402500320996	2	FALSE	FALSE	-0.804408439	2.51e-07	1	FALSE	FALSE	2	0	0
Rasd1	ENSMUSG00000049892.7	chr11	59963180	59964944	1764	FALSE	FALSE	FALSE	5.864731	-0.105124	10	1	0.0333114216670184	0.861707404883557	1	FALSE	FALSE	0.102568249251703	0.535108461829008	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.197901676	0.054512416	1	FALSE	FALSE	3	0	0
Rasd2	ENSMUSG00000034472.13	chr8	75213943	75224113	10170	TRUE	TRUE	FALSE	5.510233	0.447064	10	2	-0.0404479625220425	0.832219119534062	5	TRUE	FALSE	-0.564209087609262	0.0087656279370381	1	TRUE	TRUE	NA	NA	NA	FALSE	FALSE	0.310638245	0.001828837	4	TRUE	TRUE	3	3	2
Rasef	ENSMUSG00000043003.14	chr4	73714578	73790994	76416	FALSE	FALSE	FALSE	0.513821	-0.334375	2	5	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.122817956377989	0.543109822612637	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rasgef1a	ENSMUSG00000030134.11	chr6	118011437	118091546	80109	FALSE	FALSE	FALSE	1.564843	0.113191	8	5	0.219761932205532	0.175359436810265	11	FALSE	FALSE	-0.0237053715309694	0.875187773231194	7	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	0.159365579	0.122823407	4	TRUE	FALSE	3	2	0
Rasgef1b	ENSMUSG00000089809.9	chr5	99217425	99729065	511640	FALSE	FALSE	FALSE	2.363803	-0.041591	9	5	0.0794719166103066	0.657266547878375	19	FALSE	FALSE	-1.39804037149359	1.65196695187198e-11	1	TRUE	TRUE	0.0707782346425778	0.756594063073756	51	TRUE	FALSE	-0.002266543	0.985713528	36	FALSE	FALSE	4	2	1
Rasgef1c	ENSMUSG00000020374.16	chr11	49901834	49980994	79160	FALSE	FALSE	FALSE	1.035374	0.159212	6	5	0.052099461106932	0.778170826640117	10	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.108266447	0.407265207	3	FALSE	FALSE	2	0	0
Rasgrf1	ENSMUSG00000032356.12	chr9	89909907	90026977	117070	TRUE	TRUE	FALSE	1.420464	-0.105234	7	5	0.0594377685315079	0.751991215846582	9	FALSE	FALSE	-0.0245053957492935	0.893212046080557	1	TRUE	FALSE	-0.318662587008219	0.0759569090146621	7	FALSE	FALSE	-0.15596061	0.11335262	7	FALSE	FALSE	4	1	0
Rasgrf2	ENSMUSG00000021708.17	chr13	91880399	92131656	251257	TRUE	TRUE	FALSE	0.673803	-0.14538	3	5	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.546324412951279	0.00217898011213015	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rasgrp1	ENSMUSG00000027347.18	chr2	117279992	117343001	63009	FALSE	FALSE	FALSE	1.730981	0.047423	8	4	0.186134195070055	0.350992107354906	9	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.310068665750142	0.0566516068605377	12	FALSE	FALSE	0.066868774	0.61085038	3	TRUE	FALSE	3	1	0
Rasgrp2	ENSMUSG00000032946.16	chr19	6399339	6415216	15877	FALSE	FALSE	FALSE	1.659769	-0.46046	8	3	1.18848131154007	2.12055403956391e-09	4	FALSE	FALSE	1.6818560080329	1.76582021576612e-17	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.601551471	7.15e-10	1	FALSE	FALSE	3	0	0
Rasgrp3	ENSMUSG00000071042.12	chr17	75435895	75529054	93159	FALSE	FALSE	FALSE	0.763655	-0.08489	4	5	0.22440733690152	0.298516827700878	4	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rasgrp4	ENSMUSG00000030589.15	chr7	29134850	29153961	19111	FALSE	FALSE	FALSE	0.685172	-0.350409	3	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.309313922318986	0.247322215175255	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rasip1	ENSMUSG00000044562.12	chr7	45627487	45639093	11606	FALSE	FALSE	FALSE	1.359777	0.183881	7	2	-0.128468672906083	0.435046341710476	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Rasl10a	ENSMUSG00000034209.4	chr11	5058127	5060385	2258	FALSE	FALSE	FALSE	7.257959	-0.241879	10	1	0.0996950415571512	0.700993202816364	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0209373161405087	0.933242610249306	1	FALSE	FALSE	-0.163841795	0.111983069	1	FALSE	FALSE	3	0	0
Rasl10b	ENSMUSG00000020684.14	chr11	83409136	83421039	11903	FALSE	FALSE	FALSE	1.77201	-0.090334	8	2	0.397814102424931	0.0608698677213932	7	FALSE	FALSE	0.241912502846771	0.136383519886738	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Rasl11a	ENSMUSG00000029641.8	chr5	146845070	146847726	2656	FALSE	FALSE	FALSE	2.858385	0.313332	10	1	0.141354759686914	0.465463487342309	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rasl11b	ENSMUSG00000049907.8	chr5	74195285	74199481	4196	FALSE	FALSE	FALSE	4.532567	0.515179	10	1	0.0240254582075758	0.897412760458873	5	FALSE	FALSE	-0.358153322280226	0.0545131263410009	1	TRUE	FALSE	1.8846771470207	1.44250474983563e-12	3	TRUE	TRUE	0.332971022	0.001086795	6	TRUE	TRUE	4	3	2
Rasl12	ENSMUSG00000041696.14	chr9	65398505	65414853	16348	FALSE	FALSE	FALSE	1.197864	-0.137071	7	3	-0.103584178707566	0.627564715564724	2	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Rasl2-9	ENSMUSG00000083649.5	chr7	5124937	5125950	1013	FALSE	FALSE	FALSE	1.22076	-0.367246	7	1	0.0503001524910403	0.823366414012182	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rassf1	ENSMUSG00000010067.13	chr9	107551554	107562267	10713	FALSE	FALSE	FALSE	1.382395	0.29312	7	2	-0.0437513187361387	0.822238551663254	1	TRUE	FALSE	-0.0903503211368719	0.585586789346927	1	TRUE	FALSE	0.614149692560626	0.00665683639753552	1	TRUE	TRUE	0.213622611	0.281708666	2	TRUE	FALSE	4	4	1
Rassf10	ENSMUSG00000098132.1	chr7	112953961	112957457	3496	TRUE	TRUE	FALSE	6.348905	-0.338852	10	1	0.241772834820868	0.223318609966111	11	FALSE	FALSE	0.104816585250759	0.704863046533516	3	FALSE	FALSE	0.00488284344985852	0.982652835536607	1	TRUE	FALSE	-0.475147566	2.34e-06	6	FALSE	FALSE	4	1	0
Rassf2	ENSMUSG00000027339.15	chr2	131989414	132030258	40844	FALSE	FALSE	FALSE	2.403388	0.100084	9	4	0.205760559556854	0.279941854383894	6	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.0671746614502699	0.801786845668182	1	TRUE	FALSE	-0.054684712	0.55982609	4	FALSE	FALSE	3	1	0
Rassf3	ENSMUSG00000025795.8	chr10	121410349	121476347	65998	FALSE	FALSE	FALSE	2.123173	0.378396	9	4	0.198371141288099	0.310773192823666	6	FALSE	FALSE	0.0891002916057363	0.597151693472852	1	FALSE	FALSE	0.492274080892119	0.00648107164519131	5	TRUE	TRUE	0.20817601	0.035643214	5	TRUE	TRUE	4	2	2
Rassf4	ENSMUSG00000042129.8	chr6	116633007	116673952	40945	FALSE	FALSE	FALSE	1.997181	0.121324	9	4	0.622197283640749	0.000781853821556338	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.446291115109535	0.0240318514742325	1	FALSE	FALSE	-0.043844896	0.68023539	2	FALSE	FALSE	3	0	0
Rassf5	ENSMUSG00000026430.16	chr1	131176409	131245258	68849	FALSE	FALSE	FALSE	2.313677	-0.038487	9	5	0.130130904810385	0.429900749423964	8	FALSE	FALSE	0.169918727332095	0.278081665003935	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.286741324	0.079189934	7	FALSE	FALSE	3	0	0
Rassf6	ENSMUSG00000029370.10	chr5	90603075	90640657	37582	FALSE	FALSE	FALSE	1.257785	-0.157615	7	4	-0.0672290461380784	0.741189857396207	6	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	1.15659283562721	9.41910147734164e-06	3	TRUE	TRUE	0.225744974	0.105516385	3	TRUE	FALSE	3	3	1
Rassf7	ENSMUSG00000038618.12	chr7	141215859	141218658	2799	FALSE	FALSE	FALSE	2.671325	0.051863	10	1	0.0185320203576484	0.927351217442003	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
Rassf8	ENSMUSG00000030259.12	chr6	145746747	145821079	74332	FALSE	FALSE	FALSE	3.739009	0.273313	10	5	-0.0740672251673727	0.696884582157733	11	TRUE	FALSE	-0.175926120880356	0.347614679353904	1	TRUE	FALSE	1.21519523090807	7.87827910535974e-06	4	TRUE	TRUE	0.20867455	0.181757625	14	TRUE	FALSE	4	4	1
Rassf9	ENSMUSG00000044921.5	chr10	102512221	102549736	37515	FALSE	FALSE	FALSE	0.671695	-0.342004	3	4	-0.0714734352547276	0.753045308255154	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Raver1	ENSMUSG00000010205.11	chr9	21074157	21092008	17851	FALSE	FALSE	FALSE	0.440511	-0.180942	1	3	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0	0	0
Raver2	ENSMUSG00000035275.14	chr4	101068982	101152370	83388	FALSE	FALSE	FALSE	0.995078	0.141399	6	5	0.138822874470912	0.574685869616637	2	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.119942312	0.372099102	2	TRUE	FALSE	2	1	0
Rax	ENSMUSG00000024518.4	chr18	65928276	65939787	11511	TRUE	TRUE	FALSE	6.060634	-0.031175	10	2	0.340578384684584	0.0764729519205275	3	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	-0.0595440129291071	0.759624275751264	1	FALSE	FALSE	-0.134487242	0.161954361	1	FALSE	FALSE	3	0	0
Rb1	ENSMUSG00000022105.6	chr14	73183672	73325822	142150	TRUE	TRUE	FALSE	0.557031	0.090908	2	5	-0.00435023873351466	0.985638695633781	3	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Rb1cc1	ENSMUSG00000025907.14	chr1	6206196	6276648	70452	FALSE	FALSE	FALSE	0.506471	-0.133209	2	5	0.034107199567965	0.853821546207885	4	FALSE	FALSE	0.269067869389612	0.0700852498210818	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	0.129805065	0.454985211	1	TRUE	FALSE	3	1	0
Rbak	ENSMUSG00000061898.10	chr5	143172185	143180775	8590	FALSE	FALSE	FALSE	0.430285	0.090685	1	2	NA	NA	NA	FALSE	FALSE	-0.0328916956089305	0.856662744692355	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Rbbp5	ENSMUSG00000026439.14	chr1	132477364	132505659	28295	FALSE	FALSE	FALSE	0.558005	-0.387561	2	3	0.267239466831976	0.146840358801161	1	FALSE	FALSE	0.0551538714252703	0.721477791603772	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	0	0
Rbbp6	ENSMUSG00000030779.16	chr7	122965685	123002557	36872	FALSE	FALSE	FALSE	0.644478	-0.265628	3	4	-0.00216182055278691	0.993857295018344	5	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	1	0
Rbbp7	ENSMUSG00000031353.13	chrX	162760401	162779092	18691	TRUE	TRUE	FALSE	0.604254	-0.011911	3	3	0.0297366302919039	0.879669317302804	1	FALSE	FALSE	-0.0545592250239642	0.719065123299325	1	TRUE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	2	1	0
Rbbp8	ENSMUSG00000041238.16	chr18	11633275	11745221	111946	FALSE	FALSE	FALSE	0.493383	0.02807	2	5	0.0594722145821996	0.744129244449063	2	FALSE	FALSE	0.223678135551708	0.218522515362254	1	FALSE	FALSE	-0.227699977117608	0.250683561482835	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	3	0	0
Rbbp8nl	ENSMUSG00000038980.1	chr2	180277645	180289879	12234	FALSE	FALSE	FALSE	1.947063	-0.468879	9	2	0.351008334756071	0.0849416586764041	1	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	NA	NA	NA	FALSE	FALSE	1	0	0
