gene_name	chr	mut_specific_aging_up	mch_sig
Tpst2	chr5	FALSE	FALSE
Tpte	chr8	FALSE	FALSE
Tpx2	chr2	FALSE	FALSE
Tra2a	chr6	FALSE	FALSE
Tra2b	chr16	FALSE	FALSE
Trabd	chr15	FALSE	FALSE
Trabd2b	chr4	FALSE	FALSE
Tradd	chr8	FALSE	FALSE
Traf1	chr2	FALSE	FALSE
Traf2	chr2	FALSE	FALSE
Traf3	chr12	FALSE	FALSE
Traf3ip1	chr1	FALSE	TRUE
Traf3ip2	chr10	TRUE	FALSE
Traf3ip3	chr1	TRUE	FALSE
Traf4	chr11	FALSE	FALSE
Traf5	chr1	FALSE	FALSE
Traf6	chr2	FALSE	FALSE
Traf7	chr17	FALSE	TRUE
Trafd1	chr5	FALSE	FALSE
Traip	chr9	FALSE	TRUE
Trak1	chr9	FALSE	TRUE
Trak2	chr1	FALSE	TRUE
Tram1	chr1	FALSE	FALSE
Tram1l1	chr3	TRUE	FALSE
Tram2	chr1	FALSE	TRUE
Trank1	chr9	FALSE	TRUE
Trap1	chr16	FALSE	FALSE
Trap1a	chrX	FALSE	FALSE
Trappc10	chr10	FALSE	TRUE
Trappc11	chr8	FALSE	FALSE
Trappc12	chr12	FALSE	TRUE
Trappc13	chr13	FALSE	FALSE
Trappc2	chrX	FALSE	FALSE
Trappc2l	chr8	FALSE	FALSE
Trappc3	chr4	FALSE	FALSE
Trappc3l	chr10	FALSE	FALSE
Trappc5	chr8	FALSE	FALSE
Trappc6a	chr7	FALSE	FALSE
Trappc6b	chr12	FALSE	FALSE
Trappc8	chr18	FALSE	FALSE
Trappc9	chr15	FALSE	TRUE
Trarg1	chr11	FALSE	TRUE
Trat1	chr16	FALSE	FALSE
Trcg1	chr9	FALSE	FALSE
Trdmt1	chr2	FALSE	FALSE
Trdn	chr10	FALSE	TRUE
Treh	chr9	FALSE	TRUE
Trem1	chr17	FALSE	FALSE
Trem2	chr17	FALSE	TRUE
Trem3	chr17	FALSE	FALSE
Treml1	chr17	FALSE	TRUE
Treml2	chr17	FALSE	FALSE
Treml4	chr17	FALSE	FALSE
Trex2	chrX	FALSE	FALSE
Trf	chr9	FALSE	TRUE
Trh	chr6	FALSE	FALSE
Trhde	chr10	FALSE	TRUE
Trhr	chr15	FALSE	FALSE
Trhr2	chr8	FALSE	FALSE
Triap1	chr5	FALSE	FALSE
Trib1	chr15	FALSE	FALSE
Trib2	chr12	FALSE	TRUE
Trib3	chr2	FALSE	FALSE
Tril	chr6	FALSE	FALSE
Trim10	chr17	FALSE	FALSE
Trim11	chr11	FALSE	FALSE
Trim12c	chr7	FALSE	FALSE
Trim13	chr14	FALSE	FALSE
Trim14	chr4	FALSE	TRUE
Trim15	chr17	FALSE	FALSE
Trim16	chr11	FALSE	FALSE
Trim17	chr11	FALSE	FALSE
Trim2	chr3	FALSE	TRUE
Trim21	chr7	FALSE	FALSE
Trim23	chr13	FALSE	FALSE
Trim24	chr6	FALSE	TRUE
Trim25	chr11	FALSE	TRUE
Trim26	chr17	FALSE	FALSE
Trim27	chr13	FALSE	FALSE
Trim28	chr7	FALSE	FALSE
Trim29	chr9	FALSE	TRUE
Trim3	chr7	FALSE	FALSE
Trim30a	chr7	FALSE	FALSE
Trim30b	chr7	FALSE	FALSE
Trim30d	chr7	FALSE	FALSE
Trim31	chr17	FALSE	FALSE
Trim32	chr4	FALSE	FALSE
Trim33	chr3	FALSE	TRUE
Trim34a	chr7	FALSE	FALSE
Trim34b	chr7	FALSE	FALSE
Trim36	chr18	FALSE	TRUE
Trim37	chr11	FALSE	FALSE
Trim38	chr13	FALSE	FALSE
Trim39	chr17	FALSE	FALSE
Trim40	chr17	FALSE	FALSE
Trim41	chr11	FALSE	FALSE
Trim42	chr9	FALSE	FALSE
Trim43a	chr9	FALSE	FALSE
Trim43b	chr9	FALSE	FALSE
Trim43c	chr9	FALSE	FALSE
Trim44	chr2	FALSE	FALSE
Trim45	chr3	FALSE	TRUE
Trim46	chr3	FALSE	FALSE
Trim47	chr11	FALSE	FALSE
Trim5	chr7	FALSE	TRUE
Trim50	chr5	FALSE	FALSE
Trim52	chr14	TRUE	FALSE
Trim54	chr5	FALSE	FALSE
Trim55	chr3	FALSE	TRUE
Trim56	chr5	FALSE	FALSE
Trim58	chr11	FALSE	FALSE
Trim59	chr3	FALSE	FALSE
Trim6	chr7	FALSE	FALSE
Trim61	chr8	FALSE	FALSE
Trim62	chr4	FALSE	FALSE
Trim63	chr4	FALSE	FALSE
Trim65	chr11	FALSE	FALSE
Trim66	chr7	FALSE	FALSE
Trim67	chr8	FALSE	TRUE
Trim68	chr7	FALSE	FALSE
Trim69	chr2	FALSE	FALSE
Trim7	chr11	FALSE	FALSE
Trim71	chr9	FALSE	TRUE
Trim72	chr7	FALSE	FALSE
Trim75	chr8	FALSE	FALSE
Trim8	chr19	FALSE	FALSE
Trim80	chr11	FALSE	FALSE
Trim9	chr12	FALSE	TRUE
Triml1	chr8	FALSE	FALSE
Triml2	chr8	FALSE	FALSE
Trio	chr15	FALSE	TRUE
Triobp	chr15	FALSE	FALSE
Trip10	chr17	FALSE	TRUE
Trip11	chr12	FALSE	TRUE
Trip12	chr1	FALSE	TRUE
Trip13	chr13	FALSE	FALSE
Trip4	chr9	FALSE	FALSE
Trip6	chr5	FALSE	FALSE
Triqk	chr4	FALSE	TRUE
Trir	chr8	FALSE	FALSE
Trit1	chr4	FALSE	FALSE
Trmo	chr4	FALSE	FALSE
Trmt1	chr8	FALSE	FALSE
Trmt10a	chr3	FALSE	FALSE
Trmt10b	chr4	FALSE	TRUE
Trmt10c	chr16	FALSE	FALSE
Trmt11	chr10	FALSE	TRUE
Trmt112	chr19	FALSE	FALSE
Trmt12	chr15	FALSE	FALSE
Trmt13	chr3	FALSE	TRUE
Trmt2a	chr16	FALSE	FALSE
Trmt2b	chrX	FALSE	FALSE
Trmt44	chr5	FALSE	FALSE
Trmt5	chr12	FALSE	FALSE
Trmt6	chr2	FALSE	FALSE
Trmt61a	chr12	FALSE	FALSE
Trmt9b	chr8	FALSE	TRUE
Trmu	chr15	FALSE	FALSE
Trnau1ap	chr4	FALSE	FALSE
Trnp1	chr4	FALSE	FALSE
Trnt1	chr6	FALSE	FALSE
Tro	chrX	FALSE	FALSE
Troap	chr15	FALSE	FALSE
Trp53	chr11	FALSE	FALSE
Trp53bp1	chr2	FALSE	TRUE
Trp53bp2	chr1	TRUE	TRUE
Trp53i11	chr2	FALSE	FALSE
Trp53inp1	chr4	FALSE	FALSE
Trp53inp2	chr2	FALSE	TRUE
Trp53rkb	chr2	FALSE	FALSE
Trp53tg5	chr2	FALSE	FALSE
Trp63	chr16	FALSE	TRUE
Trp73	chr4	FALSE	TRUE
Trpa1	chr1	FALSE	TRUE
Trpc1	chr9	FALSE	FALSE
Trpc2	chr7	FALSE	FALSE
Trpc3	chr3	FALSE	FALSE
Trpc4	chr3	FALSE	TRUE
Trpc4ap	chr2	FALSE	TRUE
Trpc5	chrX	FALSE	FALSE
Trpc5os	chrX	TRUE	FALSE
Trpc6	chr9	TRUE	FALSE
Trpc7	chr13	FALSE	FALSE
Trpd52l3	chr19	FALSE	FALSE
Trpm1	chr7	TRUE	TRUE
Trpm2	chr10	FALSE	TRUE
Trpm3	chr19	FALSE	TRUE
Trpm4	chr7	FALSE	FALSE
Trpm5	chr7	FALSE	TRUE
Trpm6	chr19	FALSE	TRUE
Trpm7	chr2	FALSE	FALSE
Trpm8	chr1	FALSE	FALSE
Trps1	chr15	FALSE	TRUE
Trpt1	chr19	FALSE	FALSE
Trpv1	chr11	FALSE	FALSE
Trpv2	chr11	FALSE	FALSE
Trpv3	chr11	FALSE	FALSE
Trpv4	chr5	FALSE	FALSE
Trpv5	chr6	FALSE	FALSE
Trpv6	chr6	FALSE	FALSE
Trrap	chr5	FALSE	TRUE
Trub1	chr19	FALSE	TRUE
Trub2	chr2	FALSE	FALSE
Try10	chr6	FALSE	FALSE
Try4	chr6	FALSE	FALSE
Try5	chr6	FALSE	FALSE
Tsacc	chr3	FALSE	FALSE
Tsc1	chr2	FALSE	FALSE
Tsc2	chr17	FALSE	TRUE
Tsc22d1	chr14	TRUE	TRUE
Tsc22d2	chr3	FALSE	TRUE
Tsc22d3	chrX	FALSE	FALSE
Tsen15	chr1	FALSE	FALSE
Tsen2	chr6	FALSE	FALSE
Tsen34	chr7	FALSE	FALSE
Tsen54	chr11	FALSE	FALSE
Tsfm	chr10	FALSE	FALSE
Tsg101	chr7	FALSE	FALSE
Tsga10	chr1	FALSE	FALSE
Tsga13	chr6	FALSE	FALSE
Tsga8	chrX	FALSE	FALSE
Tshb	chr3	FALSE	FALSE
Tshr	chr12	FALSE	TRUE
Tshz1	chr18	FALSE	TRUE
Tshz2	chr2	FALSE	TRUE
Tshz3	chr7	FALSE	TRUE
Tsks	chr7	FALSE	FALSE
Tsku	chr7	FALSE	FALSE
Tslp	chr18	FALSE	FALSE
Tsn	chr1	FALSE	FALSE
Tsnax	chr8	FALSE	FALSE
Tspan1	chr4	FALSE	FALSE
Tspan10	chr11	FALSE	FALSE
Tspan11	chr6	FALSE	TRUE
Tspan12	chr6	FALSE	FALSE
Tspan13	chr12	FALSE	TRUE
Tspan14	chr14	TRUE	FALSE
Tspan15	chr10	FALSE	TRUE
Tspan17	chr13	FALSE	FALSE
Tspan18	chr2	FALSE	FALSE
Tspan2	chr3	FALSE	FALSE
Tspan3	chr9	FALSE	TRUE
Tspan31	chr10	FALSE	FALSE
Tspan32	chr7	FALSE	TRUE
Tspan33	chr6	FALSE	FALSE
Tspan4	chr7	FALSE	FALSE
Tspan5	chr3	FALSE	TRUE
Tspan6	chrX	FALSE	FALSE
Tspan7	chrX	FALSE	FALSE
Tspan8	chr10	FALSE	FALSE
Tspan9	chr6	FALSE	FALSE
Tspear	chr10	FALSE	TRUE
Tspo	chr15	FALSE	FALSE
Tspo2	chr17	FALSE	FALSE
Tspoap1	chr11	FALSE	FALSE
Tspyl1	chr10	FALSE	FALSE
Tspyl2	chrX	FALSE	FALSE
Tspyl3	chr2	FALSE	FALSE
Tspyl4	chr10	TRUE	FALSE
Tspyl5	chr15	FALSE	FALSE
Tsr1	chr11	FALSE	TRUE
Tsr2	chrX	FALSE	FALSE
Tsr3	chr17	FALSE	FALSE
Tssc4	chr7	FALSE	FALSE
Tssk2	chr16	FALSE	FALSE
Tssk3	chr4	FALSE	FALSE
Tssk4	chr14	FALSE	FALSE
Tssk5	chr15	FALSE	FALSE
Tst	chr15	FALSE	FALSE
Tstd1	chr1	FALSE	FALSE
Tstd2	chr4	FALSE	FALSE
Tsx	chrX	FALSE	FALSE
Ttbk1	chr17	FALSE	TRUE
Ttbk2	chr2	FALSE	TRUE
Ttc1	chr11	FALSE	FALSE
Ttc12	chr9	FALSE	FALSE
Ttc13	chr8	FALSE	TRUE
Ttc14	chr3	FALSE	FALSE
Ttc16	chr2	FALSE	FALSE
Ttc17	chr2	FALSE	TRUE
Ttc19	chr11	FALSE	FALSE
Ttc21a	chr9	FALSE	FALSE
Ttc21b	chr2	FALSE	FALSE
Ttc22	chr4	TRUE	FALSE
Ttc23	chr7	FALSE	TRUE
Ttc23l	chr15	FALSE	FALSE
Ttc24	chr3	FALSE	FALSE
Ttc27	chr17	FALSE	TRUE
Ttc28	chr5	FALSE	FALSE
Ttc29	chr8	FALSE	TRUE
Ttc3	chr16	FALSE	TRUE
Ttc32	chr12	FALSE	FALSE
Ttc33	chr15	FALSE	FALSE
Ttc34	chr4	FALSE	FALSE
Ttc36	chr9	FALSE	FALSE
Ttc38	chr15	FALSE	FALSE
Ttc39a	chr4	FALSE	TRUE
Ttc39b	chr4	FALSE	TRUE
Ttc39c	chr18	FALSE	FALSE
Ttc39d	chr17	FALSE	FALSE
Ttc4	chr4	FALSE	FALSE
Ttc41	chr10	FALSE	FALSE
Ttc5	chr14	FALSE	FALSE
Ttc6	chr12	FALSE	TRUE
Ttc7	chr17	FALSE	FALSE
Ttc7b	chr12	FALSE	TRUE
Ttc8	chr12	FALSE	FALSE
Ttc9	chr12	FALSE	TRUE
Ttc9b	chr7	FALSE	FALSE
Ttf1	chr2	FALSE	TRUE
Ttf2	chr3	FALSE	FALSE
Tti1	chr2	TRUE	FALSE
Tti2	chr8	FALSE	FALSE
Ttk	chr9	FALSE	FALSE
Ttl	chr2	FALSE	FALSE
Ttll1	chr15	FALSE	FALSE
Ttll10	chr4	FALSE	FALSE
Ttll11	chr2	FALSE	TRUE
Ttll12	chr15	FALSE	FALSE
Ttll13	chr7	FALSE	FALSE
Ttll3	chr6	FALSE	FALSE
Ttll4	chr1	FALSE	TRUE
Ttll5	chr12	TRUE	TRUE
Ttll6	chr11	FALSE	FALSE
Ttll7	chr3	FALSE	TRUE
Ttll8	chr15	FALSE	TRUE
Ttll9	chr2	FALSE	FALSE
Ttn	chr2	TRUE	TRUE
Ttpa	chr4	FALSE	FALSE
Ttpal	chr2	FALSE	FALSE
Ttr	chr18	TRUE	TRUE
Ttyh1	chr7	FALSE	FALSE
Ttyh2	chr11	FALSE	FALSE
Ttyh3	chr5	FALSE	FALSE
Tub	chr7	FALSE	FALSE
Tuba1b	chr15	FALSE	FALSE
Tuba1c	chr15	FALSE	FALSE
Tuba3a	chr6	FALSE	FALSE
Tuba3b	chr6	FALSE	FALSE
Tuba4a	chr1	FALSE	FALSE
Tuba8	chr6	FALSE	FALSE
Tubal3	chr13	FALSE	TRUE
Tubb1	chr2	FALSE	FALSE
Tubb2a	chr13	FALSE	FALSE
Tubb2b	chr13	FALSE	FALSE
Tubb3	chr8	FALSE	FALSE
Tubb4a	chr17	FALSE	FALSE
Tubb4b	chr2	FALSE	FALSE
Tubb5	chr17	FALSE	FALSE
Tubb6	chr18	FALSE	FALSE
Tubd1	chr11	FALSE	TRUE
Tube1	chr10	FALSE	FALSE
Tubg1	chr11	FALSE	FALSE
Tubg2	chr11	FALSE	FALSE
Tubgcp2	chr7	FALSE	FALSE
Tubgcp3	chr8	FALSE	TRUE
Tubgcp4	chr2	FALSE	FALSE
Tubgcp5	chr7	FALSE	FALSE
Tubgcp6	chr15	FALSE	FALSE
Tufm	chr7	FALSE	FALSE
Tuft1	chr3	FALSE	TRUE
Tug1	chr11	FALSE	TRUE
Tulp1	chr17	FALSE	FALSE
Tulp2	chr7	FALSE	FALSE
Tulp3	chr6	FALSE	TRUE
Tulp4	chr17	FALSE	TRUE
Tunar	chr12	FALSE	TRUE
Tusc1	chr4	FALSE	FALSE
Tusc2	chr9	FALSE	FALSE
Tusc3	chr8	FALSE	FALSE
Tut1	chr19	FALSE	FALSE
Tut4	chr4	FALSE	TRUE
Tut7	chr13	FALSE	TRUE
Tvp23a	chr16	FALSE	TRUE
Tvp23b	chr11	FALSE	TRUE
Twf1	chr15	FALSE	FALSE
Twf2	chr9	FALSE	TRUE
Twist1	chr12	FALSE	FALSE
Twist2	chr1	FALSE	FALSE
Twnk	chr19	FALSE	FALSE
Twsg1	chr17	FALSE	FALSE
Txk	chr5	FALSE	TRUE
Txlna	chr4	FALSE	FALSE
Txlnb	chr10	FALSE	TRUE
Txlng	chrX	FALSE	FALSE
Txn1	chr4	FALSE	FALSE
Txn2	chr15	FALSE	FALSE
Txndc11	chr16	FALSE	TRUE
Txndc12	chr4	FALSE	FALSE
Txndc15	chr13	FALSE	FALSE
Txndc16	chr14	FALSE	TRUE
Txndc2	chr17	FALSE	FALSE
Txndc5	chr13	FALSE	FALSE
Txndc8	chr4	FALSE	FALSE
Txndc9	chr1	FALSE	FALSE
Txnip	chr3	FALSE	FALSE
Txnl1	chr18	FALSE	FALSE
Txnl4a	chr18	FALSE	FALSE
Txnl4b	chr8	FALSE	TRUE
Txnrd1	chr10	FALSE	FALSE
Txnrd2	chr16	FALSE	FALSE
Txnrd3	chr6	FALSE	FALSE
Tyk2	chr9	FALSE	FALSE
Tymp	chr15	FALSE	FALSE
Tyms	chr5	FALSE	TRUE
Tyr	chr7	FALSE	TRUE
Tyro3	chr2	FALSE	FALSE
Tyrobp	chr7	FALSE	FALSE
Tyrp1	chr4	FALSE	FALSE
Tysnd1	chr10	FALSE	FALSE
Tyw1	chr5	FALSE	FALSE
Tyw3	chr3	TRUE	FALSE
Tyw5	chr1	FALSE	FALSE
U2af1	chr17	FALSE	FALSE
U2af2	chr7	FALSE	TRUE
U2surp	chr9	FALSE	FALSE
Uaca	chr9	FALSE	FALSE
Uap1	chr1	FALSE	FALSE
Uap1l1	chr2	FALSE	FALSE
Uba1	chrX	FALSE	FALSE
Uba2	chr7	FALSE	FALSE
Uba3	chr6	FALSE	FALSE
Uba5	chr9	FALSE	FALSE
Uba52	chr8	FALSE	FALSE
Uba6	chr5	FALSE	TRUE
Uba7	chr9	FALSE	FALSE
Ubac1	chr2	TRUE	TRUE
Ubac2	chr14	FALSE	TRUE
Ubald1	chr16	FALSE	FALSE
Ubald2	chr11	FALSE	FALSE
Ubap1	chr4	FALSE	FALSE
Ubap1l	chr9	FALSE	FALSE
Ubap2	chr4	FALSE	FALSE
Ubap2l	chr3	FALSE	TRUE
Ubash3a	chr17	FALSE	TRUE
Ubash3b	chr9	FALSE	FALSE
Ubb	chr11	FALSE	FALSE
Ubc	chr5	FALSE	FALSE
Ubd	chr17	FALSE	FALSE
Ube2a	chrX	FALSE	FALSE
Ube2b	chr11	FALSE	FALSE
Ube2c	chr2	FALSE	FALSE
Ube2d1	chr10	FALSE	FALSE
Ube2d2a	chr18	FALSE	TRUE
Ube2d2b	chr5	FALSE	FALSE
Ube2d3	chr3	FALSE	FALSE
Ube2e1	chr14	FALSE	TRUE
Ube2e2	chr14	FALSE	TRUE
Ube2e3	chr2	FALSE	TRUE
Ube2f	chr1	FALSE	FALSE
Ube2g1	chr11	FALSE	FALSE
Ube2g2	chr10	FALSE	FALSE
Ube2h	chr6	FALSE	TRUE
Ube2i	chr17	FALSE	FALSE
Ube2j1	chr4	FALSE	FALSE
Ube2j2	chr4	FALSE	TRUE
Ube2k	chr5	FALSE	TRUE
Ube2l3	chr16	FALSE	FALSE
Ube2l6	chr2	FALSE	FALSE
Ube2m	chr7	FALSE	FALSE
Ube2n	chr10	FALSE	TRUE
Ube2o	chr11	FALSE	TRUE
Ube2q1	chr3	FALSE	FALSE
Ube2q2	chr9	FALSE	FALSE
Ube2ql1	chr13	FALSE	TRUE
Ube2r2	chr4	FALSE	TRUE
Ube2s	chr7	FALSE	FALSE
Ube2t	chr1	FALSE	FALSE
Ube2u	chr4	TRUE	TRUE
Ube2v1	chr2	FALSE	FALSE
Ube2v2	chr16	FALSE	FALSE
Ube2w	chr1	FALSE	TRUE
Ube2z	chr11	FALSE	FALSE
Ube3a	chr7	FALSE	TRUE
Ube3b	chr5	FALSE	FALSE
Ube3c	chr5	FALSE	TRUE
Ube4a	chr9	FALSE	FALSE
Ube4b	chr4	FALSE	TRUE
Ubfd1	chr7	FALSE	FALSE
Ubiad1	chr4	FALSE	FALSE
Ubl3	chr5	TRUE	FALSE
Ubl4a	chrX	FALSE	FALSE
Ubl4b	chr3	FALSE	FALSE
Ubl7	chr9	FALSE	FALSE
Ublcp1	chr11	FALSE	FALSE
Ubn1	chr16	FALSE	FALSE
Ubn2	chr6	FALSE	TRUE
Ubp1	chr9	FALSE	TRUE
Ubqln1	chr13	FALSE	FALSE
Ubqln2	chrX	FALSE	FALSE
Ubqln3	chr7	FALSE	FALSE
Ubqln4	chr3	FALSE	FALSE
Ubqln5	chr7	FALSE	FALSE
Ubqlnl	chr7	FALSE	FALSE
Ubr1	chr2	FALSE	FALSE
Ubr2	chr17	FALSE	TRUE
Ubr3	chr2	FALSE	TRUE
Ubr4	chr4	FALSE	TRUE
Ubr5	chr15	FALSE	TRUE
Ubtd1	chr19	FALSE	FALSE
Ubtd2	chr11	TRUE	FALSE
Ubtf	chr11	FALSE	FALSE
Ubtfl1	chr9	FALSE	FALSE
Ubxn1	chr19	FALSE	FALSE
Ubxn10	chr4	FALSE	FALSE
Ubxn11	chr4	FALSE	FALSE
Ubxn2a	chr12	FALSE	FALSE
Ubxn2b	chr4	FALSE	FALSE
Ubxn4	chr1	FALSE	FALSE
Ubxn6	chr17	FALSE	FALSE
Ubxn7	chr16	FALSE	TRUE
Ubxn8	chr8	FALSE	FALSE
Uchl1	chr5	FALSE	FALSE
Uchl3	chr14	FALSE	TRUE
Uchl4	chr9	FALSE	FALSE
Uchl5	chr1	FALSE	FALSE
Uck1	chr2	FALSE	FALSE
Uck2	chr1	FALSE	FALSE
Uckl1	chr2	FALSE	FALSE
Ucma	chr2	FALSE	FALSE
Ucn	chr5	FALSE	FALSE
Ucn2	chr9	FALSE	FALSE
Ucn3	chr13	FALSE	FALSE
Ucp1	chr8	FALSE	FALSE
Ucp2	chr7	FALSE	FALSE
Ucp3	chr7	FALSE	FALSE
Uevld	chr7	FALSE	TRUE
Ufc1	chr1	FALSE	FALSE
Ufd1	chr16	FALSE	FALSE
Ufl1	chr4	TRUE	FALSE
Ufm1	chr3	FALSE	FALSE
Ufsp1	chr5	FALSE	FALSE
Ufsp2	chr8	FALSE	FALSE
Ugcg	chr4	FALSE	TRUE
Ugdh	chr5	FALSE	FALSE
Uggt1	chr1	FALSE	TRUE
Uggt2	chr14	FALSE	TRUE
Ugp2	chr11	FALSE	FALSE
Ugt1a10	chr1	FALSE	FALSE
Ugt1a2	chr1	FALSE	FALSE
Ugt1a5	chr1	FALSE	FALSE
Ugt1a6a	chr1	FALSE	FALSE
Ugt1a6b	chr1	FALSE	FALSE
Ugt1a7c	chr1	FALSE	FALSE
Ugt1a9	chr1	FALSE	FALSE
Ugt2a1	chr5	FALSE	FALSE
Ugt2a2	chr5	FALSE	FALSE
Ugt2a3	chr5	FALSE	FALSE
Ugt2b1	chr5	FALSE	FALSE
Ugt2b34	chr5	FALSE	FALSE
Ugt2b35	chr5	FALSE	FALSE
Ugt2b36	chr5	FALSE	FALSE
Ugt2b38	chr5	FALSE	FALSE
Ugt2b5	chr5	FALSE	FALSE
Ugt3a1	chr15	FALSE	TRUE
Ugt3a2	chr15	FALSE	FALSE
Ugt8a	chr3	FALSE	TRUE
Uhmk1	chr1	FALSE	FALSE
Uhrf1	chr17	FALSE	FALSE
Uhrf2	chr19	FALSE	FALSE
Uimc1	chr13	FALSE	TRUE
Ulbp1	chr10	FALSE	TRUE
Ulk1	chr5	FALSE	FALSE
Ulk2	chr11	FALSE	TRUE
Ulk3	chr9	FALSE	FALSE
Ulk4	chr9	FALSE	TRUE
Umad1	chr6	FALSE	TRUE
Umod	chr7	FALSE	FALSE
Umodl1	chr17	TRUE	TRUE
Umps	chr16	FALSE	FALSE
Unc119	chr11	FALSE	FALSE
Unc119b	chr5	FALSE	FALSE
Unc13a	chr8	FALSE	TRUE
Unc13b	chr4	FALSE	TRUE
Unc13c	chr9	FALSE	TRUE
Unc13d	chr11	FALSE	FALSE
Unc45a	chr7	FALSE	FALSE
Unc45b	chr11	FALSE	TRUE
Unc50	chr1	FALSE	FALSE
Unc5a	chr13	FALSE	TRUE
Unc5b	chr10	FALSE	TRUE
Unc5c	chr3	TRUE	TRUE
Unc5cl	chr17	FALSE	TRUE
Unc5d	chr8	FALSE	FALSE
Unc79	chr12	FALSE	TRUE
Unc80	chr1	FALSE	TRUE
Unc93a2	chr17	FALSE	TRUE
Unc93b1	chr19	FALSE	FALSE
Uncx	chr5	TRUE	FALSE
Ung	chr5	FALSE	FALSE
Unk	chr11	FALSE	FALSE
Unkl	chr17	FALSE	TRUE
Uox	chr3	FALSE	TRUE
Upb1	chr10	FALSE	FALSE
Upf1	chr8	FALSE	FALSE
Upf2	chr2	FALSE	TRUE
Upf3a	chr8	FALSE	FALSE
Upf3b	chrX	FALSE	TRUE
Upk1a	chr7	FALSE	FALSE
Upk1b	chr16	FALSE	FALSE
Upk2	chr9	FALSE	FALSE
Upk3a	chr15	FALSE	FALSE
Upk3b	chr5	FALSE	FALSE
Upk3bl	chr5	FALSE	FALSE
Upp1	chr11	FALSE	TRUE
Upp2	chr2	FALSE	TRUE
Uprt	chrX	FALSE	FALSE
Uqcc1	chr2	FALSE	TRUE
Uqcc2	chr17	FALSE	TRUE
Uqcc3	chr19	FALSE	FALSE
Uqcr10	chr11	FALSE	FALSE
Uqcr11	chr10	FALSE	FALSE
Uqcrb	chr13	FALSE	FALSE
Uqcrc1	chr9	FALSE	TRUE
Uqcrc2	chr7	FALSE	FALSE
Uqcrfs1	chr13	FALSE	FALSE
Urad	chr5	FALSE	FALSE
Urah	chr7	FALSE	FALSE
Urb1	chr16	FALSE	FALSE
Urb2	chr8	TRUE	FALSE
Urgcp	chr11	FALSE	FALSE
Uri1	chr7	TRUE	TRUE
Urm1	chr2	FALSE	TRUE
Uroc1	chr6	TRUE	FALSE
Urod	chr4	FALSE	FALSE
Uros	chr7	FALSE	FALSE
Usb1	chr8	FALSE	FALSE
Use1	chr8	FALSE	FALSE
Usf1	chr1	FALSE	FALSE
Usf2	chr7	FALSE	FALSE
Usf3	chr16	FALSE	FALSE
Ush1c	chr7	FALSE	TRUE
Ush1g	chr11	FALSE	TRUE
Ush2a	chr1	FALSE	FALSE
Ushbp1	chr8	FALSE	FALSE
Uso1	chr5	FALSE	TRUE
Usp1	chr4	FALSE	FALSE
Usp10	chr8	FALSE	FALSE
Usp11	chrX	FALSE	FALSE
Usp12	chr5	FALSE	FALSE
Usp13	chr3	FALSE	FALSE
Usp14	chr18	FALSE	FALSE
Usp15	chr10	FALSE	TRUE
Usp16	chr16	FALSE	FALSE
Usp17la	chr7	FALSE	FALSE
Usp17lb	chr7	FALSE	FALSE
Usp17lc	chr7	FALSE	FALSE
Usp17ld	chr7	FALSE	FALSE
Usp17le	chr7	FALSE	FALSE
Usp18	chr6	FALSE	TRUE
Usp19	chr9	FALSE	FALSE
Usp2	chr9	FALSE	FALSE
Usp20	chr2	FALSE	FALSE
Usp21	chr1	FALSE	FALSE
Usp22	chr11	FALSE	TRUE
Usp24	chr4	FALSE	TRUE
Usp25	chr16	FALSE	FALSE
Usp26	chrX	FALSE	TRUE
Usp27x	chrX	FALSE	FALSE
Usp28	chr9	FALSE	FALSE
Usp29	chr7	FALSE	TRUE
Usp3	chr9	TRUE	TRUE
Usp30	chr5	FALSE	FALSE
Usp31	chr7	FALSE	TRUE
Usp32	chr11	FALSE	TRUE
Usp33	chr3	FALSE	TRUE
Usp34	chr11	FALSE	TRUE
Usp35	chr7	FALSE	TRUE
Usp36	chr11	FALSE	FALSE
Usp37	chr1	FALSE	FALSE
Usp38	chr8	FALSE	FALSE
Usp39	chr6	FALSE	FALSE
Usp4	chr9	FALSE	FALSE
Usp40	chr1	FALSE	FALSE
Usp42	chr5	FALSE	FALSE
Usp43	chr11	FALSE	FALSE
Usp44	chr10	TRUE	TRUE
Usp45	chr4	FALSE	TRUE
Usp46	chr5	FALSE	FALSE
Usp47	chr7	FALSE	TRUE
Usp48	chr4	FALSE	FALSE
Usp49	chr17	FALSE	FALSE
Usp5	chr6	FALSE	FALSE
Usp50	chr2	FALSE	TRUE
Usp51	chrX	FALSE	FALSE
Usp53	chr3	FALSE	FALSE
Usp54	chr14	FALSE	TRUE
Usp6nl	chr2	FALSE	FALSE
Usp7	chr16	FALSE	TRUE
Usp8	chr2	FALSE	TRUE
Usp9x	chrX	FALSE	FALSE
Uspl1	chr5	FALSE	FALSE
Ust	chr10	TRUE	TRUE
Utf1	chr7	FALSE	FALSE
Utp11	chr4	FALSE	FALSE
Utp14a	chrX	FALSE	FALSE
Utp15	chr13	FALSE	FALSE
Utp18	chr11	FALSE	FALSE
Utp20	chr10	FALSE	TRUE
Utp23	chr15	FALSE	FALSE
Utp25	chr1	FALSE	FALSE
Utp3	chr5	FALSE	FALSE
