gene_name	chr	mch_sig	mecp2_sig
Chchd4	chr6	FALSE	FALSE
Csnk1a1	chr18	FALSE	FALSE
Vmn1r217	chr13	FALSE	FALSE
Slc35f5	chr1	FALSE	FALSE
Cdk5r1	chr11	FALSE	FALSE
Mcrs1	chr15	FALSE	FALSE
Shisa8	chr15	FALSE	FALSE
Spryd7	chr14	FALSE	FALSE
Arhgap36	chrX	FALSE	FALSE
Slc25a37	chr14	FALSE	FALSE
Rcl1	chr19	FALSE	FALSE
Oat	chr7	FALSE	FALSE
Lonp1	chr17	FALSE	FALSE
Zfp108	chr7	FALSE	FALSE
Acbd3	chr1	FALSE	FALSE
Wee1	chr7	FALSE	FALSE
Cks2	chr13	FALSE	FALSE
Igfals	chr17	FALSE	FALSE
Nop10	chr2	FALSE	FALSE
Fance	chr17	FALSE	FALSE
Bmp15	chrX	FALSE	FALSE
Irs3	chr5	FALSE	FALSE
Zw10	chr9	FALSE	FALSE
Abhd16b	chr2	FALSE	FALSE
Gm525	chr11	FALSE	FALSE
Klf5	chr14	FALSE	FALSE
Pigo	chr4	FALSE	FALSE
Dmac2	chr7	FALSE	FALSE
Rpl34	chr3	FALSE	FALSE
Rps27l	chr9	FALSE	FALSE
Cdh26	chr2	FALSE	FALSE
Alas1	chr9	FALSE	FALSE
Timm8a2	chr14	FALSE	FALSE
Slc5a2	chr7	FALSE	FALSE
Svip	chr7	FALSE	FALSE
Aqp11	chr7	FALSE	FALSE
Adam25	chr8	FALSE	FALSE
Fsip2l	chrX	FALSE	FALSE
Cenpn	chr8	FALSE	FALSE
Pan2	chr10	FALSE	FALSE
Kcna7	chr7	FALSE	FALSE
Btbd2	chr10	FALSE	FALSE
Awat1	chrX	FALSE	FALSE
Trmt6	chr2	FALSE	FALSE
Rubcn	chr16	FALSE	FALSE
Lrp4	chr2	FALSE	FALSE
Lbp	chr2	FALSE	FALSE
Acad12	chr5	FALSE	FALSE
Tmem43	chr6	FALSE	FALSE
Ccnh	chr13	FALSE	FALSE
Megf9	chr4	FALSE	FALSE
Afp	chr5	FALSE	FALSE
Suz12	chr11	FALSE	FALSE
Krt2	chr15	FALSE	FALSE
Cops5	chr1	FALSE	FALSE
Mfge8	chr7	FALSE	FALSE
Gm5862	chr5	FALSE	FALSE
Fam162b	chr10	FALSE	FALSE
Rogdi	chr16	FALSE	FALSE
Dipk2a	chr9	FALSE	FALSE
Pigz	chr16	FALSE	FALSE
Dlx6	chr6	FALSE	FALSE
Rfc3	chr5	FALSE	FALSE
Cdkn2c	chr4	FALSE	FALSE
Cebpzos	chr17	FALSE	FALSE
Spg21	chr9	FALSE	FALSE
C1rb	chr6	FALSE	FALSE
Card19	chr13	FALSE	FALSE
Serpinb9	chr13	FALSE	FALSE
Gykl1	chr18	FALSE	FALSE
Zfp1	chr8	FALSE	FALSE
Lrfn1	chr7	FALSE	FALSE
Sco2	chr15	FALSE	FALSE
Rbm15	chr3	FALSE	FALSE
Col6a4	chr9	FALSE	FALSE
Gimap6	chr6	FALSE	FALSE
Ces2f	chr8	FALSE	FALSE
Fam133b	chr5	FALSE	FALSE
Ghrh	chr2	FALSE	FALSE
1700123K08Rik	chr5	FALSE	FALSE
Reep2	chr18	FALSE	FALSE
Accsl	chr2	FALSE	FALSE
Trim54	chr5	FALSE	FALSE
Cfap52	chr11	FALSE	FALSE
H2az1	chr3	FALSE	FALSE
Abra	chr15	FALSE	FALSE
Gstt4	chr10	FALSE	FALSE
Ctsk	chr3	FALSE	FALSE
Tcf21	chr10	FALSE	FALSE
Zfp641	chr15	FALSE	FALSE
Selenoh	chr2	FALSE	FALSE
Slc46a3	chr5	FALSE	FALSE
Smim1	chr4	FALSE	FALSE
Dcdc2b	chr4	FALSE	FALSE
Fcgr2b	chr1	FALSE	FALSE
Aox3	chr1	FALSE	FALSE
Zkscan14	chr5	FALSE	FALSE
Etnk2	chr1	FALSE	FALSE
Ccdc190	chr1	FALSE	FALSE
Mup5	chr4	FALSE	FALSE
Mcrip2	chr17	FALSE	FALSE
Alkbh4	chr5	FALSE	FALSE
Rer1	chr4	FALSE	FALSE
B3gnt9	chr8	FALSE	FALSE
Nppb	chr4	FALSE	FALSE
Nkapl	chr13	FALSE	FALSE
Zim1	chr7	FALSE	FALSE
Ccl2	chr11	FALSE	FALSE
Cyp4f37	chr17	FALSE	FALSE
Gpatch2	chr1	FALSE	FALSE
Msantd4	chr9	FALSE	FALSE
Jmjd6	chr11	FALSE	FALSE
Arfgap2	chr2	FALSE	FALSE
Dach2	chrX	FALSE	FALSE
Pla2g12a	chr3	FALSE	FALSE
Vmn1r85	chr7	FALSE	FALSE
Triml2	chr8	FALSE	FALSE
Stmn1	chr4	FALSE	FALSE
Cd2bp2	chr7	FALSE	FALSE
Mrpl41	chr2	FALSE	FALSE
Aard	chr15	FALSE	FALSE
Mospd3	chr5	FALSE	FALSE
Guca1b	chr17	FALSE	FALSE
Rps24	chr14	FALSE	FALSE
Mmp13	chr9	FALSE	FALSE
Ganc	chr2	FALSE	FALSE
Arsk	chr13	FALSE	FALSE
Ubxn8	chr8	FALSE	FALSE
Dnajc2	chr5	FALSE	FALSE
Pard6b	chr2	FALSE	FALSE
Pdia3	chr2	FALSE	FALSE
Pth2r	chr1	FALSE	FALSE
Lmod2	chr6	FALSE	FALSE
Sema3c	chr5	FALSE	FALSE
Smad5	chr13	FALSE	FALSE
Grwd1	chr7	FALSE	FALSE
Trmt5	chr12	FALSE	FALSE
Eif6	chr2	FALSE	FALSE
Psme3	chr11	FALSE	FALSE
Sec61g	chr11	FALSE	FALSE
Rgn	chrX	FALSE	FALSE
Emc9	chr14	FALSE	FALSE
Hmgcs2	chr3	FALSE	FALSE
Rnf20	chr4	FALSE	FALSE
Ms4a8a	chr19	FALSE	FALSE
Tada2b	chr5	FALSE	FALSE
Ecd	chr14	FALSE	FALSE
Dedd2	chr7	FALSE	FALSE
Zfp414	chr17	FALSE	FALSE
Hes5	chr4	FALSE	FALSE
Grifin	chr5	FALSE	FALSE
Atg16l1	chr1	FALSE	FALSE
Igfbp6	chr15	FALSE	FALSE
Gm10375	chr14	FALSE	FALSE
Tmem252	chr19	FALSE	FALSE
Usp43	chr11	FALSE	FALSE
Vstm4	chr14	FALSE	FALSE
Bap1	chr14	FALSE	FALSE
Vmn1r180	chr7	FALSE	FALSE
Sct	chr7	FALSE	FALSE
Gata2	chr6	FALSE	FALSE
Gfm2	chr13	FALSE	FALSE
Slc35g1	chr19	FALSE	FALSE
Pmf1	chr3	FALSE	FALSE
Ptov1	chr7	FALSE	FALSE
Pon3	chr6	FALSE	FALSE
Plac8l1	chr18	FALSE	FALSE
Rasa4	chr5	FALSE	FALSE
Tmem230	chr2	FALSE	FALSE
Myef2	chr2	FALSE	FALSE
Oxct2a	chr4	FALSE	FALSE
Flvcr1	chr1	FALSE	FALSE
Klf10	chr15	FALSE	FALSE
Il18r1	chr1	FALSE	FALSE
Scd2	chr19	FALSE	FALSE
Spn	chr7	FALSE	FALSE
Dcun1d1	chr3	FALSE	FALSE
Lix1	chr17	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Slamf8	chr1	FALSE	FALSE
Rsad2	chr12	FALSE	FALSE
Arl4d	chr11	FALSE	FALSE
Tfrc	chr16	FALSE	FALSE
Adamtsl4	chr3	FALSE	FALSE
Commd7	chr2	FALSE	FALSE
Oxtr	chr6	FALSE	FALSE
Cisd2	chr3	FALSE	FALSE
Opn1mw	chrX	FALSE	FALSE
Glp2r	chr11	FALSE	FALSE
H13	chr2	FALSE	FALSE
Vmn2r111	chr17	FALSE	FALSE
Smim6	chr11	FALSE	FALSE
Nradd	chr9	FALSE	FALSE
Syce2	chr8	FALSE	FALSE
Spats2l	chr1	FALSE	FALSE
Edf1	chr2	FALSE	FALSE
Calm5	chr13	FALSE	FALSE
Csf2ra	chr19	FALSE	FALSE
Xbp1	chr11	FALSE	FALSE
Galr3	chr15	FALSE	FALSE
Col18a1	chr10	FALSE	FALSE
Slc25a30	chr14	FALSE	FALSE
Slc2a10	chr2	FALSE	FALSE
Maf	chr8	FALSE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Zfp146	chr7	FALSE	FALSE
Il22ra1	chr4	FALSE	FALSE
Nipal2	chr15	FALSE	FALSE
Eno1b	chr18	FALSE	TRUE
S100a4	chr3	FALSE	FALSE
Mmp28	chr11	FALSE	FALSE
F2rl2	chr13	FALSE	FALSE
Decr2	chr17	FALSE	FALSE
B4galt2	chr4	FALSE	FALSE
Mtf1	chr4	FALSE	FALSE
Slc17a7	chr7	FALSE	FALSE
Nrsn2	chr2	FALSE	FALSE
Bok	chr1	FALSE	FALSE
Rmdn3	chr2	FALSE	FALSE
Cul9	chr17	FALSE	FALSE
Uncx	chr5	FALSE	FALSE
Lhb	chr7	FALSE	FALSE
Aifm3	chr16	FALSE	FALSE
Vps52	chr17	FALSE	FALSE
Mrgpra3	chr7	FALSE	FALSE
Stac3	chr10	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Vmn1r214	chr13	FALSE	FALSE
Ywhah	chr5	FALSE	TRUE
Scel	chr14	FALSE	FALSE
Map3k1	chr13	FALSE	FALSE
Slc6a1	chr6	FALSE	FALSE
4930578I06Rik	chr14	FALSE	FALSE
Defb6	chr8	FALSE	FALSE
Usp21	chr1	FALSE	FALSE
Prickle3	chrX	FALSE	FALSE
Klk9	chr7	FALSE	FALSE
Fgf10	chr13	FALSE	FALSE
Car7	chr8	FALSE	FALSE
Gm12887	chr4	FALSE	FALSE
Phospho1	chr11	FALSE	FALSE
1700034E13Rik	chr18	FALSE	FALSE
Gcnt7	chr2	FALSE	FALSE
Znrf4	chr17	FALSE	FALSE
Hnrnph2	chrX	FALSE	FALSE
Zscan5b	chr7	FALSE	FALSE
Emx2	chr19	FALSE	FALSE
Mrpl44	chr1	FALSE	FALSE
Adcyap1	chr17	FALSE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Selenop	chr15	FALSE	FALSE
Ache	chr5	FALSE	FALSE
Rbpms	chr8	FALSE	FALSE
Adamtsl2	chr2	FALSE	FALSE
Kif20a	chr18	FALSE	FALSE
Aacs	chr5	FALSE	FALSE
Crisp4	chr1	FALSE	TRUE
Ipo8	chr6	FALSE	FALSE
Pou4f1	chr14	FALSE	FALSE
Vmn2r50	chr7	FALSE	FALSE
Orm2	chr4	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
Vmn2r22	chr6	FALSE	FALSE
P2ry1	chr3	FALSE	FALSE
Zdhhc7	chr8	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Fbxo15	chr18	FALSE	FALSE
Klk5	chr7	FALSE	FALSE
Ncam2	chr16	FALSE	FALSE
Magee2	chrX	FALSE	FALSE
Fndc3c1	chrX	FALSE	FALSE
Sap130	chr18	FALSE	FALSE
Tmem64	chr4	FALSE	FALSE
Epx	chr11	FALSE	FALSE
Pcbd1	chr10	FALSE	FALSE
Slc27a2	chr2	FALSE	FALSE
Chchd10	chr10	FALSE	FALSE
Ccdc96	chr5	FALSE	FALSE
Prr13	chr15	FALSE	FALSE
Krba1	chr6	FALSE	FALSE
Cggbp1	chr16	FALSE	FALSE
Grp	chr18	FALSE	FALSE
Itpripl2	chr7	FALSE	FALSE
Ddx25	chr9	FALSE	FALSE
Tmem203	chr2	FALSE	FALSE
Pdha1	chrX	FALSE	FALSE
Zbp1	chr2	FALSE	FALSE
Slc22a15	chr3	FALSE	FALSE
Orm3	chr4	FALSE	FALSE
Errfi1	chr4	FALSE	FALSE
Asb17	chr3	FALSE	FALSE
Samd7	chr3	FALSE	FALSE
Agl	chr3	FALSE	FALSE
Scn2b	chr9	FALSE	FALSE
Skint2	chr4	FALSE	FALSE
Fhod1	chr8	FALSE	FALSE
A630095N17Rik	chr1	FALSE	FALSE
1700031L13Rik	chr5	FALSE	FALSE
Svs5	chr2	FALSE	FALSE
Asb9	chrX	FALSE	FALSE
Rad9a	chr19	FALSE	FALSE
Smox	chr2	FALSE	FALSE
Ccdc116	chr16	FALSE	FALSE
Pcolce	chr5	FALSE	FALSE
Ripply1	chrX	FALSE	FALSE
Dusp12	chr1	FALSE	FALSE
Ddx28	chr8	FALSE	FALSE
Grk2	chr19	FALSE	FALSE
Fpgt	chr3	FALSE	FALSE
Tbc1d10b	chr7	FALSE	FALSE
Rpl12	chr2	FALSE	FALSE
Ptafr	chr4	FALSE	FALSE
Psmd2	chr16	FALSE	FALSE
1810065E05Rik	chr11	FALSE	FALSE
Ttpa	chr4	FALSE	FALSE
Itih2	chr2	FALSE	FALSE
H2bl1	chr13	FALSE	FALSE
Rep15	chr6	FALSE	FALSE
H1f0	chr15	FALSE	FALSE
Actl7a	chr4	FALSE	FALSE
Vmn2r29	chr7	FALSE	FALSE
Gstp1	chr19	FALSE	FALSE
Ano8	chr8	FALSE	FALSE
Rpl36	chr17	FALSE	FALSE
Zfp873	chr10	FALSE	FALSE
Fut2	chr7	FALSE	FALSE
Hoxd8	chr2	FALSE	FALSE
Pmvk	chr3	FALSE	FALSE
Sftpb	chr6	FALSE	FALSE
Prr23a2	chr9	FALSE	FALSE
Chek1	chr9	FALSE	FALSE
Pdzk1	chr3	FALSE	FALSE
Gm4787	chr12	FALSE	FALSE
Lipt1	chr1	FALSE	FALSE
Layn	chr9	FALSE	FALSE
Adam34l	chr8	FALSE	FALSE
2310033P09Rik	chr11	FALSE	FALSE
Slc23a3	chr1	FALSE	FALSE
Ppp1r9b	chr11	FALSE	FALSE
Matn4	chr2	FALSE	FALSE
Tmc1	chr19	FALSE	FALSE
Aldh1a1	chr19	FALSE	FALSE
Cyp4a31	chr4	FALSE	FALSE
2010003K11Rik	chr19	FALSE	FALSE
Gpr15	chr16	FALSE	FALSE
Slc7a3	chrX	FALSE	FALSE
Enam	chr5	FALSE	FALSE
Npw	chr17	FALSE	FALSE
Taar7f	chr10	FALSE	FALSE
Gucy2g	chr19	FALSE	FALSE
Hoxd4	chr2	FALSE	FALSE
Bambi	chr18	FALSE	FALSE
Dstn	chr2	FALSE	FALSE
Spdye4c	chr2	FALSE	FALSE
Tob2	chr15	FALSE	FALSE
Vps28	chr15	FALSE	FALSE
Cldn34c1	chrX	FALSE	FALSE
Poldip2	chr11	FALSE	FALSE
Mmachc	chr4	FALSE	FALSE
Stxbp6	chr12	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Klrb1c	chr6	FALSE	FALSE
Htr5a	chr5	FALSE	FALSE
Snrpa1	chr7	FALSE	FALSE
Qpct	chr17	FALSE	FALSE
Idi1	chr13	FALSE	FALSE
Cldn17	chr16	FALSE	FALSE
Mcoln3	chr3	FALSE	FALSE
Yod1	chr1	FALSE	FALSE
Fgf17	chr14	FALSE	FALSE
Gpcpd1	chr2	FALSE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Pabpc6	chr17	FALSE	FALSE
Abca5	chr11	FALSE	FALSE
Spcs2	chr7	FALSE	FALSE
Homez	chr14	FALSE	FALSE
Zfp94	chr7	FALSE	FALSE
Thap3	chr4	FALSE	FALSE
2310057J18Rik	chr10	FALSE	FALSE
Polr2f	chr15	FALSE	FALSE
Fdft1	chr14	FALSE	FALSE
Zdhhc24	chr19	FALSE	FALSE
Tmub1	chr5	FALSE	FALSE
Egfl8	chr17	FALSE	FALSE
Osgin2	chr4	FALSE	FALSE
Reg3b	chr6	FALSE	FALSE
Sh3bp1	chr15	FALSE	FALSE
Tmem184a	chr5	FALSE	FALSE
Tmem74b	chr2	FALSE	FALSE
Dmrt3	chr19	FALSE	FALSE
Meltf	chr16	FALSE	FALSE
Calhm1	chr19	FALSE	FALSE
Gtpbp6	chr5	FALSE	FALSE
Aip	chr19	FALSE	FALSE
Sebox	chr11	FALSE	FALSE
Ubald2	chr11	FALSE	FALSE
Pglyrp3	chr3	FALSE	FALSE
Ddhd2	chr8	FALSE	FALSE
Ndufa2	chr18	FALSE	FALSE
Snw1	chr12	FALSE	FALSE
Ccdc71	chr9	FALSE	FALSE
Zfp213	chr17	FALSE	FALSE
Tob1	chr11	FALSE	FALSE
Gcsh	chr8	FALSE	FALSE
Plin4	chr17	FALSE	FALSE
Tm4sf20	chr1	FALSE	FALSE
Crxos	chr7	FALSE	FALSE
Fbxo22	chr9	FALSE	FALSE
Acadsb	chr7	FALSE	FALSE
Fgf3	chr7	FALSE	FALSE
Eaf1	chr14	FALSE	FALSE
Gid4	chr11	FALSE	FALSE
Acsm4	chr7	FALSE	FALSE
Preb	chr5	FALSE	FALSE
Paox	chr7	FALSE	FALSE
Pnpla5	chr15	FALSE	FALSE
Nob1	chr8	FALSE	FALSE
Ghsr	chr3	FALSE	FALSE
Bcl6b	chr11	FALSE	FALSE
Magohb	chr6	FALSE	FALSE
Cntnap1	chr11	FALSE	FALSE
4930544D05Rik	chr11	FALSE	FALSE
Hccs	chrX	FALSE	FALSE
Gdf11	chr10	FALSE	FALSE
Rab9	chrX	FALSE	FALSE
Sh2d7	chr9	FALSE	FALSE
Rasl10b	chr11	FALSE	FALSE
Vmn2r45	chr7	FALSE	FALSE
Sstr4	chr2	FALSE	FALSE
Ppm1l	chr3	FALSE	FALSE
Fgf7	chr2	FALSE	FALSE
Ddo	chr10	FALSE	FALSE
Fbxo17	chr7	FALSE	FALSE
Scpep1	chr11	FALSE	FALSE
Cyp2d12	chr15	FALSE	FALSE
Xlr3b	chrX	FALSE	FALSE
Hyls1	chr9	FALSE	FALSE
Cnpy3	chr17	FALSE	FALSE
Mucl1	chr15	FALSE	FALSE
F2rl3	chr8	FALSE	FALSE
Zfp280c	chrX	FALSE	FALSE
Tmem33	chr5	FALSE	FALSE
Renbp	chrX	FALSE	FALSE
Lman2l	chr1	FALSE	FALSE
Vmn1r61	chr7	FALSE	FALSE
Csn1s2a	chr5	FALSE	FALSE
Tex36	chr7	FALSE	FALSE
Fbl	chr7	FALSE	FALSE
Grsf1	chr5	FALSE	FALSE
Psmb8	chr17	FALSE	FALSE
Zfp629	chr7	FALSE	FALSE
Dmp1	chr5	FALSE	FALSE
Fap	chr2	FALSE	FALSE
Sox10	chr15	FALSE	FALSE
Agxt	chr1	FALSE	FALSE
Gpt	chr15	FALSE	FALSE
Car14	chr3	FALSE	FALSE
Ccl9	chr11	FALSE	FALSE
Coq4	chr2	FALSE	FALSE
Tbpl2	chr2	FALSE	FALSE
Thnsl2	chr6	FALSE	FALSE
Foxred1	chr9	FALSE	FALSE
Aph1c	chr9	FALSE	FALSE
Taar8c	chr10	FALSE	FALSE
Wdr26	chr1	FALSE	FALSE
Nelfa	chr5	FALSE	FALSE
Pnck	chrX	FALSE	FALSE
Zc2hc1c	chr12	FALSE	FALSE
Rnase11	chr14	FALSE	FALSE
Abhd5	chr9	FALSE	FALSE
Stat2	chr10	FALSE	FALSE
Tsnax	chr8	FALSE	FALSE
Gm5916	chr9	FALSE	FALSE
Prss29	chr17	FALSE	FALSE
Cntrob	chr11	FALSE	FALSE
Gm4846	chr1	FALSE	FALSE
Itga8	chr2	FALSE	FALSE
Acta2	chr19	FALSE	FALSE
Cfap206	chr4	FALSE	FALSE
Eif3k	chr7	FALSE	FALSE
Gadd45g	chr13	FALSE	FALSE
Ptprd	chr4	FALSE	FALSE
Pcgf1	chr6	FALSE	FALSE
Raver1	chr9	FALSE	FALSE
Trim30a	chr7	FALSE	FALSE
Rbm12b1	chr4	FALSE	FALSE
Numb	chr12	FALSE	FALSE
Klrb1a	chr6	FALSE	FALSE
Abhd4	chr14	FALSE	FALSE
Chrna9	chr5	FALSE	FALSE
Plaat5	chr19	FALSE	FALSE
Zfp93	chr7	FALSE	FALSE
Pdcd2	chr17	FALSE	FALSE
Fes	chr7	FALSE	FALSE
Lyar	chr5	FALSE	FALSE
Omt2b	chr9	FALSE	FALSE
Ceacam12	chr7	FALSE	FALSE
Enkd1	chr8	FALSE	FALSE
Nr0b2	chr4	FALSE	FALSE
H1f8	chr6	FALSE	FALSE
Pld3	chr7	FALSE	FALSE
Fthl17f	chrX	FALSE	FALSE
Chrnd	chr1	FALSE	FALSE
Micu1	chr10	FALSE	FALSE
Spast	chr17	FALSE	FALSE
Cyp2d9	chr15	FALSE	FALSE
Morn4	chr19	FALSE	FALSE
BC048671	chr6	FALSE	FALSE
Ccn1	chr3	FALSE	FALSE
Mutyh	chr4	FALSE	FALSE
Serpina11	chr12	FALSE	FALSE
Acaa1a	chr9	FALSE	FALSE
Aprt	chr8	FALSE	FALSE
Vmn1r4	chr6	FALSE	FALSE
Mfsd1	chr3	FALSE	FALSE
Klrd1	chr6	FALSE	FALSE
Nip7	chr8	FALSE	FALSE
Khdc4	chr3	FALSE	FALSE
Fam243	chr16	FALSE	FALSE
Srsf10	chr4	FALSE	FALSE
Sh3glb1	chr3	FALSE	FALSE
Rwdd2a	chr9	FALSE	FALSE
Zfp787	chr7	FALSE	FALSE
Elmod3	chr6	FALSE	FALSE
Slc52a3	chr2	FALSE	FALSE
Gabra6	chr11	FALSE	FALSE
Spry4	chr18	FALSE	FALSE
Ndufv2	chr17	FALSE	FALSE
Timm10	chr2	FALSE	FALSE
Rnf169	chr7	FALSE	FALSE
Znrf3	chr11	FALSE	FALSE
Ift46	chr9	FALSE	FALSE
Terf2ip	chr8	FALSE	FALSE
Eno1	chr4	FALSE	FALSE
Mgmt	chr7	FALSE	FALSE
Ccdc182	chr11	FALSE	FALSE
Gzmc	chr14	FALSE	FALSE
0610030E20Rik	chr6	FALSE	FALSE
Fam110a	chr2	FALSE	FALSE
Tmem184c	chr8	FALSE	FALSE
Adh5	chr3	FALSE	FALSE
Klf4	chr4	FALSE	FALSE
St8sia2	chr7	FALSE	FALSE
Cd300c2	chr11	FALSE	FALSE
Insm2	chr12	FALSE	FALSE
Dusp14	chr11	FALSE	FALSE
Rpl28	chr7	FALSE	FALSE
Abca3	chr17	FALSE	FALSE
Rln1	chr19	FALSE	FALSE
Vsig8	chr1	FALSE	FALSE
Uchl1	chr5	FALSE	FALSE
Cldn4	chr5	FALSE	FALSE
Cd68	chr11	FALSE	FALSE
Pomp	chr5	FALSE	FALSE
Riox1	chr12	FALSE	FALSE
Fxyd3	chr7	FALSE	FALSE
Lrrc31	chr3	FALSE	FALSE
Hebp2	chr10	FALSE	FALSE
Etl4	chr2	FALSE	FALSE
Car9	chr4	FALSE	FALSE
Dipk1b	chr2	FALSE	FALSE
Gip	chr11	FALSE	FALSE
Dgkq	chr5	FALSE	FALSE
Cd177	chr7	FALSE	FALSE
Tlx2	chr6	FALSE	FALSE
Rps23rg1	chr8	FALSE	FALSE
Pelp1	chr11	FALSE	FALSE
Bub1	chr2	FALSE	FALSE
Opalin	chr19	FALSE	FALSE
Tmed1	chr9	FALSE	FALSE
Mnt	chr11	FALSE	FALSE
Ptgr2	chr12	FALSE	FALSE
Ppp1r1a	chr15	FALSE	FALSE
Jph4	chr14	FALSE	FALSE
Gde1	chr7	FALSE	FALSE
Smim24	chr10	FALSE	FALSE
Taar6	chr10	FALSE	FALSE
Ddit4	chr10	FALSE	FALSE
Mlf1	chr3	FALSE	FALSE
Gpalpp1	chr14	FALSE	FALSE
Trp53i11	chr2	FALSE	FALSE
Scgb3a1	chr11	FALSE	FALSE
Capg	chr6	FALSE	FALSE
Dis3l	chr9	FALSE	FALSE
Urad	chr5	FALSE	FALSE
Ugt3a2	chr15	FALSE	FALSE
Gm4884	chr7	FALSE	FALSE
Usp17le	chr7	FALSE	FALSE
Adh1	chr3	FALSE	FALSE
Lsm11	chr11	FALSE	FALSE
Nlrc4	chr17	FALSE	FALSE
Dcaf12l1	chrX	FALSE	FALSE
Spint5	chr2	FALSE	FALSE
Tex12	chr9	FALSE	FALSE
Fbp2	chr13	FALSE	FALSE
Cyp2f2	chr7	FALSE	FALSE
Rpl36a	chrX	FALSE	FALSE
Gdf5	chr2	FALSE	FALSE
Akr1b8	chr6	FALSE	FALSE
Zfp369	chr13	FALSE	FALSE
Lilrb4a	chr10	FALSE	FALSE
Plod2	chr9	FALSE	FALSE
Ninj1	chr13	FALSE	FALSE
Itga3	chr11	FALSE	FALSE
Samt3	chrX	FALSE	FALSE
Commd8	chr5	FALSE	FALSE
Tmem240	chr4	FALSE	FALSE
Ddx19b	chr8	FALSE	FALSE
Spink8	chr9	FALSE	FALSE
Vax1	chr19	FALSE	FALSE
Slc38a7	chr8	FALSE	FALSE
Amer3	chr1	FALSE	FALSE
Lrrc8e	chr8	FALSE	FALSE
Ms4a5	chr19	FALSE	FALSE
Hnrnpa2b1	chr6	FALSE	FALSE
Pdha2	chr3	FALSE	FALSE
Cebpa	chr7	FALSE	FALSE
Six2	chr17	FALSE	FALSE
Atad1	chr19	FALSE	FALSE
Sf3b5	chr10	FALSE	FALSE
Rai2	chrX	FALSE	FALSE
Dcun1d2	chr8	FALSE	FALSE
Metrn	chr17	FALSE	FALSE
Ndufaf3	chr9	FALSE	FALSE
Ap2m1	chr16	FALSE	FALSE
Otud6a	chrX	FALSE	FALSE
Ppp1r37	chr7	FALSE	FALSE
Nono	chrX	FALSE	FALSE
Rnf34	chr5	FALSE	FALSE
Atp1b2	chr11	FALSE	FALSE
Krtap4-8	chr11	FALSE	FALSE
Trappc3	chr4	FALSE	FALSE
Chd1l	chr3	FALSE	FALSE
Lcn8	chr2	FALSE	FALSE
Xdh	chr17	FALSE	FALSE
Sytl2	chr7	FALSE	FALSE
Muc1	chr3	FALSE	FALSE
Wnt8b	chr19	FALSE	FALSE
Akap8	chr17	FALSE	FALSE
Tnnc2	chr2	FALSE	FALSE
Cabs1	chr5	FALSE	FALSE
Rhpn1	chr15	FALSE	FALSE
Ahnak	chr19	FALSE	FALSE
Meox2	chr12	FALSE	FALSE
Micos13	chr17	FALSE	FALSE
Phf1	chr17	FALSE	FALSE
Tlcd2	chr11	FALSE	FALSE
Ttk	chr9	FALSE	FALSE
Pigc	chr1	FALSE	FALSE
Cntn3	chr6	FALSE	FALSE
Cped1	chr6	FALSE	FALSE
Cops7b	chr1	FALSE	FALSE
Krt40	chr11	FALSE	FALSE
Oxld1	chr11	FALSE	FALSE
Adamts5	chr16	FALSE	FALSE
Lsm8	chr6	FALSE	FALSE
Pate9	chr9	FALSE	FALSE
Tmem265	chr7	FALSE	FALSE
Ilf2	chr3	FALSE	FALSE
Trim62	chr4	FALSE	FALSE
Kctd10	chr5	FALSE	FALSE
Hmgn2	chr4	FALSE	FALSE
Gm38999	chr7	FALSE	FALSE
Tulp1	chr17	FALSE	FALSE
Ywhab	chr2	FALSE	FALSE
Gemin4	chr11	FALSE	FALSE
Ppt1	chr4	FALSE	FALSE
Kcng3	chr17	FALSE	FALSE
Nhp2	chr11	FALSE	FALSE
Extl2	chr3	FALSE	FALSE
Tmem109	chr19	FALSE	FALSE
Edn1	chr13	FALSE	FALSE
Fam83c	chr2	FALSE	FALSE
Siae	chr9	FALSE	FALSE
Eda2r	chrX	FALSE	FALSE
Maneal	chr4	FALSE	FALSE
Bola2	chr7	FALSE	FALSE
Wfdc15b	chr2	FALSE	FALSE
Trib1	chr15	FALSE	FALSE
Sco1	chr11	FALSE	FALSE
Twist1	chr12	FALSE	FALSE
Atp6v0b	chr4	FALSE	FALSE
Myh1	chr11	FALSE	FALSE
Elmod2	chr8	FALSE	FALSE
Acot2	chr12	FALSE	FALSE
Ebf1	chr11	FALSE	FALSE
Csrp2	chr10	FALSE	FALSE
Eid1	chr2	FALSE	FALSE
Hnrnpl	chr7	FALSE	FALSE
Lrrc10b	chr19	FALSE	FALSE
Mcfd2	chr17	FALSE	FALSE
Bbs2	chr8	FALSE	FALSE
Etfdh	chr3	FALSE	FALSE
Ndufs2	chr1	FALSE	FALSE
Spr	chr6	FALSE	FALSE
Leo1	chr9	FALSE	FALSE
Bpifa6	chr2	FALSE	FALSE
