gene_name	chr	many_peaks	gained_nearest_tss
Ski	chr4	TRUE	FALSE
Skic2	chr17	FALSE	FALSE
Skic3	chr13	FALSE	FALSE
Skic8	chr9	TRUE	FALSE
Skil	chr3	FALSE	FALSE
Skint10	chr4	FALSE	FALSE
Skint11	chr4	FALSE	FALSE
Skint2	chr4	FALSE	FALSE
Skint5	chr4	FALSE	FALSE
Skint6	chr4	FALSE	FALSE
Skint7	chr4	FALSE	FALSE
Skor1	chr9	TRUE	FALSE
Skor2	chr18	TRUE	FALSE
Skp1	chr11	FALSE	FALSE
Skp2	chr15	FALSE	FALSE
Sla	chr15	TRUE	FALSE
Sla2	chr2	TRUE	FALSE
Slain1	chr14	FALSE	FALSE
Slain1os	chr14	TRUE	FALSE
Slain2	chr5	TRUE	FALSE
Slamf1	chr1	TRUE	FALSE
Slamf6	chr1	FALSE	FALSE
Slamf7	chr1	FALSE	FALSE
Slamf8	chr1	TRUE	FALSE
Slamf9	chr1	FALSE	FALSE
Slbp	chr5	FALSE	FALSE
Slc10a1	chr12	FALSE	FALSE
Slc10a2	chr8	TRUE	FALSE
Slc10a4	chr5	TRUE	FALSE
Slc10a4-ps	chr5	FALSE	FALSE
Slc10a5	chr3	FALSE	FALSE
Slc10a6	chr5	TRUE	FALSE
Slc10a7	chr8	TRUE	FALSE
Slc11a1	chr1	TRUE	FALSE
Slc11a2	chr15	TRUE	FALSE
Slc12a1	chr2	TRUE	FALSE
Slc12a2	chr18	TRUE	FALSE
Slc12a3	chr8	TRUE	FALSE
Slc12a4	chr8	FALSE	FALSE
Slc12a5	chr2	TRUE	FALSE
Slc12a6	chr2	TRUE	FALSE
Slc12a7	chr13	TRUE	FALSE
Slc12a8	chr16	TRUE	FALSE
Slc12a9	chr5	TRUE	FALSE
Slc13a1	chr6	TRUE	TRUE
Slc13a2	chr11	FALSE	FALSE
Slc13a2os	chr11	FALSE	FALSE
Slc13a3	chr2	TRUE	FALSE
Slc13a4	chr6	TRUE	FALSE
Slc13a5	chr11	FALSE	FALSE
Slc14a1	chr18	TRUE	FALSE
Slc14a2	chr18	TRUE	FALSE
Slc15a1	chr14	TRUE	FALSE
Slc15a2	chr16	FALSE	FALSE
Slc15a3	chr19	FALSE	FALSE
Slc15a4	chr5	TRUE	FALSE
Slc15a5	chr6	TRUE	FALSE
Slc16a1	chr3	TRUE	FALSE
Slc16a10	chr10	TRUE	FALSE
Slc16a11	chr11	FALSE	FALSE
Slc16a12	chr19	TRUE	FALSE
Slc16a13	chr11	FALSE	FALSE
Slc16a14	chr1	FALSE	FALSE
Slc16a2	chrX	TRUE	FALSE
Slc16a3	chr11	FALSE	FALSE
Slc16a5	chr11	TRUE	FALSE
Slc16a6	chr11	FALSE	FALSE
Slc16a7	chr10	TRUE	FALSE
Slc16a8	chr15	FALSE	FALSE
Slc16a9	chr10	TRUE	FALSE
Slc17a1	chr13	FALSE	FALSE
Slc17a2	chr13	FALSE	FALSE
Slc17a4	chr13	FALSE	FALSE
Slc17a5	chr9	FALSE	FALSE
Slc17a6	chr7	TRUE	FALSE
Slc17a7	chr7	FALSE	FALSE
Slc17a8	chr10	FALSE	FALSE
Slc17a9	chr2	TRUE	FALSE
Slc18a1	chr8	TRUE	FALSE
Slc18a2	chr19	TRUE	FALSE
Slc18b1	chr10	FALSE	FALSE
Slc19a1	chr10	FALSE	FALSE
Slc19a2	chr1	TRUE	FALSE
Slc19a3	chr1	TRUE	FALSE
Slc1a1	chr19	TRUE	FALSE
Slc1a2	chr2	TRUE	FALSE
Slc1a3	chr15	TRUE	FALSE
Slc1a4	chr11	TRUE	FALSE
Slc1a5	chr7	TRUE	FALSE
Slc1a6	chr10	FALSE	FALSE
Slc1a7	chr4	TRUE	FALSE
Slc20a1	chr2	FALSE	FALSE
Slc20a2	chr8	TRUE	FALSE
Slc22a1	chr17	TRUE	FALSE
Slc22a12	chr19	TRUE	FALSE
Slc22a13	chr9	FALSE	FALSE
Slc22a13b	chr9	FALSE	FALSE
Slc22a14	chr9	TRUE	FALSE
Slc22a15	chr3	TRUE	FALSE
Slc22a16	chr10	TRUE	FALSE
Slc22a17	chr14	FALSE	FALSE
Slc22a18	chr7	TRUE	FALSE
Slc22a19	chr19	FALSE	FALSE
Slc22a2	chr17	TRUE	FALSE
Slc22a20	chr19	TRUE	FALSE
Slc22a21	chr11	TRUE	FALSE
Slc22a22	chr15	TRUE	FALSE
Slc22a23	chr13	TRUE	FALSE
Slc22a26	chr19	FALSE	FALSE
Slc22a27	chr19	FALSE	FALSE
Slc22a28	chr19	FALSE	FALSE
Slc22a29	chr19	FALSE	FALSE
Slc22a3	chr17	TRUE	FALSE
Slc22a30	chr19	FALSE	FALSE
Slc22a4	chr11	TRUE	FALSE
Slc22a5	chr11	TRUE	FALSE
Slc22a6	chr19	FALSE	FALSE
Slc22a7	chr17	TRUE	FALSE
Slc22a8	chr19	TRUE	FALSE
Slc23a1	chr18	FALSE	FALSE
Slc23a2	chr2	TRUE	FALSE
Slc23a3	chr1	FALSE	FALSE
Slc23a4	chr6	TRUE	FALSE
Slc24a1	chr9	TRUE	FALSE
Slc24a2	chr4	TRUE	FALSE
Slc24a3	chr2	TRUE	FALSE
Slc24a4	chr12	TRUE	FALSE
Slc24a5	chr2	TRUE	FALSE
Slc25a10	chr11	TRUE	FALSE
Slc25a11	chr11	FALSE	FALSE
Slc25a12	chr2	TRUE	FALSE
Slc25a13	chr6	TRUE	FALSE
Slc25a15	chr8	TRUE	FALSE
Slc25a16	chr10	FALSE	FALSE
Slc25a17	chr15	FALSE	FALSE
Slc25a18	chr6	FALSE	FALSE
Slc25a20	chr9	FALSE	FALSE
Slc25a21	chr12	TRUE	FALSE
Slc25a22	chr7	FALSE	FALSE
Slc25a23	chr17	FALSE	FALSE
Slc25a24	chr3	TRUE	FALSE
Slc25a26	chr6	TRUE	FALSE
Slc25a27	chr17	FALSE	FALSE
Slc25a28	chr19	TRUE	FALSE
Slc25a29	chr12	FALSE	FALSE
Slc25a3	chr10	FALSE	FALSE
Slc25a30	chr14	FALSE	FALSE
Slc25a31	chr3	FALSE	FALSE
Slc25a32	chr15	FALSE	FALSE
Slc25a33	chr4	TRUE	FALSE
Slc25a34	chr4	FALSE	FALSE
Slc25a35	chr11	FALSE	FALSE
Slc25a36	chr9	TRUE	FALSE
Slc25a37	chr14	FALSE	FALSE
Slc25a38	chr9	FALSE	FALSE
Slc25a39	chr11	FALSE	FALSE
Slc25a4	chr8	TRUE	FALSE
Slc25a41	chr17	FALSE	FALSE
Slc25a42	chr8	FALSE	FALSE
Slc25a43	chrX	FALSE	FALSE
Slc25a44	chr3	FALSE	FALSE
Slc25a45	chr19	FALSE	FALSE
Slc25a46	chr18	FALSE	FALSE
Slc25a47	chr12	TRUE	FALSE
Slc25a48	chr13	TRUE	FALSE
Slc25a5	chrX	FALSE	FALSE
Slc25a51	chr4	TRUE	FALSE
Slc25a53	chrX	FALSE	FALSE
Slc25a54	chr3	FALSE	FALSE
Slc26a1	chr5	FALSE	FALSE
Slc26a10	chr10	FALSE	FALSE
Slc26a11	chr11	FALSE	FALSE
Slc26a2	chr18	FALSE	FALSE
Slc26a3	chr12	TRUE	FALSE
Slc26a4	chr12	FALSE	FALSE
Slc26a5	chr5	TRUE	FALSE
Slc26a6	chr9	TRUE	FALSE
Slc26a7	chr4	TRUE	FALSE
Slc26a8	chr17	FALSE	FALSE
Slc26a9	chr1	TRUE	FALSE
Slc27a1	chr8	TRUE	FALSE
Slc27a2	chr2	FALSE	FALSE
Slc27a3	chr3	TRUE	FALSE
Slc27a4	chr2	FALSE	FALSE
Slc27a5	chr7	FALSE	FALSE
Slc27a6	chr18	TRUE	FALSE
Slc28a1	chr7	TRUE	FALSE
Slc28a2	chr2	TRUE	FALSE
Slc28a2b	chr2	FALSE	FALSE
Slc28a3	chr13	TRUE	FALSE
Slc29a1	chr17	TRUE	FALSE
Slc29a2	chr19	FALSE	FALSE
Slc29a3	chr10	TRUE	FALSE
Slc29a4	chr5	TRUE	FALSE
Slc2a1	chr4	TRUE	FALSE
Slc2a10	chr2	TRUE	FALSE
Slc2a12	chr10	TRUE	FALSE
Slc2a13	chr15	TRUE	FALSE
Slc2a2	chr3	TRUE	FALSE
Slc2a3	chr6	TRUE	FALSE
Slc2a4	chr11	FALSE	FALSE
Slc2a4rg-ps	chr2	FALSE	FALSE
Slc2a5	chr4	TRUE	FALSE
Slc2a6	chr2	TRUE	FALSE
Slc2a7	chr4	TRUE	FALSE
Slc2a8	chr2	TRUE	FALSE
Slc2a9	chr5	TRUE	FALSE
Slc30a1	chr1	FALSE	FALSE
Slc30a10	chr1	FALSE	FALSE
Slc30a2	chr4	TRUE	FALSE
Slc30a3	chr5	TRUE	FALSE
Slc30a4	chr2	FALSE	FALSE
Slc30a5	chr13	TRUE	FALSE
Slc30a6	chr17	TRUE	FALSE
Slc30a7	chr3	FALSE	FALSE
Slc30a8	chr15	TRUE	FALSE
Slc30a9	chr5	FALSE	FALSE
Slc31a1	chr4	FALSE	FALSE
Slc31a2	chr4	TRUE	FALSE
Slc32a1	chr2	FALSE	FALSE
Slc33a1	chr3	FALSE	FALSE
Slc34a1	chr13	FALSE	FALSE
Slc34a2	chr5	TRUE	FALSE
Slc34a3	chr2	FALSE	FALSE
Slc35a1	chr4	FALSE	FALSE
Slc35a2	chrX	FALSE	FALSE
Slc35a3	chr3	FALSE	FALSE
Slc35a4	chr18	FALSE	FALSE
Slc35a5	chr16	FALSE	FALSE
Slc35b1	chr11	FALSE	FALSE
Slc35b2	chr17	FALSE	FALSE
Slc35b3	chr13	TRUE	FALSE
Slc35b4	chr6	TRUE	FALSE
Slc35c1	chr2	TRUE	FALSE
Slc35c2	chr2	TRUE	FALSE
Slc35d1	chr4	FALSE	FALSE
Slc35d2	chr13	TRUE	FALSE
Slc35d3	chr10	TRUE	FALSE
Slc35e1	chr8	TRUE	FALSE
Slc35e2	chr4	FALSE	FALSE
Slc35e3	chr10	FALSE	FALSE
Slc35e4	chr11	TRUE	FALSE
Slc35f1	chr10	TRUE	FALSE
Slc35f2	chr9	FALSE	FALSE
Slc35f3	chr8	TRUE	FALSE
Slc35f4	chr14	TRUE	FALSE
Slc35f5	chr1	TRUE	FALSE
Slc35f6	chr5	TRUE	FALSE
Slc35g1	chr19	TRUE	FALSE
Slc35g2	chr9	TRUE	FALSE
Slc36a1	chr11	TRUE	FALSE
Slc36a1os	chr11	FALSE	FALSE
Slc36a2	chr11	FALSE	FALSE
Slc36a3	chr11	FALSE	FALSE
Slc36a4	chr9	TRUE	FALSE
Slc37a1	chr17	TRUE	FALSE
Slc37a2	chr9	TRUE	FALSE
Slc37a3	chr6	TRUE	FALSE
Slc38a1	chr15	TRUE	FALSE
Slc38a10	chr11	TRUE	FALSE
Slc38a11	chr2	FALSE	FALSE
Slc38a2	chr15	TRUE	FALSE
Slc38a3	chr9	TRUE	FALSE
Slc38a4	chr15	TRUE	FALSE
Slc38a5	chrX	FALSE	FALSE
Slc38a6	chr12	TRUE	FALSE
Slc38a7	chr8	TRUE	FALSE
Slc38a8	chr8	TRUE	FALSE
Slc38a9	chr13	TRUE	FALSE
Slc39a1	chr3	FALSE	FALSE
Slc39a10	chr1	TRUE	FALSE
Slc39a11	chr11	TRUE	FALSE
Slc39a13	chr2	FALSE	FALSE
Slc39a14	chr14	TRUE	FALSE
Slc39a2	chr14	FALSE	FALSE
Slc39a3	chr10	FALSE	FALSE
Slc39a4	chr15	FALSE	FALSE
Slc39a5	chr10	FALSE	FALSE
Slc39a6	chr18	TRUE	FALSE
Slc39a7	chr17	FALSE	FALSE
Slc39a8	chr3	TRUE	FALSE
Slc3a1	chr17	TRUE	FALSE
Slc3a2	chr19	TRUE	FALSE
Slc40a1	chr1	TRUE	FALSE
Slc41a1	chr1	TRUE	FALSE
Slc41a2	chr10	TRUE	FALSE
Slc41a3	chr6	TRUE	FALSE
Slc43a1	chr2	TRUE	FALSE
Slc43a2	chr11	TRUE	FALSE
Slc43a3	chr2	FALSE	FALSE
Slc44a1	chr4	TRUE	FALSE
Slc44a2	chr9	TRUE	FALSE
Slc44a3	chr3	TRUE	FALSE
Slc44a4	chr17	FALSE	FALSE
Slc44a5	chr3	TRUE	FALSE
Slc45a1	chr4	TRUE	FALSE
Slc45a2	chr15	FALSE	FALSE
Slc45a3	chr1	TRUE	FALSE
Slc45a4	chr15	TRUE	FALSE
Slc46a1	chr11	TRUE	FALSE
Slc46a2	chr4	FALSE	FALSE
Slc46a3	chr5	TRUE	FALSE
Slc47a1	chr11	FALSE	FALSE
Slc47a2	chr11	TRUE	FALSE
Slc48a1	chr15	FALSE	FALSE
Slc49a3	chr5	FALSE	FALSE
Slc49a4	chr16	TRUE	FALSE
Slc4a1	chr11	TRUE	FALSE
Slc4a10	chr2	TRUE	FALSE
Slc4a11	chr2	TRUE	FALSE
Slc4a1ap	chr5	FALSE	FALSE
Slc4a2	chr5	FALSE	FALSE
Slc4a3	chr1	TRUE	FALSE
Slc4a4	chr5	TRUE	FALSE
Slc4a5	chr6	TRUE	FALSE
Slc4a7	chr14	TRUE	FALSE
Slc4a8	chr15	TRUE	FALSE
Slc4a9	chr18	TRUE	FALSE
Slc50a1	chr3	FALSE	FALSE
Slc51a	chr16	FALSE	FALSE
Slc51b	chr9	FALSE	FALSE
Slc52a2	chr15	FALSE	FALSE
Slc52a3	chr2	TRUE	FALSE
Slc5a1	chr5	TRUE	FALSE
Slc5a10	chr11	TRUE	FALSE
Slc5a11	chr7	TRUE	FALSE
Slc5a12	chr2	FALSE	FALSE
Slc5a2	chr7	FALSE	FALSE
Slc5a4a	chr10	FALSE	FALSE
Slc5a4b	chr10	FALSE	FALSE
Slc5a5	chr8	TRUE	FALSE
Slc5a6	chr5	TRUE	FALSE
Slc5a7	chr17	FALSE	FALSE
Slc5a8	chr10	FALSE	FALSE
Slc5a9	chr4	FALSE	FALSE
Slc66a1	chr4	TRUE	FALSE
Slc66a2	chr18	TRUE	FALSE
Slc66a3	chr12	FALSE	FALSE
Slc6a1	chr6	TRUE	FALSE
Slc6a11	chr6	TRUE	FALSE
Slc6a12	chr6	TRUE	FALSE
Slc6a13	chr6	TRUE	FALSE
Slc6a14	chrX	FALSE	FALSE
Slc6a15	chr10	TRUE	FALSE
Slc6a16	chr7	FALSE	FALSE
Slc6a17	chr3	TRUE	FALSE
Slc6a18	chr13	TRUE	FALSE
Slc6a19	chr13	TRUE	FALSE
Slc6a19os	chr13	FALSE	FALSE
Slc6a2	chr8	TRUE	FALSE
Slc6a20a	chr9	FALSE	FALSE
Slc6a20b	chr9	TRUE	FALSE
Slc6a21	chr7	TRUE	FALSE
Slc6a3	chr13	TRUE	FALSE
Slc6a4	chr11	TRUE	FALSE
Slc6a5	chr7	TRUE	FALSE
Slc6a6	chr6	TRUE	FALSE
Slc6a7	chr18	TRUE	FALSE
Slc6a8	chrX	TRUE	FALSE
Slc6a9	chr4	TRUE	FALSE
Slc7a1	chr5	TRUE	FALSE
Slc7a10	chr7	TRUE	FALSE
Slc7a11	chr3	TRUE	FALSE
Slc7a12	chr3	FALSE	FALSE
Slc7a13	chr4	FALSE	FALSE
Slc7a14	chr3	TRUE	FALSE
Slc7a15	chr12	FALSE	FALSE
Slc7a2	chr8	TRUE	FALSE
Slc7a3	chrX	FALSE	FALSE
Slc7a4	chr16	FALSE	FALSE
Slc7a5	chr8	TRUE	FALSE
Slc7a6	chr8	FALSE	FALSE
Slc7a6os	chr8	FALSE	FALSE
Slc7a7	chr14	FALSE	FALSE
Slc7a8	chr14	TRUE	FALSE
Slc7a9	chr7	TRUE	FALSE
Slc8a1	chr17	TRUE	FALSE
Slc8a2	chr7	TRUE	FALSE
Slc8a3	chr12	TRUE	FALSE
Slc8b1	chr5	TRUE	FALSE
Slc9a1	chr4	TRUE	FALSE
Slc9a2	chr1	TRUE	FALSE
Slc9a3	chr13	TRUE	FALSE
Slc9a4	chr1	TRUE	FALSE
Slc9a5	chr8	FALSE	FALSE
Slc9a6	chrX	FALSE	FALSE
Slc9a7	chrX	FALSE	FALSE
Slc9a8	chr2	TRUE	FALSE
Slc9a9	chr9	TRUE	FALSE
Slc9b1	chr3	TRUE	FALSE
Slc9b2	chr3	TRUE	FALSE
Slc9c1	chr16	FALSE	FALSE
Slco1a1	chr6	FALSE	FALSE
Slco1a4	chr6	FALSE	FALSE
Slco1a5	chr6	FALSE	FALSE
Slco1a6	chr6	FALSE	FALSE
Slco1a8	chr6	FALSE	FALSE
Slco1b2	chr6	FALSE	FALSE
Slco1c1	chr6	TRUE	FALSE
Slco2a1	chr9	TRUE	FALSE
Slco2b1	chr7	TRUE	FALSE
Slco3a1	chr7	TRUE	FALSE
Slco4a1	chr2	TRUE	FALSE
Slco4c1	chr1	FALSE	FALSE
Slco5a1	chr1	TRUE	FALSE
Slco6b1	chr1	FALSE	FALSE
Slco6c1	chr1	FALSE	FALSE
Slco6d1	chr1	TRUE	FALSE
Slf1	chr13	FALSE	FALSE
Slf2	chr19	TRUE	FALSE
Slfn1	chr11	TRUE	FALSE
Slfn14	chr11	FALSE	FALSE
Slfn3	chr11	FALSE	FALSE
Slfn5	chr11	FALSE	FALSE
Slfn5os	chr11	FALSE	FALSE
Slfn8	chr11	FALSE	FALSE
Slfn9	chr11	FALSE	FALSE
Slfnl1	chr4	FALSE	FALSE
Slit1	chr19	TRUE	FALSE
Slit2	chr5	TRUE	FALSE
Slit3	chr11	TRUE	FALSE
Slitrk1	chr14	TRUE	TRUE
Slitrk2	chrX	TRUE	FALSE
Slitrk3	chr3	FALSE	FALSE
Slitrk4	chrX	TRUE	FALSE
Slitrk5	chr14	TRUE	FALSE
Slitrk6	chr14	TRUE	FALSE
Slk	chr19	TRUE	FALSE
Slmap	chr14	TRUE	FALSE
Sln	chr9	FALSE	FALSE
Slpi	chr2	TRUE	FALSE
Sltm	chr9	TRUE	FALSE
Slu7	chr11	FALSE	FALSE
Slurp1	chr15	FALSE	FALSE
Slurp2	chr15	FALSE	FALSE
Slx	chrX	FALSE	FALSE
Slx1b	chr7	FALSE	FALSE
Slx4	chr16	FALSE	FALSE
Slx4ip	chr2	TRUE	FALSE
Slx9	chr10	TRUE	FALSE
Slxl1	chrX	FALSE	FALSE
Smad1	chr8	TRUE	FALSE
Smad2	chr18	TRUE	FALSE
Smad3	chr9	TRUE	FALSE
Smad4	chr18	TRUE	FALSE
Smad5	chr13	TRUE	FALSE
Smad6	chr9	TRUE	FALSE
Smad7	chr18	TRUE	FALSE
Smad9	chr3	FALSE	FALSE
Smagp	chr15	FALSE	FALSE
Smap1	chr1	TRUE	FALSE
Smap2	chr4	FALSE	FALSE
Smarca1	chrX	TRUE	FALSE
Smarca2	chr19	TRUE	FALSE
Smarca4	chr9	TRUE	FALSE
Smarca5	chr8	TRUE	FALSE
Smarcad1	chr6	FALSE	FALSE
Smarcal1	chr1	TRUE	FALSE
Smarcb1	chr10	TRUE	FALSE
Smarcc1	chr9	FALSE	FALSE
Smarcc2	chr10	TRUE	FALSE
Smarcd1	chr15	FALSE	FALSE
Smarcd3	chr5	TRUE	FALSE
Smarce1	chr11	FALSE	FALSE
Smbd1	chr16	FALSE	FALSE
Smc1a	chrX	FALSE	FALSE
Smc1b	chr15	FALSE	FALSE
Smc2	chr4	FALSE	FALSE
Smc2os	chr4	FALSE	TRUE
Smc3	chr19	TRUE	FALSE
Smc4	chr3	FALSE	FALSE
Smc5	chr19	TRUE	FALSE
Smc6	chr12	TRUE	FALSE
Smchd1	chr17	TRUE	FALSE
Smco2	chr6	TRUE	FALSE
Smco3	chr6	FALSE	FALSE
Smco4	chr9	TRUE	FALSE
Smcp	chr3	FALSE	FALSE
Smcr8	chr11	FALSE	FALSE
Smg1	chr7	TRUE	FALSE
Smg5	chr3	TRUE	FALSE
Smg6	chr11	TRUE	FALSE
Smg7	chr1	FALSE	FALSE
Smg8	chr11	FALSE	FALSE
Smg9	chr7	TRUE	FALSE
Smgc	chr15	TRUE	FALSE
Smim1	chr4	FALSE	FALSE
Smim10l1	chr6	FALSE	FALSE
Smim10l2a	chrX	FALSE	FALSE
Smim11	chr16	FALSE	FALSE
Smim12	chr4	TRUE	FALSE
Smim13	chr13	TRUE	FALSE
Smim14	chr5	FALSE	FALSE
Smim15	chr13	TRUE	FALSE
Smim17	chr7	FALSE	FALSE
Smim20	chr5	TRUE	FALSE
Smim23	chr11	TRUE	FALSE
Smim24	chr10	FALSE	FALSE
Smim26	chr2	FALSE	FALSE
Smim27	chr4	FALSE	FALSE
Smim29	chr17	FALSE	FALSE
Smim3	chr18	FALSE	FALSE
Smim30	chr6	FALSE	TRUE
Smim31	chr8	TRUE	FALSE
Smim33	chr18	FALSE	FALSE
Smim35	chr9	FALSE	FALSE
Smim38	chr7	TRUE	FALSE
Smim41	chr15	TRUE	FALSE
Smim43	chr3	TRUE	FALSE
Smim45	chr15	FALSE	FALSE
Smim5	chr11	FALSE	FALSE
Smim6	chr11	FALSE	FALSE
Smim7	chr8	FALSE	FALSE
Smim8	chr4	FALSE	FALSE
Smkr-ps	chr6	TRUE	FALSE
Smlr1	chr10	TRUE	FALSE
Smn1	chr13	TRUE	FALSE
Smndc1	chr19	TRUE	FALSE
Smo	chr6	FALSE	FALSE
Smoc1	chr12	TRUE	FALSE
Smoc2	chr17	TRUE	FALSE
Smok3a	chr5	FALSE	FALSE
Smok3c	chr5	FALSE	FALSE
Smox	chr2	TRUE	FALSE
Smpd1	chr7	TRUE	FALSE
Smpd2	chr10	FALSE	FALSE
Smpd3	chr8	TRUE	FALSE
Smpd4	chr16	TRUE	FALSE
Smpd5	chr15	FALSE	FALSE
Smpdl3a	chr10	FALSE	FALSE
Smpdl3b	chr4	FALSE	FALSE
Smpx	chrX	TRUE	FALSE
Smr2	chr5	FALSE	FALSE
Smr3a	chr5	FALSE	FALSE
Sms	chrX	TRUE	FALSE
Smtn	chr11	TRUE	FALSE
Smtnl1	chr2	FALSE	FALSE
Smtnl2	chr11	TRUE	FALSE
Smu1	chr4	FALSE	FALSE
Smug1	chr15	TRUE	FALSE
Smurf1	chr5	TRUE	FALSE
Smurf2	chr11	FALSE	FALSE
Smyd1	chr6	FALSE	FALSE
Smyd2	chr1	TRUE	FALSE
Smyd3	chr1	TRUE	FALSE
Smyd4	chr11	FALSE	FALSE
Smyd5	chr6	FALSE	FALSE
Snai1	chr2	TRUE	FALSE
Snai2	chr16	TRUE	FALSE
Snai3	chr8	FALSE	FALSE
Snap23	chr2	FALSE	FALSE
Snap25	chr2	TRUE	FALSE
Snap47	chr11	TRUE	FALSE
Snap91	chr9	TRUE	FALSE
Snapc1	chr12	FALSE	FALSE
Snapc2	chr8	FALSE	FALSE
Snapc3	chr4	FALSE	FALSE
Snapc4	chr2	TRUE	FALSE
Snapc5	chr9	FALSE	FALSE
Snapin	chr3	FALSE	FALSE
Snca	chr6	TRUE	TRUE
Sncaip	chr18	TRUE	FALSE
Sncb	chr13	FALSE	FALSE
Sncg	chr14	FALSE	FALSE
Snd1	chr6	TRUE	FALSE
Sned1	chr1	TRUE	FALSE
Snf8	chr11	FALSE	FALSE
Snhg11	chr2	FALSE	FALSE
Snhg12	chr4	FALSE	FALSE
Snhg14	chr7	TRUE	FALSE
Snhg15	chr11	FALSE	FALSE
Snhg16	chr11	FALSE	FALSE
Snhg17	chr2	FALSE	FALSE
Snhg20	chr11	TRUE	FALSE
Snhg3	chr4	FALSE	FALSE
Snhg4	chr18	FALSE	FALSE
Snhg5	chr9	FALSE	FALSE
Snhg6	chr1	FALSE	FALSE
Snhg8	chr3	FALSE	FALSE
Snip1	chr4	FALSE	FALSE
Snn	chr16	TRUE	FALSE
Snora17	chr2	FALSE	FALSE
Snora24	chr3	FALSE	FALSE
Snora26	chr5	FALSE	FALSE
Snora3	chr7	FALSE	FALSE
Snora30	chr7	FALSE	FALSE
Snora31	chr14	FALSE	FALSE
Snora33	chr10	FALSE	FALSE
Snora36b	chr1	FALSE	FALSE
Snora41	chr1	FALSE	FALSE
Snora47	chr13	TRUE	FALSE
Snora62	chr9	FALSE	FALSE
Snora64	chr17	FALSE	FALSE
Snora65	chr2	FALSE	FALSE
Snora68	chr8	FALSE	FALSE
Snora78	chr17	FALSE	FALSE
Snora7a	chr6	FALSE	FALSE
Snora81	chr16	FALSE	FALSE
Snorc	chr1	FALSE	FALSE
Snord104	chr11	FALSE	FALSE
Snord11	chr1	FALSE	FALSE
Snord12	chr2	TRUE	FALSE
Snord123	chr15	TRUE	FALSE
Snord13	chr8	FALSE	FALSE
Snord15b	chr7	FALSE	FALSE
Snord16a	chr9	FALSE	FALSE
Snord23	chr7	FALSE	FALSE
Snord35b	chr7	FALSE	FALSE
Snord3a	chr10	FALSE	FALSE
Snord55	chr4	FALSE	FALSE
Snord58b	chr14	FALSE	FALSE
Snord61	chrX	FALSE	FALSE
Snord65	chr11	TRUE	FALSE
Snord69	chr14	FALSE	FALSE
Snord71	chr8	FALSE	FALSE
Snord83b	chr15	TRUE	FALSE
Snord85	chr4	FALSE	FALSE
Snord88a	chr7	FALSE	FALSE
Snord92	chr17	FALSE	FALSE
Snord93	chr5	FALSE	FALSE
Snph	chr2	TRUE	FALSE
Snrk	chr9	TRUE	FALSE
Snrnp200	chr2	TRUE	FALSE
Snrnp25	chr11	FALSE	FALSE
Snrnp27	chr6	FALSE	FALSE
Snrnp35	chr5	FALSE	FALSE
Snrnp40	chr4	FALSE	FALSE
Snrnp48	chr13	TRUE	FALSE
Snrnp70	chr7	FALSE	FALSE
Snrpa	chr7	FALSE	FALSE
Snrpa1	chr7	FALSE	FALSE
Snrpb	chr2	TRUE	FALSE
Snrpb2	chr2	FALSE	FALSE
Snrpc	chr17	FALSE	FALSE
Snrpd1	chr18	FALSE	FALSE
Snrpd3	chr10	FALSE	FALSE
Snrpe	chr1	FALSE	FALSE
Snrpf	chr10	FALSE	FALSE
Snrpg	chr6	FALSE	FALSE
Snrpn	chr7	TRUE	FALSE
Snta1	chr2	FALSE	FALSE
Sntb1	chr15	TRUE	FALSE
Sntb2	chr8	FALSE	FALSE
Sntg1	chr1	TRUE	FALSE
Sntg2	chr12	TRUE	FALSE
Sntn	chr14	TRUE	FALSE
Snu13	chr15	FALSE	FALSE
Snupn	chr9	FALSE	FALSE
Snurf	chr7	FALSE	FALSE
Snw1	chr12	TRUE	FALSE
Snx1	chr9	TRUE	FALSE
Snx10	chr6	TRUE	FALSE
Snx11	chr11	TRUE	FALSE
Snx12	chrX	FALSE	FALSE
Snx13	chr12	TRUE	FALSE
Snx14	chr9	FALSE	FALSE
Snx15	chr19	FALSE	FALSE
Snx16	chr3	TRUE	FALSE
Snx18	chr13	TRUE	FALSE
Snx19	chr9	TRUE	FALSE
Snx2	chr18	TRUE	FALSE
Snx20	chr8	TRUE	FALSE
Snx21	chr2	FALSE	FALSE
Snx22	chr9	FALSE	FALSE
Snx24	chr18	TRUE	FALSE
Snx25	chr8	TRUE	FALSE
Snx27	chr3	FALSE	FALSE
Snx29	chr16	TRUE	FALSE
Snx3	chr10	FALSE	FALSE
Snx30	chr4	TRUE	FALSE
Snx31	chr15	FALSE	FALSE
Snx32	chr19	TRUE	FALSE
Snx33	chr9	FALSE	FALSE
Snx4	chr16	TRUE	FALSE
Snx5	chr2	FALSE	FALSE
Snx6	chr12	FALSE	FALSE
Snx7	chr3	TRUE	FALSE
Snx8	chr5	TRUE	FALSE
Snx9	chr17	TRUE	FALSE
Soat1	chr1	FALSE	FALSE
Soat2	chr15	TRUE	FALSE
Sobp	chr10	TRUE	FALSE
Socs1	chr16	TRUE	FALSE
Socs2	chr10	TRUE	FALSE
Socs3	chr11	TRUE	FALSE
Socs4	chr14	FALSE	FALSE
