gene_name	chr	in_mecp2_no_mch	k119ub_peak_gain
Pomc	chr12	FALSE	TRUE
Fbxo8	chr8	FALSE	TRUE
Mfsd6l	chr11	FALSE	FALSE
4930503L19Rik	chr18	FALSE	TRUE
Cfap73	chr5	FALSE	FALSE
Rgs19	chr2	FALSE	FALSE
Uck2	chr1	FALSE	FALSE
Tbx18	chr9	FALSE	FALSE
Arl8a	chr1	FALSE	FALSE
Chga	chr12	FALSE	FALSE
Dync1i2	chr2	FALSE	TRUE
Pcdh1	chr18	FALSE	TRUE
Wnt5b	chr6	FALSE	TRUE
Drd1	chr13	FALSE	FALSE
Osr2	chr15	FALSE	FALSE
Prr11	chr11	FALSE	FALSE
Ccdc12	chr9	FALSE	FALSE
Entpd6	chr2	FALSE	TRUE
Kdm4a	chr4	FALSE	FALSE
T	chr17	FALSE	FALSE
Endou	chr15	FALSE	FALSE
Irak4	chr15	FALSE	TRUE
Fbxo28	chr1	FALSE	FALSE
Klhdc8a	chr1	FALSE	FALSE
Abca2	chr2	FALSE	FALSE
Cog1	chr11	FALSE	FALSE
Esrrg	chr1	FALSE	TRUE
Tubb6	chr18	TRUE	FALSE
Gpat4	chr8	FALSE	FALSE
Rnf139	chr15	FALSE	TRUE
Ptprr	chr10	FALSE	TRUE
Cspg4	chr9	FALSE	FALSE
Atp2c1	chr9	FALSE	TRUE
Polr2b	chr5	FALSE	FALSE
Ngb	chr12	FALSE	FALSE
Adgrg5	chr8	FALSE	FALSE
Slc6a4	chr11	FALSE	FALSE
Fzd8	chr18	FALSE	TRUE
Rxrg	chr1	FALSE	FALSE
Usp53	chr3	FALSE	TRUE
Rras	chr7	FALSE	TRUE
Ugp2	chr11	FALSE	TRUE
Lrrc18	chr14	FALSE	FALSE
Lacc1	chr14	FALSE	FALSE
Entpd1	chr19	FALSE	TRUE
Slc35e4	chr11	FALSE	FALSE
Apob	chr12	FALSE	FALSE
Ppp1r2	chr16	FALSE	TRUE
Maml2	chr9	FALSE	TRUE
Lcn11	chr2	FALSE	FALSE
U2surp	chr9	FALSE	TRUE
Fhod3	chr18	FALSE	FALSE
Tmem47	chrX	FALSE	TRUE
Ambp	chr4	FALSE	FALSE
Flvcr2	chr12	FALSE	FALSE
Gng8	chr7	FALSE	FALSE
Pcnx4	chr12	FALSE	TRUE
Fat1	chr8	FALSE	TRUE
Ube2d1	chr10	FALSE	TRUE
Tmem126b	chr7	FALSE	TRUE
Cpne7	chr8	FALSE	FALSE
Dock1	chr7	FALSE	FALSE
Gcsam	chr16	FALSE	TRUE
Speer3	chr5	FALSE	TRUE
Tram1l1	chr3	FALSE	TRUE
Zranb3	chr1	FALSE	FALSE
Eif4ebp1	chr8	FALSE	FALSE
Apold1	chr6	FALSE	TRUE
Klhl35	chr7	FALSE	FALSE
P2rx5	chr11	FALSE	FALSE
Fam131c	chr4	FALSE	FALSE
Add3	chr19	FALSE	TRUE
Frrs1	chr3	FALSE	TRUE
Prr29	chr11	FALSE	FALSE
Wfdc1	chr8	FALSE	FALSE
Pianp	chr6	FALSE	FALSE
Prss52	chr14	FALSE	FALSE
Icam1	chr9	FALSE	FALSE
Dok2	chr14	FALSE	FALSE
Adnp2	chr18	FALSE	FALSE
Nampt	chr12	FALSE	TRUE
Krt88	chr15	FALSE	FALSE
Cfap36	chr11	FALSE	TRUE
Apoc3	chr9	FALSE	FALSE
Krt1	chr15	FALSE	FALSE
Krt87	chr15	FALSE	FALSE
Mael	chr1	FALSE	FALSE
Lrrc74a	chr12	FALSE	FALSE
Tril	chr6	FALSE	FALSE
Egr1	chr18	FALSE	TRUE
Pou3f4	chrX	FALSE	FALSE
AI597479	chr1	FALSE	TRUE
Gpr161	chr1	FALSE	FALSE
Agbl3	chr6	FALSE	TRUE
Col1a2	chr6	FALSE	FALSE
Adprhl1	chr8	FALSE	FALSE
Gtf2e2	chr8	FALSE	TRUE
Klhl42	chr6	FALSE	TRUE
1700017B05Rik	chr9	FALSE	FALSE
Lipg	chr18	FALSE	FALSE
Gjb1	chrX	FALSE	FALSE
Immt	chr6	FALSE	FALSE
Map3k14	chr11	FALSE	FALSE
Natd1	chr11	FALSE	FALSE
Gask1a	chr9	FALSE	FALSE
Samd13	chr3	FALSE	TRUE
Bard1	chr1	FALSE	FALSE
Slc19a2	chr1	FALSE	TRUE
Crabp2	chr3	FALSE	FALSE
Clcn2	chr16	FALSE	FALSE
Setd6	chr8	FALSE	FALSE
BC005624	chr2	FALSE	FALSE
Mapk12	chr15	FALSE	FALSE
Tfap2e	chr4	FALSE	FALSE
Fam174a	chr1	FALSE	TRUE
Rspo4	chr2	FALSE	FALSE
Cox8c	chr12	FALSE	FALSE
Bdh2	chr3	FALSE	FALSE
Tnfsf15	chr4	FALSE	FALSE
Qrfp	chr2	FALSE	FALSE
Mocos	chr18	FALSE	FALSE
Lrsam1	chr2	FALSE	TRUE
Rnasel	chr1	FALSE	FALSE
Gzmk	chr13	FALSE	FALSE
9130023H24Rik	chr7	FALSE	TRUE
Pomgnt2	chr9	FALSE	FALSE
Cdh18	chr15	FALSE	TRUE
Galnt6	chr15	FALSE	FALSE
Rhobtb1	chr10	FALSE	FALSE
Ankrd13d	chr19	FALSE	FALSE
Ctbs	chr3	FALSE	TRUE
Cnot11	chr1	FALSE	TRUE
Acot11	chr4	FALSE	FALSE
Nfkbiz	chr16	FALSE	TRUE
Kcna1	chr6	FALSE	FALSE
Dennd2d	chr3	FALSE	FALSE
Kdm8	chr7	FALSE	FALSE
Isl2	chr9	FALSE	FALSE
Arhgef25	chr10	FALSE	FALSE
Fsd1l	chr4	FALSE	TRUE
Mblac2	chr13	FALSE	TRUE
Cdx2	chr5	FALSE	FALSE
Bclaf1	chr10	FALSE	TRUE
Ezh2	chr6	FALSE	TRUE
Gm14137	chr2	FALSE	FALSE
Tradd	chr8	FALSE	FALSE
Pitx3	chr19	FALSE	FALSE
C2cd4c	chr10	FALSE	FALSE
Nt5dc1	chr10	FALSE	TRUE
Fat4	chr3	FALSE	FALSE
Ripor3	chr2	FALSE	FALSE
Dll4	chr2	FALSE	TRUE
Sp9	chr2	FALSE	FALSE
Tor4a	chr2	FALSE	FALSE
Kcnc1	chr7	FALSE	FALSE
Fgd2	chr17	FALSE	FALSE
Pcsk4	chr10	FALSE	TRUE
Upb1	chr10	FALSE	TRUE
Igsf9	chr1	FALSE	TRUE
Abhd11	chr5	FALSE	FALSE
Fgf23	chr6	FALSE	FALSE
Ppp1r26	chr2	FALSE	TRUE
Lamc3	chr2	FALSE	FALSE
Capza2	chr6	FALSE	TRUE
P2rx2	chr5	FALSE	FALSE
Slc35e1	chr8	FALSE	TRUE
Spsb2	chr6	FALSE	FALSE
Abhd12b	chr12	FALSE	TRUE
Rrad	chr8	FALSE	FALSE
Klf1	chr8	FALSE	FALSE
Bloc1s4	chr5	FALSE	TRUE
Tgfb3	chr12	FALSE	TRUE
Tlr4	chr4	FALSE	TRUE
Nr2e3	chr9	FALSE	FALSE
Rtn4ip1	chr10	FALSE	FALSE
Rgmb	chr17	FALSE	TRUE
Rest	chr5	FALSE	FALSE
Thop1	chr10	FALSE	FALSE
Sox2	chr3	FALSE	FALSE
Egln3	chr12	FALSE	FALSE
Tlnrd1	chr7	FALSE	TRUE
Thrb	chr14	FALSE	FALSE
Zfp958	chr8	FALSE	TRUE
Igsf8	chr1	FALSE	FALSE
Crybb3	chr5	FALSE	FALSE
Hnrnpll	chr17	FALSE	TRUE
Nphp3	chr9	FALSE	FALSE
Ascl1	chr10	FALSE	FALSE
Atpsckmt	chr15	FALSE	FALSE
Apol6	chr15	FALSE	TRUE
Ung	chr5	FALSE	FALSE
Egfl7	chr2	FALSE	FALSE
Col2a1	chr15	FALSE	FALSE
Trim23	chr13	FALSE	TRUE
Psen2	chr1	FALSE	TRUE
Smim38	chr7	FALSE	FALSE
Zfyve16	chr13	FALSE	TRUE
H3c6	chr13	FALSE	TRUE
Snx16	chr3	FALSE	TRUE
Kifc2	chr15	FALSE	FALSE
Mest	chr6	FALSE	FALSE
Duox1	chr2	FALSE	FALSE
Chrnb1	chr11	FALSE	FALSE
Tmem176b	chr6	FALSE	FALSE
Plin3	chr17	FALSE	FALSE
Slc25a13	chr6	FALSE	TRUE
Acta1	chr8	FALSE	TRUE
Rbm38	chr2	FALSE	TRUE
Gpr61	chr3	FALSE	TRUE
Mdfi	chr17	FALSE	FALSE
Rtn1	chr12	FALSE	TRUE
Mdm1	chr10	FALSE	TRUE
Nenf	chr1	FALSE	TRUE
Slc38a2	chr15	FALSE	TRUE
Myb	chr10	FALSE	FALSE
Slco5a1	chr1	FALSE	FALSE
Dleu7	chr14	FALSE	TRUE
Dpy19l4	chr4	FALSE	TRUE
Trim58	chr11	FALSE	FALSE
Hint2	chr4	FALSE	TRUE
Rbm5	chr9	FALSE	FALSE
Agpat5	chr8	FALSE	TRUE
Igfbp5	chr1	FALSE	TRUE
Cryba2	chr1	FALSE	FALSE
Dctn4	chr18	FALSE	TRUE
Arhgap45	chr10	FALSE	FALSE
Lmcd1	chr6	FALSE	TRUE
Cldn11	chr3	FALSE	TRUE
Kdm6b	chr11	FALSE	TRUE
Zfp385a	chr15	FALSE	FALSE
Aadac	chr3	FALSE	TRUE
Syt17	chr7	FALSE	FALSE
Tmem114	chr16	FALSE	FALSE
Pzp	chr6	FALSE	TRUE
Capn13	chr17	FALSE	FALSE
Osm	chr11	FALSE	FALSE
Kcp	chr6	FALSE	FALSE
Cbr2	chr11	FALSE	FALSE
Usp46	chr5	FALSE	TRUE
Morn1	chr4	FALSE	FALSE
Ywhaz	chr15	FALSE	TRUE
Dpp4	chr2	FALSE	TRUE
Cep164	chr9	FALSE	FALSE
E2f7	chr10	FALSE	TRUE
Jmy	chr13	FALSE	TRUE
Gemin8	chrX	FALSE	TRUE
Zkscan2	chr7	FALSE	FALSE
Dph3	chr14	FALSE	TRUE
Abcb8	chr5	FALSE	FALSE
Ahsa2	chr11	FALSE	FALSE
Slc38a4	chr15	FALSE	FALSE
Tnr	chr1	FALSE	TRUE
Krtap16-1	chr11	FALSE	FALSE
Cox19	chr5	FALSE	FALSE
Cyren	chr6	FALSE	TRUE
Cpne6	chr14	FALSE	FALSE
Nptx1	chr11	FALSE	FALSE
Lamb1	chr12	FALSE	FALSE
Rab34	chr11	FALSE	FALSE
Nrde2	chr12	FALSE	TRUE
Ttll6	chr11	FALSE	FALSE
Slc25a48	chr13	FALSE	FALSE
Pdgfrb	chr18	FALSE	FALSE
Tmem204	chr17	FALSE	TRUE
Dazap1	chr10	FALSE	FALSE
Cdhr3	chr12	FALSE	FALSE
Tmem95	chr11	FALSE	FALSE
Acbd4	chr11	FALSE	FALSE
Prkar1b	chr5	FALSE	TRUE
Sri	chr5	FALSE	TRUE
Ifih1	chr2	FALSE	FALSE
1700113H08Rik	chr10	FALSE	FALSE
Gkn3	chr6	FALSE	FALSE
Ank3	chr10	FALSE	FALSE
Frg1	chr8	FALSE	TRUE
Omp	chr7	FALSE	FALSE
Snx19	chr9	FALSE	TRUE
Atp1a3	chr7	FALSE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Bgn	chrX	FALSE	FALSE
Atad3a	chr4	FALSE	FALSE
Chmp3	chr6	FALSE	TRUE
Tubgcp6	chr15	FALSE	FALSE
Cys1	chr12	FALSE	FALSE
Clec11a	chr7	FALSE	FALSE
Khdrbs1	chr4	FALSE	FALSE
Odc1	chr12	FALSE	TRUE
Hsd17b13	chr5	FALSE	TRUE
Ido2	chr8	FALSE	TRUE
C1qa	chr4	FALSE	FALSE
Cntn2	chr1	FALSE	FALSE
Psors1c2	chr17	FALSE	FALSE
Tekt4	chr17	FALSE	FALSE
1700025G04Rik	chr1	FALSE	TRUE
Lpar3	chr3	FALSE	FALSE
Ucn	chr5	FALSE	FALSE
Hectd2	chr19	FALSE	TRUE
Ephx3	chr17	FALSE	FALSE
Def6	chr17	FALSE	FALSE
Gtdc1	chr2	FALSE	TRUE
Ltbp3	chr19	FALSE	FALSE
Ephb6	chr6	FALSE	TRUE
Plekha1	chr7	FALSE	TRUE
Cryaa	chr17	FALSE	FALSE
Lmna	chr3	FALSE	TRUE
Fchsd1	chr18	FALSE	TRUE
Myocos	chr1	FALSE	FALSE
Lgals1	chr15	FALSE	FALSE
Crhr2	chr6	FALSE	FALSE
Gzmm	chr10	FALSE	FALSE
Frmpd3	chrX	FALSE	FALSE
Rtp4	chr16	FALSE	FALSE
Tmprss4	chr9	FALSE	FALSE
Ar	chrX	FALSE	FALSE
Suco	chr1	FALSE	TRUE
Syne1	chr10	TRUE	TRUE
Nfkbia	chr12	FALSE	FALSE
Zfp184	chr13	FALSE	TRUE
Trim47	chr11	FALSE	FALSE
Sstr3	chr15	FALSE	FALSE
Duxbl1	chr14	FALSE	FALSE
Wnt2b	chr3	FALSE	FALSE
Mavs	chr2	FALSE	TRUE
Fkbp7	chr2	FALSE	TRUE
Ces5a	chr8	FALSE	TRUE
M6pr	chr6	FALSE	FALSE
Gpr135	chr12	FALSE	TRUE
Lrrcc1	chr3	FALSE	TRUE
Hbq1b	chr11	FALSE	FALSE
Dnajb2	chr1	FALSE	FALSE
Fh1	chr1	FALSE	FALSE
Slc6a5	chr7	FALSE	FALSE
Mturn	chr6	FALSE	FALSE
Lepr	chr4	FALSE	FALSE
Rragd	chr4	FALSE	TRUE
Col24a1	chr3	FALSE	FALSE
Api5	chr2	FALSE	TRUE
Tfap2d	chr1	FALSE	FALSE
Acy3	chr19	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Aldh3b1	chr19	FALSE	FALSE
Rnf31	chr14	FALSE	TRUE
Bnipl	chr3	FALSE	TRUE
Syt4	chr18	FALSE	TRUE
Tyw5	chr1	FALSE	FALSE
Rimbp2	chr5	FALSE	FALSE
Rd3	chr1	FALSE	TRUE
Rnf207	chr4	FALSE	FALSE
Fxyd7	chr7	FALSE	FALSE
Actn2	chr13	FALSE	TRUE
Stk3	chr15	FALSE	TRUE
Hpgd	chr8	FALSE	FALSE
Arg1	chr10	FALSE	TRUE
Gstt2	chr10	FALSE	TRUE
Etv1	chr12	FALSE	TRUE
Ucma	chr2	FALSE	FALSE
Mocs1	chr17	FALSE	TRUE
Cybrd1	chr2	FALSE	FALSE
Tcp11l2	chr10	FALSE	TRUE
Rps12	chr10	FALSE	TRUE
Capza3	chr6	FALSE	TRUE
1700056E22Rik	chr1	FALSE	TRUE
Car4	chr11	FALSE	TRUE
Dusp6	chr10	FALSE	TRUE
Rnd1	chr15	FALSE	FALSE
Tnks1bp1	chr2	FALSE	TRUE
Tal2	chr4	FALSE	FALSE
Acvrl1	chr15	FALSE	FALSE
Ankrd34a	chr3	FALSE	FALSE
Per2	chr1	FALSE	TRUE
Hivep3	chr4	FALSE	TRUE
Nxt1	chr2	FALSE	TRUE
Ptgds	chr2	FALSE	TRUE
Nol4	chr18	FALSE	TRUE
Pnpo	chr11	FALSE	TRUE
Alg12	chr15	FALSE	FALSE
Gria3	chrX	FALSE	FALSE
Gal3st2b	chr1	FALSE	TRUE
Gpr132	chr12	FALSE	FALSE
Btg4	chr9	FALSE	FALSE
Mcam	chr9	FALSE	FALSE
Uba3	chr6	FALSE	FALSE
Vcpkmt	chr12	FALSE	TRUE
Abcd1	chrX	FALSE	FALSE
Gabre	chrX	FALSE	FALSE
Fam149a	chr8	FALSE	TRUE
Gm45521	chr14	FALSE	FALSE
Cpne8	chr15	FALSE	FALSE
Odf2	chr2	FALSE	FALSE
Prima1	chr12	FALSE	FALSE
Dnajc5b	chr3	FALSE	FALSE
Zfp575	chr7	FALSE	FALSE
Mreg	chr1	FALSE	TRUE
Sdc1	chr12	FALSE	TRUE
Lad1	chr1	FALSE	FALSE
Xpot	chr10	TRUE	TRUE
Lpin3	chr2	FALSE	FALSE
Mif	chr10	FALSE	TRUE
Nans	chr4	FALSE	TRUE
Gpr26	chr7	FALSE	FALSE
4921536K21Rik	chr11	FALSE	FALSE
Ckmt2	chr13	FALSE	FALSE
Rps6ka4	chr19	FALSE	FALSE
Taf11	chr17	FALSE	FALSE
Ubxn10	chr4	FALSE	FALSE
Samd10	chr2	FALSE	TRUE
Noxa1	chr2	FALSE	FALSE
Fas	chr19	FALSE	FALSE
Dnase2b	chr3	FALSE	TRUE
Dlec1	chr9	FALSE	FALSE
Marchf8	chr6	FALSE	TRUE
Tlr12	chr4	FALSE	FALSE
Tbc1d9	chr8	FALSE	TRUE
C1galt1	chr6	FALSE	TRUE
Dkk1	chr19	FALSE	FALSE
Creld1	chr6	FALSE	FALSE
Asf1a	chr10	FALSE	TRUE
Notch2	chr3	FALSE	FALSE
Rtcb	chr10	FALSE	FALSE
Tomm40l	chr1	FALSE	FALSE
Shh	chr5	FALSE	FALSE
Agr3	chr12	FALSE	FALSE
Prtn3	chr10	FALSE	FALSE
Rai14	chr15	FALSE	FALSE
Cpxm1	chr2	FALSE	FALSE
Odf1	chr15	FALSE	FALSE
Prom1	chr5	TRUE	TRUE
Tedc1	chr12	FALSE	TRUE
Ngdn	chr14	FALSE	FALSE
Tmem171	chr13	FALSE	FALSE
Itgav	chr2	FALSE	TRUE
Acaa1b	chr9	FALSE	FALSE
Snai1	chr2	FALSE	FALSE
Sord	chr2	FALSE	TRUE
Slc25a4	chr8	FALSE	TRUE
Ptger4	chr15	FALSE	FALSE
Pcdhgc3	chr18	FALSE	FALSE
Stra6l	chr4	FALSE	FALSE
Magel2	chr7	FALSE	FALSE
Msantd1	chr5	FALSE	FALSE
Mtarc2	chr1	FALSE	TRUE
Slc2a1	chr4	FALSE	TRUE
Alppl2	chr1	FALSE	FALSE
Ubxn11	chr4	FALSE	FALSE
Abtb1	chr6	FALSE	TRUE
Mipep	chr14	FALSE	TRUE
F10	chr8	FALSE	FALSE
Snrnp48	chr13	FALSE	TRUE
Dmrta1	chr4	FALSE	FALSE
S1pr3	chr13	FALSE	FALSE
Vrtn	chr12	FALSE	FALSE
Pik3ip1	chr11	FALSE	FALSE
Stk33	chr7	FALSE	FALSE
Foxc2	chr8	FALSE	FALSE
Sgsm2	chr11	FALSE	TRUE
Lsm14b	chr2	FALSE	TRUE
Nkx3-1	chr14	FALSE	TRUE
Sub1	chr15	FALSE	TRUE
Trit1	chr4	FALSE	FALSE
Npc2	chr12	FALSE	TRUE
Etaa1	chr11	FALSE	TRUE
Nmi	chr2	FALSE	TRUE
Fbxw5	chr2	FALSE	TRUE
Msantd3	chr4	FALSE	TRUE
Asph	chr4	FALSE	FALSE
Calcb	chr7	FALSE	FALSE
Pdcd10	chr3	FALSE	TRUE
Cspg5	chr9	FALSE	FALSE
Tg	chr15	FALSE	FALSE
Gfy	chr7	FALSE	FALSE
Mthfd1l	chr10	FALSE	TRUE
Fgf15	chr7	FALSE	FALSE
Ddx54	chr5	FALSE	FALSE
Dph1	chr11	FALSE	TRUE
Nudt8	chr19	FALSE	FALSE
4933402J07Rik	chr8	FALSE	FALSE
Elovl4	chr9	FALSE	TRUE
Rtbdn	chr8	FALSE	TRUE
Camkk1	chr11	FALSE	FALSE
Akt2	chr7	FALSE	FALSE
Zfp950	chr19	FALSE	TRUE
Mamld1	chrX	FALSE	FALSE
Zbtb7a	chr10	FALSE	FALSE
Nfxl1	chr5	FALSE	TRUE
Slc27a1	chr8	FALSE	TRUE
Pik3r2	chr8	FALSE	TRUE
Ythdf3	chr3	FALSE	TRUE
Nrbf2	chr10	FALSE	TRUE
Samd1	chr8	FALSE	FALSE
Tex13b	chrX	FALSE	FALSE
Sh3bgr	chr16	FALSE	TRUE
Fem1c	chr18	FALSE	TRUE
Ier3	chr17	FALSE	TRUE
Ribc2	chr15	FALSE	FALSE
Efna2	chr10	FALSE	FALSE
Gpr139	chr7	FALSE	FALSE
Rdh9	chr10	FALSE	TRUE
Ptprt	chr2	FALSE	FALSE
Art3	chr5	FALSE	TRUE
Cbx6	chr15	FALSE	FALSE
Thbs1	chr2	FALSE	FALSE
Stk26	chrX	FALSE	FALSE
Klhl30	chr1	FALSE	FALSE
1700129C05Rik	chr14	FALSE	TRUE
Mkx	chr18	FALSE	TRUE
Fgd6	chr10	FALSE	TRUE
Ufl1	chr4	FALSE	TRUE
Scgn	chr13	FALSE	FALSE
Lcn12	chr2	FALSE	FALSE
Tmem201	chr4	FALSE	FALSE
Cstl1	chr2	FALSE	TRUE
Neurod1	chr2	FALSE	TRUE
Pcsk1	chr13	FALSE	TRUE
Fbxo25	chr8	FALSE	TRUE
Lama2	chr10	FALSE	TRUE
Rpap3	chr15	FALSE	FALSE
Npy	chr6	FALSE	FALSE
Cacfd1	chr2	FALSE	TRUE
Arhgef10	chr8	FALSE	FALSE
Spcs3	chr8	FALSE	TRUE
Gfra2	chr14	FALSE	TRUE
Fam91a1	chr15	FALSE	TRUE
Fignl1	chr11	FALSE	TRUE
Onecut3	chr10	FALSE	FALSE
Iqsec2	chrX	FALSE	FALSE
Chic2	chr5	FALSE	TRUE
Stradb	chr1	FALSE	TRUE
Dolpp1	chr2	FALSE	FALSE
Nova1	chr12	FALSE	TRUE
Wls	chr3	FALSE	TRUE
Atl1	chr12	FALSE	TRUE
Gorab	chr1	FALSE	TRUE
Fads3	chr19	FALSE	TRUE
Copg1	chr6	FALSE	FALSE
Depp1	chr6	FALSE	TRUE
Optc	chr1	FALSE	TRUE
Fgfbp3	chr19	FALSE	TRUE
Sbf2	chr7	FALSE	FALSE
Prkag3	chr1	FALSE	FALSE
Stc2	chr11	FALSE	TRUE
Crtc3	chr7	FALSE	FALSE
Sowaha	chr11	FALSE	FALSE
P2rx1	chr11	FALSE	FALSE
1600014C10Rik	chr7	FALSE	TRUE
Ncapg	chr5	FALSE	TRUE
Trim42	chr9	FALSE	FALSE
Tcl1b4	chr12	FALSE	FALSE
Lgals9	chr11	FALSE	FALSE
Slc18b1	chr10	FALSE	TRUE
Asb16	chr11	FALSE	FALSE
Ccdc194	chr8	FALSE	FALSE
Cacnb3	chr15	FALSE	FALSE
Ddx19a	chr8	FALSE	FALSE
Cfap44	chr16	FALSE	TRUE
Gm13090	chr4	FALSE	FALSE
Usp51	chrX	FALSE	FALSE
Tas2r118	chr6	FALSE	TRUE
Akr1b10	chr6	FALSE	TRUE
1810062G17Rik	chr3	FALSE	TRUE
Mt2	chr8	FALSE	FALSE
Sox11	chr12	FALSE	TRUE
Wrnip1	chr13	FALSE	TRUE
Dbndd2	chr2	FALSE	FALSE
Sh3rf1	chr8	FALSE	FALSE
Pole4	chr6	FALSE	FALSE
Slc38a3	chr9	FALSE	FALSE
Sigmar1	chr4	FALSE	TRUE
Cldn9	chr17	FALSE	FALSE
Khsrp	chr17	FALSE	FALSE
Sppl2c	chr11	TRUE	TRUE
Creg2	chr1	FALSE	FALSE
Xk	chrX	FALSE	TRUE
Phf19	chr2	FALSE	TRUE
Arc	chr15	FALSE	TRUE
Derl1	chr15	FALSE	TRUE
Sema6b	chr17	FALSE	TRUE
Ica1l	chr1	FALSE	TRUE
Ch25h	chr19	FALSE	FALSE
Gnb5	chr9	FALSE	TRUE
4930469K13Rik	chr11	FALSE	TRUE
Fxr1	chr3	FALSE	FALSE
Kif23	chr9	FALSE	FALSE
Spo11	chr2	FALSE	FALSE
Grk1	chr8	FALSE	FALSE
Adprh	chr16	FALSE	TRUE
Phka2	chrX	FALSE	FALSE
Tfap2a	chr13	FALSE	FALSE
Etv5	chr16	FALSE	TRUE
Cxcr6	chr9	FALSE	FALSE
Leprotl1	chr8	FALSE	TRUE
Otx1	chr11	FALSE	FALSE
Ampd2	chr3	FALSE	TRUE
Pcdh11x	chrX	FALSE	TRUE
Zfp319	chr8	FALSE	TRUE
Neil2	chr14	FALSE	FALSE
Rpl22l1	chr3	FALSE	TRUE
Mia3	chr1	FALSE	TRUE
Ulk3	chr9	FALSE	FALSE
Zfp711	chrX	FALSE	FALSE
Ubl3	chr5	FALSE	TRUE
Tmem209	chr6	FALSE	TRUE
Chrd	chr16	FALSE	FALSE
Rab4a	chr8	FALSE	TRUE
Adam11	chr11	FALSE	FALSE
Mettl24	chr10	FALSE	TRUE
Ccdc162	chr10	FALSE	FALSE
Aamp	chr1	FALSE	FALSE
Sst	chr16	FALSE	FALSE
Bhlhe41	chr6	FALSE	TRUE
Gp1bb	chr16	FALSE	FALSE
Ddc	chr11	FALSE	FALSE
Pnoc	chr14	FALSE	FALSE
Fbxl14	chr6	FALSE	FALSE
Cntnap5b	chr1	FALSE	TRUE
Ociad1	chr5	FALSE	TRUE
Hr	chr14	FALSE	TRUE
Als2cl	chr9	FALSE	FALSE
Tbx1	chr16	FALSE	FALSE
Arhgap32	chr9	FALSE	FALSE
Hook2	chr8	FALSE	TRUE
Tmprss2	chr16	FALSE	FALSE
Aldh8a1	chr10	FALSE	FALSE
Tead2	chr7	FALSE	FALSE
Me3	chr7	FALSE	FALSE
Cd37	chr7	FALSE	FALSE
Dhrs4	chr14	FALSE	TRUE
Mesd	chr7	FALSE	TRUE
Snx30	chr4	FALSE	TRUE
Cthrc1	chr15	FALSE	FALSE
Tgm6	chr2	FALSE	FALSE
Setd4	chr16	FALSE	FALSE
Adamts1	chr16	FALSE	TRUE
Jak3	chr8	FALSE	FALSE
Tspyl5	chr15	FALSE	TRUE
Sema5a	chr15	FALSE	TRUE
Adap2	chr11	FALSE	FALSE
Plk3	chr4	FALSE	TRUE
Flrt1	chr19	FALSE	FALSE
Cnih2	chr19	FALSE	FALSE
Iah1	chr12	FALSE	TRUE
Prph	chr15	FALSE	FALSE
T2	chr17	FALSE	FALSE
Pkp2	chr16	FALSE	TRUE
Cabyr	chr18	FALSE	TRUE
Mc2r	chr18	FALSE	TRUE
Veph1	chr3	FALSE	FALSE
Rcc2	chr4	FALSE	FALSE
Tbx20	chr9	FALSE	FALSE
Myf5	chr10	FALSE	FALSE
Celf3	chr3	FALSE	FALSE
Pabpn1l	chr8	FALSE	FALSE
Tmem74	chr15	FALSE	TRUE
Rab3il1	chr19	FALSE	FALSE
H1f2	chr13	FALSE	TRUE
Ccr4	chr9	FALSE	FALSE
Cfap157	chr2	FALSE	FALSE
Radil	chr5	FALSE	FALSE
Crygs	chr16	FALSE	TRUE
Napepld	chr5	FALSE	TRUE
Parp10	chr15	FALSE	FALSE
Zfand5	chr19	FALSE	TRUE
1700025C18Rik	chr2	FALSE	FALSE
Map2k3	chr11	FALSE	FALSE
Bad	chr19	FALSE	TRUE
Il16	chr7	TRUE	FALSE
Lsm4	chr8	FALSE	FALSE
Mitf	chr6	FALSE	TRUE
Ciart	chr3	FALSE	FALSE
Eif1a	chr18	FALSE	FALSE
Tigit	chr16	FALSE	TRUE
Kif7	chr7	FALSE	FALSE
Fzd2	chr11	FALSE	FALSE
C1d	chr11	FALSE	FALSE
Pdk4	chr6	FALSE	FALSE
Cartpt	chr13	FALSE	FALSE
Kbtbd13	chr9	FALSE	FALSE
Arl3	chr19	FALSE	TRUE
Fxyd5	chr7	FALSE	FALSE
Rnf4	chr5	FALSE	TRUE
Smg7	chr1	FALSE	TRUE
Cylc2	chr4	FALSE	TRUE
Fscb	chr12	FALSE	TRUE
Zmat4	chr8	FALSE	FALSE
Cldn2	chrX	FALSE	FALSE
Grin2c	chr11	FALSE	FALSE
Vill	chr9	FALSE	FALSE
Hspa13	chr16	FALSE	TRUE
Cdx1	chr18	FALSE	FALSE
Gas1	chr13	FALSE	FALSE
Kcna3	chr3	FALSE	FALSE
Rprml	chr11	FALSE	FALSE
Gpr75	chr11	FALSE	FALSE
Irf2bp2	chr8	FALSE	TRUE
Tnnt3	chr7	FALSE	FALSE
Ppm1a	chr12	FALSE	FALSE
Rex1bd	chr8	FALSE	TRUE
Carhsp1	chr16	FALSE	FALSE
Taar3	chr10	FALSE	TRUE
Cnnm4	chr1	FALSE	TRUE
