"seqnames","start","end","width","strand","peak_id","Fold","FDR","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME","mecp2_Fold","mecp2_FDR"
"chr7",45714553,45715417,865,"*","mecp2_peak_30496",-0.128974749,0.533085151,"Promoter (<=1kb)",7,45710285,45715207,4923,2,"56632","ENSMUST00000072836.6",0,"ENSMUSG00000057342","Sphk2","sphingosine kinase 2",-0.128974749,0.533085151
"chr7",143007521,143008911,1391,"*","mecp2_peak_30497",-0.044693975,0.864257891,"Promoter (1-2kb)",7,143005928,143017673,11746,1,"27027","ENSMUST00000143512.2",1593,"ENSMUSG00000000244","Tspan32","tetraspanin 32",-0.044693975,0.864257891
"chr7",123411009,123412599,1591,"*","mecp2_peak_30498",0.175020927,0.389159918,"Intron (ENSMUST00000033025.6/30949, intron 6 of 10)",7,123408180,123422756,14577,1,"30949","ENSMUST00000205880.1",2829,"ENSMUSG00000030763","Lcmt1","leucine carboxyl methyltransferase 1",0.175020927,0.389159918
"chr7",144781220,144782530,1311,"*","mecp2_peak_30499",-0.056737495,0.815790527,"Distal Intergenic",7,144650503,144751974,101472,2,"101772","ENSMUST00000155175.7",-29246,"ENSMUSG00000031075","Ano1","anoctamin 1, calcium activated chloride channel",-0.056737495,0.815790527
"chr7",134827842,134829462,1621,"*","mecp2_peak_30500",-0.271569831,0.241264608,"Intron (ENSMUST00000211570.1/330662, intron 23 of 26)",7,134777455,134783183,5729,1,"330662","ENSMUST00000210121.1",50387,"ENSMUSG00000058325","Dock1","dedicator of cytokinesis 1",-0.271569831,0.241264608
"chr7",99470181,99471013,833,"*","mecp2_peak_30501",-0.021050265,0.946120894,"Promoter (<=1kb)",7,99469955,99471873,1919,1,"72184","ENSMUST00000142339.1",226,"ENSMUSG00000035298","Klhl35","kelch-like 35",-0.021050265,0.946120894
"chr7",135642430,135643808,1379,"*","mecp2_peak_30502",-0.022568836,0.942152251,"Intron (ENSMUST00000211140.1/19267, intron 2 of 20)",7,135651937,135686293,34357,1,"19267","ENSMUST00000209979.1",-8129,"ENSMUSG00000041836","Ptpre","protein tyrosine phosphatase receptor type E",-0.022568836,0.942152251
"chr7",105434545,105436249,1705,"*","mecp2_peak_30503",-0.142916174,0.50401373,"3' UTR",7,105425817,105470898,45082,1,"12426","ENSMUST00000181339.7",8728,"ENSMUSG00000030898","Cckbr","cholecystokinin B receptor",-0.142916174,0.50401373
"chr7",30854807,30856228,1422,"*","mecp2_peak_30504",0.041722226,0.876710624,"Promoter (<=1kb)",7,30854330,30856178,1849,2,"233080","ENSMUST00000094583.1",0,"ENSMUSG00000019429","Ffar3","free fatty acid receptor 3",0.041722226,0.876710624
"chr7",40789974,40791449,1476,"*","mecp2_peak_30505",0.037061366,0.891356604,"Distal Intergenic",7,40851266,40875324,24059,2,"320210","ENSMUST00000189855.1",83875,"ENSMUSG00000100600","A230077H06Rik","RIKEN cDNA A230077H06 gene",0.037061366,0.891356604
"chr7",101314403,101316156,1754,"*","mecp2_peak_30506",0.081632719,0.714742266,"Promoter (<=1kb)",7,101317086,101346626,29541,1,"56018","ENSMUST00000163799.8",-930,"ENSMUSG00000030688","Stard10","StAR related lipid transfer domain containing 10",0.081632719,0.714742266
"chr7",127108088,127109342,1255,"*","mecp2_peak_30507",-0.050890339,0.846321521,"Exon (ENSMUST00000032912.5/67375, exon 2 of 4)",7,127115790,127122018,6229,2,"67375","ENSMUST00000142403.1",12676,"ENSMUSG00000030674","Qprt","quinolinate phosphoribosyltransferase",-0.050890339,0.846321521
"chr7",64034964,64036043,1080,"*","mecp2_peak_30508",1.172981043,3.94e-05,"Intron (ENSMUST00000206525.1/ENSMUST00000206525.1, intron 1 of 1)",7,63886351,63938915,52565,2,"50794","ENSMUST00000063694.9",-96049,"ENSMUSG00000052040","Klf13","Kruppel-like transcription factor 13",1.172981043,3.94e-05
"chr7",67560148,67561061,914,"*","mecp2_peak_30509",1.403996741,9.11e-06,"Intron (ENSMUST00000053950.9/67867, intron 5 of 9)",7,67514406,67579750,65345,2,"67867","ENSMUST00000190115.6",18689,"ENSMUSG00000030556","Lrrc28","leucine rich repeat containing 28",1.403996741,9.11e-06
"chr7",130253504,130255003,1500,"*","mecp2_peak_30510",-0.015611831,0.962060038,"Intron (ENSMUST00000120187.8/14183, intron 2 of 15)",7,130163959,130261857,97899,2,"14183","ENSMUST00000117073.1",6854,"ENSMUSG00000030849","Fgfr2","fibroblast growth factor receptor 2",-0.015611831,0.962060038
"chr7",79797619,79798963,1345,"*","mecp2_peak_30511",-0.082156887,0.704977797,"Distal Intergenic",7,79792241,79793788,1548,2,"17292","ENSMUST00000032760.5",-3831,"ENSMUSG00000030544","Mesp1","mesoderm posterior 1",-0.082156887,0.704977797
"chr7",116181435,116182488,1054,"*","mecp2_peak_30512",0.076093234,0.735841984,"Promoter (<=1kb)",7,116176950,116180676,3727,2,"233765","ENSMUST00000182312.1",-759,"ENSMUSG00000045659","Plekha7","pleckstrin homology domain containing, family A member 7",0.076093234,0.735841984
"chr7",142023005,142025524,2520,"*","mecp2_peak_30513",-0.026156057,0.929745033,"Promoter (<=1kb)",7,142012831,142025951,13121,2,"101513","ENSMUST00000211633.1",427,"ENSMUSG00000025147","Mob2","MOB kinase activator 2",-0.026156057,0.929745033
"chr7",121944923,121946151,1229,"*","mecp2_peak_30514",0.032928492,0.906499627,"Intron (ENSMUST00000205438.1/233824, intron 9 of 16)",7,121928910,121981694,52785,2,"233824","ENSMUST00000148634.1",35543,"ENSMUSG00000034951","Cog7","component of oligomeric golgi complex 7",0.032928492,0.906499627
"chr7",81870554,81871398,845,"*","mecp2_peak_30515",-0.05127359,0.845976427,"Promoter (<=1kb)",7,81869733,81872415,2683,1,"107769","ENSMUST00000147977.1",821,"ENSMUSG00000038623","Tm6sf1","transmembrane 6 superfamily member 1",-0.05127359,0.845976427
"chr7",144202114,144203445,1332,"*","mecp2_peak_30516",-0.230237006,0.290628428,"Intron (ENSMUST00000105902.7/210274, intron 13 of 22)",7,144175529,144424494,248966,1,"210274","ENSMUST00000105900.8",26585,"ENSMUSG00000037541","Shank2","SH3 and multiple ankyrin repeat domains 2",-0.230237006,0.290628428
"chr7",36045828,36047387,1560,"*","mecp2_peak_30517",-0.081604425,0.723859543,"Distal Intergenic",7,35772343,35802989,30647,2,"668501","ENSMUST00000061586.10",-242839,"ENSMUSG00000044452","Zfp507","zinc finger protein 507",-0.081604425,0.723859543
"chr7",132812648,132814173,1526,"*","mecp2_peak_30518",-0.006758367,0.986111668,"Promoter (<=1kb)",7,132712082,132813528,101447,2,"77938","ENSMUST00000097999.8",0,"ENSMUSG00000030956","Fam53b","family with sequence similarity 53, member B",-0.006758367,0.986111668
"chr7",92636116,92637698,1583,"*","mecp2_peak_30519",-0.022023053,0.943124418,"Promoter (<=1kb)",7,92581723,92637102,55380,2,"73845","ENSMUST00000056106.13",0,"ENSMUSG00000041343","Ankrd42","ankyrin repeat domain 42",-0.022023053,0.943124418
"chr7",67758609,67760018,1410,"*","mecp2_peak_30520",-0.005535973,0.989015011,"Promoter (<=1kb)",7,67730160,67759693,29534,2,"233335","ENSMUST00000074233.11",0,"ENSMUSG00000030554","Synm","synemin, intermediate filament protein",-0.005535973,0.989015011
"chr7",51219750,51220092,343,"*","mecp2_peak_30521",0.437215796,0.133645172,"Distal Intergenic",7,51511029,51598709,87681,1,"233246","ENSMUST00000043944.5",-290937,"ENSMUSG00000055489","Ano5","anoctamin 5",0.437215796,0.133645172
"chr7",6329898,6331561,1664,"*","mecp2_peak_30522",-0.000106341,0.999766946,"Promoter (<=1kb)",7,6315660,6331285,15626,2,"213011","ENSMUST00000062765.13",0,"ENSMUSG00000030443","Zfp583","zinc finger protein 583",-0.000106341,0.999766946
"chr7",45027739,45029157,1419,"*","mecp2_peak_30523",0.063817331,0.798598601,"3' UTR",7,45028255,45034394,6140,2,"233210","ENSMUST00000210410.1",5237,"ENSMUSG00000046574","Prr12","proline rich 12",0.063817331,0.798598601
"chr7",35752902,35754842,1941,"*","mecp2_peak_30524",-0.019997112,0.948998619,"Promoter (<=1kb)",7,35685165,35754454,69290,2,"233115","ENSMUST00000051377.14",0,"ENSMUSG00000043671","Dpy19l3","dpy-19 like C-mannosyltransferase 3",-0.019997112,0.948998619
"chr7",139254741,139255933,1193,"*","mecp2_peak_30525",-0.075473893,0.743696807,"Exon (ENSMUST00000093993.4/101631, exon 2 of 3)",7,139248487,139267161,18675,1,"101631","ENSMUST00000172136.8",6254,"ENSMUSG00000060260","Pwwp2b","PWWP domain containing 2B",-0.075473893,0.743696807
"chr7",143013357,143014763,1407,"*","mecp2_peak_30526",-0.358229296,0.125806303,"Intron (ENSMUST00000009396.12/27027, intron 4 of 8)",7,143017409,143018903,1495,1,"27027","ENSMUST00000154264.1",-2646,"ENSMUSG00000000244","Tspan32","tetraspanin 32",-0.358229296,0.125806303
"chr7",19456923,19458436,1514,"*","mecp2_peak_30527",-0.026298494,0.929400766,"Promoter (<=1kb)",7,19425108,19458795,33688,2,"232944","ENSMUST00000209058.1",359,"ENSMUSG00000030397","Mark4","MAP/microtubule affinity regulating kinase 4",-0.026298494,0.929400766
"chr7",139275226,139275968,743,"*","mecp2_peak_30528",0.064134637,0.784381638,"Distal Intergenic",7,139248487,139267161,18675,1,"101631","ENSMUST00000172136.8",26739,"ENSMUSG00000060260","Pwwp2b","PWWP domain containing 2B",0.064134637,0.784381638
"chr7",125889786,125891316,1531,"*","mecp2_peak_30529",-0.439532415,0.107762053,"Intron (ENSMUST00000073935.6/269994, intron 6 of 6)",7,125865271,125867975,2705,1,"233865","ENSMUST00000155059.2",24515,"ENSMUSG00000032743","Katnip","katanin interacting protein",-0.439532415,0.107762053
"chr7",37399597,37401064,1468,"*","mecp2_peak_30530",-0.017700403,0.95533397,"Intron (ENSMUST00000206763.2/243937, intron 3 of 3)",7,37318024,37568390,250367,2,"243937","ENSMUST00000206763.2",167326,"ENSMUSG00000043456","Zfp536","zinc finger protein 536",-0.017700403,0.95533397
"chr7",132253091,132253877,787,"*","mecp2_peak_30531",0.026071305,0.929048451,"Intron (ENSMUST00000124096.7/14183, intron 2 of 6)",7,132270819,132278625,7807,2,"77590","ENSMUST00000132508.1",24748,"ENSMUSG00000030930","Chst15","carbohydrate sulfotransferase 15",0.026071305,0.929048451
"chr7",67461354,67462847,1494,"*","mecp2_peak_30532",-0.070966862,0.75306373,"Distal Intergenic",7,67529711,67535397,5687,2,"67867","ENSMUST00000185818.1",72550,"ENSMUSG00000030556","Lrrc28","leucine rich repeat containing 28",-0.070966862,0.75306373
"chr7",118983650,118984921,1272,"*","mecp2_peak_30533",-0.021509604,0.944295484,"Promoter (<=1kb)",7,118973009,118984644,11636,2,"64297","ENSMUST00000208394.1",0,"ENSMUSG00000008734","Gprc5b","G protein-coupled receptor, family C, group 5, member B",-0.021509604,0.944295484
"chr7",71703222,71704677,1456,"*","mecp2_peak_30534",1.479736564,1.43e-06,"Distal Intergenic",7,71909693,71939191,29499,1,"78156","ENSMUST00000205699.1",-205016,"ENSMUSG00000108669","4930441H08Rik","RIKEN cDNA 4930441H08 gene",1.479736564,1.43e-06
"chr7",110762381,110763590,1210,"*","mecp2_peak_30535",-0.030980785,0.911871176,"Distal Intergenic",7,110768206,110811919,43714,1,"11717","ENSMUST00000170374.7",-4616,"ENSMUSG00000005686","Ampd3","adenosine monophosphate deaminase 3",-0.030980785,0.911871176
"chr7",128009067,128010462,1396,"*","mecp2_peak_30536",-0.029504562,0.919186526,"3' UTR",7,128004378,128010676,6299,1,"434246","ENSMUST00000081042.5",4689,"ENSMUSG00000042828","Trim72","tripartite motif-containing 72",-0.029504562,0.919186526
"chr7",49173968,49175596,1629,"*","mecp2_peak_30537",0.04941617,0.845354148,"Intron (ENSMUST00000183659.7/78286, intron 2 of 39)",7,49122334,49159819,37486,2,"108167511","ENSMUST00000208621.1",-14149,NA,"9130015G15Rik","RIKEN cDNA 9130015G15 gene",0.04941617,0.845354148
"chr7",143327171,143328809,1639,"*","mecp2_peak_30538",-0.064458103,0.779325842,"Promoter (1-2kb)",7,143322775,143330650,7876,2,"71153","ENSMUST00000188294.1",1841,"ENSMUSG00000101360","4933417O13Rik","RIKEN cDNA 4933417O13 gene",-0.064458103,0.779325842
"chr7",121934274,121935668,1395,"*","mecp2_peak_30539",-0.033890263,0.902352663,"Exon (ENSMUST00000205438.1/233824, exon 13 of 17)",7,121899228,121911976,12749,1,"20277","ENSMUST00000206079.1",35046,"ENSMUSG00000030873","Scnn1b","sodium channel, nonvoltage-gated 1 beta",-0.033890263,0.902352663
"chr7",125874978,125876154,1177,"*","mecp2_peak_30540",-0.063627838,0.782237973,"Downstream (<=300bp)",7,125865271,125867975,2705,1,"233865","ENSMUST00000155059.2",9707,"ENSMUSG00000032743","Katnip","katanin interacting protein",-0.063627838,0.782237973
"chr7",79792501,79793643,1143,"*","mecp2_peak_30541",-0.035940465,0.898905745,"Promoter (<=1kb)",7,79792241,79793788,1548,2,"17292","ENSMUST00000032760.5",145,"ENSMUSG00000030544","Mesp1","mesoderm posterior 1",-0.035940465,0.898905745
"chr7",4909036,4910615,1580,"*","mecp2_peak_30542",-0.08885765,0.685371045,"Exon (ENSMUST00000207163.1/ENSMUST00000207163.1, exon 1 of 1)",7,4898450,4906516,8067,2,"102640043","ENSMUST00000210663.1",-2520,"ENSMUSG00000110221","Gm36210","predicted gene, 36210",-0.08885765,0.685371045
"chr7",66157980,66159119,1140,"*","mecp2_peak_30543",-0.004181752,0.99155886,"Intron (ENSMUST00000036372.7/269941, intron 2 of 2)",7,66109515,66173798,64284,1,"269941","ENSMUST00000036372.7",48465,"ENSMUSG00000032640","Chsy1","chondroitin sulfate synthase 1",-0.004181752,0.99155886
"chr7",126830527,126832319,1793,"*","mecp2_peak_30544",-0.018173784,0.95348712,"Promoter (<=1kb)",7,126830468,126831496,1029,2,"78118","ENSMUST00000061695.4",0,"ENSMUSG00000045989","4930451I11Rik","RIKEN cDNA 4930451I11 gene",-0.018173784,0.95348712
"chr7",143300512,143301189,678,"*","mecp2_peak_30545",0.036863958,0.895106461,"Exon (ENSMUST00000192533.1/ENSMUST00000192533.1, exon 1 of 1)",7,143203458,143296549,93092,2,"63830","ENSMUST00000185789.2",-3963,"ENSMUSG00000101609","Kcnq1ot1","KCNQ1 overlapping transcript 1",0.036863958,0.895106461
"chr7",41666490,41668097,1608,"*","mecp2_peak_30546",-0.18712125,0.388831235,"Promoter (<=1kb)",7,41667979,41687659,19681,1,"75835","ENSMUST00000150856.1",0,"ENSMUSG00000121286","Vmn2r-ps54","vomeronasal 2, receptor, pseudogene 54",-0.18712125,0.388831235
"chr7",68319186,68320497,1312,"*","mecp2_peak_30547",-0.232722115,0.291638251,"Intron (ENSMUST00000125685.8/434197, intron 3 of 8)",7,68331124,68353725,22602,1,"434197","ENSMUST00000153458.2",-10627,"ENSMUSG00000074071","Fam169b","family with sequence similarity 169, member B",-0.232722115,0.291638251
"chr7",68029341,68030260,920,"*","mecp2_peak_30548",-0.005641503,0.988877784,"Intron (ENSMUST00000005671.9/16001, intron 2 of 20)",7,67952827,68233668,280842,1,"16001","ENSMUST00000005671.9",76514,"ENSMUSG00000005533","Igf1r","insulin-like growth factor I receptor",-0.005641503,0.988877784
"chr7",127596183,127597433,1251,"*","mecp2_peak_30549",0.03632448,0.893996807,"Promoter (<=1kb)",7,127596811,127600603,3793,1,"233900","ENSMUST00000206443.1",0,"ENSMUSG00000030816","Rnf40","ring finger protein 40",0.03632448,0.893996807
"chr7",47007637,47008788,1152,"*","mecp2_peak_30550",-0.056311372,0.815307548,"Promoter (<=1kb)",7,46990396,47008411,18016,2,"101685","ENSMUST00000061639.9",0,"ENSMUSG00000049516","Spty2d1","SPT2 chromatin protein domain containing 1",-0.056311372,0.815307548
"chr7",24529661,24530902,1242,"*","mecp2_peak_30551",-0.278340712,0.207472422,"Promoter (<=1kb)",7,24530689,24538600,7912,1,"210146","ENSMUST00000049020.8",0,"ENSMUSG00000041037","Irgq","immunity-related GTPase family, Q",-0.278340712,0.207472422
"chr7",29331274,29333204,1931,"*","mecp2_peak_30552",-0.038482691,0.886411386,"Exon (ENSMUST00000183330.7/74206, exon 8 of 14)",7,29321827,29328988,7162,2,"74206","ENSMUST00000182780.7",-2286,"ENSMUSG00000030583","Sipa1l3","signal-induced proliferation-associated 1 like 3",-0.038482691,0.886411386
"chr7",45567988,45568578,591,"*","mecp2_peak_30553",-0.195277805,0.404643202,"Promoter (1-2kb)",7,45570153,45589711,19559,1,"12036","ENSMUST00000033098.15",-1575,"ENSMUSG00000030826","Bcat2","branched chain aminotransferase 2, mitochondrial",-0.195277805,0.404643202
"chr7",18905014,18906784,1771,"*","mecp2_peak_30554",0.004435153,0.991329043,"Intron (ENSMUST00000098780.9/232933, intron 1 of 13)",7,18900991,18910389,9399,2,"232933","ENSMUST00000139077.1",3605,"ENSMUSG00000074358","Ccdc61","coiled-coil domain containing 61",0.004435153,0.991329043
"chr7",19243833,19245780,1948,"*","mecp2_peak_30555",-0.071140965,0.766276766,"3' UTR",7,19257584,19258131,548,2,"22323","ENSMUST00000161488.1",12351,"ENSMUSG00000030403","Vasp","vasodilator-stimulated phosphoprotein",-0.071140965,0.766276766
"chr7",51914079,51915816,1738,"*","mecp2_peak_30556",-0.053881118,0.836734594,"Intron (ENSMUST00000129604.7/14453, intron 5 of 9)",7,51926436,51943767,17332,1,"14453","ENSMUST00000155925.1",-10620,"ENSMUSG00000030498","Gas2","growth arrest specific 2",-0.053881118,0.836734594
"chr7",48931904,48932573,670,"*","mecp2_peak_30557",0.137062176,0.54628753,"Intron (ENSMUST00000184336.1/78286, intron 3 of 4)",7,48908716,48963824,55109,1,"78286","ENSMUST00000184336.1",23188,"ENSMUSG00000052512","Nav2","neuron navigator 2",0.137062176,0.54628753
"chr7",97736899,97738373,1475,"*","mecp2_peak_30558",0.019639547,0.949784706,"Promoter (<=1kb)",7,97724006,97738289,14284,2,"66333","ENSMUST00000206389.1",0,"ENSMUSG00000042797","Aqp11","aquaporin 11",0.019639547,0.949784706
"chr7",109273154,109274714,1561,"*","mecp2_peak_30559",-0.075601294,0.736533945,"Distal Intergenic",7,109138675,109175207,36533,2,"109594","ENSMUST00000207178.1",-97947,"ENSMUSG00000036111","Lmo1","LIM domain only 1",-0.075601294,0.736533945
"chr7",96559592,96560301,710,"*","mecp2_peak_30560",0.031594632,0.920387642,"Intron (ENSMUST00000107162.7/23966, intron 6 of 32)",7,96522398,96553482,31085,1,"23966","ENSMUST00000129737.1",37194,"ENSMUSG00000048078","Tenm4","teneurin transmembrane protein 4",0.031594632,0.920387642
"chr7",76369229,76371450,2222,"*","mecp2_peak_30561",0.040570541,0.880706141,"Intron (ENSMUST00000156166.7/244071, intron 5 of 22)",7,76411062,76700123,289062,1,"244071","ENSMUST00000026854.9",-39612,"ENSMUSG00000025754","Agbl1","ATP/GTP binding protein-like 1",0.040570541,0.880706141
"chr7",127027203,127028166,964,"*","mecp2_peak_30562",-0.026232775,0.928276519,"Promoter (<=1kb)",7,127027732,127028116,385,2,"110033","ENSMUST00000206655.1",0,"ENSMUSG00000030677","Kif22","kinesin family member 22",-0.026232775,0.928276519
"chr7",34716853,34718224,1372,"*","mecp2_peak_30563",-0.036569509,0.893625869,"Intron (ENSMUST00000238947.1/68947, intron 2 of 3)",7,34674468,34753812,79345,2,"68947","ENSMUST00000238947.1",35588,"ENSMUSG00000060402","Chst8","carbohydrate sulfotransferase 8",-0.036569509,0.893625869
"chr7",71039533,71040355,823,"*","mecp2_peak_30564",0.236388928,0.297326987,"Intron (ENSMUST00000208808.1/ENSMUST00000208808.1, intron 3 of 3)",7,70388305,70388842,538,1,"434198","ENSMUST00000080024.5",651228,"ENSMUSG00000100005","B130024G19Rik","RIKEN cDNA B130024G19 gene",0.236388928,0.297326987
"chr7",73350460,73350933,474,"*","mecp2_peak_30565",-0.012172881,0.97164313,"Intron (ENSMUST00000181299.2/319783, intron 1 of 1)",7,73375509,73419899,44391,1,"244058","ENSMUST00000119206.2",-24576,"ENSMUSG00000070509","Rgma","repulsive guidance molecule family member A",-0.012172881,0.97164313
"chr7",4788768,4790923,2156,"*","mecp2_peak_30566",-0.045828007,0.863567568,"Promoter (<=1kb)",7,4784557,4789656,5100,2,"664968","ENSMUST00000168578.2",0,"ENSMUSG00000030431","Tmem238","transmembrane protein 238",-0.045828007,0.863567568
"chr7",124161292,124161915,624,"*","mecp2_peak_30567",0.25959688,0.294379601,"Intron (ENSMUST00000106437.1/628779, intron 1 of 1)",7,123982869,124398989,416121,1,"628779","ENSMUST00000106437.1",178423,"ENSMUSG00000078591","Hs3st4","heparan sulfate (glucosamine) 3-O-sulfotransferase 4",0.25959688,0.294379601
"chr7",102209804,102210910,1107,"*","mecp2_peak_30568",-0.027080734,0.925713158,"Promoter (<=1kb)",7,102210208,102223483,13276,1,"233575","ENSMUST00000147536.7",0,"ENSMUSG00000030990","Pgap2","post-GPI attachment to proteins 2",-0.027080734,0.925713158
"chr7",141507759,141509254,1496,"*","mecp2_peak_30569",-0.156641761,0.465767836,"Intron (ENSMUST00000153191.7/68038, intron 10 of 12)",7,141491489,141492960,1472,1,"64540","ENSMUST00000130402.1",16270,"ENSMUSG00000025511","Tspan4","tetraspanin 4",-0.156641761,0.465767836
"chr7",4148906,4150004,1099,"*","mecp2_peak_30570",-0.049108447,0.846482161,"Promoter (<=1kb)",7,4147915,4150374,2460,2,"243813","ENSMUST00000058358.7",370,"ENSMUSG00000043432","Leng9","leukocyte receptor cluster (LRC) member 9",-0.049108447,0.846482161
"chr7",139816277,139818254,1978,"*","mecp2_peak_30571",-0.149537744,0.495499634,"Distal Intergenic",7,139834174,139878088,43915,1,"52389","ENSMUST00000026548.13",-15920,"ENSMUSG00000025475","Adgra1","adhesion G protein-coupled receptor A1",-0.149537744,0.495499634
"chr7",35692148,35693744,1597,"*","mecp2_peak_30572",-0.138572701,0.513548555,"3' UTR",7,35690725,35708092,17368,2,"233115","ENSMUST00000143590.1",14348,"ENSMUSG00000043671","Dpy19l3","dpy-19 like C-mannosyltransferase 3",-0.138572701,0.513548555
"chr7",74558034,74559529,1496,"*","mecp2_peak_30573",0.061996187,0.802492726,"Distal Intergenic",7,74295371,74554780,259410,2,"108116","ENSMUST00000107453.7",-3254,"ENSMUSG00000025790","Slco3a1","solute carrier organic anion transporter family, member 3a1",0.061996187,0.802492726
"chr7",144513268,144515170,1903,"*","mecp2_peak_30574",-0.072783815,0.750390896,"Promoter (<=1kb)",7,144476766,144513274,36509,2,"233977","ENSMUST00000182958.7",0,"ENSMUSG00000037519","Ppfia1","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1",-0.072783815,0.750390896
"chr7",36491798,36493575,1778,"*","mecp2_peak_30575",-0.121981998,0.548051745,"Distal Intergenic",7,36698118,36773553,75436,1,"243931","ENSMUST00000021641.7",-204543,"ENSMUSG00000021217","Tshz3","teashirt zinc finger family member 3",-0.121981998,0.548051745
"chr7",126199430,126200789,1360,"*","mecp2_peak_30576",0.012834823,0.969918168,"Promoter (<=1kb)",7,126101715,126200501,98787,2,"74204","ENSMUST00000168189.7",0,"ENSMUSG00000000131","Xpo6","exportin 6",0.012834823,0.969918168
"chr7",47131794,47133187,1394,"*","mecp2_peak_30577",0.069810928,0.765046369,"Promoter (<=1kb)",7,47077798,47132326,54529,2,"19259","ENSMUST00000209161.1",0,"ENSMUSG00000030854","Ptpn5","protein tyrosine phosphatase, non-receptor type 5",0.069810928,0.765046369
"chr7",44245745,44247086,1342,"*","mecp2_peak_30578",-0.040540019,0.87852267,"Promoter (<=1kb)",7,44246722,44252319,5598,1,"668661","ENSMUST00000055858.13",0,"ENSMUSG00000045411","2410002F23Rik","RIKEN cDNA 2410002F23 gene",-0.040540019,0.87852267
"chr7",45015629,45016459,831,"*","mecp2_peak_30579",-0.03789131,0.891539533,"Promoter (<=1kb)",7,45002948,45016363,13416,2,"233208","ENSMUST00000085383.10",0,"ENSMUSG00000038406","Scaf1","SR-related CTD-associated factor 1",-0.03789131,0.891539533
"chr7",141954929,141956664,1736,"*","mecp2_peak_30580",0.031445655,0.910323512,"Intron (ENSMUST00000078200.11/75770, intron 1 of 18)",7,141950086,142004247,54162,1,"75770","ENSMUST00000174499.7",4843,"ENSMUSG00000053046","Brsk2","BR serine/threonine kinase 2",0.031445655,0.910323512
"chr7",60003720,60005211,1492,"*","mecp2_peak_30581",-0.057299894,0.816366711,"Promoter (<=1kb)",7,59974149,60005064,30916,2,"52480","ENSMUST00000179360.2",0,NA,"Snhg14","small nucleolar RNA host gene 14",-0.057299894,0.816366711
"chr7",141428136,141429475,1340,"*","mecp2_peak_30582",-0.085170434,0.69784097,"Promoter (<=1kb)",7,141426446,141429425,2980,2,"57754","ENSMUST00000084436.9",0,"ENSMUSG00000060240","Cend1","cell cycle exit and neuronal differentiation 1",-0.085170434,0.69784097
"chr7",125704630,125705495,866,"*","mecp2_peak_30583",-0.567010235,0.04495512,"Promoter (1-2kb)",7,125693229,125706536,13308,2,"233863","ENSMUST00000206127.1",1041,"ENSMUSG00000032777","Gtf3c1","general transcription factor III C 1",-0.567010235,0.04495512
"chr7",139131295,139132495,1201,"*","mecp2_peak_30584",-0.211286062,0.364472783,"Intron (ENSMUST00000016125.11/57740, intron 2 of 11)",7,139089247,139101777,12531,1,"26757","ENSMUST00000121184.1",42048,"ENSMUSG00000025478","Dpysl4","dihydropyrimidinase-like 4",-0.211286062,0.364472783
"chr7",135923675,135925589,1915,"*","mecp2_peak_30585",-0.071214777,0.754702509,"Distal Intergenic",7,135689784,135716361,26578,2,"17345","ENSMUST00000033310.8",-207314,"ENSMUSG00000031004","Mki67","antigen identified by monoclonal antibody Ki 67",-0.071214777,0.754702509
"chr7",139212809,139214027,1219,"*","mecp2_peak_30586",-0.03034276,0.915319738,"Promoter (<=1kb)",7,139103638,139213307,109670,2,"57740","ENSMUST00000165870.1",0,"ENSMUSG00000015981","Stk32c","serine/threonine kinase 32C",-0.03034276,0.915319738
"chr7",24533274,24534482,1209,"*","mecp2_peak_30587",-0.047619118,0.85859265,"Exon (ENSMUST00000049020.8/210146, exon 3 of 3)",7,24530689,24538600,7912,1,"210146","ENSMUST00000049020.8",2585,"ENSMUSG00000041037","Irgq","immunity-related GTPase family, Q",-0.047619118,0.85859265
"chr7",126700006,126701530,1525,"*","mecp2_peak_30588",-0.082403988,0.722474073,"Promoter (<=1kb)",7,126700311,126701227,917,2,"12721","ENSMUST00000133718.7",0,"ENSMUSG00000030707","Coro1a","coronin, actin binding protein 1A",-0.082403988,0.722474073
"chr7",4963173,4964961,1789,"*","mecp2_peak_30589",-0.027941493,0.923623859,"Promoter (<=1kb)",7,4940512,4964406,23895,2,"381836","ENSMUST00000208109.1",0,"ENSMUSG00000030433","Sbk2","SH3-binding domain kinase family, member 2",-0.027941493,0.923623859
"chr7",126086246,126087798,1553,"*","mecp2_peak_30590",-0.023301863,0.938622681,"Distal Intergenic",7,125878420,126082411,203992,2,"269994","ENSMUST00000073935.6",-3835,"ENSMUSG00000046182","Gsg1l","GSG1-like",-0.023301863,0.938622681
"chr7",139323540,139325361,1822,"*","mecp2_peak_30591",-0.134697611,0.524846524,"Distal Intergenic",7,139389109,139579652,190544,1,"212111","ENSMUST00000106098.7",-63748,"ENSMUSG00000025477","Inpp5a","inositol polyphosphate-5-phosphatase A",-0.134697611,0.524846524
