gene_name	chr	mch_hyper	at_gained_anchor
Rnase12	chr14	FALSE	FALSE
Rnase13	chr14	FALSE	FALSE
Rnase2a	chr14	FALSE	FALSE
Rnase2b	chr14	FALSE	FALSE
Rnase4	chr14	FALSE	FALSE
Rnase6	chr14	FALSE	FALSE
Rnase9	chr14	FALSE	FALSE
Rnaseh1	chr12	FALSE	FALSE
Rnaseh2a	chr8	FALSE	FALSE
Rnaseh2b	chr14	FALSE	FALSE
Rnaseh2c	chr19	FALSE	FALSE
Rnasek	chr11	FALSE	FALSE
Rnasel	chr1	FALSE	TRUE
Rnaset2a	chr17	FALSE	FALSE
Rnd1	chr15	FALSE	FALSE
Rnd2	chr11	FALSE	FALSE
Rnd3	chr2	FALSE	FALSE
Rnf10	chr5	FALSE	FALSE
Rnf103	chr6	FALSE	FALSE
Rnf11	chr4	FALSE	FALSE
Rnf111	chr9	FALSE	FALSE
Rnf112	chr11	FALSE	FALSE
Rnf113a1	chrX	FALSE	FALSE
Rnf113a2	chr12	FALSE	FALSE
Rnf114	chr2	FALSE	FALSE
Rnf115	chr3	FALSE	FALSE
Rnf121	chr7	FALSE	FALSE
Rnf122	chr8	TRUE	FALSE
Rnf123	chr9	FALSE	FALSE
Rnf125	chr18	FALSE	FALSE
Rnf126	chr10	FALSE	FALSE
Rnf128	chrX	FALSE	FALSE
Rnf13	chr3	FALSE	FALSE
Rnf130	chr11	FALSE	FALSE
Rnf133	chr6	FALSE	FALSE
Rnf135	chr11	FALSE	FALSE
Rnf138	chr18	FALSE	FALSE
Rnf138rt1	chrX	FALSE	FALSE
Rnf139	chr15	FALSE	FALSE
Rnf14	chr18	FALSE	FALSE
Rnf141	chr7	FALSE	FALSE
Rnf144a	chr12	FALSE	FALSE
Rnf144b	chr13	FALSE	FALSE
Rnf145	chr11	FALSE	FALSE
Rnf146	chr10	FALSE	FALSE
Rnf148	chr6	FALSE	FALSE
Rnf149	chr1	FALSE	FALSE
Rnf150	chr8	FALSE	FALSE
Rnf151	chr17	FALSE	FALSE
Rnf152	chr1	FALSE	FALSE
Rnf157	chr11	FALSE	FALSE
Rnf166	chr8	FALSE	FALSE
Rnf167	chr11	FALSE	FALSE
Rnf168	chr16	FALSE	FALSE
Rnf169	chr7	FALSE	FALSE
Rnf17	chr14	FALSE	FALSE
Rnf170	chr8	FALSE	FALSE
Rnf180	chr13	FALSE	FALSE
Rnf181	chr6	FALSE	FALSE
Rnf182	chr13	TRUE	FALSE
Rnf183	chr4	FALSE	FALSE
Rnf185	chr11	FALSE	FALSE
Rnf186	chr4	FALSE	FALSE
Rnf187	chr11	FALSE	FALSE
Rnf19a	chr15	FALSE	FALSE
Rnf19b	chr4	FALSE	FALSE
Rnf2	chr1	FALSE	TRUE
Rnf20	chr4	FALSE	FALSE
Rnf207	chr4	FALSE	FALSE
Rnf208	chr2	FALSE	FALSE
Rnf212	chr5	FALSE	FALSE
Rnf212b	chr14	FALSE	FALSE
Rnf213	chr11	FALSE	FALSE
Rnf214	chr9	FALSE	FALSE
Rnf215	chr11	FALSE	FALSE
Rnf216	chr5	FALSE	TRUE
Rnf217	chr10	FALSE	FALSE
Rnf220	chr4	FALSE	TRUE
Rnf222	chr11	FALSE	FALSE
Rnf224	chr2	FALSE	FALSE
Rnf225	chr7	FALSE	FALSE
Rnf227	chr11	FALSE	FALSE
Rnf24	chr2	FALSE	FALSE
Rnf25	chr1	FALSE	FALSE
Rnf26	chr9	FALSE	FALSE
Rnf31	chr14	FALSE	FALSE
Rnf32	chr5	FALSE	FALSE
Rnf34	chr5	FALSE	FALSE
Rnf38	chr4	FALSE	FALSE
Rnf39	chr17	FALSE	FALSE
Rnf4	chr5	FALSE	FALSE
Rnf40	chr7	FALSE	FALSE
Rnf41	chr10	FALSE	FALSE
Rnf43	chr11	FALSE	FALSE
Rnf44	chr13	FALSE	FALSE
Rnf5	chr17	FALSE	FALSE
Rnf6	chr5	FALSE	FALSE
Rnf7	chr9	FALSE	FALSE
Rnf8	chr17	FALSE	FALSE
Rnft1	chr11	FALSE	FALSE
Rnft2	chr5	FALSE	FALSE
Rngtt	chr4	FALSE	TRUE
Rnh1	chr7	FALSE	FALSE
Rnmt	chr18	TRUE	FALSE
Rnpc3	chr3	FALSE	FALSE
Rnpep	chr1	FALSE	FALSE
Rnpepl1	chr1	FALSE	FALSE
Rnps1	chr17	FALSE	FALSE
Ro60	chr1	FALSE	FALSE
Robo1	chr16	FALSE	TRUE
Robo2	chr16	TRUE	FALSE
Robo3	chr9	FALSE	FALSE
Robo4	chr9	FALSE	FALSE
Rock1	chr18	FALSE	TRUE
Rock2	chr12	FALSE	FALSE
Rogdi	chr16	FALSE	FALSE
Rom1	chr19	FALSE	FALSE
Romo1	chr2	FALSE	FALSE
Ropn1	chr16	FALSE	TRUE
Ropn1l	chr15	FALSE	FALSE
Ror1	chr4	TRUE	FALSE
Ror2	chr13	FALSE	FALSE
Rora	chr9	FALSE	FALSE
Rorb	chr19	FALSE	FALSE
Rorc	chr3	FALSE	FALSE
Ros1	chr10	FALSE	FALSE
Rp1	chr1	FALSE	FALSE
Rp1l1	chr14	FALSE	FALSE
Rp2	chrX	FALSE	FALSE
Rp9	chr9	TRUE	FALSE
Rpa1	chr11	FALSE	FALSE
Rpa2	chr4	FALSE	FALSE
Rpa3	chr6	FALSE	FALSE
Rpain	chr11	FALSE	FALSE
Rpap1	chr2	FALSE	FALSE
Rpap2	chr5	FALSE	FALSE
Rpap3	chr15	FALSE	FALSE
Rpe	chr1	FALSE	FALSE
Rpe65	chr3	FALSE	TRUE
Rpf1	chr3	FALSE	FALSE
Rpf2	chr10	FALSE	FALSE
Rpgr	chrX	FALSE	FALSE
Rpgrip1	chr14	FALSE	FALSE
Rpgrip1l	chr8	FALSE	FALSE
Rph3a	chr5	FALSE	FALSE
Rph3al	chr11	FALSE	FALSE
Rpia	chr6	FALSE	FALSE
Rpl10	chrX	FALSE	FALSE
Rpl10a	chr17	FALSE	FALSE
Rpl10l	chr12	FALSE	FALSE
Rpl11	chr4	FALSE	TRUE
Rpl12	chr2	FALSE	FALSE
Rpl13	chr8	FALSE	FALSE
Rpl13a	chr7	FALSE	FALSE
Rpl14	chr9	FALSE	TRUE
Rpl15	chr14	FALSE	FALSE
Rpl17	chr18	FALSE	TRUE
Rpl18	chr7	FALSE	FALSE
Rpl18a	chr8	FALSE	FALSE
Rpl19	chr11	FALSE	FALSE
Rpl21	chr5	FALSE	FALSE
Rpl22	chr4	FALSE	TRUE
Rpl22l1	chr3	FALSE	TRUE
Rpl23	chr11	FALSE	FALSE
Rpl23a	chr11	FALSE	FALSE
Rpl24	chr16	FALSE	FALSE
Rpl26	chr11	FALSE	FALSE
Rpl27	chr11	FALSE	FALSE
Rpl27a	chr7	FALSE	FALSE
Rpl28	chr7	FALSE	FALSE
Rpl29	chr9	FALSE	FALSE
Rpl3	chr15	FALSE	FALSE
Rpl30	chr15	FALSE	FALSE
Rpl31	chr1	FALSE	FALSE
Rpl32	chr6	FALSE	FALSE
Rpl34	chr3	FALSE	FALSE
Rpl35	chr2	FALSE	FALSE
Rpl35a	chr16	FALSE	FALSE
Rpl36	chr17	FALSE	FALSE
Rpl36a	chrX	FALSE	FALSE
Rpl36al	chr12	FALSE	FALSE
Rpl37	chr15	FALSE	FALSE
Rpl37a	chr1	FALSE	FALSE
Rpl38	chr11	FALSE	TRUE
Rpl39	chrX	FALSE	FALSE
Rpl39l	chr16	FALSE	FALSE
Rpl3l	chr17	FALSE	FALSE
Rpl4	chr9	FALSE	FALSE
Rpl41	chr10	FALSE	FALSE
Rpl5	chr5	FALSE	FALSE
Rpl6	chr5	FALSE	FALSE
Rpl7	chr1	FALSE	FALSE
Rpl7a	chr2	FALSE	FALSE
Rpl7l1	chr17	FALSE	FALSE
Rpl8	chr15	FALSE	FALSE
Rpl9	chr5	FALSE	FALSE
Rplp0	chr5	FALSE	FALSE
Rplp1	chr9	FALSE	FALSE
Rplp2	chr7	FALSE	FALSE
Rpn1	chr6	FALSE	FALSE
Rpn2	chr2	FALSE	FALSE
Rpp14	chr14	FALSE	FALSE
Rpp21	chr17	FALSE	TRUE
Rpp25	chr9	FALSE	FALSE
Rpp25l	chr4	FALSE	FALSE
Rpp30	chr19	FALSE	FALSE
Rpp38	chr2	FALSE	FALSE
Rpp40	chr13	FALSE	FALSE
Rprd1a	chr18	FALSE	FALSE
Rprd1b	chr2	FALSE	FALSE
Rprd2	chr3	FALSE	FALSE
Rprm	chr2	FALSE	FALSE
Rprml	chr11	FALSE	TRUE
Rps10	chr17	FALSE	FALSE
Rps11	chr7	FALSE	FALSE
Rps12	chr10	FALSE	FALSE
Rps13	chr7	FALSE	FALSE
Rps14	chr18	TRUE	FALSE
Rps15	chr10	FALSE	FALSE
Rps15a	chr7	FALSE	TRUE
Rps16	chr7	FALSE	FALSE
Rps17	chr7	FALSE	FALSE
Rps18	chr17	FALSE	FALSE
Rps19	chr7	FALSE	FALSE
Rps19bp1	chr15	FALSE	FALSE
Rps2	chr17	FALSE	FALSE
Rps20	chr4	FALSE	FALSE
Rps21	chr2	FALSE	TRUE
Rps23	chr13	FALSE	FALSE
Rps23rg1	chr8	FALSE	FALSE
Rps24	chr14	FALSE	FALSE
Rps25	chr9	FALSE	FALSE
Rps26	chr10	FALSE	FALSE
Rps27	chr3	FALSE	FALSE
Rps27a	chr11	FALSE	FALSE
Rps27l	chr9	FALSE	FALSE
Rps28	chr17	FALSE	FALSE
Rps29	chr12	FALSE	FALSE
Rps3	chr7	FALSE	FALSE
Rps3a1	chr3	FALSE	FALSE
Rps4x	chrX	FALSE	FALSE
Rps5	chr7	FALSE	FALSE
Rps6	chr4	FALSE	FALSE
Rps6ka1	chr4	FALSE	FALSE
Rps6ka2	chr17	FALSE	FALSE
Rps6ka3	chrX	FALSE	FALSE
Rps6ka4	chr19	FALSE	FALSE
Rps6ka5	chr12	TRUE	FALSE
Rps6ka6	chrX	FALSE	FALSE
Rps6kb1	chr11	FALSE	FALSE
Rps6kb2	chr19	FALSE	FALSE
Rps6kc1	chr1	FALSE	FALSE
Rps6kl1	chr12	FALSE	FALSE
Rps7	chr12	FALSE	FALSE
Rps8	chr4	FALSE	FALSE
Rps9	chr7	FALSE	FALSE
Rpsa	chr9	FALSE	FALSE
Rptn	chr3	FALSE	TRUE
Rptor	chr11	FALSE	FALSE
Rpusd1	chr17	FALSE	FALSE
Rpusd2	chr2	FALSE	FALSE
Rpusd3	chr6	FALSE	FALSE
Rpusd4	chr9	FALSE	FALSE
Rrad	chr8	FALSE	FALSE
Rraga	chr4	FALSE	FALSE
Rragb	chrX	FALSE	FALSE
Rragc	chr4	FALSE	TRUE
Rragd	chr4	FALSE	FALSE
Rras	chr7	FALSE	FALSE
Rras2	chr7	FALSE	FALSE
Rrbp1	chr2	FALSE	FALSE
Rreb1	chr13	FALSE	FALSE
Rrh	chr3	FALSE	FALSE
Rrm1	chr7	FALSE	FALSE
Rrm2	chr12	FALSE	FALSE
Rrm2b	chr15	FALSE	FALSE
Rrn3	chr16	FALSE	FALSE
Rrp1	chr10	FALSE	FALSE
Rrp12	chr19	FALSE	FALSE
Rrp15	chr1	FALSE	TRUE
Rrp1b	chr17	FALSE	TRUE
Rrp36	chr17	FALSE	FALSE
Rrp7a	chr15	FALSE	TRUE
Rrp8	chr7	FALSE	FALSE
Rrp9	chr9	FALSE	FALSE
Rrs1	chr1	FALSE	FALSE
Rs1	chrX	FALSE	FALSE
Rsad1	chr11	FALSE	FALSE
Rsad2	chr12	FALSE	FALSE
Rsbn1	chr3	FALSE	FALSE
Rsbn1l	chr5	FALSE	FALSE
Rsc1a1	chr4	FALSE	FALSE
Rsf1	chr7	FALSE	FALSE
Rskr	chr11	FALSE	FALSE
Rsl1	chr13	FALSE	FALSE
Rsl1d1	chr16	FALSE	FALSE
Rsl24d1	chr9	FALSE	TRUE
Rslcan18	chr13	FALSE	FALSE
Rsph1	chr17	FALSE	FALSE
Rsph14	chr10	FALSE	FALSE
Rsph3a	chr17	FALSE	FALSE
Rsph3b	chr17	FALSE	FALSE
Rsph4a	chr10	FALSE	FALSE
Rsph6a	chr7	FALSE	FALSE
Rsph9	chr17	FALSE	FALSE
Rspo1	chr4	FALSE	TRUE
Rspo2	chr15	FALSE	FALSE
Rspo3	chr10	FALSE	TRUE
Rspo4	chr2	FALSE	FALSE
Rspry1	chr8	FALSE	FALSE
Rsrc1	chr3	FALSE	TRUE
Rsrc2	chr5	FALSE	FALSE
Rsrp1	chr4	FALSE	FALSE
Rsu1	chr2	FALSE	TRUE
Rtbdn	chr8	FALSE	FALSE
Rtca	chr3	FALSE	FALSE
Rtcb	chr10	FALSE	FALSE
Rtel1	chr2	FALSE	FALSE
Rtf1	chr2	FALSE	FALSE
Rtf2	chr2	FALSE	FALSE
Rtkn	chr6	FALSE	FALSE
Rtkn2	chr10	FALSE	TRUE
Rtl1	chr12	FALSE	FALSE
Rtl3	chrX	FALSE	TRUE
Rtl4	chrX	FALSE	FALSE
Rtl5	chrX	FALSE	FALSE
Rtl6	chr15	FALSE	TRUE
Rtl9	chrX	FALSE	TRUE
Rtn1	chr12	FALSE	FALSE
Rtn2	chr7	FALSE	FALSE
Rtn3	chr19	FALSE	FALSE
Rtn4	chr11	FALSE	FALSE
Rtn4ip1	chr10	FALSE	TRUE
Rtn4r	chr16	FALSE	FALSE
Rtn4rl1	chr11	FALSE	FALSE
Rtn4rl2	chr2	FALSE	FALSE
Rtp1	chr16	FALSE	TRUE
Rtp2	chr16	FALSE	TRUE
Rtp3	chr9	FALSE	FALSE
Rtp4	chr16	FALSE	TRUE
Rtraf	chr14	FALSE	FALSE
Rttn	chr18	FALSE	FALSE
Rubcn	chr16	FALSE	FALSE
Rubcnl	chr14	FALSE	FALSE
Rufy1	chr11	FALSE	FALSE
Rufy2	chr10	FALSE	FALSE
Rufy3	chr5	FALSE	FALSE
Rufy4	chr1	FALSE	TRUE
Rundc1	chr11	FALSE	FALSE
Rundc3a	chr11	FALSE	FALSE
Rundc3b	chr5	FALSE	FALSE
Runx1	chr16	FALSE	FALSE
Runx1t1	chr4	TRUE	TRUE
Runx2	chr17	FALSE	FALSE
Runx3	chr4	FALSE	TRUE
Rusc1	chr3	FALSE	FALSE
Rusc2	chr4	FALSE	FALSE
Ruvbl1	chr6	TRUE	FALSE
Ruvbl2	chr7	FALSE	FALSE
Rwdd1	chr10	FALSE	FALSE
Rwdd2a	chr9	FALSE	FALSE
Rwdd2b	chr16	FALSE	FALSE
Rwdd3	chr3	TRUE	FALSE
Rwdd4a	chr8	FALSE	FALSE
Rxfp1	chr3	FALSE	FALSE
Rxfp2	chr5	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Rxfp4	chr3	FALSE	FALSE
Rxra	chr2	FALSE	FALSE
Rxrb	chr17	FALSE	FALSE
Rxrg	chr1	FALSE	FALSE
Rxylt1	chr10	FALSE	TRUE
Rybp	chr6	FALSE	TRUE
Ryk	chr9	FALSE	FALSE
Ryr1	chr7	FALSE	FALSE
Ryr2	chr13	FALSE	FALSE
Ryr3	chr2	FALSE	FALSE
S100a1	chr3	FALSE	FALSE
S100a10	chr3	FALSE	TRUE
S100a11	chr3	FALSE	TRUE
S100a13	chr3	FALSE	FALSE
S100a14	chr3	FALSE	FALSE
S100a16	chr3	FALSE	FALSE
S100a2	chr3	FALSE	FALSE
S100a3	chr3	FALSE	FALSE
S100a4	chr3	FALSE	FALSE
S100a5	chr3	FALSE	FALSE
S100a6	chr3	FALSE	FALSE
S100a7a	chr3	FALSE	FALSE
S100a7l2	chr3	FALSE	FALSE
S100a8	chr3	FALSE	FALSE
S100a9	chr3	FALSE	FALSE
S100b	chr10	FALSE	FALSE
S100g	chrX	FALSE	FALSE
S100pbp	chr4	FALSE	FALSE
S100z	chr13	FALSE	FALSE
S1pr1	chr3	FALSE	TRUE
S1pr2	chr9	FALSE	FALSE
S1pr3	chr13	FALSE	TRUE
S1pr4	chr10	FALSE	FALSE
S1pr5	chr9	FALSE	FALSE
Saa1	chr7	FALSE	FALSE
Saa2	chr7	FALSE	FALSE
Saa3	chr7	TRUE	FALSE
Saa4	chr7	FALSE	FALSE
Saal1	chr7	FALSE	FALSE
Sac3d1	chr19	FALSE	FALSE
Sacm1l	chr9	FALSE	FALSE
Sacs	chr14	FALSE	FALSE
Sae1	chr7	FALSE	FALSE
Safb	chr17	FALSE	FALSE
Safb2	chr17	FALSE	FALSE
Sag	chr1	FALSE	FALSE
Sall1	chr8	FALSE	FALSE
Sall2	chr14	FALSE	FALSE
Sall3	chr18	FALSE	FALSE
Sall4	chr2	FALSE	FALSE
Samd1	chr8	FALSE	FALSE
Samd10	chr2	FALSE	FALSE
Samd11	chr4	FALSE	FALSE
Samd12	chr15	TRUE	FALSE
Samd13	chr3	FALSE	FALSE
Samd14	chr11	FALSE	FALSE
Samd15	chr12	FALSE	FALSE
Samd3	chr10	FALSE	TRUE
Samd4	chr14	FALSE	FALSE
Samd4b	chr7	FALSE	FALSE
Samd5	chr10	FALSE	TRUE
Samd7	chr3	FALSE	FALSE
Samd8	chr14	FALSE	FALSE
Samd9l	chr6	FALSE	FALSE
Samhd1	chr2	FALSE	FALSE
Samm50	chr15	FALSE	TRUE
Samsn1	chr16	FALSE	FALSE
Samt1	chrX	FALSE	FALSE
Samt1d	chrX	FALSE	FALSE
Samt2	chrX	FALSE	FALSE
Samt2b	chrX	FALSE	FALSE
Samt3	chrX	FALSE	FALSE
Samt4	chrX	FALSE	FALSE
Sap130	chr18	FALSE	FALSE
Sap18	chr14	FALSE	FALSE
Sap18b	chr8	FALSE	FALSE
Sap25	chr5	FALSE	FALSE
Sap30	chr8	TRUE	FALSE
Sap30bp	chr11	FALSE	FALSE
Sap30l	chr11	FALSE	FALSE
Sapcd1	chr17	FALSE	FALSE
Sapcd2	chr2	FALSE	FALSE
Sar1a	chr10	FALSE	FALSE
Sar1b	chr11	FALSE	FALSE
Saraf	chr8	FALSE	FALSE
Sardh	chr2	FALSE	TRUE
Sarm1	chr11	FALSE	FALSE
Sarnp	chr10	FALSE	FALSE
Sars2	chr7	FALSE	FALSE
Sart1	chr19	FALSE	FALSE
Sart3	chr5	FALSE	FALSE
Sash1	chr10	FALSE	TRUE
Sash3	chrX	FALSE	FALSE
Sass6	chr3	FALSE	FALSE
Sat1	chrX	FALSE	FALSE
Sat2	chr11	FALSE	FALSE
Satb1	chr17	FALSE	FALSE
Satb2	chr1	FALSE	TRUE
Satl1	chrX	FALSE	FALSE
Sav1	chr12	FALSE	FALSE
Saxo1	chr4	FALSE	FALSE
Saxo2	chr7	FALSE	FALSE
Saysd1	chr14	FALSE	TRUE
Sbds	chr5	FALSE	FALSE
Sbf1	chr15	FALSE	FALSE
Sbf2	chr7	FALSE	FALSE
Sbk1	chr7	FALSE	FALSE
Sbk2	chr7	FALSE	FALSE
Sbk3	chr7	FALSE	FALSE
Sbno1	chr5	FALSE	FALSE
Sbno2	chr10	FALSE	FALSE
Sbp	chr17	FALSE	FALSE
Sbpl	chr17	FALSE	FALSE
Sbsn	chr7	FALSE	FALSE
Sbspon	chr1	FALSE	FALSE
Sc5d	chr9	FALSE	TRUE
Scaf1	chr7	FALSE	FALSE
Scaf11	chr15	FALSE	FALSE
Scaf4	chr16	FALSE	TRUE
Scaf8	chr17	FALSE	FALSE
Scai	chr2	FALSE	FALSE
Scamp1	chr13	FALSE	FALSE
Scamp2	chr9	FALSE	FALSE
Scamp3	chr3	FALSE	FALSE
Scamp4	chr10	FALSE	FALSE
Scamp5	chr9	FALSE	FALSE
Scand1	chr2	FALSE	FALSE
Scap	chr9	FALSE	FALSE
Scaper	chr9	FALSE	FALSE
Scara3	chr14	FALSE	FALSE
Scara5	chr14	FALSE	FALSE
Scarb1	chr5	FALSE	FALSE
Scarb2	chr5	FALSE	FALSE
Scarf1	chr11	FALSE	FALSE
Scarf2	chr16	FALSE	FALSE
Sccpdh	chr1	FALSE	FALSE
Scd1	chr19	TRUE	FALSE
Scd2	chr19	FALSE	FALSE
Scd3	chr19	FALSE	FALSE
Scd4	chr19	FALSE	FALSE
Scel	chr14	FALSE	FALSE
Scfd1	chr12	FALSE	FALSE
Scfd2	chr5	TRUE	FALSE
Scg2	chr1	TRUE	TRUE
Scg3	chr9	FALSE	FALSE
Scg5	chr2	FALSE	FALSE
Scgb1a1	chr19	FALSE	FALSE
Scgb1b12	chr7	FALSE	FALSE
Scgb1b19	chr7	TRUE	FALSE
Scgb1b2	chr7	FALSE	FALSE
Scgb1b20	chr7	FALSE	FALSE
Scgb1b24	chr7	FALSE	FALSE
Scgb1b27	chr7	FALSE	FALSE
Scgb1b29	chr7	FALSE	FALSE
Scgb1b3	chr7	FALSE	FALSE
Scgb1b30	chr7	FALSE	FALSE
Scgb1b7	chr7	FALSE	FALSE
Scgb1c1	chr7	FALSE	FALSE
Scgb2b11	chr7	FALSE	FALSE
Scgb2b12	chr7	FALSE	FALSE
Scgb2b18	chr7	FALSE	FALSE
Scgb2b19	chr7	FALSE	FALSE
Scgb2b2	chr7	FALSE	FALSE
Scgb2b20	chr7	FALSE	FALSE
Scgb2b21	chr7	FALSE	FALSE
Scgb2b24	chr7	FALSE	FALSE
Scgb2b26	chr7	FALSE	FALSE
Scgb2b27	chr7	FALSE	FALSE
Scgb2b3	chr7	FALSE	FALSE
Scgb2b7	chr7	FALSE	FALSE
Scgb3a1	chr11	FALSE	FALSE
Scgb3a2	chr18	FALSE	FALSE
Scgn	chr13	FALSE	FALSE
Schip1	chr3	TRUE	FALSE
Scimp	chr11	FALSE	FALSE
Scin	chr12	FALSE	FALSE
Sclt1	chr3	FALSE	FALSE
Scly	chr1	FALSE	FALSE
Scmh1	chr4	FALSE	FALSE
Scml2	chrX	FALSE	FALSE
Scml4	chr10	FALSE	TRUE
Scn10a	chr9	FALSE	TRUE
Scn11a	chr9	FALSE	TRUE
Scn1a	chr2	FALSE	FALSE
Scn1b	chr7	FALSE	FALSE
Scn2a	chr2	FALSE	FALSE
Scn2b	chr9	FALSE	FALSE
Scn3a	chr2	FALSE	TRUE
Scn3b	chr9	FALSE	FALSE
Scn4a	chr11	FALSE	FALSE
Scn4b	chr9	FALSE	FALSE
Scn5a	chr9	FALSE	TRUE
Scn7a	chr2	FALSE	TRUE
Scn8a	chr15	FALSE	FALSE
Scn9a	chr2	FALSE	TRUE
Scnm1	chr3	FALSE	FALSE
Scnn1a	chr6	FALSE	FALSE
Scnn1b	chr7	FALSE	TRUE
Scnn1g	chr7	FALSE	FALSE
Sco1	chr11	FALSE	FALSE
Sco2	chr15	FALSE	FALSE
Scoc	chr8	FALSE	FALSE
Scp2	chr4	FALSE	FALSE
Scp2d1	chr2	FALSE	FALSE
Scpep1	chr11	FALSE	FALSE
Scrg1	chr8	FALSE	FALSE
Scrib	chr15	FALSE	FALSE
Scrn1	chr6	FALSE	FALSE
Scrn2	chr11	FALSE	FALSE
Scrn3	chr2	FALSE	FALSE
Scrt1	chr15	FALSE	FALSE
Scrt2	chr2	FALSE	FALSE
Sct	chr7	FALSE	FALSE
Sctr	chr1	FALSE	FALSE
Scube1	chr15	FALSE	TRUE
Scube2	chr7	TRUE	FALSE
Scube3	chr17	FALSE	FALSE
Scx	chr15	FALSE	FALSE
Scyl1	chr19	FALSE	FALSE
Scyl2	chr10	FALSE	FALSE
Scyl3	chr1	FALSE	FALSE
Sdad1	chr5	FALSE	FALSE
Sdc1	chr12	FALSE	FALSE
Sdc2	chr15	TRUE	FALSE
Sdc3	chr4	FALSE	FALSE
Sdc4	chr2	FALSE	FALSE
Sdcbp	chr4	FALSE	FALSE
Sdcbp2	chr2	FALSE	FALSE
Sdccag8	chr1	TRUE	FALSE
Sde2	chr1	FALSE	FALSE
Sdf2	chr11	FALSE	FALSE
Sdf2l1	chr16	FALSE	FALSE
Sdf4	chr4	FALSE	FALSE
Sdha	chr13	FALSE	FALSE
Sdhaf1	chr7	FALSE	FALSE
Sdhaf2	chr19	FALSE	FALSE
Sdhaf3	chr6	FALSE	FALSE
Sdhaf4	chr1	FALSE	FALSE
Sdhb	chr4	FALSE	FALSE
Sdhc	chr1	FALSE	FALSE
Sdhd	chr9	FALSE	FALSE
Sdk1	chr5	FALSE	FALSE
Sdk2	chr11	FALSE	TRUE
Sdr16c5	chr4	FALSE	FALSE
Sdr16c6	chr4	FALSE	FALSE
Sdr39u1	chr14	FALSE	FALSE
Sdr42e1	chr8	FALSE	FALSE
Sdr9c7	chr10	FALSE	FALSE
Sds	chr5	FALSE	FALSE
Sdsl	chr5	FALSE	TRUE
Sebox	chr11	FALSE	FALSE
Sec1	chr7	FALSE	FALSE
Sec11a	chr7	FALSE	FALSE
Sec11c	chr18	FALSE	FALSE
Sec13	chr6	FALSE	FALSE
Sec14l1	chr11	FALSE	FALSE
Sec14l2	chr11	FALSE	FALSE
Sec14l3	chr11	FALSE	FALSE
Sec14l4	chr11	FALSE	FALSE
Sec14l5	chr16	FALSE	FALSE
Sec16a	chr2	FALSE	TRUE
Sec16b	chr1	FALSE	FALSE
Sec22a	chr16	FALSE	FALSE
Sec22b	chr3	FALSE	FALSE
Sec22c	chr9	FALSE	FALSE
Sec23a	chr12	FALSE	FALSE
Sec23b	chr2	FALSE	FALSE
Sec23ip	chr7	FALSE	TRUE
Sec24a	chr11	FALSE	FALSE
Sec24b	chr3	FALSE	TRUE
Sec24c	chr14	FALSE	FALSE
Sec24d	chr3	FALSE	FALSE
Sec31a	chr5	FALSE	FALSE
Sec31b	chr19	FALSE	FALSE
Sec61a1	chr6	FALSE	FALSE
Sec61a2	chr2	FALSE	FALSE
Sec61b	chr4	FALSE	FALSE
Sec61g	chr11	FALSE	FALSE
Sec62	chr3	FALSE	FALSE
Sec63	chr10	FALSE	FALSE
Secisbp2	chr13	FALSE	FALSE
Secisbp2l	chr2	FALSE	FALSE
Sectm1a	chr11	FALSE	FALSE
Sectm1b	chr11	FALSE	FALSE
Seh1l	chr18	FALSE	FALSE
Sel1l	chr12	FALSE	TRUE
Sel1l2	chr2	FALSE	FALSE
Sel1l3	chr5	FALSE	FALSE
Sele	chr1	FALSE	FALSE
Selenbp1	chr3	FALSE	FALSE
Selenbp2	chr3	FALSE	FALSE
Selenof	chr3	FALSE	FALSE
Selenoh	chr2	FALSE	FALSE
Selenoi	chr5	FALSE	FALSE
Selenok	chr14	FALSE	FALSE
Selenom	chr11	FALSE	FALSE
Selenon	chr4	FALSE	FALSE
Selenoo	chr15	FALSE	FALSE
Selenop	chr15	FALSE	FALSE
Selenos	chr7	FALSE	FALSE
Selenot	chr3	FALSE	FALSE
Selenov	chr7	FALSE	FALSE
Selenow	chr7	FALSE	FALSE
Sell	chr1	FALSE	FALSE
Selp	chr1	FALSE	FALSE
Selplg	chr5	FALSE	FALSE
Sem1	chr6	FALSE	FALSE
Sema3a	chr5	TRUE	FALSE
Sema3b	chr9	FALSE	FALSE
Sema3c	chr5	FALSE	FALSE
Sema3d	chr5	FALSE	FALSE
Sema3e	chr5	TRUE	FALSE
Sema3f	chr9	FALSE	TRUE
Sema3g	chr14	FALSE	FALSE
Sema4a	chr3	FALSE	FALSE
Sema4b	chr7	FALSE	FALSE
Sema4c	chr1	FALSE	FALSE
Sema4d	chr13	FALSE	FALSE
Sema4f	chr6	FALSE	FALSE
Sema4g	chr19	FALSE	FALSE
Sema5a	chr15	FALSE	FALSE
Sema5b	chr16	FALSE	FALSE
Sema6a	chr18	TRUE	FALSE
Sema6b	chr17	FALSE	FALSE
Sema6c	chr3	FALSE	FALSE
Sema6d	chr2	TRUE	TRUE
Sema7a	chr9	FALSE	FALSE
Senp1	chr15	FALSE	FALSE
Senp2	chr16	FALSE	FALSE
Senp3	chr11	FALSE	FALSE
