gene_name	chr	MeCP2_up	K27me3_up
Akna	chr4	FALSE	TRUE
Tox	chr4	FALSE	FALSE
Col9a2	chr4	FALSE	FALSE
Rhebl1	chr15	FALSE	TRUE
Coch	chr12	FALSE	FALSE
Tdrd6	chr17	FALSE	FALSE
Gpr50	chrX	FALSE	FALSE
Mmp14	chr14	FALSE	TRUE
Smpd5	chr15	TRUE	FALSE
Cbx8	chr11	FALSE	TRUE
Insl3	chr8	FALSE	TRUE
Chst13	chr6	TRUE	TRUE
Tent5a	chr9	FALSE	FALSE
Penk	chr4	FALSE	FALSE
Sorcs1	chr19	TRUE	FALSE
Dipk1c	chr18	FALSE	FALSE
Cfc1	chr1	TRUE	TRUE
Rab27b	chr18	TRUE	FALSE
Grb10	chr11	TRUE	FALSE
Tnfrsf25	chr4	TRUE	FALSE
Tmem179	chr12	FALSE	FALSE
Adra2a	chr19	TRUE	FALSE
Fgf6	chr6	FALSE	FALSE
Ppy	chr11	TRUE	TRUE
Htr5b	chr1	FALSE	FALSE
Ccdc27	chr4	TRUE	FALSE
Irx2	chr13	TRUE	FALSE
En1	chr1	TRUE	TRUE
Rprm	chr2	FALSE	FALSE
Tert	chr13	FALSE	TRUE
Dmrt2	chr19	TRUE	FALSE
Creb3l1	chr2	FALSE	FALSE
Spp2	chr1	FALSE	FALSE
Bmp2	chr2	FALSE	FALSE
Chsy3	chr18	FALSE	FALSE
Orm1	chr4	TRUE	FALSE
Ctxn3	chr18	FALSE	TRUE
Kcna5	chr6	TRUE	FALSE
Stc1	chr14	FALSE	FALSE
Celsr1	chr15	TRUE	TRUE
Gpc6	chr14	FALSE	FALSE
Pdlim3	chr8	FALSE	TRUE
Otp	chr13	FALSE	FALSE
Gpr12	chr5	FALSE	FALSE
Arhgap40	chr2	FALSE	FALSE
Tal1	chr4	FALSE	TRUE
Tpbgl	chr7	FALSE	TRUE
Msx2	chr13	FALSE	FALSE
Fam170b	chr14	TRUE	FALSE
Sphk1	chr11	TRUE	FALSE
Gpc4	chrX	FALSE	FALSE
Sox17	chr1	FALSE	FALSE
Hs3st3a1	chr11	FALSE	FALSE
Kank3	chr17	FALSE	TRUE
Jph2	chr2	FALSE	FALSE
Comp	chr8	TRUE	FALSE
Sp8	chr12	FALSE	FALSE
Psapl1	chr5	FALSE	FALSE
Cyp26b1	chr6	TRUE	FALSE
Zc3h12a	chr4	FALSE	TRUE
Slc16a3	chr11	FALSE	TRUE
Prss16	chr13	FALSE	FALSE
Psmb9	chr17	TRUE	FALSE
Foxi3	chr6	FALSE	FALSE
Fbxo39	chr11	FALSE	TRUE
Snx33	chr9	FALSE	TRUE
Gpr20	chr15	FALSE	FALSE
Oxt	chr2	TRUE	FALSE
Plpp3	chr4	FALSE	FALSE
Sash1	chr10	TRUE	FALSE
Klf14	chr6	FALSE	FALSE
Pfn3	chr13	TRUE	FALSE
Pou3f1	chr4	FALSE	FALSE
Foxl1	chr8	FALSE	TRUE
Hoxb1	chr11	FALSE	FALSE
Cyyr1	chr16	TRUE	TRUE
Tubb2b	chr13	FALSE	TRUE
Slit1	chr19	TRUE	FALSE
Tes	chr6	TRUE	FALSE
Thbs4	chr13	FALSE	TRUE
Syngr2	chr11	TRUE	TRUE
Hmx3	chr7	FALSE	FALSE
