gene_name	chr	mch_hyper	convergent_2plus
Lrig3	chr10	FALSE	TRUE
Gas6	chr8	FALSE	FALSE
Tbkbp1	chr11	FALSE	FALSE
Slc30a3	chr5	FALSE	FALSE
Cdc5l	chr17	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Col22a1	chr15	FALSE	FALSE
Arhgap24	chr5	FALSE	FALSE
Abhd2	chr7	FALSE	FALSE
Gtf3c3	chr1	FALSE	FALSE
Ggta1	chr2	FALSE	FALSE
Fbxl2	chr9	FALSE	FALSE
Sgpp2	chr1	FALSE	FALSE
Kdm2a	chr19	FALSE	FALSE
Slc12a1	chr2	TRUE	FALSE
Cnksr3	chr10	FALSE	FALSE
Stk32b	chr5	FALSE	FALSE
Epc1	chr18	FALSE	FALSE
Setd5	chr6	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Lcp1	chr14	FALSE	FALSE
Sema3e	chr5	TRUE	FALSE
Nkain2	chr10	FALSE	FALSE
Fchsd2	chr7	FALSE	FALSE
N4bp1	chr8	FALSE	FALSE
Hk2	chr6	TRUE	FALSE
Clec2l	chr6	FALSE	FALSE
Nt5m	chr11	FALSE	FALSE
Naa50	chr16	FALSE	FALSE
Nr2c2	chr6	FALSE	FALSE
Col6a5	chr9	FALSE	FALSE
Gm19935	chr8	FALSE	FALSE
9930021J03Rik	chr19	FALSE	FALSE
Flt1	chr5	FALSE	FALSE
Spsb4	chr9	FALSE	FALSE
Podxl	chr6	FALSE	FALSE
Chst11	chr10	FALSE	FALSE
Plcb2	chr2	FALSE	FALSE
Cep192	chr18	FALSE	FALSE
Atp11b	chr3	FALSE	FALSE
Plcb3	chr19	FALSE	FALSE
Ralgapb	chr2	FALSE	FALSE
Mr1	chr1	FALSE	FALSE
Galnt5	chr2	TRUE	TRUE
Grk4	chr5	FALSE	FALSE
Lin28b	chr10	FALSE	FALSE
Pak2	chr16	FALSE	FALSE
Unc5cl	chr17	FALSE	TRUE
Col4a6	chrX	FALSE	FALSE
Bcorl1	chrX	FALSE	FALSE
Ctif	chr18	FALSE	FALSE
Spen	chr4	FALSE	FALSE
Srrm3	chr5	FALSE	FALSE
Ppp1r3a	chr6	FALSE	FALSE
Plvap	chr8	FALSE	FALSE
Epha7	chr4	TRUE	TRUE
Ago1	chr4	FALSE	FALSE
Recql5	chr11	FALSE	FALSE
0610040J01Rik	chr5	FALSE	FALSE
Desi2	chr1	FALSE	FALSE
Synrg	chr11	FALSE	FALSE
Tut7	chr13	FALSE	FALSE
Cacna1d	chr14	FALSE	FALSE
Yeats2	chr16	FALSE	FALSE
Samd8	chr14	FALSE	FALSE
Bpi	chr2	FALSE	FALSE
Tmod1	chr4	FALSE	FALSE
Herc2	chr7	FALSE	FALSE
Mrtfb	chr16	FALSE	FALSE
Scn2a	chr2	FALSE	FALSE
Sos2	chr12	FALSE	FALSE
Pdgfrl	chr8	TRUE	FALSE
Slc31a1	chr4	FALSE	FALSE
Pspc1	chr14	FALSE	FALSE
Tns4	chr11	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Fign	chr2	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Rasgrf1	chr9	FALSE	FALSE
Csnk1e	chr15	FALSE	FALSE
Gprin2	chr14	FALSE	FALSE
Ptprb	chr10	TRUE	FALSE
Top1	chr2	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Trib2	chr12	FALSE	FALSE
Cyb5r4	chr9	FALSE	FALSE
Ptpn13	chr5	FALSE	FALSE
Apmap	chr2	FALSE	FALSE
Kcnk5	chr14	FALSE	FALSE
Pdzd2	chr15	FALSE	FALSE
Msh2	chr17	FALSE	FALSE
Rab10	chr12	FALSE	FALSE
Rab11fip3	chr17	FALSE	FALSE
Trmt11	chr10	FALSE	FALSE
Dtx2	chr5	FALSE	FALSE
Zmym4	chr4	FALSE	FALSE
Pisd	chr5	FALSE	FALSE
Resf1	chr6	FALSE	FALSE
Cxadr	chr16	FALSE	FALSE
Tbc1d31	chr15	TRUE	TRUE
Rasgrp2	chr19	FALSE	FALSE
Kctd1	chr18	FALSE	FALSE
Nt5e	chr9	FALSE	FALSE
Papss2	chr19	FALSE	FALSE
Epm2a	chr10	FALSE	FALSE
Lep	chr6	TRUE	TRUE
1110059E24Rik	chr19	FALSE	FALSE
Tfdp2	chr9	FALSE	FALSE
Rufy1	chr11	FALSE	FALSE
Supt16	chr14	FALSE	FALSE
Ace2	chrX	TRUE	FALSE
Stxbp1	chr2	FALSE	FALSE
Runx3	chr4	FALSE	FALSE
Phc3	chr3	FALSE	FALSE
Vipr1	chr9	FALSE	FALSE
Spi1	chr2	FALSE	FALSE
Xpo7	chr14	FALSE	FALSE
Lmf2	chr15	FALSE	FALSE
Eaf2	chr16	FALSE	FALSE
Slc41a2	chr10	FALSE	FALSE
Atl3	chr19	FALSE	FALSE
Slc26a8	chr17	FALSE	FALSE
Akap9	chr5	FALSE	FALSE
Slc12a3	chr8	FALSE	FALSE
Pear1	chr3	FALSE	FALSE
Map3k9	chr12	FALSE	FALSE
Tbl1xr1	chr3	FALSE	FALSE
Pdzd8	chr19	FALSE	FALSE
Ehd1	chr19	FALSE	FALSE
Neurod4	chr10	TRUE	FALSE
Zfp658	chr7	FALSE	FALSE
Cdc14b	chr13	FALSE	FALSE
Sec23a	chr12	FALSE	FALSE
Cdyl2	chr8	FALSE	TRUE
Tmem38a	chr8	FALSE	FALSE
Col6a3	chr1	FALSE	FALSE
Slc35f4	chr14	TRUE	FALSE
Rhbdl2	chr4	FALSE	FALSE
Tvp23a	chr16	FALSE	FALSE
Baz1a	chr12	FALSE	FALSE
Tspear	chr10	FALSE	FALSE
Pacc1	chr1	FALSE	FALSE
D630003M21Rik	chr2	FALSE	FALSE
Evc	chr5	FALSE	FALSE
Rassf3	chr10	FALSE	TRUE
Abhd12	chr2	FALSE	FALSE
Ada	chr2	FALSE	FALSE
Pmm2	chr16	FALSE	FALSE
Greb1	chr12	FALSE	FALSE
Ppp1r9a	chr6	FALSE	FALSE
Ift122	chr6	TRUE	FALSE
Kmt5b	chr19	FALSE	TRUE
Unc80	chr1	FALSE	FALSE
Stk31	chr6	FALSE	TRUE
Pskh1	chr8	FALSE	FALSE
Efs	chr14	FALSE	FALSE
1190005I06Rik	chr8	FALSE	FALSE
Rdh5	chr10	TRUE	TRUE
Zdhhc21	chr4	FALSE	FALSE
Cacna2d3	chr14	FALSE	FALSE
Pcdha3	chr18	FALSE	FALSE
Numa1	chr7	FALSE	FALSE
Arid4a	chr12	FALSE	FALSE
Faah	chr4	FALSE	FALSE
Arhgap20	chr9	FALSE	FALSE
Cd300ld3	chr11	TRUE	FALSE
Dpysl5	chr5	FALSE	FALSE
Frmd4b	chr6	FALSE	FALSE
Itm2c	chr1	TRUE	TRUE
Osbpl3	chr6	TRUE	FALSE
Zfyve26	chr12	FALSE	FALSE
Gbe1	chr16	FALSE	TRUE
Drg1	chr11	FALSE	FALSE
Arhgap5	chr12	FALSE	FALSE
Tnnt2	chr1	FALSE	FALSE
Rgs16	chr1	FALSE	FALSE
Col4a3	chr1	FALSE	FALSE
Tfeb	chr17	FALSE	FALSE
C1qtnf7	chr5	FALSE	FALSE
Abcg2	chr6	FALSE	FALSE
Zfp420	chr7	FALSE	FALSE
Gpr82	chrX	FALSE	FALSE
Ptk7	chr17	FALSE	FALSE
Chrna4	chr2	FALSE	FALSE
Dzip1	chr14	FALSE	FALSE
Acsf3	chr8	FALSE	FALSE
Piezo1	chr8	FALSE	FALSE
Erbb2	chr11	FALSE	FALSE
Ino80	chr2	FALSE	FALSE
Ncor1	chr11	FALSE	FALSE
Abcc5	chr16	FALSE	FALSE
Fam20a	chr11	FALSE	FALSE
Cald1	chr6	FALSE	TRUE
Sh3rf3	chr10	FALSE	FALSE
Crkl	chr16	FALSE	FALSE
Crb1	chr1	FALSE	FALSE
Rabgap1	chr2	FALSE	FALSE
4930444P10Rik	chr1	FALSE	TRUE
Jag2	chr12	FALSE	FALSE
Zfp644	chr5	FALSE	FALSE
Gm27021	chr8	FALSE	FALSE
Scd1	chr19	TRUE	TRUE
Tex26	chr5	FALSE	FALSE
Vwa8	chr14	TRUE	FALSE
Masp1	chr16	FALSE	FALSE
Lmln	chr16	FALSE	FALSE
Stat5b	chr11	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Socs2	chr10	FALSE	FALSE
Mylk	chr16	FALSE	FALSE
Mnd1	chr3	FALSE	FALSE
Acoxl	chr2	FALSE	FALSE
Ankrd34b	chr13	FALSE	FALSE
Cr2	chr1	FALSE	FALSE
Parp4	chr14	FALSE	FALSE
Ppfia1	chr7	FALSE	FALSE
Dcp2	chr18	FALSE	FALSE
Agpat4	chr17	FALSE	FALSE
Nek11	chr9	FALSE	FALSE
Rheb	chr5	FALSE	FALSE
Tspan32	chr7	FALSE	FALSE
Mccc2	chr13	FALSE	FALSE
Agap3	chr5	FALSE	FALSE
Lrpprc	chr17	FALSE	FALSE
Scfd2	chr5	TRUE	TRUE
Atrn	chr2	FALSE	FALSE
Qrfprl	chr6	FALSE	FALSE
Gucy1a2	chr9	FALSE	FALSE
Pxdn	chr12	FALSE	FALSE
Asap3	chr4	FALSE	FALSE
Gpd2	chr2	FALSE	TRUE
Hdhd2	chr18	FALSE	FALSE
Nxpe2	chr9	FALSE	FALSE
Kif6	chr17	FALSE	FALSE
Epb41l4b	chr4	FALSE	FALSE
Txndc11	chr16	FALSE	FALSE
Eepd1	chr9	TRUE	FALSE
Tax1bp1	chr6	FALSE	FALSE
Srcin1	chr11	FALSE	FALSE
Cox16	chr12	FALSE	FALSE
Pcdha2	chr18	FALSE	FALSE
Saa3	chr7	TRUE	TRUE
Lonrf1	chr8	FALSE	TRUE
Pinx1	chr14	FALSE	FALSE
Nsd2	chr5	FALSE	FALSE
Hdx	chrX	FALSE	FALSE
Igfbp7	chr5	FALSE	FALSE
Sumo1	chr1	TRUE	FALSE
Ppp1r14c	chr10	FALSE	FALSE
Slc16a9	chr10	FALSE	FALSE
Dnah17	chr11	FALSE	FALSE
Clock	chr5	FALSE	FALSE
Zfand4	chr6	FALSE	FALSE
Cnot4	chr6	FALSE	FALSE
Atg4b	chr1	FALSE	FALSE
Paqr9	chr9	TRUE	TRUE
Pds5b	chr5	FALSE	FALSE
Myh9	chr15	FALSE	FALSE
Dhrs9	chr2	FALSE	FALSE
Ddx31	chr2	FALSE	FALSE
Suclg2	chr6	FALSE	FALSE
Sh3bgrl2	chr9	FALSE	FALSE
Exoc6	chr19	FALSE	FALSE
Anks6	chr4	FALSE	FALSE
Fnbp1	chr2	FALSE	FALSE
Clstn1	chr4	FALSE	FALSE
Caskin2	chr11	FALSE	FALSE
Arrb1	chr7	FALSE	TRUE
Tdp1	chr12	FALSE	FALSE
Acss2	chr2	FALSE	FALSE
Rcan1	chr16	FALSE	FALSE
Slc35a1	chr4	FALSE	FALSE
Tbck	chr3	FALSE	FALSE
Pcdha7	chr18	FALSE	FALSE
Septin10	chr10	FALSE	FALSE
Slc39a14	chr14	FALSE	FALSE
Khdrbs2	chr1	TRUE	FALSE
Bri3	chr5	FALSE	FALSE
Cog3	chr14	FALSE	FALSE
Mkrn2	chr6	FALSE	FALSE
Trim14	chr4	FALSE	FALSE
Smtnl1	chr2	FALSE	FALSE
Nkain4	chr2	FALSE	FALSE
Tab2	chr10	FALSE	FALSE
Usp54	chr14	FALSE	FALSE
Lyst	chr13	FALSE	TRUE
Tacc2	chr7	FALSE	FALSE
Ppef1	chrX	TRUE	FALSE
Zfp551	chr7	FALSE	FALSE
Rnf2	chr1	FALSE	FALSE
Jam2	chr16	FALSE	FALSE
Myrip	chr9	FALSE	FALSE
Mcm9	chr10	TRUE	FALSE
Agpat3	chr10	FALSE	FALSE
Abcc12	chr8	TRUE	TRUE
Cacng5	chr11	FALSE	FALSE
Fam117b	chr1	FALSE	FALSE
Spindoc	chr19	FALSE	FALSE
Phf2	chr13	FALSE	FALSE
Cbx5	chr15	FALSE	FALSE
Pkhd1l1	chr15	FALSE	FALSE
Cds2	chr2	FALSE	FALSE
Plppr5	chr3	FALSE	FALSE
Twf2	chr9	TRUE	TRUE
Relt	chr7	FALSE	FALSE
Meis2	chr2	FALSE	FALSE
Sigirr	chr7	FALSE	FALSE
Spred2	chr11	FALSE	FALSE
Ankrd50	chr3	TRUE	FALSE
Tmem117	chr15	TRUE	TRUE
Rsph1	chr17	FALSE	FALSE
Tiam1	chr16	FALSE	FALSE
Agbl1	chr7	TRUE	FALSE
Dthd1	chr5	FALSE	FALSE
Clstn3	chr6	FALSE	FALSE
Dpp9	chr17	FALSE	FALSE
Ptpra	chr2	FALSE	FALSE
Rhod	chr19	FALSE	FALSE
Shc4	chr2	FALSE	FALSE
Ccdc91	chr6	FALSE	FALSE
Pcdha8	chr18	FALSE	FALSE
Cdc42ep2	chr19	FALSE	FALSE
Zfand6	chr7	TRUE	FALSE
Utp20	chr10	FALSE	FALSE
Itga9	chr9	FALSE	FALSE
Kpna3	chr14	FALSE	FALSE
Nt5c3	chr6	FALSE	FALSE
Tceanc	chrX	TRUE	FALSE
Ghr	chr15	FALSE	FALSE
Arhgap1	chr2	FALSE	FALSE
Tm6sf1	chr7	FALSE	FALSE
Zbtb2	chr10	FALSE	FALSE
Ndfip2	chr14	FALSE	TRUE
Egf	chr3	FALSE	FALSE
Tmem154	chr3	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Smc1b	chr15	FALSE	FALSE
Larp4b	chr13	FALSE	FALSE
Zfp438	chr18	FALSE	TRUE
Qser1	chr2	FALSE	FALSE
Mapkapk2	chr1	FALSE	FALSE
Chrm1	chr19	FALSE	FALSE
Gm2a	chr11	FALSE	FALSE
Gli3	chr13	FALSE	FALSE
Ptp4a2	chr4	FALSE	FALSE
Gpr160	chr3	FALSE	FALSE
Brca1	chr11	FALSE	FALSE
Caprin2	chr6	FALSE	FALSE
Thap4	chr1	FALSE	FALSE
Scn5a	chr9	FALSE	FALSE
Fbxl20	chr11	FALSE	FALSE
Nsmce2	chr15	FALSE	FALSE
Ppard	chr17	FALSE	FALSE
Ppp2r3c	chr12	FALSE	FALSE
Kcnh3	chr15	FALSE	FALSE
Otop1	chr5	FALSE	FALSE
Zzz3	chr3	FALSE	FALSE
Vps50	chr6	FALSE	TRUE
Arid5b	chr10	FALSE	FALSE
Tmem82	chr4	FALSE	FALSE
Anapc5	chr5	FALSE	FALSE
Mypn	chr10	FALSE	FALSE
Chrna5	chr9	FALSE	FALSE
Rab6b	chr9	FALSE	FALSE
Frs2	chr10	FALSE	FALSE
Ostm1	chr10	FALSE	FALSE
Adgrg7	chr16	FALSE	FALSE
Hipk2	chr6	FALSE	FALSE
Wnk3	chrX	FALSE	FALSE
Zfp697	chr3	FALSE	FALSE
Acad11	chr9	FALSE	FALSE
Tmod3	chr9	FALSE	FALSE
Npas2	chr1	FALSE	FALSE
Tgif1	chr17	FALSE	FALSE
Mbnl3	chrX	TRUE	FALSE
Ric8b	chr10	FALSE	TRUE
Gatad2b	chr3	FALSE	FALSE
Hip1	chr5	FALSE	FALSE
Ins2	chr7	FALSE	FALSE
Tead1	chr7	FALSE	FALSE
Ube2r2	chr4	FALSE	FALSE
Slc4a7	chr14	FALSE	FALSE
Ap3s2	chr7	FALSE	FALSE
Kctd6	chr14	TRUE	TRUE
Il6st	chr13	FALSE	FALSE
Celf1	chr2	FALSE	FALSE
Chl1	chr6	TRUE	FALSE
Nfatc3	chr8	FALSE	FALSE
Nubpl	chr12	FALSE	FALSE
BC034090	chr1	FALSE	FALSE
Nfatc1	chr18	FALSE	FALSE
H2-Ab1	chr17	FALSE	FALSE
Stab2	chr10	FALSE	FALSE
Tango2	chr16	FALSE	FALSE
Gjc1	chr11	FALSE	FALSE
Fam219a	chr4	FALSE	FALSE
Tmem45a	chr16	FALSE	FALSE
Camk2g	chr14	FALSE	FALSE
Usp24	chr4	FALSE	FALSE
Ascc1	chr10	FALSE	FALSE
Gng7	chr10	FALSE	FALSE
Parp8	chr13	FALSE	FALSE
Wnt3	chr11	FALSE	FALSE
Otx2	chr14	FALSE	TRUE
Kansl3	chr1	FALSE	FALSE
Stat3	chr11	FALSE	FALSE
Ipo11	chr13	FALSE	FALSE
F8	chrX	FALSE	FALSE
Drd3	chr16	FALSE	FALSE
Marchf2	chr17	FALSE	FALSE
Wipf1	chr2	FALSE	FALSE
Scarf2	chr16	FALSE	FALSE
Ube2e3	chr2	FALSE	TRUE
Osbpl2	chr2	FALSE	FALSE
Cbfa2t3	chr8	FALSE	FALSE
Get1	chr16	TRUE	TRUE
Unc5b	chr10	FALSE	FALSE
Uqcrc1	chr9	FALSE	FALSE
Hhla1	chr15	FALSE	FALSE
Chadl	chr15	FALSE	FALSE
Tspan11	chr6	FALSE	FALSE
Uevld	chr7	FALSE	FALSE
Adgrd1	chr5	FALSE	FALSE
Cd247	chr1	FALSE	FALSE
Il7	chr3	TRUE	FALSE
Dynlrb2	chr8	TRUE	TRUE
Lrrn3	chr12	FALSE	TRUE
Parvb	chr15	FALSE	FALSE
Zmynd11	chr13	FALSE	FALSE
Stag2	chrX	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
Cplx1	chr5	FALSE	FALSE
Hltf	chr3	FALSE	FALSE
Casr	chr16	FALSE	FALSE
Scrg1	chr8	FALSE	TRUE
Kcnk3	chr5	FALSE	FALSE
Lum	chr10	TRUE	TRUE
Gm21992	chr19	FALSE	FALSE
Ciita	chr16	FALSE	FALSE
Rapgef3	chr15	FALSE	FALSE
Tspan5	chr3	FALSE	FALSE
Alkbh6	chr7	FALSE	FALSE
Vapb	chr2	FALSE	FALSE
Actl6b	chr5	FALSE	FALSE
Prkacb	chr3	FALSE	FALSE
Adcy1	chr11	FALSE	TRUE
Ass1	chr2	FALSE	FALSE
Slc35f1	chr10	TRUE	FALSE
Golga7	chr8	FALSE	FALSE
Ntm	chr9	TRUE	FALSE
Rab28	chr5	FALSE	FALSE
Ubr5	chr15	FALSE	FALSE
Pef1	chr4	FALSE	FALSE
Rabep1	chr11	FALSE	FALSE
Zfp474	chr18	TRUE	TRUE
Fgd3	chr13	FALSE	FALSE
Fzd7	chr1	TRUE	TRUE
Acacb	chr5	FALSE	FALSE
Gap43	chr16	TRUE	FALSE
Zap70	chr1	FALSE	FALSE
Hdlbp	chr1	FALSE	FALSE
Spink10	chr18	FALSE	FALSE
Rhbdl1	chr17	TRUE	FALSE
Aff2	chrX	TRUE	TRUE
Hrh1	chr6	FALSE	FALSE
Sin3a	chr9	FALSE	FALSE
Fam171a1	chr2	FALSE	FALSE
Cand1	chr10	FALSE	FALSE
Cps1	chr1	FALSE	FALSE
Lars2	chr9	FALSE	FALSE
Ltk	chr2	FALSE	FALSE
Fbxl18	chr5	FALSE	FALSE
Rock1	chr18	FALSE	FALSE
Pkn1	chr8	FALSE	FALSE
Ppp1r21	chr17	FALSE	FALSE
Sptlc1	chr13	FALSE	FALSE
Mlec	chr5	FALSE	FALSE
Krt80	chr15	FALSE	FALSE
Ncbp3	chr11	FALSE	FALSE
Acsf2	chr11	FALSE	FALSE
Tmem87b	chr2	FALSE	FALSE
Uox	chr3	TRUE	FALSE
Baz1b	chr5	FALSE	FALSE
Mrgpre	chr7	FALSE	FALSE
Ckap5	chr2	FALSE	FALSE
Cttnbp2	chr6	FALSE	FALSE
Ptpn2	chr18	FALSE	FALSE
A630023A22Rik	chr14	FALSE	FALSE
Ackr1	chr1	FALSE	FALSE
Zfp101	chr17	FALSE	FALSE
Ccdc187	chr2	FALSE	TRUE
Arhgef33	chr17	FALSE	FALSE
Picalm	chr7	FALSE	FALSE
Arl13b	chr16	FALSE	FALSE
P2rx4	chr5	FALSE	FALSE
Kcnq5	chr1	FALSE	FALSE
Alpk2	chr18	FALSE	FALSE
Tbc1d32	chr10	FALSE	FALSE
Asap1	chr15	FALSE	FALSE
Clec18a	chr8	FALSE	FALSE
Rnf149	chr1	FALSE	FALSE
Polr3b	chr10	FALSE	FALSE
Atp6v0a1	chr11	FALSE	FALSE
Eif4a1	chr11	FALSE	FALSE
Vmn1r21	chr6	FALSE	FALSE
Enpp2	chr15	FALSE	FALSE
Kdm2b	chr5	FALSE	FALSE
Tjap1	chr17	FALSE	FALSE
Lekr1	chr3	FALSE	TRUE
Rft1	chr14	FALSE	FALSE
Cog4	chr8	FALSE	FALSE
Tcp11l1	chr2	FALSE	FALSE
Pik3r1	chr13	FALSE	FALSE
Lin52	chr12	FALSE	FALSE
P3h4	chr11	TRUE	FALSE
Ankhd1	chr18	FALSE	FALSE
Chrna2	chr14	FALSE	FALSE
Loxl1	chr9	FALSE	FALSE
Ctcf	chr8	FALSE	FALSE
Pbx3	chr2	TRUE	TRUE
Fosl2	chr5	FALSE	FALSE
Mcf2	chrX	FALSE	FALSE
Nccrp1	chr7	FALSE	FALSE
Gm14393	chr2	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Kif5a	chr10	FALSE	FALSE
Fbxo41	chr6	FALSE	FALSE
E2f1	chr2	TRUE	TRUE
Dnajc11	chr4	FALSE	FALSE
Myo10	chr15	TRUE	TRUE
Itpk1	chr12	TRUE	TRUE
Plekhg3	chr12	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Ercc6l2	chr13	FALSE	FALSE
Mctp1	chr13	FALSE	FALSE
Ubp1	chr9	FALSE	FALSE
Crmp1	chr5	FALSE	FALSE
Gabrr2	chr4	TRUE	TRUE
Ube4b	chr4	FALSE	FALSE
Atp2a2	chr5	FALSE	FALSE
Popdc3	chr10	FALSE	FALSE
Mgat3	chr15	FALSE	FALSE
Arhgap39	chr15	FALSE	FALSE
Mapk14	chr17	FALSE	FALSE
Scn9a	chr2	FALSE	FALSE
Slc26a4	chr12	FALSE	FALSE
Dnajb13	chr7	FALSE	FALSE
Ndc1	chr4	FALSE	FALSE
Eml6	chr11	FALSE	FALSE
Klhl26	chr8	FALSE	FALSE
Col14a1	chr15	FALSE	FALSE
Mindy4	chr6	FALSE	FALSE
Pced1b	chr15	FALSE	FALSE
Cdc42bpg	chr19	FALSE	FALSE
Rimklb	chr6	FALSE	FALSE
Tnfsf8	chr4	FALSE	FALSE
Rnf217	chr10	FALSE	FALSE
Mal	chr2	FALSE	FALSE
Mbtd1	chr11	FALSE	FALSE
Rsph6a	chr7	FALSE	FALSE
Kcnk2	chr1	TRUE	FALSE
Vsig10	chr5	FALSE	FALSE
Cd163	chr6	TRUE	FALSE
Uimc1	chr13	FALSE	FALSE
Cdk19	chr10	TRUE	TRUE
Fam163a	chr1	FALSE	FALSE
Prkd3	chr17	FALSE	FALSE
Kcnk10	chr12	FALSE	FALSE
Acot7	chr4	FALSE	FALSE
Ripor2	chr13	FALSE	FALSE
Elovl5	chr9	FALSE	FALSE
Pcnt	chr10	FALSE	FALSE
Trappc10	chr10	FALSE	FALSE
Desi1	chr15	FALSE	FALSE
Ldb2	chr5	FALSE	FALSE
3110082I17Rik	chr5	FALSE	FALSE
Shc2	chr10	FALSE	FALSE
Ankub1	chr3	FALSE	FALSE
Klhl31	chr9	FALSE	FALSE
Jdp2	chr12	FALSE	FALSE
Kcnmb2	chr3	FALSE	FALSE
Kcnip1	chr11	TRUE	FALSE
Smim5	chr11	FALSE	FALSE
Il27ra	chr8	FALSE	FALSE
P2ry6	chr7	FALSE	FALSE
Otop2	chr11	FALSE	FALSE
F12	chr13	FALSE	FALSE
Ptpn14	chr1	FALSE	FALSE
Sox5	chr6	TRUE	TRUE
Rpia	chr6	FALSE	TRUE
Fat3	chr9	FALSE	FALSE
Bcl2l13	chr6	FALSE	FALSE
Ankib1	chr5	FALSE	FALSE
Cntn1	chr15	FALSE	TRUE
Vkorc1l1	chr5	FALSE	FALSE
Heyl	chr4	FALSE	FALSE
Cdc42bpb	chr12	FALSE	FALSE
Qrich1	chr9	FALSE	FALSE
Zeb1	chr18	FALSE	FALSE
Orc4	chr2	FALSE	FALSE
Svop	chr5	FALSE	FALSE
Rprd2	chr3	FALSE	FALSE
Trip12	chr1	FALSE	FALSE
Nat8f6	chr6	FALSE	FALSE
Nup155	chr15	FALSE	FALSE
Akap10	chr11	FALSE	FALSE
Rap2a	chr14	FALSE	FALSE
Ehd2	chr7	FALSE	FALSE
Foxn2	chr17	TRUE	TRUE
Zfp521	chr18	FALSE	FALSE
Cep70	chr9	FALSE	FALSE
Umad1	chr6	FALSE	FALSE
Grm8	chr6	FALSE	FALSE
Foxk1	chr5	FALSE	FALSE
Cldn1	chr16	TRUE	FALSE
Afmid	chr11	FALSE	FALSE
Stat6	chr10	FALSE	FALSE
Elavl1	chr8	FALSE	FALSE
Faxc	chr4	FALSE	FALSE
Srpx	chrX	TRUE	FALSE
Gata3	chr2	FALSE	FALSE
Cpa2	chr6	TRUE	TRUE
Arhgap27	chr11	FALSE	FALSE
Hcfc2	chr10	FALSE	FALSE
Atp6v0a4	chr6	FALSE	FALSE
Wasf3	chr5	FALSE	FALSE
Hes3	chr4	FALSE	FALSE
Trim29	chr9	FALSE	FALSE
Eif4b	chr15	FALSE	FALSE
Ush1c	chr7	FALSE	FALSE
A4galt	chr15	FALSE	FALSE
Fgfr3	chr5	FALSE	FALSE
Adamts2	chr11	FALSE	FALSE
Wasl	chr6	FALSE	FALSE
Ccz1	chr5	FALSE	FALSE
Pstpip1	chr9	FALSE	FALSE
Fam163b	chr2	FALSE	FALSE
Dchs2	chr3	FALSE	FALSE
Cacng3	chr7	FALSE	FALSE
Trmt9b	chr8	TRUE	TRUE
Hspbap1	chr16	FALSE	FALSE
Ptprz1	chr6	FALSE	FALSE
Edil3	chr13	FALSE	FALSE
Klhl3	chr13	FALSE	FALSE
Cd99l2	chrX	FALSE	FALSE
Pwwp2b	chr7	FALSE	FALSE
Scn4b	chr9	FALSE	FALSE
Nek1	chr8	FALSE	TRUE
Capn7	chr14	FALSE	FALSE
Arhgef6	chrX	FALSE	FALSE
Alx4	chr2	FALSE	FALSE
Rfx8	chr1	FALSE	FALSE
Tle4	chr19	FALSE	FALSE
Arl2bp	chr8	FALSE	FALSE
Prss12	chr3	FALSE	FALSE
Srrm1	chr4	FALSE	FALSE
Xylt1	chr7	TRUE	FALSE
Trim55	chr3	FALSE	FALSE
Ago2	chr15	FALSE	FALSE
Lims1	chr10	TRUE	FALSE
Neo1	chr9	FALSE	FALSE
Slc44a3	chr3	FALSE	FALSE
Kif21b	chr1	FALSE	FALSE
Mob1b	chr5	FALSE	FALSE
Hs3st1	chr5	FALSE	FALSE
Atg13	chr2	FALSE	FALSE
Cystm1	chr18	FALSE	FALSE
Uqcc1	chr2	FALSE	FALSE
Parg	chr14	FALSE	FALSE
Tmem184b	chr15	FALSE	FALSE
Ankrd55	chr13	FALSE	TRUE
Itgb3bp	chr4	FALSE	FALSE
Slc47a1	chr11	FALSE	FALSE
Asb3	chr11	FALSE	FALSE
Extl3	chr14	FALSE	FALSE
Nudt3	chr17	FALSE	FALSE
Ifnar2	chr16	FALSE	FALSE
Osmr	chr15	FALSE	FALSE
Eif4e3	chr6	FALSE	FALSE
Anapc1	chr2	FALSE	FALSE
Col5a2	chr1	FALSE	FALSE
Dgkh	chr14	FALSE	FALSE
Cpq	chr15	FALSE	FALSE
Pkd1l2	chr8	FALSE	FALSE
Fgd4	chr16	FALSE	FALSE
Atp6v1g3	chr1	FALSE	FALSE
Muc2	chr7	FALSE	FALSE
Mettl9	chr7	FALSE	FALSE
Ehhadh	chr16	FALSE	FALSE
Gnai3	chr3	FALSE	FALSE
Snx24	chr18	FALSE	FALSE
Dnaaf5	chr5	FALSE	FALSE
Tacc1	chr8	FALSE	FALSE
Slc6a17	chr3	TRUE	TRUE
Ano10	chr9	FALSE	FALSE
Wnt7b	chr15	FALSE	FALSE
