gene_name	chr	K119ub_up	MeCP2_up
Zfp553	chr7	FALSE	FALSE
Ccdc136	chr6	FALSE	FALSE
Dmac1	chr4	TRUE	TRUE
Clpp	chr17	TRUE	TRUE
Cnn2	chr10	TRUE	FALSE
Ndufb11	chrX	FALSE	FALSE
Psat1	chr19	TRUE	FALSE
Cage1	chr13	TRUE	FALSE
Pgk2	chr17	FALSE	FALSE
Sac3d1	chr19	TRUE	FALSE
Aebp1	chr11	FALSE	FALSE
Rap2b	chr3	TRUE	FALSE
Inpp5f	chr7	TRUE	TRUE
Gna13	chr11	TRUE	TRUE
C1qtnf12	chr4	TRUE	FALSE
Nlgn3	chrX	FALSE	FALSE
Rps29	chr12	TRUE	FALSE
Nyap2	chr1	TRUE	TRUE
Chrac1	chr15	TRUE	FALSE
Mdm2	chr10	FALSE	FALSE
Scamp5	chr9	FALSE	FALSE
Bbc3	chr7	TRUE	FALSE
Dctpp1	chr7	TRUE	FALSE
Kat14	chr2	TRUE	FALSE
Slc35f6	chr5	TRUE	FALSE
Nabp2	chr10	TRUE	FALSE
Ubiad1	chr4	FALSE	TRUE
Foxf2	chr13	FALSE	FALSE
Tesk1	chr4	TRUE	FALSE
Ubtd2	chr11	TRUE	FALSE
Tbl2	chr5	FALSE	FALSE
Septin3	chr15	TRUE	FALSE
Trim56	chr5	TRUE	TRUE
Ube2m	chr7	TRUE	FALSE
Chmp6	chr11	TRUE	FALSE
Hacl1	chr14	TRUE	FALSE
Abhd17a	chr10	FALSE	FALSE
Hsfy2	chr1	TRUE	FALSE
Slc6a7	chr18	TRUE	TRUE
Prkrip1	chr5	FALSE	FALSE
Usp42	chr5	FALSE	TRUE
Hmga1	chr17	FALSE	TRUE
Mpv17	chr5	TRUE	FALSE
Ptcd2	chr13	FALSE	FALSE
Dcp1a	chr14	FALSE	FALSE
Dusp2	chr2	TRUE	FALSE
2210016L21Rik	chr5	FALSE	FALSE
Ing4	chr6	FALSE	FALSE
Ehmt2	chr17	FALSE	FALSE
Nat8f1	chr6	TRUE	FALSE
Ccdc142	chr6	TRUE	FALSE
Olfm1	chr2	FALSE	FALSE
Sipa1l3	chr7	TRUE	FALSE
Trim72	chr7	FALSE	FALSE
Ctbp1	chr5	FALSE	FALSE
Pfn2	chr3	TRUE	FALSE
Zfp764	chr7	TRUE	FALSE
Nrip1	chr16	TRUE	FALSE
Trappc6a	chr7	TRUE	FALSE
Stx4a	chr7	TRUE	FALSE
Bpifb6	chr2	TRUE	TRUE
Adrb1	chr19	TRUE	FALSE
Foxb2	chr19	FALSE	FALSE
Mcts2	chr2	TRUE	FALSE
Ly6e	chr15	TRUE	TRUE
Gatd3a	chr10	TRUE	FALSE
Wdr83os	chr8	TRUE	FALSE
Mrgbp	chr2	TRUE	FALSE
Tmem107	chr11	TRUE	FALSE
Itprip	chr19	FALSE	FALSE
Nup85	chr11	FALSE	FALSE
Dio3	chr12	FALSE	TRUE
Amigo1	chr3	TRUE	TRUE
Ppp1r3g	chr13	FALSE	TRUE
Dhcr7	chr7	TRUE	FALSE
Rusc1	chr3	TRUE	FALSE
Fmc1	chr6	TRUE	FALSE
Sun5	chr2	TRUE	FALSE
Sertad1	chr7	TRUE	TRUE
Srd5a3	chr5	TRUE	TRUE
Mthfr	chr4	TRUE	FALSE
Mterf1b	chr5	TRUE	FALSE
Olig2	chr16	FALSE	FALSE
Mcm8	chr2	TRUE	TRUE
Dlg3	chrX	FALSE	FALSE
Adcy8	chr15	TRUE	FALSE
Tmem160	chr7	TRUE	TRUE
Pcdh17	chr14	FALSE	TRUE
Oas1g	chr5	FALSE	FALSE
Nap1l5	chr6	TRUE	TRUE
Rad1	chr15	TRUE	FALSE
Mapk8ip2	chr15	FALSE	FALSE
Wnt2	chr6	FALSE	TRUE
Hgh1	chr15	FALSE	FALSE
Psmg4	chr13	TRUE	TRUE
Parp3	chr9	TRUE	TRUE
Rps6ka1	chr4	FALSE	FALSE
Ism2	chr12	FALSE	FALSE
Uqcr11	chr10	TRUE	TRUE
Gnb2	chr5	FALSE	FALSE
Cdk2ap2	chr19	TRUE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Chd9	chr8	TRUE	TRUE
Cebpd	chr16	TRUE	FALSE
Tbcb	chr7	FALSE	TRUE
Fcrlb	chr1	TRUE	FALSE
Trim35	chr14	TRUE	FALSE
Csf2	chr11	TRUE	FALSE
Timm29	chr9	FALSE	FALSE
Ppil1	chr17	TRUE	TRUE
Ubtd1	chr19	TRUE	TRUE
Sema4c	chr1	TRUE	FALSE
Capn8	chr1	TRUE	FALSE
Hes2	chr4	FALSE	FALSE
Nuf2	chr1	TRUE	TRUE
Tox2	chr2	TRUE	FALSE
Spag7	chr11	FALSE	FALSE
Vps37d	chr5	TRUE	FALSE
Atg3	chr16	TRUE	FALSE
Nup62cl	chrX	FALSE	FALSE
Rpl27a	chr7	FALSE	FALSE
Fosl1	chr19	FALSE	TRUE
Exosc10	chr4	FALSE	FALSE
Dlk1	chr12	FALSE	TRUE
Nelfcd	chr2	TRUE	FALSE
Orc6	chr8	TRUE	FALSE
Men1	chr19	FALSE	FALSE
Cdpf1	chr15	TRUE	FALSE
Mcm3	chr1	TRUE	FALSE
Marcks	chr10	TRUE	TRUE
Frem2	chr3	TRUE	FALSE
Slc25a31	chr3	TRUE	FALSE
Wbp1	chr6	TRUE	FALSE
Siah2	chr3	TRUE	FALSE
Leng1	chr7	TRUE	FALSE
Qdpr	chr5	TRUE	FALSE
Bhlha9	chr11	TRUE	TRUE
Mmp25	chr17	FALSE	FALSE
Dync1h1	chr12	FALSE	FALSE
Colec11	chr12	TRUE	FALSE
Lmo4	chr3	TRUE	TRUE
Gaa	chr11	FALSE	FALSE
Bves	chr10	FALSE	FALSE
Cdkn3	chr14	TRUE	FALSE
Pogk	chr1	TRUE	FALSE
Rab17	chr1	FALSE	FALSE
Usp25	chr16	TRUE	FALSE
Bach2	chr4	TRUE	TRUE
Cgn	chr3	FALSE	FALSE
Calm1	chr12	FALSE	TRUE
Nanos1	chr19	TRUE	FALSE
Rmi2	chr16	TRUE	TRUE
P2ry13	chr3	TRUE	TRUE
Usp38	chr8	TRUE	FALSE
Eef1akmt3	chr10	TRUE	TRUE
Gstz1	chr12	FALSE	FALSE
Foxd1	chr13	TRUE	FALSE
Mex3d	chr10	FALSE	FALSE
Flot1	chr17	TRUE	FALSE
Mrps31	chr8	TRUE	FALSE
Slc2a8	chr2	FALSE	FALSE
B3galt4	chr17	TRUE	FALSE
Ccdc124	chr8	TRUE	FALSE
Tor3a	chr1	TRUE	FALSE
Dpp7	chr2	TRUE	FALSE
Prpf31	chr7	TRUE	FALSE
Apbb1	chr7	TRUE	TRUE
Emc8	chr8	FALSE	FALSE
Ptp4a1	chr1	TRUE	FALSE
Scnn1g	chr7	FALSE	TRUE
Hcar1	chr5	FALSE	TRUE
Adgrg3	chr8	FALSE	FALSE
Mlycd	chr8	FALSE	FALSE
Bop1	chr15	TRUE	FALSE
Ppif	chr14	TRUE	TRUE
Zfp648	chr1	TRUE	TRUE
Otor	chr2	FALSE	TRUE
Socs7	chr11	FALSE	FALSE
C2cd4a	chr9	FALSE	FALSE
Capn10	chr1	TRUE	FALSE
Tacc3	chr5	TRUE	FALSE
D1Pas1	chr1	FALSE	FALSE
Kbtbd4	chr2	TRUE	FALSE
Dusp26	chr8	TRUE	FALSE
Tomm20	chr8	FALSE	TRUE
Zfp768	chr7	TRUE	TRUE
Fank1	chr7	TRUE	TRUE
Ticam1	chr17	FALSE	TRUE
Zmynd8	chr2	FALSE	FALSE
Sbpl	chr17	FALSE	FALSE
Letmd1	chr15	FALSE	FALSE
Zscan10	chr17	TRUE	TRUE
Map1lc3b	chr8	FALSE	TRUE
Irf3	chr7	TRUE	TRUE
Ccdc89	chr7	TRUE	TRUE
Ly96	chr1	TRUE	TRUE
C1ql1	chr11	FALSE	FALSE
Pnp	chr14	TRUE	FALSE
Pcdhb15	chr18	TRUE	TRUE
Trim32	chr4	FALSE	FALSE
Dlk2	chr17	FALSE	FALSE
Tmc4	chr7	TRUE	FALSE
Ucp3	chr7	TRUE	FALSE
Cdca7l	chr12	TRUE	TRUE
Ets2	chr16	FALSE	FALSE
Lgals8	chr13	TRUE	TRUE
Ermard	chr17	TRUE	TRUE
Prlh	chr1	FALSE	FALSE
Otub1	chr19	FALSE	FALSE
Sh2b1	chr7	FALSE	FALSE
Secisbp2	chr13	FALSE	TRUE
Aldoart1	chr4	TRUE	TRUE
Ncaph2	chr15	TRUE	FALSE
Scml2	chrX	FALSE	FALSE
Mtx3	chr13	TRUE	TRUE
Cdca7	chr2	TRUE	FALSE
Fxyd1	chr7	FALSE	FALSE
Zfp212	chr6	TRUE	FALSE
Rho	chr6	TRUE	FALSE
Vldlr	chr19	TRUE	TRUE
Exosc7	chr9	FALSE	FALSE
Slc16a8	chr15	FALSE	FALSE
Spint2	chr7	FALSE	FALSE
Il17d	chr14	TRUE	FALSE
Elf3	chr1	TRUE	FALSE
Slc7a11	chr3	TRUE	FALSE
Gpr84	chr15	TRUE	FALSE
Aars2	chr17	TRUE	FALSE
Cyc1	chr15	FALSE	FALSE
Nudt16	chr9	TRUE	TRUE
Zfp746	chr6	TRUE	FALSE
Mrps14	chr1	TRUE	FALSE
Cetn3	chr13	TRUE	FALSE
Necab2	chr8	TRUE	FALSE
Slc25a42	chr8	FALSE	FALSE
Smim27	chr4	TRUE	TRUE
Hmgcr	chr13	TRUE	FALSE
Rdh14	chr12	TRUE	FALSE
Ivd	chr2	FALSE	FALSE
C2cd4d	chr3	TRUE	FALSE
Lrrc10	chr10	TRUE	FALSE
Kprp	chr3	FALSE	FALSE
Serpina12	chr12	FALSE	FALSE
Cpvl	chr6	TRUE	TRUE
Aup1	chr6	TRUE	FALSE
N4bp3	chr11	TRUE	FALSE
Neurl4	chr11	TRUE	FALSE
Amz2	chr11	TRUE	FALSE
Suds3	chr5	FALSE	TRUE
Prdx5	chr19	FALSE	FALSE
Snapc3	chr4	TRUE	FALSE
Ccdc61	chr7	TRUE	FALSE
Nrg3	chr14	TRUE	TRUE
Lmx1a	chr1	FALSE	FALSE
Sipa1l2	chr8	TRUE	FALSE
Ankrd9	chr12	FALSE	TRUE
Cluh	chr11	FALSE	FALSE
Cirbp	chr10	TRUE	FALSE
Nr0b1	chrX	FALSE	FALSE
Duox2	chr2	FALSE	FALSE
Swsap1	chr9	TRUE	FALSE
Rpp38	chr2	TRUE	FALSE
Myc	chr15	FALSE	TRUE
Tpp1	chr7	TRUE	FALSE
Plekhh2	chr17	TRUE	FALSE
Rundc3a	chr11	FALSE	FALSE
Gga3	chr11	FALSE	FALSE
Dchs1	chr7	TRUE	FALSE
Puf60	chr15	FALSE	FALSE
Card9	chr2	FALSE	FALSE
Klhdc8b	chr9	TRUE	FALSE
Amh	chr10	FALSE	FALSE
Hmgcll1	chr9	TRUE	TRUE
Wsb1	chr11	FALSE	FALSE
Shisa7	chr7	FALSE	FALSE
Taok2	chr7	FALSE	FALSE
Nhlrc2	chr19	FALSE	TRUE
Rcn1	chr2	TRUE	FALSE
Trmt44	chr5	FALSE	FALSE
Pamr1	chr2	TRUE	FALSE
Zfp959	chr17	TRUE	FALSE
Fam184a	chr10	TRUE	FALSE
Fcho1	chr8	TRUE	FALSE
Ier5l	chr2	FALSE	FALSE
Bcl2l11	chr2	TRUE	FALSE
Lxn	chr3	TRUE	FALSE
Ino80e	chr7	FALSE	FALSE
Ndufa4	chr6	TRUE	FALSE
Zfp251	chr15	FALSE	FALSE
Akap5	chr12	FALSE	FALSE
Lrcol1	chr5	FALSE	FALSE
Rgcc	chr14	TRUE	TRUE
Rpl31	chr1	TRUE	FALSE
Rnf181	chr6	TRUE	FALSE
Pcyox1l	chr18	TRUE	FALSE
Rpl19	chr11	FALSE	FALSE
B3gntl1	chr11	TRUE	FALSE
Gtf2e1	chr16	TRUE	TRUE
Sfr1	chr19	TRUE	FALSE
Isyna1	chr8	TRUE	FALSE
Hmg20b	chr10	TRUE	FALSE
Cables2	chr2	TRUE	TRUE
Rab14	chr2	FALSE	FALSE
Shcbp1l	chr1	TRUE	FALSE
Ifitm3	chr7	FALSE	FALSE
Tusc1	chr4	TRUE	FALSE
Tspan18	chr2	TRUE	FALSE
Fra10ac1	chr19	TRUE	TRUE
Saa1	chr7	TRUE	TRUE
2700062C07Rik	chr18	TRUE	FALSE
Drd5	chr5	FALSE	FALSE
Gper1	chr5	TRUE	TRUE
Dmrta2	chr4	FALSE	FALSE
Mid1	chrX	TRUE	FALSE
Tdrd1	chr19	TRUE	TRUE
Ltbr	chr6	TRUE	FALSE
Surf6	chr2	FALSE	FALSE
Cmtr1	chr17	FALSE	TRUE
Tmtc2	chr10	TRUE	TRUE
Crh	chr3	TRUE	FALSE
Hsd3b7	chr7	TRUE	TRUE
H2-Q1	chr17	FALSE	FALSE
Slc29a1	chr17	TRUE	FALSE
Egr3	chr14	FALSE	FALSE
Gm572	chr4	TRUE	FALSE
Wfdc2	chr2	FALSE	FALSE
Myadml2	chr11	TRUE	FALSE
Barhl2	chr5	TRUE	TRUE
Cic	chr7	TRUE	FALSE
Trpv6	chr6	FALSE	FALSE
Arrb2	chr11	FALSE	FALSE
Rims2	chr15	TRUE	TRUE
Nab1	chr1	TRUE	TRUE
Tnfaip8l1	chr17	TRUE	TRUE
Erich3	chr3	TRUE	TRUE
Rpl15	chr14	TRUE	FALSE
Ccng2	chr5	TRUE	FALSE
Cd24a	chr10	TRUE	FALSE
Ptch1	chr13	TRUE	TRUE
Rnf225	chr7	TRUE	FALSE
Nell1	chr7	TRUE	FALSE
Zbtb7b	chr3	TRUE	TRUE
Fgf18	chr11	FALSE	FALSE
Ear1	chr14	FALSE	FALSE
Lypd2	chr15	TRUE	FALSE
Rwdd4a	chr8	TRUE	FALSE
Wdr5	chr2	FALSE	FALSE
Nmur2	chr11	TRUE	TRUE
Foxred2	chr15	TRUE	FALSE
Nek2	chr1	TRUE	FALSE
Kank2	chr9	TRUE	FALSE
B4galt6	chr18	TRUE	FALSE
Prelid1	chr13	FALSE	FALSE
Nrep	chr18	TRUE	TRUE
Alox15	chr11	FALSE	FALSE
Dnaja4	chr9	FALSE	FALSE
Sspn	chr6	TRUE	TRUE
Polr3d	chr14	TRUE	FALSE
Rgl3	chr9	TRUE	FALSE
Khdc1b	chr1	FALSE	FALSE
Stard7	chr2	FALSE	TRUE
Manba	chr3	TRUE	TRUE
Hnrnpc	chr14	FALSE	FALSE
Tap2	chr17	FALSE	FALSE
Brf2	chr8	TRUE	FALSE
Plekhs1	chr19	TRUE	TRUE
Pard3	chr8	TRUE	FALSE
Prss38	chr11	FALSE	TRUE
Csmd1	chr8	TRUE	FALSE
Cilp2	chr8	FALSE	FALSE
Cycs	chr6	TRUE	FALSE
A130010J15Rik	chr1	TRUE	FALSE
9330182O14Rik	chr15	TRUE	FALSE
Rtl6	chr15	TRUE	FALSE
Ascl2	chr7	FALSE	FALSE
Spns2	chr11	FALSE	FALSE
Oma1	chr4	TRUE	FALSE
Sec61a1	chr6	FALSE	FALSE
Slc25a44	chr3	TRUE	TRUE
Pdlim4	chr11	TRUE	TRUE
Fam210b	chr2	TRUE	TRUE
Map1lc3a	chr2	FALSE	FALSE
Zfp963	chr8	FALSE	FALSE
Rbm24	chr13	TRUE	FALSE
Ptn	chr6	TRUE	FALSE
Bmp1	chr14	FALSE	TRUE
Rnf5	chr17	TRUE	FALSE
Synpr	chr14	TRUE	TRUE
Tcea1	chr1	TRUE	TRUE
Rgs2	chr1	TRUE	FALSE
Paxbp1	chr16	FALSE	FALSE
Cldn22	chr8	FALSE	FALSE
Col12a1	chr9	TRUE	FALSE
Irx3	chr8	FALSE	FALSE
Dsc3	chr18	FALSE	TRUE
Prss39	chr1	FALSE	FALSE
Mphosph6	chr8	TRUE	FALSE
Mymk	chr2	FALSE	FALSE
Las1l	chrX	FALSE	FALSE
Ptgdr	chr14	FALSE	FALSE
Tigd5	chr15	TRUE	FALSE
Htr1a	chr13	FALSE	TRUE
Krr1	chr10	TRUE	FALSE
Ldhd	chr8	TRUE	FALSE
Slc16a5	chr11	TRUE	FALSE
Mtrr	chr13	TRUE	FALSE
Ndufa5	chr6	TRUE	FALSE
Txlng	chrX	FALSE	FALSE
Mdh1	chr11	TRUE	FALSE
Ttc7	chr17	TRUE	FALSE
Ube2q1	chr3	FALSE	FALSE
Pigm	chr1	TRUE	FALSE
Spata16	chr3	FALSE	FALSE
Cyp2u1	chr3	TRUE	FALSE
Fam98c	chr7	TRUE	TRUE
Gnai1	chr5	TRUE	FALSE
Ints10	chr8	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Cited2	chr10	TRUE	FALSE
Mier2	chr10	FALSE	FALSE
Nps	chr7	FALSE	FALSE
Pabpc5	chrX	TRUE	TRUE
Tsen54	chr11	FALSE	FALSE
Idh2	chr7	FALSE	FALSE
Tspan8	chr10	FALSE	FALSE
Astn1	chr1	TRUE	TRUE
Irgq	chr7	TRUE	FALSE
Fbxo46	chr7	TRUE	FALSE
Tgm3	chr2	TRUE	TRUE
Tcte2	chr17	TRUE	FALSE
Sh2d4b	chr14	FALSE	FALSE
Txlna	chr4	FALSE	FALSE
Eif3d	chr15	FALSE	FALSE
Vstm2b	chr7	FALSE	TRUE
Bdh1	chr16	TRUE	TRUE
Dbt	chr3	TRUE	FALSE
Endod1	chr9	TRUE	FALSE
Tmem121	chr12	TRUE	FALSE
Rnaset2a	chr17	TRUE	TRUE
Timm50	chr7	TRUE	FALSE
Tgds	chr14	TRUE	FALSE
Rbp4	chr19	FALSE	TRUE
Nab2	chr10	TRUE	FALSE
Drp2	chrX	FALSE	TRUE
Phf23	chr11	TRUE	FALSE
Gpr17	chr18	FALSE	FALSE
Klf2	chr8	TRUE	FALSE
Tmbim6	chr15	FALSE	FALSE
Arl14ep	chr2	TRUE	FALSE
Agtr1b	chr3	FALSE	TRUE
Myoz1	chr14	TRUE	FALSE
Espl1	chr15	TRUE	FALSE
Crot	chr5	TRUE	FALSE
Rbp1	chr9	FALSE	FALSE
Kcns3	chr12	FALSE	TRUE
Prss33	chr17	FALSE	FALSE
Cct6b	chr11	TRUE	FALSE
Pmepa1	chr2	TRUE	TRUE
AU015836	chrX	FALSE	FALSE
Plekha3	chr2	TRUE	FALSE
Bag6	chr17	FALSE	FALSE
Spef1l	chr7	TRUE	FALSE
Hyal3	chr9	TRUE	FALSE
Nkpd1	chr7	FALSE	TRUE
Ncln	chr10	TRUE	TRUE
Jkamp	chr12	TRUE	FALSE
Tex19.2	chr11	FALSE	TRUE
Upf3a	chr8	FALSE	FALSE
Supt5	chr7	FALSE	FALSE
Six3	chr17	TRUE	TRUE
Uba52	chr8	FALSE	TRUE
Setx	chr2	FALSE	FALSE
Ccng1	chr11	TRUE	TRUE
Trmt1	chr8	TRUE	FALSE
Kcnv2	chr19	FALSE	FALSE
Cblb	chr16	TRUE	TRUE
Coq8a	chr1	TRUE	FALSE
Gpd1	chr15	TRUE	FALSE
Scyl2	chr10	TRUE	TRUE
Tdrkh	chr3	TRUE	FALSE
Ctxn1	chr8	TRUE	TRUE
Fabp3	chr4	FALSE	FALSE
Vsig10l	chr7	TRUE	FALSE
Jph3	chr8	FALSE	FALSE
Tpk1	chr6	TRUE	TRUE
Zhx1	chr15	TRUE	FALSE
Gata6	chr18	FALSE	FALSE
Ift27	chr15	TRUE	FALSE
Cog7	chr7	TRUE	TRUE
Lhfpl2	chr13	TRUE	TRUE
Prmt7	chr8	FALSE	FALSE
Sncb	chr13	FALSE	FALSE
Churc1	chr12	TRUE	TRUE
Krt76	chr15	FALSE	FALSE
Eif3f	chr7	FALSE	FALSE
Mfsd4b1	chr10	TRUE	FALSE
Six1	chr12	FALSE	FALSE
Tubb5	chr17	TRUE	FALSE
Rbm46	chr3	TRUE	TRUE
Pofut2	chr10	TRUE	FALSE
Rab3a	chr8	FALSE	FALSE
Epha8	chr4	TRUE	TRUE
Brk1	chr6	FALSE	FALSE
Trim68	chr7	TRUE	TRUE
Sgcd	chr11	TRUE	TRUE
Rgs9bp	chr7	TRUE	FALSE
Sde2	chr1	TRUE	FALSE
Apoa4	chr9	FALSE	FALSE
Krtap5-4	chr7	FALSE	TRUE
Zxdc	chr6	FALSE	FALSE
Skor1	chr9	FALSE	FALSE
Akap1	chr11	TRUE	FALSE
Oprm1	chr10	TRUE	TRUE
Rnf7	chr9	FALSE	TRUE
Dlx1	chr2	FALSE	FALSE
Pam16	chr16	FALSE	FALSE
Dhdh	chr7	TRUE	FALSE
Gdf1	chr8	FALSE	FALSE
Vmn2r88	chr14	FALSE	TRUE
Clta	chr4	FALSE	TRUE
Esx1	chrX	FALSE	FALSE
Arhgap11a	chr2	TRUE	FALSE
Ddx20	chr3	TRUE	FALSE
Gcnt3	chr9	FALSE	FALSE
Cd300lb	chr11	TRUE	TRUE
Gen1	chr12	TRUE	FALSE
Slc22a6	chr19	FALSE	TRUE
Bhlha15	chr5	FALSE	FALSE
Prdm9	chr17	TRUE	FALSE
Rnf227	chr11	TRUE	TRUE
Ccdc117	chr11	FALSE	TRUE
Ppp1r14a	chr7	TRUE	TRUE
1700029F12Rik	chr13	TRUE	TRUE
Alg13	chrX	FALSE	FALSE
Ftl1	chr7	FALSE	FALSE
9130230L23Rik	chr5	FALSE	FALSE
Aldh3a2	chr11	TRUE	FALSE
Stx6	chr1	TRUE	FALSE
Zfp511	chr7	FALSE	TRUE
Echdc3	chr2	TRUE	TRUE
Ripk4	chr16	TRUE	TRUE
Gbx2	chr1	FALSE	FALSE
Sox18	chr2	FALSE	FALSE
St6galnac5	chr3	TRUE	FALSE
Slc9a5	chr8	TRUE	FALSE
Catsperg1	chr7	TRUE	FALSE
Dll1	chr17	FALSE	FALSE
Vcpip1	chr1	TRUE	TRUE
Pcdh20	chr14	FALSE	TRUE
Slc14a2	chr18	TRUE	TRUE
Rfx4	chr10	TRUE	FALSE
Mmel1	chr4	TRUE	FALSE
Chchd4	chr6	FALSE	FALSE
Csnk1a1	chr18	FALSE	FALSE
Slc35f5	chr1	TRUE	FALSE
Cdk5r1	chr11	FALSE	FALSE
Mcrs1	chr15	FALSE	FALSE
Shisa8	chr15	TRUE	TRUE
Spryd7	chr14	TRUE	FALSE
Rcl1	chr19	FALSE	FALSE
Oat	chr7	FALSE	FALSE
Acbd3	chr1	TRUE	FALSE
Wee1	chr7	TRUE	FALSE
Igfals	chr17	FALSE	TRUE
Fance	chr17	TRUE	FALSE
Abhd16b	chr2	TRUE	TRUE
Gm525	chr11	TRUE	TRUE
Klf5	chr14	TRUE	FALSE
Rpl34	chr3	TRUE	FALSE
Cdh26	chr2	FALSE	FALSE
Alas1	chr9	TRUE	FALSE
Timm8a2	chr14	FALSE	FALSE
Slc5a2	chr7	TRUE	FALSE
Svip	chr7	TRUE	FALSE
Aqp11	chr7	TRUE	TRUE
Pan2	chr10	TRUE	TRUE
Btbd2	chr10	FALSE	TRUE
Lrp4	chr2	TRUE	TRUE
Lbp	chr2	FALSE	FALSE
Ccnh	chr13	TRUE	TRUE
Megf9	chr4	TRUE	FALSE
Mfge8	chr7	FALSE	FALSE
Dipk2a	chr9	TRUE	TRUE
Pigz	chr16	TRUE	FALSE
Cdkn2c	chr4	TRUE	FALSE
Cebpzos	chr17	TRUE	FALSE
Spg21	chr9	FALSE	FALSE
Lrfn1	chr7	FALSE	FALSE
Sco2	chr15	TRUE	FALSE
Rbm15	chr3	TRUE	FALSE
Fam133b	chr5	TRUE	TRUE
Ghrh	chr2	FALSE	FALSE
1700123K08Rik	chr5	FALSE	FALSE
Reep2	chr18	TRUE	FALSE
Accsl	chr2	FALSE	TRUE
H2az1	chr3	TRUE	FALSE
Abra	chr15	FALSE	TRUE
Zfp641	chr15	TRUE	TRUE
Dcdc2b	chr4	FALSE	FALSE
Aox3	chr1	TRUE	TRUE
Etnk2	chr1	FALSE	FALSE
Mup5	chr4	FALSE	FALSE
Mcrip2	chr17	TRUE	FALSE
Alkbh4	chr5	FALSE	TRUE
Rer1	chr4	FALSE	FALSE
Gpatch2	chr1	TRUE	FALSE
Jmjd6	chr11	TRUE	FALSE
Arfgap2	chr2	FALSE	TRUE
Stmn1	chr4	FALSE	FALSE
Mrpl41	chr2	TRUE	FALSE
Aard	chr15	FALSE	FALSE
Mospd3	chr5	TRUE	FALSE
Rps24	chr14	TRUE	FALSE
Pard6b	chr2	FALSE	FALSE
Pth2r	chr1	TRUE	TRUE
Smad5	chr13	FALSE	FALSE
Sec61g	chr11	TRUE	FALSE
Tada2b	chr5	TRUE	FALSE
Dedd2	chr7	TRUE	FALSE
Zfp414	chr17	FALSE	TRUE
Hes5	chr4	FALSE	FALSE
Grifin	chr5	FALSE	FALSE
Igfbp6	chr15	TRUE	FALSE
Vstm4	chr14	TRUE	TRUE
Bap1	chr14	FALSE	FALSE
Sct	chr7	FALSE	FALSE
Gata2	chr6	FALSE	TRUE
Ptov1	chr7	FALSE	FALSE
Rasa4	chr5	FALSE	FALSE
Oxct2a	chr4	FALSE	FALSE
Flvcr1	chr1	TRUE	FALSE
Klf10	chr15	TRUE	FALSE
Scd2	chr19	TRUE	TRUE
Spn	chr7	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Slamf8	chr1	TRUE	FALSE
Tfrc	chr16	FALSE	FALSE
Adamtsl4	chr3	FALSE	FALSE
Commd7	chr2	FALSE	TRUE
Oxtr	chr6	FALSE	FALSE
Glp2r	chr11	FALSE	TRUE
H13	chr2	TRUE	FALSE
Nradd	chr9	TRUE	TRUE
Spats2l	chr1	FALSE	FALSE
Xbp1	chr11	TRUE	FALSE
Col18a1	chr10	TRUE	FALSE
Slc25a30	chr14	TRUE	FALSE
Maf	chr8	TRUE	TRUE
Pdzk1ip1	chr4	FALSE	FALSE
Il22ra1	chr4	TRUE	FALSE
Nipal2	chr15	TRUE	FALSE
Eno1b	chr18	FALSE	TRUE
Mmp28	chr11	TRUE	FALSE
B4galt2	chr4	FALSE	FALSE
Mtf1	chr4	FALSE	FALSE
Slc17a7	chr7	FALSE	FALSE
Nrsn2	chr2	TRUE	FALSE
Bok	chr1	FALSE	FALSE
Cul9	chr17	FALSE	FALSE
Uncx	chr5	FALSE	TRUE
Aifm3	chr16	TRUE	FALSE
Stac3	chr10	FALSE	FALSE
Mesp1	chr7	FALSE	FALSE
Ywhah	chr5	FALSE	FALSE
Scel	chr14	TRUE	FALSE
Map3k1	chr13	TRUE	FALSE
Slc6a1	chr6	TRUE	TRUE
4930578I06Rik	chr14	TRUE	TRUE
Usp21	chr1	TRUE	TRUE
Prickle3	chrX	TRUE	TRUE
Fgf10	chr13	FALSE	FALSE
Car7	chr8	TRUE	FALSE
Phospho1	chr11	FALSE	FALSE
Znrf4	chr17	FALSE	FALSE
Cdnf	chr2	TRUE	TRUE
Lrrc74b	chr16	TRUE	FALSE
Selenop	chr15	FALSE	FALSE
Rbpms	chr8	FALSE	TRUE
Adamtsl2	chr2	TRUE	FALSE
Aacs	chr5	FALSE	FALSE
Crisp4	chr1	TRUE	TRUE
Pou4f1	chr14	FALSE	TRUE
Orm2	chr4	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
P2ry1	chr3	FALSE	FALSE
Zdhhc7	chr8	FALSE	FALSE
Gm266	chr12	FALSE	FALSE
Fbxo15	chr18	TRUE	FALSE
Ncam2	chr16	TRUE	TRUE
Sap130	chr18	FALSE	FALSE
Tmem64	chr4	TRUE	TRUE
Pcbd1	chr10	TRUE	TRUE
Slc27a2	chr2	FALSE	FALSE
Ccdc96	chr5	TRUE	TRUE
Krba1	chr6	TRUE	FALSE
Cggbp1	chr16	TRUE	FALSE
Grp	chr18	TRUE	FALSE
