gene_name	chr	MeCP2_up	mCH_up
Fer1l5	chr1	FALSE	FALSE
Prr5	chr15	FALSE	FALSE
Vit	chr17	FALSE	FALSE
Fam78b	chr1	FALSE	TRUE
Ap1g1	chr8	FALSE	FALSE
Atp2b4	chr1	FALSE	FALSE
Acvr2a	chr2	FALSE	FALSE
Wdr70	chr15	FALSE	FALSE
Slc2a13	chr15	FALSE	FALSE
Tnfrsf19	chr14	FALSE	FALSE
Emsy	chr7	FALSE	FALSE
Xpr1	chr1	FALSE	FALSE
Hhat	chr1	FALSE	FALSE
Unc5c	chr3	FALSE	TRUE
Lmbr1	chr5	FALSE	FALSE
Scn3a	chr2	FALSE	FALSE
Galnt3	chr2	TRUE	FALSE
Me1	chr9	FALSE	FALSE
Smarca2	chr19	TRUE	FALSE
Iqsec3	chr6	TRUE	FALSE
Bcat1	chr6	TRUE	FALSE
Arl4a	chr12	TRUE	FALSE
Srrm4	chr5	FALSE	FALSE
Nhs	chrX	FALSE	FALSE
Arfgef2	chr2	FALSE	FALSE
7530416G11Rik	chr15	FALSE	FALSE
Dop1b	chr16	FALSE	FALSE
Slitrk2	chrX	TRUE	TRUE
Grm1	chr10	TRUE	FALSE
Emid1	chr11	TRUE	FALSE
Zfp943	chr17	FALSE	FALSE
Lrrfip2	chr9	FALSE	FALSE
Dach1	chr14	TRUE	TRUE
Epb41l3	chr17	TRUE	FALSE
Atf7	chr15	TRUE	FALSE
Pcdh15	chr10	FALSE	TRUE
Atp9b	chr18	FALSE	FALSE
Dnmbp	chr19	FALSE	FALSE
Sox6	chr7	TRUE	TRUE
Ppfibp2	chr7	FALSE	FALSE
Stim2	chr5	FALSE	FALSE
Txndc16	chr14	FALSE	FALSE
Rnf213	chr11	FALSE	FALSE
Dpt	chr1	TRUE	TRUE
Retreg1	chr15	TRUE	FALSE
Pik3cb	chr9	FALSE	FALSE
Rgs20	chr1	FALSE	FALSE
Bckdhb	chr9	FALSE	FALSE
Eipr1	chr12	TRUE	FALSE
Gan	chr8	FALSE	FALSE
Tmco4	chr4	FALSE	FALSE
Nsd3	chr8	FALSE	FALSE
Ralyl	chr3	TRUE	TRUE
Pde7b	chr10	FALSE	TRUE
Slc23a2	chr2	FALSE	FALSE
Fcho2	chr13	FALSE	FALSE
Vangl1	chr3	FALSE	FALSE
Pld1	chr3	FALSE	FALSE
Cobll1	chr2	TRUE	TRUE
Tmem163	chr1	FALSE	FALSE
Cpeb1	chr7	FALSE	FALSE
Txnl4b	chr8	FALSE	FALSE
Ret	chr6	FALSE	FALSE
Nrf1	chr6	FALSE	FALSE
Lmo1	chr7	FALSE	FALSE
Cacnb2	chr2	FALSE	TRUE
Ttc29	chr8	FALSE	FALSE
Aktip	chr8	FALSE	FALSE
Fgf12	chr16	FALSE	TRUE
Sik2	chr9	FALSE	FALSE
Exph5	chr9	TRUE	TRUE
Egflam	chr15	FALSE	FALSE
Trim36	chr18	FALSE	FALSE
Ikbkb	chr8	FALSE	FALSE
Btbd8	chr5	FALSE	TRUE
Sorl1	chr9	TRUE	FALSE
Ninj2	chr6	FALSE	FALSE
Tenm3	chr8	TRUE	TRUE
Usp7	chr16	FALSE	FALSE
Fbxw11	chr11	FALSE	FALSE
Diaph3	chr14	TRUE	FALSE
Colgalt2	chr1	FALSE	FALSE
Ccar2	chr14	FALSE	FALSE
Gm37013	chr18	FALSE	TRUE
Kdm6a	chrX	FALSE	FALSE
Fars2	chr13	TRUE	TRUE
Sntg1	chr1	FALSE	TRUE
Taf3	chr2	FALSE	FALSE
Abcc8	chr7	FALSE	FALSE
Grid2ip	chr5	FALSE	FALSE
Itsn2	chr12	TRUE	FALSE
Pms1	chr1	TRUE	TRUE
Tenm4	chr7	TRUE	TRUE
Bicra	chr7	FALSE	FALSE
Myh10	chr11	FALSE	FALSE
Setd2	chr9	FALSE	FALSE
Kcnma1	chr14	FALSE	TRUE
Atad2b	chr12	FALSE	FALSE
E130308A19Rik	chr4	TRUE	FALSE
Lnpk	chr2	FALSE	FALSE
Olfml2b	chr1	FALSE	TRUE
Rgma	chr7	FALSE	FALSE
Vstm2l	chr2	FALSE	FALSE
Adck1	chr12	TRUE	FALSE
Vps13a	chr19	FALSE	TRUE
Th	chr7	FALSE	FALSE
Arid2	chr15	FALSE	FALSE
Rhbdl3	chr11	TRUE	FALSE
Stxbp5l	chr16	FALSE	TRUE
Abca13	chr11	TRUE	TRUE
Tab3	chrX	FALSE	FALSE
Exoc3l	chr8	TRUE	TRUE
Btaf1	chr19	FALSE	FALSE
Tmtc1	chr6	FALSE	FALSE
Ano5	chr7	FALSE	FALSE
Raph1	chr1	FALSE	FALSE
Pla2g5	chr4	FALSE	FALSE
Sema3f	chr9	FALSE	FALSE
Slco2a1	chr9	FALSE	FALSE
Trim9	chr12	FALSE	FALSE
Medag	chr5	FALSE	FALSE
Dock10	chr1	FALSE	FALSE
Kank1	chr19	FALSE	FALSE
Map6	chr7	FALSE	FALSE
Myo16	chr8	TRUE	TRUE
Zfp385c	chr11	TRUE	FALSE
Elovl7	chr13	FALSE	FALSE
Ern1	chr11	FALSE	FALSE
Notch1	chr2	FALSE	FALSE
Greb1l	chr18	FALSE	TRUE
Fbxw7	chr3	FALSE	FALSE
Thbs2	chr17	TRUE	TRUE
Pank1	chr19	FALSE	FALSE
Mlph	chr1	FALSE	FALSE
Prdm11	chr2	FALSE	FALSE
Setd3	chr12	FALSE	FALSE
2900026A02Rik	chr5	FALSE	FALSE
Atf3	chr1	FALSE	FALSE
Srgap1	chr10	TRUE	TRUE
Sms	chrX	TRUE	TRUE
Clic6	chr16	FALSE	FALSE
Fnip2	chr3	TRUE	FALSE
Map2k6	chr11	FALSE	FALSE
Ptprc	chr1	FALSE	FALSE
Nfam1	chr15	FALSE	FALSE
Hmga2	chr10	TRUE	FALSE
Il1r1	chr1	FALSE	FALSE
Ccdc167	chr17	TRUE	FALSE
Pyroxd2	chr19	FALSE	FALSE
Wnk1	chr6	FALSE	FALSE
Dock4	chr12	FALSE	FALSE
Wipf2	chr11	TRUE	FALSE
Ostf1	chr19	FALSE	FALSE
6430548M08Rik	chr8	FALSE	FALSE
Trim24	chr6	FALSE	FALSE
Wbp1l	chr19	TRUE	FALSE
Ino80d	chr1	TRUE	FALSE
Arl15	chr13	FALSE	FALSE
Clip4	chr17	FALSE	FALSE
Slc29a3	chr10	FALSE	FALSE
Cenpp	chr13	FALSE	FALSE
Epb41l2	chr10	TRUE	FALSE
Kifc3	chr8	FALSE	FALSE
Stox2	chr8	FALSE	FALSE
Kntc1	chr5	FALSE	FALSE
Fbxw8	chr5	TRUE	FALSE
Slmap	chr14	FALSE	FALSE
Nedd9	chr13	FALSE	TRUE
Rbm19	chr5	TRUE	FALSE
Rpn2	chr2	FALSE	FALSE
Lifr	chr15	FALSE	FALSE
Csnka2ip	chr16	TRUE	FALSE
Tll2	chr19	FALSE	FALSE
Hhip	chr8	TRUE	TRUE
Lclat1	chr17	FALSE	FALSE
Lrp12	chr15	FALSE	FALSE
Brf1	chr12	FALSE	FALSE
Lrrc55	chr2	TRUE	FALSE
Tmem245	chr4	TRUE	FALSE
Rnf115	chr3	FALSE	FALSE
Srsf4	chr4	FALSE	FALSE
Usp32	chr11	TRUE	FALSE
Oxsm	chr14	FALSE	TRUE
Nudt14	chr12	FALSE	FALSE
Ehbp1	chr11	TRUE	TRUE
Atp2b1	chr10	FALSE	FALSE
Sphkap	chr1	FALSE	FALSE
Dpysl3	chr18	FALSE	FALSE
Adam28	chr14	TRUE	FALSE
D5Ertd579e	chr5	FALSE	FALSE
Pitpnm3	chr11	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Dicer1	chr12	TRUE	FALSE
Tesk2	chr4	FALSE	FALSE
Atxn7	chr14	FALSE	FALSE
Gja5	chr3	TRUE	TRUE
Tmem236	chr2	TRUE	TRUE
Pcx	chr19	FALSE	FALSE
Ehd4	chr2	FALSE	FALSE
Tnfsf11	chr14	FALSE	FALSE
Plekhg1	chr10	TRUE	FALSE
Spag9	chr11	FALSE	FALSE
Phf21b	chr15	FALSE	FALSE
Nalcn	chr14	TRUE	TRUE
Stra6	chr9	FALSE	FALSE
Tbc1d12	chr19	FALSE	FALSE
Grap	chr11	FALSE	FALSE
Foxj3	chr4	FALSE	FALSE
Ptpn1	chr2	TRUE	FALSE
Osbp2	chr11	FALSE	FALSE
Chst3	chr10	FALSE	FALSE
Uri1	chr7	TRUE	FALSE
Hydin	chr8	FALSE	TRUE
Cd6	chr19	FALSE	TRUE
Cldn14	chr16	FALSE	FALSE
Slc66a2	chr18	FALSE	FALSE
Pdgfra	chr5	FALSE	FALSE
Gigyf2	chr1	FALSE	FALSE
L3mbtl3	chr10	FALSE	FALSE
Farp2	chr1	FALSE	FALSE
Cit	chr5	FALSE	FALSE
Acvr1b	chr15	FALSE	FALSE
Klhdc10	chr6	FALSE	FALSE
Xpo6	chr7	TRUE	FALSE
Gcn1	chr5	FALSE	FALSE
Arhgef26	chr3	FALSE	FALSE
Zfp236	chr18	FALSE	FALSE
Arhgef19	chr4	FALSE	FALSE
Mtap	chr4	TRUE	FALSE
Gnaz	chr10	TRUE	FALSE
Bdnf	chr2	FALSE	TRUE
Ogdh	chr11	TRUE	FALSE
Ext1	chr15	TRUE	FALSE
Manea	chr4	TRUE	TRUE
Ankrd12	chr17	FALSE	FALSE
Smad1	chr8	FALSE	FALSE
Chd2	chr7	FALSE	FALSE
Mob2	chr7	FALSE	FALSE
Col11a2	chr17	FALSE	FALSE
Igsf10	chr3	TRUE	TRUE
Tshz3	chr7	FALSE	FALSE
Atp8b4	chr2	TRUE	TRUE
Smap2	chr4	FALSE	FALSE
Kdm5c	chrX	FALSE	FALSE
Zfp523	chr17	TRUE	FALSE
Dnajc6	chr4	FALSE	FALSE
Glra1	chr11	FALSE	FALSE
Ube2k	chr5	FALSE	FALSE
Eml5	chr12	FALSE	FALSE
Hmgb1	chr5	FALSE	FALSE
Tnfaip8	chr18	FALSE	FALSE
Acsl6	chr11	FALSE	FALSE
Slc26a7	chr4	TRUE	FALSE
Mef2a	chr7	FALSE	FALSE
Mb21d2	chr16	TRUE	FALSE
Ric1	chr19	FALSE	FALSE
Dennd3	chr15	FALSE	FALSE
Ano4	chr10	FALSE	TRUE
Ccdc6	chr10	FALSE	FALSE
Mgat4a	chr1	TRUE	FALSE
Mrps28	chr3	FALSE	FALSE
Pip4k2a	chr2	FALSE	FALSE
Wwc1	chr11	FALSE	FALSE
Garem1	chr18	FALSE	FALSE
A930004D18Rik	chr2	TRUE	TRUE
Ank	chr15	FALSE	FALSE
Pde4a	chr9	TRUE	FALSE
Gna14	chr19	TRUE	FALSE
Zfp638	chr6	FALSE	FALSE
Hipk3	chr2	FALSE	FALSE
Ranbp17	chr11	TRUE	FALSE
Rfx2	chr17	FALSE	FALSE
Eps15l1	chr8	FALSE	FALSE
Kdm7a	chr6	FALSE	FALSE
Ankfn1	chr11	FALSE	TRUE
Fmnl3	chr15	FALSE	FALSE
Zcchc17	chr4	FALSE	FALSE
Fkbp5	chr17	FALSE	FALSE
Atf2	chr2	FALSE	FALSE
Scnn1a	chr6	FALSE	FALSE
Rras2	chr7	FALSE	FALSE
Slc45a3	chr1	FALSE	FALSE
Slc7a1	chr5	FALSE	FALSE
Aim2	chr1	FALSE	TRUE
Apc	chr18	FALSE	FALSE
Cdh22	chr2	FALSE	FALSE
Phactr2	chr10	FALSE	TRUE
Snx2	chr18	TRUE	FALSE
Plxdc2	chr2	TRUE	TRUE
Mvk	chr5	FALSE	FALSE
Ezr	chr17	FALSE	FALSE
Stpg2	chr3	FALSE	TRUE
Memo1	chr17	FALSE	FALSE
Spink13	chr18	TRUE	FALSE
Ppp1r12b	chr1	FALSE	FALSE
Shtn1	chr19	FALSE	FALSE
D630045J12Rik	chr6	FALSE	FALSE
Pard3b	chr1	FALSE	TRUE
Rhbdf2	chr11	FALSE	FALSE
Kcnq2	chr2	FALSE	FALSE
Them7	chr2	TRUE	FALSE
Nabp1	chr1	FALSE	TRUE
Rbms1	chr2	TRUE	FALSE
Rims4	chr2	FALSE	FALSE
Map2	chr1	FALSE	FALSE
Ankrd11	chr8	TRUE	FALSE
Kmt2d	chr15	FALSE	FALSE
Kat2b	chr17	TRUE	FALSE
Atp6v0d1	chr8	FALSE	FALSE
Tfcp2l1	chr1	TRUE	FALSE
Dmbx1	chr4	TRUE	TRUE
Ctnnbip1	chr4	TRUE	FALSE
Syt14	chr1	TRUE	FALSE
Nckap5l	chr15	FALSE	FALSE
Nfix	chr8	FALSE	FALSE
Tmtc4	chr14	TRUE	TRUE
Clec16a	chr16	FALSE	FALSE
Ror2	chr13	FALSE	FALSE
Hdhd5	chr6	TRUE	FALSE
Hivep2	chr10	FALSE	TRUE
Atp7b	chr8	FALSE	FALSE
Galnt9	chr5	FALSE	FALSE
Cpm	chr10	FALSE	FALSE
Sh3bp5	chr14	FALSE	FALSE
Tnni1	chr1	FALSE	FALSE
Pde7a	chr3	TRUE	FALSE
Elavl3	chr9	FALSE	FALSE
Poc1b	chr10	FALSE	FALSE
Pip5k1b	chr19	FALSE	TRUE
Cdan1	chr2	FALSE	FALSE
Foxp4	chr17	FALSE	FALSE
Creb5	chr6	TRUE	FALSE
Slc44a5	chr3	FALSE	FALSE
Mertk	chr2	FALSE	FALSE
Erbin	chr13	FALSE	FALSE
Intu	chr3	TRUE	TRUE
Lama1	chr17	FALSE	FALSE
Hdac4	chr1	FALSE	FALSE
Iqsec1	chr6	FALSE	FALSE
Adra1d	chr2	FALSE	FALSE
Dgcr2	chr16	FALSE	FALSE
Trim2	chr3	FALSE	FALSE
Ica1	chr6	TRUE	FALSE
Gprc5b	chr7	FALSE	FALSE
Padi6	chr4	FALSE	FALSE
Ccdc171	chr4	FALSE	FALSE
Tmem238	chr7	FALSE	TRUE
Myof	chr19	TRUE	TRUE
Kctd16	chr18	TRUE	TRUE
Dok6	chr18	TRUE	TRUE
Mib1	chr18	FALSE	FALSE
Gpc5	chr14	FALSE	TRUE
Bicd2	chr13	FALSE	FALSE
Tgfbrap1	chr1	TRUE	FALSE
Plagl1	chr10	FALSE	FALSE
Cd82	chr2	TRUE	FALSE
Ogdhl	chr14	FALSE	FALSE
Dennd5b	chr6	FALSE	FALSE
Npas3	chr12	FALSE	TRUE
Negr1	chr3	FALSE	TRUE
Zc3h13	chr14	TRUE	FALSE
Prrc2b	chr2	FALSE	FALSE
Ccny	chr18	FALSE	FALSE
Brinp1	chr4	FALSE	FALSE
Mapkbp1	chr2	FALSE	FALSE
Pcmtd1	chr1	TRUE	FALSE
Zdhhc14	chr17	FALSE	TRUE
Lrmda	chr14	FALSE	TRUE
Batf	chr12	FALSE	FALSE
Gm16223	chr5	TRUE	FALSE
Ice1	chr13	FALSE	FALSE
Arap1	chr7	FALSE	FALSE
Rin3	chr12	FALSE	FALSE
Sec14l1	chr11	FALSE	FALSE
Stx18	chr5	FALSE	FALSE
Sspo	chr6	FALSE	FALSE
Amer2	chr14	FALSE	TRUE
Cep170b	chr12	TRUE	FALSE
Ptgfrn	chr3	FALSE	FALSE
Wscd1	chr11	FALSE	FALSE
Il10ra	chr9	TRUE	TRUE
Tbc1d5	chr17	TRUE	TRUE
Dazl	chr17	TRUE	TRUE
Zfp217	chr2	FALSE	FALSE
Klf8	chrX	FALSE	FALSE
Nr1h4	chr10	FALSE	FALSE
Arsg	chr11	TRUE	TRUE
Map3k2	chr18	FALSE	FALSE
Dtna	chr18	FALSE	FALSE
Grk6	chr13	FALSE	FALSE
Adamts18	chr8	TRUE	TRUE
Col7a1	chr9	FALSE	FALSE
Ubr3	chr2	FALSE	FALSE
Abtb2	chr2	FALSE	TRUE
Poc1a	chr9	FALSE	FALSE
Cdh6	chr15	FALSE	TRUE
Rnf13	chr3	FALSE	FALSE
Dusp1	chr17	FALSE	TRUE
Rcor1	chr12	FALSE	FALSE
Samd4b	chr7	FALSE	FALSE
Bptf	chr11	TRUE	FALSE
Lhfpl3	chr5	FALSE	TRUE
Ppp2r5a	chr1	FALSE	FALSE
Trim33	chr3	FALSE	FALSE
Col13a1	chr10	FALSE	FALSE
Sorbs2	chr8	FALSE	TRUE
Atp8b1	chr18	FALSE	FALSE
Slc2a9	chr5	FALSE	FALSE
Map4k4	chr1	FALSE	FALSE
Inpp4b	chr8	FALSE	TRUE
Stx8	chr11	FALSE	FALSE
Saxo1	chr4	FALSE	FALSE
Taf4b	chr18	FALSE	FALSE
Pvalb	chr15	FALSE	FALSE
Nuak1	chr10	FALSE	FALSE
Mink1	chr11	TRUE	FALSE
Col4a1	chr8	FALSE	FALSE
Ddit4l	chr3	FALSE	FALSE
Abcb4	chr5	FALSE	FALSE
Tanc1	chr2	FALSE	FALSE
Mgat4b	chr11	FALSE	FALSE
Slc6a13	chr6	FALSE	FALSE
L3mbtl4	chr17	FALSE	TRUE
Nxph1	chr6	FALSE	TRUE
Ints6	chr14	FALSE	FALSE
Prr7	chr13	FALSE	FALSE
Ndp	chrX	TRUE	TRUE
Mgat5b	chr11	FALSE	FALSE
Cacul1	chr19	TRUE	FALSE
Tmem135	chr7	FALSE	FALSE
Ptpn11	chr5	FALSE	FALSE
Abcg1	chr17	FALSE	FALSE
Kcnq4	chr4	FALSE	FALSE
Atoh8	chr6	FALSE	TRUE
Htt	chr5	FALSE	TRUE
Efhd2	chr4	FALSE	FALSE
Tbc1d2b	chr9	FALSE	FALSE
Bex6	chr16	TRUE	TRUE
Srek1ip1	chr13	TRUE	FALSE
Man2a1	chr17	FALSE	TRUE
Tcerg1	chr18	FALSE	FALSE
Ppp1r12a	chr10	FALSE	FALSE
Braf	chr6	FALSE	FALSE
Ptpn3	chr4	TRUE	FALSE
Ap1b1	chr11	FALSE	FALSE
Myo6	chr9	FALSE	FALSE
Dapk2	chr9	FALSE	FALSE
Csnk1g3	chr18	FALSE	FALSE
Rtl9	chrX	FALSE	FALSE
4930505A04Rik	chr11	TRUE	TRUE
Tekt1	chr11	FALSE	FALSE
Alpk1	chr3	FALSE	FALSE
4932438H23Rik	chr16	FALSE	FALSE
Unc13a	chr8	FALSE	FALSE
Rnf19a	chr15	TRUE	FALSE
Gpc1	chr1	FALSE	FALSE
Trank1	chr9	FALSE	FALSE
Syt16	chr12	FALSE	TRUE
Strn	chr17	FALSE	FALSE
Nf2	chr11	FALSE	FALSE
Zbed4	chr15	FALSE	FALSE
Dennd4c	chr4	TRUE	FALSE
Sestd1	chr2	FALSE	FALSE
Pccb	chr9	TRUE	FALSE
Armc2	chr10	FALSE	TRUE
Ust	chr10	FALSE	FALSE
Dcc	chr18	TRUE	TRUE
Car5a	chr8	FALSE	FALSE
Adam10	chr9	FALSE	FALSE
Gfra1	chr19	FALSE	FALSE
Map2k5	chr9	FALSE	FALSE
Cdc40	chr10	FALSE	TRUE
Tmem65	chr15	FALSE	TRUE
Nacc2	chr2	FALSE	FALSE
Itgb4	chr11	FALSE	FALSE
Il11ra1	chr4	FALSE	FALSE
Padi1	chr4	FALSE	FALSE
Dglucy	chr12	FALSE	TRUE
Hddc2	chr10	FALSE	FALSE
Asic2	chr11	FALSE	TRUE
Lemd2	chr17	TRUE	FALSE
Slc6a12	chr6	FALSE	FALSE
Cilp	chr9	FALSE	FALSE
Prpf40a	chr2	TRUE	FALSE
Btrc	chr19	FALSE	FALSE
Flnb	chr14	FALSE	FALSE
Lgi2	chr5	TRUE	FALSE
Uxs1	chr1	TRUE	FALSE
Gsdme	chr6	TRUE	FALSE
Bbx	chr16	FALSE	FALSE
Ppm1b	chr17	FALSE	FALSE
Hmcn2	chr2	FALSE	FALSE
Rundc3b	chr5	FALSE	FALSE
Cdh7	chr1	FALSE	TRUE
Ercc6	chr14	FALSE	FALSE
Rffl	chr11	TRUE	FALSE
Atm	chr9	FALSE	FALSE
Oxr1	chr15	FALSE	TRUE
Fam78a	chr2	FALSE	FALSE
Mbtps1	chr8	TRUE	FALSE
Prdm2	chr4	FALSE	FALSE
Disc1	chr8	FALSE	FALSE
Mast3	chr8	FALSE	FALSE
Atp11c	chrX	FALSE	TRUE
Nadk	chr4	FALSE	FALSE
Fam169b	chr7	FALSE	FALSE
Ccser2	chr14	FALSE	FALSE
Nptn	chr9	FALSE	FALSE
Stat5a	chr11	FALSE	FALSE
Pum2	chr12	FALSE	FALSE
Kdm3b	chr18	TRUE	FALSE
Slc25a12	chr2	FALSE	FALSE
Adgra1	chr7	FALSE	FALSE
Lamc2	chr1	FALSE	TRUE
Angpt4	chr2	FALSE	FALSE
Cryzl2	chr1	FALSE	FALSE
Wdr59	chr8	FALSE	FALSE
Cdh11	chr8	TRUE	FALSE
Pfkl	chr10	FALSE	FALSE
Mark4	chr7	FALSE	FALSE
Actn4	chr7	TRUE	FALSE
Prmt8	chr6	FALSE	FALSE
Clic4	chr4	FALSE	FALSE
Morc4	chrX	FALSE	FALSE
Kremen1	chr11	TRUE	FALSE
Tspan13	chr12	FALSE	FALSE
Zfp597	chr16	TRUE	FALSE
Hdac11	chr6	TRUE	TRUE
Med16	chr10	FALSE	FALSE
Prdm1	chr10	FALSE	FALSE
Banp	chr8	FALSE	FALSE
Tecpr1	chr5	FALSE	FALSE
Scg5	chr2	FALSE	FALSE
Dao	chr5	FALSE	FALSE
Pygl	chr12	FALSE	FALSE
Ehmt1	chr2	FALSE	FALSE
Osbpl8	chr10	FALSE	FALSE
Sec24d	chr3	TRUE	FALSE
Itga7	chr10	TRUE	TRUE
Gpatch2l	chr12	TRUE	FALSE
Mlxipl	chr5	TRUE	FALSE
Rnf141	chr7	TRUE	FALSE
Galnt10	chr11	FALSE	FALSE
Ly75	chr2	FALSE	FALSE
Obscn	chr11	FALSE	FALSE
Man1a2	chr3	TRUE	FALSE
Arih1	chr9	FALSE	FALSE
Rbm20	chr19	FALSE	FALSE
Eea1	chr10	FALSE	FALSE
Crcp	chr5	FALSE	FALSE
Il6ra	chr3	TRUE	FALSE
Foxo1	chr3	FALSE	FALSE
Glb1l2	chr9	FALSE	FALSE
Skap2	chr6	TRUE	FALSE
Col8a2	chr4	FALSE	FALSE
Sh3tc1	chr5	FALSE	FALSE
Ttc39a	chr4	FALSE	FALSE
Dennd5a	chr7	FALSE	FALSE
Dock2	chr11	FALSE	TRUE
Znrf1	chr8	FALSE	FALSE
Ankrd6	chr4	TRUE	FALSE
Neurl1a	chr19	FALSE	FALSE
Anxa2	chr9	FALSE	FALSE
Gli2	chr1	FALSE	FALSE
Nek10	chr14	TRUE	TRUE
Ninl	chr2	FALSE	FALSE
Grm4	chr17	FALSE	FALSE
Prr5l	chr2	FALSE	TRUE
Grid1	chr14	FALSE	TRUE
Shank3	chr15	FALSE	FALSE
Vsnl1	chr12	FALSE	FALSE
5730522E02Rik	chr11	TRUE	TRUE
Dcaf5	chr12	FALSE	FALSE
Cracr2a	chr6	TRUE	FALSE
Hsf5	chr11	FALSE	FALSE
Zc3hav1	chr6	TRUE	FALSE
Rnf182	chr13	TRUE	TRUE
Smchd1	chr17	TRUE	TRUE
Igdcc4	chr9	FALSE	FALSE
Zfyve28	chr5	FALSE	FALSE
Zbtb46	chr2	FALSE	FALSE
Chst9	chr18	FALSE	TRUE
Plch1	chr3	FALSE	FALSE
Pik3cd	chr4	FALSE	FALSE
Vangl2	chr1	FALSE	FALSE
Kl	chr5	FALSE	FALSE
Frmpd1	chr4	FALSE	FALSE
Plekhf1	chr7	FALSE	TRUE
Dgkd	chr1	FALSE	FALSE
Mob3b	chr4	FALSE	FALSE
Rapgef5	chr12	FALSE	TRUE
Laptm4b	chr15	TRUE	FALSE
Dclk2	chr3	FALSE	TRUE
Igsf11	chr16	FALSE	FALSE
Cdip1	chr16	TRUE	FALSE
St7	chr6	FALSE	TRUE
Depdc5	chr5	FALSE	FALSE
Pla2r1	chr2	FALSE	FALSE
Usp47	chr7	FALSE	FALSE
Adcy2	chr13	TRUE	TRUE
Angptl2	chr2	FALSE	FALSE
Dlc1	chr8	FALSE	TRUE
Xpnpep1	chr19	TRUE	FALSE
Barhl1	chr2	FALSE	FALSE
Rdx	chr9	FALSE	FALSE
Ly86	chr13	TRUE	FALSE
Dera	chr6	FALSE	TRUE
Vps26c	chr16	TRUE	FALSE
Ndst1	chr18	FALSE	FALSE
Pax7	chr4	FALSE	FALSE
Dcdc2a	chr13	FALSE	TRUE
Cdc42ep4	chr11	TRUE	FALSE
Rsu1	chr2	FALSE	FALSE
Wac	chr18	FALSE	FALSE
Nsd1	chr13	FALSE	TRUE
Hif1an	chr19	FALSE	FALSE
Bdkrb2	chr12	FALSE	FALSE
Lrfn3	chr7	FALSE	FALSE
Ext2	chr2	FALSE	FALSE
Zcchc24	chr14	FALSE	FALSE
Zfp664	chr5	FALSE	FALSE
Ube2u	chr4	TRUE	FALSE
Kctd3	chr1	TRUE	FALSE
Crb2	chr2	TRUE	FALSE
Jarid2	chr13	TRUE	TRUE
Gnal	chr18	FALSE	FALSE
Ssh1	chr5	FALSE	FALSE
Etv6	chr6	FALSE	FALSE
Rnf144a	chr12	TRUE	FALSE
Hira	chr16	FALSE	TRUE
Fhad1	chr4	FALSE	FALSE
Bcar3	chr3	FALSE	FALSE
Lrig3	chr10	FALSE	FALSE
Muc5ac	chr7	FALSE	FALSE
Gas6	chr8	FALSE	FALSE
Slc30a3	chr5	FALSE	FALSE
Cdc5l	chr17	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Col22a1	chr15	FALSE	FALSE
Arhgap24	chr5	FALSE	TRUE
Abhd2	chr7	TRUE	FALSE
Ggta1	chr2	TRUE	FALSE
Sgpp2	chr1	FALSE	FALSE
Kdm2a	chr19	FALSE	FALSE
Slc12a1	chr2	TRUE	TRUE
Cnksr3	chr10	FALSE	FALSE
Epn2	chr11	FALSE	FALSE
Fchsd2	chr7	FALSE	FALSE
N4bp1	chr8	FALSE	FALSE
Hk2	chr6	FALSE	TRUE
Clec2l	chr6	FALSE	FALSE
Nt5m	chr11	FALSE	FALSE
Nr2c2	chr6	FALSE	FALSE
Gm19935	chr8	TRUE	FALSE
9930021J03Rik	chr19	TRUE	FALSE
Flt1	chr5	FALSE	FALSE
Spsb4	chr9	FALSE	FALSE
Podxl	chr6	FALSE	FALSE
Chst11	chr10	FALSE	FALSE
Plcb2	chr2	FALSE	FALSE
Plcb3	chr19	FALSE	FALSE
Ralgapb	chr2	FALSE	FALSE
Mr1	chr1	FALSE	FALSE
Galnt5	chr2	TRUE	TRUE
Grk4	chr5	FALSE	FALSE
Unc5cl	chr17	FALSE	FALSE
Ctif	chr18	FALSE	FALSE
Spen	chr4	FALSE	FALSE
Srrm3	chr5	FALSE	FALSE
Epha7	chr4	FALSE	TRUE
Recql5	chr11	FALSE	FALSE
0610040J01Rik	chr5	FALSE	FALSE
Desi2	chr1	FALSE	FALSE
Tut7	chr13	FALSE	FALSE
Cacna1d	chr14	TRUE	TRUE
Bpi	chr2	FALSE	FALSE
Tmod1	chr4	FALSE	FALSE
Herc2	chr7	FALSE	TRUE
Mrtfb	chr16	FALSE	FALSE
Slc31a1	chr4	FALSE	FALSE
Pspc1	chr14	FALSE	FALSE
Dusp8	chr7	FALSE	FALSE
Fign	chr2	FALSE	FALSE
Elovl2	chr13	FALSE	FALSE
Rasgrf1	chr9	FALSE	FALSE
Csnk1e	chr15	FALSE	FALSE
Gprin2	chr14	FALSE	FALSE
Ptprb	chr10	FALSE	TRUE
Top1	chr2	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Trib2	chr12	FALSE	FALSE
Ptpn13	chr5	FALSE	FALSE
Kcnk5	chr14	FALSE	FALSE
Pdzd2	chr15	FALSE	FALSE
Msh2	chr17	FALSE	FALSE
Rab10	chr12	FALSE	FALSE
Rab11fip3	chr17	FALSE	FALSE
