gene_name	chr	mch_gain	mecp2_gain
Rgs8	chr1	FALSE	TRUE
Tpra1	chr6	FALSE	FALSE
Wdr18	chr10	FALSE	FALSE
Atp1b1	chr1	TRUE	FALSE
Kif1a	chr1	TRUE	FALSE
Wdr82	chr9	FALSE	FALSE
Prag1	chr8	TRUE	FALSE
Srebf2	chr15	FALSE	FALSE
Lemd1	chr1	FALSE	TRUE
Gpr146	chr5	FALSE	FALSE
Slc35b4	chr6	TRUE	FALSE
2510009E07Rik	chr16	FALSE	FALSE
Mrpl46	chr7	FALSE	FALSE
Abhd17b	chr19	TRUE	TRUE
Eef1akmt2	chr7	FALSE	TRUE
Zcchc9	chr13	FALSE	FALSE
Gucy1b1	chr3	FALSE	TRUE
Camsap1	chr2	TRUE	FALSE
Gatd1	chr7	TRUE	FALSE
Tmed4	chr11	FALSE	FALSE
Rab8a	chr8	FALSE	FALSE
Gpr108	chr17	FALSE	FALSE
E2f3	chr13	TRUE	FALSE
Sppl2b	chr10	FALSE	FALSE
Hspa4	chr11	TRUE	FALSE
Gramd1b	chr9	TRUE	FALSE
Chd8	chr14	TRUE	FALSE
Chmp2b	chr16	FALSE	FALSE
Tapbp	chr17	FALSE	FALSE
Ddr2	chr1	TRUE	FALSE
Slitrk5	chr14	FALSE	FALSE
Esco1	chr18	FALSE	FALSE
Sgca	chr11	TRUE	TRUE
Kdsr	chr1	FALSE	FALSE
Bms1	chr6	FALSE	FALSE
Spred1	chr2	TRUE	FALSE
Glrx5	chr12	FALSE	TRUE
Acsl1	chr8	TRUE	FALSE
Dcun1d4	chr5	TRUE	FALSE
Fam178b	chr1	FALSE	FALSE
Gpr19	chr6	TRUE	TRUE
Leng9	chr7	FALSE	FALSE
Slx4ip	chr2	TRUE	TRUE
Prr14	chr7	FALSE	TRUE
Dph6	chr2	TRUE	TRUE
Atad2	chr15	TRUE	FALSE
Inpp4a	chr1	TRUE	FALSE
Rnf41	chr10	TRUE	FALSE
Peli3	chr19	FALSE	FALSE
Crybb1	chr5	FALSE	TRUE
Strada	chr11	FALSE	FALSE
P4htm	chr9	FALSE	FALSE
Mid1ip1	chrX	TRUE	FALSE
Ccdc9b	chr2	FALSE	TRUE
Ndufa1	chrX	TRUE	FALSE
Plcd3	chr11	FALSE	FALSE
Trnp1	chr4	FALSE	FALSE
Stambpl1	chr19	TRUE	TRUE
Casd1	chr6	FALSE	FALSE
Ralb	chr1	FALSE	FALSE
Neurl3	chr1	TRUE	FALSE
Slc2a3	chr6	TRUE	TRUE
Eci2	chr13	TRUE	FALSE
Azin1	chr15	TRUE	FALSE
Vps26b	chr9	FALSE	FALSE
Sftpc	chr14	TRUE	TRUE
Akt1	chr12	FALSE	FALSE
Nudcd3	chr11	TRUE	FALSE
Tbc1d24	chr17	FALSE	FALSE
Cep131	chr11	FALSE	FALSE
Shpk	chr11	FALSE	FALSE
Tia1	chr6	FALSE	FALSE
Mras	chr9	FALSE	TRUE
Mrm1	chr11	FALSE	FALSE
Nptxr	chr15	FALSE	TRUE
Dcaf13	chr15	TRUE	FALSE
Cpeb2	chr5	TRUE	FALSE
Rprd1b	chr2	TRUE	TRUE
Usp12	chr5	FALSE	FALSE
Fan1	chr7	FALSE	FALSE
Rab40c	chr17	TRUE	FALSE
Mzt2	chr16	FALSE	FALSE
Otud4	chr8	TRUE	FALSE
Gfod1	chr13	TRUE	FALSE
Ipmk	chr10	TRUE	FALSE
Thnsl1	chr2	TRUE	TRUE
Hagh	chr17	FALSE	FALSE
Ddx5	chr11	FALSE	FALSE
Rilp	chr11	FALSE	FALSE
Ahctf1	chr1	TRUE	FALSE
Necap2	chr4	FALSE	FALSE
Panx2	chr15	FALSE	FALSE
3110040N11Rik	chr7	TRUE	TRUE
Pigv	chr4	TRUE	FALSE
Wdfy1	chr1	TRUE	FALSE
Ubb	chr11	FALSE	FALSE
Dusp7	chr9	FALSE	FALSE
Ccni	chr5	FALSE	FALSE
Ttc21b	chr2	TRUE	FALSE
Fam118a	chr15	TRUE	FALSE
Zcchc14	chr8	TRUE	TRUE
Katnal1	chr5	TRUE	FALSE
Mpc1	chr17	FALSE	FALSE
Thy1	chr9	FALSE	FALSE
Cse1l	chr2	TRUE	FALSE
Ywhag	chr5	FALSE	FALSE
Gdap1l1	chr2	FALSE	FALSE
Peli2	chr14	TRUE	FALSE
Myl6	chr10	FALSE	FALSE
Klf9	chr19	FALSE	FALSE
Cdo1	chr18	FALSE	FALSE
Tbk1	chr10	TRUE	TRUE
Morf4l1	chr9	FALSE	FALSE
Slc37a1	chr17	TRUE	FALSE
Strip2	chr6	TRUE	TRUE
Fam53a	chr5	TRUE	FALSE
Palm	chr10	TRUE	FALSE
Gprin1	chr13	FALSE	TRUE
Tnpo2	chr8	FALSE	FALSE
Tbata	chr10	TRUE	FALSE
Eno2	chr6	FALSE	FALSE
Thoc7	chr14	FALSE	FALSE
Csmd3	chr15	TRUE	FALSE
Ece2	chr16	FALSE	FALSE
Atp5pb	chr3	FALSE	FALSE
Napb	chr2	TRUE	FALSE
Zfp956	chr6	FALSE	FALSE
Shf	chr2	FALSE	FALSE
Esrra	chr19	TRUE	FALSE
Skp2	chr15	TRUE	FALSE
Hnrnph1	chr11	FALSE	FALSE
Plk5	chr10	FALSE	FALSE
Vopp1	chr6	TRUE	FALSE
Snn	chr16	FALSE	FALSE
Mmaa	chr8	FALSE	FALSE
Nol4l	chr2	TRUE	FALSE
Ptbp2	chr3	TRUE	TRUE
Tbc1d16	chr11	TRUE	TRUE
R3hdm4	chr10	FALSE	FALSE
Sting1	chr18	TRUE	TRUE
Mlst8	chr17	TRUE	FALSE
Polr1a	chr6	TRUE	FALSE
Dhx29	chr13	TRUE	FALSE
Ssr3	chr3	FALSE	TRUE
Stat1	chr1	TRUE	FALSE
Map3k12	chr15	FALSE	FALSE
Nmd3	chr3	TRUE	TRUE
Adar	chr3	FALSE	FALSE
Slc25a51	chr4	FALSE	TRUE
Kcnj11	chr7	TRUE	FALSE
Sec62	chr3	FALSE	FALSE
Msi1	chr5	FALSE	TRUE
Zfp446	chr7	TRUE	FALSE
Mmp17	chr5	FALSE	FALSE
Msra	chr14	TRUE	TRUE
Mrpl2	chr17	FALSE	FALSE
Mrpl15	chr1	FALSE	TRUE
Eif4g1	chr16	TRUE	FALSE
Fam76b	chr9	FALSE	FALSE
Fstl5	chr3	TRUE	TRUE
Psme2	chr14	TRUE	FALSE
Bcl10	chr3	FALSE	FALSE
Nr2f1	chr13	TRUE	FALSE
Lrp11	chr10	TRUE	FALSE
Dram2	chr3	TRUE	FALSE
Hnrnpu	chr1	FALSE	FALSE
Npepl1	chr2	TRUE	TRUE
Ncs1	chr2	FALSE	FALSE
N6amt1	chr16	TRUE	TRUE
Dhx37	chr5	FALSE	FALSE
Smyd3	chr1	TRUE	TRUE
Cdc42ep3	chr17	FALSE	FALSE
Faim2	chr15	FALSE	FALSE
Map7d1	chr4	FALSE	FALSE
Stmn3	chr2	FALSE	TRUE
Selenos	chr7	FALSE	TRUE
Nepro	chr16	FALSE	TRUE
Tmem60	chr5	FALSE	FALSE
Arf3	chr15	TRUE	FALSE
Bloc1s1	chr10	TRUE	FALSE
Elp1	chr4	TRUE	TRUE
Amdhd2	chr17	FALSE	TRUE
Arl2	chr19	TRUE	FALSE
Uckl1	chr2	FALSE	TRUE
Tiprl	chr1	FALSE	FALSE
Lasp1	chr11	FALSE	FALSE
Gpr151	chr18	FALSE	FALSE
Pdhx	chr2	FALSE	FALSE
Bcl7c	chr7	TRUE	FALSE
Rxylt1	chr10	FALSE	FALSE
Ripply2	chr9	TRUE	TRUE
Pex2	chr3	FALSE	FALSE
Ndufb2	chr6	TRUE	FALSE
Mpc2	chr1	TRUE	FALSE
Pla2g6	chr15	FALSE	FALSE
Cadm4	chr7	FALSE	FALSE
Pcf11	chr7	TRUE	FALSE
Cend1	chr7	FALSE	FALSE
Arhgap4	chrX	TRUE	FALSE
Nfat5	chr8	TRUE	TRUE
Smtn	chr11	FALSE	FALSE
Mapkapk3	chr9	TRUE	TRUE
Cyb5a	chr18	TRUE	FALSE
Zdhhc5	chr2	FALSE	FALSE
Irs2	chr8	TRUE	TRUE
Mtf2	chr5	TRUE	FALSE
Slco3a1	chr7	TRUE	TRUE
Calm3	chr7	FALSE	FALSE
Chst5	chr8	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Zfp706	chr15	FALSE	FALSE
Megf8	chr7	TRUE	FALSE
Nprl3	chr11	TRUE	FALSE
Ampd3	chr7	FALSE	TRUE
Entpd7	chr19	TRUE	FALSE
Prcp	chr7	TRUE	FALSE
Mettl15	chr2	TRUE	TRUE
Capn2	chr1	TRUE	FALSE
Mapk4	chr18	TRUE	FALSE
Rnf39	chr17	TRUE	TRUE
Ptbp1	chr10	FALSE	FALSE
Actr3	chr1	TRUE	FALSE
Isoc1	chr18	FALSE	TRUE
Tarbp2	chr15	TRUE	FALSE
Fut9	chr4	TRUE	TRUE
Camk2n2	chr16	FALSE	FALSE
Sp3	chr2	TRUE	TRUE
Fbxo27	chr7	FALSE	FALSE
Hdac7	chr15	FALSE	FALSE
Alg2	chr4	FALSE	FALSE
Rasa2	chr9	TRUE	TRUE
Myom1	chr17	TRUE	FALSE
Septin8	chr11	TRUE	FALSE
St6galnac3	chr3	TRUE	FALSE
Nfyc	chr4	TRUE	FALSE
Stx16	chr2	TRUE	FALSE
Fmr1	chrX	TRUE	FALSE
Stip1	chr19	FALSE	FALSE
Ehd3	chr17	FALSE	TRUE
Pold1	chr7	TRUE	FALSE
Lgi1	chr19	TRUE	TRUE
Cnnm1	chr19	TRUE	TRUE
Ndc80	chr17	TRUE	FALSE
Usf3	chr16	TRUE	FALSE
Fkbp4	chr6	FALSE	FALSE
Marveld2	chr13	TRUE	FALSE
Slc16a11	chr11	TRUE	FALSE
Znfx1	chr2	FALSE	TRUE
Fkbp3	chr12	FALSE	FALSE
Usp37	chr1	TRUE	FALSE
Tmcc2	chr1	FALSE	FALSE
Eif2a	chr3	TRUE	TRUE
Mpdz	chr4	TRUE	FALSE
Pym1	chr10	FALSE	FALSE
Fam131a	chr16	FALSE	FALSE
Ipo13	chr4	FALSE	FALSE
C330018D20Rik	chr18	TRUE	TRUE
Rnpepl1	chr1	FALSE	FALSE
Zfp689	chr7	TRUE	FALSE
Cactin	chr10	FALSE	FALSE
Pkib	chr10	TRUE	TRUE
Tmem121b	chr6	FALSE	FALSE
Tcp1	chr17	FALSE	FALSE
Gab1	chr8	TRUE	TRUE
Ndrg2	chr14	FALSE	FALSE
Tmem63b	chr17	FALSE	FALSE
Zfp637	chr6	FALSE	TRUE
Appl2	chr10	TRUE	FALSE
Plcl2	chr17	TRUE	FALSE
Prmt6	chr3	FALSE	FALSE
Smim20	chr5	TRUE	TRUE
Sugt1	chr14	TRUE	FALSE
Rab11fip2	chr19	TRUE	TRUE
Tom1	chr8	FALSE	FALSE
Kdm1b	chr13	TRUE	FALSE
Pkd1	chr17	TRUE	FALSE
Hdac3	chr18	FALSE	TRUE
Nxn	chr11	TRUE	FALSE
Dlg1	chr16	TRUE	FALSE
Uhrf2	chr19	TRUE	FALSE
Jade1	chr3	FALSE	FALSE
Timm10b	chr7	FALSE	FALSE
Cnfn	chr7	FALSE	TRUE
Kif5b	chr18	TRUE	FALSE
Ptpn21	chr12	TRUE	FALSE
Tmem151b	chr17	FALSE	FALSE
Ldb1	chr19	FALSE	FALSE
Jup	chr11	TRUE	FALSE
Mapk9	chr11	TRUE	FALSE
Cerk	chr15	TRUE	FALSE
Traf3	chr12	TRUE	FALSE
Pttg1ip	chr10	FALSE	FALSE
Adgrl1	chr8	TRUE	FALSE
Ankdd1a	chr9	FALSE	TRUE
Anks3	chr16	FALSE	FALSE
Fktn	chr4	TRUE	FALSE
Soga3	chr10	TRUE	FALSE
Plch2	chr4	TRUE	FALSE
Slc8a2	chr7	TRUE	FALSE
Slc15a4	chr5	FALSE	FALSE
Bmt2	chr6	TRUE	FALSE
Vdac1	chr11	FALSE	FALSE
Lpcat1	chr13	FALSE	TRUE
Mettl21a	chr1	FALSE	FALSE
Dclre1b	chr3	FALSE	TRUE
Slc4a3	chr1	FALSE	TRUE
Myh14	chr7	TRUE	TRUE
Gcnt1	chr19	TRUE	FALSE
Tmem218	chr9	TRUE	FALSE
Gak	chr5	TRUE	FALSE
Steap2	chr5	FALSE	FALSE
Hk1	chr10	TRUE	FALSE
Ptchd1	chrX	TRUE	TRUE
Pygb	chr2	TRUE	TRUE
Tada3	chr6	FALSE	FALSE
Cadm3	chr1	FALSE	FALSE
Vars2	chr17	FALSE	FALSE
Rbm4b	chr19	FALSE	FALSE
Ak4	chr4	TRUE	TRUE
Ppfia4	chr1	TRUE	FALSE
Wdr3	chr3	TRUE	TRUE
Man2a2	chr7	FALSE	FALSE
Exd1	chr2	TRUE	TRUE
Tle2	chr10	TRUE	TRUE
Utp14b	chr1	FALSE	FALSE
Cst6	chr19	FALSE	FALSE
Gnpda1	chr18	FALSE	FALSE
Bag1	chr4	TRUE	FALSE
Pkd2	chr5	TRUE	FALSE
Usp1	chr4	FALSE	TRUE
Mkks	chr2	TRUE	TRUE
Zfp574	chr7	FALSE	FALSE
Ugdh	chr5	TRUE	TRUE
Eloc	chr1	TRUE	FALSE
Hnrnpul2	chr19	TRUE	FALSE
Hbegf	chr18	TRUE	TRUE
Dbi	chr1	TRUE	TRUE
Slc41a1	chr1	FALSE	FALSE
C1qtnf4	chr2	FALSE	FALSE
Raly	chr2	TRUE	FALSE
Leng8	chr7	FALSE	FALSE
Dennd2a	chr6	TRUE	FALSE
Ep300	chr15	TRUE	FALSE
Calu	chr6	TRUE	FALSE
Inpp5k	chr11	TRUE	FALSE
Fam43a	chr16	TRUE	FALSE
Pkp4	chr2	TRUE	TRUE
Dnajc4	chr19	TRUE	TRUE
Bin3	chr14	TRUE	FALSE
Ric8a	chr7	TRUE	FALSE
Zfp777	chr6	TRUE	FALSE
Fbxl22	chr9	FALSE	FALSE
1700008O03Rik	chr7	TRUE	FALSE
Katnb1	chr8	FALSE	FALSE
Zfp263	chr16	FALSE	FALSE
Cybc1	chr11	FALSE	FALSE
Cnnm3	chr1	TRUE	FALSE
Pign	chr1	TRUE	TRUE
Asic1	chr15	TRUE	FALSE
Zswim8	chr14	FALSE	FALSE
Tead4	chr6	TRUE	FALSE
Mon1b	chr8	FALSE	FALSE
Rab1a	chr11	TRUE	FALSE
Blcap	chr2	FALSE	TRUE
Mfap3l	chr8	TRUE	FALSE
Celsr2	chr3	TRUE	TRUE
Unc119b	chr5	FALSE	TRUE
G3bp1	chr11	TRUE	FALSE
2300009A05Rik	chr9	TRUE	FALSE
Fa2h	chr8	TRUE	FALSE
Abca1	chr4	TRUE	FALSE
Txn1	chr4	FALSE	TRUE
Foxj2	chr6	TRUE	FALSE
Comtd1	chr14	FALSE	FALSE
Tada1	chr1	FALSE	FALSE
Atf7ip	chr6	TRUE	TRUE
Tmem18	chr12	TRUE	FALSE
St3gal2	chr8	TRUE	FALSE
Prkaa2	chr4	TRUE	TRUE
Dvl3	chr16	FALSE	TRUE
Pdzd4	chrX	FALSE	FALSE
Zfp46	chr4	TRUE	FALSE
Acap3	chr4	FALSE	TRUE
Timmdc1	chr16	FALSE	FALSE
Mapk8ip3	chr17	TRUE	FALSE
Aig1	chr10	TRUE	FALSE
Oard1	chr17	TRUE	FALSE
Arf4	chr14	TRUE	FALSE
Pafah1b2	chr9	TRUE	FALSE
Rad9b	chr5	FALSE	FALSE
Tbc1d22a	chr15	TRUE	TRUE
Lnpep	chr17	TRUE	FALSE
Minpp1	chr19	TRUE	FALSE
Top2b	chr14	TRUE	FALSE
Kcnj12	chr11	TRUE	TRUE
Vamp4	chr1	TRUE	TRUE
Nek6	chr2	TRUE	TRUE
Trim39	chr17	FALSE	FALSE
Suclg1	chr6	FALSE	FALSE
Acbd5	chr2	TRUE	FALSE
Tank	chr2	TRUE	TRUE
Tomm70a	chr16	FALSE	FALSE
Abhd14b	chr9	TRUE	TRUE
Rasl11b	chr5	TRUE	FALSE
Slc30a4	chr2	TRUE	TRUE
Fndc3a	chr14	TRUE	TRUE
Zfp267	chr3	TRUE	FALSE
Usp16	chr16	TRUE	TRUE
Rita1	chr5	FALSE	TRUE
Polr3g	chr13	TRUE	FALSE
Clu	chr14	TRUE	TRUE
Tnfrsf21	chr17	TRUE	TRUE
Tmem94	chr11	FALSE	FALSE
Ccdc186	chr19	TRUE	FALSE
Cmpk2	chr12	FALSE	FALSE
Ppm1d	chr11	TRUE	FALSE
Armc9	chr1	TRUE	FALSE
Ubtf	chr11	FALSE	FALSE
Togaram1	chr12	TRUE	FALSE
Gnmt	chr17	TRUE	FALSE
Abcc3	chr11	FALSE	FALSE
Nudt6	chr3	FALSE	FALSE
Tapt1	chr5	TRUE	TRUE
Ccdc106	chr7	TRUE	FALSE
Vdac2	chr14	TRUE	FALSE
Avl9	chr6	TRUE	TRUE
Thtpa	chr14	TRUE	FALSE
Zfp687	chr3	FALSE	FALSE
Use1	chr8	TRUE	FALSE
Chst14	chr2	FALSE	FALSE
Tmpo	chr10	TRUE	FALSE
Trim66	chr7	TRUE	FALSE
Ap2a2	chr7	TRUE	FALSE
Rab43	chr6	FALSE	FALSE
Cdr2l	chr11	FALSE	FALSE
Top1mt	chr15	FALSE	FALSE
Atoh7	chr10	FALSE	TRUE
Arf1	chr11	TRUE	FALSE
Ccdc80	chr16	TRUE	FALSE
Elf1	chr14	TRUE	FALSE
Arsb	chr13	TRUE	TRUE
Dpf3	chr12	TRUE	FALSE
Zfat	chr15	TRUE	FALSE
Dtl	chr1	TRUE	FALSE
Tdrd3	chr14	TRUE	FALSE
Bbip1	chr19	TRUE	FALSE
Aldh16a1	chr7	FALSE	FALSE
Spcs1	chr14	TRUE	FALSE
Poc5	chr13	TRUE	FALSE
Akap11	chr14	TRUE	TRUE
Abca7	chr10	FALSE	FALSE
Tppp	chr13	FALSE	FALSE
Gipc2	chr3	TRUE	FALSE
Fdxr	chr11	TRUE	TRUE
Tbc1d4	chr14	TRUE	TRUE
Zbtb45	chr7	TRUE	FALSE
Dusp23	chr1	TRUE	TRUE
Dnajb5	chr4	FALSE	FALSE
Lipe	chr7	FALSE	FALSE
Letm1	chr5	TRUE	FALSE
Tst	chr15	FALSE	TRUE
Angptl6	chr9	FALSE	FALSE
Ubqln2	chrX	FALSE	FALSE
Med26	chr8	TRUE	FALSE
Lbh	chr17	TRUE	FALSE
Capn1	chr19	TRUE	TRUE
Plpp1	chr13	TRUE	TRUE
Zdhhc13	chr7	TRUE	FALSE
Plekhn1	chr4	TRUE	FALSE
Slc16a1	chr3	TRUE	FALSE
Zc3h18	chr8	TRUE	TRUE
Alcam	chr16	TRUE	TRUE
Spout1	chr2	TRUE	FALSE
Utp18	chr11	TRUE	TRUE
Cpped1	chr16	TRUE	FALSE
Tbcc	chr17	TRUE	FALSE
Hacd1	chr2	TRUE	FALSE
Atp1a2	chr1	FALSE	FALSE
Lsm1	chr8	FALSE	FALSE
Prpf38b	chr3	FALSE	FALSE
Cdyl	chr13	TRUE	FALSE
Parp1	chr1	TRUE	FALSE
Twsg1	chr17	TRUE	TRUE
Gprc5c	chr11	FALSE	FALSE
Srxn1	chr2	FALSE	FALSE
Ranbp3	chr17	TRUE	FALSE
Nyap1	chr5	FALSE	FALSE
Ppm1g	chr5	FALSE	FALSE
Jun	chr4	FALSE	FALSE
Atg101	chr15	FALSE	FALSE
Nsg1	chr5	TRUE	FALSE
Pnma3	chrX	TRUE	TRUE
Eef2k	chr7	TRUE	TRUE
Chordc1	chr9	FALSE	FALSE
Angel2	chr1	FALSE	FALSE
Rnf114	chr2	FALSE	FALSE
Ifnar1	chr16	TRUE	TRUE
Tmbim1	chr1	TRUE	FALSE
Spag4	chr2	FALSE	FALSE
Ubxn4	chr1	TRUE	FALSE
Inca1	chr11	FALSE	FALSE
Gpt2	chr8	TRUE	FALSE
Cpeb4	chr11	TRUE	FALSE
Plcxd2	chr16	TRUE	TRUE
Nutf2	chr8	TRUE	FALSE
Sgk1	chr10	TRUE	FALSE
Pim3	chr15	FALSE	FALSE
Wdtc1	chr4	TRUE	FALSE
Dpysl4	chr7	TRUE	FALSE
Aadat	chr8	TRUE	FALSE
Mex3c	chr18	TRUE	FALSE
Chsy1	chr7	FALSE	FALSE
Slc25a39	chr11	TRUE	FALSE
Scamp1	chr13	TRUE	TRUE
Bcl9l	chr9	FALSE	FALSE
Ldb3	chr14	TRUE	TRUE
Senp1	chr15	TRUE	FALSE
Sema4f	chr6	TRUE	FALSE
Amer1	chrX	FALSE	FALSE
Sdhb	chr4	FALSE	FALSE
Huwe1	chrX	TRUE	FALSE
Hmgxb4	chr8	TRUE	FALSE
Mtch1	chr17	FALSE	FALSE
Sptssa	chr12	FALSE	FALSE
Ppat	chr5	TRUE	TRUE
Rtn4r	chr16	TRUE	TRUE
Slc4a1	chr11	FALSE	TRUE
Sft2d3	chr18	TRUE	FALSE
Fam110b	chr4	TRUE	TRUE
Maoa	chrX	TRUE	FALSE
Nus1	chr10	TRUE	FALSE
Gpr27	chr6	TRUE	FALSE
Lrrc41	chr4	FALSE	FALSE
Ccdc28b	chr4	TRUE	TRUE
Ro60	chr1	TRUE	FALSE
Gpsm1	chr2	TRUE	FALSE
Traf3ip2	chr10	TRUE	TRUE
Inpp5j	chr11	FALSE	FALSE
Lancl1	chr1	FALSE	FALSE
Smad9	chr3	TRUE	FALSE
Cdkn2d	chr9	TRUE	FALSE
Nrip2	chr6	TRUE	FALSE
Dcaf11	chr14	FALSE	FALSE
Iffo1	chr6	FALSE	FALSE
Wdr1	chr5	FALSE	FALSE
Map3k10	chr7	FALSE	TRUE
Klhl24	chr16	TRUE	FALSE
Cyp51	chr5	TRUE	FALSE
Slc7a4	chr16	FALSE	FALSE
Gpr137	chr19	TRUE	FALSE
Nr2f6	chr8	FALSE	FALSE
Des	chr1	TRUE	TRUE
Myl12b	chr17	FALSE	FALSE
Tsga10	chr1	TRUE	FALSE
Ptpa	chr2	TRUE	FALSE
Dcaf10	chr4	TRUE	FALSE
Pdp1	chr4	TRUE	TRUE
Hsp90ab1	chr17	FALSE	FALSE
Cyp46a1	chr12	FALSE	FALSE
Map9	chr3	TRUE	FALSE
Selenoi	chr5	TRUE	FALSE
Strip1	chr3	TRUE	FALSE
Rin1	chr19	FALSE	FALSE
Sh3glb2	chr2	TRUE	FALSE
Ccne2	chr4	TRUE	FALSE
Rb1cc1	chr1	TRUE	FALSE
Zfp708	chr13	TRUE	FALSE
Large2	chr2	FALSE	TRUE
Sp1	chr15	TRUE	FALSE
Bpifb4	chr2	TRUE	FALSE
Baz2a	chr10	TRUE	FALSE
Orai3	chr7	FALSE	FALSE
Mtpn	chr6	FALSE	TRUE
Rasd2	chr8	FALSE	FALSE
Cct5	chr15	TRUE	FALSE
Uck2	chr1	TRUE	FALSE
Arl8a	chr1	FALSE	FALSE
Pcdh1	chr18	TRUE	FALSE
Dnd1	chr18	TRUE	FALSE
Ccdc12	chr9	FALSE	FALSE
Entpd6	chr2	FALSE	FALSE
Kdm4a	chr4	TRUE	FALSE
Irak4	chr15	TRUE	FALSE
Fbxo28	chr1	TRUE	TRUE
Klhdc8a	chr1	FALSE	TRUE
Abca2	chr2	TRUE	FALSE
Cog1	chr11	TRUE	FALSE
Gpat4	chr8	TRUE	FALSE
Ptprr	chr10	TRUE	FALSE
Cep44	chr8	TRUE	FALSE
Atp2c1	chr9	TRUE	FALSE
Polr2b	chr5	TRUE	FALSE
Luc7l2	chr6	TRUE	FALSE
Caprin1	chr2	TRUE	FALSE
Zmat3	chr3	FALSE	TRUE
Hadhb	chr5	TRUE	FALSE
Rab5a	chr17	TRUE	FALSE
Usp53	chr3	TRUE	FALSE
Ugp2	chr11	TRUE	FALSE
Slc35e4	chr11	TRUE	FALSE
Maml2	chr9	TRUE	FALSE
Ak6	chr13	FALSE	FALSE
U2surp	chr9	TRUE	TRUE
Ptdss2	chr7	TRUE	FALSE
Fat1	chr8	TRUE	FALSE
Ube2d1	chr10	TRUE	TRUE
Tmem126b	chr7	TRUE	FALSE
Ptdss1	chr13	TRUE	FALSE
Tram1l1	chr3	TRUE	TRUE
Zranb3	chr1	TRUE	TRUE
Hnrnpul1	chr7	TRUE	TRUE
Fbxl19	chr7	TRUE	FALSE
Add3	chr19	TRUE	FALSE
Pianp	chr6	TRUE	FALSE
Kif3c	chr12	TRUE	TRUE
Adnp2	chr18	FALSE	FALSE
Nampt	chr12	TRUE	FALSE
Rfx5	chr3	FALSE	FALSE
Egr1	chr18	TRUE	FALSE
P2rx7	chr5	TRUE	TRUE
Gtf2e2	chr8	TRUE	FALSE
Klhl42	chr6	TRUE	FALSE
Ppp2r3d	chr9	TRUE	FALSE
1700017B05Rik	chr9	FALSE	TRUE
Natd1	chr11	FALSE	TRUE
C77080	chr4	TRUE	TRUE
Slc19a2	chr1	TRUE	FALSE
Clcn2	chr16	FALSE	FALSE
Fam174a	chr1	TRUE	TRUE
Lrsam1	chr2	TRUE	FALSE
9130023H24Rik	chr7	FALSE	FALSE
Pomgnt2	chr9	FALSE	TRUE
Cdh18	chr15	TRUE	TRUE
Ankrd13d	chr19	FALSE	FALSE
Kcna1	chr6	FALSE	FALSE
Rbbp6	chr7	TRUE	FALSE
Kdm8	chr7	FALSE	FALSE
Slc25a35	chr11	TRUE	FALSE
Arhgef25	chr10	FALSE	FALSE
Fth1	chr19	TRUE	FALSE
Bclaf1	chr10	TRUE	FALSE
Ezh2	chr6	TRUE	FALSE
Trmt10a	chr3	FALSE	FALSE
Nt5dc1	chr10	TRUE	TRUE
Hspa8	chr9	FALSE	FALSE
Kcnc1	chr7	TRUE	FALSE
Pcsk4	chr10	TRUE	FALSE
Abhd11	chr5	TRUE	FALSE
Fgf23	chr6	TRUE	FALSE
Rtn4ip1	chr10	TRUE	FALSE
Usp28	chr9	TRUE	FALSE
Pcmt1	chr10	TRUE	FALSE
Igsf8	chr1	TRUE	TRUE
Hnrnpll	chr17	TRUE	FALSE
Lgmn	chr12	TRUE	TRUE
Atpsckmt	chr15	FALSE	FALSE
Ubald1	chr16	FALSE	FALSE
Psen2	chr1	TRUE	FALSE
Snx16	chr3	TRUE	FALSE
Mest	chr6	FALSE	FALSE
Duox1	chr2	TRUE	FALSE
Acta1	chr8	FALSE	FALSE
Rbm38	chr2	FALSE	FALSE
Sec16a	chr2	TRUE	TRUE
Gpr61	chr3	FALSE	FALSE
Rtn1	chr12	TRUE	TRUE
Nenf	chr1	TRUE	FALSE
Slc38a2	chr15	TRUE	FALSE
Cacybp	chr1	TRUE	FALSE
Agpat5	chr8	TRUE	FALSE
Diras1	chr10	TRUE	FALSE
Igfbp5	chr1	TRUE	FALSE
Ahcyl1	chr3	TRUE	FALSE
Kdm6b	chr11	TRUE	FALSE
Dars2	chr1	FALSE	FALSE
Usp46	chr5	TRUE	TRUE
Morn1	chr4	TRUE	FALSE
Ywhaz	chr15	TRUE	FALSE
Cep164	chr9	TRUE	FALSE
E2f7	chr10	TRUE	FALSE
Jmy	chr13	TRUE	FALSE
Zkscan2	chr7	TRUE	TRUE
Dph3	chr14	FALSE	TRUE
Ahsa2	chr11	TRUE	TRUE
Tnr	chr1	TRUE	TRUE
Krtap16-1	chr11	TRUE	TRUE
Cox19	chr5	FALSE	FALSE
Alkbh5	chr11	TRUE	FALSE
Nptx1	chr11	FALSE	FALSE
Dcun1d3	chr7	TRUE	FALSE
Pprc1	chr19	TRUE	FALSE
Ctsd	chr7	TRUE	FALSE
Tmem204	chr17	TRUE	FALSE
Dazap1	chr10	TRUE	FALSE
Acbd4	chr11	TRUE	FALSE
Zfp622	chr15	TRUE	FALSE
