gene_name	chr	MeCP2_up	K27ac_up
Vamp1	chr6	FALSE	FALSE
Pja2	chr17	FALSE	FALSE
Hid1	chr11	FALSE	TRUE
Cnot6	chr11	TRUE	TRUE
Pid1	chr1	TRUE	TRUE
Fam124a	chr14	FALSE	TRUE
Ip6k3	chr17	FALSE	FALSE
Slc7a6	chr8	FALSE	TRUE
Nectin3	chr16	FALSE	TRUE
Nt5dc3	chr10	FALSE	FALSE
Grin1	chr2	FALSE	TRUE
Manf	chr9	TRUE	TRUE
Mfsd6	chr1	FALSE	FALSE
Fbxo21	chr5	TRUE	TRUE
Acvr2b	chr9	FALSE	TRUE
Bmi1	chr2	FALSE	TRUE
Socs5	chr17	FALSE	TRUE
Eef1d	chr15	FALSE	TRUE
Csf1	chr3	FALSE	TRUE
Usf1	chr1	FALSE	TRUE
Tspan7	chrX	TRUE	TRUE
Inka2	chr3	FALSE	FALSE
Pfkfb3	chr2	FALSE	TRUE
Nbeal2	chr9	FALSE	FALSE
Alad	chr4	FALSE	FALSE
Lrrc4b	chr7	FALSE	FALSE
Gabbr1	chr17	FALSE	TRUE
Diaph2	chrX	FALSE	FALSE
Mid2	chrX	FALSE	TRUE
Zkscan17	chr11	FALSE	TRUE
Maea	chr5	FALSE	TRUE
Wdr11	chr7	TRUE	TRUE
Dzank1	chr2	FALSE	TRUE
Vrk3	chr7	FALSE	TRUE
Tnip1	chr11	FALSE	TRUE
Sbk1	chr7	TRUE	TRUE
Tollip	chr7	FALSE	TRUE
Slc6a15	chr10	TRUE	FALSE
Scrn1	chr6	FALSE	FALSE
Gm11733	chr11	FALSE	FALSE
Tspan33	chr6	FALSE	FALSE
Kcnc3	chr7	TRUE	FALSE
Lipa	chr19	FALSE	FALSE
Tmem178	chr17	TRUE	FALSE
Afap1l1	chr18	TRUE	FALSE
Zbtb18	chr1	FALSE	FALSE
Pxn	chr5	FALSE	TRUE
Ocln	chr13	FALSE	TRUE
Fstl1	chr16	FALSE	TRUE
Vdac3	chr8	FALSE	FALSE
Ccm2	chr11	FALSE	FALSE
Clasrp	chr7	FALSE	TRUE
Agfg1	chr1	FALSE	TRUE
Ap2a1	chr7	FALSE	TRUE
Klc2	chr19	FALSE	TRUE
Mllt11	chr3	TRUE	TRUE
Fabp5	chr3	FALSE	TRUE
Slf2	chr19	FALSE	TRUE
Vegfc	chr8	TRUE	FALSE
Cltc	chr11	FALSE	TRUE
Cap1	chr4	FALSE	FALSE
Bsdc1	chr4	FALSE	FALSE
Agk	chr6	FALSE	FALSE
Lzts3	chr2	FALSE	TRUE
Sufu	chr19	FALSE	TRUE
Tbc1d13	chr2	FALSE	TRUE
Cilk1	chr9	FALSE	FALSE
Dhcr24	chr4	FALSE	FALSE
Sec31a	chr5	TRUE	TRUE
Ndel1	chr11	FALSE	TRUE
Ssbp4	chr8	FALSE	FALSE
Tpcn1	chr5	TRUE	FALSE
Slc26a2	chr18	FALSE	FALSE
Arg2	chr12	FALSE	TRUE
Plekhh3	chr11	FALSE	TRUE
Cd200	chr16	TRUE	TRUE
Il1rapl1	chrX	TRUE	FALSE
Hbp1	chr12	TRUE	FALSE
Rnd3	chr2	TRUE	TRUE
Larp1b	chr3	FALSE	TRUE
Afap1l2	chr19	TRUE	FALSE
Pik3c3	chr18	TRUE	FALSE
B4galt5	chr2	FALSE	TRUE
Nck2	chr1	TRUE	FALSE
Brd1	chr15	FALSE	TRUE
Dapl1	chr2	TRUE	FALSE
Nmt2	chr2	FALSE	FALSE
Zfp672	chr11	FALSE	TRUE
G3bp2	chr5	FALSE	TRUE
Pomt1	chr2	FALSE	FALSE
Copa	chr1	FALSE	TRUE
Tgfb1i1	chr7	FALSE	FALSE
Zwint	chr10	FALSE	TRUE
Esyt1	chr10	FALSE	TRUE
Cdk5r2	chr1	FALSE	FALSE
Trim7	chr11	FALSE	FALSE
Cmklr1	chr5	TRUE	TRUE
Ercc4	chr16	FALSE	TRUE
Taf15	chr11	TRUE	FALSE
Il34	chr8	FALSE	TRUE
Glrx2	chr1	FALSE	FALSE
Cbx7	chr15	FALSE	FALSE
Fah	chr7	FALSE	FALSE
Ssbp3	chr4	FALSE	FALSE
Lrrk2	chr15	TRUE	FALSE
Fbxo31	chr8	TRUE	FALSE
Pacsin1	chr17	FALSE	FALSE
Gpr155	chr2	FALSE	TRUE
Zbtb48	chr4	FALSE	FALSE
Commd6	chr14	FALSE	TRUE
Rasa1	chr13	FALSE	FALSE
Ercc5	chr1	FALSE	FALSE
Pi4ka	chr16	FALSE	TRUE
Itgb1	chr8	FALSE	FALSE
Bpgm	chr6	FALSE	FALSE
Eif3a	chr19	FALSE	TRUE
Usp9x	chrX	FALSE	FALSE
Vps37b	chr5	FALSE	TRUE
Ankrd13b	chr11	FALSE	FALSE
Pygm	chr19	FALSE	FALSE
B3galt2	chr1	TRUE	TRUE
Dok5	chr2	TRUE	TRUE
Shprh	chr10	FALSE	FALSE
Ltb4r1	chr14	FALSE	TRUE
Tpst2	chr5	TRUE	FALSE
Lrrtm3	chr10	TRUE	TRUE
Pcyox1	chr6	FALSE	TRUE
Gtpbp4	chr13	FALSE	TRUE
Mus81	chr19	TRUE	TRUE
Ankmy2	chr12	FALSE	FALSE
Lnx2	chr5	FALSE	FALSE
Aqp9	chr9	TRUE	FALSE
Ahi1	chr10	FALSE	TRUE
Kcnk1	chr8	FALSE	TRUE
Cabp2	chr19	FALSE	FALSE
Mapre2	chr18	FALSE	TRUE
Rnft2	chr5	FALSE	TRUE
Mphosph9	chr5	FALSE	TRUE
Urgcp	chr11	FALSE	TRUE
Ttyh3	chr5	FALSE	TRUE
Tbc1d23	chr16	TRUE	TRUE
Chac1	chr2	TRUE	FALSE
Zbtb41	chr1	FALSE	TRUE
Rnf103	chr6	FALSE	TRUE
Tab1	chr15	FALSE	FALSE
Crbn	chr6	FALSE	FALSE
Boc	chr16	TRUE	FALSE
Zfp282	chr6	TRUE	TRUE
Amotl2	chr9	FALSE	TRUE
Pex26	chr6	FALSE	TRUE
Ppox	chr1	TRUE	FALSE
Efr3a	chr15	TRUE	FALSE
Wipi1	chr11	FALSE	FALSE
Celf2	chr2	TRUE	TRUE
Tex22	chr12	FALSE	TRUE
Zfp219	chr14	FALSE	FALSE
Wbp2	chr11	TRUE	FALSE
Hpn	chr7	FALSE	TRUE
Por	chr5	FALSE	FALSE
Myo9b	chr8	FALSE	TRUE
Cyp4f13	chr17	FALSE	FALSE
Kat5	chr19	FALSE	TRUE
Ogfod1	chr8	TRUE	TRUE
Clcn3	chr8	FALSE	FALSE
Phyh	chr2	FALSE	FALSE
Rab27a	chr9	FALSE	FALSE
Nkain1	chr4	FALSE	FALSE
Apoa1	chr9	FALSE	FALSE
Sp2	chr11	TRUE	FALSE
Med10	chr13	FALSE	TRUE
Canx	chr11	FALSE	TRUE
Diaph1	chr18	FALSE	FALSE
Caskin1	chr17	FALSE	FALSE
Txndc5	chr13	TRUE	TRUE
Ammecr1l	chr18	FALSE	TRUE
Polr2a	chr11	FALSE	FALSE
Kri1	chr9	TRUE	FALSE
Exoc5	chr14	FALSE	TRUE
Ppargc1a	chr5	FALSE	TRUE
Cct3	chr3	TRUE	TRUE
Tecpr2	chr12	FALSE	TRUE
Nsun6	chr2	FALSE	FALSE
Cacna2d1	chr5	FALSE	FALSE
Hsd17b12	chr2	FALSE	FALSE
Slc9a6	chrX	FALSE	FALSE
Usp48	chr4	FALSE	TRUE
Cdc37l1	chr19	FALSE	TRUE
D2hgdh	chr1	FALSE	FALSE
Wdr20	chr12	FALSE	FALSE
Mocs2	chr13	TRUE	TRUE
Sf1	chr19	FALSE	FALSE
Cdc25a	chr9	TRUE	FALSE
Mad2l1	chr6	FALSE	TRUE
Bsn	chr9	TRUE	TRUE
St6galnac6	chr2	FALSE	TRUE
Got1	chr19	FALSE	TRUE
D3Ertd751e	chr3	TRUE	FALSE
Stmn2	chr3	FALSE	FALSE
Lmnb1	chr18	FALSE	TRUE
Sox4	chr13	TRUE	TRUE
Appl1	chr14	FALSE	TRUE
Ube2f	chr1	FALSE	TRUE
Larp6	chr9	FALSE	FALSE
Anp32e	chr3	FALSE	FALSE
B4galt4	chr16	FALSE	TRUE
Pitpnb	chr5	FALSE	TRUE
Gns	chr10	TRUE	FALSE
Lamc1	chr1	FALSE	TRUE
Aatk	chr11	FALSE	TRUE
Twf1	chr15	FALSE	FALSE
Cd5	chr19	FALSE	FALSE
Osbp	chr19	FALSE	TRUE
Creld2	chr15	FALSE	FALSE
Rmdn2	chr17	FALSE	TRUE
Eif2ak3	chr6	FALSE	FALSE
Frzb	chr2	TRUE	TRUE
Rara	chr11	FALSE	FALSE
Rab31	chr17	TRUE	FALSE
Prrg3	chrX	FALSE	TRUE
Higd1a	chr9	FALSE	TRUE
Rnps1	chr17	FALSE	TRUE
Heatr5b	chr17	FALSE	TRUE
Rsrp1	chr4	FALSE	TRUE
Zfp668	chr7	TRUE	TRUE
Sgms2	chr3	FALSE	TRUE
Tsen34	chr7	FALSE	TRUE
Npr2	chr4	TRUE	FALSE
Dgke	chr11	TRUE	TRUE
Klhl7	chr5	TRUE	TRUE
Taf8	chr17	TRUE	FALSE
Kmt2a	chr9	FALSE	TRUE
B3galnt2	chr13	FALSE	TRUE
Dctn6	chr8	FALSE	TRUE
Hnrnpr	chr4	FALSE	TRUE
Mier3	chr13	FALSE	TRUE
Fam98a	chr17	FALSE	TRUE
Smap1	chr1	FALSE	FALSE
Pipox	chr11	TRUE	FALSE
Snap25	chr2	FALSE	FALSE
Eif3b	chr5	FALSE	TRUE
Stx1b	chr7	FALSE	FALSE
Rapgefl1	chr11	FALSE	FALSE
Ubash3b	chr9	FALSE	FALSE
Zfp719	chr7	FALSE	TRUE
Mllt10	chr2	TRUE	FALSE
Faim	chr9	TRUE	FALSE
Hs1bp3	chr12	FALSE	TRUE
Ppp2r1a	chr17	FALSE	TRUE
Rpap1	chr2	FALSE	FALSE
Clrn1	chr3	TRUE	FALSE
Prdm4	chr10	FALSE	FALSE
Ube2g1	chr11	FALSE	FALSE
Mterf2	chr10	TRUE	FALSE
Tpm3	chr3	TRUE	TRUE
Cenpc1	chr5	TRUE	TRUE
Fahd2a	chr2	FALSE	FALSE
B3galt1	chr2	TRUE	TRUE
Arnt	chr3	FALSE	TRUE
Mrpl58	chr11	FALSE	TRUE
Repin1	chr6	FALSE	TRUE
Usp2	chr9	FALSE	TRUE
Mfsd14a	chr3	FALSE	TRUE
Axin2	chr11	TRUE	TRUE
Rhoq	chr17	TRUE	TRUE
Thrap3	chr4	FALSE	TRUE
Prxl2b	chr4	TRUE	FALSE
Golim4	chr3	FALSE	FALSE
Trmu	chr15	FALSE	FALSE
Cyld	chr8	FALSE	FALSE
Anp32a	chr9	FALSE	TRUE
Zc3hc1	chr6	FALSE	FALSE
Celsr3	chr9	FALSE	FALSE
Msl2	chr9	FALSE	FALSE
Tub	chr7	FALSE	TRUE
Cops7a	chr6	FALSE	TRUE
Acsl4	chrX	FALSE	FALSE
Them4	chr3	FALSE	FALSE
Chmp1b	chr18	FALSE	FALSE
Zfp68	chr5	FALSE	TRUE
Thap11	chr8	TRUE	FALSE
Srprb	chr9	FALSE	TRUE
Mmp21	chr7	FALSE	FALSE
Rtn3	chr19	FALSE	TRUE
Ywhae	chr11	FALSE	TRUE
Gm20716	chr2	FALSE	TRUE
Slc19a1	chr10	FALSE	FALSE
Ina	chr19	TRUE	TRUE
Slc33a1	chr3	FALSE	TRUE
Dcaf8	chr1	FALSE	TRUE
Hnrnpd	chr5	TRUE	TRUE
Zfp398	chr6	FALSE	TRUE
Plb1	chr5	FALSE	FALSE
Cdk5rap2	chr4	FALSE	TRUE
Armc1	chr3	FALSE	FALSE
Lpcat3	chr6	FALSE	FALSE
Mcu	chr10	FALSE	FALSE
Dnah10	chr5	TRUE	FALSE
Tsc1	chr2	FALSE	TRUE
Gins2	chr8	FALSE	FALSE
Lpcat4	chr2	FALSE	TRUE
Smim13	chr13	FALSE	TRUE
Erich1	chr8	TRUE	TRUE
Usp20	chr2	FALSE	FALSE
Adpgk	chr9	FALSE	FALSE
Rnf44	chr13	FALSE	TRUE
Nfyb	chr10	FALSE	TRUE
Notch4	chr17	FALSE	FALSE
Zfp592	chr7	TRUE	TRUE
Terf1	chr1	TRUE	TRUE
Psma6	chr12	FALSE	FALSE
Oga	chr19	FALSE	TRUE
Psip1	chr4	FALSE	FALSE
Hip1r	chr5	FALSE	TRUE
Htatsf1	chrX	TRUE	TRUE
Mtmr1	chrX	FALSE	TRUE
Fgfr1	chr8	TRUE	TRUE
Gramd4	chr15	TRUE	FALSE
Get4	chr5	TRUE	TRUE
Hspa9	chr18	FALSE	TRUE
Ube3b	chr5	FALSE	TRUE
Rhbdd1	chr1	FALSE	TRUE
Scaf4	chr16	FALSE	TRUE
Cyp4f14	chr17	FALSE	FALSE
Lss	chr10	FALSE	FALSE
Ip6k1	chr9	FALSE	TRUE
Npc1	chr18	FALSE	TRUE
Mpp2	chr11	FALSE	TRUE
Cln5	chr14	FALSE	FALSE
Usp10	chr8	FALSE	TRUE
Galk1	chr11	FALSE	TRUE
Dock6	chr9	FALSE	TRUE
Luc7l	chr17	FALSE	TRUE
Cln8	chr8	FALSE	FALSE
Gm28042	chr2	FALSE	FALSE
Csnk2b	chr17	FALSE	TRUE
Def8	chr8	FALSE	FALSE
Rgs8	chr1	TRUE	TRUE
Pin1	chr9	FALSE	TRUE
Tpra1	chr6	FALSE	FALSE
Wdr18	chr10	FALSE	FALSE
Atp1b1	chr1	FALSE	TRUE
Kif1a	chr1	FALSE	TRUE
Ago3	chr4	FALSE	TRUE
Wdr82	chr9	FALSE	TRUE
Prag1	chr8	FALSE	FALSE
Srebf2	chr15	FALSE	FALSE
Gpr146	chr5	FALSE	FALSE
2510009E07Rik	chr16	FALSE	FALSE
Mrpl46	chr7	FALSE	TRUE
H2az2	chr11	FALSE	TRUE
Abhd17b	chr19	TRUE	TRUE
Fam98b	chr2	TRUE	TRUE
Tex29	chr8	FALSE	TRUE
Eef1akmt2	chr7	TRUE	FALSE
Zcchc9	chr13	FALSE	TRUE
Gucy1b1	chr3	TRUE	FALSE
Gpr89	chr3	FALSE	FALSE
Camsap1	chr2	FALSE	FALSE
Malt1	chr18	FALSE	FALSE
Gatd1	chr7	FALSE	FALSE
Fdxacb1	chr9	FALSE	FALSE
Tmed4	chr11	FALSE	TRUE
Rab8a	chr8	FALSE	TRUE
Gpr108	chr17	FALSE	TRUE
E2f3	chr13	FALSE	FALSE
Sppl2b	chr10	FALSE	FALSE
Hspa4	chr11	FALSE	TRUE
Gramd1b	chr9	FALSE	FALSE
Sema3b	chr9	FALSE	FALSE
Atp6v1e1	chr6	FALSE	FALSE
Chd8	chr14	FALSE	TRUE
Chmp2b	chr16	FALSE	FALSE
Tapbp	chr17	FALSE	FALSE
Slitrk5	chr14	FALSE	TRUE
Esco1	chr18	FALSE	TRUE
Sgca	chr11	TRUE	FALSE
Kdsr	chr1	FALSE	FALSE
Bms1	chr6	FALSE	TRUE
Spred1	chr2	FALSE	FALSE
Psma1	chr7	FALSE	TRUE
Glrx5	chr12	TRUE	TRUE
Acsl1	chr8	FALSE	FALSE
Dcun1d4	chr5	FALSE	TRUE
Fam178b	chr1	FALSE	FALSE
Gpr19	chr6	TRUE	FALSE
Leng9	chr7	FALSE	TRUE
Smc3	chr19	TRUE	TRUE
Slc25a33	chr4	FALSE	FALSE
Prr14	chr7	TRUE	TRUE
Dph6	chr2	TRUE	FALSE
Atad2	chr15	FALSE	TRUE
Inpp4a	chr1	FALSE	FALSE
Rnf41	chr10	FALSE	TRUE
Peli3	chr19	FALSE	TRUE
Crybb1	chr5	TRUE	FALSE
Sned1	chr1	FALSE	TRUE
Strada	chr11	FALSE	TRUE
P4htm	chr9	FALSE	TRUE
Mid1ip1	chrX	FALSE	FALSE
Ccdc9b	chr2	TRUE	FALSE
Nat3	chr8	FALSE	FALSE
Zfp13	chr17	TRUE	TRUE
Plcd3	chr11	FALSE	TRUE
Trnp1	chr4	FALSE	FALSE
Stambpl1	chr19	TRUE	TRUE
Cad	chr5	FALSE	TRUE
Casd1	chr6	FALSE	FALSE
Ralb	chr1	FALSE	FALSE
Neurl3	chr1	FALSE	FALSE
Slc2a3	chr6	TRUE	FALSE
Eci2	chr13	FALSE	FALSE
Azin1	chr15	FALSE	TRUE
Vps26b	chr9	FALSE	TRUE
Sftpc	chr14	TRUE	FALSE
Akt1	chr12	FALSE	TRUE
Nudcd3	chr11	FALSE	TRUE
Tbc1d24	chr17	FALSE	FALSE
Cep131	chr11	FALSE	TRUE
R3hcc1	chr14	FALSE	TRUE
Thumpd2	chr17	TRUE	TRUE
Tia1	chr6	FALSE	TRUE
Mras	chr9	TRUE	TRUE
Tdg	chr10	FALSE	TRUE
Mrm1	chr11	FALSE	FALSE
Nptxr	chr15	TRUE	FALSE
Atg9a	chr1	FALSE	TRUE
Aplf	chr6	FALSE	FALSE
Vps33b	chr7	FALSE	FALSE
Cpeb2	chr5	FALSE	TRUE
Rprd1b	chr2	TRUE	TRUE
Usp12	chr5	FALSE	FALSE
Rhog	chr7	FALSE	TRUE
Fan1	chr7	FALSE	TRUE
Rab40c	chr17	FALSE	FALSE
Mzt2	chr16	FALSE	TRUE
Otud4	chr8	FALSE	TRUE
Lmtk3	chr7	TRUE	TRUE
Prkd2	chr7	FALSE	TRUE
Gfod1	chr13	FALSE	FALSE
9230112D13Rik	chr14	FALSE	FALSE
Ipmk	chr10	FALSE	TRUE
Slc30a1	chr1	TRUE	TRUE
Thnsl1	chr2	TRUE	FALSE
Klhl25	chr7	TRUE	TRUE
Tcof1	chr18	TRUE	FALSE
Atp23	chr10	FALSE	FALSE
Rilp	chr11	FALSE	TRUE
Ahctf1	chr1	FALSE	FALSE
Necap2	chr4	FALSE	FALSE
Panx2	chr15	FALSE	FALSE
Safb2	chr17	FALSE	TRUE
3110040N11Rik	chr7	TRUE	FALSE
Pigv	chr4	FALSE	TRUE
Wdfy1	chr1	FALSE	FALSE
Sltm	chr9	TRUE	TRUE
Ubb	chr11	FALSE	TRUE
Dusp7	chr9	FALSE	TRUE
Ccni	chr5	FALSE	TRUE
Ttc21b	chr2	FALSE	TRUE
Fam118a	chr15	FALSE	TRUE
Strap	chr6	TRUE	TRUE
Zcchc14	chr8	TRUE	FALSE
Katnal1	chr5	FALSE	FALSE
Mpc1	chr17	FALSE	TRUE
Thy1	chr9	FALSE	TRUE
Ist1	chr8	FALSE	TRUE
Cse1l	chr2	FALSE	TRUE
Ywhag	chr5	FALSE	TRUE
Klhl36	chr8	FALSE	FALSE
Gdap1l1	chr2	FALSE	FALSE
Nfkbid	chr7	FALSE	FALSE
Peli2	chr14	FALSE	FALSE
Vmac	chr17	FALSE	TRUE
Myl6	chr10	FALSE	TRUE
Gm8439	chr4	TRUE	FALSE
Klf9	chr19	FALSE	TRUE
Cdo1	chr18	FALSE	TRUE
Tbk1	chr10	TRUE	TRUE
Morf4l1	chr9	FALSE	FALSE
Cat	chr2	TRUE	FALSE
Slc37a1	chr17	FALSE	FALSE
Strip2	chr6	TRUE	TRUE
Fam53a	chr5	FALSE	FALSE
Tmem11	chr11	FALSE	TRUE
Pms2	chr5	FALSE	TRUE
Palm	chr10	FALSE	TRUE
Actl6a	chr3	FALSE	TRUE
Gprin1	chr13	TRUE	FALSE
Dip2a	chr10	FALSE	TRUE
Tnpo2	chr8	FALSE	TRUE
Tbata	chr10	FALSE	FALSE
Eno2	chr6	FALSE	FALSE
Thoc7	chr14	FALSE	TRUE
Csmd3	chr15	FALSE	TRUE
Ece2	chr16	FALSE	TRUE
Atp5pb	chr3	FALSE	TRUE
Napb	chr2	FALSE	FALSE
Zfp956	chr6	FALSE	TRUE
Shf	chr2	FALSE	FALSE
Esrra	chr19	FALSE	TRUE
Tnpo3	chr6	FALSE	TRUE
Hnrnph1	chr11	FALSE	TRUE
Nlrc3	chr16	FALSE	TRUE
Tgm5	chr2	TRUE	FALSE
Plk5	chr10	FALSE	TRUE
Klhdc4	chr8	FALSE	FALSE
Vopp1	chr6	FALSE	TRUE
Snn	chr16	FALSE	FALSE
Mmaa	chr8	FALSE	FALSE
Foxk2	chr11	FALSE	TRUE
Tial1	chr7	FALSE	TRUE
Mtm1	chrX	FALSE	FALSE
Nol4l	chr2	FALSE	FALSE
Ptbp2	chr3	TRUE	TRUE
Tbc1d16	chr11	TRUE	FALSE
R3hdm4	chr10	FALSE	FALSE
Rab5b	chr10	FALSE	TRUE
Znhit2	chr19	FALSE	TRUE
Tbc1d20	chr2	FALSE	FALSE
Bub3	chr7	FALSE	TRUE
Sting1	chr18	TRUE	FALSE
Mlst8	chr17	FALSE	TRUE
Polr1a	chr6	FALSE	TRUE
Dhx29	chr13	FALSE	TRUE
Ssr3	chr3	TRUE	TRUE
L2hgdh	chr12	FALSE	TRUE
Stat1	chr1	FALSE	FALSE
Map3k12	chr15	FALSE	TRUE
Arhgef1	chr7	FALSE	TRUE
Dffb	chr4	FALSE	TRUE
Nmd3	chr3	TRUE	TRUE
Adar	chr3	FALSE	TRUE
Slc25a51	chr4	TRUE	TRUE
Kcnj11	chr7	FALSE	TRUE
Peli1	chr11	TRUE	TRUE
Mrps25	chr6	TRUE	TRUE
Mpdu1	chr11	FALSE	TRUE
Sec62	chr3	FALSE	TRUE
Msi1	chr5	TRUE	TRUE
Zfp446	chr7	FALSE	FALSE
Mmp17	chr5	FALSE	TRUE
Msra	chr14	TRUE	FALSE
A930033H14Rik	chr10	FALSE	TRUE
Mrpl15	chr1	TRUE	TRUE
Eif4g1	chr16	FALSE	TRUE
Fstl5	chr3	TRUE	FALSE
Smpx	chrX	TRUE	FALSE
Bcl10	chr3	FALSE	FALSE
Nr2f1	chr13	FALSE	TRUE
Rbm25	chr12	TRUE	TRUE
Snta1	chr2	FALSE	FALSE
Lca5	chr9	TRUE	FALSE
Lrp11	chr10	FALSE	FALSE
Ap1m1	chr8	FALSE	TRUE
Maco1	chr4	FALSE	TRUE
Dram2	chr3	FALSE	TRUE
Hnrnpu	chr1	FALSE	TRUE
Npepl1	chr2	TRUE	FALSE
Ncs1	chr2	FALSE	TRUE
N6amt1	chr16	TRUE	FALSE
Dhx37	chr5	FALSE	FALSE
Smyd3	chr1	TRUE	FALSE
4930583I09Rik	chr17	TRUE	FALSE
Cdc42ep3	chr17	FALSE	TRUE
Faim2	chr15	FALSE	TRUE
Map7d1	chr4	FALSE	TRUE
Fkrp	chr7	FALSE	TRUE
Exosc1	chr19	FALSE	TRUE
Stmn3	chr2	TRUE	TRUE
Selenos	chr7	TRUE	FALSE
Tmem60	chr5	FALSE	TRUE
Arf3	chr15	FALSE	FALSE
Bloc1s1	chr10	FALSE	FALSE
Elp1	chr4	TRUE	TRUE
Amdhd2	chr17	TRUE	TRUE
Arl2	chr19	FALSE	TRUE
Uckl1	chr2	TRUE	FALSE
Pgs1	chr11	FALSE	TRUE
Tiprl	chr1	FALSE	FALSE
Lasp1	chr11	FALSE	TRUE
Gpr151	chr18	FALSE	TRUE
Prmt5	chr14	FALSE	TRUE
Pdhx	chr2	FALSE	TRUE
Washc2	chr6	FALSE	TRUE
Bcl7c	chr7	FALSE	FALSE
Prpf40b	chr15	FALSE	FALSE
Rxylt1	chr10	FALSE	TRUE
Ripply2	chr9	TRUE	FALSE
Pex2	chr3	FALSE	TRUE
Ndufb2	chr6	FALSE	TRUE
Usp36	chr11	FALSE	FALSE
Mpc2	chr1	FALSE	TRUE
Yipf5	chr18	TRUE	FALSE
Pla2g6	chr15	FALSE	TRUE
Cadm4	chr7	FALSE	FALSE
Pcf11	chr7	FALSE	TRUE
Cdk18	chr1	FALSE	FALSE
Arhgap4	chrX	FALSE	TRUE
Gsdmd	chr15	FALSE	FALSE
Nfat5	chr8	TRUE	TRUE
Polg	chr7	FALSE	TRUE
Mbip	chr12	TRUE	FALSE
Mapkapk3	chr9	TRUE	FALSE
Cyb5a	chr18	FALSE	FALSE
Zdhhc5	chr2	FALSE	TRUE
Lrg1	chr17	FALSE	TRUE
Thoc1	chr18	TRUE	TRUE
Osbpl11	chr16	TRUE	TRUE
Ap1g2	chr14	FALSE	FALSE
Nup153	chr13	FALSE	TRUE
H3f3b	chr11	FALSE	FALSE
Irs2	chr8	TRUE	TRUE
Mtf2	chr5	FALSE	TRUE
Thap7	chr16	FALSE	TRUE
Slco3a1	chr7	TRUE	FALSE
Calm3	chr7	FALSE	TRUE
Chst5	chr8	FALSE	FALSE
Lgalsl	chr11	FALSE	FALSE
Zfp706	chr15	FALSE	FALSE
Megf8	chr7	FALSE	TRUE
Nprl3	chr11	FALSE	TRUE
Ampd3	chr7	TRUE	FALSE
Entpd7	chr19	FALSE	FALSE
Prcp	chr7	FALSE	FALSE
Mettl15	chr2	TRUE	FALSE
Capn2	chr1	FALSE	TRUE
Map1s	chr8	FALSE	TRUE
Mapk4	chr18	FALSE	TRUE
Scaf11	chr15	FALSE	TRUE
Rnf39	chr17	TRUE	FALSE
Ptbp1	chr10	FALSE	TRUE
Actr3	chr1	FALSE	TRUE
Xirp1	chr9	TRUE	TRUE
Dus2	chr8	FALSE	FALSE
Mfn2	chr4	FALSE	TRUE
Phrf1	chr7	FALSE	TRUE
Cndp2	chr18	FALSE	TRUE
Tarbp2	chr15	FALSE	TRUE
Fut9	chr4	TRUE	TRUE
Pgd	chr4	FALSE	TRUE
Psd2	chr18	FALSE	TRUE
9330159F19Rik	chr10	TRUE	TRUE
Camk2n2	chr16	FALSE	TRUE
Sp3	chr2	TRUE	TRUE
Fbxo27	chr7	FALSE	FALSE
Hdac7	chr15	FALSE	FALSE
Alg2	chr4	FALSE	TRUE
Rasa2	chr9	TRUE	FALSE
Tas1r2	chr4	FALSE	TRUE
Myom1	chr17	FALSE	FALSE
Hectd3	chr4	FALSE	FALSE
Septin8	chr11	FALSE	TRUE
St6galnac3	chr3	FALSE	TRUE
Pecam1	chr11	TRUE	FALSE
Nfyc	chr4	FALSE	TRUE
Stx16	chr2	FALSE	FALSE
Fmr1	chrX	FALSE	FALSE
Stip1	chr19	FALSE	TRUE
Xirp2	chr2	TRUE	TRUE
Cox5b	chr1	FALSE	TRUE
Ehd3	chr17	TRUE	FALSE
Pold1	chr7	FALSE	FALSE
Smndc1	chr19	FALSE	TRUE
Lgi1	chr19	TRUE	FALSE
Cnnm1	chr19	TRUE	FALSE
Usf3	chr16	FALSE	TRUE
Zbtb17	chr4	FALSE	TRUE
Slx4	chr16	FALSE	TRUE
Fkbp4	chr6	FALSE	FALSE
Marveld2	chr13	FALSE	FALSE
Slc16a11	chr11	FALSE	FALSE
Atp13a2	chr4	FALSE	TRUE
Nipsnap3b	chr4	FALSE	TRUE
Alkbh3	chr2	FALSE	TRUE
Fkbp3	chr12	FALSE	TRUE
Usp37	chr1	FALSE	TRUE
Tmcc2	chr1	FALSE	TRUE
Eif2a	chr3	TRUE	TRUE
Mpdz	chr4	FALSE	FALSE
Rrbp1	chr2	TRUE	FALSE
Pym1	chr10	FALSE	TRUE
Fam131a	chr16	FALSE	FALSE
Ipo13	chr4	FALSE	TRUE
C330018D20Rik	chr18	TRUE	FALSE
Zfp689	chr7	FALSE	TRUE
Cactin	chr10	FALSE	TRUE
Pkib	chr10	TRUE	TRUE
Utp14a	chrX	FALSE	FALSE
Gab1	chr8	TRUE	FALSE
Ndrg2	chr14	FALSE	TRUE
Tmem63b	chr17	FALSE	TRUE
Zfp637	chr6	TRUE	FALSE
Appl2	chr10	FALSE	TRUE
Plcl2	chr17	FALSE	FALSE
Prmt6	chr3	FALSE	TRUE
Smim20	chr5	TRUE	FALSE
Sugt1	chr14	FALSE	TRUE
Rab11fip2	chr19	TRUE	FALSE
Tom1	chr8	FALSE	TRUE
