gene_name	gene_id	chr	start	end	promoter_state	body_state	prom_ctcf_overlap	prom_h3k27ac_overlap	prom_h3k27me3_overlap	prom_h3k4me1_overlap	prom_h3k4me3_overlap	prom_bivalent_overlap	body_ctcf_overlap	body_h3k27ac_overlap	body_h3k27me3_overlap	body_h3k4me1_overlap	body_h3k4me3_overlap	body_bivalent_overlap
Olfr203	ENSMUSG00000068182.3	chr16	59298880	59304413	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rnf113a1	ENSMUSG00000036537.6	chrX	37191244	37192467	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Mrps26	ENSMUSG00000037740.8	chr2	130563741	130568695	Active_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Calb1	ENSMUSG00000028222.2	chr4	15881263	15908064	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Cxcl13	ENSMUSG00000023078.6	chr5	95956950	95961068	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tm2d2	ENSMUSG00000031556.6	chr8	25017210	25023260	Active_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
Pxylp1	ENSMUSG00000043587.15	chr9	96823335	96892669	Unmarked_Promoter	Active	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Slc30a6	ENSMUSG00000024069.14	chr17	74395607	74424221	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Eif2s1	ENSMUSG00000021116.10	chr12	78861818	78887010	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Gpr150	ENSMUSG00000045509.7	chr13	76054850	76056996	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Dnajb3	ENSMUSG00000081984.3	chr1	88204731	88205782	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Gm17078	ENSMUSG00000094715.3	chr14	51606806	51611310	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rnf24	ENSMUSG00000048911.15	chr2	131298063	131352892	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Ccl11	ENSMUSG00000020676.2	chr11	82057822	82062955	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Aldh9a1	ENSMUSG00000026687.14	chr1	167349990	167368532	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Olfr1418	ENSMUSG00000060556.4	chr19	11852586	11861066	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Parp6	ENSMUSG00000025237.16	chr9	59617283	59650285	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Defb40	ENSMUSG00000053678.7	chr8	18974939	18978256	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1087	ENSMUSG00000075174.2	chr2	86687234	86698395	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vmn1r65	ENSMUSG00000066850.2	chr7	6007749	6011010	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vmn1r195	ENSMUSG00000069296.4	chr13	22270521	22281230	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr126	ENSMUSG00000109212.3	chr17	37847482	37852057	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Trim43b	ENSMUSG00000079162.8	chr9	89084623	89092835	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Itm2a	ENSMUSG00000031239.5	chrX	107397098	107403376	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Cst9	ENSMUSG00000027445.3	chr2	148835146	148838738	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm28363	ENSMUSG00000100265.1	chr1	117697130	117727441	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rbx1	ENSMUSG00000022400.9	chr15	81466295	81476369	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Spz1	ENSMUSG00000046957.5	chr13	92574635	92576172	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1033	ENSMUSG00000045392.8	chr2	86020632	86045171	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zmynd10	ENSMUSG00000010044.12	chr9	107547297	107551319	Repressed_Promoter	Polycomb	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Vpreb1	ENSMUSG00000059305.12	chr16	16868402	16870843	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tcea2	ENSMUSG00000059540.15	chr2	181680309	181688071	Unmarked_Promoter	Active	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
Lig4	ENSMUSG00000049717.9	chr8	9969048	9977686	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Vmn2r116	ENSMUSG00000090966.2	chr17	23384603	23404422	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Clec2d	ENSMUSG00000030157.5	chr6	129180614	129186534	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Med4	ENSMUSG00000022109.6	chr14	73510024	73518849	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Tdpoz9	ENSMUSG00000094328.2	chr3	94047980	94054885	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rbm15b	ENSMUSG00000074102.4	chr9	106880917	106887428	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Vmn1r32	ENSMUSG00000062905.2	chr6	66552179	66560096	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Serpinb3c	ENSMUSG00000073601.2	chr1	107271200	107278371	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Plpp2	ENSMUSG00000052151.12	chr10	79526429	79533796	Repressed_Promoter	Polycomb	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Rbis	ENSMUSG00000078784.8	chr3	14606283	14611285	Active_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Olfr667	ENSMUSG00000056782.5	chr7	104914741	104921482	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Comp	ENSMUSG00000031849.9	chr8	70373557	70382066	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
1700066M21Rik	ENSMUSG00000038323.3	chr1	57377619	57385423	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Sp8	ENSMUSG00000048562.7	chr12	118846328	118852576	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Cyp2r1	ENSMUSG00000030670.16	chr7	114549681	114562972	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Olfr239	ENSMUSG00000093884.2	chr17	33191301	33202506	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4931406C07Rik	ENSMUSG00000031938.15	chr9	15283336	15306448	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
D630039A03Rik	ENSMUSG00000052117.5	chr4	57908482	57916297	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Dnajc8	ENSMUSG00000054405.14	chr4	132535549	132553742	Active_Promoter	Enhancer_Marked	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Tmem198	ENSMUSG00000051703.14	chr1	75479531	75485705	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Olfr323	ENSMUSG00000043880.5	chr11	58624158	58630501	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vmn2r21	ENSMUSG00000093820.1	chr6	123492507	123533406	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Psapl1	ENSMUSG00000043430.5	chr5	36204020	36206568	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Tex48	ENSMUSG00000058935.14	chr4	63607088	63622428	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
F8a	ENSMUSG00000078317.6	chrX	73228290	73230795	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Poglut3	ENSMUSG00000034487.4	chr9	53384024	53401867	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Cyp26b1	ENSMUSG00000063415.12	chr6	84571413	84593908	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Il25	ENSMUSG00000040770.5	chr14	54932694	54935837	Unmarked_Promoter	Polycomb	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Gm2974	ENSMUSG00000079391.10	chr14	4182575	4204895	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Helt	ENSMUSG00000047171.8	chr8	46292038	46294671	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Skil	ENSMUSG00000027660.16	chr3	31095057	31122577	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Rwdd1	ENSMUSG00000019782.10	chr10	33996554	34019624	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Gm3286	ENSMUSG00000079423.6	chr5	95510757	95522953	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1336	ENSMUSG00000048620.6	chr7	6456167	6466817	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Abca15	ENSMUSG00000054746.18	chr7	120328669	120407687	Unmarked_Promoter	Unmarked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klf6	ENSMUSG00000000078.7	chr13	5861481	5870394	Active_Promoter	Active	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Lcn2	ENSMUSG00000026822.14	chr2	32384632	32388252	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gpx3	ENSMUSG00000018339.11	chr11	54902452	54910377	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Phlda1	ENSMUSG00000020205.8	chr10	111506285	111508645	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Rpl22	ENSMUSG00000028936.15	chr4	152325741	152334071	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Ppib	ENSMUSG00000032383.7	chr9	66060221	66066623	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Opn3	ENSMUSG00000026525.9	chr1	175662420	175692776	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE
Fam122c	ENSMUSG00000036013.12	chrX	53273423	53331185	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rhox4e	ENSMUSG00000071770.5	chrX	37557411	37562283	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr1404	ENSMUSG00000049456.3	chr1	173212391	173218583	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tsacc	ENSMUSG00000010538.14	chr3	88282756	88296999	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Grin3b	ENSMUSG00000035745.9	chr10	79970714	79977190	Unmarked_Promoter	Unmarked	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr524	ENSMUSG00000050366.6	chr7	140198498	140205964	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Iqca	ENSMUSG00000026301.16	chr1	90042131	90153401	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Olfr920	ENSMUSG00000061039.5	chr9	38752298	38760117	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Homer1	ENSMUSG00000007617.18	chr13	93299634	93405129	Unmarked_Promoter	Active	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Scgb1a1	ENSMUSG00000024653.2	chr19	9083635	9087958	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tekt2	ENSMUSG00000028845.15	chr4	126322120	126325688	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Zc3h12a	ENSMUSG00000042677.7	chr4	125118422	125127840	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
4632433K11Rik	ENSMUSG00000116184.1	chr7	5034117	5035246	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Atn1	ENSMUSG00000004263.15	chr6	124742543	124756524	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Olfr294	ENSMUSG00000062042.1	chr7	86615635	86616643	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lst1	ENSMUSG00000073412.6	chr17	35185094	35188439	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Eml1	ENSMUSG00000058070.14	chr12	108370956	108539617	Unmarked_Promoter	Active	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE
Cd3eap	ENSMUSG00000047649.9	chr7	19356013	19359483	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Mpp1	ENSMUSG00000031402.12	chrX	75109732	75131016	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
1700109H08Rik	ENSMUSG00000008307.11	chr5	3571565	3584356	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc16a3	ENSMUSG00000025161.16	chr11	120948479	120960868	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Mpzl3	ENSMUSG00000070305.10	chr9	45055185	45077436	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Paxx	ENSMUSG00000047617.11	chr2	25455140	25461094	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Abhd8	ENSMUSG00000007950.9	chr8	71456704	71463655	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
A530064D06Rik	ENSMUSG00000043939.15	chr17	48149125	48167275	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Prss3	ENSMUSG00000071519.6	chr6	41373813	41377678	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ankrd65	ENSMUSG00000078487.8	chr4	155790438	155799503	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Samd15	ENSMUSG00000090812.8	chr12	87199722	87213541	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Dclre1a	ENSMUSG00000025077.13	chr19	56529166	56548222	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Aqp8	ENSMUSG00000030762.11	chr7	123462290	123468004	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Sbp	ENSMUSG00000024128.13	chr17	23941671	23945607	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Prss16	ENSMUSG00000006179.9	chr13	22002172	22009742	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE
Eme1	ENSMUSG00000039055.4	chr11	94644995	94653964	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Olfr446	ENSMUSG00000073111.3	chr6	42921376	42931141	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zfp729a	ENSMUSG00000021510.11	chr13	67612762	67637791	Active_Promoter	Active	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE
Avpi1	ENSMUSG00000018821.3	chr19	42123272	42129059	Unmarked_Promoter	Active	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE
Glyctk	ENSMUSG00000020258.16	chr9	106152856	106158138	Unmarked_Promoter	Enhancer_Marked	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Uroc1	ENSMUSG00000034456.15	chr6	90333283	90364551	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Dlgap5	ENSMUSG00000037544.14	chr14	47387778	47418407	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Fbxl12	ENSMUSG00000066892.14	chr9	20618117	20644767	Active_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE
Chchd1	ENSMUSG00000063787.4	chr14	20703005	20704425	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ogfr	ENSMUSG00000049401.10	chr2	180589244	180595836	Active_Promoter	Active	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE
Fndc7	ENSMUSG00000045326.13	chr3	108853677	108890008	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Taar4	ENSMUSG00000069707.1	chr10	23960493	23961537	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mmrn2	ENSMUSG00000041445.9	chr14	34375464	34404287	Repressed_Promoter	Polycomb	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE
Krtap13-1	ENSMUSG00000056350.7	chr16	88728861	88729611	Unmarked_Promoter	Enhancer_Marked	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Olfr401	ENSMUSG00000070380.2	chr11	74113711	74122941	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tmigd1	ENSMUSG00000020839.16	chr11	76902158	76916587	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
Rpl23a	ENSMUSG00000058546.8	chr11	78180931	78183584	Unmarked_Promoter	Enhancer_Marked	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE
Mup8	ENSMUSG00000078687.9	chr4	60218620	60222599	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ckm	ENSMUSG00000030399.2	chr7	19404775	19422841	Repressed_Promoter	Unmarked	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
S100a7l2	ENSMUSG00000091175.2	chr3	91088136	91090803	Unmarked_Promoter	Unmarked	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
