gene_name	chr	mch_hyper	cg_hmc_up
Mccc2	chr13	FALSE	FALSE
Mcf2l	chr8	FALSE	FALSE
Mcm3ap	chr10	FALSE	FALSE
Mcm9	chr10	TRUE	FALSE
Mcph1	chr8	FALSE	FALSE
Mctp1	chr13	FALSE	FALSE
Mcur1	chr13	TRUE	FALSE
Mdga2	chr12	TRUE	TRUE
Mdm4	chr1	FALSE	FALSE
Mdn1	chr4	FALSE	FALSE
Me2	chr18	FALSE	FALSE
Med1	chr11	FALSE	FALSE
Med12l	chr3	FALSE	FALSE
Med13	chr11	FALSE	FALSE
Med13l	chr5	FALSE	FALSE
Med14	chrX	FALSE	FALSE
Med15	chr16	FALSE	FALSE
Med24	chr11	FALSE	FALSE
Med25	chr7	FALSE	FALSE
Med27	chr2	FALSE	FALSE
Med30	chr15	TRUE	FALSE
Medag	chr5	FALSE	FALSE
Mef2a	chr7	FALSE	FALSE
Mef2b	chr8	FALSE	FALSE
Megf10	chr18	FALSE	TRUE
Megf11	chr9	FALSE	FALSE
Megf6	chr4	FALSE	TRUE
Meikin	chr11	FALSE	FALSE
Meis1	chr11	FALSE	FALSE
Meis2	chr2	FALSE	TRUE
Melk	chr4	FALSE	FALSE
Memo1	chr17	FALSE	FALSE
Mertk	chr2	FALSE	TRUE
Metap1d	chr2	FALSE	FALSE
Mettl26	chr17	FALSE	FALSE
Mettl4	chr17	FALSE	FALSE
Mettl6	chr14	FALSE	FALSE
Mettl8	chr2	FALSE	FALSE
Mettl9	chr7	FALSE	FALSE
Mfsd14b	chr13	FALSE	FALSE
Mfsd4a	chr1	FALSE	FALSE
Mga	chr2	FALSE	FALSE
Mgat3	chr15	FALSE	FALSE
Mgat4a	chr1	FALSE	FALSE
Mgat4b	chr11	FALSE	FALSE
Mgat5	chr1	FALSE	FALSE
Mgat5b	chr11	FALSE	TRUE
Mgll	chr6	TRUE	FALSE
Mgrn1	chr16	FALSE	FALSE
Mia2	chr12	FALSE	FALSE
Mib1	chr18	FALSE	FALSE
Mib2	chr4	FALSE	FALSE
Mical2	chr7	FALSE	FALSE
Mical3	chr6	FALSE	FALSE
Micall2	chr5	FALSE	FALSE
Micos10	chr4	FALSE	FALSE
Micu2	chr14	FALSE	FALSE
Micu3	chr8	FALSE	FALSE
Mier1	chr4	FALSE	FALSE
Mindy3	chr2	FALSE	FALSE
Mink1	chr11	FALSE	FALSE
Mipol1	chr12	FALSE	FALSE
Mki67	chr7	FALSE	TRUE
Mkln1	chr6	FALSE	FALSE
Mknk1	chr4	FALSE	FALSE
Mkrn2	chr6	FALSE	FALSE
Mlec	chr5	FALSE	FALSE
Mllt1	chr17	FALSE	FALSE
Mllt6	chr11	FALSE	FALSE
Mlph	chr1	FALSE	TRUE
Mlxip	chr5	FALSE	FALSE
Mmp16	chr4	FALSE	TRUE
Mms22l	chr4	FALSE	FALSE
Mnat1	chr12	FALSE	FALSE
Mnd1	chr3	FALSE	FALSE
Mob1b	chr5	FALSE	FALSE
Mob2	chr7	FALSE	FALSE
Mob3b	chr4	FALSE	TRUE
Mon2	chr10	FALSE	FALSE
Morc2a	chr11	FALSE	FALSE
Morc2b	chr17	FALSE	FALSE
Morc4	chrX	FALSE	FALSE
Mov10l1	chr15	FALSE	FALSE
Mpi	chr9	FALSE	FALSE
Mpp4	chr1	FALSE	FALSE
Mpp5	chr12	FALSE	FALSE
Mpp6	chr6	FALSE	FALSE
Mpp7	chr18	FALSE	FALSE
Mpped2	chr2	FALSE	FALSE
Mprip	chr11	FALSE	FALSE
Mpzl1	chr1	TRUE	FALSE
Mrgpre	chr7	FALSE	TRUE
Mroh1	chr15	FALSE	FALSE
Mroh4	chr15	FALSE	TRUE
Mrpl13	chr15	FALSE	FALSE
Mrpl33	chr5	FALSE	FALSE
Mrpl48	chr7	FALSE	FALSE
Mrps27	chr13	TRUE	FALSE
Mrps28	chr3	FALSE	FALSE
Mrps6	chr16	FALSE	FALSE
Mrps9	chr1	FALSE	FALSE
Mrrf	chr2	FALSE	FALSE
Mrs2	chr13	FALSE	FALSE
Mrtfa	chr15	FALSE	FALSE
Mrtfb	chr16	FALSE	FALSE
Msh2	chr17	FALSE	FALSE
Msh3	chr13	FALSE	FALSE
Msi2	chr11	FALSE	FALSE
Msrb3	chr10	FALSE	TRUE
Mta3	chr17	FALSE	FALSE
Mtap	chr4	FALSE	FALSE
Mtarc1	chr1	FALSE	TRUE
Mtcl1	chr17	FALSE	FALSE
Mtdh	chr15	FALSE	FALSE
Mtfr1	chr3	TRUE	FALSE
Mtg2	chr2	FALSE	FALSE
Mthfsd	chr8	FALSE	FALSE
Mtif3	chr5	FALSE	FALSE
Mtmr12	chr15	FALSE	FALSE
Mtmr14	chr6	FALSE	FALSE
Mtmr3	chr11	FALSE	FALSE
Mtmr4	chr11	FALSE	FALSE
Mtor	chr4	FALSE	FALSE
Mtrex	chr13	FALSE	FALSE
Mtrf1	chr14	FALSE	FALSE
Mtus1	chr8	TRUE	FALSE
Mtus2	chr5	FALSE	FALSE
Mtx2	chr2	FALSE	FALSE
Muc15	chr2	TRUE	FALSE
Mup6	chr4	FALSE	FALSE
Mvb12b	chr2	FALSE	FALSE
Mxi1	chr19	FALSE	FALSE
Mycbp2	chr14	FALSE	FALSE
Myh10	chr11	FALSE	FALSE
Myh11	chr16	FALSE	FALSE
Myh7b	chr2	FALSE	TRUE
Myh9	chr15	FALSE	FALSE
Mylk	chr16	FALSE	TRUE
Myo10	chr15	TRUE	FALSE
Myo15b	chr11	FALSE	TRUE
Myo16	chr8	FALSE	TRUE
Myo18a	chr11	FALSE	FALSE
Myo19	chr11	FALSE	FALSE
Myo1b	chr1	FALSE	FALSE
Myo1c	chr11	FALSE	FALSE
Myo1f	chr17	FALSE	FALSE
Myo3a	chr2	FALSE	FALSE
Myo3b	chr2	TRUE	TRUE
Myo5a	chr9	FALSE	FALSE
Myo5b	chr18	FALSE	TRUE
Myo5c	chr9	TRUE	TRUE
Myo6	chr9	FALSE	FALSE
Myo9a	chr9	FALSE	FALSE
Myof	chr19	TRUE	TRUE
Myom3	chr4	FALSE	TRUE
Myrfl	chr10	TRUE	FALSE
Myrip	chr9	FALSE	TRUE
Myt1l	chr12	TRUE	FALSE
Mzt1	chr14	TRUE	FALSE
N4bp1	chr8	FALSE	FALSE
N4bp2	chr5	FALSE	FALSE
N4bp2l2	chr5	FALSE	FALSE
Naa15	chr3	FALSE	FALSE
Naa50	chr16	FALSE	FALSE
Naa60	chr16	FALSE	FALSE
Naalad2	chr9	FALSE	FALSE
Nabp1	chr1	TRUE	FALSE
Nacc2	chr2	FALSE	FALSE
Nadk	chr4	FALSE	FALSE
Naip1	chr13	FALSE	FALSE
Naip5	chr13	FALSE	FALSE
Nalcn	chr14	FALSE	FALSE
Nap1l4	chr7	FALSE	FALSE
Narf	chr11	FALSE	FALSE
Nars2	chr7	FALSE	FALSE
Nav1	chr1	FALSE	TRUE
Nav2	chr7	TRUE	FALSE
Nav3	chr10	TRUE	FALSE
Nbas	chr12	FALSE	FALSE
Nbea	chr3	FALSE	FALSE
Nbeal1	chr1	FALSE	FALSE
Ncald	chr15	TRUE	FALSE
Ncam1	chr9	FALSE	FALSE
Ncapd2	chr6	FALSE	FALSE
Ncbp3	chr11	FALSE	FALSE
Nck1	chr9	FALSE	FALSE
Nckap1	chr2	FALSE	FALSE
Nckap5	chr1	TRUE	TRUE
Nckap5l	chr15	FALSE	FALSE
Ncoa1	chr12	FALSE	FALSE
Ncoa2	chr1	FALSE	FALSE
Ncoa3	chr2	FALSE	FALSE
Ncoa5	chr2	FALSE	FALSE
Ncoa6	chr2	FALSE	FALSE
Ncoa7	chr10	FALSE	FALSE
Ncor1	chr11	FALSE	FALSE
Ncor2	chr5	FALSE	FALSE
Ndfip2	chr14	FALSE	FALSE
Ndp	chrX	TRUE	FALSE
Ndrg3	chr2	FALSE	FALSE
Ndst1	chr18	FALSE	FALSE
Ndst3	chr3	FALSE	FALSE
Ndst4	chr3	FALSE	FALSE
Ndufaf2	chr13	FALSE	FALSE
Ndufs4	chr13	FALSE	FALSE
Neb	chr2	TRUE	FALSE
Necab1	chr4	FALSE	FALSE
Nectin1	chr9	FALSE	TRUE
Nedd4	chr9	FALSE	FALSE
Nedd4l	chr18	FALSE	FALSE
Nefm	chr14	FALSE	TRUE
Negr1	chr3	FALSE	FALSE
Nek1	chr8	FALSE	FALSE
Nek10	chr14	TRUE	FALSE
Nek11	chr9	FALSE	TRUE
Nek5	chr8	FALSE	FALSE
Nek7	chr1	FALSE	TRUE
Nek9	chr12	FALSE	FALSE
Nell2	chr15	FALSE	FALSE
Neo1	chr9	FALSE	FALSE
Neto2	chr8	FALSE	FALSE
Neurl1a	chr19	FALSE	FALSE
Neurod6	chr6	FALSE	FALSE
Nexmif	chrX	FALSE	TRUE
Nf1	chr11	FALSE	FALSE
Nf2	chr11	FALSE	FALSE
Nfam1	chr15	FALSE	TRUE
Nfasc	chr1	FALSE	FALSE
Nfatc1	chr18	FALSE	TRUE
Nfatc2	chr2	FALSE	FALSE
Nfatc3	chr8	FALSE	FALSE
Nfe2l2	chr2	FALSE	FALSE
Nfe2l3	chr6	FALSE	FALSE
Nfia	chr4	TRUE	FALSE
Nfib	chr4	TRUE	FALSE
Nfix	chr8	FALSE	FALSE
Ngef	chr1	FALSE	TRUE
Ngf	chr3	FALSE	TRUE
Ngly1	chr14	TRUE	FALSE
Nhej1	chr1	FALSE	FALSE
Nhs	chrX	FALSE	TRUE
Nid1	chr13	FALSE	FALSE
Nim1k	chr13	FALSE	FALSE
Nin	chr12	FALSE	FALSE
Ninl	chr2	FALSE	FALSE
Nipbl	chr15	FALSE	FALSE
Nisch	chr14	FALSE	FALSE
Nkain2	chr10	FALSE	TRUE
Nkain3	chr4	TRUE	TRUE
Nkain4	chr2	FALSE	FALSE
Nkd1	chr8	FALSE	TRUE
Nkd2	chr13	FALSE	TRUE
Nkrf	chrX	FALSE	FALSE
Nlgn1	chr3	FALSE	FALSE
Nlk	chr11	FALSE	FALSE
Nln	chr13	FALSE	TRUE
Nlrp6	chr7	FALSE	FALSE
Nmbr	chr10	FALSE	FALSE
Nme7	chr1	FALSE	FALSE
Nmnat2	chr1	FALSE	FALSE
Nmnat3	chr9	TRUE	TRUE
Noct	chr3	FALSE	FALSE
Nol10	chr12	FALSE	FALSE
Nomo1	chr7	FALSE	FALSE
Nos1	chr5	FALSE	TRUE
Nostrin	chr2	FALSE	FALSE
Notch1	chr2	FALSE	TRUE
Nova2	chr7	FALSE	FALSE
Nox1	chrX	FALSE	FALSE
Nox4	chr7	FALSE	FALSE
Npas3	chr12	FALSE	TRUE
Npat	chr9	FALSE	FALSE
Npc1l1	chr11	FALSE	FALSE
Npdc1	chr2	FALSE	FALSE
Npepps	chr11	FALSE	FALSE
Nphp1	chr2	TRUE	FALSE
Nphp4	chr4	FALSE	FALSE
Npsr1	chr9	TRUE	TRUE
Nptn	chr9	FALSE	FALSE
Npvf	chr6	TRUE	FALSE
Nr1d2	chr14	FALSE	FALSE
Nr2c2	chr6	FALSE	FALSE
Nr3c1	chr18	TRUE	FALSE
Nr3c2	chr8	FALSE	FALSE
Nr4a2	chr2	TRUE	FALSE
Nr4a3	chr4	FALSE	FALSE
Nr6a1	chr2	FALSE	FALSE
Nrd1	chr4	FALSE	FALSE
Nrf1	chr6	FALSE	FALSE
Nrg2	chr18	FALSE	FALSE
Nrg4	chr9	TRUE	FALSE
Nrp2	chr1	FALSE	FALSE
Nrxn1	chr17	FALSE	FALSE
Nrxn3	chr12	TRUE	FALSE
Nsd1	chr13	FALSE	FALSE
Nsd2	chr5	FALSE	FALSE
Nsd3	chr8	FALSE	FALSE
Nsf	chr11	FALSE	FALSE
Nsmaf	chr4	TRUE	FALSE
Nsmce2	chr15	FALSE	FALSE
Nsmf	chr2	FALSE	TRUE
Nsun2	chr13	FALSE	FALSE
Nsun3	chr16	FALSE	FALSE
Nt5c2	chr19	FALSE	FALSE
Nt5c3	chr6	FALSE	FALSE
Nt5c3b	chr11	FALSE	FALSE
Nt5e	chr9	FALSE	FALSE
Nt5m	chr11	FALSE	FALSE
Ntm	chr9	TRUE	FALSE
Ntn1	chr11	FALSE	TRUE
Ntn4	chr10	TRUE	FALSE
Ntng1	chr3	TRUE	FALSE
Ntng2	chr2	FALSE	TRUE
Ntrk2	chr13	FALSE	FALSE
Ntrk3	chr7	FALSE	FALSE
Ntsr1	chr2	FALSE	TRUE
Nuak1	chr10	FALSE	FALSE
Nubpl	chr12	FALSE	FALSE
Nudt18	chr14	FALSE	FALSE
Nudt2	chr4	FALSE	FALSE
Nudt3	chr17	FALSE	FALSE
Nufip2	chr11	FALSE	FALSE
Numa1	chr7	FALSE	FALSE
Numbl	chr7	FALSE	FALSE
Nup155	chr15	FALSE	FALSE
Nup188	chr2	FALSE	FALSE
Nup205	chr6	FALSE	FALSE
Nup210	chr6	FALSE	FALSE
Nup214	chr2	FALSE	FALSE
Nup93	chr8	FALSE	FALSE
Nup98	chr7	FALSE	FALSE
Nupl1	chr14	FALSE	FALSE
Nwd1	chr8	FALSE	FALSE
Nxpe3	chr16	FALSE	FALSE
Nxph1	chr6	TRUE	TRUE
Nynrin	chr14	FALSE	FALSE
Nyx	chrX	TRUE	FALSE
Oacyl	chr18	TRUE	TRUE
Oas2	chr5	FALSE	FALSE
Ofcc1	chr13	FALSE	FALSE
Ogdh	chr11	FALSE	FALSE
Ogdhl	chr14	FALSE	TRUE
Ola1	chr2	FALSE	FALSE
Olfm2	chr9	FALSE	TRUE
Olfm3	chr3	FALSE	FALSE
Olfml2b	chr1	TRUE	TRUE
Olfr1324	chrX	TRUE	TRUE
Olfr1495	chr19	TRUE	FALSE
Olfr437	chr6	TRUE	TRUE
Olfr543	chr7	FALSE	FALSE
Olfr557	chr7	TRUE	TRUE
Olfr591	chr7	TRUE	TRUE
Olfr632	chr7	FALSE	TRUE
Olfr720	chr14	FALSE	FALSE
Olfr954	chr9	TRUE	TRUE
Olfr993	chr2	FALSE	TRUE
Onecut2	chr18	TRUE	TRUE
Opa1	chr16	FALSE	FALSE
Opcml	chr9	TRUE	FALSE
Ophn1	chrX	FALSE	FALSE
Orc1	chr4	FALSE	FALSE
Orc4	chr2	FALSE	FALSE
Orc5	chr5	TRUE	FALSE
Ormdl1	chr1	TRUE	FALSE
Os9	chr10	FALSE	FALSE
Osbp2	chr11	FALSE	FALSE
Osbpl1a	chr18	TRUE	FALSE
Osbpl2	chr2	FALSE	FALSE
Osbpl3	chr6	TRUE	FALSE
Osbpl5	chr7	FALSE	TRUE
Osbpl6	chr2	FALSE	FALSE
Osbpl8	chr10	FALSE	FALSE
Osbpl9	chr4	FALSE	FALSE
Oser1	chr2	FALSE	FALSE
Ostf1	chr19	FALSE	FALSE
Ostm1	chr10	FALSE	FALSE
Otof	chr5	FALSE	TRUE
Otog	chr7	FALSE	TRUE
Otop1	chr5	FALSE	FALSE
Otop2	chr11	FALSE	FALSE
Otud1	chr2	TRUE	FALSE
Otud7a	chr7	FALSE	FALSE
Otulin	chr15	FALSE	FALSE
Otx2	chr14	FALSE	FALSE
Oxa1l	chr14	FALSE	FALSE
Oxct1	chr15	FALSE	FALSE
Oxr1	chr15	FALSE	FALSE
Oxsm	chr14	TRUE	FALSE
Oxsr1	chr9	FALSE	FALSE
P2rx4	chr5	FALSE	FALSE
P2ry12	chr3	FALSE	FALSE
P2ry14	chr3	FALSE	FALSE
P3h1	chr4	FALSE	FALSE
P3h2	chr16	FALSE	TRUE
P4ha2	chr11	FALSE	FALSE
Pacc1	chr1	FALSE	FALSE
Pacrg	chr17	FALSE	FALSE
Pacs1	chr19	FALSE	FALSE
Pacs2	chr12	FALSE	FALSE
Pag1	chr3	FALSE	FALSE
Pak1ip1	chr13	FALSE	FALSE
Pak2	chr16	FALSE	FALSE
Pak3	chrX	FALSE	TRUE
Pak7	chr2	TRUE	FALSE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pakap	chr4	FALSE	TRUE
Pald1	chr10	FALSE	FALSE
Palld	chr8	FALSE	TRUE
Pam	chr1	TRUE	TRUE
Pan3	chr5	FALSE	FALSE
Pank1	chr19	FALSE	FALSE
Pank2	chr2	FALSE	FALSE
Pank3	chr11	FALSE	FALSE
Papola	chr12	FALSE	FALSE
Pappa	chr4	FALSE	TRUE
Pappa2	chr1	TRUE	TRUE
Papss2	chr19	FALSE	FALSE
Paqr8	chr1	TRUE	FALSE
Paqr9	chr9	TRUE	FALSE
Pard3b	chr1	TRUE	TRUE
Pard6g	chr18	FALSE	FALSE
Parg	chr14	FALSE	FALSE
Parn	chr16	FALSE	FALSE
Parp4	chr14	FALSE	FALSE
Parvb	chr15	FALSE	TRUE
Parvg	chr15	FALSE	TRUE
Patj	chr4	TRUE	FALSE
Patz1	chr11	FALSE	FALSE
Pawr	chr10	FALSE	FALSE
Pax2	chr19	FALSE	TRUE
Pax5	chr4	FALSE	TRUE
Pax7	chr4	FALSE	TRUE
Pbld2	chr10	FALSE	FALSE
Pbrm1	chr14	FALSE	FALSE
Pbx1	chr1	FALSE	FALSE
Pbx3	chr2	TRUE	FALSE
Pbx4	chr8	FALSE	FALSE
Pcbd2	chr13	FALSE	FALSE
Pcbp2	chr15	FALSE	FALSE
Pcca	chr14	FALSE	FALSE
Pccb	chr9	FALSE	FALSE
Pcdh15	chr10	FALSE	TRUE
Pcdh19	chrX	TRUE	TRUE
Pcdh7	chr5	TRUE	TRUE
Pcdh9	chr14	TRUE	FALSE
Pcdha1	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha11	chr18	FALSE	FALSE
Pcdha12	chr18	FALSE	FALSE
Pcdha2	chr18	FALSE	FALSE
Pcdha3	chr18	FALSE	FALSE
Pcdha4	chr18	FALSE	FALSE
Pcdha5	chr18	FALSE	FALSE
Pcdha6	chr18	FALSE	FALSE
Pcdha7	chr18	FALSE	FALSE
Pcdha8	chr18	FALSE	FALSE
Pcdha9	chr18	FALSE	FALSE
Pcdhac1	chr18	FALSE	FALSE
Pcdhga10	chr18	FALSE	FALSE
Pcdhga11	chr18	FALSE	FALSE
Pcdhga12	chr18	FALSE	FALSE
Pcdhgb7	chr18	FALSE	FALSE
Pced1b	chr15	FALSE	TRUE
Pcgf3	chr5	FALSE	FALSE
Pcid2	chr8	FALSE	FALSE
Pclo	chr5	FALSE	FALSE
Pcm1	chr8	FALSE	FALSE
Pcmtd1	chr1	FALSE	FALSE
Pcnp	chr16	FALSE	FALSE
Pcnt	chr10	FALSE	FALSE
Pcnx	chr12	FALSE	FALSE
Pcnx2	chr8	FALSE	FALSE
Pcolce2	chr9	FALSE	FALSE
Pcsk2	chr2	FALSE	FALSE
Pcsk5	chr19	FALSE	TRUE
Pcsk9	chr4	FALSE	FALSE
Pcx	chr19	FALSE	FALSE
Pcyt1b	chrX	FALSE	FALSE
Pdcd2l	chr7	FALSE	FALSE
Pde10a	chr17	FALSE	FALSE
Pde1a	chr2	FALSE	FALSE
Pde1c	chr6	TRUE	FALSE
Pde2a	chr7	FALSE	TRUE
Pde3a	chr6	FALSE	FALSE
Pde3b	chr7	FALSE	FALSE
Pde4a	chr9	FALSE	FALSE
Pde4b	chr4	FALSE	FALSE
Pde4d	chr13	TRUE	FALSE
Pde4dip	chr3	FALSE	FALSE
Pde6d	chr1	FALSE	FALSE
Pde7a	chr3	FALSE	FALSE
Pde7b	chr10	FALSE	TRUE
Pde8a	chr7	FALSE	TRUE
Pde8b	chr13	FALSE	TRUE
Pdgfa	chr5	FALSE	TRUE
Pdgfc	chr3	FALSE	FALSE
Pdgfra	chr5	FALSE	TRUE
Pdia5	chr16	FALSE	FALSE
Pdk1	chr2	TRUE	FALSE
Pdk2	chr11	FALSE	FALSE
Pdk3	chrX	FALSE	FALSE
Pdlim5	chr3	FALSE	TRUE
Pdlim7	chr13	FALSE	TRUE
Pdpr	chr8	FALSE	FALSE
Pds5a	chr5	FALSE	FALSE
Pds5b	chr5	FALSE	FALSE
Pdss2	chr10	FALSE	FALSE
Pdzd2	chr15	FALSE	TRUE
Pdzd8	chr19	FALSE	FALSE
Pdzrn4	chr15	FALSE	TRUE
Pef1	chr4	FALSE	FALSE
Pex10	chr4	FALSE	FALSE
Pex14	chr4	FALSE	FALSE
Pex5l	chr3	FALSE	TRUE
Pfkfb2	chr1	FALSE	FALSE
Pfkl	chr10	FALSE	FALSE
Pfkm	chr15	FALSE	FALSE
Pfkp	chr13	FALSE	FALSE
Pgap1	chr1	FALSE	FALSE
Pgap2	chr7	FALSE	FALSE
Pgap3	chr11	FALSE	FALSE
Pgbd5	chr8	FALSE	FALSE
Pggt1b	chr18	FALSE	FALSE
Phactr1	chr13	FALSE	FALSE
Phactr2	chr10	FALSE	TRUE
Phactr3	chr2	FALSE	FALSE
Phactr4	chr4	FALSE	FALSE
Phc3	chr3	FALSE	FALSE
Phf12	chr11	FALSE	FALSE
Phf14	chr6	FALSE	FALSE
Phf2	chr13	FALSE	FALSE
Phf20	chr2	FALSE	FALSE
Phf20l1	chr15	FALSE	FALSE
Phf21a	chr2	FALSE	FALSE
Phf21b	chr15	FALSE	FALSE
Phf3	chr1	FALSE	FALSE
Phf8	chrX	FALSE	FALSE
Phip	chr9	FALSE	FALSE
Phkb	chr8	FALSE	FALSE
Phldb1	chr9	FALSE	FALSE
Phlpp1	chr1	FALSE	FALSE
Phlpp2	chr8	FALSE	FALSE
Phtf1	chr3	FALSE	FALSE
Phtf2	chr5	FALSE	FALSE
Phyhipl	chr10	FALSE	FALSE
Pi4k2a	chr19	FALSE	FALSE
Pi4kb	chr3	FALSE	FALSE
Pias1	chr9	FALSE	FALSE
Pias2	chr18	FALSE	FALSE
Pibf1	chr14	FALSE	FALSE
Picalm	chr7	FALSE	FALSE
Pigg	chr5	FALSE	FALSE
Pigl	chr11	FALSE	FALSE
Pigu	chr2	FALSE	FALSE
Pik3c2g	chr6	FALSE	TRUE
Pik3ca	chr3	FALSE	FALSE
Pik3cb	chr9	FALSE	FALSE
Pik3cg	chr12	FALSE	TRUE
Pik3r1	chr13	FALSE	FALSE
Pik3r3	chr4	FALSE	FALSE
Pikfyve	chr1	FALSE	FALSE
Pip4k2a	chr2	FALSE	FALSE
Pip5k1b	chr19	FALSE	FALSE
Pisd	chr5	FALSE	FALSE
Pitpna	chr11	FALSE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Pitpnm2	chr5	FALSE	FALSE
Pitpnm3	chr11	FALSE	FALSE
Pitrm1	chr13	FALSE	FALSE
Piwil1	chr5	FALSE	TRUE
Piwil2	chr14	FALSE	FALSE
Pkd1l3	chr8	FALSE	FALSE
Pkdcc	chr17	FALSE	TRUE
Pkhd1l1	chr15	FALSE	FALSE
Pkia	chr3	FALSE	FALSE
Pkig	chr2	TRUE	FALSE
Pkn1	chr8	FALSE	FALSE
Pkn2	chr3	FALSE	FALSE
Pknox1	chr17	FALSE	FALSE
Pknox2	chr9	FALSE	FALSE
Pla2g3	chr11	FALSE	FALSE
Pla2g4e	chr2	FALSE	FALSE
Pla2g5	chr4	FALSE	FALSE
Pla2r1	chr2	FALSE	FALSE
Plag1	chr4	FALSE	FALSE
Plcb4	chr2	FALSE	FALSE
Plcd1	chr9	FALSE	TRUE
Plce1	chr19	FALSE	TRUE
Plcg2	chr8	FALSE	TRUE
Plch1	chr3	FALSE	TRUE
Plcl1	chr1	FALSE	FALSE
Pld1	chr3	FALSE	TRUE
Pld5	chr1	TRUE	FALSE
Plek	chr11	FALSE	FALSE
Plekha5	chr6	FALSE	FALSE
Plekha6	chr1	FALSE	TRUE
Plekha7	chr7	FALSE	TRUE
Plekha8	chr6	FALSE	FALSE
Plekhb2	chr1	FALSE	FALSE
Plekhf1	chr7	TRUE	FALSE
Plekhg3	chr12	FALSE	FALSE
Plekhg5	chr4	FALSE	TRUE
Plekhh1	chr12	FALSE	FALSE
Plekhm2	chr4	FALSE	FALSE
Plekhm3	chr1	FALSE	FALSE
Plekho2	chr9	FALSE	FALSE
Plod1	chr4	FALSE	FALSE
Plppr1	chr4	FALSE	TRUE
Plppr5	chr3	FALSE	FALSE
Pls1	chr9	FALSE	FALSE
Plscr1	chr9	FALSE	FALSE
Plvap	chr8	FALSE	FALSE
Plxdc2	chr2	TRUE	FALSE
Plxna1	chr6	FALSE	FALSE
Plxna2	chr1	FALSE	FALSE
Plxnc1	chr10	FALSE	FALSE
Pmm2	chr16	FALSE	FALSE
Pms1	chr1	TRUE	FALSE
Poc1b	chr10	FALSE	FALSE
Podn	chr4	FALSE	TRUE
Pof1b	chrX	FALSE	FALSE
Pogz	chr3	FALSE	FALSE
Pola1	chrX	FALSE	FALSE
Polk	chr13	FALSE	FALSE
Poln	chr5	FALSE	FALSE
Polq	chr16	TRUE	FALSE
Polr1d	chr5	TRUE	FALSE
Polr3b	chr10	FALSE	FALSE
Pom121l2	chr13	FALSE	TRUE
Pomt2	chr12	FALSE	FALSE
Pot1a	chr6	FALSE	FALSE
Pou2f1	chr1	FALSE	FALSE
Pou2f3	chr9	FALSE	TRUE
Pou3f3	chr1	FALSE	FALSE
Pou4f2	chr8	FALSE	TRUE
Pp2d1	chr17	FALSE	FALSE
Ppa2	chr3	FALSE	FALSE
Ppara	chr15	FALSE	TRUE
Ppargc1b	chr18	FALSE	FALSE
Ppcdc	chr9	FALSE	TRUE
Ppef1	chrX	TRUE	TRUE
Ppfia1	chr7	FALSE	FALSE
Ppfia2	chr10	FALSE	FALSE
Ppfia3	chr7	FALSE	FALSE
Ppfibp1	chr6	FALSE	TRUE
Ppfibp2	chr7	FALSE	TRUE
Pphln1	chr15	FALSE	FALSE
Ppil4	chr10	FALSE	FALSE
Ppip5k2	chr1	FALSE	FALSE
Ppl	chr16	FALSE	FALSE
Ppm1b	chr17	FALSE	FALSE
Ppm1e	chr11	FALSE	TRUE
Ppm1f	chr16	FALSE	FALSE
Ppm1h	chr10	FALSE	FALSE
Ppme1	chr7	FALSE	FALSE
Ppp1cb	chr5	FALSE	FALSE
Ppp1r12a	chr10	FALSE	FALSE
Ppp1r12b	chr1	FALSE	FALSE
Ppp1r12c	chr7	FALSE	FALSE
Ppp1r13b	chr12	FALSE	FALSE
Ppp1r14c	chr10	FALSE	TRUE
Ppp1r16b	chr2	FALSE	TRUE
Ppp1r1b	chr11	FALSE	FALSE
Ppp1r21	chr17	FALSE	FALSE
Ppp1r9a	chr6	FALSE	FALSE
Ppp2ca	chr11	FALSE	FALSE
Ppp2r1b	chr9	TRUE	FALSE
Ppp2r2a	chr14	FALSE	FALSE
Ppp2r2b	chr18	FALSE	TRUE
Ppp2r2c	chr5	FALSE	FALSE
Ppp2r3c	chr12	FALSE	FALSE
Ppp2r5a	chr1	FALSE	FALSE
Ppp2r5c	chr12	FALSE	FALSE
Ppp2r5e	chr12	FALSE	FALSE
Ppp3ca	chr3	FALSE	FALSE
