gene_name	chr	mch_hyper	cg_mc_up
Mon2	chr10	FALSE	TRUE
Morc2a	chr11	FALSE	TRUE
Mpi	chr9	FALSE	TRUE
Mpp4	chr1	FALSE	TRUE
Mpp6	chr6	FALSE	TRUE
Mpp7	chr18	FALSE	TRUE
Mpped2	chr2	FALSE	TRUE
Mprip	chr11	FALSE	TRUE
Mpzl1	chr1	TRUE	TRUE
Mrc2	chr11	FALSE	FALSE
Mrgprd	chr7	TRUE	TRUE
Mrgpre	chr7	FALSE	FALSE
Mroh1	chr15	FALSE	TRUE
Mroh2b	chr15	FALSE	FALSE
Mroh4	chr15	FALSE	FALSE
Mrpl48	chr7	FALSE	TRUE
Mrps27	chr13	TRUE	TRUE
Mrps28	chr3	FALSE	TRUE
Mrps6	chr16	FALSE	TRUE
Mrps9	chr1	FALSE	TRUE
Mrs2	chr13	FALSE	TRUE
Mrtfa	chr15	FALSE	FALSE
Mrtfb	chr16	FALSE	TRUE
Msh2	chr17	FALSE	TRUE
Msh3	chr13	FALSE	TRUE
Msi2	chr11	FALSE	FALSE
Msrb3	chr10	FALSE	FALSE
Mtarc1	chr1	FALSE	FALSE
Mtcl1	chr17	FALSE	TRUE
Mtdh	chr15	FALSE	TRUE
Mtfr1	chr3	TRUE	TRUE
Mtif3	chr5	FALSE	TRUE
Mtmr12	chr15	FALSE	TRUE
Mtmr14	chr6	FALSE	TRUE
Mtmr3	chr11	FALSE	TRUE
Mtmr4	chr11	FALSE	TRUE
Mtor	chr4	FALSE	TRUE
Mtrex	chr13	FALSE	TRUE
Mtus2	chr5	FALSE	TRUE
Mtx2	chr2	FALSE	TRUE
Muc15	chr2	TRUE	TRUE
Mvb12b	chr2	FALSE	TRUE
Mvk	chr5	FALSE	FALSE
Mxi1	chr19	FALSE	TRUE
Mycbp2	chr14	FALSE	TRUE
Myh10	chr11	FALSE	TRUE
Myh15	chr16	FALSE	FALSE
Myh7	chr14	FALSE	FALSE
Myh7b	chr2	FALSE	FALSE
Myh9	chr15	FALSE	TRUE
Myl4	chr11	FALSE	FALSE
Mylk	chr16	FALSE	FALSE
Mylk2	chr2	FALSE	FALSE
Myo10	chr15	TRUE	TRUE
Myo15b	chr11	FALSE	FALSE
Myo16	chr8	FALSE	FALSE
Myo18a	chr11	FALSE	TRUE
Myo18b	chr5	FALSE	FALSE
Myo1a	chr10	FALSE	FALSE
Myo1b	chr1	FALSE	TRUE
Myo1c	chr11	FALSE	TRUE
Myo1e	chr9	FALSE	FALSE
Myo5a	chr9	FALSE	TRUE
Myo5b	chr18	FALSE	FALSE
Myo5c	chr9	TRUE	TRUE
Myo6	chr9	FALSE	TRUE
Myo7a	chr7	FALSE	TRUE
Myo9a	chr9	FALSE	TRUE
Myof	chr19	TRUE	TRUE
Myom3	chr4	FALSE	FALSE
Mypn	chr10	FALSE	FALSE
Myrfl	chr10	TRUE	TRUE
Myrip	chr9	FALSE	FALSE
Myt1l	chr12	TRUE	TRUE
Myzap	chr9	FALSE	FALSE
Mzt1	chr14	TRUE	TRUE
N4bp2	chr5	FALSE	FALSE
N4bp2l2	chr5	FALSE	TRUE
Naa15	chr3	FALSE	TRUE
Naa50	chr16	FALSE	TRUE
Naa60	chr16	FALSE	TRUE
Nabp1	chr1	TRUE	TRUE
Nacc2	chr2	FALSE	TRUE
Nadk	chr4	FALSE	TRUE
Naip5	chr13	FALSE	TRUE
Nalcn	chr14	FALSE	TRUE
Nap1l4	chr7	FALSE	TRUE
Napa	chr7	FALSE	TRUE
Narf	chr11	FALSE	TRUE
Nars2	chr7	FALSE	TRUE
Nat8f6	chr6	FALSE	FALSE
Nav1	chr1	FALSE	FALSE
Nav2	chr7	TRUE	TRUE
Nav3	chr10	TRUE	TRUE
Nbea	chr3	FALSE	TRUE
Nbeal1	chr1	FALSE	TRUE
Ncald	chr15	TRUE	TRUE
Ncapd2	chr6	FALSE	TRUE
Ncbp3	chr11	FALSE	TRUE
Nccrp1	chr7	FALSE	FALSE
Nck1	chr9	FALSE	TRUE
Nckap1	chr2	FALSE	TRUE
Nckap1l	chr15	FALSE	FALSE
Nckap5	chr1	TRUE	FALSE
Ncoa1	chr12	FALSE	TRUE
Ncoa3	chr2	FALSE	TRUE
Ncoa5	chr2	FALSE	TRUE
Ncoa6	chr2	FALSE	TRUE
Ncoa7	chr10	FALSE	TRUE
Ncor1	chr11	FALSE	TRUE
Ndfip2	chr14	FALSE	TRUE
Ndp	chrX	TRUE	TRUE
Ndrg3	chr2	FALSE	TRUE
Ndst1	chr18	FALSE	TRUE
Ndst3	chr3	FALSE	TRUE
Ndufaf2	chr13	FALSE	TRUE
Ndufc1	chr3	FALSE	TRUE
Ndufs4	chr13	FALSE	TRUE
Neb	chr2	TRUE	TRUE
Necab1	chr4	FALSE	TRUE
Nectin1	chr9	FALSE	FALSE
Nedd4l	chr18	FALSE	TRUE
Nedd9	chr13	FALSE	FALSE
Negr1	chr3	FALSE	TRUE
Nek10	chr14	TRUE	TRUE
Nek11	chr9	FALSE	FALSE
Nek9	chr12	FALSE	TRUE
Nell2	chr15	FALSE	TRUE
Neo1	chr9	FALSE	TRUE
Neto2	chr8	FALSE	TRUE
Neurl1a	chr19	FALSE	TRUE
Neurl1b	chr17	FALSE	FALSE
Neurod4	chr10	TRUE	TRUE
Neurod6	chr6	FALSE	FALSE
Nexmif	chrX	FALSE	FALSE
Nf1	chr11	FALSE	TRUE
Nfam1	chr15	FALSE	FALSE
Nfasc	chr1	FALSE	FALSE
Nfatc1	chr18	FALSE	FALSE
Nfatc2	chr2	FALSE	TRUE
Nfatc3	chr8	FALSE	TRUE
Nfe2l2	chr2	FALSE	FALSE
Nfe2l3	chr6	FALSE	FALSE
Nfia	chr4	TRUE	TRUE
Nfib	chr4	TRUE	TRUE
Nfix	chr8	FALSE	FALSE
Ngef	chr1	FALSE	FALSE
Ngf	chr3	FALSE	FALSE
Ngly1	chr14	TRUE	TRUE
Nhej1	chr1	FALSE	FALSE
Nhs	chrX	FALSE	FALSE
Ninj2	chr6	FALSE	FALSE
Nipbl	chr15	FALSE	TRUE
Nisch	chr14	FALSE	TRUE
Nkain3	chr4	TRUE	TRUE
Nkd1	chr8	FALSE	FALSE
Nkd2	chr13	FALSE	FALSE
Nkrf	chrX	FALSE	TRUE
Nlgn1	chr3	FALSE	TRUE
Nlk	chr11	FALSE	TRUE
Nln	chr13	FALSE	FALSE
Nlrp9a	chr7	FALSE	FALSE
Nme7	chr1	FALSE	TRUE
Nmnat2	chr1	FALSE	TRUE
Nmnat3	chr9	TRUE	FALSE
Nmrk1	chr19	TRUE	TRUE
Noct	chr3	FALSE	TRUE
Nol10	chr12	FALSE	TRUE
Nomo1	chr7	FALSE	FALSE
Nos1	chr5	FALSE	FALSE
Nos2	chr11	FALSE	FALSE
Notch1	chr2	FALSE	FALSE
Nova2	chr7	FALSE	FALSE
Nox1	chrX	FALSE	FALSE
Nox4	chr7	FALSE	TRUE
Npas2	chr1	FALSE	FALSE
Npas3	chr12	FALSE	FALSE
Npat	chr9	FALSE	TRUE
Npc1l1	chr11	FALSE	FALSE
Npdc1	chr2	FALSE	TRUE
Npepps	chr11	FALSE	TRUE
Nphp1	chr2	TRUE	TRUE
Nphp4	chr4	FALSE	TRUE
Npl	chr1	FALSE	FALSE
Nppa	chr4	FALSE	FALSE
Npr1	chr3	FALSE	FALSE
Nptn	chr9	FALSE	TRUE
Npvf	chr6	TRUE	TRUE
Npy2r	chr3	FALSE	FALSE
Nr1d2	chr14	FALSE	TRUE
Nr1h4	chr10	FALSE	FALSE
Nr2c2	chr6	FALSE	TRUE
Nr3c1	chr18	TRUE	TRUE
Nr4a2	chr2	TRUE	TRUE
Nr4a3	chr4	FALSE	TRUE
Nr6a1	chr2	FALSE	FALSE
Nrcam	chr12	FALSE	FALSE
Nrd1	chr4	FALSE	TRUE
Nrf1	chr6	FALSE	TRUE
Nrg2	chr18	FALSE	TRUE
Nrg4	chr9	TRUE	TRUE
Nrros	chr16	TRUE	TRUE
Nrxn1	chr17	FALSE	FALSE
Nrxn3	chr12	TRUE	TRUE
Nsd1	chr13	FALSE	TRUE
Nsd2	chr5	FALSE	TRUE
Nsd3	chr8	FALSE	TRUE
Nsmaf	chr4	TRUE	TRUE
Nsmce2	chr15	FALSE	TRUE
Nsmf	chr2	FALSE	FALSE
Nsun3	chr16	FALSE	TRUE
Nt5c2	chr19	FALSE	TRUE
Nt5c3	chr6	FALSE	TRUE
Nt5c3b	chr11	FALSE	TRUE
Ntm	chr9	TRUE	TRUE
Ntn1	chr11	FALSE	FALSE
Ntn4	chr10	TRUE	TRUE
Ntng1	chr3	TRUE	TRUE
Ntrk2	chr13	FALSE	TRUE
Ntrk3	chr7	FALSE	TRUE
Ntsr1	chr2	FALSE	FALSE
Nuak1	chr10	FALSE	TRUE
Nudt18	chr14	FALSE	TRUE
Nudt2	chr4	FALSE	TRUE
Nudt3	chr17	FALSE	TRUE
Nufip2	chr11	FALSE	TRUE
Numa1	chr7	FALSE	TRUE
Numbl	chr7	FALSE	TRUE
Nup155	chr15	FALSE	TRUE
Nup188	chr2	FALSE	TRUE
Nup205	chr6	FALSE	TRUE
Nup210	chr6	FALSE	TRUE
Nup98	chr7	FALSE	TRUE
Nupl1	chr14	FALSE	TRUE
Nwd2	chr5	FALSE	FALSE
Nxpe4	chr9	FALSE	FALSE
Nxph4	chr10	FALSE	FALSE
Nyx	chrX	TRUE	TRUE
Oacyl	chr18	TRUE	FALSE
Oas3	chr5	FALSE	FALSE
Obscn	chr11	FALSE	FALSE
Ofcc1	chr13	FALSE	TRUE
Ogdh	chr11	FALSE	TRUE
Ogdhl	chr14	FALSE	FALSE
Ola1	chr2	FALSE	TRUE
Olfm2	chr9	FALSE	FALSE
Olfm3	chr3	FALSE	TRUE
Olfml2b	chr1	TRUE	FALSE
Olfml3	chr3	FALSE	FALSE
Olfr13	chr6	TRUE	TRUE
Olfr1324	chrX	TRUE	FALSE
Olfr211	chr6	FALSE	FALSE
Olfr292	chr7	FALSE	TRUE
Olfr543	chr7	FALSE	TRUE
Olfr557	chr7	TRUE	FALSE
Olfr643	chr7	FALSE	FALSE
Olfr767	chr10	FALSE	FALSE
Olfr954	chr9	TRUE	FALSE
Opa1	chr16	FALSE	TRUE
Opcml	chr9	TRUE	TRUE
Ophn1	chrX	FALSE	FALSE
Oprl1	chr2	TRUE	TRUE
Optn	chr2	FALSE	FALSE
Orc4	chr2	FALSE	TRUE
Orc5	chr5	TRUE	TRUE
Ormdl1	chr1	TRUE	TRUE
Os9	chr10	FALSE	TRUE
Osbp2	chr11	FALSE	TRUE
Osbpl10	chr9	FALSE	FALSE
Osbpl1a	chr18	TRUE	TRUE
Osbpl2	chr2	FALSE	TRUE
Osbpl3	chr6	TRUE	TRUE
Osbpl5	chr7	FALSE	FALSE
Osbpl8	chr10	FALSE	TRUE
Osbpl9	chr4	FALSE	TRUE
Oser1	chr2	FALSE	TRUE
Ostn	chr16	FALSE	FALSE
Otc	chrX	TRUE	TRUE
Otof	chr5	FALSE	FALSE
Otop2	chr11	FALSE	FALSE
Otud1	chr2	TRUE	TRUE
Otud7a	chr7	FALSE	TRUE
Otulin	chr15	FALSE	TRUE
Otx2	chr14	FALSE	TRUE
Oxa1l	chr14	FALSE	TRUE
Oxct1	chr15	FALSE	TRUE
Oxr1	chr15	FALSE	TRUE
Oxsm	chr14	TRUE	TRUE
Oxsr1	chr9	FALSE	TRUE
P2rx3	chr2	FALSE	FALSE
P2rx4	chr5	FALSE	TRUE
P2ry12	chr3	FALSE	TRUE
P2ry14	chr3	FALSE	TRUE
P3h1	chr4	FALSE	FALSE
P3h2	chr16	FALSE	FALSE
P3h4	chr11	TRUE	TRUE
P4ha2	chr11	FALSE	TRUE
Pacc1	chr1	FALSE	TRUE
Pacrg	chr17	FALSE	TRUE
Pacs1	chr19	FALSE	TRUE
Pacs2	chr12	FALSE	TRUE
Padi1	chr4	FALSE	FALSE
Padi4	chr4	FALSE	FALSE
Pag1	chr3	FALSE	FALSE
Pak1ip1	chr13	FALSE	TRUE
Pak2	chr16	FALSE	TRUE
Pak3	chrX	FALSE	FALSE
Pak7	chr2	TRUE	TRUE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pakap	chr4	FALSE	FALSE
Pald1	chr10	FALSE	TRUE
Palld	chr8	FALSE	FALSE
Pan3	chr5	FALSE	TRUE
Pank1	chr19	FALSE	TRUE
Pank2	chr2	FALSE	TRUE
Pank3	chr11	FALSE	TRUE
Panx1	chr9	FALSE	FALSE
Papln	chr12	FALSE	FALSE
Papola	chr12	FALSE	TRUE
Pappa	chr4	FALSE	FALSE
Pappa2	chr1	TRUE	TRUE
Paqr5	chr9	FALSE	FALSE
Paqr8	chr1	TRUE	TRUE
Paqr9	chr9	TRUE	TRUE
Pard3b	chr1	TRUE	FALSE
Pard6g	chr18	FALSE	TRUE
Parg	chr14	FALSE	TRUE
Parn	chr16	FALSE	TRUE
Parp4	chr14	FALSE	TRUE
Parp8	chr13	FALSE	FALSE
Patj	chr4	TRUE	TRUE
Patz1	chr11	FALSE	TRUE
Pawr	chr10	FALSE	FALSE
Pax2	chr19	FALSE	FALSE
Pax3	chr1	FALSE	FALSE
Pax5	chr4	FALSE	FALSE
Pax7	chr4	FALSE	FALSE
Pax8	chr2	FALSE	FALSE
Pbdc1	chrX	FALSE	FALSE
Pbrm1	chr14	FALSE	TRUE
Pbx1	chr1	FALSE	TRUE
Pbx3	chr2	TRUE	TRUE
Pbx4	chr8	FALSE	FALSE
Pcbd2	chr13	FALSE	FALSE
Pcbp2	chr15	FALSE	TRUE
Pcca	chr14	FALSE	TRUE
Pccb	chr9	FALSE	TRUE
Pcdh10	chr3	FALSE	FALSE
Pcdh15	chr10	FALSE	FALSE
Pcdh7	chr5	TRUE	FALSE
Pcdh9	chr14	TRUE	TRUE
Pcdha1	chr18	FALSE	TRUE
Pcdha2	chr18	FALSE	TRUE
Pcdha3	chr18	FALSE	TRUE
Pcdha4	chr18	FALSE	TRUE
Pcdha5	chr18	FALSE	TRUE
Pcdha7	chr18	FALSE	TRUE
Pcdha8	chr18	FALSE	TRUE
Pcdha9	chr18	FALSE	TRUE
Pcdhga10	chr18	FALSE	TRUE
Pcdhga11	chr18	FALSE	TRUE
Pcdhga12	chr18	FALSE	TRUE
Pcdhgb7	chr18	FALSE	TRUE
Pced1b	chr15	FALSE	FALSE
Pcgf5	chr19	FALSE	FALSE
Pcid2	chr8	FALSE	TRUE
Pclo	chr5	FALSE	TRUE
Pcm1	chr8	FALSE	TRUE
Pcmtd1	chr1	FALSE	TRUE
Pcnp	chr16	FALSE	TRUE
Pcnt	chr10	FALSE	TRUE
Pcnx	chr12	FALSE	TRUE
Pcnx2	chr8	FALSE	TRUE
Pcolce2	chr9	FALSE	FALSE
Pcsk2	chr2	FALSE	TRUE
Pcsk5	chr19	FALSE	FALSE
Pcsk6	chr7	FALSE	FALSE
Pcx	chr19	FALSE	TRUE
Pdcd2l	chr7	FALSE	TRUE
Pde10a	chr17	FALSE	TRUE
Pde11a	chr2	FALSE	FALSE
Pde1c	chr6	TRUE	TRUE
Pde2a	chr7	FALSE	FALSE
Pde3a	chr6	FALSE	TRUE
Pde3b	chr7	FALSE	TRUE
Pde4d	chr13	TRUE	TRUE
Pde7a	chr3	FALSE	TRUE
Pde7b	chr10	FALSE	FALSE
Pde8a	chr7	FALSE	FALSE
Pde8b	chr13	FALSE	FALSE
Pde9a	chr17	FALSE	FALSE
Pdgfa	chr5	FALSE	FALSE
Pdgfd	chr9	FALSE	FALSE
Pdgfrl	chr8	TRUE	FALSE
Pdk1	chr2	TRUE	TRUE
Pdk2	chr11	FALSE	TRUE
Pdlim5	chr3	FALSE	FALSE
Pdlim7	chr13	FALSE	FALSE
Pdpr	chr8	FALSE	TRUE
Pds5a	chr5	FALSE	TRUE
Pds5b	chr5	FALSE	TRUE
Pdss2	chr10	FALSE	TRUE
Pdx1	chr5	FALSE	FALSE
Pdzd2	chr15	FALSE	FALSE
Pdzd8	chr19	FALSE	TRUE
Pdzrn4	chr15	FALSE	FALSE
Pear1	chr3	FALSE	FALSE
Pef1	chr4	FALSE	TRUE
Pepd	chr7	FALSE	FALSE
Pex10	chr4	FALSE	TRUE
Pex14	chr4	FALSE	FALSE
Pex5l	chr3	FALSE	FALSE
Pfkfb2	chr1	FALSE	TRUE
Pfkm	chr15	FALSE	TRUE
Pfkp	chr13	FALSE	TRUE
Pgap1	chr1	FALSE	TRUE
Pgap2	chr7	FALSE	TRUE
Pgbd5	chr8	FALSE	TRUE
Pggt1b	chr18	FALSE	TRUE
Phactr1	chr13	FALSE	TRUE
Phactr2	chr10	FALSE	FALSE
Phactr3	chr2	FALSE	FALSE
Phactr4	chr4	FALSE	TRUE
Phc3	chr3	FALSE	TRUE
Phex	chrX	TRUE	TRUE
Phf12	chr11	FALSE	TRUE
Phf14	chr6	FALSE	TRUE
Phf2	chr13	FALSE	TRUE
Phf20	chr2	FALSE	TRUE
Phf20l1	chr15	FALSE	TRUE
Phf21b	chr15	FALSE	TRUE
Phf24	chr4	FALSE	FALSE
Phf3	chr1	FALSE	TRUE
Phip	chr9	FALSE	TRUE
Phkb	chr8	FALSE	TRUE
Phldb1	chr9	FALSE	TRUE
Phldb2	chr16	TRUE	TRUE
Phlpp1	chr1	FALSE	TRUE
Phtf2	chr5	FALSE	TRUE
Pi4k2a	chr19	FALSE	TRUE
Pi4kb	chr3	FALSE	TRUE
Pias1	chr9	FALSE	TRUE
Pias2	chr18	FALSE	TRUE
Pibf1	chr14	FALSE	TRUE
Picalm	chr7	FALSE	TRUE
Piezo1	chr8	FALSE	FALSE
Pigl	chr11	FALSE	TRUE
Pigu	chr2	FALSE	TRUE
Pik3c2b	chr1	FALSE	FALSE
Pik3ca	chr3	FALSE	TRUE
Pik3cd	chr4	FALSE	FALSE
Pik3cg	chr12	FALSE	FALSE
Pik3r1	chr13	FALSE	TRUE
Pik3r3	chr4	FALSE	TRUE
Pik3r5	chr11	FALSE	FALSE
Pikfyve	chr1	FALSE	TRUE
Pip4k2a	chr2	FALSE	TRUE
Pip5k1b	chr19	FALSE	TRUE
Pir	chrX	FALSE	FALSE
Pirt	chr11	FALSE	FALSE
Pisd	chr5	FALSE	TRUE
Pitpna	chr11	FALSE	TRUE
Pitpnc1	chr11	FALSE	TRUE
Pitpnm2	chr5	FALSE	TRUE
Pitpnm3	chr11	FALSE	TRUE
Pitrm1	chr13	FALSE	TRUE
Piwil1	chr5	FALSE	FALSE
Piwil2	chr14	FALSE	FALSE
Pkd1l2	chr8	FALSE	FALSE
Pkdcc	chr17	FALSE	FALSE
Pkia	chr3	FALSE	TRUE
Pkig	chr2	TRUE	TRUE
Pkn1	chr8	FALSE	TRUE
Pkn2	chr3	FALSE	TRUE
Pknox1	chr17	FALSE	TRUE
Pla2g3	chr11	FALSE	TRUE
Pla2g4e	chr2	FALSE	TRUE
Pla2g5	chr4	FALSE	FALSE
Plagl1	chr10	FALSE	FALSE
Plcb2	chr2	FALSE	FALSE
Plcb4	chr2	FALSE	TRUE
Plcd1	chr9	FALSE	FALSE
Plce1	chr19	FALSE	FALSE
Plcg1	chr2	FALSE	FALSE
Plcg2	chr8	FALSE	FALSE
Plch1	chr3	FALSE	FALSE
Plcl1	chr1	FALSE	TRUE
Pld1	chr3	FALSE	FALSE
Pld5	chr1	TRUE	TRUE
Plek	chr11	FALSE	TRUE
Plekha5	chr6	FALSE	TRUE
Plekha6	chr1	FALSE	FALSE
Plekha7	chr7	FALSE	FALSE
Plekha8	chr6	FALSE	TRUE
Plekhb2	chr1	FALSE	TRUE
Plekhd1	chr12	FALSE	FALSE
Plekhf1	chr7	TRUE	TRUE
Plekhg1	chr10	FALSE	FALSE
Plekhg5	chr4	FALSE	FALSE
Plekhg6	chr6	FALSE	FALSE
Plekhm2	chr4	FALSE	TRUE
Plekhm3	chr1	FALSE	TRUE
Plin2	chr4	TRUE	TRUE
Plod1	chr4	FALSE	FALSE
Plppr1	chr4	FALSE	FALSE
Pls1	chr9	FALSE	FALSE
Pls3	chrX	FALSE	FALSE
Plscr5	chr9	TRUE	TRUE
Plvap	chr8	FALSE	TRUE
Plxdc1	chr11	FALSE	FALSE
Plxdc2	chr2	TRUE	TRUE
Plxna1	chr6	FALSE	TRUE
Plxna2	chr1	FALSE	TRUE
Plxnc1	chr10	FALSE	TRUE
Plxnd1	chr6	TRUE	TRUE
Pms1	chr1	TRUE	TRUE
Pnpla7	chr2	FALSE	FALSE
Poc1a	chr9	FALSE	FALSE
Poc1b	chr10	FALSE	TRUE
Podn	chr4	FALSE	FALSE
Podxl	chr6	FALSE	FALSE
Pogz	chr3	FALSE	TRUE
Polk	chr13	FALSE	TRUE
Polq	chr16	TRUE	TRUE
Polr1d	chr5	TRUE	TRUE
Polr3b	chr10	FALSE	FALSE
Pomt2	chr12	FALSE	TRUE
Pot1a	chr6	FALSE	TRUE
Pou2f1	chr1	FALSE	TRUE
Pou2f2	chr7	FALSE	FALSE
Pou2f3	chr9	FALSE	FALSE
Pou3f3	chr1	FALSE	FALSE
Ppa2	chr3	FALSE	TRUE
Ppargc1b	chr18	FALSE	TRUE
Ppcdc	chr9	FALSE	FALSE
Ppef2	chr5	FALSE	FALSE
Ppfia1	chr7	FALSE	TRUE
Ppfia2	chr10	FALSE	TRUE
Ppfibp1	chr6	FALSE	FALSE
Ppfibp2	chr7	FALSE	FALSE
Ppil4	chr10	FALSE	TRUE
Ppip5k2	chr1	FALSE	TRUE
Ppl	chr16	FALSE	FALSE
Ppm1b	chr17	FALSE	TRUE
Ppm1e	chr11	FALSE	FALSE
Ppm1h	chr10	FALSE	TRUE
Ppme1	chr7	FALSE	TRUE
Ppp1cb	chr5	FALSE	TRUE
Ppp1r12a	chr10	FALSE	TRUE
Ppp1r12b	chr1	FALSE	TRUE
Ppp1r12c	chr7	FALSE	TRUE
Ppp1r13b	chr12	FALSE	TRUE
Ppp1r14c	chr10	FALSE	FALSE
Ppp1r16b	chr2	FALSE	FALSE
Ppp1r21	chr17	FALSE	TRUE
Ppp1r9a	chr6	FALSE	TRUE
Ppp2ca	chr11	FALSE	TRUE
Ppp2r1b	chr9	TRUE	TRUE
Ppp2r2a	chr14	FALSE	TRUE
Ppp2r2b	chr18	FALSE	FALSE
Ppp2r5a	chr1	FALSE	TRUE
Ppp2r5c	chr12	FALSE	TRUE
Ppp2r5e	chr12	FALSE	TRUE
Ppp3ca	chr3	FALSE	TRUE
Ppp3cb	chr14	FALSE	TRUE
Ppp4r1	chr17	FALSE	TRUE
Ppp4r2	chr6	FALSE	TRUE
Ppp5c	chr7	FALSE	TRUE
Ppp6r1	chr7	FALSE	TRUE
Ppp6r2	chr15	FALSE	TRUE
Ppp6r3	chr19	FALSE	TRUE
Pptc7	chr5	FALSE	TRUE
Pqlc2	chr4	FALSE	TRUE
Prdm1	chr10	FALSE	FALSE
Prdm10	chr9	TRUE	TRUE
Prdm11	chr2	FALSE	TRUE
Prdm15	chr16	FALSE	TRUE
Prdm16	chr4	FALSE	FALSE
Prdm2	chr4	FALSE	TRUE
Prdm5	chr6	TRUE	TRUE
Prdm8	chr5	FALSE	FALSE
Prepl	chr17	FALSE	TRUE
Prex1	chr2	FALSE	FALSE
Prickle1	chr15	FALSE	FALSE
Prickle2	chr6	FALSE	FALSE
Prkaca	chr8	FALSE	TRUE
Prkacb	chr3	FALSE	TRUE
Prkag2	chr5	FALSE	TRUE
Prkar2b	chr12	FALSE	FALSE
Prkce	chr17	FALSE	TRUE
Prkch	chr12	FALSE	FALSE
Prkci	chr3	FALSE	TRUE
Prkcq	chr2	FALSE	FALSE
Prkcsh	chr9	FALSE	TRUE
Prkcz	chr4	FALSE	TRUE
Prkd3	chr17	FALSE	FALSE
Prkn	chr17	TRUE	TRUE
Prl	chr13	TRUE	FALSE
Prlr	chr15	FALSE	FALSE
Prmt3	chr7	FALSE	FALSE
Prmt8	chr6	FALSE	FALSE
Prn	chr2	FALSE	TRUE
Prox1	chr1	FALSE	FALSE
Prpf18	chr2	FALSE	TRUE
Prpf40a	chr2	FALSE	TRUE
Prpf6	chr2	FALSE	TRUE
Prr14l	chr5	FALSE	TRUE
Prr16	chr18	TRUE	TRUE
Prr36	chr8	FALSE	FALSE
Prr5	chr15	FALSE	FALSE
Prr5l	chr2	FALSE	FALSE
Prr7	chr13	FALSE	FALSE
Prrc2b	chr2	FALSE	FALSE
Prrc2c	chr1	FALSE	TRUE
Prrg2	chr7	FALSE	FALSE
Prrt4	chr6	FALSE	FALSE
Prss23	chr7	FALSE	FALSE
Prss55	chr14	TRUE	TRUE
Prtg	chr9	FALSE	FALSE
Prune2	chr19	TRUE	TRUE
Psd3	chr8	TRUE	TRUE
Psd4	chr2	FALSE	FALSE
Pskh1	chr8	FALSE	TRUE
Psma5	chr3	FALSE	TRUE
Psmb2	chr4	FALSE	TRUE
Psmd1	chr1	FALSE	TRUE
Psmd11	chr11	FALSE	TRUE
Psmd12	chr11	FALSE	TRUE
Psmd14	chr2	FALSE	TRUE
Psme4	chr11	FALSE	TRUE
Psmf1	chr2	FALSE	TRUE
Pspc1	chr14	FALSE	TRUE
Pstpip1	chr9	FALSE	FALSE
Ptar1	chr19	TRUE	TRUE
Ptcd3	chr6	FALSE	TRUE
Ptchd4	chr17	TRUE	TRUE
Pten	chr19	FALSE	TRUE
Ptgfrn	chr3	FALSE	FALSE
Ptgis	chr2	FALSE	FALSE
Ptk2b	chr14	FALSE	FALSE
Ptk7	chr17	FALSE	FALSE
Ptp4a2	chr4	FALSE	TRUE
Ptp4a3	chr15	FALSE	FALSE
Ptpn1	chr2	FALSE	TRUE
Ptpn11	chr5	FALSE	TRUE
Ptpn13	chr5	FALSE	FALSE
Ptpn14	chr1	FALSE	FALSE
Ptpn2	chr18	FALSE	TRUE
Ptpn23	chr9	FALSE	TRUE
Ptpn3	chr4	FALSE	TRUE
Ptpn4	chr1	FALSE	TRUE
Ptpn9	chr9	FALSE	TRUE
Ptpra	chr2	FALSE	TRUE
Ptprb	chr10	TRUE	TRUE
Ptprc	chr1	FALSE	FALSE
Ptpre	chr7	FALSE	TRUE
Ptprf	chr4	FALSE	FALSE
Ptprg	chr14	FALSE	TRUE
Ptprj	chr2	TRUE	TRUE
Ptprk	chr10	TRUE	TRUE
Ptprm	chr17	FALSE	FALSE
Ptprn2	chr12	FALSE	TRUE
Ptprq	chr10	FALSE	FALSE
Ptprs	chr17	FALSE	FALSE
Pum2	chr12	FALSE	TRUE
Pus10	chr11	FALSE	TRUE
Pvalb	chr15	FALSE	FALSE
Pxdn	chr12	FALSE	FALSE
Pygl	chr12	FALSE	FALSE
Pyroxd2	chr19	FALSE	FALSE
Qk	chr17	FALSE	TRUE
Qrich1	chr9	FALSE	TRUE
Qrich2	chr11	FALSE	FALSE
Qser1	chr2	FALSE	TRUE
Qsox1	chr1	FALSE	FALSE
Qtrt2	chr16	FALSE	TRUE
R3hdm1	chr1	FALSE	TRUE
R3hdm2	chr10	FALSE	TRUE
Rab10	chr12	FALSE	TRUE
Rab11fip3	chr17	FALSE	TRUE
