chr	start	end	width	n_mecp2_peaks	n_mecp2_gained	n_mecp2_lost
chr1	185250001	185275000	25000	0	0	0
chr1	185260001	185270000	10000	0	0	0
chr1	185425001	185450000	25000	1	0	1
chr1	185440001	185450000	10000	0	0	0
chr1	185725001	185750000	25000	0	0	0
chr1	185730001	185740000	10000	0	0	0
chr1	185750001	185775000	25000	1	0	0
chr1	185770001	185780000	10000	0	0	0
chr1	185775001	185800000	25000	0	0	0
chr1	185790001	185800000	10000	0	0	0
chr1	187375001	187400000	25000	0	0	0
chr1	187390001	187400000	10000	0	0	0
chr1	187700001	187725000	25000	0	0	0
chr1	187710001	187720000	10000	0	0	0
chr1	188125001	188150000	25000	0	0	0
chr1	188450001	188475000	25000	1	1	0
chr1	188830001	188840000	10000	0	0	0
chr1	188950001	188975000	25000	0	0	0
chr1	188975001	189000000	25000	0	0	0
chr1	190050001	190075000	25000	0	0	0
chr1	191045001	191050000	5000	0	0	0
chr1	191550001	191575000	25000	1	0	0
chr1	191795001	191800000	5000	0	0	0
chr1	20200001	20210000	10000	0	0	0
chr1	20200001	20225000	25000	0	0	0
chr1	20950001	20975000	25000	0	0	0
chr1	20970001	20980000	10000	0	0	0
chr1	21510001	21520000	10000	0	0	0
chr1	22410001	22420000	10000	0	0	0
chr1	22960001	22970000	10000	0	0	0
chr1	25670001	25680000	10000	0	0	0
chr1	26080001	26090000	10000	0	0	0
chr1	26825001	26850000	25000	0	0	0
chr1	26830001	26840000	10000	0	0	0
chr1	27050001	27060000	10000	0	0	0
chr1	28740001	28750000	10000	0	0	0
chr1	29330001	29340000	10000	0	0	0
chr1	31575001	31600000	25000	0	0	0
chr1	32200001	32225000	25000	0	0	0
chr1	33150001	33175000	25000	0	0	0
chr1	33170001	33180000	10000	0	0	0
chr1	33175001	33200000	25000	0	0	0
chr1	33550001	33560000	10000	0	0	0
chr1	33550001	33575000	25000	0	0	0
chr1	34625001	34650000	25000	1	0	0
chr1	34650001	34675000	25000	0	0	0
chr1	34725001	34750000	25000	1	0	0
chr1	39860001	39865000	5000	0	0	0
chr1	39935001	39940000	5000	0	0	0
chr1	41570001	41580000	10000	0	0	0
chr1	41575001	41600000	25000	0	0	0
chr1	41580001	41590000	10000	0	0	0
chr1	41750001	41775000	25000	0	0	0
chr1	41770001	41780000	10000	0	0	0
chr1	41825001	41850000	25000	0	0	0
chr1	41840001	41850000	10000	0	0	0
chr1	42800001	42825000	25000	0	0	0
chr1	43225001	43250000	25000	0	0	0
chr1	43675001	43700000	25000	0	0	0
chr1	43700001	43725000	25000	0	0	0
chr1	43910001	43915000	5000	0	0	0
chr1	44140001	44150000	10000	1	0	0
chr1	44260001	44265000	5000	0	0	0
chr1	44260001	44270000	10000	0	0	0
chr1	5510001	5520000	10000	0	0	0
chr1	46775001	46800000	25000	0	0	0
chr1	47825001	47850000	25000	0	0	0
chr1	47850001	47860000	10000	0	0	0
chr1	47850001	47875000	25000	0	0	0
chr1	48260001	48270000	10000	0	0	0
chr1	5760001	5770000	10000	0	0	0
chr1	48800001	48825000	25000	0	0	0
chr1	49270001	49280000	10000	0	0	0
chr1	49525001	49550000	25000	0	0	0
chr1	49535001	49540000	5000	0	0	0
chr1	49725001	49750000	25000	0	0	0
chr1	49900001	49925000	25000	0	0	0
chr1	49910001	49920000	10000	0	0	0
chr1	50105001	50110000	5000	0	0	0
chr1	51960001	51970000	10000	0	0	0
chr1	52325001	52350000	25000	0	0	0
chr1	52450001	52460000	10000	0	0	0
chr1	52475001	52500000	25000	0	0	0
chr1	52600001	52625000	25000	0	0	0
chr1	52625001	52650000	25000	0	0	0
chr1	52640001	52650000	10000	0	0	0
chr1	52650001	52675000	25000	0	0	0
chr1	52670001	52680000	10000	0	0	0
chr1	52925001	52950000	25000	0	0	0
chr1	52990001	53000000	10000	0	0	0
chr1	53100001	53125000	25000	0	0	0
chr1	53110001	53120000	10000	0	0	0
chr1	53145001	53150000	5000	0	0	0
chr1	53265001	53270000	5000	0	0	0
chr1	53300001	53310000	10000	0	0	0
chr1	53740001	53750000	10000	0	0	0
chr1	53825001	53850000	25000	0	0	0
chr1	53950001	53960000	10000	0	0	0
chr1	54050001	54060000	10000	0	0	0
chr1	54090001	54100000	10000	0	0	0
chr1	54270001	54280000	10000	0	0	0
chr1	54905001	54910000	5000	1	0	0
chr1	55330001	55335000	5000	0	0	0
chr1	55380001	55385000	5000	0	0	0
chr1	57950001	57975000	25000	1	0	0
chr1	57975001	58000000	25000	0	0	0
chr1	58200001	58210000	10000	0	0	0
chr1	59950001	59975000	25000	0	0	0
chr1	61400001	61410000	10000	0	0	0
chr1	61500001	61525000	25000	0	0	0
chr1	61525001	61550000	25000	0	0	0
chr1	61550001	61575000	25000	0	0	0
chr1	61560001	61570000	10000	0	0	0
chr1	61660001	61670000	10000	0	0	0
chr1	61850001	61875000	25000	0	0	0
chr1	61860001	61870000	10000	0	0	0
chr1	62175001	62200000	25000	0	0	0
chr1	62370001	62380000	10000	0	0	0
chr1	62375001	62400000	25000	0	0	0
chr1	62750001	62775000	25000	3	0	0
chr1	62900001	62925000	25000	1	0	0
chr1	62920001	62930000	10000	1	0	0
chr1	63675001	63700000	25000	0	0	0
chr1	63700001	63710000	10000	0	0	0
chr1	63700001	63725000	25000	0	0	0
chr1	63775001	63800000	25000	0	0	0
chr1	63780001	63790000	10000	0	0	0
chr1	63930001	63940000	10000	1	1	0
chr1	64250001	64275000	25000	2	2	0
chr1	64275001	64300000	25000	2	2	0
chr1	66040001	66050000	10000	0	0	0
chr1	66170001	66180000	10000	0	0	0
chr1	66175001	66200000	25000	0	0	0
chr1	66525001	66550000	25000	0	0	0
chr1	67320001	67325000	5000	0	0	0
chr1	67385001	67390000	5000	0	0	0
chr1	70675001	70700000	25000	1	0	0
chr1	71250001	71275000	25000	0	0	0
chr1	72500001	72525000	25000	1	0	0
chr1	74900001	74910000	10000	0	0	0
chr1	74985001	74990000	5000	0	0	0
chr1	74995001	75000000	5000	0	0	0
chr1	75070001	75080000	10000	0	0	0
chr1	75075001	75080000	5000	0	0	0
chr1	75125001	75130000	5000	1	0	0
chr1	75310001	75315000	5000	0	0	0
chr1	75450001	75455000	5000	1	0	0
chr1	79175001	79200000	25000	0	0	0
chr1	79725001	79730000	5000	0	0	0
chr1	80440001	80445000	5000	0	0	0
chr1	81965001	81970000	5000	0	0	0
chr1	82075001	82080000	5000	0	0	0
chr1	83550001	83555000	5000	0	0	0
chr1	83640001	83645000	5000	0	0	0
chr1	84170001	84180000	10000	0	0	0
chr1	85125001	85130000	5000	0	0	0
chr1	85280001	85285000	5000	0	0	0
chr1	85280001	85290000	10000	0	0	0
chr1	85690001	85700000	10000	0	0	0
chr1	85980001	85990000	10000	0	0	0
chr1	86580001	86590000	10000	1	0	0
chr1	86730001	86740000	10000	0	0	0
chr1	88090001	88100000	10000	0	0	0
chr1	88180001	88190000	10000	0	0	0
chr1	89425001	89430000	5000	1	0	0
chr1	89560001	89570000	10000	0	0	0
chr1	89700001	89710000	10000	2	0	0
chr1	89705001	89710000	5000	1	0	0
chr1	89740001	89745000	5000	0	0	0
chr1	90070001	90080000	10000	1	0	0
chr1	90180001	90190000	10000	0	0	0
chr1	90195001	90200000	5000	0	0	0
chr1	91060001	91070000	10000	1	0	0
chr1	91200001	91205000	5000	0	0	0
chr1	91200001	91210000	10000	2	0	0
chr1	91585001	91590000	5000	0	0	0
chr1	91625001	91650000	25000	0	0	0
chr1	91650001	91660000	10000	0	0	0
chr1	91650001	91675000	25000	0	0	0
chr1	91825001	91850000	25000	0	0	0
chr1	91840001	91850000	10000	0	0	0
chr1	91905001	91910000	5000	0	0	0
chr1	91950001	91975000	25000	0	0	0
chr1	91955001	91960000	5000	0	0	0
chr1	91970001	91980000	10000	0	0	0
chr1	91975001	92000000	25000	0	0	0
chr1	92075001	92100000	25000	1	0	0
chr1	92100001	92110000	10000	2	0	0
chr1	92100001	92125000	25000	3	0	0
chr1	92345001	92350000	5000	1	0	0
chr1	92480001	92485000	5000	0	0	0
chr1	92520001	92530000	10000	0	0	0
chr1	92570001	92575000	5000	1	0	0
chr1	92750001	92755000	5000	1	0	0
chr1	92750001	92760000	10000	1	0	0
chr1	94910001	94915000	5000	0	0	0
chr1	95075001	95080000	5000	0	0	0
chr1	97825001	97850000	25000	2	1	0
chr1	97840001	97850000	10000	2	1	0
chr1	98000001	98025000	25000	0	0	0
chr1	98010001	98020000	10000	0	0	0
chr1	98800001	98825000	25000	0	0	0
chr1	98810001	98815000	5000	0	0	0
chr1	98980001	98990000	10000	0	0	0
chr1	99090001	99100000	10000	0	0	0
chr1	99175001	99200000	25000	0	0	0
chr1	99345001	99350000	5000	0	0	0
chr2	102460001	102470000	10000	0	0	0
chr2	102470001	102480000	10000	0	0	0
chr2	102520001	102530000	10000	0	0	0
chr2	102590001	102600000	10000	0	0	0
chr2	102650001	102660000	10000	1	0	0
chr2	102705001	102710000	5000	0	0	0
chr2	102825001	102830000	5000	0	0	0
chr2	103685001	103690000	5000	1	0	0
chr2	11275001	11300000	25000	2	0	0
chr2	11280001	11290000	10000	2	0	0
chr2	104015001	104020000	5000	0	0	0
chr2	104850001	104875000	25000	0	0	0
chr2	104870001	104880000	10000	0	0	0
chr2	104975001	105000000	25000	0	0	0
chr2	104980001	104990000	10000	0	0	0
chr2	105030001	105040000	10000	0	0	0
chr2	105580001	105590000	10000	0	0	0
chr2	106000001	106025000	25000	0	0	0
chr2	106225001	106250000	25000	0	0	0
chr2	106450001	106475000	25000	0	0	0
chr2	106600001	106625000	25000	0	0	0
chr2	106670001	106675000	5000	0	0	0
chr2	106680001	106690000	10000	0	0	0
chr2	106800001	106810000	10000	0	0	0
chr2	106825001	106850000	25000	1	0	0
chr2	106910001	106915000	5000	0	0	0
chr2	107300001	107325000	25000	0	0	0
chr2	108960001	108970000	10000	0	0	0
chr2	110270001	110280000	10000	0	0	0
chr2	110540001	110550000	10000	0	0	0
chr2	110670001	110680000	10000	0	0	0
chr2	110675001	110700000	25000	0	0	0
chr2	110690001	110700000	10000	0	0	0
chr2	110880001	110890000	10000	0	0	0
chr2	110900001	110925000	25000	1	1	0
chr2	111220001	111230000	10000	0	0	0
chr2	111550001	111575000	25000	0	0	0
chr2	111560001	111570000	10000	0	0	0
chr2	111780001	111790000	10000	0	0	0
chr2	111970001	111980000	10000	0	0	0
chr2	113540001	113550000	10000	0	0	0
chr2	113760001	113770000	10000	0	0	0
chr2	115260001	115270000	10000	0	0	0
chr2	115650001	115675000	25000	0	0	0
chr2	115850001	115875000	25000	0	0	0
chr2	116500001	116525000	25000	0	0	0
chr2	117825001	117850000	25000	0	0	0
chr2	117830001	117840000	10000	0	0	0
chr2	118525001	118550000	25000	0	0	0
chr2	118540001	118550000	10000	0	0	0
chr2	118775001	118800000	25000	1	0	0
chr2	119100001	119125000	25000	0	0	0
chr2	119110001	119120000	10000	0	0	0
chr2	119225001	119250000	25000	1	0	0
chr2	119240001	119250000	10000	0	0	0
chr2	119260001	119265000	5000	0	0	0
chr2	119305001	119310000	5000	0	0	0
chr2	119385001	119390000	5000	0	0	0
chr2	119430001	119435000	5000	0	0	0
chr2	119635001	119640000	5000	0	0	0
chr2	119695001	119700000	5000	0	0	0
chr2	13000001	13005000	5000	0	0	0
chr2	123190001	123200000	10000	0	0	0
chr2	123350001	123375000	25000	0	0	0
chr2	123635001	123640000	5000	0	0	0
chr2	123750001	123755000	5000	0	0	0
chr2	123750001	123760000	10000	0	0	0
chr2	13300001	13305000	5000	0	0	0
chr2	125100001	125125000	25000	0	0	0
chr2	125600001	125625000	25000	0	0	0
chr2	125625001	125650000	25000	0	0	0
chr2	127000001	127010000	10000	0	0	0
chr2	127520001	127530000	10000	1	1	0
chr2	127800001	127825000	25000	0	0	0
chr2	13700001	13710000	10000	0	0	0
chr2	128600001	128610000	10000	0	0	0
chr2	128605001	128610000	5000	0	0	0
chr2	128830001	128840000	10000	0	0	0
chr2	128845001	128850000	5000	0	0	0
chr2	129650001	129675000	25000	1	0	0
chr2	129940001	129950000	10000	0	0	0
chr2	130250001	130260000	10000	0	0	0
chr2	14230001	14240000	10000	0	0	0
chr2	133310001	133320000	10000	0	0	0
chr2	133680001	133690000	10000	0	0	0
chr2	133900001	133910000	10000	0	0	0
chr2	133950001	133975000	25000	0	0	0
chr2	134525001	134550000	25000	0	0	0
chr2	134550001	134560000	10000	0	0	0
chr2	135000001	135025000	25000	0	0	0
chr2	135010001	135020000	10000	0	0	0
chr2	135475001	135500000	25000	0	0	0
chr2	138950001	138975000	25000	2	1	0
chr2	138975001	139000000	25000	2	1	0
chr2	139000001	139025000	25000	0	0	0
chr2	139025001	139050000	25000	0	0	0
chr2	139040001	139050000	10000	0	0	0
chr2	139470001	139480000	10000	0	0	0
chr2	139475001	139480000	5000	0	0	0
chr2	139775001	139800000	25000	0	0	0
chr2	139790001	139800000	10000	0	0	0
chr2	140270001	140280000	10000	0	0	0
chr2	140275001	140280000	5000	0	0	0
chr2	140275001	140300000	25000	0	0	0
chr2	140575001	140600000	25000	0	0	0
chr2	140580001	140590000	10000	0	0	0
chr2	141500001	141510000	10000	0	0	0
chr2	141660001	141670000	10000	0	0	0
chr2	142820001	142830000	10000	0	0	0
chr2	142830001	142840000	10000	0	0	0
chr2	143050001	143060000	10000	0	0	0
chr2	143250001	143260000	10000	0	0	0
chr2	143810001	143820000	10000	0	0	0
chr2	145625001	145650000	25000	0	0	0
chr2	146150001	146175000	25000	0	0	0
chr2	146500001	146525000	25000	1	0	0
chr2	146700001	146705000	5000	0	0	0
chr2	146795001	146800000	5000	0	0	0
chr2	148380001	148390000	10000	0	0	0
chr2	148730001	148740000	10000	1	0	0
chr2	148800001	148810000	10000	0	0	0
chr2	148800001	148825000	25000	0	0	0
chr2	148825001	148850000	25000	0	0	0
chr2	148840001	148850000	10000	0	0	0
chr2	149025001	149050000	25000	0	0	0
chr2	149040001	149050000	10000	0	0	0
chr2	149075001	149100000	25000	0	0	0
chr2	149100001	149110000	10000	0	0	0
chr2	149575001	149600000	25000	0	0	0
chr2	149750001	149760000	10000	0	0	0
chr2	149850001	149860000	10000	0	0	0
chr2	16050001	16075000	25000	0	0	0
chr2	155550001	155560000	10000	0	0	0
chr2	155940001	155950000	10000	1	0	0
chr2	158340001	158345000	5000	0	0	0
chr2	158455001	158460000	5000	0	0	0
chr2	159540001	159550000	10000	0	0	0
chr2	159630001	159640000	10000	0	0	0
chr2	159900001	159925000	25000	0	0	0
chr2	160050001	160060000	10000	0	0	0
chr2	160160001	160170000	10000	0	0	0
chr2	160425001	160450000	25000	3	0	0
chr2	161350001	161375000	25000	0	0	0
chr2	161360001	161370000	10000	0	0	0
chr2	161370001	161380000	10000	0	0	0
chr2	161400001	161425000	25000	0	0	0
chr2	161570001	161580000	10000	0	0	0
chr2	161575001	161600000	25000	0	0	0
chr2	162450001	162475000	25000	0	0	0
chr2	162625001	162650000	25000	5	0	0
chr2	162630001	162640000	10000	3	0	0
chr2	162640001	162645000	5000	2	0	0
chr2	163650001	163675000	25000	0	0	0
chr2	163655001	163660000	5000	0	0	0
chr2	163680001	163690000	10000	1	0	0
chr2	163900001	163925000	25000	1	0	0
chr2	164100001	164110000	10000	0	0	0
chr2	164330001	164340000	10000	0	0	0
chr2	164340001	164350000	10000	0	0	0
chr2	164400001	164410000	10000	1	0	0
chr2	164530001	164535000	5000	0	0	0
chr2	164595001	164600000	5000	0	0	0
chr2	166070001	166075000	5000	0	0	0
chr2	166270001	166275000	5000	0	0	0
chr2	166360001	166365000	5000	1	0	0
chr2	166480001	166490000	10000	0	0	0
chr2	166485001	166490000	5000	0	0	0
chr2	166810001	166820000	10000	0	0	0
chr2	166950001	166975000	25000	0	0	0
chr2	167005001	167010000	5000	0	0	0
chr2	167025001	167050000	25000	1	0	0
chr2	167040001	167045000	5000	0	0	0
chr2	167040001	167050000	10000	0	0	0
chr2	167075001	167100000	25000	4	0	0
chr2	167080001	167090000	10000	2	0	0
chr2	167150001	167160000	10000	0	0	0
chr2	167150001	167175000	25000	1	0	0
chr2	167375001	167400000	25000	1	0	0
chr2	167425001	167450000	25000	0	0	0
chr2	167440001	167450000	10000	0	0	0
chr2	167550001	167575000	25000	0	0	0
chr2	167560001	167570000	10000	0	0	0
chr2	167590001	167600000	10000	1	0	0
chr2	167630001	167640000	10000	1	0	0
chr2	167710001	167720000	10000	0	0	0
chr2	167750001	167775000	25000	1	0	0
chr2	167775001	167800000	25000	1	0	0
chr2	167780001	167790000	10000	1	0	0
chr2	168070001	168075000	5000	0	0	0
chr2	168110001	168120000	10000	0	0	0
chr2	168180001	168190000	10000	0	0	0
chr2	168220001	168230000	10000	1	0	0
chr2	168270001	168280000	10000	0	0	0
chr2	168275001	168280000	5000	0	0	0
chr2	168535001	168540000	5000	0	0	0
chr2	168600001	168605000	5000	0	0	0
chr2	168600001	168610000	10000	0	0	0
chr2	168675001	168700000	25000	1	0	0
chr2	168680001	168690000	10000	0	0	0
chr2	168875001	168900000	25000	1	0	0
chr2	168890001	168900000	10000	1	0	0
chr2	169125001	169130000	5000	0	0	0
chr2	169200001	169205000	5000	0	0	0
chr2	170050001	170075000	25000	0	0	0
chr2	170825001	170850000	25000	4	0	0
chr2	171110001	171120000	10000	0	0	0
chr2	171340001	171350000	10000	0	0	0
chr2	171450001	171455000	5000	0	0	0
chr2	171505001	171510000	5000	0	0	0
chr2	173475001	173500000	25000	0	0	0
chr2	173750001	173775000	25000	0	0	0
chr2	173775001	173800000	25000	2	0	0
chr2	173830001	173835000	5000	0	0	0
chr2	173995001	174000000	5000	0	0	0
chr2	174225001	174230000	5000	0	0	0
chr2	174545001	174550000	5000	0	0	0
chr2	174575001	174600000	25000	0	0	0
chr2	175050001	175075000	25000	0	0	0
chr2	175275001	175300000	25000	0	0	0
chr2	179755001	179760000	5000	3	0	0
chr2	180440001	180445000	5000	0	0	0
chr2	180640001	180645000	5000	0	0	0
chr2	180875001	180880000	5000	0	0	0
chr2	181180001	181185000	5000	0	0	0
chr2	181250001	181255000	5000	0	0	0
chr2	181270001	181280000	10000	0	0	0
chr2	181350001	181360000	10000	0	0	0
chr2	181430001	181440000	10000	0	0	0
chr2	181450001	181475000	25000	3	1	0
chr2	181470001	181480000	10000	1	0	0
chr2	19050001	19075000	25000	0	0	0
chr2	181570001	181580000	10000	0	0	0
chr2	181725001	181750000	25000	0	0	0
chr2	181740001	181745000	5000	0	0	0
chr2	181775001	181780000	5000	0	0	0
chr2	182030001	182035000	5000	0	0	0
chr2	182070001	182075000	5000	0	0	0
chr2	20710001	20720000	10000	0	0	0
chr2	21490001	21500000	10000	0	0	0
chr2	25290001	25300000	10000	0	0	0
chr2	25350001	25360000	10000	0	0	0
chr2	25400001	25410000	10000	0	0	0
chr2	25560001	25570000	10000	0	0	0
chr2	27440001	27450000	10000	0	0	0
chr2	27560001	27570000	10000	0	0	0
chr2	28020001	28030000	10000	2	0	0
chr2	28040001	28045000	5000	1	0	0
chr2	28235001	28240000	5000	0	0	0
chr2	28280001	28290000	10000	1	0	0
chr2	28550001	28560000	10000	0	0	0
chr2	28760001	28770000	10000	0	0	0
chr2	29420001	29430000	10000	1	0	0
chr2	29690001	29700000	10000	0	0	0
chr2	29750001	29760000	10000	1	0	0
chr2	29755001	29760000	5000	0	0	0
chr2	29840001	29850000	10000	1	0	0
chr2	29915001	29920000	5000	1	0	0
chr2	29920001	29925000	5000	0	0	0
chr2	29975001	29980000	5000	0	0	0
chr2	32190001	32200000	10000	2	0	0
chr2	32380001	32390000	10000	0	0	0
chr2	32785001	32790000	5000	1	0	0
chr2	32845001	32850000	5000	0	0	0
chr2	4325001	4350000	25000	0	0	0
chr2	4330001	4340000	10000	0	0	0
chr2	4510001	4520000	10000	0	0	0
chr2	38380001	38390000	10000	0	0	0
chr2	38780001	38790000	10000	0	0	0
chr2	4810001	4820000	10000	0	0	0
chr2	40275001	40300000	25000	0	0	0
chr2	5210001	5220000	10000	0	0	0
chr2	5220001	5230000	10000	1	0	0
chr2	44600001	44625000	25000	0	0	0
chr2	5490001	5500000	10000	0	0	0
chr2	45920001	45930000	10000	0	0	0
chr2	45925001	45950000	25000	0	0	0
chr2	47425001	47450000	25000	0	0	0
chr2	47440001	47450000	10000	0	0	0
chr2	48780001	48790000	10000	0	0	0
chr2	49000001	49010000	10000	0	0	0
chr2	5875001	5900000	25000	1	0	0
chr2	49810001	49820000	10000	1	0	0
chr2	49880001	49890000	10000	1	0	0
chr2	6085001	6090000	5000	0	0	0
chr2	6395001	6400000	5000	0	0	0
chr2	58100001	58125000	25000	0	0	0
chr2	58350001	58375000	25000	1	0	0
chr2	58375001	58400000	25000	0	0	0
chr2	58675001	58700000	25000	0	0	0
chr2	58900001	58910000	10000	0	0	0
chr2	58900001	58925000	25000	0	0	0
chr2	58905001	58910000	5000	0	0	0
chr2	58950001	58955000	5000	0	0	0
chr2	59030001	59040000	10000	0	0	0
chr2	59055001	59060000	5000	0	0	0
chr2	59125001	59150000	25000	0	0	0
chr2	59135001	59140000	5000	0	0	0
chr2	59175001	59180000	5000	1	0	0
chr2	59200001	59210000	10000	0	0	0
chr2	59450001	59460000	10000	2	2	0
chr2	59450001	59475000	25000	3	3	0
chr2	59650001	59675000	25000	0	0	0
chr2	59660001	59670000	10000	0	0	0
chr2	60525001	60550000	25000	0	0	0
chr2	60540001	60550000	10000	0	0	0
chr2	61410001	61420000	10000	0	0	0
chr2	61800001	61810000	10000	3	0	1
chr2	62400001	62410000	10000	0	0	0
chr2	63345001	63350000	5000	0	0	0
chr2	63650001	63675000	25000	0	0	0
chr2	64425001	64450000	25000	1	0	0
chr2	64450001	64475000	25000	0	0	0
chr2	65965001	65970000	5000	0	0	0
chr2	66020001	66025000	5000	0	0	0
chr2	66110001	66115000	5000	0	0	0
chr2	66120001	66125000	5000	2	0	0
chr2	66410001	66415000	5000	0	0	0
chr2	66565001	66570000	5000	0	0	0
chr2	67250001	67260000	10000	0	0	0
chr2	67440001	67450000	10000	0	0	0
chr2	67470001	67475000	5000	0	0	0
chr2	67470001	67480000	10000	0	0	0
chr2	67640001	67645000	5000	0	0	0
chr2	67640001	67650000	10000	0	0	0
chr2	67720001	67730000	10000	0	0	0
chr2	67790001	67800000	10000	0	0	0
chr2	67950001	67975000	25000	1	0	0
chr2	67960001	67970000	10000	0	0	0
chr2	68220001	68230000	10000	0	0	0
chr2	68525001	68550000	25000	0	0	0
chr2	68530001	68540000	10000	0	0	0
chr2	68820001	68830000	10000	0	0	0
chr2	69000001	69025000	25000	1	0	0
chr2	69325001	69350000	25000	0	0	0
chr2	69340001	69350000	10000	0	0	0
chr2	69350001	69360000	10000	0	0	0
chr2	69560001	69565000	5000	0	0	0
chr2	7870001	7880000	10000	0	0	0
chr2	69755001	69760000	5000	0	0	0
chr2	8000001	8010000	10000	0	0	0
chr2	71120001	71130000	10000	0	0	0
chr2	71220001	71230000	10000	0	0	0
chr2	71250001	71260000	10000	0	0	0
chr2	71270001	71280000	10000	1	0	0
chr2	71560001	71570000	10000	0	0	0
chr2	8080001	8090000	10000	0	0	0
chr2	72150001	72160000	10000	0	0	0
chr2	72525001	72550000	25000	1	1	0
chr2	72540001	72550000	10000	1	1	0
chr2	74250001	74275000	25000	0	0	0
chr2	74270001	74280000	10000	0	0	0
chr2	74770001	74780000	10000	0	0	0
chr2	74775001	74800000	25000	0	0	0
chr2	74920001	74930000	10000	0	0	0
chr2	74990001	75000000	10000	0	0	0
chr2	75060001	75070000	10000	0	0	0
chr2	75290001	75300000	10000	0	0	0
chr2	75650001	75675000	25000	1	0	0
chr2	75660001	75670000	10000	0	0	0
chr2	75670001	75680000	10000	0	0	0
chr2	75675001	75700000	25000	0	0	0
chr2	75700001	75705000	5000	1	0	0
chr2	75700001	75725000	25000	2	0	0
chr2	76125001	76150000	25000	0	0	0
chr2	76780001	76790000	10000	0	0	0
chr2	76960001	76970000	10000	1	0	0
chr2	77250001	77260000	10000	0	0	0
chr2	77610001	77620000	10000	0	0	0
chr2	78385001	78390000	5000	0	0	0
chr2	78710001	78720000	10000	0	0	0
chr2	78790001	78800000	10000	0	0	0
chr2	78795001	78800000	5000	0	0	0
chr2	78920001	78925000	5000	0	0	0
chr2	79020001	79025000	5000	0	0	0
chr2	79020001	79030000	10000	1	0	0
chr2	79950001	79975000	25000	0	0	0
chr2	80860001	80870000	10000	0	0	0
chr2	81250001	81275000	25000	0	0	0
chr2	81260001	81270000	10000	0	0	0
chr2	83050001	83075000	25000	0	0	0
chr2	83060001	83070000	10000	0	0	0
chr2	83370001	83380000	10000	0	0	0
chr2	83375001	83400000	25000	0	0	0
chr2	83510001	83520000	10000	0	0	0
chr2	83550001	83575000	25000	0	0	0
chr2	83570001	83580000	10000	0	0	0
chr2	86100001	86125000	25000	0	0	0
chr2	86120001	86130000	10000	0	0	0
chr2	86240001	86250000	10000	0	0	0
chr2	86550001	86575000	25000	0	0	0
chr2	86560001	86570000	10000	0	0	0
chr2	9650001	9675000	25000	0	0	0
chr2	9670001	9680000	10000	0	0	0
chr2	91720001	91730000	10000	0	0	0
chr2	92580001	92590000	10000	0	0	0
chr2	94475001	94480000	5000	3	1	0
chr2	94655001	94660000	5000	0	0	0
chr2	94820001	94825000	5000	0	0	0
chr2	100230001	100240000	10000	0	0	0
chr3	101025001	101050000	25000	0	0	0
chr3	101150001	101175000	25000	1	0	0
chr3	101180001	101190000	10000	0	0	0
chr3	101560001	101570000	10000	0	0	0
chr3	11060001	11065000	5000	0	0	0
chr3	103080001	103090000	10000	0	0	0
chr3	103240001	103250000	10000	0	0	0
chr3	103250001	103260000	10000	0	0	0
chr3	103250001	103275000	25000	0	0	0
chr3	103300001	103325000	25000	0	0	0
chr3	103310001	103320000	10000	0	0	0
chr3	103325001	103350000	25000	0	0	0
chr3	103675001	103700000	25000	0	0	0
chr3	103690001	103700000	10000	0	0	0
chr3	103800001	103825000	25000	1	0	0
chr3	11305001	11310000	5000	0	0	0
chr3	106075001	106080000	5000	0	0	0
chr3	106165001	106170000	5000	0	0	0
chr3	110700001	110710000	10000	0	0	0
chr3	110850001	110860000	10000	0	0	0
chr3	110930001	110940000	10000	0	0	0
chr3	111240001	111250000	10000	0	0	0
chr3	116710001	116720000	10000	1	0	0
chr3	116880001	116890000	10000	0	0	0
chr3	122550001	122555000	5000	0	0	0
chr3	122630001	122640000	10000	1	0	0
chr3	122720001	122730000	10000	1	0	0
chr3	122735001	122740000	5000	0	0	0
chr3	122875001	122900000	25000	0	0	0
chr3	123205001	123210000	5000	0	0	0
chr3	123245001	123250000	5000	0	0	0
chr3	123450001	123475000	25000	0	0	0
chr3	123475001	123500000	25000	0	0	0
chr3	124350001	124375000	25000	0	0	0
chr3	124375001	124400000	25000	0	0	0
chr3	124500001	124525000	25000	0	0	0
chr3	124510001	124520000	10000	0	0	0
chr3	124690001	124695000	5000	0	0	0
chr3	124690001	124700000	10000	0	0	0
chr3	124830001	124840000	10000	0	0	0
chr3	124970001	124975000	5000	0	0	0
chr3	124970001	124980000	10000	0	0	0
chr3	125065001	125070000	5000	0	0	0
chr3	125070001	125075000	5000	0	0	0
chr3	125270001	125280000	10000	0	0	0
chr3	125290001	125300000	10000	0	0	0
chr3	125575001	125600000	25000	0	0	0
chr3	125580001	125590000	10000	0	0	0
chr3	128620001	128625000	5000	0	0	0
chr3	128625001	128650000	25000	0	0	0
chr3	128630001	128640000	10000	0	0	0
chr3	128760001	128765000	5000	0	0	0
chr3	129325001	129350000	25000	1	0	0
chr3	130200001	130225000	25000	0	0	0
chr3	130210001	130220000	10000	0	0	0
chr3	130915001	130920000	5000	0	0	0
chr3	131075001	131080000	5000	0	0	0
chr3	131075001	131100000	25000	1	0	0
