gene_name	chr	at_gained_anchor	at_lost_anchor	at_mixed_anchor	n_anchors	n_anchor_loops	mean_loop_logfc	gene_anchor_class	gene_length	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_conc_weighted_fold	mecp2_total_conc	mecp2_n_peaks_weighted	has_mecp2_peak	mecp2_gained	mecp2_lost
Ramac	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	6567	0.0033286974585571	0.0464212793637625	0.912918054882183	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ramp1	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	45375	-0.00052518963852035	-0.155412112489588	0.0665234476995929	FALSE	Hypomethylated	-0.054336779	0.822668291	0.212209228	3	0	FALSE	-0.103246580661723	13.824214518	3	TRUE	FALSE	FALSE
Ramp2	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	13519	0.00148095353489718	-0.0298840726114868	0.911627356068511	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ramp3	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	18955	-0.00266054099999375	-0.442790927674322	0.00847483029693761	TRUE	Hypomethylated	-0.103167052	0.610092853	0.610092853	1	0	FALSE	-0.103167052	4.514531606	1	TRUE	FALSE	FALSE
Ran	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	4255	0.00170344817207294	0.0248264519486964	0.964661558062845	FALSE	Hypermethylated	-0.048130313	0.854375898	0.854375898	1	0	FALSE	-0.048130313	4.972701149	1	TRUE	FALSE	FALSE
Ranbp1	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	8949	-0.00291051136474199	-0.829779550832486	0.00322589408237762	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ranbp10	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	59043	-0.000284427719571809	-0.211319428180929	0.0406955011887761	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ranbp17	chr11	FALSE	TRUE	FALSE	2	3	-0.562129932005972	Lost anchor	301952	-0.000258389650176522	-0.144168614760806	0.000632718476287621	TRUE	Hypomethylated	0.620229435	0.014149025	0.0002592	3	2	TRUE	0.800700638341236	14.64018495	3	TRUE	TRUE	FALSE
Ranbp2	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	47437	0.000163948119246448	-0.357310496463643	0.00652298870913135	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ranbp3	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	38471	0.000874969896951537	-0.152648025913763	0.238834168683533	FALSE	Hypomethylated	-0.104927988	0.630476176	0.607458834	2	0	FALSE	-0.108691892303563	8.634558482	2	TRUE	FALSE	FALSE
Ranbp3l	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	99387	9.65758022516867e-05	-0.183772850928944	0.0527206883494216	FALSE	Hypomethylated	-0.023295877	0.938492949	0.299361523	4	0	FALSE	-0.098354114759992	20.040054095	4	TRUE	FALSE	FALSE
Ranbp6	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	4575	0.000457135376204695	-0.19206544601899	0.695889735733025	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Ranbp9	chr13	FALSE	FALSE	FALSE	0	0	NA	No anchor	78608	-5.16605956944229e-05	-0.300960694394587	0.00116636193503715	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rangap1	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	41283	0.000247325918178793	-0.123246495052869	0.28363414891077	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rangrf	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	2702	-0.00118905533742629	-0.0852563068072342	0.881778278740714	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rap1a	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	74070	-0.00176174802946613	-0.366633633132898	0.000146115272179762	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rap1b	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	32165	-0.000521975393917346	-0.277128374507878	0.0408735084436366	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rap1gap	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	65136	-0.00155449597778442	-0.222343255877793	0.00791070932825931	TRUE	Hypomethylated	-0.119156448	0.575105881	0.575105881	3	0	FALSE	-0.102310473055524	13.452871379	3	TRUE	FALSE	FALSE
Rap1gap2	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	227560	-0.00494208431853131	-0.296341690614522	1.17298618736295e-08	TRUE	Hypomethylated	-0.146524316	0.486130228	3.04e-05	12	4	TRUE	-0.338357550248885	57.460896421	12	TRUE	FALSE	FALSE
Rap1gds1	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	149300	0.00145057844327887	-0.0464725462905796	0.480016515980436	FALSE	Hypomethylated	-0.002178218	0.995734905	6.12e-05	3	1	TRUE	0.359812878693011	14.335812886	3	TRUE	FALSE	FALSE
Rap2a	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	28751	-0.00109219922425995	-0.337478440853091	0.00560788166459198	TRUE	Hypomethylated	-0.181375677	0.396068492	0.396068492	2	0	FALSE	-0.121534559795301	10.145245846	2	TRUE	FALSE	FALSE
Rap2b	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	6793	5.7602644177545e-05	-0.144335601942794	0.585009717778839	FALSE	Hypomethylated	-0.08822833	0.686022699	0.686022699	1	0	FALSE	-0.08822833	5.397055361	1	TRUE	FALSE	FALSE
Rap2c	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	14107	-0.000725249190148016	-0.426114874826826	0.142396222314396	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rapgef1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	121259	-0.00283939761010864	-0.369220512519848	5.95854149300573e-07	TRUE	Hypomethylated	-0.041392306	0.877791401	0.266375864	8	0	FALSE	-0.063420502741466	39.648975385	8	TRUE	FALSE	FALSE
Rapgef2	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	224002	-0.00282465502747909	-0.36670312715956	6.55467538635438e-08	TRUE	Hypomethylated	-0.067214276	0.780129965	0.000138411	7	4	TRUE	0.529659520516386	38.399514635	7	TRUE	FALSE	FALSE
Rapgef3	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	23203	-0.00473504354379303	-0.356620703865415	0.00449715626035458	TRUE	Hypomethylated	-0.175289439	0.383433776	0.172529266	5	0	FALSE	-0.165613361498396	23.76345572	5	TRUE	FALSE	FALSE
Rapgef4	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	276235	0.000284041466223389	-0.120611206942501	0.00847804728103326	TRUE	Hypomethylated	-0.049237997	0.84389427	1.88e-05	4	1	TRUE	0.376907027645433	19.5968603	4	TRUE	FALSE	FALSE
Rapgef5	chr12	TRUE	FALSE	FALSE	1	1	0.435920573711936	Gained anchor	243259	0.000195658112363745	-0.154084828760767	0.00183429108508667	TRUE	Hypomethylated	-0.049620746	0.853507706	0.789670417	2	0	FALSE	0.00872427553884038	8.637692572	2	TRUE	FALSE	FALSE
Rapgef6	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	176439	-0.000316584444949201	-0.21715058793568	0.000747319588023268	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rapgefl1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	16913	-0.00122534333060324	-0.267196249225159	0.0912339052082803	FALSE	Hypomethylated	-0.250984796	0.246128367	0.246128367	2	0	FALSE	-0.126939821295566	8.709885555	2	TRUE	FALSE	FALSE
Raph1	chr1	TRUE	FALSE	FALSE	4	4	0.375687231963715	Gained anchor	84813	-0.000912948513588432	-0.330872671180589	0.000351527491189408	TRUE	Hypomethylated	-0.15437258	0.462142246	0.462142246	2	0	FALSE	-0.0832264602701037	9.206120843	2	TRUE	FALSE	FALSE
Rapsn	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	10110	-0.000617938851340132	-0.351410628278972	0.0914838049861053	FALSE	Hypomethylated	-0.066446899	0.778019803	0.778019803	1	0	FALSE	-0.066446899	4.227131473	1	TRUE	FALSE	FALSE
Rara	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	47125	-0.00119383691071356	-0.165300218612776	0.0867404022658267	FALSE	Hypomethylated	-0.01873631	0.952138673	0.864755679	2	0	FALSE	-0.0323676750924636	8.617588537	2	TRUE	FALSE	FALSE
Rarb	chr14	TRUE	FALSE	FALSE	2	2	0.494257113106739	Gained anchor	388318	0.00232540220600852	0.00890984536242172	0.828615125621503	FALSE	Hypermethylated	-0.089429138	0.698047165	0.002704582	13	2	TRUE	0.0974502905942279	67.568671338	13	TRUE	FALSE	FALSE
Rarg	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	22580	-0.00204949745780333	-0.337796744165002	0.0203869891904786	TRUE	Hypomethylated	-0.075817542	0.744564624	0.744564624	2	0	FALSE	-0.0249941031588786	8.393138353	2	TRUE	FALSE	FALSE
Rarres1	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	36552	0.000439655659422418	-0.244091278830172	0.0708137919240453	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rarres2	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	3094	-0.00189089945692021	-0.230174747242069	0.618328598288657	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rars	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	26126	0.00118387263377657	-0.200602910597282	0.193404841069257	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rars2	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	45211	0.00153124338633356	-0.0998707368873606	0.454958896109002	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasa1	chr13	FALSE	TRUE	FALSE	2	4	-0.456770808381952	Lost anchor	74351	0.000660686047860655	-0.185836405626321	0.0706405326754503	FALSE	Hypomethylated	-0.136283438	0.51523836	0.51523836	1	0	FALSE	-0.136283438	4.514643738	1	TRUE	FALSE	FALSE
Rasa2	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	92318	0.0004066289861182	-0.11291451330125	0.156352934399736	FALSE	Hypomethylated	0.950049872	0.004448946	0.004448946	1	1	TRUE	0.950049872	4.70948608	1	TRUE	TRUE	FALSE
Rasa3	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	110656	-0.00166870088757997	-0.360284011177334	6.49472754344916e-06	TRUE	Hypomethylated	0.013699534	0.966984809	0.030988588	5	1	TRUE	0.174274149422955	25.493082325	5	TRUE	FALSE	FALSE
Rasa4	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	27945	0.00016805070788729	-0.056434742491146	0.72819661288073	FALSE	Hypomethylated	-0.208957064	0.33067332	0.33067332	3	0	FALSE	-0.107707442431654	12.229514981	3	TRUE	FALSE	FALSE
Rasal1	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	30786	-0.00213834009214799	-0.275200178751773	0.00851296601998047	TRUE	Hypomethylated	-0.003256609	0.993751405	0.160723058	4	0	FALSE	-0.121798731639298	17.597111719	4	TRUE	FALSE	FALSE
Rasal2	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	277414	-0.00111689069429267	-0.189177294962905	3.6280546214796e-05	TRUE	Hypomethylated	-0.222883316	0.331035222	0.331035222	1	0	FALSE	-0.222883316	4.64774595	1	TRUE	FALSE	FALSE
Rasal3	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	12925	0.000552807868002821	-0.141125784860834	0.581471774391151	FALSE	Hypomethylated	0.008753797	0.98105836	0.98105836	1	0	FALSE	0.008753797	4.345426871	1	TRUE	FALSE	FALSE
Rasd1	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	1764	-0.00327154478948434	-0.209571246466056	0.708439814314671	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasd2	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	10170	-0.00183320077599394	-0.197025047432753	0.272312894787275	FALSE	Hypomethylated	-0.135286546	0.523427118	0.523427118	3	0	FALSE	-0.0791309919430001	13.133373337	3	TRUE	FALSE	FALSE
Rasef	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	76416	0.000722561181597737	-0.139583455370475	0.0836018859217766	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasgef1a	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	80109	0.000254923836688212	-0.164694496460065	0.0352996255795448	TRUE	Hypomethylated	-0.048478878	0.844416713	0.844416713	1	0	FALSE	-0.048478878	5.252698668	1	TRUE	FALSE	FALSE
Rasgef1b	chr5	TRUE	FALSE	FALSE	2	2	0.361739276906769	Gained anchor	511640	-0.0174903650141034	-0.626358182933927	1.91183600778509e-17	TRUE	Hypomethylated	-0.016478588	0.959526103	1.38e-13	53	28	TRUE	-0.495493941829342	285.940914592	53	TRUE	FALSE	FALSE
Rasgef1c	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	79160	-0.000443171505519081	-0.111682668442598	0.0857444076320324	FALSE	Hypomethylated	-0.04591263	0.859128285	0.646994063	4	0	FALSE	0.00876099787671193	19.083249824	4	TRUE	FALSE	FALSE
Rasgrf1	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	117070	-0.00126720028020109	-0.227365646616949	0.0023968740676194	TRUE	Hypomethylated	-0.174095574	0.403180328	0.186765722	10	0	FALSE	0.0248099752564724	49.303928443	10	TRUE	FALSE	FALSE
Rasgrf2	chr13	TRUE	FALSE	FALSE	2	2	0.360269144415979	Gained anchor	251257	0.00111763686069899	-0.0901776664623967	0.141283778408557	FALSE	Hypomethylated	-0.037154805	0.89097782	0.89097782	1	0	FALSE	-0.037154805	4.0070343	1	TRUE	FALSE	FALSE
Rasgrp1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	63009	0.00439647279138815	0.14633210821544	0.0366188290155755	TRUE	Hypermethylated	-0.132516521	0.536789232	0.536789232	2	0	FALSE	-0.0669970126943138	8.755209886	2	TRUE	FALSE	FALSE
Rasgrp2	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	15877	-0.00600206095128468	-0.382502199524311	0.00253961244001835	TRUE	Hypomethylated	-0.095259842	0.667135206	0.667135206	1	0	FALSE	-0.095259842	4.304196997	1	TRUE	FALSE	FALSE
Rasgrp3	chr17	FALSE	FALSE	FALSE	0	0	NA	No anchor	93159	0.00286033027500458	0.0998226592445367	0.192566610715949	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasgrp4	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	19111	-0.000368029103401973	-0.302009629105963	0.0736271623429387	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasip1	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	11606	0.00189914609985747	0.028792980795732	0.886571025263697	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasl10a	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	2258	-0.00939523144033683	-1.07027351062159	0.156603796915577	FALSE	Hypomethylated	-0.162022937	0.43882213	0.43882213	1	0	FALSE	-0.162022937	4.71027953	1	TRUE	FALSE	FALSE
Rasl10b	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	11903	-0.000354897370987043	-0.0720021359116967	0.753533826817197	FALSE	Hypomethylated	-0.050297049	0.847829791	0.847829791	1	0	FALSE	-0.050297049	4.352005568	1	TRUE	FALSE	FALSE
Rasl11a	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	2656	-0.0041342662752656	-0.235311696354739	0.451488080227394	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasl11b	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	4196	0.00995186521639618	0.305083832192597	0.210080623137772	FALSE	Hypermethylated	-0.177074083	0.424285449	0.013901857	4	1	TRUE	0.112866244175429	18.681312792	4	TRUE	FALSE	FALSE
Rasl12	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	16348	-0.00383935729063376	-0.388788496252406	0.00779793991045234	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rasl2-9	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	1013	-0.000779825120169133	-0.0940175501343699	0.906166797714961	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rassf1	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	10713	0.00183610868654429	-0.0474837180165115	0.825879288584013	FALSE	Hypomethylated	-0.047650186	0.852602438	0.631176771	2	0	FALSE	-0.0787890852284272	8.848075042	2	TRUE	FALSE	FALSE
Rassf10	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	3496	-0.0161032321427393	-0.575963278201501	0.0202447557609846	TRUE	Hypomethylated	-0.216263347	0.243349548	1.95e-19	7	1	TRUE	0.409789758604879	34.898282918	7	TRUE	FALSE	FALSE
Rassf2	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	40844	-0.000434894862625157	-0.17894492342949	0.0626152076975386	FALSE	Hypomethylated	-0.052130409	0.836701854	0.836701854	1	0	FALSE	-0.052130409	4.217956575	1	TRUE	FALSE	FALSE
Rassf3	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	65998	-0.00236858672604221	-0.195722392372094	0.00273657571152266	TRUE	Hypomethylated	-0.01424283	0.965458436	0.10372175	5	0	FALSE	-0.126575117752878	23.684063267	5	TRUE	FALSE	FALSE
Rassf4	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	40945	-0.0013691528993272	-0.223592362095963	0.0367542217849766	TRUE	Hypomethylated	-0.063314249	0.785104187	0.329253761	2	0	FALSE	-0.125584725892994	9.437945006	2	TRUE	FALSE	FALSE
Rassf5	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	68849	-0.00521633959069096	-0.349583482012441	1.29816396252444e-06	TRUE	Hypomethylated	-0.057780619	0.805744953	0.05380485	5	0	FALSE	-0.124942727835186	22.536394061	5	TRUE	FALSE	FALSE
Rassf6	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	37582	-0.000846196799344327	-0.231928394779014	0.0432539503734563	TRUE	Hypomethylated	-0.208360917	0.305546673	0.305546673	1	0	FALSE	-0.208360917	4.242120652	1	TRUE	FALSE	FALSE
Rassf7	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	2799	0.00239985503623735	-0.0880286158902666	0.859755572376649	FALSE	Hypomethylated	-0.06267559	0.794194091	0.794194091	1	0	FALSE	-0.06267559	4.735362551	1	TRUE	FALSE	FALSE
Rassf8	chr6	FALSE	FALSE	FALSE	0	0	NA	No anchor	74332	0.0012020329498504	-0.00856092384786937	0.882546668316413	FALSE	Hypomethylated	0.101737379	0.646875268	0.533571222	14	0	FALSE	-0.0092996086947567	71.738143351	14	TRUE	FALSE	FALSE
Rassf9	chr10	FALSE	FALSE	FALSE	0	0	NA	No anchor	37515	0.000331413257541522	-0.177039700551037	0.20835678617566	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Raver1	chr9	FALSE	FALSE	FALSE	0	0	NA	No anchor	17851	0.00280995158329246	0.0622484468346559	0.757586263127449	FALSE	Hypermethylated	-0.069061038	0.758747135	0.758747135	1	0	FALSE	-0.069061038	4.959706888	1	TRUE	FALSE	FALSE
Raver2	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	83388	-0.00132467362677509	-0.249734337065716	0.00156119561355435	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rax	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	11511	-0.00321448650584991	-0.237318146462187	0.182193844894708	FALSE	Hypomethylated	-0.200581933	0.328681223	0.328681223	1	0	FALSE	-0.200581933	4.447654924	1	TRUE	FALSE	FALSE
Rb1	chr14	FALSE	FALSE	FALSE	0	0	NA	No anchor	142150	-0.000880987436732324	-0.257389590077655	0.000138016567710178	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rb1cc1	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	70452	0.00108967858735209	-0.143286406393453	0.271202268027914	FALSE	Hypomethylated	-0.044110638	0.868730047	0.868730047	1	0	FALSE	-0.044110638	4.72824393	1	TRUE	FALSE	FALSE
Rbak	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	8590	0.000224601000180685	-0.18982130641684	0.52453865418514	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbbp4	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	28271	-0.000213824344618781	-0.246795636632575	0.175707007017954	FALSE	Hypomethylated	-0.032307422	0.906668395	0.906668395	1	0	FALSE	-0.032307422	4.961443008	1	TRUE	FALSE	FALSE
Rbbp5	chr1	FALSE	FALSE	FALSE	0	0	NA	No anchor	28295	0.000284770233097751	-0.317968393078796	0.0498180174313283	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbbp6	chr7	FALSE	FALSE	FALSE	0	0	NA	No anchor	36872	0.000247988787365401	-0.149719224285376	0.294145991152111	FALSE	Hypomethylated	-0.050161628	0.842424796	0.842424796	1	0	FALSE	-0.050161628	4.381643855	1	TRUE	FALSE	FALSE
Rbbp7	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	18691	0.00142866978388847	-0.131436677189119	0.57716542381277	FALSE	Hypomethylated	-0.095966806	0.719638255	0.719638255	1	0	FALSE	-0.095966806	4.764927806	1	TRUE	FALSE	FALSE
Rbbp8	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	111946	0.000523970130821125	-0.187039016584501	0.0178002041282644	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbbp8nl	chr2	TRUE	FALSE	FALSE	1	1	0.327688126734073	Gained anchor	12234	-0.000752139491577476	-0.194015483731051	0.363464149683826	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbbp9	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	8605	0.00157876647614205	-0.0959488758025375	0.788017981743733	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbck1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	16320	0.000976084422017031	-0.123409616404358	0.580154811266835	FALSE	Hypomethylated	-0.18495401	0.370423433	0.370423433	1	0	FALSE	-0.18495401	5.394610413	1	TRUE	FALSE	FALSE
Rbfa	chr18	FALSE	FALSE	FALSE	0	0	NA	No anchor	8394	0.00380415463465497	0.254589163500988	0.377158160482365	FALSE	Hypermethylated	-0.006993564	0.985578879	0.985578879	1	0	FALSE	-0.006993564	4.390693276	1	TRUE	FALSE	FALSE
Rbfox1	chr16	TRUE	FALSE	FALSE	7	7	0.465800367922989	Gained anchor	1526172	-0.000753751325621374	-0.162414853315485	1.38447442980241e-08	TRUE	Hypomethylated	-0.091006877	0.687850032	7.86e-07	45	5	TRUE	0.138093624908856	223.61694362	45	TRUE	FALSE	FALSE
Rbfox2	chr15	FALSE	FALSE	FALSE	0	0	NA	No anchor	228015	-0.00115482343947353	-0.262046195914043	1.15780168653205e-05	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbfox3	chr11	FALSE	FALSE	FALSE	0	0	NA	No anchor	421836	-0.000427606057129062	-0.229596115096292	2.98688756958262e-05	TRUE	Hypomethylated	-0.063623939	0.782759783	5.62e-08	22	3	TRUE	0.211092213035015	100.633985531	22	TRUE	FALSE	FALSE
Rbis	chr3	FALSE	FALSE	FALSE	0	0	NA	No anchor	5002	0.00300263981093407	0.0173218443109017	0.97498817407574	FALSE	Hypermethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbks	chr5	FALSE	FALSE	FALSE	0	0	NA	No anchor	73189	-0.000774571488320674	-0.328394261906471	0.00187020187657356	TRUE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbl1	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	58642	-0.000270059581756073	-0.190325828335035	0.0527080497201311	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbl2	chr8	FALSE	FALSE	FALSE	0	0	NA	No anchor	53788	0.000259615503182062	-0.225168812671594	0.0602892729441742	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbm10	chrX	FALSE	FALSE	FALSE	0	0	NA	No anchor	33399	0.000100127569651909	-0.218575659399149	0.156090792974374	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbm11	chr16	FALSE	FALSE	FALSE	0	0	NA	No anchor	9986	-0.001945396426659	-0.282122530298379	0.142750240460502	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbm12	chr2	FALSE	FALSE	FALSE	0	0	NA	No anchor	20021	0.000570146167059639	-0.133011347912443	0.500140270539693	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbm12b1	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	6468	0.000818630252002671	-0.183273913025877	0.757617796211194	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbm12b2	chr4	FALSE	FALSE	FALSE	0	0	NA	No anchor	6805	0.00209401250226483	-0.10689371689306	0.845328961127932	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
Rbm14	chr19	FALSE	FALSE	FALSE	0	0	NA	No anchor	11066	0.000913836973182333	-0.113248476495657	0.636486262390189	FALSE	Hypomethylated	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	FALSE	FALSE
