"SYMBOL","n_mecp2_peaks","n_mecp2_sig_peaks","mecp2_has_sig","mecp2_Fold","mecp2_min_FDR","n_h2a_peaks","n_h2a_sig_peaks","h2a_has_sig","h2a_Fold","h2a_min_FDR","sig","quadrant","go_eligible","has_physical_overlap","n_total_peaks","gene_length"
"Sbk1",3,0,FALSE,0.011022748,0.658234334,2,2,TRUE,0.0394291725,0.011107122,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,46155
"Sbspon",1,0,FALSE,-0.170142202,0.372149896,1,0,FALSE,0.149345824,0.160317489,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,38861
"Scaf11",1,0,FALSE,-0.041309652,0.876320836,1,1,TRUE,0.579158437,0.002506168,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,49145
"Scaf4",1,0,FALSE,-0.03005393,0.915230997,1,1,TRUE,0.617691692,1.7e-06,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,55553
"Scai",1,0,FALSE,-0.066243585,0.775505133,1,1,TRUE,0.349913011,0.016969952,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,124521
"Scamp1",1,0,FALSE,0.009691593,0.97819201,4,2,TRUE,0.6991754445,2.94e-23,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,84548
"Scarb1",7,0,FALSE,-0.020969051,0.538936929,5,0,FALSE,-0.144414293,0.052720596,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,12,64008
"Scarb2",1,0,FALSE,-0.196615813,0.363912768,1,0,FALSE,0.341059214,0.07694131,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,64324
"Scarf2",3,0,FALSE,-0.061044568,0.795787258,5,3,TRUE,-0.308650727,0.001795174,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,8,11012
"Scarna17",1,0,FALSE,-0.082723345,0.697867051,1,1,TRUE,0.326065925,0.010993131,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,79
"Scd1",1,0,FALSE,-0.038702707,0.886141197,2,2,TRUE,0.6970542065,8.46e-15,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,13425
"Scd2",1,0,FALSE,0.007916654,0.983199279,2,2,TRUE,0.520296557,8.72e-08,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,13191
"Scel",5,1,TRUE,0.65302786,0.012101498,9,8,TRUE,0.796945445,3.65e-40,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,14,99456
"Scfd2",18,11,TRUE,1.674952022,3.77e-24,20,14,TRUE,0.8457124855,1.02e-38,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,38,326944
"Scg2",1,1,TRUE,1.090427615,0.001123428,2,2,TRUE,0.5484488605,3.94e-13,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,3,5452
"Scg5",1,0,FALSE,-0.150236816,0.450651598,2,2,TRUE,0.6316031405,3.54e-07,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,52760
"Scgb3a1",1,0,FALSE,-0.141043766,0.480401106,1,0,FALSE,-0.141791464,0.514011558,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,1509
"Schip1",16,6,TRUE,1.0934251975,5.48e-10,25,18,TRUE,0.5779044435,1.45e-12,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,41,561680
"Sclt1",1,0,FALSE,-0.016270788,0.960368716,1,1,TRUE,0.831806439,5e-08,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,115795
"Scml2",1,0,FALSE,-0.085554098,0.709073356,1,1,TRUE,0.841091927,5.93e-08,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,175689
"Scml4",4,0,FALSE,-0.144449365,0.378453588,7,0,FALSE,-0.016812029,0.169450705,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,11,100411
"Scn10a",3,1,TRUE,-0.556826282,0.043525906,2,1,TRUE,-0.324048775,0.028613093,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,5,110867
"Scn1a",2,1,TRUE,-1.035388455,0.000719095,1,0,FALSE,-0.108386299,0.463802383,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,170063
"Scn3a",1,0,FALSE,-0.064407797,0.777397096,1,0,FALSE,-0.152397209,0.417553699,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,110510
"Scn3b",1,0,FALSE,-0.014604576,0.964607607,1,0,FALSE,-0.020163749,0.854587121,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,22402
"Scn4b",2,1,TRUE,-0.902671866,0.004232061,1,1,TRUE,-0.424160359,0.012753214,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,FALSE,3,15758
"Scn5a",15,1,TRUE,-0.525144607,0.025202641,15,4,TRUE,-0.4004505985,7.8e-05,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,30,95609
"Scnn1a",2,0,FALSE,-0.037780979,0.784555164,1,0,FALSE,0.013628427,0.914892357,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,24285
"Scnn1b",5,0,FALSE,0.015617383,0.807009232,3,0,FALSE,0.195415136,0.073749285,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,8,53477
"Sco2",1,0,FALSE,-0.048458588,0.849408243,1,1,TRUE,0.276268985,0.019253299,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,2210
"Scrn1",2,1,TRUE,1.397148402,0.000433279,1,0,FALSE,0.242272682,0.232060694,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,60600
"Scrt1",2,0,FALSE,-0.157007653,0.364333725,2,1,TRUE,-0.282015316,0.015987561,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,6297
"Scrt2",1,0,FALSE,0.001831452,0.996128344,4,0,FALSE,-0.036426931,0.133355586,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,5,14274
"Sct",1,0,FALSE,-0.228563876,0.261153763,1,1,TRUE,-0.306261651,0.027793604,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,804
"Sctr",4,0,FALSE,-0.000234534,0.411690745,2,1,TRUE,0.400685452,0.002050816,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,6,56643
"Scube1",7,0,FALSE,-0.075646629,0.57349316,7,1,TRUE,-0.263438499,0.009882273,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,14,120023
"Scube2",3,0,FALSE,-0.069727307,0.188328141,5,4,TRUE,0.7176659455,4.46e-17,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,8,67004
"Scube3",3,0,FALSE,0.008277686,0.397353141,5,4,TRUE,-0.507644649,8.37e-08,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,8,32714
"Sdc1",5,0,FALSE,0.021085626,0.060787772,4,3,TRUE,0.295107906,0.000821786,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,9,22393
"Sdc2",1,0,FALSE,0.12306572,0.579469902,3,3,TRUE,0.595359704,7.03e-15,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,114213
"Sdc3",5,1,TRUE,-0.718719216,0.009797986,6,5,TRUE,-0.531963342,6.66e-12,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,11,33783
"Sdc4",1,0,FALSE,-0.049811593,0.842284325,1,0,FALSE,-0.317424503,0.060713561,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,19641
"Sdcbp2",3,1,TRUE,-1.484467662,2.06e-05,2,2,TRUE,0.2123070875,3.27e-10,"Significant","Q2 (MeCP2 down / H2A up)",TRUE,FALSE,5,17384
"Sdccag8",6,3,TRUE,0.994269145,5.96e-11,6,3,TRUE,0.990719208,2.98e-37,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,12,205778
"Sde2",1,0,FALSE,-0.053708079,0.824884541,1,1,TRUE,0.842558029,2.62e-10,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,16987
"Sdf2l1",1,0,FALSE,-0.016505278,0.959887081,1,1,TRUE,0.446780687,0.000879567,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,2246
"Sdk1",42,4,TRUE,-0.6273292455,0.004122668,13,7,TRUE,-0.332550876,4.59e-05,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,55,974097
"Sdk2",22,1,TRUE,-0.652520499,0.021199051,31,24,TRUE,-0.484535649,9.44e-13,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,53,290673
"Sdr42e1",2,0,FALSE,-0.0617891555,0.503101876,1,0,FALSE,0.091912088,0.48246265,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,12291
"Sec14l1",1,0,FALSE,-0.143135959,0.455111399,4,2,TRUE,-0.757577256,2.09e-06,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,44101
"Sec14l2",1,0,FALSE,-0.344001199,0.137534907,2,0,FALSE,0.1147687625,0.058938447,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,26377
"Sec16b",11,1,TRUE,-0.987837017,0.001516281,10,2,TRUE,-0.320849287,0.00021117,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,21,61698
"Sec22a",1,0,FALSE,-0.139161853,0.49281437,1,0,FALSE,0.392637141,0.120410567,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,52788
"Sec23a",1,0,FALSE,-0.041522723,0.875354551,1,1,TRUE,0.724217708,0.007104403,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,53635
"Sec24d",1,0,FALSE,0.071537236,0.76654837,3,2,TRUE,0.28954777,0.000958885,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,4,98187
"Sec31a",1,0,FALSE,0.034317412,0.899480081,3,2,TRUE,0.3484716895,0.008307409,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,54586
"Sec61a1",3,1,TRUE,1.039234175,0.000146467,2,0,FALSE,0.0865094545,0.122172258,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,15327
"Sec61b",1,1,TRUE,1.277053343,1.45e-08,2,2,TRUE,0.644973783,2.62e-18,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,3,8585
"Sel1l",2,0,FALSE,-0.0288782595,0.807753271,1,0,FALSE,0.202577922,0.421640703,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,43115
"Sel1l3",2,0,FALSE,-0.0639500835,0.461353058,7,2,TRUE,-0.001079414,0.009654261,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,106845
"Selenoi",1,0,FALSE,-0.025700849,0.931198161,2,2,TRUE,0.564740343,4.13e-07,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,39847
"Selenon",2,0,FALSE,-0.0462863195,0.774400585,1,1,TRUE,-0.604589891,0.000146698,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,14275
"Selenos",1,0,FALSE,0.019266368,0.950571817,1,1,TRUE,0.633392266,1.06e-06,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,2,9757
"Sema3a",8,5,TRUE,2.177891227,5.75e-18,10,10,TRUE,1.178802567,9.46e-44,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,18,476973
"Sema3b",1,0,FALSE,-0.035187799,0.896347567,1,0,FALSE,-0.037359595,0.739978963,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,11556
"Sema3d",4,0,FALSE,0.1057773675,0.155478996,3,3,TRUE,0.729164182,9.6e-07,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,7,205564
"Sema3f",3,0,FALSE,-0.180633049,0.287336772,4,3,TRUE,-0.41838527,0.000524222,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,7,28976
"Sema3g",1,0,FALSE,-0.060295391,0.796654534,2,1,TRUE,0.576182516,1.53e-07,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,12493
"Sema4b",3,0,FALSE,-0.033901316,0.663041334,1,0,FALSE,0.084692513,0.604754481,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,39687
"Sema4c",2,0,FALSE,0.00788211,0.932066221,1,0,FALSE,0.107983638,0.375307341,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,9711
"Sema4d",3,0,FALSE,-0.062422227,0.392673071,6,2,TRUE,-0.4588234035,0.000330654,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,108219
"Sema4f",2,0,FALSE,-0.029182747,0.807754918,1,0,FALSE,0.239317782,0.066395939,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,27885
"Sema5a",19,3,TRUE,0.897230672,6.14e-05,33,13,TRUE,0.417087484,4.8e-08,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,52,451532
"Sema5b",25,4,TRUE,-1.077479107,1.23e-05,27,4,TRUE,-0.041127885,0.00374455,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,52,123588
"Sema6a",7,0,FALSE,0.056353244,0.349280862,12,3,TRUE,0.452979049,2.44e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,19,133273
"Sema6c",2,0,FALSE,-0.03876317,0.779923686,3,2,TRUE,-0.367736397,0.03034383,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,13568
"Sema6d",16,10,TRUE,1.587450665,4.24e-12,23,21,TRUE,0.574383021,2.75e-31,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,39,577802
"Sema7a",1,0,FALSE,-0.065091943,0.778391968,4,2,TRUE,-0.6307083595,2.27e-06,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,22754
"Septin10",2,0,FALSE,-0.077781109,0.638469494,2,1,TRUE,1.074522737,6.78e-25,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,4,80221
"Septin11",1,0,FALSE,0.013361639,0.967830501,2,1,TRUE,0.397094366,7.3e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,83011
"Septin3",1,0,FALSE,-0.082018814,0.704977797,2,1,TRUE,0.297593688,0.000726255,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,25773
"Septin9",15,0,FALSE,-0.013845016,0.415815654,11,6,TRUE,-0.436980115,5.35e-07,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,26,162665
"Serbp1",4,0,FALSE,0.029193673,0.780576092,4,4,TRUE,0.500671682,7.32e-09,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,8,59561
"Sergef",4,0,FALSE,0.0391036115,0.491822369,4,1,TRUE,0.343159353,0.009860683,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,8,196654
"Serhl",1,0,FALSE,-0.037993568,0.887951743,2,0,FALSE,-0.1190280545,0.162775885,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,27169
"Serinc5",2,0,FALSE,0.008380392,0.803930302,3,1,TRUE,0.395943469,0.004202499,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,100857
"Serpina11",1,0,FALSE,-0.01060796,0.975679042,2,2,TRUE,-0.742813861,3.98e-11,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,16337
"Serpina3n",1,0,FALSE,-0.37945111,0.107520367,1,0,FALSE,-0.005077684,0.971167267,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,7601
"Serpinb1b",1,0,FALSE,0.040282959,0.883684985,2,2,TRUE,1.2985928085,4.02e-25,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,15806
"Serpinb8",2,2,TRUE,1.379856618,5.06e-10,3,3,TRUE,1.482212234,1.92e-26,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,20479
"Serpine2",1,0,FALSE,-0.023642261,0.936764481,3,1,TRUE,-0.25224237,0.024834419,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,66984
"Serpinf2",1,0,FALSE,-0.019998192,0.949388737,1,0,FALSE,-0.14151684,0.306702985,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,7860
"Serpinh1",2,0,FALSE,0.0681819415,0.627839996,1,1,TRUE,0.302332581,0.000272325,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,3,7864
"Serpini1",3,0,FALSE,-0.061076925,0.201290565,2,2,TRUE,0.5219234315,1.06e-10,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,5,85949
"Sertad2",2,0,FALSE,-0.098807573,0.575235266,2,0,FALSE,0.1594802365,0.065597087,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,109769
"Sertad4b",1,0,FALSE,0.085325507,0.687131637,3,2,TRUE,0.2404286865,0.006129713,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,4,11704
"Sertm1",2,0,FALSE,-0.012001678,0.948274,1,1,TRUE,-0.350557767,0.022208711,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,18820
"Sesn1",3,2,TRUE,0.9389745825,8.76e-06,2,2,TRUE,1.0141137175,3.23e-27,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,5,98490
"Sesn2",1,0,FALSE,-0.037820637,0.889055552,1,0,FALSE,0.25276041,0.081170918,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,18470
"Sesn3",2,0,FALSE,-0.0930714895,0.652700375,4,0,FALSE,-0.001888997,0.292759932,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,58035
"Setbp1",2,0,FALSE,-0.0747575125,0.703454487,9,6,TRUE,0.347642596,2.31e-23,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,11,359012
"Setmar",1,0,FALSE,-0.002988749,0.994090537,1,0,FALSE,0.379294676,0.119096071,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,12078
"Sez6",7,2,TRUE,-0.691384228,0.009068333,10,9,TRUE,-0.479739348,2.5e-13,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,17,48249
"Sez6l",6,0,FALSE,-0.0157700565,0.377909563,5,4,TRUE,-0.4365027725,2.69e-07,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,11,158035
"Sf3b5",1,0,FALSE,-0.005071852,0.990006853,1,1,TRUE,0.934161078,2.1e-08,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,3841
"Sfn",2,0,FALSE,-0.0418252515,0.577680467,1,1,TRUE,-0.369593904,0.00135462,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,1613
"Sfrp1",1,0,FALSE,-0.213874848,0.342161428,1,0,FALSE,0.010490874,0.937613824,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,38131
"Sfrp5",2,0,FALSE,0.012151984,0.589694519,2,1,TRUE,0.611809441,5.52e-08,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,4282
"Sfswap",2,0,FALSE,-0.019703729,0.644315363,1,1,TRUE,0.237226569,0.027222112,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,70164
"Sftpb",1,0,FALSE,0.057414034,0.810996541,2,1,TRUE,0.47144668,0.000326669,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,9762
"Sftpc",1,0,FALSE,0.216436357,0.261039846,2,2,TRUE,0.341637924,0.000577967,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,3133
"Sfxn5",4,0,FALSE,-0.068810974,0.561901759,5,2,TRUE,-0.373095069,0.003227552,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,9,120374
"Sgca",2,0,FALSE,0.097627293,0.43751909,1,1,TRUE,0.569948879,2.76e-05,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,3,13537
"Sgcd",3,2,TRUE,0.6125025305,0.012658833,3,3,TRUE,0.428071262,0.001126959,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,FALSE,6,741217
"Sgcg",3,0,FALSE,-0.164883306,0.334426458,5,4,TRUE,0.351068148,0.000240035,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,8,39376
"Sgcz",1,0,FALSE,-0.042335524,0.874922104,1,1,TRUE,0.278339278,0.009156619,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,1139211
"Sgip1",1,0,FALSE,-0.146277434,0.494167051,1,0,FALSE,0.02714252,0.893825856,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,232332
"Sgk1",3,0,FALSE,-0.027922283,0.686236158,5,4,TRUE,0.40259865,5.4e-09,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,8,117720
"Sgk2",1,0,FALSE,-0.016042568,0.960771532,1,0,FALSE,-0.100742961,0.435094775,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,2,26798
"Sgms1",3,0,FALSE,-0.004987476,0.359939105,6,4,TRUE,0.35254984,7.04e-07,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,9,266988
"Sgms2",2,0,FALSE,-0.07554936,0.714377078,1,1,TRUE,0.268243598,0.036448565,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,3,172427
"Sgpp2",1,0,FALSE,-0.073760379,0.744384822,2,2,TRUE,0.704068851,1.34e-08,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,3,109945
"Sgsm2",3,0,FALSE,0.085487458,0.480689684,1,1,TRUE,0.321010232,0.007343878,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,4,47800
"Sgtb",1,0,FALSE,-0.064490673,0.788143048,1,1,TRUE,0.815457283,7.65e-21,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,2,31995
"Sh2b3",1,0,FALSE,-0.118199036,0.59782779,2,2,TRUE,-0.4252717285,0.000736381,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,3,22159
"Sh2d3c",2,0,FALSE,-0.045526655,0.72546688,2,0,FALSE,-0.2941870645,0.070398175,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,34458
"Sh2d4a",1,0,FALSE,0.013471361,0.967439301,1,0,FALSE,0.177044431,0.110680426,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,71133
"Sh2d4b",2,0,FALSE,-0.035312346,0.895896515,2,2,TRUE,-0.1881165645,1.39e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,4,79478
"Sh2d7",1,0,FALSE,0.047724127,0.850438762,2,1,TRUE,-0.309761462,0.028864517,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,3,10875
"Sh3bgr",3,0,FALSE,0.066300493,0.113559044,2,2,TRUE,0.4925278695,5.38e-08,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,TRUE,5,28486
"Sh3bp2",1,0,FALSE,-0.003681412,0.992527651,3,1,TRUE,0.232588774,0.045413338,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,37804
"Sh3bp4",6,0,FALSE,-0.0295918145,0.218897157,6,2,TRUE,-0.326523307,0.004899281,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,12,84654
"Sh3bp5",2,0,FALSE,-0.087461183,0.46343378,3,1,TRUE,-0.351534227,0.032251271,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,5,76199
"Sh3gl2",1,0,FALSE,-0.15167961,0.488720544,3,1,TRUE,1.006597545,4.58e-34,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,434070
"Sh3gl3",7,1,TRUE,0.512982273,0.048548085,5,0,FALSE,-0.13512681,0.364459629,"Not significant","Q4 (MeCP2 up / H2A down)",FALSE,TRUE,12,133580
"Sh3glb1",1,0,FALSE,-0.0019685,0.995888014,3,3,TRUE,1.008620401,6.59e-15,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,4,36658
"Sh3kbp1",9,0,FALSE,-0.007646219,0.288657734,14,4,TRUE,-0.474339617,0.000379475,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,23,350798
"Sh3pxd2a",23,3,TRUE,-0.765741314,6.01e-08,17,5,TRUE,-0.330932672,7.64e-05,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,40,204228
"Sh3pxd2b",3,0,FALSE,-0.077012622,0.473880089,4,1,TRUE,-0.586288961,0.0003358,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,7,80354
"Sh3rf1",4,0,FALSE,-0.014063786,0.130131421,2,0,FALSE,0.2875366605,0.062700176,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,6,172200
"Sh3rf3",3,0,FALSE,-0.035079188,0.624720732,6,2,TRUE,0.3644649915,0.001675578,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,FALSE,9,325558
"Sh3tc1",4,0,FALSE,-0.008776242,0.529727796,7,2,TRUE,-0.022259398,4.69e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,11,42808
"Sh3tc2",2,0,FALSE,-0.117028589,0.418056621,1,0,FALSE,-0.287591731,0.109303116,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,3,71328
"Shank1",4,0,FALSE,-0.041874111,0.36548374,2,2,TRUE,-0.6324435695,5.01e-05,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,6,50320
"Shank2",28,7,TRUE,-0.922403298,0.000175918,18,11,TRUE,-0.342827806,1.63e-05,"Significant","Q3 (MeCP2 down / H2A down)",TRUE,TRUE,46,422567
"Shank3",4,0,FALSE,-0.0256876665,0.833148029,6,3,TRUE,-0.443933212,8.12e-07,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,10,60639
"Sharpin",1,0,FALSE,-0.023624491,0.936936006,1,0,FALSE,0.180391466,0.537017775,"Not significant","Q2 (MeCP2 down / H2A up)",FALSE,TRUE,2,4072
"Shb",19,3,TRUE,1.112718487,0.001041808,14,3,TRUE,0.252986178,0.013277864,"Significant","Q1 (MeCP2 up / H2A up)",TRUE,TRUE,33,109193
"Shc2",4,0,FALSE,-0.0890796805,0.593408709,2,0,FALSE,-0.0082324045,0.749997273,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,TRUE,6,19868
"Shc3",1,0,FALSE,-0.103721374,0.647000438,1,0,FALSE,-0.006455975,0.960126268,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,138447
"Shc4",1,0,FALSE,0.021830863,0.943341698,1,0,FALSE,0.15093379,0.093708899,"Not significant","Q1 (MeCP2 up / H2A up)",FALSE,FALSE,2,96702
"Shd",1,0,FALSE,-0.058963895,0.818040529,1,0,FALSE,-0.004905246,0.982189549,"Not significant","Q3 (MeCP2 down / H2A down)",FALSE,FALSE,2,6154
