seqnames	start	end	width	strand	Conc	Conc_mut	Conc_ctrl	Fold	p.value	FDR
chr18	25588222	25589987	1766	*	5.337411456	5.088709903	5.549478237	-0.151284067	0.083635345	0.466650479
chr4	82519096	82520325	1230	*	5.337442535	6.067450426	3.786773954	2.209099048	2.18E-20	1.28E-17
chr14	8309978	8311544	1567	*	5.337496123	4.964221637	5.633773514	-0.334781977	0.012422041	0.147181977
chr2	145394946	145396505	1560	*	5.337548234	5.601262439	5.01459984	0.16824207	0.083604037	0.466557813
chr11	77903774	77906335	2562	*	5.337671103	5.50605641	5.147003221	0.080154778	0.273338942	0.73474944
chr3	122045849	122048354	2506	*	5.337854521	5.003708086	5.608977376	-0.34913171	0.006943629	0.095503941
chr13	8205485	8206968	1484	*	5.338116551	4.825624312	5.715506426	-0.547368782	0.003435728	0.055390398
chr7	77559301	77560823	1523	*	5.338134559	5.854801634	4.525531547	1.119141403	7.12E-05	0.002106339
chr7	120102148	120104389	2242	*	5.338397304	5.721327854	4.81558147	0.795262009	1.88E-05	0.000659995
chr14	25027193	25029173	1981	*	5.338513526	5.649553053	4.941442985	0.399132338	0.006636827	0.092475199
chr17	50236331	50237262	932	*	5.338612814	5.159641975	5.49781196	-0.098023309	0.184299435	0.64376635
chr5	97182568	97185009	2442	*	5.338685072	5.93849128	4.293214994	1.475781635	6.42E-07	3.20E-05
chr1	135225504	135227975	2472	*	5.338814793	5.392153901	5.283427677	0.030103709	0.627930678	0.913784948
chr10	66739129	66740531	1403	*	5.338954125	5.919841621	4.35111053	1.484616304	2.05E-10	2.07E-08
chr3	101306162	101307812	1651	*	5.339017395	4.816382328	5.721851451	-0.50280892	0.005519909	0.080445421
chr10	16440275	16442650	2376	*	5.339292261	5.954623007	4.244152715	1.578505466	8.50E-09	6.47E-07
chr2	65978926	65982286	3361	*	5.339519624	5.096909096	5.547144486	-0.148611303	0.086153315	0.472704782
chr7	48876585	48878478	1894	*	5.339718193	5.155488851	5.503063513	-0.09932976	0.18115105	0.639869017
chr3	32335644	32338462	2819	*	5.339736669	5.243908994	5.429593739	-0.04204694	0.512367108	0.873705799
chr15	74259290	74261044	1755	*	5.339857948	5.603573899	5.01690693	0.315099412	0.010158003	0.12701638
chr2	128359425	128360677	1253	*	5.340275876	5.046765094	5.584049594	-0.163725827	0.079909272	0.456491851
chr4	154091963	154093623	1661	*	5.340358075	5.14800103	5.510059012	-0.097266852	0.191553155	0.652522645
chr7	48928415	48929570	1156	*	5.340541526	5.919112148	4.359548982	1.451987814	9.68E-09	7.28E-07
chr3	55053342	55056689	3348	*	5.340601518	5.179341902	5.485634634	-0.106129606	0.145956179	0.590494449
chr2	167233876	167235557	1682	*	5.340723418	5.308395806	5.372342487	-0.012371572	0.843812021	0.971342295
chr1	135684839	135686101	1263	*	5.340994002	5.370170565	5.311215183	0.010828306	0.864226196	0.975970544
chr1	73274531	73276349	1819	*	5.34120408	5.353716701	5.328581986	0.006360209	0.918326285	0.987276438
chr1	106064409	106065907	1499	*	5.341208041	5.799017991	4.666697403	0.97518904	3.05E-05	0.001007174
chr17	9031341	9032684	1344	*	5.341266479	5.225159887	5.448720928	-0.060092896	0.362429974	0.79716248
chr7	68072264	68075107	2844	*	5.341331249	5.102788642	5.545971417	-0.166461097	0.057668804	0.3878515
chr16	30987391	30987981	591	*	5.341691323	4.973370608	5.634845536	-0.197393609	0.06293541	0.405499427
chr5	141680608	141681869	1262	*	5.341752993	4.864787245	5.699600943	-0.571492417	0.001851463	0.033653382
chr13	97825437	97826917	1481	*	5.341798534	5.399951939	5.281202216	0.027066669	0.668351158	0.926722419
chr2	138032876	138034900	2025	*	5.341922661	5.830145821	4.598411134	1.138409189	7.87E-08	4.88E-06
chr15	18820405	18822710	2306	*	5.341999893	5.312714899	5.370702243	-0.013810553	0.822536578	0.966678468
chr11	22621484	22623451	1968	*	5.342010385	5.230516928	5.44550216	-0.053988885	0.410511213	0.825415037
chr5	132008346	132009122	777	*	5.34204644	4.827971119	5.720289918	-0.176010895	0.104695995	0.516176425
chr18	73367059	73368594	1536	*	5.3420695	5.401792531	5.279766956	0.030550579	0.627214998	0.913480168
chr15	83775539	83777035	1497	*	5.342103231	5.218584268	5.455875862	-0.054967716	0.40715835	0.823730592
chr4	91322156	91324732	2577	*	5.342319256	5.451201735	5.22454349	0.047639508	0.47180384	0.856419996
chr18	52097081	52098486	1406	*	5.342431278	6.11468662	3.566779376	2.391537914	1.14E-17	4.31E-15
chr5	39455237	39455850	614	*	5.342478862	6.217140539	2.755396519	3.267883524	2.82E-27	4.94E-24
chr5	35956185	35958574	2390	*	5.342670266	4.934576977	5.660415735	-0.398480128	0.007389986	0.100048168
chr15	93500044	93501429	1386	*	5.342739472	5.288307976	5.395191768	-0.032258259	0.60557997	0.906499627
chr19	22797875	22801849	3975	*	5.342765993	5.871593438	4.499146779	1.244161108	2.25E-07	1.26E-05
chr9	45345023	45347967	2945	*	5.342822063	4.962980306	5.643213056	-0.443121317	0.002924574	0.048682308
chr9	112726377	112727998	1622	*	5.342949007	6.092608362	3.692786296	2.172818468	5.31E-10	5.01E-08
chr14	27696996	27698672	1677	*	5.342976004	4.927554345	5.665134546	-0.39693221	0.008195872	0.108028031
chr1	90417970	90418755	786	*	5.34332635	5.756749724	4.761586691	0.551931974	0.005200194	0.076899471
chr4	97576547	97576903	357	*	5.343479568	4.957192385	5.64787838	-0.195198559	0.068767337	0.424562649
chr7	113147700	113149259	1560	*	5.343587644	5.290617792	5.394681342	-0.019072058	0.764055808	0.952365079
chr10	12116738	12117481	744	*	5.343656903	5.627614306	4.98976412	0.278933499	0.022270411	0.219658801
chr18	53339692	53342522	2831	*	5.343704419	5.174041706	5.495497648	-0.10964242	0.136428504	0.576555915
chr8	34670433	34673565	3133	*	5.343790581	5.915268483	4.383504248	1.417199625	3.97E-09	3.21E-07
chr1	14108358	14110408	2051	*	5.34380905	5.477115812	5.196918808	0.084971202	0.221663156	0.685774422
chr18	38992342	38994535	2194	*	5.343855966	5.354238595	5.333398076	0.002315152	0.969902131	0.995366854
chr2	167104511	167106476	1966	*	5.343985516	5.401990954	5.283549842	0.029844816	0.634219395	0.91578628
chr10	98482611	98485709	3099	*	5.344206539	5.86142923	4.530206455	1.216515273	1.67E-07	9.58E-06
chr5	141571011	141572424	1414	*	5.344275072	4.750405263	5.763745687	-0.775734639	0.000491275	0.011173762
chr10	116384312	116386167	1856	*	5.34429037	5.688008039	4.892189238	0.358447062	0.015123645	0.168885685
chr15	23455282	23457712	2431	*	5.344678064	5.784795104	4.708209392	0.955279446	1.42E-05	0.000513788
chr11	61672049	61674493	2445	*	5.344711925	5.134127912	5.528436833	-0.132255235	0.096270722	0.496805376
chr1	15617689	15618873	1185	*	5.344838699	5.572191898	5.074830421	0.123607095	0.145906712	0.590485517
chr11	62977319	62979134	1816	*	5.344923866	5.646647734	4.962943742	0.335298749	0.013150898	0.15308362
chr4	81959678	81960342	665	*	5.345350584	5.204066676	5.474024236	-0.054933341	0.420544909	0.831266326
chr19	10791351	10793088	1738	*	5.345360257	5.50377383	5.167381891	0.118024937	0.116350724	0.540728714
chr1	14231160	14234596	3437	*	5.345559861	5.627732295	4.994440123	0.39649001	0.004133911	0.064086047
chr15	87131507	87133072	1566	*	5.34561799	5.27877998	5.409496113	-0.022898836	0.723823286	0.942959092
chr7	125795089	125796918	1830	*	5.345706646	4.888787903	5.692192052	-0.414409934	0.009016122	0.116018473
chr11	42842091	42844589	2499	*	5.345802895	6.031346257	3.993595918	1.919159126	8.44E-13	1.33E-10
chr2	32350485	32353751	3267	*	5.345828945	5.30828104	5.382424357	-0.019808719	0.748220421	0.948899581
chr18	26012278	26013777	1500	*	5.345831023	5.10019229	5.555668277	-0.121965823	0.140708737	0.583060785
chr10	115014766	115016050	1285	*	5.345869616	6.141231681	3.427139041	2.548082987	2.89E-20	1.67E-17
chr4	142863970	142865080	1111	*	5.345880481	5.691332478	4.890763488	0.341132295	0.018147899	0.191679717
chr2	151621589	151624015	2427	*	5.345918986	4.757581512	5.762641016	-0.811138455	0.000240281	0.006072269
chr9	28171580	28173626	2047	*	5.34600947	5.324322882	5.367374887	-0.008916143	0.885409262	0.980499419
chr2	108784090	108786027	1938	*	5.346092735	5.862273463	4.534711072	1.241642022	6.63E-09	5.13E-07
chr14	34571549	34574473	2925	*	5.346313147	5.209885648	5.470946729	-0.077888488	0.253346283	0.717144955
chr10	61171015	61173170	2156	*	5.346455347	5.901458641	4.432771756	1.391892859	6.63E-11	7.40E-09
chr8	116506793	116507783	991	*	5.34656248	5.767331301	4.750068577	0.698931157	0.001492499	0.028306732
chr3	101804416	101807280	2865	*	5.34663183	5.482443312	5.196694097	0.079244968	0.251730471	0.715799006
chr9	47341096	47342447	1352	*	5.346679074	5.230688325	5.454034302	-0.057154259	0.388961848	0.813709209
chr13	107646194	107647861	1668	*	5.346706691	4.984770062	5.63581006	-0.287799921	0.020305688	0.206754402
chr12	25578315	25579587	1273	*	5.346712303	5.559106389	5.097560168	0.12331571	0.140077162	0.582278929
chr8	36155477	36156611	1135	*	5.347099067	5.349283657	5.344911164	-0.002099914	0.972653589	0.995734905
chr6	89253777	89255678	1902	*	5.34721641	5.297649944	5.395136341	-0.02191079	0.725147147	0.943124418
chr6	38758900	38760193	1294	*	5.347238846	5.338377114	5.356046477	-0.00393876	0.949625337	0.992026779
chr2	140911659	140913459	1801	*	5.34760281	5.860607007	4.54416288	1.050532051	0.000200046	0.005182611
chr17	8339078	8342526	3449	*	5.347720403	5.370580319	5.324492425	0.011547677	0.851552677	0.973002728
chr9	91654086	91655141	1056	*	5.347929018	5.935197447	4.340989034	1.412689853	2.87E-06	0.000123657
chr4	32437155	32438826	1672	*	5.348005666	5.441634094	5.247876593	0.046389252	0.474212053	0.857482012
chr2	43991888	43992465	578	*	5.348262409	5.836297003	4.605193633	0.378200259	0.024078479	0.231076347
chr3	121425403	121429092	3690	*	5.34849898	5.299618884	5.395777094	-0.022841835	0.712564687	0.939615702
chr2	141156746	141159361	2616	*	5.348830318	5.548419936	5.117126204	0.114875269	0.152655593	0.601125703
chr7	113206918	113208484	1567	*	5.348934619	5.338242352	5.359548225	-0.005458554	0.929224371	0.988977321
chr2	155628540	155631349	2810	*	5.349391932	5.219499351	5.468549546	-0.06222882	0.355553689	0.793326278
chr5	132113048	132114184	1137	*	5.349573459	5.072742643	5.581740303	-0.069579961	0.378090954	0.806776971
chr8	112255997	112257305	1309	*	5.349879554	5.865178969	4.540707425	1.089978918	0.000108574	0.00304627
chr12	29870863	29872344	1482	*	5.349926702	6.156564863	3.354934086	2.632806399	5.09E-24	5.04E-21
chr11	12392657	12394325	1669	*	5.350151875	5.789141872	4.716057297	0.922129156	4.10E-05	0.001310366
chr16	18177577	18179335	1759	*	5.350161792	5.204739821	5.482258343	-0.087998142	0.208265221	0.671574906
chr4	83052122	83053339	1218	*	5.350342119	4.403869369	5.917011588	-1.333785429	5.14E-06	0.000208617
chr14	24040199	24040978	780	*	5.350466644	5.011795396	5.624556165	-0.225658392	0.039252544	0.312116981
chr11	105349536	105350907	1372	*	5.350532115	4.570573485	5.853999424	-1.145449462	1.36E-06	6.30E-05
chr13	35172235	35173780	1546	*	5.350563838	5.360329623	5.340731496	0.006029268	0.921881728	0.987914313
chr6	53221622	53222899	1278	*	5.350620504	5.444211393	5.250534365	0.03668858	0.578352776	0.897672517
chr9	56766859	56768208	1350	*	5.350863267	4.883011332	5.703576206	-0.484240216	0.004727671	0.071167826
chr3	120887221	120887688	468	*	5.351153061	5.448690797	5.246539738	0.047667621	0.466700035	0.853560085
chr10	95316791	95318660	1870	*	5.351348734	5.182868657	5.502194844	-0.095748977	0.189019498	0.649829767
chr12	38929235	38930993	1759	*	5.351392756	5.801344595	4.693959661	0.900907897	0.000185519	0.004848568
chr19	53141523	53143385	1863	*	5.351708359	5.268168763	5.43067421	-0.041482772	0.513732172	0.874239007
chr4	120244054	120246261	2208	*	5.351790345	5.407523884	5.293816914	0.02284824	0.719177641	0.941695091
chr14	122884186	122886363	2178	*	5.351989909	5.232259212	5.462540998	-0.06717118	0.314870468	0.766186516
chr8	26690190	26692468	2279	*	5.352095637	5.687922637	4.913591531	0.441011615	0.006156942	0.087458643
chr5	24603498	24604977	1480	*	5.352396579	5.148569628	5.530959067	-0.118859126	0.125960601	0.558618597
chr10	66782387	66783494	1108	*	5.352506625	6.123942872	3.581635385	2.354135071	9.05E-15	2.04E-12
chr12	100918242	100920161	1920	*	5.352709437	5.548476005	5.126144496	0.148170497	0.08197418	0.462469191
chr7	113029921	113031836	1916	*	5.352755858	6.137848285	3.499657564	2.514035775	2.53E-22	1.95E-19
chr9	112359075	112360669	1595	*	5.352851734	5.995700006	4.163800624	1.664597632	8.18E-08	5.04E-06
chr11	5425142	5426933	1792	*	5.352905528	5.670390587	4.945242818	0.488798152	0.002288338	0.03995227
chr6	147027422	147030283	2862	*	5.352961013	5.781804692	4.739983354	0.91194757	8.90E-06	0.000339152
chr1	155509737	155512658	2922	*	5.35305641	5.156916519	5.525693758	-0.103511723	0.174216151	0.631253936
chr8	122297892	122299552	1661	*	5.353070336	5.044144124	5.607371262	-0.285773788	0.013132624	0.152921719
chr14	48720611	48721759	1149	*	5.353115735	4.661109142	5.818837081	-0.927961137	0.000219742	0.005627111
chr16	35649078	35650148	1071	*	5.353399108	5.119281117	5.554776242	-0.170947087	0.052255474	0.367180458
chr12	41711023	41712936	1914	*	5.353411267	5.954975248	4.302428867	1.464306316	1.81E-06	8.14E-05
chr13	93792116	93794202	2087	*	5.353574635	5.739040503	4.825996823	0.609185629	0.002108146	0.037323468
chr11	116445727	116448907	3181	*	5.353598685	5.283779375	5.420194487	-0.031721726	0.61526344	0.909794231
chr1	24221551	24222464	914	*	5.353836676	6.141073916	3.487313639	2.519087965	2.11E-19	1.07E-16
chr18	31074156	31076440	2285	*	5.354224667	5.595988783	5.063625327	0.159091781	0.086575351	0.47375423
chr2	124971767	124972939	1173	*	5.354593261	5.748864682	4.810287155	0.558457105	0.003846334	0.060516336
chr4	103785933	103787951	2019	*	5.354608035	5.204569364	5.490502312	-0.06758133	0.329478883	0.776170899
chr11	94210335	94212066	1732	*	5.354731279	5.251685532	5.450905008	-0.056688411	0.386012489	0.811753591
chr15	86796843	86799059	2217	*	5.354742939	5.533867812	5.150182591	0.127659128	0.107052625	0.521729243
chr12	5191899	5194330	2432	*	5.355090229	5.224837378	5.474550922	-0.064929453	0.334272037	0.779015636
chr19	47341941	47342848	908	*	5.355099288	4.947357682	5.672632071	-0.475767397	0.002664578	0.04512211
chr7	15986762	15989415	2654	*	5.355133361	5.237291902	5.464071979	-0.049591171	0.454811314	0.848115029
chr1	120598048	120599823	1776	*	5.355317891	5.057459337	5.602079908	-0.254584265	0.020166681	0.205941363
chr11	100396997	100398125	1129	*	5.355411385	5.318598473	5.391308276	-0.019128834	0.756461276	0.950676523
chr12	117145710	117146136	427	*	5.355492866	4.644665777	5.82957086	-1.022223226	3.05E-05	0.001008216
chr1	158917216	158919146	1931	*	5.355741933	5.771132429	4.77007318	0.81850376	0.000217093	0.005570677
chr6	93914632	93916837	2206	*	5.355910966	5.541622628	5.142711567	0.11384352	0.148188318	0.594069417
chr1	193397157	193399255	2099	*	5.356091804	4.950210937	5.672497893	-0.380742001	0.008857828	0.114469393
chr14	60696225	60697925	1701	*	5.356168012	5.86133347	4.572067436	1.179990506	4.24E-08	2.77E-06
chr11	66905882	66908100	2219	*	5.356222033	5.091242809	5.580002007	-0.15606925	0.081587896	0.461236687
chr5	133062611	133064990	2380	*	5.356549744	5.464330027	5.240062611	0.04206613	0.530395093	0.88059946
chr11	69058765	69061622	2858	*	5.356629808	5.152611726	5.535338908	-0.129753446	0.100989811	0.50777352
chr3	144152426	144154599	2174	*	5.356748	5.267286557	5.440984374	-0.038108317	0.554140643	0.889049544
chr13	29399057	29401528	2472	*	5.357199239	4.73422111	5.790875386	-0.844152482	0.000289969	0.007137445
chr1	61231190	61232671	1482	*	5.357256253	5.87681628	4.537358256	1.146375522	4.11E-05	0.001312894
chr11	74863689	74865579	1891	*	5.357269979	5.477673406	5.225895443	0.084706453	0.217872909	0.681829069
chr7	137625352	137628548	3197	*	5.357418455	5.246496828	5.460417384	-0.051145512	0.437437139	0.839697995
chr8	14777332	14779354	2023	*	5.357432087	5.449657054	5.258906536	0.042197334	0.512282585	0.873666009
chr6	40137305	40139009	1705	*	5.357514331	5.223216857	5.480368051	-0.051232103	0.450338591	0.845853652
chr18	57784553	57786332	1780	*	5.35806634	5.96786014	4.280900261	1.558870152	1.98E-08	1.40E-06
chr14	93619378	93620224	847	*	5.358429638	6.292187968	1.880552024	4.084255778	3.41E-27	5.91E-24
chr9	84410035	84411724	1690	*	5.358491406	6.105462251	3.722434595	2.233134073	1.50E-14	3.24E-12
chr15	66311179	66312452	1274	*	5.358499714	6.152720864	3.447233293	2.550663521	2.02E-20	1.20E-17
chr15	37449066	37451767	2702	*	5.358520332	5.541405548	5.149039196	0.127896273	0.111839945	0.531596345
chr15	74466401	74467850	1450	*	5.358698369	5.327896165	5.388856656	-0.012762932	0.836867126	0.969886093
chr10	84088604	84090342	1739	*	5.358762009	5.440220034	5.272427985	0.0521158	0.417551605	0.829213131
chr2	93214116	93216066	1951	*	5.35877879	5.666996268	4.966306684	0.430113143	0.003886295	0.061006371
chrX	155657828	155660579	2752	*	5.358852439	5.986015294	4.224297461	1.595998454	1.87E-07	1.06E-05
chr12	102622787	102625956	3170	*	5.35890197	5.457878865	5.252631243	0.069312246	0.294887239	0.750805697
chr10	17928938	17932335	3398	*	5.359149738	5.326633326	5.390949399	-0.017263617	0.779186838	0.956667403
chr2	29515862	29517489	1628	*	5.359181127	5.283660229	5.430944601	-0.033882954	0.594581378	0.903025261
chr4	137307199	137308644	1446	*	5.359227345	4.718530724	5.801344743	-0.8285435	0.000464464	0.0106553
chr8	86327751	86329492	1742	*	5.359251811	5.413804835	5.302554615	0.028855649	0.643538514	0.919197354
chr5	139425332	139427377	2046	*	5.359261416	5.378069016	5.34020539	0.010822946	0.860031993	0.975103191
chr11	4737781	4739668	1888	*	5.359301305	4.956064266	5.674102514	-0.414390474	0.005385325	0.078904273
chr2	179868254	179869927	1674	*	5.359452315	5.148314199	5.543598672	-0.128293193	0.106874156	0.521221273
chr8	8488269	8489130	862	*	5.359600101	4.895038617	5.710446588	-0.496735642	0.00396781	0.062021638
chr10	111516450	111518589	2140	*	5.359613473	5.824309967	4.669890763	0.974126789	6.65E-05	0.001991344
chr5	99525221	99525995	775	*	5.359709431	4.947080896	5.680190213	-0.2660476	0.032394652	0.278241305
chr2	102673418	102675603	2186	*	5.359818666	5.362999446	5.356630858	0.003060218	0.960169356	0.994044851
chr9	58037726	58040038	2313	*	5.359841511	5.068668972	5.602001815	-0.269124312	0.01494435	0.167599503
chr4	142082108	142083062	955	*	5.360036686	6.101814517	3.750769238	2.246884262	3.12E-20	1.80E-17
chr12	38384816	38386265	1450	*	5.36033557	5.922225418	4.427418875	1.292827794	1.40E-05	0.000509091
chr4	154329090	154330838	1749	*	5.360575987	5.321317535	5.398794383	-0.021723229	0.724614612	0.94305819
chr5	74660465	74662172	1708	*	5.360743039	5.464569886	5.248860568	0.051536676	0.434530457	0.838859937
chr2	128362031	128362947	917	*	5.360851028	5.505628525	5.199907428	0.067085765	0.339859115	0.782382089
chr7	66997796	66999446	1651	*	5.360965518	5.298548728	5.420793521	-0.026632769	0.673138287	0.928226003
chr14	40965932	40968135	2204	*	5.360965779	5.267771376	5.448503616	-0.046338612	0.471437142	0.856125753
chr18	8988022	8990371	2350	*	5.361083437	5.585359859	5.095407291	0.15976712	0.078476736	0.452259319
chr2	103587743	103590022	2280	*	5.361204068	5.623985818	5.039654874	0.229827664	0.034639296	0.290219066
chr10	94295938	94298068	2131	*	5.361251767	5.807224993	4.712353679	0.886656826	0.000218522	0.005599971
chr10	109655255	109656662	1408	*	5.361263285	5.671303711	4.96582345	0.249206338	0.037289331	0.302793315
chr7	65891796	65894211	2416	*	5.361495102	5.120076699	5.568246795	-0.158816425	0.065015102	0.412589227
chr6	63972585	63974697	2113	*	5.361496812	5.242302667	5.47159035	-0.047262433	0.478504735	0.859128285
chr19	53257866	53261384	3519	*	5.361604028	5.29153884	5.428423489	-0.029960206	0.634376992	0.915840416
chr4	135727653	135731497	3845	*	5.36171326	5.291088428	5.429041518	-0.041790855	0.50789121	0.871313155
chr3	9705507	9708256	2750	*	5.361754003	5.203114238	5.504664913	-0.101075941	0.162795403	0.615991879
chr1	118788007	118790162	2156	*	5.361758418	5.416880311	5.304446497	0.032756059	0.599430923	0.904372298
chr7	144294392	144295772	1381	*	5.361997482	5.070354181	5.604482972	-0.150630081	0.098960568	0.503024695
chr5	132141376	132143440	2065	*	5.362096399	4.97890701	5.6645726	-0.130320873	0.16158566	0.614538555
chr1	80454800	80457802	3003	*	5.36225213	5.725339874	4.875893037	0.381289295	0.013865764	0.158943513
chr4	13097243	13099398	2156	*	5.362310643	5.828901737	4.6683617	0.88314654	0.00052062	0.011751158
chr1	170655938	170658110	2173	*	5.362404758	5.519588281	5.18597795	0.09831887	0.179932692	0.638747563
chr6	43265512	43267712	2201	*	5.362415906	5.262272724	5.456056671	-0.055876797	0.389352479	0.814001342
chr1	72416413	72417954	1542	*	5.362434707	5.638628911	5.020539065	0.185915851	0.068702469	0.424394227
chr7	112457040	112459167	2128	*	5.36250404	5.289237699	5.432228734	-0.037555437	0.550810079	0.888009489
chr7	125745771	125747232	1462	*	5.362532868	4.789070281	5.771785851	-0.48574015	0.008307903	0.109150761
chr4	45506729	45508713	1985	*	5.362665537	5.374740707	5.350488446	0.006814166	0.912210174	0.986014432
chr11	113809839	113811430	1592	*	5.362737058	5.246707488	5.470125538	-0.04846372	0.464985645	0.852595154
chr1	61964418	61965814	1397	*	5.362853137	5.869936	4.574055595	1.04580263	0.000180205	0.00472449
chr14	77508109	77509409	1301	*	5.362920769	5.25339798	5.464712544	-0.046974294	0.474206612	0.857482012
chr3	122728789	122732064	3276	*	5.362960928	5.195642615	5.512875274	-0.122597198	0.102318104	0.511008789
chr11	44951542	44953934	2393	*	5.362977934	5.276038115	5.444975027	-0.034593757	0.589558567	0.901641467
chr12	4132796	4135806	3011	*	5.362980321	5.206422679	5.504199629	-0.080556183	0.251308166	0.715446165
chr4	82970565	82972739	2175	*	5.363134883	5.631953068	5.032487408	0.234075557	0.034025573	0.28699049
chr7	51771566	51773882	2317	*	5.363224202	5.69695857	4.928292306	0.341979448	0.016669751	0.180533957
chr19	41608254	41611049	2796	*	5.36357974	5.436668329	5.286589878	0.052576167	0.410578424	0.825454232
chr10	116112940	116114353	1414	*	5.363846416	5.206251014	5.505909396	-0.079271142	0.260967401	0.723963771
chr5	97600041	97600981	941	*	5.364074398	5.670914577	4.973837989	0.269359561	0.028989911	0.259815829
chr5	100315115	100318139	3025	*	5.364102492	5.427453378	5.297841498	0.034317412	0.583546339	0.899480081
chr2	72738607	72739948	1342	*	5.364219461	5.023507651	5.639641838	-0.27382538	0.019989372	0.20479576
chr6	135527553	135529719	2167	*	5.364453718	5.410943369	5.316415951	0.021935321	0.723745137	0.942946982
chr15	67096211	67097964	1754	*	5.364478638	5.035124602	5.632442521	-0.258837636	0.024270522	0.232321005
chr12	71317453	71319073	1621	*	5.364887707	5.480509626	5.239185796	0.064231766	0.337498085	0.781000516
chr14	65075633	65078295	2663	*	5.364959209	5.274476005	5.450100837	-0.052861693	0.411398838	0.825984444
chr16	63791226	63792356	1131	*	5.365026822	5.266176739	5.457536067	-0.04214347	0.518144928	0.876057206
chr5	128988789	128990089	1301	*	5.365149012	4.909554006	5.710875376	-0.562340844	0.001556204	0.029250911
chr3	103482037	103484151	2115	*	5.36518268	5.842356387	4.647292722	1.07705282	1.25E-06	5.83E-05
chr18	39092331	39094703	2373	*	5.365601437	5.6538976	5.00493145	0.365140888	0.00698215	0.095920769
chr12	83153758	83155709	1952	*	5.365753242	5.81080359	4.718824393	0.939013401	4.90E-05	0.001530612
chr13	111994379	111996853	2475	*	5.36587524	5.240744191	5.481014051	-0.07808039	0.249555456	0.713926396
chr13	107454925	107456454	1530	*	5.365925452	5.683026185	4.958897832	0.390412379	0.007966743	0.105813605
chr8	116043033	116044193	1161	*	5.366307478	5.980110157	4.276157511	1.601350524	1.28E-09	1.13E-07
chr13	97738014	97739315	1302	*	5.366459785	5.304378938	5.425979069	-0.021456437	0.740211425	0.947015711
chr4	141421533	141424644	3112	*	5.36657742	5.299502513	5.430671885	-0.033331076	0.596092039	0.903396457
chr13	64272797	64276144	3348	*	5.366764704	5.062097725	5.618175886	-0.283795275	0.012725647	0.149645337
chr2	180420583	180421908	1326	*	5.366833207	5.113213428	5.582463081	-0.131589509	0.120362935	0.548371529
chr12	38972717	38976456	3740	*	5.366866744	5.83380927	4.672131895	1.034663153	6.18E-06	0.000245431
chr15	41413285	41414430	1146	*	5.366869848	6.216549105	3.029711654	2.98982244	9.11E-22	6.62E-19
chr5	100110189	100111860	1672	*	5.366949172	4.74452226	5.800360249	-0.779343485	0.000746782	0.015822092
chr13	112212348	112215108	2761	*	5.366975239	5.144669297	5.559555454	-0.180016817	0.039634642	0.313986253
chr12	80516693	80519868	3176	*	5.367005084	5.209775728	5.508770604	-0.083447818	0.235456619	0.699237288
chr17	64131293	64133742	2450	*	5.367133263	5.521576025	5.194152863	0.109590654	0.141718144	0.584510968
chr5	106037559	106038864	1306	*	5.367409357	5.467754894	5.259559129	0.045931972	0.484753911	0.861615914
chr16	33941783	33943141	1359	*	5.367769979	5.458161568	5.271334122	0.043176069	0.503539438	0.869537344
chr11	45536582	45537379	798	*	5.367903088	5.649335274	5.017930797	0.261864976	0.025788643	0.241455042
chr7	135539226	135540739	1514	*	5.368064292	5.550184533	5.159586604	0.135306721	0.092844732	0.488483618
chr18	23942202	23944291	2090	*	5.368126842	5.714769512	4.9109336	0.476699502	0.004653141	0.070292482
chr2	106356015	106357883	1869	*	5.368139859	5.722596266	4.897203634	0.643068243	0.000571077	0.012705312
chr4	107602475	107604508	2034	*	5.368146949	5.275089767	5.45556371	-0.049879577	0.440289931	0.840958939
chr6	38921199	38922908	1710	*	5.368261127	4.867654682	5.739195822	-0.503434778	0.005042677	0.07504538
chr6	54698842	54700951	2110	*	5.368444436	5.41804008	5.317082955	0.027813582	0.654326144	0.922822267
chr9	10229694	10230286	593	*	5.368584536	5.817653628	4.713051529	0.839975377	0.000545387	0.012209468
chr6	145613473	145614244	772	*	5.368919727	5.482375518	5.245774158	0.052653203	0.430810039	0.837118172
chr3	120982258	120985034	2777	*	5.368922061	5.781061383	4.789738509	0.849901197	8.01E-05	0.002336913
chr17	72009973	72010803	831	*	5.369235265	5.099692866	5.596258344	-0.080767045	0.308543377	0.761342867
chr12	73829977	73831895	1919	*	5.369890704	5.74891858	4.854358286	0.675935051	0.000670553	0.014505339
chr13	101799460	101801105	1646	*	5.369955014	5.02777431	5.646334916	-0.27249489	0.022447381	0.220956316
chr9	47752722	47754696	1975	*	5.370142542	5.464875335	5.268749328	0.040053876	0.541646006	0.88514085
chr14	32326666	32328585	1920	*	5.370685925	5.123541047	5.581620574	-0.147697195	0.08701944	0.474674158
chrX	69449605	69451438	1834	*	5.370793533	5.589619779	5.112737009	0.115965752	0.160662995	0.612998226
chr13	72120583	72123508	2926	*	5.370887443	5.327803472	5.412721996	-0.025846844	0.676246084	0.929286416
chr3	122207839	122209999	2161	*	5.371092341	5.819777337	4.716384949	0.997552109	2.57E-06	0.000111878
chr7	109781032	109784032	3001	*	5.37115427	5.266557206	5.46867787	-0.064243171	0.326528395	0.774192048
