gene_name	chr	intron_has_enhancer	gene_mch_sig
Shmt1	chr11	FALSE	TRUE
Shmt2	chr10	FALSE	FALSE
Shoc1	chr4	FALSE	FALSE
Shoc2	chr19	TRUE	TRUE
Shox2	chr3	FALSE	FALSE
Shpk	chr11	FALSE	FALSE
Shprh	chr10	TRUE	FALSE
Shq1	chr6	FALSE	FALSE
Shroom1	chr11	FALSE	FALSE
Shroom2	chrX	FALSE	TRUE
Shroom3	chr5	TRUE	TRUE
Shroom4	chrX	FALSE	FALSE
Shtn1	chr19	FALSE	TRUE
Siae	chr9	TRUE	FALSE
Siah1a	chr8	TRUE	FALSE
Siah1b	chrX	FALSE	FALSE
Siah2	chr3	TRUE	FALSE
Siah3	chr14	FALSE	TRUE
Sidt1	chr16	TRUE	TRUE
Sidt2	chr9	FALSE	FALSE
Sigirr	chr7	FALSE	TRUE
Siglec1	chr2	FALSE	FALSE
Siglec15	chr18	FALSE	FALSE
Siglece	chr7	FALSE	FALSE
Siglecf	chr7	FALSE	FALSE
Siglecg	chr7	FALSE	FALSE
Siglech	chr7	FALSE	FALSE
Sigmar1	chr4	FALSE	FALSE
Sik1	chr17	FALSE	TRUE
Sik2	chr9	FALSE	TRUE
Sik3	chr9	TRUE	TRUE
Sike1	chr3	FALSE	FALSE
Sil1	chr18	TRUE	TRUE
Sim1	chr10	FALSE	TRUE
Sim2	chr16	FALSE	FALSE
Simc1	chr13	FALSE	FALSE
Sin3a	chr9	FALSE	TRUE
Sin3b	chr8	FALSE	TRUE
Sinhcaf	chr6	FALSE	FALSE
Sipa1	chr19	FALSE	FALSE
Sipa1l1	chr12	TRUE	TRUE
Sipa1l2	chr8	TRUE	FALSE
Sipa1l3	chr7	TRUE	FALSE
Sirpa	chr2	TRUE	TRUE
Sirpb1a	chr3	FALSE	FALSE
Sirpb1b	chr3	FALSE	FALSE
Sirpb1c	chr3	FALSE	FALSE
Sirt1	chr10	FALSE	TRUE
Sirt2	chr7	TRUE	TRUE
Sirt3	chr7	FALSE	FALSE
Sirt4	chr5	FALSE	FALSE
Sirt5	chr13	FALSE	FALSE
Sirt6	chr10	FALSE	FALSE
Sirt7	chr11	FALSE	FALSE
Sis	chr3	FALSE	TRUE
Sit1	chr4	TRUE	FALSE
Siva1	chr12	FALSE	FALSE
Six1	chr12	FALSE	FALSE
Six2	chr17	FALSE	FALSE
Six3	chr17	FALSE	FALSE
Six4	chr12	FALSE	FALSE
Six5	chr7	FALSE	FALSE
Six6	chr12	FALSE	FALSE
Ska1	chr18	FALSE	FALSE
Ska2	chr11	FALSE	FALSE
Ska3	chr14	FALSE	TRUE
Skap1	chr11	FALSE	TRUE
Skap2	chr6	TRUE	TRUE
Ski	chr4	TRUE	TRUE
Skida1	chr2	FALSE	TRUE
Skil	chr3	FALSE	FALSE
Skint1	chr4	FALSE	FALSE
Skint10	chr4	FALSE	TRUE
Skint11	chr4	FALSE	TRUE
Skint2	chr4	FALSE	FALSE
Skint3	chr4	FALSE	FALSE
Skint4	chr4	FALSE	FALSE
Skint5	chr4	FALSE	TRUE
Skint6	chr4	FALSE	TRUE
Skint7	chr4	FALSE	FALSE
Skint8	chr4	FALSE	FALSE
Skint9	chr4	FALSE	FALSE
Skiv2l	chr17	FALSE	FALSE
Skor1	chr9	FALSE	FALSE
Skor2	chr18	FALSE	FALSE
Skp1a	chr11	FALSE	FALSE
Skp2	chr15	TRUE	FALSE
Sla	chr15	FALSE	FALSE
Sla2	chr2	TRUE	FALSE
Slain1	chr14	TRUE	FALSE
Slain2	chr5	FALSE	FALSE
Slamf1	chr1	FALSE	FALSE
Slamf6	chr1	FALSE	TRUE
Slamf7	chr1	FALSE	FALSE
Slamf8	chr1	FALSE	FALSE
Slamf9	chr1	FALSE	FALSE
Slbp	chr5	FALSE	FALSE
Slc10a1	chr12	FALSE	TRUE
Slc10a2	chr8	FALSE	FALSE
Slc10a3	chrX	FALSE	FALSE
Slc10a4	chr5	FALSE	FALSE
Slc10a4l	chr5	FALSE	FALSE
Slc10a6	chr5	FALSE	FALSE
Slc10a7	chr8	TRUE	TRUE
Slc11a1	chr1	FALSE	FALSE
Slc11a2	chr15	FALSE	FALSE
Slc12a1	chr2	FALSE	TRUE
Slc12a2	chr18	TRUE	FALSE
Slc12a3	chr8	FALSE	TRUE
Slc12a4	chr8	FALSE	FALSE
Slc12a5	chr2	TRUE	TRUE
Slc12a6	chr2	TRUE	TRUE
Slc12a7	chr13	FALSE	FALSE
Slc12a8	chr16	TRUE	TRUE
Slc12a9	chr5	FALSE	FALSE
Slc13a1	chr6	TRUE	TRUE
Slc13a2	chr11	FALSE	FALSE
Slc13a3	chr2	TRUE	TRUE
Slc13a4	chr6	FALSE	FALSE
Slc13a5	chr11	FALSE	FALSE
Slc14a1	chr18	FALSE	TRUE
Slc14a2	chr18	TRUE	FALSE
Slc15a1	chr14	FALSE	TRUE
Slc15a2	chr16	FALSE	FALSE
Slc15a3	chr19	FALSE	FALSE
Slc15a4	chr5	FALSE	FALSE
Slc15a5	chr6	FALSE	FALSE
Slc16a1	chr3	TRUE	FALSE
Slc16a10	chr10	TRUE	TRUE
Slc16a11	chr11	FALSE	FALSE
Slc16a12	chr19	TRUE	FALSE
Slc16a13	chr11	FALSE	FALSE
Slc16a14	chr1	TRUE	TRUE
Slc16a2	chrX	TRUE	TRUE
Slc16a3	chr11	FALSE	FALSE
Slc16a4	chr3	FALSE	FALSE
Slc16a5	chr11	FALSE	FALSE
Slc16a6	chr11	FALSE	FALSE
Slc16a7	chr10	TRUE	TRUE
Slc16a8	chr15	FALSE	FALSE
Slc16a9	chr10	FALSE	TRUE
Slc17a1	chr13	FALSE	FALSE
Slc17a2	chr13	FALSE	FALSE
Slc17a3	chr13	FALSE	FALSE
Slc17a4	chr13	FALSE	FALSE
Slc17a5	chr9	FALSE	FALSE
Slc17a6	chr7	FALSE	TRUE
Slc17a7	chr7	FALSE	FALSE
Slc17a8	chr10	FALSE	TRUE
Slc17a9	chr2	FALSE	FALSE
Slc18a1	chr8	FALSE	TRUE
Slc18a2	chr19	FALSE	FALSE
Slc18b1	chr10	FALSE	FALSE
Slc19a1	chr10	FALSE	FALSE
Slc19a2	chr1	FALSE	FALSE
Slc19a3	chr1	FALSE	FALSE
Slc1a1	chr19	FALSE	TRUE
Slc1a2	chr2	TRUE	TRUE
Slc1a3	chr15	FALSE	TRUE
Slc1a4	chr11	FALSE	TRUE
Slc1a5	chr7	FALSE	TRUE
Slc1a6	chr10	TRUE	FALSE
Slc1a7	chr4	TRUE	TRUE
Slc20a1	chr2	FALSE	FALSE
Slc20a2	chr8	FALSE	TRUE
Slc22a1	chr17	TRUE	TRUE
Slc22a12	chr19	FALSE	FALSE
Slc22a13	chr9	FALSE	FALSE
Slc22a14	chr9	TRUE	TRUE
Slc22a15	chr3	TRUE	FALSE
Slc22a16	chr10	FALSE	TRUE
Slc22a17	chr14	FALSE	FALSE
Slc22a18	chr7	FALSE	FALSE
Slc22a19	chr19	FALSE	TRUE
Slc22a2	chr17	FALSE	FALSE
Slc22a20	chr19	FALSE	FALSE
Slc22a21	chr11	FALSE	FALSE
Slc22a22	chr15	FALSE	TRUE
Slc22a23	chr13	TRUE	TRUE
Slc22a26	chr19	FALSE	TRUE
Slc22a27	chr19	FALSE	FALSE
Slc22a28	chr19	FALSE	FALSE
Slc22a29	chr19	FALSE	FALSE
Slc22a3	chr17	FALSE	FALSE
Slc22a30	chr19	FALSE	FALSE
Slc22a4	chr11	FALSE	FALSE
Slc22a5	chr11	FALSE	FALSE
Slc22a6	chr19	FALSE	FALSE
Slc22a7	chr17	FALSE	FALSE
Slc22a8	chr19	FALSE	FALSE
Slc23a1	chr18	FALSE	FALSE
Slc23a2	chr2	TRUE	TRUE
Slc23a3	chr1	FALSE	FALSE
Slc23a4	chr6	FALSE	FALSE
Slc24a1	chr9	FALSE	FALSE
Slc24a2	chr4	TRUE	TRUE
Slc24a3	chr2	TRUE	TRUE
Slc24a4	chr12	TRUE	TRUE
Slc24a5	chr2	FALSE	FALSE
Slc25a1	chr16	FALSE	FALSE
Slc25a10	chr11	FALSE	TRUE
Slc25a11	chr11	FALSE	FALSE
Slc25a12	chr2	TRUE	TRUE
Slc25a13	chr6	TRUE	FALSE
Slc25a14	chrX	FALSE	FALSE
Slc25a15	chr8	FALSE	TRUE
Slc25a16	chr10	FALSE	FALSE
Slc25a17	chr15	FALSE	TRUE
Slc25a18	chr6	FALSE	TRUE
Slc25a19	chr11	FALSE	FALSE
Slc25a20	chr9	FALSE	TRUE
Slc25a21	chr12	FALSE	TRUE
Slc25a22	chr7	FALSE	FALSE
Slc25a23	chr17	FALSE	TRUE
Slc25a24	chr3	FALSE	TRUE
Slc25a25	chr2	FALSE	FALSE
Slc25a26	chr6	TRUE	TRUE
Slc25a27	chr17	FALSE	FALSE
Slc25a28	chr19	TRUE	FALSE
Slc25a29	chr12	FALSE	FALSE
Slc25a3	chr10	FALSE	FALSE
Slc25a30	chr14	FALSE	FALSE
Slc25a31	chr3	FALSE	FALSE
Slc25a32	chr15	FALSE	FALSE
Slc25a33	chr4	FALSE	FALSE
Slc25a34	chr4	FALSE	TRUE
Slc25a35	chr11	FALSE	FALSE
Slc25a36	chr9	FALSE	TRUE
Slc25a37	chr14	TRUE	FALSE
Slc25a38	chr9	FALSE	FALSE
Slc25a39	chr11	FALSE	FALSE
Slc25a4	chr8	FALSE	FALSE
Slc25a40	chr5	FALSE	TRUE
Slc25a41	chr17	FALSE	FALSE
Slc25a42	chr8	FALSE	FALSE
Slc25a43	chrX	FALSE	FALSE
Slc25a44	chr3	TRUE	FALSE
Slc25a45	chr19	FALSE	FALSE
Slc25a46	chr18	FALSE	TRUE
Slc25a47	chr12	FALSE	FALSE
Slc25a48	chr13	FALSE	FALSE
Slc25a5	chrX	FALSE	FALSE
Slc25a51	chr4	FALSE	FALSE
Slc25a53	chrX	FALSE	FALSE
Slc25a54	chr3	FALSE	FALSE
Slc26a1	chr5	FALSE	FALSE
Slc26a10	chr10	FALSE	FALSE
Slc26a11	chr11	FALSE	FALSE
Slc26a2	chr18	FALSE	FALSE
Slc26a3	chr12	FALSE	TRUE
Slc26a4	chr12	FALSE	TRUE
Slc26a5	chr5	FALSE	FALSE
Slc26a6	chr9	FALSE	FALSE
Slc26a7	chr4	FALSE	TRUE
Slc26a8	chr17	FALSE	TRUE
Slc26a9	chr1	TRUE	TRUE
Slc27a1	chr8	FALSE	FALSE
Slc27a2	chr2	FALSE	FALSE
Slc27a3	chr3	FALSE	FALSE
Slc27a4	chr2	FALSE	FALSE
Slc27a5	chr7	FALSE	FALSE
Slc27a6	chr18	FALSE	FALSE
Slc28a1	chr7	FALSE	TRUE
Slc28a2	chr2	FALSE	FALSE
Slc28a2b	chr2	FALSE	FALSE
Slc28a3	chr13	FALSE	TRUE
Slc29a1	chr17	TRUE	FALSE
Slc29a2	chr19	FALSE	FALSE
Slc29a3	chr10	FALSE	TRUE
Slc29a4	chr5	TRUE	FALSE
Slc2a1	chr4	FALSE	FALSE
Slc2a10	chr2	FALSE	FALSE
Slc2a12	chr10	TRUE	FALSE
Slc2a13	chr15	TRUE	TRUE
Slc2a2	chr3	FALSE	FALSE
Slc2a3	chr6	TRUE	FALSE
Slc2a4	chr11	FALSE	FALSE
Slc2a5	chr4	FALSE	TRUE
Slc2a6	chr2	FALSE	FALSE
Slc2a7	chr4	FALSE	FALSE
Slc2a8	chr2	FALSE	FALSE
Slc2a9	chr5	TRUE	TRUE
Slc30a1	chr1	FALSE	FALSE
Slc30a10	chr1	FALSE	FALSE
Slc30a2	chr4	FALSE	FALSE
Slc30a3	chr5	FALSE	TRUE
Slc30a4	chr2	TRUE	FALSE
Slc30a5	chr13	FALSE	TRUE
Slc30a6	chr17	FALSE	FALSE
Slc30a7	chr3	FALSE	TRUE
Slc30a8	chr15	FALSE	FALSE
Slc30a9	chr5	TRUE	TRUE
Slc31a1	chr4	FALSE	TRUE
Slc31a2	chr4	TRUE	FALSE
Slc32a1	chr2	FALSE	FALSE
Slc33a1	chr3	FALSE	FALSE
Slc34a1	chr13	FALSE	FALSE
Slc34a2	chr5	FALSE	FALSE
Slc34a3	chr2	FALSE	FALSE
Slc35a1	chr4	FALSE	TRUE
Slc35a2	chrX	FALSE	FALSE
Slc35a3	chr3	FALSE	TRUE
Slc35a4	chr18	FALSE	FALSE
Slc35a5	chr16	FALSE	FALSE
Slc35b1	chr11	FALSE	FALSE
Slc35b2	chr17	FALSE	FALSE
Slc35b3	chr13	FALSE	FALSE
Slc35b4	chr6	FALSE	FALSE
Slc35c1	chr2	FALSE	FALSE
Slc35c2	chr2	FALSE	FALSE
Slc35d1	chr4	TRUE	FALSE
Slc35d2	chr13	FALSE	FALSE
Slc35d3	chr10	FALSE	FALSE
Slc35e1	chr8	FALSE	FALSE
Slc35e2	chr4	FALSE	FALSE
Slc35e3	chr10	FALSE	FALSE
Slc35e4	chr11	FALSE	FALSE
Slc35f1	chr10	FALSE	TRUE
Slc35f2	chr9	FALSE	FALSE
Slc35f3	chr8	TRUE	TRUE
Slc35f4	chr14	TRUE	TRUE
Slc35f5	chr1	FALSE	FALSE
Slc35f6	chr5	FALSE	FALSE
Slc35g1	chr19	FALSE	FALSE
Slc35g2	chr9	FALSE	TRUE
Slc35g3	chr11	FALSE	FALSE
Slc36a1	chr11	FALSE	FALSE
Slc36a2	chr11	FALSE	TRUE
Slc36a3	chr11	FALSE	FALSE
Slc36a4	chr9	TRUE	TRUE
Slc37a1	chr17	FALSE	FALSE
Slc37a2	chr9	FALSE	TRUE
Slc37a3	chr6	FALSE	TRUE
Slc37a4	chr9	FALSE	FALSE
Slc38a1	chr15	FALSE	TRUE
Slc38a10	chr11	TRUE	FALSE
Slc38a11	chr2	FALSE	FALSE
Slc38a2	chr15	FALSE	FALSE
Slc38a3	chr9	FALSE	FALSE
Slc38a4	chr15	FALSE	FALSE
Slc38a5	chrX	FALSE	FALSE
Slc38a6	chr12	FALSE	TRUE
Slc38a7	chr8	FALSE	FALSE
Slc38a8	chr8	FALSE	FALSE
Slc38a9	chr13	FALSE	FALSE
Slc39a1	chr3	FALSE	FALSE
Slc39a10	chr1	TRUE	TRUE
Slc39a11	chr11	FALSE	TRUE
Slc39a12	chr2	FALSE	FALSE
Slc39a13	chr2	FALSE	FALSE
Slc39a14	chr14	FALSE	TRUE
Slc39a2	chr14	FALSE	FALSE
Slc39a3	chr10	FALSE	FALSE
Slc39a4	chr15	FALSE	FALSE
Slc39a5	chr10	TRUE	FALSE
Slc39a6	chr18	FALSE	FALSE
Slc39a7	chr17	FALSE	FALSE
Slc39a8	chr3	TRUE	FALSE
Slc39a9	chr12	FALSE	TRUE
Slc3a1	chr17	FALSE	TRUE
Slc3a2	chr19	FALSE	FALSE
Slc40a1	chr1	FALSE	FALSE
Slc41a1	chr1	TRUE	FALSE
Slc41a2	chr10	TRUE	TRUE
Slc41a3	chr6	FALSE	TRUE
Slc43a1	chr2	FALSE	FALSE
Slc43a2	chr11	FALSE	TRUE
Slc43a3	chr2	FALSE	FALSE
Slc44a1	chr4	FALSE	TRUE
Slc44a2	chr9	FALSE	FALSE
Slc44a3	chr3	FALSE	TRUE
Slc44a4	chr17	FALSE	FALSE
Slc44a5	chr3	TRUE	TRUE
Slc45a1	chr4	FALSE	FALSE
Slc45a2	chr15	FALSE	FALSE
Slc45a3	chr1	FALSE	TRUE
Slc45a4	chr15	TRUE	TRUE
Slc46a1	chr11	FALSE	FALSE
Slc46a2	chr4	FALSE	FALSE
Slc46a3	chr5	FALSE	FALSE
Slc47a1	chr11	FALSE	TRUE
Slc47a2	chr11	FALSE	FALSE
Slc48a1	chr15	TRUE	FALSE
Slc49a4	chr16	TRUE	TRUE
Slc4a1	chr11	FALSE	FALSE
Slc4a10	chr2	TRUE	TRUE
Slc4a11	chr2	FALSE	FALSE
Slc4a1ap	chr5	FALSE	FALSE
Slc4a2	chr5	FALSE	TRUE
Slc4a3	chr1	FALSE	FALSE
Slc4a4	chr5	TRUE	TRUE
Slc4a5	chr6	TRUE	TRUE
Slc4a7	chr14	FALSE	TRUE
Slc4a8	chr15	FALSE	TRUE
Slc4a9	chr18	FALSE	FALSE
Slc50a1	chr3	FALSE	FALSE
Slc51a	chr16	FALSE	FALSE
Slc51b	chr9	FALSE	TRUE
Slc52a2	chr15	FALSE	FALSE
Slc52a3	chr2	FALSE	FALSE
Slc5a1	chr5	FALSE	FALSE
Slc5a10	chr11	FALSE	TRUE
Slc5a11	chr7	FALSE	TRUE
Slc5a12	chr2	FALSE	TRUE
Slc5a2	chr7	FALSE	FALSE
Slc5a3	chr16	FALSE	FALSE
Slc5a4a	chr10	FALSE	FALSE
Slc5a4b	chr10	TRUE	FALSE
Slc5a5	chr8	FALSE	FALSE
Slc5a6	chr5	FALSE	FALSE
Slc5a7	chr17	FALSE	FALSE
Slc5a8	chr10	FALSE	FALSE
Slc5a9	chr4	FALSE	FALSE
Slc66a2	chr18	TRUE	TRUE
Slc6a1	chr6	FALSE	FALSE
Slc6a11	chr6	FALSE	FALSE
Slc6a12	chr6	FALSE	TRUE
Slc6a13	chr6	FALSE	TRUE
Slc6a14	chrX	FALSE	FALSE
Slc6a15	chr10	TRUE	FALSE
Slc6a16	chr7	FALSE	FALSE
Slc6a17	chr3	TRUE	TRUE
Slc6a18	chr13	FALSE	FALSE
Slc6a19	chr13	FALSE	FALSE
Slc6a2	chr8	FALSE	FALSE
Slc6a20a	chr9	FALSE	TRUE
Slc6a20b	chr9	FALSE	TRUE
Slc6a21	chr7	FALSE	FALSE
Slc6a3	chr13	FALSE	FALSE
Slc6a4	chr11	FALSE	FALSE
Slc6a5	chr7	FALSE	FALSE
Slc6a6	chr6	TRUE	TRUE
Slc6a7	chr18	TRUE	FALSE
Slc6a8	chrX	FALSE	FALSE
Slc6a9	chr4	TRUE	TRUE
Slc7a1	chr5	TRUE	TRUE
Slc7a10	chr7	FALSE	FALSE
Slc7a11	chr3	FALSE	FALSE
Slc7a12	chr3	FALSE	FALSE
Slc7a13	chr4	FALSE	FALSE
Slc7a14	chr3	TRUE	TRUE
Slc7a15	chr12	FALSE	FALSE
Slc7a2	chr8	TRUE	FALSE
Slc7a3	chrX	FALSE	FALSE
Slc7a4	chr16	FALSE	FALSE
Slc7a5	chr8	TRUE	FALSE
Slc7a6	chr8	TRUE	FALSE
Slc7a6os	chr8	FALSE	FALSE
Slc7a7	chr14	FALSE	TRUE
Slc7a8	chr14	TRUE	FALSE
Slc7a9	chr7	FALSE	FALSE
Slc8a1	chr17	TRUE	TRUE
Slc8a2	chr7	TRUE	FALSE
Slc8a3	chr12	TRUE	TRUE
Slc8b1	chr5	FALSE	FALSE
Slc9a1	chr4	FALSE	FALSE
Slc9a2	chr1	FALSE	TRUE
Slc9a3	chr13	FALSE	FALSE
Slc9a3r1	chr11	FALSE	FALSE
Slc9a3r2	chr17	FALSE	FALSE
Slc9a4	chr1	FALSE	FALSE
Slc9a5	chr8	TRUE	FALSE
Slc9a6	chrX	TRUE	FALSE
Slc9a7	chrX	TRUE	TRUE
Slc9a8	chr2	TRUE	FALSE
Slc9a9	chr9	TRUE	TRUE
Slc9b1	chr3	FALSE	FALSE
Slc9b2	chr3	FALSE	FALSE
Slc9c1	chr16	FALSE	FALSE
Slco1a1	chr6	FALSE	TRUE
Slco1a4	chr6	FALSE	FALSE
Slco1a5	chr6	FALSE	FALSE
Slco1a6	chr6	FALSE	FALSE
Slco1b2	chr6	FALSE	TRUE
Slco1c1	chr6	FALSE	TRUE
Slco2a1	chr9	TRUE	TRUE
Slco2b1	chr7	TRUE	TRUE
Slco3a1	chr7	TRUE	FALSE
Slco4a1	chr2	FALSE	TRUE
Slco4c1	chr1	FALSE	TRUE
Slco5a1	chr1	FALSE	FALSE
Slco6c1	chr1	FALSE	TRUE
Slco6d1	chr1	FALSE	FALSE
Slf1	chr13	TRUE	FALSE
Slf2	chr19	FALSE	FALSE
Slfn1	chr11	FALSE	FALSE
Slfn14	chr11	FALSE	FALSE
Slfn2	chr11	FALSE	FALSE
Slfn3	chr11	FALSE	FALSE
Slfn4	chr11	FALSE	FALSE
Slfn5	chr11	FALSE	FALSE
Slfn8	chr11	FALSE	FALSE
Slfn9	chr11	FALSE	TRUE
Slfnl1	chr4	FALSE	FALSE
Slirp	chr12	FALSE	FALSE
Slit1	chr19	FALSE	FALSE
Slit2	chr5	FALSE	TRUE
Slit3	chr11	TRUE	TRUE
Slitrk2	chrX	FALSE	TRUE
Slitrk3	chr3	FALSE	FALSE
Slitrk4	chrX	FALSE	FALSE
Slitrk5	chr14	FALSE	FALSE
Slitrk6	chr14	FALSE	FALSE
Slk	chr19	FALSE	FALSE
Slmap	chr14	TRUE	TRUE
Sln	chr9	FALSE	FALSE
Slpi	chr2	FALSE	FALSE
Sltm	chr9	FALSE	FALSE
Slu7	chr11	FALSE	FALSE
Slurp1	chr15	FALSE	FALSE
Slurp2	chr15	FALSE	FALSE
Slx	chrX	FALSE	FALSE
Slx1b	chr7	FALSE	FALSE
Slx4	chr16	FALSE	FALSE
Slx4ip	chr2	FALSE	FALSE
Slxl1	chrX	FALSE	FALSE
Smad1	chr8	TRUE	TRUE
Smad2	chr18	FALSE	FALSE
Smad3	chr9	TRUE	TRUE
Smad4	chr18	FALSE	FALSE
Smad5	chr13	FALSE	FALSE
Smad6	chr9	FALSE	TRUE
Smad7	chr18	TRUE	FALSE
Smad9	chr3	TRUE	FALSE
Smagp	chr15	FALSE	TRUE
Smap1	chr1	TRUE	FALSE
Smap2	chr4	FALSE	TRUE
Smarca1	chrX	FALSE	TRUE
Smarca2	chr19	TRUE	TRUE
Smarca4	chr9	TRUE	TRUE
Smarca5	chr8	FALSE	TRUE
Smarcad1	chr6	FALSE	TRUE
Smarcal1	chr1	TRUE	TRUE
Smarcb1	chr10	FALSE	FALSE
Smarcc1	chr9	FALSE	FALSE
Smarcc2	chr10	FALSE	TRUE
Smarcd1	chr15	FALSE	FALSE
Smarcd2	chr11	FALSE	FALSE
Smarcd3	chr5	TRUE	TRUE
Smarce1	chr11	FALSE	FALSE
Smbd1	chr16	FALSE	FALSE
Smc1a	chrX	FALSE	FALSE
Smc1b	chr15	FALSE	TRUE
Smc2	chr4	FALSE	FALSE
Smc3	chr19	FALSE	FALSE
Smc4	chr3	FALSE	FALSE
Smc5	chr19	FALSE	TRUE
Smc6	chr12	FALSE	FALSE
Smchd1	chr17	FALSE	TRUE
Smco1	chr16	FALSE	FALSE
Smco2	chr6	FALSE	FALSE
Smco3	chr6	FALSE	FALSE
Smco4	chr9	FALSE	FALSE
Smcp	chr3	FALSE	FALSE
Smcr8	chr11	FALSE	FALSE
Smdt1	chr15	FALSE	FALSE
Smg1	chr7	FALSE	TRUE
Smg5	chr3	FALSE	FALSE
Smg6	chr11	FALSE	TRUE
Smg7	chr1	FALSE	FALSE
Smg8	chr11	FALSE	FALSE
Smg9	chr7	TRUE	FALSE
Smgc	chr15	FALSE	FALSE
Smim10l1	chr6	FALSE	FALSE
Smim10l2a	chrX	FALSE	FALSE
Smim11	chr16	TRUE	FALSE
Smim12	chr4	FALSE	FALSE
Smim13	chr13	TRUE	FALSE
Smim14	chr5	TRUE	TRUE
Smim15	chr13	TRUE	TRUE
Smim17	chr7	FALSE	FALSE
Smim18	chr8	FALSE	FALSE
Smim19	chr8	FALSE	FALSE
Smim20	chr5	TRUE	FALSE
Smim22	chr16	FALSE	FALSE
Smim23	chr11	FALSE	FALSE
Smim24	chr10	FALSE	FALSE
Smim26	chr2	FALSE	FALSE
Smim27	chr4	FALSE	FALSE
Smim3	chr18	FALSE	FALSE
Smim31	chr8	FALSE	FALSE
Smim38	chr7	FALSE	FALSE
Smim4	chr14	FALSE	FALSE
Smim40	chr17	FALSE	FALSE
Smim41	chr15	FALSE	FALSE
Smim5	chr11	FALSE	TRUE
Smim6	chr11	FALSE	FALSE
Smim7	chr8	FALSE	FALSE
Smim8	chr4	FALSE	FALSE
Smim9	chrX	FALSE	FALSE
Smlr1	chr10	FALSE	FALSE
Smn1	chr13	FALSE	FALSE
Smndc1	chr19	FALSE	FALSE
Smo	chr6	FALSE	FALSE
Smoc1	chr12	TRUE	FALSE
Smoc2	chr17	TRUE	FALSE
Smok2a	chr17	FALSE	FALSE
Smok2b	chr17	FALSE	FALSE
Smok3c	chr5	FALSE	FALSE
Smox	chr2	TRUE	FALSE
Smpd1	chr7	FALSE	FALSE
Smpd2	chr10	TRUE	FALSE
Smpd3	chr8	TRUE	TRUE
Smpd4	chr16	TRUE	FALSE
Smpd5	chr15	FALSE	FALSE
Smpdl3a	chr10	FALSE	TRUE
Smpdl3b	chr4	FALSE	FALSE
Smpx	chrX	TRUE	FALSE
Smr2	chr5	FALSE	FALSE
Smr3a	chr5	FALSE	FALSE
Sms	chrX	TRUE	TRUE
Smtn	chr11	FALSE	FALSE
Smtnl1	chr2	FALSE	TRUE
Smtnl2	chr11	FALSE	FALSE
Smu1	chr4	FALSE	FALSE
Smug1	chr15	TRUE	FALSE
Smurf1	chr5	TRUE	TRUE
Smurf2	chr11	FALSE	TRUE
Smyd1	chr6	FALSE	FALSE
Smyd2	chr1	TRUE	FALSE
Smyd3	chr1	TRUE	FALSE
Smyd4	chr11	FALSE	FALSE
Smyd5	chr6	FALSE	TRUE
Snai1	chr2	FALSE	FALSE
Snai2	chr16	FALSE	FALSE
Snai3	chr8	FALSE	FALSE
Snap23	chr2	FALSE	FALSE
Snap25	chr2	TRUE	FALSE
Snap29	chr16	FALSE	FALSE
Snap47	chr11	FALSE	FALSE
Snap91	chr9	TRUE	TRUE
Snapc1	chr12	FALSE	FALSE
Snapc1l	chr12	TRUE	FALSE
Snapc2	chr8	FALSE	FALSE
Snapc3	chr4	TRUE	FALSE
Snapc4	chr2	FALSE	FALSE
Snapc5	chr9	FALSE	FALSE
Snapin	chr3	FALSE	FALSE
Snca	chr6	TRUE	TRUE
Sncaip	chr18	TRUE	TRUE
Sncb	chr13	FALSE	FALSE
Sncg	chr14	FALSE	FALSE
Snd1	chr6	TRUE	TRUE
Sned1	chr1	FALSE	FALSE
Snf8	chr11	FALSE	FALSE
Snhg11	chr2	FALSE	FALSE
Snhg4	chr18	FALSE	FALSE
Snip1	chr4	FALSE	FALSE
Snn	chr16	TRUE	FALSE
Snorc	chr1	FALSE	FALSE
Snph	chr2	TRUE	TRUE
Snrk	chr9	TRUE	FALSE
Snrnp200	chr2	FALSE	FALSE
Snrnp25	chr11	FALSE	FALSE
Snrnp27	chr6	FALSE	FALSE
Snrnp35	chr5	FALSE	FALSE
Snrnp40	chr4	FALSE	FALSE
Snrnp48	chr13	FALSE	FALSE
Snrnp70	chr7	FALSE	FALSE
Snrpa	chr7	FALSE	FALSE
Snrpa1	chr7	FALSE	FALSE
Snrpb	chr2	FALSE	FALSE
Snrpb2	chr2	FALSE	FALSE
Snrpc	chr17	FALSE	FALSE
Snrpd1	chr18	FALSE	FALSE
Snrpd2	chr7	FALSE	FALSE
Snrpd3	chr10	FALSE	FALSE
Snrpe	chr1	FALSE	FALSE
Snrpf	chr10	FALSE	FALSE
Snrpg	chr6	FALSE	FALSE
Snrpn	chr7	FALSE	FALSE
Snta1	chr2	TRUE	FALSE
Sntb1	chr15	FALSE	FALSE
Sntb2	chr8	TRUE	TRUE
Sntg1	chr1	FALSE	TRUE
Sntg2	chr12	FALSE	TRUE
Sntn	chr14	FALSE	FALSE
Snu13	chr15	FALSE	FALSE
Snupn	chr9	FALSE	TRUE
Snurf	chr7	FALSE	FALSE
Snw1	chr12	FALSE	FALSE
Snx1	chr9	FALSE	FALSE
Snx10	chr6	TRUE	FALSE
Snx11	chr11	FALSE	FALSE
Snx12	chrX	FALSE	TRUE
