gene_name	chr	mch_hyper	ov_k27ac_lost
Golga7	chr8	FALSE	FALSE
Golph3	chr15	FALSE	FALSE
Golph3l	chr3	FALSE	FALSE
Gon4l	chr3	FALSE	FALSE
Gpam	chr19	FALSE	FALSE
Gpat3	chr5	FALSE	FALSE
Gpatch2l	chr12	FALSE	FALSE
Gpatch8	chr11	FALSE	FALSE
Gpbp1	chr13	FALSE	FALSE
Gpc1	chr1	FALSE	TRUE
Gpc5	chr14	FALSE	FALSE
Gpd1l	chr9	FALSE	FALSE
Gpd2	chr2	FALSE	TRUE
Gphn	chr12	FALSE	FALSE
Gpld1	chr13	FALSE	FALSE
Gpm6a	chr8	FALSE	FALSE
Gpm6b	chrX	TRUE	TRUE
Gpr1	chr1	FALSE	FALSE
Gpr107	chr2	FALSE	FALSE
Gpr137c	chr14	FALSE	FALSE
Gpr149	chr3	FALSE	FALSE
Gpr153	chr4	FALSE	FALSE
Gpr158	chr2	FALSE	FALSE
Gpr160	chr3	FALSE	FALSE
Gpr174	chrX	FALSE	FALSE
Gpr176	chr2	FALSE	TRUE
Gpr18	chr14	FALSE	FALSE
Gpr22	chr12	TRUE	FALSE
Gpr37	chr6	FALSE	FALSE
Gpr68	chr12	TRUE	TRUE
Gpr82	chrX	FALSE	FALSE
Gprasp1	chrX	FALSE	FALSE
Gprc5a	chr6	FALSE	FALSE
Gprc5b	chr7	FALSE	FALSE
Gprin2	chr14	FALSE	FALSE
Gprin3	chr6	TRUE	TRUE
Gpsm2	chr3	FALSE	FALSE
Gpx2	chr12	FALSE	FALSE
Gramd2	chr9	FALSE	FALSE
Gramd3	chr18	FALSE	FALSE
Grap	chr11	FALSE	FALSE
Grap2	chr15	FALSE	FALSE
Grb2	chr11	FALSE	FALSE
Grb7	chr11	FALSE	FALSE
Greb1	chr12	FALSE	FALSE
Greb1l	chr18	FALSE	FALSE
Grem2	chr1	FALSE	FALSE
Grhpr	chr4	FALSE	FALSE
Gria1	chr11	TRUE	FALSE
Gria2	chr3	FALSE	FALSE
Gria4	chr9	FALSE	FALSE
Grid1	chr14	TRUE	FALSE
Grid2	chr6	FALSE	FALSE
Grid2ip	chr5	FALSE	FALSE
Grik2	chr10	FALSE	FALSE
Grik5	chr7	FALSE	FALSE
Grin2a	chr16	FALSE	TRUE
Grin2b	chr6	FALSE	FALSE
Grin3a	chr4	FALSE	FALSE
Grip1	chr10	FALSE	FALSE
Grip2	chr6	FALSE	FALSE
Grk4	chr5	FALSE	FALSE
Grk5	chr19	FALSE	TRUE
Grk6	chr13	FALSE	FALSE
Grm1	chr10	FALSE	TRUE
Grm3	chr5	FALSE	FALSE
Grm4	chr17	FALSE	FALSE
Grm8	chr6	FALSE	FALSE
Grn	chr11	FALSE	FALSE
Grtp1	chr8	FALSE	FALSE
Grxcr1	chr5	TRUE	TRUE
Gsap	chr5	FALSE	FALSE
Gsc2	chr16	FALSE	FALSE
Gsdma3	chr11	FALSE	FALSE
Gsdme	chr6	FALSE	FALSE
Gse1	chr8	FALSE	TRUE
Gsg1l	chr7	FALSE	FALSE
Gsk3b	chr16	FALSE	FALSE
Gsn	chr2	FALSE	FALSE
Gsta3	chr1	FALSE	FALSE
Gstm1	chr3	FALSE	FALSE
Gstm4	chr3	FALSE	FALSE
Gsto2	chr19	FALSE	FALSE
Gtf2f2	chr14	FALSE	FALSE
Gtf2i	chr5	FALSE	FALSE
Gtf2ird1	chr5	FALSE	FALSE
Gtf2ird2	chr5	FALSE	FALSE
Gtf3c1	chr7	FALSE	FALSE
Gtf3c2	chr5	FALSE	FALSE
Gtf3c3	chr1	FALSE	FALSE
Gucy1a1	chr3	FALSE	FALSE
Gucy1a2	chr9	FALSE	FALSE
Gucy2c	chr6	FALSE	FALSE
Gxylt1	chr15	FALSE	FALSE
Gyg	chr3	FALSE	FALSE
Gzmn	chr14	TRUE	FALSE
H1f6	chr13	FALSE	FALSE
H2-Aa	chr17	FALSE	FALSE
H2-Ab1	chr17	FALSE	FALSE
H2-M1	chr17	FALSE	FALSE
H2-Q10	chr17	FALSE	FALSE
H2bc4	chr13	TRUE	FALSE
H3c15	chr3	TRUE	FALSE
H3f3a	chr1	FALSE	FALSE
H60c	chr10	TRUE	FALSE
Hacd2	chr16	FALSE	FALSE
Hacd4	chr4	FALSE	FALSE
Hace1	chr10	FALSE	FALSE
Hadh	chr3	FALSE	FALSE
Hadha	chr5	FALSE	FALSE
Hapln3	chr7	FALSE	FALSE
Hars2	chr18	FALSE	FALSE
Haus6	chr4	FALSE	FALSE
Havcr1	chr11	FALSE	FALSE
Hbb-bs	chr7	FALSE	FALSE
Hbs1l	chr10	FALSE	FALSE
Hcfc1	chrX	FALSE	FALSE
Hcfc2	chr10	FALSE	TRUE
Hcn1	chr13	TRUE	FALSE
Hcn4	chr9	FALSE	FALSE
Hdac11	chr6	TRUE	TRUE
Hdac4	chr1	FALSE	FALSE
Hdac8	chrX	FALSE	FALSE
Hdac9	chr12	FALSE	FALSE
Hddc2	chr10	FALSE	FALSE
Hdgf	chr3	FALSE	FALSE
Hdgfl2	chr17	FALSE	FALSE
Hdgfl3	chr7	FALSE	FALSE
Hdhd2	chr18	FALSE	FALSE
Hdhd5	chr6	FALSE	FALSE
Hdlbp	chr1	FALSE	FALSE
Hdx	chrX	FALSE	FALSE
Heatr1	chr13	FALSE	FALSE
Heca	chr10	FALSE	FALSE
Hectd1	chr12	FALSE	FALSE
Hectd4	chr5	FALSE	TRUE
Hecw1	chr13	FALSE	FALSE
Hecw2	chr1	FALSE	FALSE
Heg1	chr16	TRUE	TRUE
Helz	chr11	FALSE	FALSE
Hepacam2	chr6	FALSE	FALSE
Herc1	chr9	FALSE	FALSE
Herc2	chr7	FALSE	FALSE
Herc4	chr10	FALSE	FALSE
Herc6	chr6	FALSE	FALSE
Herpud2	chr9	FALSE	FALSE
Hes3	chr4	FALSE	FALSE
Hexa	chr9	FALSE	FALSE
Heyl	chr4	FALSE	FALSE
Hgd	chr16	TRUE	TRUE
Hgf	chr5	FALSE	FALSE
Hhat	chr1	FALSE	FALSE
Hhip	chr8	TRUE	FALSE
Hhipl1	chr12	FALSE	FALSE
Hhla1	chr15	FALSE	FALSE
Hibadh	chr6	FALSE	TRUE
Hic1	chr11	FALSE	FALSE
Hic2	chr16	FALSE	FALSE
Hif1an	chr19	FALSE	FALSE
Hikeshi	chr7	TRUE	FALSE
Hip1	chr5	FALSE	FALSE
Hipk2	chr6	FALSE	FALSE
Hipk3	chr2	FALSE	FALSE
Hira	chr16	FALSE	FALSE
Hivep1	chr13	FALSE	TRUE
Hivep2	chr10	FALSE	FALSE
Hk2	chr6	TRUE	FALSE
Hlcs	chr16	FALSE	TRUE
Hlf	chr11	FALSE	FALSE
Hltf	chr3	FALSE	FALSE
Hmbox1	chr14	FALSE	FALSE
Hmces	chr6	FALSE	FALSE
Hmcn1	chr1	TRUE	TRUE
Hmcn2	chr2	FALSE	FALSE
Hmg20a	chr9	FALSE	TRUE
Hmga2	chr10	FALSE	FALSE
Hmgb1	chr5	FALSE	FALSE
Hmgb2	chr8	TRUE	FALSE
Hmgn3	chr9	FALSE	FALSE
Hmgxb3	chr18	FALSE	FALSE
Hmmr	chr11	FALSE	FALSE
Hnf4a	chr2	FALSE	FALSE
Hnf4g	chr3	FALSE	FALSE
Hnrnpk	chr13	FALSE	FALSE
Homer2	chr7	FALSE	FALSE
Hook3	chr8	FALSE	FALSE
Hoxb7	chr11	FALSE	FALSE
Hoxc4	chr15	FALSE	FALSE
Hp	chr8	FALSE	FALSE
Hp1bp3	chr4	FALSE	FALSE
Hpca	chr4	FALSE	FALSE
Hpse2	chr19	FALSE	FALSE
Hrh1	chr6	FALSE	FALSE
Hs2st1	chr3	FALSE	TRUE
Hs3st1	chr5	FALSE	FALSE
Hs3st5	chr10	TRUE	FALSE
Hs6st3	chr14	FALSE	FALSE
Hsbp1l1	chr18	FALSE	FALSE
Hsd17b11	chr5	FALSE	FALSE
Hsf1	chr15	FALSE	FALSE
Hsf3	chrX	FALSE	FALSE
Hsf5	chr11	FALSE	FALSE
Hspa12a	chr19	FALSE	FALSE
Hspb7	chr4	FALSE	FALSE
Hspbap1	chr16	FALSE	FALSE
Hspg2	chr4	FALSE	FALSE
Htatip2	chr7	TRUE	FALSE
Htr1d	chr4	FALSE	FALSE
Htr1f	chr16	FALSE	FALSE
Htr4	chr18	FALSE	FALSE
Htr6	chr4	FALSE	FALSE
Htra1	chr7	FALSE	FALSE
Htt	chr5	FALSE	FALSE
Hydin	chr8	TRUE	TRUE
Ica1	chr6	FALSE	TRUE
Ice1	chr13	FALSE	FALSE
Icos	chr1	TRUE	FALSE
Ide	chr19	FALSE	FALSE
Iffo2	chr4	FALSE	FALSE
Ifi214	chr1	TRUE	FALSE
Ifi44l	chr3	FALSE	FALSE
Ifitm10	chr7	FALSE	FALSE
Ifnar2	chr16	FALSE	FALSE
Ifngr1	chr10	FALSE	FALSE
Ift122	chr6	TRUE	TRUE
Ift140	chr17	FALSE	TRUE
Ift57	chr16	TRUE	TRUE
Ift80	chr3	FALSE	FALSE
Ift81	chr5	FALSE	TRUE
Igbp1	chrX	TRUE	FALSE
Igdcc4	chr9	FALSE	FALSE
Igf1r	chr7	FALSE	FALSE
Igf2bp3	chr6	FALSE	FALSE
Igfbp2	chr1	FALSE	FALSE
Igfbp7	chr5	FALSE	FALSE
Igfbpl1	chr4	FALSE	FALSE
Igll1	chr16	FALSE	FALSE
Iglon5	chr7	FALSE	FALSE
Igsf10	chr3	TRUE	FALSE
Igsf11	chr16	FALSE	FALSE
Igsf21	chr4	FALSE	TRUE
Igsf3	chr3	FALSE	FALSE
Igsf5	chr16	FALSE	FALSE
Igsf6	chr7	FALSE	FALSE
Igsf9b	chr9	FALSE	FALSE
Ihh	chr1	FALSE	FALSE
Ikbkb	chr8	FALSE	FALSE
Ikbke	chr1	FALSE	FALSE
Ikzf2	chr1	FALSE	FALSE
Ikzf3	chr11	FALSE	FALSE
Ikzf5	chr7	FALSE	FALSE
Il10ra	chr9	TRUE	FALSE
Il11ra1	chr4	FALSE	TRUE
Il12rb1	chr8	FALSE	FALSE
Il12rb2	chr6	FALSE	FALSE
Il13ra1	chrX	FALSE	FALSE
Il17ra	chr6	FALSE	FALSE
Il17rb	chr14	FALSE	FALSE
Il17rd	chr14	FALSE	FALSE
Il19	chr1	FALSE	FALSE
Il1r1	chr1	FALSE	TRUE
Il1r2	chr1	FALSE	FALSE
Il1rap	chr16	FALSE	FALSE
Il1rapl2	chrX	FALSE	FALSE
Il20rb	chr9	TRUE	TRUE
Il27ra	chr8	FALSE	FALSE
Il31ra	chr13	FALSE	FALSE
Il4ra	chr7	FALSE	FALSE
Il6ra	chr3	FALSE	FALSE
Il6st	chr13	FALSE	FALSE
Il7	chr3	TRUE	FALSE
Ildr1	chr16	FALSE	FALSE
Ilf3	chr9	FALSE	FALSE
Ilrun	chr17	FALSE	FALSE
Iltifb	chr10	FALSE	FALSE
Ilvbl	chr10	TRUE	TRUE
Immp2l	chr12	FALSE	FALSE
Impa1	chr3	FALSE	FALSE
Impa2	chr18	FALSE	TRUE
Impad1	chr4	FALSE	FALSE
Impdh1	chr6	FALSE	TRUE
Impg2	chr16	FALSE	FALSE
Inava	chr1	FALSE	FALSE
Inf2	chr12	FALSE	FALSE
Inip	chr4	TRUE	FALSE
Ino80	chr2	FALSE	FALSE
Ino80d	chr1	FALSE	TRUE
Inpp4b	chr8	FALSE	TRUE
Inpp5a	chr7	FALSE	TRUE
Inpp5b	chr4	FALSE	TRUE
Ins2	chr7	FALSE	FALSE
Insc	chr7	FALSE	FALSE
Insl5	chr4	FALSE	FALSE
Insr	chr8	FALSE	FALSE
Insrr	chr3	FALSE	FALSE
Ints13	chr6	FALSE	FALSE
Ints2	chr11	FALSE	FALSE
Ints3	chr3	FALSE	FALSE
Ints4	chr7	TRUE	FALSE
Ints6	chr14	FALSE	FALSE
Ints9	chr14	FALSE	FALSE
Intu	chr3	TRUE	FALSE
Invs	chr4	FALSE	FALSE
Ipcef1	chr10	TRUE	TRUE
Ipo11	chr13	FALSE	FALSE
Ippk	chr13	FALSE	FALSE
Iqca1l	chr5	FALSE	FALSE
Iqce	chr5	FALSE	FALSE
Iqcf2	chr9	FALSE	FALSE
Iqch	chr9	FALSE	FALSE
Iqcj	chr3	FALSE	FALSE
Iqck	chr7	TRUE	FALSE
Iqcm	chr8	FALSE	FALSE
Iqgap1	chr7	FALSE	FALSE
Iqgap2	chr13	FALSE	FALSE
Iqschfp	chr3	TRUE	FALSE
Iqsec1	chr6	FALSE	FALSE
Iqsec3	chr6	FALSE	FALSE
Iqub	chr6	FALSE	FALSE
Irak1	chrX	FALSE	FALSE
Irak2	chr6	FALSE	FALSE
Irf2	chr8	FALSE	FALSE
Irf7	chr7	FALSE	FALSE
Irs1	chr1	FALSE	TRUE
Irx5	chr8	FALSE	FALSE
Isg20l2	chr3	FALSE	FALSE
Islr2	chr9	FALSE	FALSE
Ism1	chr2	FALSE	FALSE
Isoc2b	chr7	FALSE	FALSE
Isx	chr8	TRUE	FALSE
Itch	chr2	FALSE	FALSE
Itfg1	chr8	FALSE	FALSE
Itga5	chr15	FALSE	FALSE
Itga6	chr2	FALSE	FALSE
Itga7	chr10	TRUE	TRUE
Itga9	chr9	FALSE	FALSE
Itgad	chr7	FALSE	FALSE
Itgae	chr11	FALSE	FALSE
Itgal	chr7	FALSE	FALSE
Itgax	chr7	FALSE	FALSE
Itgb1bp1	chr12	TRUE	TRUE
Itgb3bp	chr4	FALSE	TRUE
Itgb4	chr11	FALSE	FALSE
Itgb5	chr16	TRUE	TRUE
Itgb7	chr15	FALSE	FALSE
Itih4	chr14	FALSE	FALSE
Itih5	chr2	TRUE	FALSE
Itm2c	chr1	TRUE	TRUE
Itpa	chr2	FALSE	FALSE
Itpk1	chr12	TRUE	TRUE
Itpkb	chr1	FALSE	TRUE
Itpr1	chr6	FALSE	TRUE
Itpr3	chr17	FALSE	FALSE
Itprid1	chr6	FALSE	FALSE
Itsn1	chr16	FALSE	TRUE
Itsn2	chr12	FALSE	FALSE
Ivns1abp	chr1	FALSE	FALSE
Iyd	chr10	TRUE	FALSE
Jade2	chr11	FALSE	TRUE
Jade3	chrX	FALSE	FALSE
Jag2	chr12	FALSE	FALSE
Jak1	chr4	FALSE	TRUE
Jakmip1	chr5	FALSE	FALSE
Jakmip2	chr18	FALSE	FALSE
Jakmip3	chr7	FALSE	FALSE
Jam2	chr16	FALSE	FALSE
Jam3	chr9	FALSE	FALSE
Jarid2	chr13	FALSE	FALSE
Jazf1	chr6	FALSE	TRUE
Jcad	chr18	FALSE	FALSE
Jdp2	chr12	FALSE	FALSE
Jhy	chr9	FALSE	FALSE
Jmjd1c	chr10	FALSE	FALSE
Jph1	chr1	TRUE	TRUE
Kalrn	chr16	FALSE	FALSE
Kank1	chr19	FALSE	FALSE
Kansl1	chr11	FALSE	FALSE
Kansl1l	chr1	FALSE	FALSE
Kansl3	chr1	FALSE	FALSE
Kat2b	chr17	FALSE	TRUE
Kat7	chr11	FALSE	FALSE
Katnal2	chr18	FALSE	FALSE
Kazald1	chr19	FALSE	FALSE
Kbtbd11	chr8	FALSE	FALSE
Kbtbd12	chr6	TRUE	TRUE
Kcmf1	chr6	FALSE	FALSE
Kcna2	chr3	FALSE	FALSE
Kcnab1	chr3	TRUE	TRUE
Kcnab2	chr4	FALSE	FALSE
Kcnb1	chr2	FALSE	FALSE
Kcnc2	chr10	FALSE	FALSE
Kcnd2	chr6	FALSE	FALSE
Kcng4	chr8	FALSE	FALSE
Kcnh1	chr1	FALSE	TRUE
Kcnh2	chr5	FALSE	FALSE
Kcnh3	chr15	FALSE	FALSE
Kcnh4	chr11	FALSE	FALSE
Kcnh7	chr2	FALSE	FALSE
Kcnh8	chr17	FALSE	FALSE
Kcnip1	chr11	TRUE	FALSE
Kcnip2	chr19	FALSE	FALSE
Kcnip3	chr2	FALSE	FALSE
Kcnip4	chr5	FALSE	TRUE
Kcnj15	chr16	FALSE	FALSE
Kcnj3	chr2	FALSE	FALSE
Kcnj4	chr15	FALSE	FALSE
Kcnj6	chr16	FALSE	FALSE
Kcnk10	chr12	FALSE	FALSE
Kcnk13	chr12	FALSE	FALSE
Kcnk2	chr1	TRUE	FALSE
Kcnk3	chr5	FALSE	FALSE
Kcnk5	chr14	FALSE	FALSE
Kcnma1	chr14	TRUE	FALSE
Kcnmb2	chr3	FALSE	FALSE
Kcnmb3	chr3	FALSE	FALSE
Kcnmb4	chr10	FALSE	TRUE
Kcnn3	chr3	FALSE	FALSE
Kcnq1	chr7	FALSE	FALSE
Kcnq2	chr2	FALSE	TRUE
Kcnq4	chr4	FALSE	FALSE
Kcnq5	chr1	FALSE	FALSE
Kcns1	chr2	FALSE	FALSE
Kcnt1	chr2	FALSE	FALSE
Kcnt2	chr1	FALSE	FALSE
Kctd1	chr18	FALSE	FALSE
Kctd12	chr14	TRUE	TRUE
Kctd16	chr18	TRUE	FALSE
Kctd21	chr7	TRUE	FALSE
Kctd3	chr1	FALSE	FALSE
Kctd4	chr14	FALSE	FALSE
Kctd6	chr14	TRUE	TRUE
Kctd8	chr5	TRUE	TRUE
Kdelr3	chr15	FALSE	FALSE
Kdm1a	chr4	FALSE	FALSE
Kdm2a	chr19	FALSE	FALSE
Kdm2b	chr5	FALSE	TRUE
Kdm3a	chr6	FALSE	FALSE
Kdm3b	chr18	FALSE	FALSE
Kdm4b	chr17	FALSE	FALSE
Kdm4c	chr4	FALSE	FALSE
Kdm5b	chr1	FALSE	FALSE
Kdm5c	chrX	FALSE	FALSE
Kdm6a	chrX	FALSE	TRUE
Kdm7a	chr6	FALSE	FALSE
Kera	chr10	TRUE	FALSE
Khdrbs2	chr1	TRUE	FALSE
Kidins220	chr12	FALSE	FALSE
Kif11	chr19	FALSE	FALSE
Kif13b	chr14	FALSE	FALSE
Kif14	chr1	FALSE	FALSE
Kif16b	chr2	FALSE	TRUE
Kif18a	chr2	TRUE	TRUE
Kif19a	chr11	FALSE	FALSE
Kif1b	chr4	FALSE	FALSE
Kif1c	chr11	FALSE	FALSE
Kif21a	chr15	FALSE	FALSE
Kif21b	chr1	FALSE	FALSE
Kif24	chr4	FALSE	FALSE
Kif26b	chr1	FALSE	TRUE
Kif27	chr13	FALSE	FALSE
Kif28	chr1	FALSE	FALSE
Kif3b	chr2	FALSE	TRUE
Kif4	chrX	FALSE	FALSE
Kif5a	chr10	FALSE	FALSE
Kif5c	chr2	FALSE	TRUE
Kif6	chr17	FALSE	FALSE
Kif9	chr9	FALSE	FALSE
Kifap3	chr1	FALSE	FALSE
Kifc3	chr8	FALSE	FALSE
Kirrel	chr3	TRUE	FALSE
Kirrel3	chr9	FALSE	TRUE
Kit	chr5	FALSE	FALSE
Kitl	chr10	FALSE	FALSE
Kiz	chr2	FALSE	FALSE
Kl	chr5	FALSE	FALSE
Klb	chr5	FALSE	FALSE
Klc1	chr12	FALSE	FALSE
Klf12	chr14	FALSE	FALSE
Klf13	chr7	FALSE	FALSE
Klf15	chr6	FALSE	FALSE
Klf3	chr5	FALSE	FALSE
Klf7	chr1	FALSE	TRUE
Klf8	chrX	FALSE	FALSE
Klhdc10	chr6	FALSE	FALSE
Klhl14	chr18	FALSE	FALSE
Klhl18	chr9	FALSE	TRUE
Klhl2	chr8	FALSE	FALSE
Klhl26	chr8	FALSE	FALSE
Klhl29	chr12	FALSE	FALSE
Klhl3	chr13	FALSE	TRUE
Klhl31	chr9	FALSE	FALSE
Klhl32	chr4	FALSE	FALSE
Kmt2c	chr5	FALSE	FALSE
Kmt2d	chr15	FALSE	FALSE
Kmt2e	chr5	FALSE	FALSE
Kmt5b	chr19	FALSE	FALSE
Kndc1	chr7	FALSE	FALSE
Knop1	chr7	FALSE	FALSE
Kntc1	chr5	FALSE	FALSE
Kpna3	chr14	FALSE	FALSE
Kpna7	chr5	FALSE	FALSE
Kras	chr6	FALSE	FALSE
Kremen1	chr11	FALSE	FALSE
Krit1	chr5	FALSE	FALSE
Krt19	chr11	FALSE	FALSE
Krt24	chr11	TRUE	TRUE
Krt25	chr11	FALSE	FALSE
Krt5	chr15	FALSE	FALSE
Krt71	chr15	FALSE	FALSE
Krt80	chr15	FALSE	FALSE
Krtap5-2	chr7	FALSE	FALSE
Ksr1	chr11	FALSE	FALSE
Ksr2	chr5	FALSE	FALSE
Ktn1	chr14	FALSE	FALSE
Kyat3	chr3	FALSE	FALSE
Kynu	chr2	FALSE	FALSE
L1cam	chrX	FALSE	FALSE
L3mbtl1	chr2	FALSE	FALSE
L3mbtl2	chr15	FALSE	FALSE
L3mbtl3	chr10	FALSE	FALSE
L3mbtl4	chr17	TRUE	FALSE
Lama1	chr17	FALSE	FALSE
Lama3	chr18	TRUE	TRUE
Lama4	chr10	FALSE	FALSE
Lamb3	chr1	TRUE	TRUE
Lamc2	chr1	TRUE	FALSE
Lamp2	chrX	FALSE	FALSE
Lamtor1	chr7	FALSE	FALSE
Lamtor3	chr3	FALSE	FALSE
Lancl2	chr6	FALSE	FALSE
Lancl3	chrX	TRUE	TRUE
Laptm4b	chr15	FALSE	FALSE
Large1	chr8	FALSE	FALSE
Larp1	chr11	FALSE	FALSE
Larp4b	chr13	FALSE	FALSE
Lars2	chr9	FALSE	TRUE
Lats1	chr10	FALSE	FALSE
Lats2	chr14	FALSE	TRUE
Lca5l	chr16	TRUE	FALSE
Lclat1	chr17	FALSE	FALSE
Lcmt1	chr7	TRUE	TRUE
Lcor	chr19	FALSE	FALSE
Lcorl	chr5	FALSE	FALSE
Lcp1	chr14	FALSE	FALSE
Lcp2	chr11	FALSE	FALSE
Lct	chr1	FALSE	FALSE
Ldb2	chr5	FALSE	FALSE
Ldha	chr7	FALSE	FALSE
Ldlrad2	chr4	FALSE	FALSE
Ldlrad3	chr2	TRUE	TRUE
Ldlrad4	chr18	TRUE	TRUE
Lef1	chr3	FALSE	FALSE
Lekr1	chr3	FALSE	TRUE
Lemd2	chr17	FALSE	FALSE
Lep	chr6	TRUE	TRUE
Lgals3bp	chr11	FALSE	TRUE
Lgi2	chr5	FALSE	FALSE
Lgr4	chr2	TRUE	TRUE
Lgr6	chr1	FALSE	FALSE
Lgsn	chr1	TRUE	FALSE
Lhfp	chr3	FALSE	TRUE
Lhfpl3	chr5	TRUE	FALSE
Lhpp	chr7	TRUE	TRUE
Lhx2	chr2	FALSE	FALSE
Lhx3	chr2	FALSE	FALSE
Lhx6	chr2	FALSE	FALSE
Lifr	chr15	FALSE	FALSE
Limch1	chr5	FALSE	FALSE
Limd1	chr9	FALSE	FALSE
Limk1	chr5	FALSE	FALSE
Limk2	chr11	FALSE	TRUE
Lims1	chr10	TRUE	TRUE
Lims2	chr18	FALSE	FALSE
Lin28b	chr10	FALSE	FALSE
Lin52	chr12	FALSE	FALSE
Lin7a	chr10	FALSE	FALSE
Lingo1	chr9	FALSE	FALSE
Lingo3	chr10	FALSE	FALSE
Lipc	chr9	TRUE	TRUE
Liph	chr16	FALSE	FALSE
Lipo3	chr19	FALSE	FALSE
Lix1l	chr3	FALSE	FALSE
Llgl2	chr11	FALSE	FALSE
Lman2	chr13	FALSE	FALSE
Lmbr1	chr5	FALSE	FALSE
Lmbr1l	chr15	FALSE	FALSE
Lmbrd1	chr1	FALSE	FALSE
Lmf1	chr17	FALSE	FALSE
Lmf2	chr15	FALSE	FALSE
Lmln	chr16	FALSE	FALSE
Lmntd1	chr6	FALSE	FALSE
Lmo1	chr7	FALSE	FALSE
Lmo3	chr6	FALSE	FALSE
Lmo7	chr14	FALSE	FALSE
Lmod1	chr1	FALSE	FALSE
Lmtk2	chr5	FALSE	FALSE
Lmx1b	chr2	FALSE	FALSE
Lnpk	chr2	FALSE	FALSE
Lonp2	chr8	FALSE	FALSE
Lonrf1	chr8	FALSE	TRUE
Lonrf2	chr1	FALSE	FALSE
Lonrf3	chrX	FALSE	FALSE
Loxhd1	chr18	FALSE	FALSE
Loxl1	chr9	FALSE	FALSE
Lpgat1	chr1	FALSE	FALSE
Lpin1	chr12	FALSE	FALSE
Lpin2	chr17	FALSE	FALSE
Lpo	chr11	FALSE	FALSE
Lpp	chr16	TRUE	TRUE
Lrba	chr3	FALSE	TRUE
Lrch1	chr14	FALSE	FALSE
Lrch2	chrX	FALSE	FALSE
Lrch3	chr16	FALSE	FALSE
Lrfn2	chr17	FALSE	FALSE
Lrfn3	chr7	FALSE	FALSE
Lrfn5	chr12	FALSE	FALSE
Lrif1	chr3	FALSE	FALSE
Lrig2	chr3	FALSE	FALSE
Lrig3	chr10	FALSE	FALSE
Lrmda	chr14	FALSE	FALSE
Lrp1	chr10	FALSE	FALSE
Lrp12	chr15	FALSE	FALSE
Lrp1b	chr2	TRUE	TRUE
Lrp2	chr2	FALSE	FALSE
Lrp6	chr6	FALSE	FALSE
Lrp8	chr4	FALSE	FALSE
Lrpap1	chr5	FALSE	FALSE
Lrpprc	chr17	FALSE	FALSE
Lrrc1	chr9	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Lrrc20	chr10	FALSE	FALSE
Lrrc27	chr7	FALSE	FALSE
Lrrc28	chr7	TRUE	TRUE
Lrrc3	chr10	FALSE	FALSE
Lrrc32	chr7	FALSE	FALSE
Lrrc36	chr8	TRUE	FALSE
Lrrc37a	chr11	FALSE	FALSE
Lrrc38	chr4	FALSE	FALSE
Lrrc4	chr6	TRUE	TRUE
Lrrc49	chr9	TRUE	TRUE
Lrrc4c	chr2	TRUE	TRUE
Lrrc51	chr7	FALSE	FALSE
Lrrc52	chr1	FALSE	FALSE
Lrrc55	chr2	FALSE	FALSE
Lrrc6	chr15	TRUE	FALSE
Lrrc72	chr12	FALSE	FALSE
Lrrc8b	chr5	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Lrrc8d	chr5	FALSE	FALSE
Lrrfip1	chr1	FALSE	FALSE
Lrrfip2	chr9	FALSE	FALSE
Lrriq1	chr10	FALSE	FALSE
Lrriq3	chr3	FALSE	FALSE
Lrrk1	chr7	FALSE	FALSE
Lrrn1	chr6	TRUE	TRUE
Lrrn2	chr1	FALSE	FALSE
Lrrn3	chr12	FALSE	FALSE
Lrrn4	chr2	FALSE	FALSE
Lrrtm4	chr6	TRUE	FALSE
Lrtm1	chr14	TRUE	FALSE
Lrtm2	chr6	FALSE	FALSE
Lsamp	chr16	TRUE	TRUE
Lsm10	chr4	TRUE	FALSE
Lsmem1	chr12	FALSE	FALSE
Ltbp2	chr12	FALSE	FALSE
Ltk	chr2	FALSE	FALSE
Ltv1	chr10	FALSE	FALSE
Luc7l3	chr11	FALSE	FALSE
Lum	chr10	TRUE	FALSE
Lurap1l	chr4	TRUE	FALSE
Luzp1	chr4	FALSE	FALSE
Lvrn	chr18	FALSE	FALSE
Ly6g6c	chr17	TRUE	TRUE
Ly6g6d	chr17	TRUE	TRUE
Ly6g6f	chr17	TRUE	TRUE
Ly75	chr2	FALSE	FALSE
Ly86	chr13	FALSE	FALSE
Lyl1	chr8	FALSE	FALSE
Lyn	chr4	TRUE	TRUE
Lypd6b	chr2	FALSE	FALSE
Lyrm2	chr4	FALSE	FALSE
Lyrm7	chr11	FALSE	FALSE
Lyst	chr13	FALSE	TRUE
Mab21l2	chr3	FALSE	FALSE
Mab21l3	chr3	FALSE	FALSE
Macc1	chr12	FALSE	FALSE
Macf1	chr4	FALSE	TRUE
Macrod1	chr19	FALSE	FALSE
Macrod2	chr2	TRUE	TRUE
Macroh2a1	chr13	FALSE	FALSE
Macroh2a2	chr10	FALSE	FALSE
Mad1l1	chr5	FALSE	FALSE
Madd	chr2	FALSE	FALSE
Magi1	chr6	FALSE	TRUE
Magi3	chr3	FALSE	FALSE
Majin	chr19	FALSE	FALSE
