gene_name	chr	body_state_Active	mch_hyper
Ushbp1	chr8	FALSE	FALSE
Katnbl1	chr2	FALSE	FALSE
Syt9	chr7	TRUE	TRUE
Gtf2h3	chr5	FALSE	FALSE
Eps15	chr4	FALSE	FALSE
Hsph1	chr5	FALSE	FALSE
Colec10	chr15	FALSE	FALSE
B4galnt3	chr6	FALSE	FALSE
Gm9733	chr3	FALSE	FALSE
Klf4	chr4	FALSE	FALSE
Mllt10	chr2	TRUE	FALSE
Vmn1r85	chr7	FALSE	FALSE
Smco3	chr6	FALSE	FALSE
Mcm3	chr1	FALSE	FALSE
Zfp618	chr4	FALSE	FALSE
Zfp93	chr7	FALSE	FALSE
Pcdhga2	chr18	TRUE	FALSE
Gfod1	chr13	TRUE	FALSE
Lypd6	chr2	FALSE	FALSE
Srd5a3	chr5	TRUE	FALSE
Dlg4	chr11	TRUE	FALSE
Tkfc	chr19	FALSE	FALSE
Myo10	chr15	FALSE	TRUE
Gcnt1	chr19	TRUE	FALSE
Lrrc23	chr6	TRUE	FALSE
Wdr44	chrX	TRUE	FALSE
Gucd1	chr10	FALSE	FALSE
Banf1	chr19	FALSE	FALSE
Cspg4	chr9	FALSE	FALSE
Gm37988	chr1	TRUE	FALSE
Poteg	chr8	FALSE	FALSE
Syf2	chr4	FALSE	FALSE
Ccdc12	chr9	TRUE	FALSE
Zfp993	chr4	FALSE	FALSE
Zscan10	chr17	FALSE	FALSE
Noxred1	chr12	FALSE	FALSE
Gm11100	chr14	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Sult1e1	chr5	FALSE	FALSE
Nup50	chr15	TRUE	FALSE
Tent5c	chr3	FALSE	FALSE
C1rb	chr6	FALSE	FALSE
Gm9758	chr5	FALSE	FALSE
Gm7145	chr1	FALSE	FALSE
Tef	chr15	TRUE	FALSE
Rsph10b	chr5	FALSE	FALSE
Nmral1	chr16	TRUE	FALSE
Iqcd	chr5	FALSE	FALSE
Cnga1	chr5	FALSE	FALSE
Cdca7	chr2	FALSE	FALSE
Vmn2r73	chr7	FALSE	FALSE
Bbs12	chr3	TRUE	FALSE
Ampd3	chr7	TRUE	FALSE
Olfr736	chr14	FALSE	FALSE
Atf6b	chr17	FALSE	FALSE
Ly6a	chr15	FALSE	FALSE
Kcnq5	chr1	FALSE	TRUE
Txnrd1	chr10	TRUE	FALSE
Atp6v1c1	chr15	TRUE	FALSE
Ccdc92	chr5	TRUE	FALSE
Msantd3	chr4	TRUE	FALSE
Olfr273	chr4	FALSE	FALSE
Nmnat3	chr9	FALSE	TRUE
Tcim	chr8	FALSE	FALSE
Gimap8	chr6	FALSE	FALSE
Rln1	chr19	FALSE	FALSE
Zfp784	chr7	FALSE	FALSE
Fsd1l	chr4	TRUE	FALSE
Sprr2e	chr3	FALSE	FALSE
Wdr76	chr2	FALSE	FALSE
Chst2	chr9	FALSE	FALSE
Fpr-rs6	chr17	FALSE	FALSE
Olfr1056	chr2	FALSE	FALSE
Mmp10	chr9	FALSE	FALSE
Car14	chr3	FALSE	FALSE
Oog3	chr4	FALSE	FALSE
Eef1akmt1	chr14	TRUE	FALSE
Stx3	chr19	TRUE	FALSE
1520401A03Rik	chr17	FALSE	FALSE
Gmfb	chr14	TRUE	FALSE
Inpp5a	chr7	FALSE	TRUE
Efcab15	chr11	TRUE	FALSE
Dnajc15	chr14	FALSE	FALSE
1110032F04Rik	chr3	FALSE	FALSE
Akap5	chr12	FALSE	FALSE
Myh14	chr7	TRUE	FALSE
Adam29	chr8	FALSE	FALSE
Ankrd42	chr7	FALSE	FALSE
Rhox13	chrX	FALSE	FALSE
Mrpl10	chr11	FALSE	FALSE
1700001C19Rik	chr17	FALSE	FALSE
Vmn2r92	chr17	FALSE	FALSE
Gpatch11	chr17	FALSE	FALSE
Rhox9	chrX	FALSE	FALSE
Sgpl1	chr10	FALSE	FALSE
Sh2d1b2	chr1	FALSE	FALSE
Mettl16	chr11	FALSE	FALSE
Klhdc1	chr12	FALSE	FALSE
Inpp5d	chr1	FALSE	FALSE
Olfr822	chr10	FALSE	FALSE
Sqor	chr2	FALSE	FALSE
Pcdhga3	chr18	TRUE	FALSE
St3gal2	chr8	TRUE	FALSE
Adipor1	chr1	FALSE	FALSE
Thap8	chr7	FALSE	FALSE
Adam39	chr8	FALSE	FALSE
Cacna1d	chr14	TRUE	TRUE
Olfr1293-ps	chr2	FALSE	FALSE
Dnah10	chr5	FALSE	FALSE
Smok2b	chr17	FALSE	FALSE
Snx15	chr19	FALSE	FALSE
Vmn1r159	chr7	FALSE	FALSE
Hps1	chr19	FALSE	FALSE
Nelfe	chr17	FALSE	FALSE
Fbxw18	chr9	FALSE	FALSE
Mrgpra3	chr7	FALSE	FALSE
Zgrf1	chr3	FALSE	FALSE
Gm9999	chr7	FALSE	FALSE
Rnaseh2a	chr8	TRUE	FALSE
Grap2	chr15	TRUE	FALSE
Napepld	chr5	TRUE	FALSE
Snx4	chr16	FALSE	FALSE
Gm26938	chr5	FALSE	FALSE
Tecr	chr8	TRUE	FALSE
Zfp433	chr10	TRUE	FALSE
4930519G04Rik	chr5	FALSE	FALSE
Vbp1	chrX	FALSE	FALSE
Gchfr	chr2	FALSE	FALSE
Prex2	chr1	FALSE	TRUE
Grid1	chr14	FALSE	TRUE
Ppargc1a	chr5	TRUE	FALSE
Olfr121	chr17	FALSE	FALSE
Naxe	chr3	FALSE	FALSE
Cited1	chrX	FALSE	FALSE
Ripply3	chr16	FALSE	FALSE
Bhlhb9	chrX	FALSE	FALSE
Spata21	chr4	FALSE	FALSE
Glis1	chr4	FALSE	FALSE
Spdye4c	chr2	FALSE	FALSE
Brsk1	chr7	FALSE	FALSE
Gm49369	chr7	TRUE	FALSE
Phc1	chr6	TRUE	FALSE
Cetn3	chr13	TRUE	FALSE
Spef2	chr15	FALSE	FALSE
Glipr1l1	chr10	FALSE	FALSE
Lurap1	chr4	TRUE	FALSE
Galnt14	chr17	FALSE	TRUE
Mfhas1	chr8	TRUE	FALSE
Chmp4c	chr3	FALSE	FALSE
Tmem123	chr9	TRUE	FALSE
Galm	chr17	TRUE	FALSE
Trim66	chr7	TRUE	FALSE
Gm3002	chr14	FALSE	FALSE
Psmd4	chr3	FALSE	FALSE
Stard13	chr5	FALSE	FALSE
Rtn4ip1	chr10	TRUE	FALSE
Gcnt7	chr2	FALSE	FALSE
Terf2ip	chr8	FALSE	FALSE
Tead1	chr7	FALSE	FALSE
Acyp2	chr11	TRUE	FALSE
Pus7l	chr15	TRUE	FALSE
Tex261	chr6	FALSE	FALSE
Wfdc8	chr2	FALSE	FALSE
Marchf3	chr18	TRUE	TRUE
Slc25a47	chr12	TRUE	FALSE
Dnah5	chr15	FALSE	TRUE
Ulk1	chr5	TRUE	FALSE
Zfp141	chr7	FALSE	FALSE
Dennd11	chr6	TRUE	FALSE
Chst8	chr7	FALSE	FALSE
Zfp444	chr7	TRUE	FALSE
Il33	chr19	FALSE	FALSE
Capns2	chr8	FALSE	FALSE
Arl16	chr11	FALSE	FALSE
Il1rapl2	chrX	FALSE	TRUE
Lpcat2b	chr5	FALSE	FALSE
Trappc8	chr18	TRUE	FALSE
Lyrm4	chr13	TRUE	FALSE
Nudt5	chr2	TRUE	FALSE
Aqp4	chr18	FALSE	FALSE
Nudcd3	chr11	TRUE	FALSE
Olfr818	chr10	FALSE	FALSE
Psmd2	chr16	FALSE	FALSE
Tcf19	chr17	FALSE	FALSE
Anxa5	chr3	FALSE	FALSE
Adgrg2	chrX	FALSE	FALSE
Rala	chr13	FALSE	FALSE
Trim75	chr8	FALSE	FALSE
Pjvk	chr2	TRUE	FALSE
Ttc26	chr6	FALSE	FALSE
Efcab8	chr2	FALSE	FALSE
Tap2	chr17	FALSE	FALSE
Pdzd7	chr19	FALSE	FALSE
Inpp1	chr1	TRUE	FALSE
Jmy	chr13	TRUE	FALSE
Smim17	chr7	FALSE	FALSE
Mroh9	chr1	FALSE	FALSE
Mup14	chr4	FALSE	FALSE
Fbxw9	chr8	FALSE	FALSE
Ogg1	chr6	FALSE	FALSE
Vmn1r181	chr7	FALSE	FALSE
Aldoc	chr11	TRUE	FALSE
Trmt6	chr2	FALSE	FALSE
Trim72	chr7	FALSE	FALSE
Ano1	chr7	FALSE	FALSE
Cops5	chr1	TRUE	FALSE
Matn2	chr15	FALSE	FALSE
Rab12	chr17	TRUE	FALSE
Prom2	chr2	TRUE	FALSE
Aph1a	chr3	FALSE	FALSE
Ms4a13	chr19	FALSE	FALSE
Shisa8	chr15	TRUE	FALSE
Fam149a	chr8	FALSE	FALSE
Smyd1	chr6	TRUE	FALSE
Maneal	chr4	FALSE	FALSE
Krt13	chr11	FALSE	FALSE
Cabp1	chr5	TRUE	FALSE
Ints7	chr1	TRUE	FALSE
Olfr644	chr7	FALSE	FALSE
Mef2d	chr3	TRUE	FALSE
Olfr1308	chr2	FALSE	FALSE
Mfsd11	chr11	FALSE	FALSE
Acp7	chr7	FALSE	FALSE
Tctn3	chr19	FALSE	FALSE
Prnp	chr2	TRUE	FALSE
Pml	chr9	FALSE	FALSE
Enpp1	chr10	FALSE	FALSE
Olfr606	chr7	FALSE	FALSE
Gask1a	chr9	FALSE	FALSE
Ptpre	chr7	TRUE	FALSE
Gm27235	chr9	FALSE	FALSE
Gm29106	chr1	FALSE	FALSE
Vmn1r86	chr7	FALSE	FALSE
Rgn	chrX	FALSE	FALSE
Hsdl2	chr4	TRUE	FALSE
Olfr1419	chr19	FALSE	FALSE
Rars2	chr4	TRUE	FALSE
Slk	chr19	FALSE	FALSE
Dok1	chr6	FALSE	FALSE
Rasgrp3	chr17	FALSE	FALSE
Ism2	chr12	FALSE	FALSE
Robo3	chr9	FALSE	FALSE
Tmem247	chr17	FALSE	FALSE
Epop	chr11	FALSE	FALSE
BC035044	chr6	FALSE	FALSE
Gbp8	chr5	FALSE	FALSE
Odf2l	chr3	TRUE	FALSE
Pate9	chr9	FALSE	FALSE
Ppil1	chr17	FALSE	FALSE
Palld	chr8	FALSE	TRUE
1700042G07Rik	chr4	TRUE	FALSE
Ccdc71l	chr12	TRUE	FALSE
Avp	chr2	FALSE	FALSE
Ctbp1	chr5	TRUE	FALSE
Eif4e1b	chr13	TRUE	FALSE
Vmn1r11	chr6	FALSE	FALSE
Baiap2l1	chr5	FALSE	FALSE
Slc5a2	chr7	FALSE	FALSE
Olfr747	chr14	FALSE	FALSE
Rwdd4a	chr8	TRUE	FALSE
Espnl	chr1	FALSE	FALSE
Mrgprb2	chr7	FALSE	FALSE
Cyp2c37	chr19	FALSE	FALSE
Atg14	chr14	FALSE	FALSE
Cdc23	chr18	FALSE	FALSE
Golt1b	chr6	FALSE	FALSE
Gm7356	chr17	FALSE	FALSE
Hoxd11	chr2	FALSE	FALSE
Tstd2	chr4	TRUE	FALSE
Gm5591	chr7	FALSE	FALSE
Fcsk	chr8	TRUE	FALSE
Nt5el	chr13	FALSE	FALSE
Pigz	chr16	TRUE	FALSE
Zscan4-ps1	chr7	FALSE	FALSE
Stx5a	chr19	FALSE	FALSE
Trhde	chr10	TRUE	TRUE
Vmn1r224	chr17	FALSE	FALSE
Mcpt1	chr14	FALSE	FALSE
Sdhc	chr1	TRUE	FALSE
Tubg2	chr11	TRUE	FALSE
Rgs7bp	chr13	TRUE	FALSE
Aars2	chr17	TRUE	FALSE
Rnh1	chr7	TRUE	FALSE
Gm10681	chr3	FALSE	FALSE
Krr1	chr10	FALSE	FALSE
Phf10	chr17	FALSE	FALSE
Surf6	chr2	TRUE	FALSE
Spp1	chr5	FALSE	FALSE
Prkrip1	chr5	FALSE	FALSE
Cnnm1	chr19	TRUE	FALSE
Cnbd1	chr4	FALSE	FALSE
Naif1	chr2	FALSE	FALSE
Kat6b	chr14	TRUE	FALSE
Rnf11	chr4	FALSE	FALSE
Gng4	chr13	FALSE	FALSE
Mageb18	chrX	FALSE	FALSE
Wdtc1	chr4	TRUE	FALSE
Iqcn	chr8	TRUE	FALSE
Vmn1r25	chr6	FALSE	FALSE
Olfr93	chr17	FALSE	FALSE
Itpr1	chr6	TRUE	TRUE
Gjd4	chr18	FALSE	FALSE
Tmprss15	chr16	FALSE	FALSE
2210017I01Rik	chr3	FALSE	FALSE
Kctd18	chr1	TRUE	FALSE
Ak8	chr2	FALSE	FALSE
Ptpro	chr6	FALSE	TRUE
Gm4884	chr7	FALSE	FALSE
Tmem200a	chr10	FALSE	FALSE
Tbl2	chr5	TRUE	FALSE
Pla2g7	chr17	FALSE	FALSE
Nlgn3	chrX	FALSE	FALSE
Mre11a	chr9	FALSE	FALSE
Zbtb5	chr4	TRUE	FALSE
Kif13a	chr13	TRUE	FALSE
Mdh1	chr11	TRUE	FALSE
Trpd52l3	chr19	FALSE	FALSE
Six3	chr17	FALSE	FALSE
Dlec1	chr9	FALSE	FALSE
Ccnb1ip1	chr14	FALSE	FALSE
Prcd	chr11	TRUE	FALSE
Olfr1307	chr2	FALSE	FALSE
Susd5	chr9	FALSE	FALSE
Gm94	chr18	FALSE	FALSE
Fastk	chr5	FALSE	FALSE
Zkscan16	chr4	TRUE	FALSE
Car10	chr11	TRUE	TRUE
Raly	chr2	TRUE	FALSE
Gm17359	chr3	TRUE	FALSE
Elfn2	chr15	FALSE	FALSE
Fam217a	chr13	FALSE	FALSE
Mcrs1	chr15	TRUE	FALSE
Cyp3a11	chr5	FALSE	FALSE
Mbp	chr18	FALSE	FALSE
Rpe	chr1	FALSE	FALSE
Prpf19	chr19	FALSE	FALSE
Hyls1	chr9	TRUE	FALSE
Inpp4a	chr1	TRUE	FALSE
Mdm2	chr10	TRUE	FALSE
Cyp24a1	chr2	FALSE	FALSE
Gfap	chr11	FALSE	FALSE
Ptbp3	chr4	FALSE	FALSE
Sdc1	chr12	TRUE	FALSE
Tmco6	chr18	TRUE	FALSE
Arl3	chr19	TRUE	FALSE
Ndufa7	chr17	TRUE	FALSE
Gm49340	chr11	FALSE	FALSE
Fam227a	chr15	TRUE	FALSE
Cntn6	chr6	TRUE	TRUE
Gper1	chr5	FALSE	FALSE
Pofut2	chr10	FALSE	FALSE
Colca2	chr9	FALSE	FALSE
Lpin3	chr2	TRUE	FALSE
Bag6	chr17	FALSE	FALSE
Sh3kbp1	chrX	FALSE	FALSE
Mup4	chr4	FALSE	FALSE
Zfp213	chr17	TRUE	FALSE
Zfp418	chr7	FALSE	FALSE
Creb5	chr6	FALSE	FALSE
Catsperb	chr12	FALSE	FALSE
Cdk6	chr5	FALSE	TRUE
Cp	chr3	FALSE	FALSE
Nhsl2	chrX	FALSE	FALSE
Tnfaip8l1	chr17	FALSE	FALSE
Mex3b	chr7	TRUE	FALSE
Nek2	chr1	FALSE	FALSE
Paqr6	chr3	FALSE	FALSE
A3galt2	chr4	FALSE	FALSE
Tssk2	chr16	FALSE	FALSE
Wbp4	chr14	FALSE	FALSE
Acp2	chr2	TRUE	FALSE
Mocos	chr18	FALSE	FALSE
Ms4a3	chr19	FALSE	FALSE
Lamc1	chr1	TRUE	FALSE
Hcrtr2	chr9	FALSE	FALSE
Hoxa5	chr6	FALSE	FALSE
Ccdc3	chr2	FALSE	FALSE
Chil6	chr3	FALSE	FALSE
Elk4	chr1	FALSE	FALSE
Fut9	chr4	TRUE	FALSE
Vmn2r66	chr7	FALSE	FALSE
Kctd20	chr17	TRUE	FALSE
Olfr738	chr14	FALSE	FALSE
Svip	chr7	TRUE	FALSE
Tlx3	chr11	FALSE	FALSE
Polr2g	chr19	FALSE	FALSE
Upk1a	chr7	FALSE	FALSE
Atf7ip	chr6	TRUE	FALSE
Kap	chr6	FALSE	FALSE
Olfr150	chr9	FALSE	FALSE
Pkib	chr10	TRUE	FALSE
Mrpl32	chr13	FALSE	FALSE
Lipk	chr19	FALSE	FALSE
Heatr4	chr12	FALSE	FALSE
Galnt4	chr10	TRUE	FALSE
Adrb1	chr19	FALSE	FALSE
Dram1	chr10	FALSE	FALSE
Gnai2	chr9	TRUE	FALSE
Wdr27	chr17	FALSE	FALSE
Olfr1245	chr2	FALSE	FALSE
Allc	chr12	FALSE	FALSE
Gk2	chr5	FALSE	FALSE
Pgm2l1	chr7	TRUE	FALSE
Gm45861	chr8	FALSE	FALSE
Rab32	chr10	FALSE	FALSE
Vps37c	chr19	TRUE	FALSE
Mylip	chr13	TRUE	FALSE
Tepp	chr8	FALSE	FALSE
Rps24	chr14	FALSE	FALSE
Lce1j	chr3	FALSE	FALSE
Fbn1	chr2	FALSE	FALSE
Aph1b	chr9	TRUE	FALSE
Tada2b	chr5	FALSE	FALSE
Dsg2	chr18	FALSE	FALSE
Cpa5	chr6	FALSE	FALSE
Lamb1	chr12	FALSE	FALSE
Ezh2	chr6	TRUE	FALSE
Arhgap11a	chr2	FALSE	FALSE
Olfr657	chr7	FALSE	FALSE
Hspb11	chr4	TRUE	FALSE
Igsf8	chr1	TRUE	FALSE
Abca4	chr3	FALSE	FALSE
Trpv6	chr6	FALSE	FALSE
Egfl6	chrX	FALSE	FALSE
Siah2	chr3	TRUE	FALSE
1700012P22Rik	chr4	FALSE	FALSE
Gm49354	chr13	TRUE	FALSE
Mgat4d	chr8	FALSE	FALSE
Wdr66	chr5	FALSE	FALSE
St8sia3	chr18	TRUE	FALSE
Fbxo5	chr10	FALSE	FALSE
Crlf3	chr11	TRUE	FALSE
Gpr173	chrX	FALSE	FALSE
Lmcd1	chr6	FALSE	FALSE
Brk1	chr6	FALSE	FALSE
Agbl3	chr6	TRUE	FALSE
Pam	chr1	FALSE	TRUE
Ttc34	chr4	FALSE	FALSE
Asap1	chr15	FALSE	FALSE
Anapc7	chr5	FALSE	FALSE
Tfpi	chr2	FALSE	FALSE
Lgals8	chr13	TRUE	FALSE
Rbbp9	chr2	FALSE	FALSE
Alkbh8	chr9	FALSE	FALSE
Olfr1306	chr2	FALSE	FALSE
Coq4	chr2	FALSE	FALSE
Decr2	chr17	FALSE	FALSE
Vav3	chr3	FALSE	TRUE
Nkpd1	chr7	FALSE	FALSE
Scoc	chr8	FALSE	FALSE
Vmn1r40	chr6	FALSE	FALSE
Gm13420	chr2	FALSE	FALSE
Ccl28	chr13	FALSE	FALSE
Msr1	chr8	FALSE	FALSE
Pigr	chr1	FALSE	FALSE
Arpc1a	chr5	FALSE	FALSE
Alg6	chr4	FALSE	FALSE
Mccc1	chr3	TRUE	FALSE
Olfr351	chr2	FALSE	FALSE
Ncaph2	chr15	TRUE	FALSE
Bcl6b	chr11	FALSE	FALSE
Tchh	chr3	FALSE	FALSE
Gm6169	chr13	FALSE	FALSE
Mmp2	chr8	FALSE	FALSE
Ssbp3	chr4	TRUE	FALSE
Akt2	chr7	TRUE	FALSE
Myrf	chr19	FALSE	FALSE
Dcx	chrX	FALSE	FALSE
Fmnl1	chr11	TRUE	FALSE
Trmt44	chr5	FALSE	FALSE
Gm4788	chr1	FALSE	FALSE
Trmt112	chr19	TRUE	FALSE
Sec61a1	chr6	FALSE	FALSE
Xcl1	chr1	FALSE	FALSE
Asphd1	chr7	TRUE	FALSE
Arfgap2	chr2	TRUE	FALSE
Cables2	chr2	FALSE	FALSE
Col28a1	chr6	FALSE	TRUE
Olfr1508	chr14	FALSE	FALSE
Klhdc8b	chr9	FALSE	FALSE
Tinag	chr9	FALSE	FALSE
Mboat7	chr7	TRUE	FALSE
Akap17b	chrX	TRUE	FALSE
Gm17535	chr9	FALSE	FALSE
Rexo5	chr7	FALSE	FALSE
Ifih1	chr2	FALSE	FALSE
Flg2	chr3	FALSE	FALSE
Gm15446	chr5	TRUE	FALSE
Gdf11	chr10	FALSE	FALSE
Muc4	chr16	FALSE	FALSE
Ccdc30	chr4	FALSE	FALSE
Phf5a	chr15	FALSE	FALSE
Preb	chr5	TRUE	FALSE
Galnt15	chr14	TRUE	FALSE
Trmt1	chr8	FALSE	FALSE
Tmem9	chr1	FALSE	FALSE
Baiap2l2	chr15	FALSE	FALSE
Il4	chr11	FALSE	FALSE
Plce1	chr19	FALSE	TRUE
Flrt2	chr12	FALSE	FALSE
Tctn1	chr5	FALSE	FALSE
Smdt1	chr15	FALSE	FALSE
BC048679	chr7	TRUE	FALSE
Ets2	chr16	TRUE	FALSE
Mad2l2	chr4	FALSE	FALSE
Slc25a31	chr3	FALSE	FALSE
Gpx6	chr13	FALSE	FALSE
Olfr9	chr10	FALSE	FALSE
Cfap58	chr19	FALSE	FALSE
Tead4	chr6	TRUE	FALSE
Isy1	chr6	FALSE	FALSE
Bpifb3	chr2	FALSE	FALSE
Tsga10	chr1	TRUE	FALSE
Fbxo22	chr9	TRUE	FALSE
Poldip2	chr11	TRUE	FALSE
1110004F10Rik	chr7	FALSE	FALSE
Sephs1	chr2	TRUE	FALSE
Fgf3	chr7	FALSE	FALSE
Sec14l2	chr11	TRUE	FALSE
Trpv2	chr11	FALSE	FALSE
Ten1	chr11	FALSE	FALSE
Kcnv2	chr19	FALSE	FALSE
Cubn	chr2	FALSE	FALSE
C4b	chr17	FALSE	FALSE
Rab14	chr2	TRUE	FALSE
Shmt2	chr10	FALSE	FALSE
Jagn1	chr6	FALSE	FALSE
Rab19	chr6	FALSE	FALSE
9330182O14Rik	chr15	FALSE	FALSE
Unc13d	chr11	TRUE	FALSE
Capn15	chr17	TRUE	FALSE
Ang5	chr14	FALSE	FALSE
Hnrnpf	chr6	TRUE	FALSE
Glis3	chr19	FALSE	TRUE
Gmds	chr13	FALSE	TRUE
Pln	chr10	FALSE	FALSE
Vmn1r217	chr13	FALSE	FALSE
Olfr789	chr10	FALSE	FALSE
Tbx20	chr9	FALSE	FALSE
Ms4a10	chr19	FALSE	FALSE
Sh3yl1	chr12	TRUE	FALSE
Gsc	chr12	FALSE	FALSE
Rasl2-9	chr7	FALSE	FALSE
Vwc2	chr11	FALSE	FALSE
Npas3	chr12	FALSE	TRUE
Srpk1	chr17	FALSE	FALSE
Bsph2	chr7	FALSE	FALSE
Wsb1	chr11	FALSE	FALSE
H2bc21	chr3	TRUE	FALSE
Edn1	chr13	FALSE	FALSE
Pxdc1	chr13	FALSE	FALSE
Tex21	chr12	FALSE	FALSE
Slc22a2	chr17	FALSE	FALSE
Elmo2	chr2	TRUE	FALSE
Hsp90b1	chr10	TRUE	FALSE
Kank4	chr4	FALSE	FALSE
Galr1	chr18	FALSE	FALSE
Mkx	chr18	FALSE	FALSE
Ly96	chr1	FALSE	FALSE
B4galnt2	chr11	FALSE	FALSE
Anxa7	chr14	FALSE	FALSE
Gm8369	chr19	FALSE	FALSE
Ltbr	chr6	FALSE	FALSE
Neurl4	chr11	FALSE	FALSE
Pou6f2	chr13	FALSE	FALSE
Ica1l	chr1	FALSE	FALSE
Rab3il1	chr19	FALSE	FALSE
Olfr691	chr7	FALSE	FALSE
Arl14ep	chr2	TRUE	FALSE
Srsf12	chr4	TRUE	FALSE
Sult3a2	chr10	FALSE	FALSE
Olfr370	chr8	FALSE	FALSE
Flvcr2	chr12	FALSE	FALSE
Cdh15	chr8	TRUE	FALSE
Chic2	chr5	FALSE	FALSE
Polr3c	chr3	TRUE	FALSE
Olfr235	chr19	FALSE	FALSE
Apbb1	chr7	TRUE	FALSE
Mrpl40	chr16	TRUE	FALSE
ccdc198	chr14	FALSE	FALSE
Tmem117	chr15	TRUE	TRUE
Pebp1	chr5	FALSE	FALSE
Mrgprg	chr7	FALSE	FALSE
Vmn1r213	chr13	FALSE	FALSE
Ube2e2	chr14	TRUE	TRUE
Magea10	chrX	FALSE	FALSE
Oas1g	chr5	FALSE	FALSE
Cnga4	chr7	FALSE	FALSE
Olfr187	chr16	FALSE	FALSE
Evi2a	chr11	FALSE	FALSE
Lrrc43	chr5	FALSE	FALSE
Stag1	chr9	TRUE	TRUE
Cdh13	chr8	FALSE	FALSE
Zcwpw1	chr5	TRUE	FALSE
Ankrd52	chr10	TRUE	FALSE
4930402F06Rik	chr2	FALSE	FALSE
Zfp180	chr7	FALSE	FALSE
Hsd11b1	chr1	FALSE	FALSE
Gm10471	chr5	FALSE	FALSE
Cluh	chr11	TRUE	FALSE
Olfr159	chr4	FALSE	FALSE
Ppan	chr9	FALSE	FALSE
Adam12	chr7	FALSE	TRUE
1700088E04Rik	chr15	TRUE	FALSE
Cst12	chr2	FALSE	FALSE
Gm12830	chr4	FALSE	FALSE
Gm5269	chr1	FALSE	FALSE
Kng2	chr16	FALSE	FALSE
Hmgcr	chr13	TRUE	FALSE
Dmtf1	chr5	FALSE	FALSE
Tenm4	chr7	FALSE	TRUE
Sil1	chr18	TRUE	TRUE
Trp53inp1	chr4	TRUE	FALSE
Slc15a2	chr16	FALSE	FALSE
Usp27x	chrX	FALSE	FALSE
Oosp1	chr19	FALSE	FALSE
Ggt1	chr10	FALSE	FALSE
Gm15128	chrX	FALSE	FALSE
Impdh2	chr9	FALSE	FALSE
Btf3	chr13	TRUE	FALSE
Dennd2a	chr6	TRUE	FALSE
Olfr541	chr7	FALSE	FALSE
Serping1	chr2	TRUE	FALSE
Zfp710	chr7	TRUE	FALSE
Creg2	chr1	FALSE	FALSE
Slc17a7	chr7	TRUE	FALSE
Slc35d3	chr10	FALSE	FALSE
Hspb8	chr5	FALSE	FALSE
Tlr8	chrX	FALSE	FALSE
Rpp25l	chr4	TRUE	FALSE
Olfr551	chr7	FALSE	FALSE
Olfr536	chr7	FALSE	FALSE
Ddx11	chr17	FALSE	FALSE
Ccdc184	chr15	TRUE	FALSE
Coa7	chr4	TRUE	FALSE
Med21	chr6	TRUE	FALSE
Hmgcl	chr4	TRUE	FALSE
Kpna4	chr3	TRUE	FALSE
Pcdhb13	chr18	FALSE	FALSE
Gm49948	chr16	FALSE	FALSE
Shbg	chr11	FALSE	FALSE
Inhbc	chr10	FALSE	FALSE
Cdkn1b	chr6	TRUE	FALSE
Shcbp1	chr8	FALSE	FALSE
Tex38	chr4	FALSE	FALSE
Susd1	chr4	FALSE	FALSE
Ccdc117	chr11	FALSE	FALSE
Olfr148	chr9	FALSE	FALSE
Sorcs3	chr19	FALSE	TRUE
Prkch	chr12	FALSE	TRUE
Defb21	chr2	FALSE	FALSE
Adcyap1	chr17	FALSE	FALSE
Hmgn5	chrX	TRUE	FALSE
Kcnip1	chr11	FALSE	TRUE
4930595D18Rik	chr12	TRUE	FALSE
Smpdl3b	chr4	FALSE	FALSE
Cenpm	chr15	FALSE	FALSE
Gorasp1	chr9	FALSE	FALSE
Cts3	chr13	FALSE	FALSE
Ccdc47	chr11	FALSE	FALSE
Anxa11	chr14	FALSE	FALSE
Kif20a	chr18	FALSE	FALSE
Ct55	chrX	FALSE	FALSE
Tmem71	chr15	FALSE	FALSE
Scn2b	chr9	TRUE	FALSE
Olfr689	chr7	FALSE	FALSE
Fam161a	chr11	TRUE	FALSE
Cacng4	chr11	FALSE	FALSE
H2-Eb2	chr17	FALSE	FALSE
Smg7	chr1	FALSE	FALSE
Ccdc175	chr12	FALSE	FALSE
Eya2	chr2	FALSE	TRUE
Pdzrn4	chr15	FALSE	TRUE
Adamts10	chr17	TRUE	FALSE
Olfr107	chr17	FALSE	FALSE
2610002M06Rik	chrX	TRUE	FALSE
C77080	chr4	TRUE	FALSE
Ldb3	chr14	TRUE	FALSE
Tm4sf20	chr1	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
Plekha7	chr7	FALSE	TRUE
Jade1	chr3	TRUE	FALSE
Tmem8b	chr4	TRUE	FALSE
Bcas2	chr3	FALSE	FALSE
Slx4ip	chr2	TRUE	FALSE
Obsl1	chr1	TRUE	FALSE
Tmem265	chr7	FALSE	FALSE
Slirp	chr12	FALSE	FALSE
Fam199x	chrX	FALSE	FALSE
Chchd7	chr4	TRUE	FALSE
Fbl	chr7	FALSE	FALSE
Eef2k	chr7	TRUE	FALSE
Amfr	chr8	TRUE	FALSE
Myocd	chr11	FALSE	FALSE
