gene_name	chr	in_a_compartment	mch_sig
Mup5	chr4	FALSE	FALSE
Mcrip2	chr17	TRUE	FALSE
1700012P22Rik	chr4	FALSE	FALSE
Map11	chr5	TRUE	FALSE
Alkbh4	chr5	TRUE	FALSE
Rer1	chr4	TRUE	FALSE
Gm10767	chr13	TRUE	FALSE
B3gnt9	chr8	TRUE	FALSE
H2ax	chr9	TRUE	FALSE
Ncr1	chr7	FALSE	FALSE
Nppb	chr4	TRUE	FALSE
Nkapl	chr13	TRUE	FALSE
Gm49392	chr13	FALSE	FALSE
Zim1	chr7	FALSE	FALSE
Ccl2	chr11	FALSE	FALSE
Cyp4f37	chr17	FALSE	FALSE
Gpatch2	chr1	FALSE	FALSE
Msantd4	chr9	TRUE	FALSE
Jmjd6	chr11	TRUE	FALSE
Gm10999	chr8	FALSE	FALSE
Arfgap2	chr2	TRUE	FALSE
Pla2g12a	chr3	TRUE	FALSE
Vmn1r85	chr7	TRUE	FALSE
Triml2	chr8	FALSE	FALSE
Stmn1	chr4	TRUE	FALSE
Cd2bp2	chr7	TRUE	FALSE
Mrpl41	chr2	TRUE	FALSE
Aard	chr15	TRUE	FALSE
Mospd3	chr5	TRUE	FALSE
Guca1b	chr17	FALSE	FALSE
Rps24	chr14	TRUE	FALSE
Mmp13	chr9	FALSE	FALSE
Ganc	chr2	TRUE	FALSE
Olfr46	chr7	FALSE	FALSE
Arsk	chr13	TRUE	FALSE
Ubxn8	chr8	TRUE	FALSE
Dnajc2	chr5	TRUE	FALSE
Septin2	chr1	TRUE	FALSE
Pard6b	chr2	TRUE	FALSE
Pdia3	chr2	TRUE	FALSE
Pth2r	chr1	TRUE	FALSE
Lmod2	chr6	TRUE	FALSE
Sema3c	chr5	FALSE	FALSE
Smad5	chr13	TRUE	FALSE
Grwd1	chr7	TRUE	FALSE
Trmt5	chr12	TRUE	FALSE
Eif6	chr2	TRUE	FALSE
Psme3	chr11	TRUE	FALSE
Olfr74	chr2	FALSE	FALSE
Sec61g	chr11	FALSE	FALSE
Emc9	chr14	TRUE	FALSE
Hmgcs2	chr3	TRUE	FALSE
Rnf20	chr4	TRUE	FALSE
Ms4a8a	chr19	FALSE	FALSE
Tada2b	chr5	TRUE	FALSE
Ecd	chr14	TRUE	FALSE
Dedd2	chr7	TRUE	FALSE
Zfp414	chr17	TRUE	FALSE
Hes5	chr4	TRUE	FALSE
Olfr20	chr11	FALSE	FALSE
Grifin	chr5	TRUE	FALSE
Atg16l1	chr1	TRUE	FALSE
Igfbp6	chr15	TRUE	FALSE
Gm10375	chr14	FALSE	FALSE
Tmem252	chr19	TRUE	FALSE
Usp43	chr11	FALSE	FALSE
Gm49661	chr8	TRUE	FALSE
Tpsg1	chr17	FALSE	FALSE
Vstm4	chr14	FALSE	FALSE
Vmn1r200	chr13	FALSE	FALSE
Bap1	chr14	TRUE	FALSE
Vmn1r180	chr7	FALSE	FALSE
Sct	chr7	TRUE	FALSE
Gata2	chr6	TRUE	FALSE
Tmem205	chr9	TRUE	FALSE
Olfr453	chr6	TRUE	FALSE
Olfr1026	chr2	FALSE	FALSE
Gfm2	chr13	TRUE	FALSE
Olfr66	chr7	FALSE	FALSE
Olfr1202	chr2	FALSE	FALSE
Slc35g1	chr19	FALSE	FALSE
Ptov1	chr7	TRUE	FALSE
Pon3	chr6	FALSE	FALSE
Plac8l1	chr18	FALSE	FALSE
Olfr1086	chr2	FALSE	FALSE
Rasa4	chr5	TRUE	FALSE
Tmem230	chr2	TRUE	FALSE
Myef2	chr2	TRUE	FALSE
Oxct2a	chr4	TRUE	FALSE
Olfr355	chr2	FALSE	FALSE
Flvcr1	chr1	TRUE	FALSE
Klf10	chr15	TRUE	FALSE
Il18r1	chr1	FALSE	FALSE
Stfa1	chr16	FALSE	FALSE
Scd2	chr19	TRUE	FALSE
Uhrf1bp1	chr17	TRUE	FALSE
Gm11565	chr11	FALSE	FALSE
Spn	chr7	TRUE	FALSE
Dcun1d1	chr3	TRUE	FALSE
Lix1	chr17	FALSE	FALSE
Nkx2-9	chr12	FALSE	FALSE
Slamf8	chr1	TRUE	FALSE
Olfr444	chr6	FALSE	FALSE
Rsad2	chr12	TRUE	FALSE
Arl4d	chr11	TRUE	FALSE
Tfrc	chr16	TRUE	FALSE
Adamtsl4	chr3	TRUE	FALSE
Olfr586	chr7	FALSE	FALSE
Commd7	chr2	TRUE	FALSE
Oxtr	chr6	FALSE	FALSE
Cisd2	chr3	TRUE	FALSE
Glp2r	chr11	FALSE	FALSE
H13	chr2	FALSE	FALSE
Vmn2r111	chr17	FALSE	FALSE
Smim6	chr11	TRUE	FALSE
Nradd	chr9	TRUE	FALSE
Syce2	chr8	TRUE	FALSE
Spats2l	chr1	FALSE	FALSE
Gm11938	chr11	FALSE	FALSE
Edf1	chr2	TRUE	FALSE
Calm5	chr13	FALSE	FALSE
Csf2ra	chr19	FALSE	FALSE
Xbp1	chr11	TRUE	FALSE
Galr3	chr15	TRUE	FALSE
Col18a1	chr10	TRUE	FALSE
Slc25a30	chr14	TRUE	FALSE
Slc2a10	chr2	TRUE	FALSE
Maf	chr8	TRUE	FALSE
Pdzk1ip1	chr4	TRUE	FALSE
Speer4a	chr5	FALSE	FALSE
Zfp146	chr7	TRUE	FALSE
Olfr736	chr14	FALSE	FALSE
Il22ra1	chr4	FALSE	FALSE
Nipal2	chr15	TRUE	FALSE
Eno1b	chr18	FALSE	FALSE
S100a4	chr3	TRUE	FALSE
Mmp28	chr11	TRUE	FALSE
F2rl2	chr13	FALSE	FALSE
Ormdl3	chr11	TRUE	FALSE
Decr2	chr17	TRUE	FALSE
B4galt2	chr4	FALSE	FALSE
Mtf1	chr4	TRUE	FALSE
Slc17a7	chr7	TRUE	FALSE
Nrsn2	chr2	TRUE	FALSE
Bok	chr1	TRUE	FALSE
Aadacl2fm3	chr3	FALSE	FALSE
Rmdn3	chr2	TRUE	FALSE
Cul9	chr17	TRUE	FALSE
Uncx	chr5	TRUE	FALSE
Lhb	chr7	TRUE	FALSE
Olfr850	chr9	FALSE	FALSE
Aifm3	chr16	TRUE	FALSE
Vps52	chr17	TRUE	FALSE
Mrgpra3	chr7	FALSE	FALSE
Stac3	chr10	TRUE	FALSE
Mesp1	chr7	TRUE	FALSE
Vmn1r214	chr13	FALSE	FALSE
Ywhah	chr5	TRUE	FALSE
Scel	chr14	TRUE	FALSE
Map3k1	chr13	TRUE	FALSE
Slc6a1	chr6	TRUE	FALSE
Sprr2j-ps	chr3	FALSE	FALSE
Olfr1180	chr2	FALSE	FALSE
4930578I06Rik	chr14	TRUE	FALSE
Defb6	chr8	FALSE	FALSE
Usp21	chr1	TRUE	FALSE
Klk9	chr7	FALSE	FALSE
Fgf10	chr13	FALSE	FALSE
Car7	chr8	TRUE	FALSE
Olfr1208	chr2	FALSE	FALSE
Gm12887	chr4	FALSE	FALSE
Phospho1	chr11	TRUE	FALSE
1700034E13Rik	chr18	FALSE	FALSE
Gcnt7	chr2	TRUE	FALSE
Znrf4	chr17	TRUE	FALSE
Olfr1356	chr10	FALSE	FALSE
Olfr657	chr7	FALSE	FALSE
Zscan5b	chr7	TRUE	FALSE
Spem1	chr11	TRUE	FALSE
Olfr597	chr7	FALSE	FALSE
Emx2	chr19	FALSE	FALSE
Mrpl44	chr1	TRUE	FALSE
Olfr52	chr2	FALSE	FALSE
Cdnf	chr2	TRUE	FALSE
Adcyap1	chr17	FALSE	FALSE
Gm9918	chr15	TRUE	FALSE
Lrrc74b	chr16	TRUE	FALSE
Selenop	chr15	FALSE	FALSE
Ache	chr5	TRUE	FALSE
Rbpms	chr8	FALSE	FALSE
Olfr273	chr4	FALSE	FALSE
Adamtsl2	chr2	TRUE	FALSE
Kif20a	chr18	TRUE	FALSE
Tex33	chr15	TRUE	FALSE
Aacs	chr5	TRUE	FALSE
Crisp4	chr1	FALSE	FALSE
Ipo8	chr6	TRUE	FALSE
Pou4f1	chr14	TRUE	FALSE
Gm9508	chr10	TRUE	FALSE
Vmn2r50	chr7	FALSE	FALSE
Orm2	chr4	TRUE	FALSE
Olfr677	chr7	FALSE	FALSE
Pthlh	chr6	FALSE	FALSE
Vmn2r22	chr6	FALSE	FALSE
P2ry1	chr3	FALSE	FALSE
Zdhhc7	chr8	TRUE	FALSE
Gm266	chr12	TRUE	FALSE
Fbxo15	chr18	TRUE	FALSE
Klk5	chr7	FALSE	FALSE
Ncam2	chr16	FALSE	FALSE
Olfr1221	chr2	FALSE	FALSE
Olfr1002	chr2	FALSE	FALSE
Olfr134	chr17	FALSE	FALSE
Sap130	chr18	TRUE	FALSE
Tmem64	chr4	TRUE	FALSE
Epx	chr11	TRUE	FALSE
Pcbd1	chr10	FALSE	FALSE
Slc27a2	chr2	FALSE	FALSE
Ndufa4l2	chr10	TRUE	FALSE
Chchd10	chr10	TRUE	FALSE
Olfr141	chr2	FALSE	FALSE
Ccdc96	chr5	TRUE	FALSE
Prr13	chr15	TRUE	FALSE
Gm38655	chr17	TRUE	FALSE
Krba1	chr6	TRUE	FALSE
Ss18l1	chr2	TRUE	FALSE
Cggbp1	chr16	TRUE	FALSE
2210010C04Rik	chr6	FALSE	FALSE
Grp	chr18	TRUE	FALSE
Itpripl2	chr7	TRUE	FALSE
Ddx25	chr9	TRUE	FALSE
Tmem203	chr2	TRUE	FALSE
Olfr1287	chr2	FALSE	FALSE
Zbp1	chr2	FALSE	FALSE
Slc22a15	chr3	TRUE	FALSE
Orm3	chr4	TRUE	FALSE
Errfi1	chr4	TRUE	FALSE
Asb17	chr3	TRUE	FALSE
Samd7	chr3	TRUE	FALSE
Agl	chr3	TRUE	FALSE
Scn2b	chr9	TRUE	FALSE
Ifi27l2a	chr12	TRUE	FALSE
Skint2	chr4	FALSE	FALSE
Fhod1	chr8	TRUE	FALSE
Trp53rka	chr2	TRUE	FALSE
A630095N17Rik	chr1	TRUE	FALSE
1700031L13Rik	chr5	FALSE	FALSE
Svs5	chr2	FALSE	FALSE
Rad9a	chr19	TRUE	FALSE
Smox	chr2	TRUE	FALSE
Ccdc116	chr16	TRUE	FALSE
Pcolce	chr5	TRUE	FALSE
Dusp12	chr1	TRUE	FALSE
Ddx28	chr8	TRUE	FALSE
Grk2	chr19	TRUE	FALSE
Fpgt	chr3	FALSE	FALSE
Tbc1d10b	chr7	TRUE	FALSE
Rpl12	chr2	TRUE	FALSE
1810037I17Rik	chr3	TRUE	FALSE
Ptafr	chr4	TRUE	FALSE
Gm50367	chr17	TRUE	FALSE
Psmd2	chr16	TRUE	FALSE
1810065E05Rik	chr11	FALSE	FALSE
Ttpa	chr4	FALSE	FALSE
Itih2	chr2	FALSE	FALSE
Pigyl	chr9	TRUE	FALSE
H2bl1	chr13	TRUE	FALSE
Olfr747	chr14	FALSE	FALSE
Rep15	chr6	TRUE	FALSE
H1f0	chr15	TRUE	FALSE
Actl7a	chr4	FALSE	FALSE
1700013F07Rik	chr3	TRUE	FALSE
Vmn2r29	chr7	TRUE	FALSE
Gstp1	chr19	TRUE	FALSE
Ano8	chr8	TRUE	FALSE
Olfr1157	chr2	FALSE	FALSE
Rpl36	chr17	TRUE	FALSE
Zfp873	chr10	TRUE	FALSE
Fut2	chr7	TRUE	FALSE
Olfr1438-ps1	chr19	FALSE	FALSE
Hoxd8	chr2	TRUE	FALSE
Pmvk	chr3	TRUE	FALSE
Sftpb	chr6	TRUE	FALSE
Prr23a2	chr9	FALSE	FALSE
Chek1	chr9	FALSE	FALSE
Olfr1082	chr2	FALSE	FALSE
Pdzk1	chr3	TRUE	FALSE
Gm4787	chr12	TRUE	FALSE
Lipt1	chr1	TRUE	FALSE
Gm9602	chr14	FALSE	FALSE
Layn	chr9	TRUE	FALSE
Zfp772	chr7	TRUE	FALSE
Gm2956	chr14	FALSE	FALSE
Adam34l	chr8	FALSE	FALSE
2310033P09Rik	chr11	TRUE	FALSE
Slc23a3	chr1	TRUE	FALSE
Ppp1r9b	chr11	TRUE	FALSE
Gm11127	chr17	TRUE	FALSE
Matn4	chr2	FALSE	FALSE
Tmc1	chr19	FALSE	FALSE
Aldh1a1	chr19	FALSE	FALSE
Cyp4a31	chr4	FALSE	FALSE
2010003K11Rik	chr19	TRUE	FALSE
Olfr1367	chr13	TRUE	FALSE
Gpr15	chr16	FALSE	FALSE
Enam	chr5	FALSE	FALSE
Npw	chr17	TRUE	FALSE
Taar7f	chr10	TRUE	FALSE
Gucy2g	chr19	TRUE	FALSE
Hoxd4	chr2	TRUE	FALSE
Bambi	chr18	FALSE	FALSE
Dstn	chr2	TRUE	FALSE
Naif1	chr2	TRUE	FALSE
Spdye4c	chr2	FALSE	FALSE
Tob2	chr15	TRUE	FALSE
Vps28	chr15	TRUE	FALSE
Poldip2	chr11	TRUE	FALSE
Mmachc	chr4	TRUE	FALSE
Stxbp6	chr12	FALSE	FALSE
Olfr800	chr10	FALSE	FALSE
Krtap11-1	chr16	FALSE	FALSE
Gm9999	chr7	TRUE	FALSE
Klrb1c	chr6	FALSE	FALSE
Htr5a	chr5	FALSE	FALSE
Olfr1251	chr2	FALSE	FALSE
Olfr1043	chr2	FALSE	FALSE
Snrpa1	chr7	TRUE	FALSE
Qpct	chr17	FALSE	FALSE
Idi1	chr13	TRUE	FALSE
Cldn17	chr16	FALSE	FALSE
Mcoln3	chr3	FALSE	FALSE
Yod1	chr1	TRUE	FALSE
Fgf17	chr14	TRUE	FALSE
Gm11563	chr11	FALSE	FALSE
Gpcpd1	chr2	TRUE	FALSE
Nkx2-1	chr12	FALSE	FALSE
Vmn2r105	chr17	FALSE	FALSE
Pabpc6	chr17	FALSE	FALSE
Abca5	chr11	TRUE	FALSE
Spcs2	chr7	TRUE	FALSE
Homez	chr14	TRUE	FALSE
Zfp94	chr7	TRUE	FALSE
Thap3	chr4	TRUE	FALSE
2310057J18Rik	chr10	FALSE	FALSE
Polr2f	chr15	TRUE	FALSE
Gm17631	chr6	FALSE	FALSE
Fdft1	chr14	TRUE	FALSE
Olfr649	chr7	FALSE	FALSE
Zdhhc24	chr19	TRUE	FALSE
Tmub1	chr5	TRUE	FALSE
Egfl8	chr17	TRUE	FALSE
Osgin2	chr4	TRUE	FALSE
Reg3b	chr6	FALSE	FALSE
Sh3bp1	chr15	TRUE	FALSE
Tmem184a	chr5	TRUE	FALSE
Tmem74b	chr2	TRUE	FALSE
Dmrt3	chr19	FALSE	FALSE
Meltf	chr16	TRUE	FALSE
Prl3c1	chr13	FALSE	FALSE
Calhm1	chr19	TRUE	FALSE
Gtpbp6	chr5	TRUE	FALSE
Olfr1275	chr2	FALSE	FALSE
Olfr458	chr6	FALSE	FALSE
Aip	chr19	TRUE	FALSE
Sebox	chr11	TRUE	FALSE
Ubald2	chr11	TRUE	FALSE
Pglyrp3	chr3	FALSE	FALSE
Ddhd2	chr8	TRUE	FALSE
1700094D03Rik	chr3	TRUE	FALSE
Ndufa2	chr18	TRUE	FALSE
Olfr945	chr9	FALSE	FALSE
Snw1	chr12	TRUE	FALSE
Ccdc71	chr9	TRUE	FALSE
Gm13420	chr2	TRUE	FALSE
Gm8206	chr14	FALSE	FALSE
Gm3285	chr10	FALSE	FALSE
Zfp213	chr17	TRUE	FALSE
Tob1	chr11	TRUE	FALSE
Gcsh	chr8	TRUE	FALSE
Plin4	chr17	TRUE	FALSE
Rps18-ps5	chr13	FALSE	FALSE
Tm4sf20	chr1	TRUE	FALSE
Crxos	chr7	FALSE	FALSE
Mrpl10	chr11	TRUE	FALSE
Fbxo22	chr9	TRUE	FALSE
Acadsb	chr7	TRUE	FALSE
Fgf3	chr7	TRUE	FALSE
Eaf1	chr14	TRUE	FALSE
Gid4	chr11	TRUE	FALSE
Acsm4	chr7	TRUE	FALSE
Preb	chr5	TRUE	FALSE
Paox	chr7	TRUE	FALSE
Pnpla5	chr15	TRUE	FALSE
Nob1	chr8	TRUE	FALSE
Vmn1r124	chr7	FALSE	FALSE
Ghsr	chr3	FALSE	FALSE
Bcl6b	chr11	TRUE	FALSE
Magohb	chr6	FALSE	FALSE
Cntnap1	chr11	TRUE	FALSE
4930544D05Rik	chr11	TRUE	FALSE
Gdf11	chr10	TRUE	FALSE
Sh2d7	chr9	TRUE	FALSE
Rasl10b	chr11	TRUE	FALSE
Vmn2r45	chr7	FALSE	FALSE
Ifna16	chr4	FALSE	FALSE
Sstr4	chr2	FALSE	FALSE
Ppm1l	chr3	TRUE	FALSE
Fgf7	chr2	FALSE	FALSE
Ddo	chr10	TRUE	FALSE
Fbxo17	chr7	TRUE	FALSE
Scpep1	chr11	TRUE	FALSE
Cyp2d12	chr15	FALSE	FALSE
Hyls1	chr9	TRUE	FALSE
Cnpy3	chr17	TRUE	FALSE
Olfr1141	chr2	FALSE	FALSE
Mucl1	chr15	FALSE	FALSE
F2rl3	chr8	FALSE	FALSE
Tmem33	chr5	TRUE	FALSE
Lman2l	chr1	TRUE	FALSE
Vmn1r61	chr7	FALSE	FALSE
Csn1s2a	chr5	FALSE	FALSE
Tex36	chr7	TRUE	FALSE
Fbl	chr7	TRUE	FALSE
Grsf1	chr5	TRUE	FALSE
Psmb8	chr17	TRUE	FALSE
Olfr1318	chr2	FALSE	FALSE
Zfp629	chr7	TRUE	FALSE
Dmp1	chr5	FALSE	FALSE
Fap	chr2	FALSE	FALSE
Sox10	chr15	TRUE	FALSE
Agxt	chr1	TRUE	FALSE
Gpt	chr15	TRUE	FALSE
Gm13088	chr4	FALSE	FALSE
Ccl9	chr11	TRUE	FALSE
Muc3a	chr5	TRUE	FALSE
Coq4	chr2	TRUE	FALSE
Tbpl2	chr2	FALSE	FALSE
Olfr1448	chr19	FALSE	FALSE
Thnsl2	chr6	TRUE	FALSE
Foxred1	chr9	TRUE	FALSE
Aph1c	chr9	TRUE	FALSE
Taar8c	chr10	TRUE	FALSE
Wdr26	chr1	TRUE	FALSE
Nelfa	chr5	TRUE	FALSE
Gm14226	chr2	TRUE	FALSE
Zc2hc1c	chr12	TRUE	FALSE
Rnase11	chr14	TRUE	FALSE
Abhd5	chr9	TRUE	FALSE
Stat2	chr10	TRUE	FALSE
Tsnax	chr8	TRUE	FALSE
Olfr370	chr8	TRUE	FALSE
Gm5916	chr9	FALSE	FALSE
Prss29	chr17	FALSE	FALSE
Cntrob	chr11	TRUE	FALSE
Gm4846	chr1	TRUE	FALSE
Itga8	chr2	FALSE	FALSE
Acta2	chr19	FALSE	FALSE
Cfap206	chr4	TRUE	FALSE
Gm26566	chr4	TRUE	FALSE
Eif3k	chr7	TRUE	FALSE
Gadd45g	chr13	TRUE	FALSE
Ptprd	chr4	FALSE	FALSE
Pcgf1	chr6	TRUE	FALSE
Raver1	chr9	TRUE	FALSE
Olfr346	chr2	FALSE	FALSE
Trim30a	chr7	FALSE	FALSE
Rbm12b1	chr4	TRUE	FALSE
Numb	chr12	TRUE	FALSE
Klrb1a	chr6	FALSE	FALSE
Abhd4	chr14	TRUE	FALSE
Gm16253	chr3	TRUE	FALSE
Chrna9	chr5	FALSE	FALSE
Vmn2r43	chr7	FALSE	FALSE
Pramef20	chr4	FALSE	FALSE
Plaat5	chr19	FALSE	FALSE
Zfp93	chr7	TRUE	FALSE
Pdcd2	chr17	TRUE	FALSE
Olfr1368	chr13	TRUE	FALSE
Olfr1298	chr2	FALSE	FALSE
Fes	chr7	TRUE	FALSE
Lyar	chr5	TRUE	FALSE
Omt2b	chr9	FALSE	FALSE
Gm27235	chr9	FALSE	FALSE
Ceacam12	chr7	FALSE	FALSE
Enkd1	chr8	TRUE	FALSE
Nr0b2	chr4	TRUE	FALSE
H1f8	chr6	TRUE	FALSE
Pld3	chr7	TRUE	FALSE
Chrnd	chr1	TRUE	FALSE
Micu1	chr10	TRUE	FALSE
Olfr1449	chr19	FALSE	FALSE
Spast	chr17	TRUE	FALSE
Cyp2d9	chr15	FALSE	FALSE
Morn4	chr19	TRUE	FALSE
BC048671	chr6	TRUE	FALSE
Ccn1	chr3	FALSE	FALSE
Mutyh	chr4	TRUE	FALSE
Serpina11	chr12	FALSE	FALSE
Acaa1a	chr9	TRUE	FALSE
Aprt	chr8	TRUE	FALSE
Vmn1r4	chr6	TRUE	FALSE
Ctsr	chr13	FALSE	FALSE
Mfsd1	chr3	TRUE	FALSE
Gm17949	chr17	TRUE	FALSE
Klrd1	chr6	FALSE	FALSE
Nip7	chr8	TRUE	FALSE
Fam243	chr16	TRUE	FALSE
Vmn2r38	chr7	FALSE	FALSE
Dnaaf2	chr12	TRUE	FALSE
Gm5591	chr7	FALSE	FALSE
Vmn2r108	chr17	FALSE	FALSE
Srsf10	chr4	FALSE	FALSE
Sh3glb1	chr3	TRUE	FALSE
Rwdd2a	chr9	TRUE	FALSE
Nelfe	chr17	TRUE	FALSE
Zfp787	chr7	TRUE	FALSE
Elmod3	chr6	TRUE	FALSE
Slc52a3	chr2	TRUE	FALSE
Olfr135	chr17	FALSE	FALSE
Gabra6	chr11	TRUE	FALSE
Spry4	chr18	TRUE	FALSE
Ndufv2	chr17	TRUE	FALSE
Gm17416	chr2	FALSE	FALSE
Timm10	chr2	FALSE	FALSE
Rnf169	chr7	TRUE	FALSE
BC003965	chr17	TRUE	FALSE
Olfr860	chr9	FALSE	FALSE
Znrf3	chr11	TRUE	FALSE
Olfr1132	chr2	FALSE	FALSE
Ift46	chr9	TRUE	FALSE
Olfr204	chr16	FALSE	FALSE
Ltb	chr17	TRUE	FALSE
Terf2ip	chr8	TRUE	FALSE
Eno1	chr4	TRUE	FALSE
Mgmt	chr7	FALSE	FALSE
Ccdc182	chr11	TRUE	FALSE
Gm10801	chr2	FALSE	FALSE
Gzmc	chr14	FALSE	FALSE
Atp5l	chr9	TRUE	FALSE
0610030E20Rik	chr6	TRUE	FALSE
Vmn1r12	chr6	FALSE	FALSE
Fam110a	chr2	TRUE	FALSE
Tmem184c	chr8	TRUE	FALSE
Adh5	chr3	TRUE	FALSE
Klf4	chr4	FALSE	FALSE
Olfr1501	chr19	FALSE	FALSE
St8sia2	chr7	FALSE	FALSE
Cd300c2	chr11	TRUE	FALSE
Olfr290	chr7	FALSE	FALSE
Insm2	chr12	TRUE	FALSE
Apopt1	chr12	TRUE	FALSE
Dusp14	chr11	TRUE	FALSE
Rpl28	chr7	TRUE	FALSE
Abca3	chr17	TRUE	FALSE
Olfr669	chr7	FALSE	FALSE
Rln1	chr19	TRUE	FALSE
Vsig8	chr1	TRUE	FALSE
Uchl1	chr5	TRUE	FALSE
Cldn4	chr5	FALSE	FALSE
Cd68	chr11	TRUE	FALSE
Pomp	chr5	FALSE	FALSE
Riox1	chr12	TRUE	FALSE
Defa25	chr8	FALSE	FALSE
Fxyd3	chr7	TRUE	FALSE
Lrrc31	chr3	TRUE	FALSE
Spaca4	chr7	TRUE	FALSE
Hebp2	chr10	TRUE	FALSE
Etl4	chr2	FALSE	FALSE
Phf5a	chr15	TRUE	FALSE
Car9	chr4	TRUE	FALSE
Dipk1b	chr2	TRUE	FALSE
Gip	chr11	FALSE	FALSE
Dgkq	chr5	TRUE	FALSE
Cd177	chr7	FALSE	FALSE
Tlx2	chr6	TRUE	FALSE
Rps23rg1	chr8	TRUE	FALSE
Pelp1	chr11	TRUE	FALSE
Olfr1153	chr2	FALSE	FALSE
Gm10320	chr13	FALSE	FALSE
Bub1	chr2	TRUE	FALSE
Opalin	chr19	FALSE	FALSE
Tmed1	chr9	TRUE	FALSE
Mnt	chr11	TRUE	FALSE
Ptgr2	chr12	TRUE	FALSE
Ppp1r1a	chr15	TRUE	FALSE
Jph4	chr14	TRUE	FALSE
Gde1	chr7	TRUE	FALSE
Atp5g3	chr2	TRUE	FALSE
Smim24	chr10	TRUE	FALSE
Taar6	chr10	TRUE	FALSE
Ddit4	chr10	TRUE	FALSE
Mlf1	chr3	FALSE	FALSE
Gpalpp1	chr14	TRUE	FALSE
Trp53i11	chr2	TRUE	FALSE
Atp5o	chr16	TRUE	FALSE
Scgb3a1	chr11	FALSE	FALSE
Olfr1034	chr2	FALSE	FALSE
Capg	chr6	TRUE	FALSE
Dis3l	chr9	TRUE	FALSE
Urad	chr5	TRUE	FALSE
Ugt3a2	chr15	FALSE	FALSE
Gm4884	chr7	FALSE	FALSE
Usp17le	chr7	FALSE	FALSE
Adh1	chr3	FALSE	FALSE
Lsm11	chr11	TRUE	FALSE
Nlrc4	chr17	TRUE	FALSE
Pramef25	chr4	FALSE	FALSE
B020004J07Rik	chr4	FALSE	FALSE
Spint5	chr2	FALSE	FALSE
Ndor1	chr2	TRUE	FALSE
Tex12	chr9	TRUE	FALSE
Fbp2	chr13	FALSE	FALSE
Cyp2f2	chr7	FALSE	FALSE
Ccdc51	chr9	TRUE	FALSE
Gdf5	chr2	TRUE	FALSE
Akr1b8	chr6	TRUE	FALSE
Ccdc103	chr11	TRUE	FALSE
Smok2a	chr17	FALSE	FALSE
Zfp369	chr13	FALSE	FALSE
Chmp5	chr4	TRUE	FALSE
Lilrb4a	chr10	FALSE	FALSE
Plod2	chr9	FALSE	FALSE
Ninj1	chr13	TRUE	FALSE
Itga3	chr11	TRUE	FALSE
Commd8	chr5	FALSE	FALSE
Gm9833	chr3	TRUE	FALSE
Tmem240	chr4	TRUE	FALSE
Ddx19b	chr8	TRUE	FALSE
Spink8	chr9	TRUE	FALSE
Vax1	chr19	TRUE	FALSE
Slc38a7	chr8	TRUE	FALSE
Amer3	chr1	TRUE	FALSE
Lrrc8e	chr8	TRUE	FALSE
Ms4a5	chr19	FALSE	FALSE
Hnrnpa2b1	chr6	TRUE	FALSE
Pdha2	chr3	TRUE	FALSE
Cebpa	chr7	TRUE	FALSE
Fpr-rs3	chr17	FALSE	FALSE
Six2	chr17	FALSE	FALSE
Atad1	chr19	TRUE	FALSE
Akr1c12	chr13	FALSE	FALSE
Sf3b5	chr10	TRUE	FALSE
1700057G04Rik	chr9	FALSE	FALSE
Dcun1d2	chr8	TRUE	FALSE
Metrn	chr17	TRUE	FALSE
Ndufaf3	chr9	TRUE	FALSE
Ap2m1	chr16	TRUE	FALSE
Crygb	chr1	TRUE	FALSE
Ppp1r37	chr7	TRUE	FALSE
Olfr1311	chr2	FALSE	FALSE
Rnf34	chr5	TRUE	FALSE
Atp1b2	chr11	TRUE	FALSE
Krtap4-8	chr11	FALSE	FALSE
Trappc3	chr4	TRUE	FALSE
Olfr1231	chr2	FALSE	FALSE
Chd1l	chr3	FALSE	FALSE
Lcn8	chr2	TRUE	FALSE
Xdh	chr17	FALSE	FALSE
Sytl2	chr7	TRUE	FALSE
Fcer1g	chr1	TRUE	FALSE
Olfr731	chr14	FALSE	FALSE
Olfr828	chr9	FALSE	FALSE
Olfr729	chr14	FALSE	FALSE
4930572O03Rik	chr5	FALSE	FALSE
Muc1	chr3	TRUE	FALSE
Gm15737	chr6	FALSE	FALSE
Wnt8b	chr19	TRUE	FALSE
Akap8	chr17	TRUE	FALSE
Tnnc2	chr2	FALSE	FALSE
Olfr839-ps1	chr9	FALSE	FALSE
Vmn1r224	chr17	FALSE	FALSE
Cabs1	chr5	FALSE	FALSE
Rhpn1	chr15	TRUE	FALSE
Fam25c	chr14	TRUE	FALSE
Ahnak	chr19	TRUE	FALSE
Meox2	chr12	FALSE	FALSE
Micos13	chr17	TRUE	FALSE
Olfr62	chr4	FALSE	FALSE
Phf1	chr17	TRUE	FALSE
Tlcd2	chr11	TRUE	FALSE
Olfr785	chr10	FALSE	FALSE
Ttk	chr9	TRUE	FALSE
Hbb-bh2	chr7	FALSE	FALSE
Pigc	chr1	TRUE	FALSE
Cntn3	chr6	FALSE	FALSE
Cped1	chr6	FALSE	FALSE
Cops7b	chr1	TRUE	FALSE
Krt40	chr11	FALSE	FALSE
Oxld1	chr11	TRUE	FALSE
Adamts5	chr16	FALSE	FALSE
Lsm8	chr6	FALSE	FALSE
