gene_name	chr	pc_body_polycomb	mch_hyper
Shisal2a	chr4	TRUE	FALSE
Accsl	chr2	FALSE	FALSE
Eif2b3	chr4	FALSE	FALSE
Rhox11	chrX	FALSE	FALSE
Acot2	chr12	FALSE	FALSE
Myom1	chr17	FALSE	FALSE
Itgb3	chr11	FALSE	FALSE
Tbc1d16	chr11	FALSE	FALSE
Baalc	chr15	TRUE	FALSE
Olfr447	chr6	FALSE	FALSE
Gm26897	chr5	FALSE	FALSE
Mxra8	chr4	FALSE	FALSE
Olfr1061	chr2	FALSE	FALSE
Olfr889	chr9	FALSE	FALSE
Bri3bp	chr5	FALSE	FALSE
Denn2b	chr7	FALSE	FALSE
Ubash3b	chr9	FALSE	FALSE
Zfp251	chr15	FALSE	FALSE
Frem1	chr4	FALSE	TRUE
Csrp3	chr7	FALSE	FALSE
Gm49909	chr17	FALSE	FALSE
Smc2	chr4	FALSE	FALSE
Ubl5	chr9	FALSE	FALSE
Agxt	chr1	FALSE	FALSE
Itprip	chr19	TRUE	FALSE
Pdpk1	chr17	FALSE	FALSE
Vmn1r171	chr7	FALSE	FALSE
Cyp2u1	chr3	FALSE	FALSE
Gabarap	chr11	FALSE	FALSE
Klf10	chr15	FALSE	FALSE
Syt17	chr7	TRUE	FALSE
Mysm1	chr4	FALSE	FALSE
Tmem240	chr4	FALSE	FALSE
Olfr1279	chr2	FALSE	FALSE
Map3k14	chr11	FALSE	FALSE
Zfp775	chr6	FALSE	FALSE
Olfr1471	chr19	FALSE	FALSE
Ntpcr	chr8	FALSE	FALSE
Ssxa1	chrX	FALSE	FALSE
Pnkd	chr1	FALSE	FALSE
Ubap1l	chr9	FALSE	FALSE
Exosc7	chr9	FALSE	FALSE
Fbxo32	chr15	TRUE	FALSE
Pah	chr10	FALSE	FALSE
Ccdc136	chr6	FALSE	FALSE
Tnfrsf21	chr17	FALSE	FALSE
Fech	chr18	FALSE	FALSE
Tmbim6	chr15	FALSE	FALSE
Ankrd46	chr15	FALSE	FALSE
Plpp1	chr13	FALSE	FALSE
Mtrr	chr13	FALSE	FALSE
Smgc	chr15	FALSE	FALSE
Avpr1a	chr10	TRUE	FALSE
Taok1	chr11	FALSE	FALSE
Dcc	chr18	TRUE	FALSE
Atp2a3	chr11	TRUE	FALSE
4921511C20Rik	chrX	FALSE	FALSE
Lce1d	chr3	FALSE	FALSE
Miip	chr4	FALSE	FALSE
Pkd2l2	chr18	FALSE	FALSE
1700001K19Rik	chr12	FALSE	FALSE
Kcnf1	chr12	TRUE	FALSE
Fxyd3	chr7	FALSE	FALSE
Zfp182	chrX	FALSE	FALSE
Ar	chrX	TRUE	FALSE
Lrrtm1	chr6	TRUE	FALSE
4930595M18Rik	chrX	FALSE	FALSE
Dnm1l	chr16	FALSE	FALSE
Uck2	chr1	FALSE	FALSE
Gon7	chr12	FALSE	FALSE
Olfr1350	chr7	FALSE	FALSE
Gm14408	chr2	FALSE	FALSE
Chrnb3	chr8	FALSE	FALSE
Ms4a5	chr19	FALSE	FALSE
Zfp879	chr11	FALSE	FALSE
Mettl15	chr2	FALSE	FALSE
Pdha1	chrX	FALSE	FALSE
1700020L24Rik	chr11	FALSE	FALSE
Slc29a1	chr17	FALSE	FALSE
Scd2	chr19	FALSE	FALSE
Eppin	chr2	FALSE	FALSE
Sntb1	chr15	TRUE	FALSE
Ror1	chr4	FALSE	TRUE
Itk	chr11	FALSE	FALSE
Runx2	chr17	FALSE	FALSE
Dhcr7	chr7	FALSE	FALSE
Rangrf	chr11	FALSE	FALSE
Gorasp2	chr2	FALSE	FALSE
Taok2	chr7	FALSE	FALSE
AK157302	chr13	FALSE	FALSE
Mlh1	chr9	FALSE	FALSE
Rp1l1	chr14	TRUE	FALSE
Igfbp6	chr15	TRUE	FALSE
Scamp1	chr13	FALSE	FALSE
Foxred2	chr15	FALSE	FALSE
Jkamp	chr12	FALSE	FALSE
Ly6d	chr15	FALSE	FALSE
Tcl1	chr12	FALSE	FALSE
Qdpr	chr5	FALSE	FALSE
Papolg	chr11	FALSE	FALSE
Timd4	chr11	FALSE	FALSE
Bglap2	chr3	FALSE	FALSE
Gm6465	chr5	FALSE	FALSE
Cmtm1	chr8	FALSE	FALSE
Frmpd3	chrX	TRUE	FALSE
Cfap47	chrX	FALSE	FALSE
Scara3	chr14	TRUE	FALSE
Sctr	chr1	TRUE	FALSE
Fbxw10	chr11	FALSE	FALSE
Actn2	chr13	FALSE	FALSE
Plch2	chr4	FALSE	FALSE
Frat2	chr19	FALSE	FALSE
Tmem74b	chr2	TRUE	FALSE
Usp17le	chr7	FALSE	FALSE
Hs6st2	chrX	FALSE	FALSE
Tmem39a	chr16	FALSE	FALSE
Heph	chrX	FALSE	FALSE
Hectd2	chr19	FALSE	FALSE
Vsig8	chr1	TRUE	FALSE
Asrgl1	chr19	FALSE	FALSE
Pacrg	chr17	FALSE	FALSE
Fcamr	chr1	TRUE	FALSE
Duox2	chr2	TRUE	FALSE
Vrk2	chr11	TRUE	FALSE
4932415D10Rik	chr10	FALSE	FALSE
Ppp1r3b	chr8	TRUE	FALSE
H2-M3	chr17	FALSE	FALSE
Mrgprh	chr17	FALSE	FALSE
Glrp1	chr1	FALSE	FALSE
Acsm5	chr7	FALSE	FALSE
Zfp989	chr4	FALSE	FALSE
Olfr354	chr2	FALSE	FALSE
Rprd1b	chr2	FALSE	FALSE
Vmn2r94	chr17	FALSE	FALSE
Arntl	chr7	FALSE	FALSE
Sun5	chr2	FALSE	FALSE
Gng3	chr19	FALSE	FALSE
Sfi1	chr11	FALSE	FALSE
Card14	chr11	FALSE	FALSE
Gm17949	chr17	FALSE	FALSE
Ccdc74a	chr16	FALSE	FALSE
Pcdh18	chr3	TRUE	FALSE
Ivd	chr2	FALSE	FALSE
Kir3dl1	chrX	FALSE	FALSE
Sertad3	chr7	FALSE	FALSE
Ubxn6	chr17	FALSE	FALSE
Olfr1151	chr2	FALSE	FALSE
Tas2r114	chr6	FALSE	FALSE
Gm9833	chr3	TRUE	FALSE
Sde2	chr1	FALSE	FALSE
Madcam1	chr10	FALSE	FALSE
Phka2	chrX	FALSE	FALSE
Usp39	chr6	FALSE	FALSE
Macrod2	chr2	FALSE	TRUE
Stx4a	chr7	FALSE	FALSE
Atp6v0d2	chr4	FALSE	FALSE
Immp2l	chr12	FALSE	FALSE
Rpl11	chr4	FALSE	FALSE
Vmn1r220	chr13	FALSE	FALSE
Mthfr	chr4	FALSE	FALSE
Mbd3l2	chr9	FALSE	FALSE
Nlrp4a	chr7	FALSE	FALSE
Zdhhc8	chr16	FALSE	FALSE
Enc1	chr13	TRUE	FALSE
Znrd1	chr17	FALSE	FALSE
Hoxb2	chr11	TRUE	FALSE
Hdac5	chr11	FALSE	FALSE
Yrdc	chr4	FALSE	FALSE
Csn1s2a	chr5	FALSE	FALSE
Zbp1	chr2	FALSE	FALSE
Ssxb9	chrX	FALSE	FALSE
Gm8267	chr14	FALSE	FALSE
Slc35g1	chr19	FALSE	FALSE
Casq2	chr3	TRUE	FALSE
Mcfd2	chr17	FALSE	FALSE
Mier2	chr10	FALSE	FALSE
Abca14	chr7	FALSE	FALSE
Srsf10	chr4	FALSE	FALSE
Morn5	chr2	TRUE	FALSE
Fam8a1	chr13	FALSE	FALSE
Tmem251	chr12	FALSE	FALSE
Fsip2l	chrX	FALSE	FALSE
Agmo	chr12	FALSE	FALSE
Fcho1	chr8	FALSE	FALSE
Exosc10	chr4	FALSE	FALSE
Selenop	chr15	FALSE	FALSE
Nptx2	chr5	TRUE	FALSE
Slamf8	chr1	FALSE	FALSE
Vps52	chr17	FALSE	FALSE
Olfr881	chr9	FALSE	FALSE
Plb1	chr5	FALSE	FALSE
Zfp808	chr13	FALSE	FALSE
Ift27	chr15	FALSE	FALSE
Sumf2	chr5	FALSE	FALSE
Cnnm4	chr1	FALSE	FALSE
Hmbs	chr9	FALSE	FALSE
Xpo5	chr17	FALSE	FALSE
Rab31	chr17	FALSE	FALSE
Npy6r	chr18	FALSE	FALSE
Dnaaf2	chr12	FALSE	FALSE
Safb	chr17	FALSE	FALSE
Gdf2	chr14	FALSE	FALSE
Tdrp	chr8	TRUE	FALSE
Svbp	chr4	FALSE	FALSE
Chek1	chr9	FALSE	FALSE
Septin3	chr15	FALSE	FALSE
Cdkn2c	chr4	FALSE	FALSE
Stoml2	chr4	FALSE	FALSE
Pars2	chr4	FALSE	FALSE
Mrpl3	chr9	FALSE	FALSE
Zbtb7b	chr3	FALSE	FALSE
P2rx7	chr5	FALSE	FALSE
Rhox3g	chrX	FALSE	FALSE
Pid1	chr1	FALSE	FALSE
Pramel5	chr4	FALSE	FALSE
Tesmin	chr19	FALSE	FALSE
Ptma	chr1	FALSE	FALSE
Exoc1	chr5	FALSE	FALSE
Igfals	chr17	FALSE	FALSE
Olfr11	chr13	FALSE	FALSE
Cryab	chr9	FALSE	FALSE
Fga	chr3	FALSE	FALSE
Naa80	chr9	FALSE	FALSE
Zyg11a	chr4	TRUE	FALSE
Tigd4	chr3	TRUE	FALSE
Olfr473	chr7	FALSE	FALSE
Rrm1	chr7	FALSE	FALSE
A030005K14Rik	chr1	FALSE	FALSE
Cyp4f18	chr8	FALSE	FALSE
Tlcd2	chr11	FALSE	FALSE
Cks1b	chr3	FALSE	FALSE
Grcc10	chr6	FALSE	FALSE
Tfe3	chrX	FALSE	FALSE
Agrn	chr4	FALSE	FALSE
Ppp1r9b	chr11	FALSE	FALSE
Cd244a	chr1	FALSE	FALSE
Rpl10	chrX	FALSE	FALSE
Crnn	chr3	FALSE	FALSE
Pecam1	chr11	FALSE	FALSE
Olfr996	chr2	FALSE	FALSE
Rgs13	chr1	FALSE	FALSE
Car9	chr4	FALSE	FALSE
Taf7l2	chr10	FALSE	FALSE
Rdh8	chr9	FALSE	FALSE
Gm3045	chr13	FALSE	FALSE
Oprd1	chr4	TRUE	FALSE
Actrt3	chr3	FALSE	FALSE
Traf3ip2	chr10	FALSE	FALSE
Zfc3h1	chr10	FALSE	FALSE
Myo15	chr11	TRUE	FALSE
Ppp1r1c	chr2	FALSE	FALSE
Ces2f	chr8	FALSE	FALSE
Gstm6	chr3	FALSE	FALSE
Fundc2	chrX	FALSE	FALSE
Rgs21	chr1	FALSE	FALSE
Gm45716	chr11	FALSE	FALSE
Pelp1	chr11	FALSE	FALSE
Gm45902	chr2	FALSE	FALSE
Naip6	chr13	FALSE	FALSE
Dmtn	chr14	FALSE	FALSE
Nol4l	chr2	FALSE	FALSE
Golgb1	chr16	FALSE	FALSE
Alg3	chr16	FALSE	FALSE
Erg28	chr12	FALSE	FALSE
Olfr68	chr7	FALSE	FALSE
Gadl1	chr9	TRUE	FALSE
Pnpla5	chr15	FALSE	FALSE
Dynlt1f	chr17	FALSE	FALSE
Tdrd3	chr14	FALSE	FALSE
Nagpa	chr16	FALSE	FALSE
Ttc23l	chr15	FALSE	FALSE
Fbxo46	chr7	FALSE	FALSE
Amdhd1	chr10	FALSE	FALSE
Stard7	chr2	FALSE	FALSE
Slc39a2	chr14	FALSE	FALSE
Jph4	chr14	FALSE	FALSE
Adam30	chr3	FALSE	FALSE
Mapre1	chr2	FALSE	FALSE
Tescl	chr7	TRUE	FALSE
Sox10	chr15	TRUE	FALSE
Neil3	chr8	FALSE	FALSE
Reep5	chr18	FALSE	FALSE
Scara5	chr14	FALSE	FALSE
Ifne	chr4	FALSE	FALSE
Lsm6	chr8	FALSE	FALSE
Dlg3	chrX	FALSE	FALSE
Gm4841	chr18	FALSE	FALSE
Klk6	chr7	FALSE	FALSE
Fastkd3	chr13	FALSE	FALSE
Gm11042	chr12	FALSE	FALSE
Rbm24	chr13	FALSE	FALSE
Asb8	chr15	FALSE	FALSE
Snapc1l	chr12	FALSE	FALSE
Ipo5	chr14	FALSE	FALSE
Zfp839	chr12	FALSE	FALSE
Mc5r	chr18	FALSE	FALSE
1600012H06Rik	chr17	FALSE	FALSE
Paxip1	chr5	FALSE	FALSE
Gm17175	chr14	FALSE	FALSE
Asic2	chr11	TRUE	FALSE
Zfp735	chr11	FALSE	FALSE
Vmn2r22	chr6	FALSE	FALSE
Spata17	chr1	FALSE	FALSE
Prickle3	chrX	FALSE	FALSE
Gabra6	chr11	FALSE	FALSE
Ubxn10	chr4	FALSE	FALSE
Dll1	chr17	TRUE	FALSE
Lrrc30	chr17	TRUE	FALSE
Sdr16c5	chr4	FALSE	FALSE
Asxl3	chr18	FALSE	FALSE
Pde1b	chr15	FALSE	FALSE
Sox21	chr14	TRUE	FALSE
Aig1	chr10	FALSE	FALSE
Psmb7	chr2	FALSE	FALSE
Unk	chr11	FALSE	FALSE
Ceacam12	chr7	FALSE	FALSE
Vmn1r178	chr7	FALSE	FALSE
Wfdc12	chr2	FALSE	FALSE
Kcnj16	chr11	FALSE	FALSE
Tmem200b	chr4	TRUE	FALSE
Foxi2	chr7	TRUE	FALSE
Vgll2	chr10	TRUE	FALSE
Zfp950	chr19	FALSE	FALSE
Olfr165	chr16	FALSE	FALSE
Thpo	chr16	FALSE	FALSE
Lbhd1	chr19	FALSE	FALSE
Phax	chr18	FALSE	FALSE
Mrpl9	chr3	FALSE	FALSE
Ahcy	chr2	FALSE	FALSE
Mrgprf	chr7	FALSE	FALSE
Lepr	chr4	TRUE	FALSE
Klra10	chr6	FALSE	FALSE
Gm10563	chr4	FALSE	FALSE
Nudt22	chr19	FALSE	FALSE
Adgrg3	chr8	FALSE	FALSE
Plin4	chr17	FALSE	FALSE
Bhlhe23	chr2	TRUE	FALSE
Selp	chr1	FALSE	FALSE
Cep164	chr9	FALSE	FALSE
Olfr202	chr16	FALSE	FALSE
Pkp2	chr16	TRUE	FALSE
Zfp429	chr13	FALSE	FALSE
Nrep	chr18	FALSE	FALSE
Gm5169	chrX	FALSE	FALSE
Gabrr1	chr4	FALSE	FALSE
Zfp931	chr2	FALSE	FALSE
Aip	chr19	FALSE	FALSE
Prima1	chr12	TRUE	FALSE
Gm45194	chrX	TRUE	FALSE
Akr7a5	chr4	FALSE	FALSE
Tcp10b	chr17	FALSE	FALSE
Spata2l	chr8	FALSE	FALSE
Myh2	chr11	FALSE	FALSE
Ajm1	chr2	FALSE	FALSE
Wls	chr3	TRUE	FALSE
Arid3b	chr9	FALSE	FALSE
Tcap	chr11	FALSE	FALSE
Cyp2c29	chr19	FALSE	FALSE
Eif3k	chr7	FALSE	FALSE
Pigq	chr17	FALSE	FALSE
Rpl8	chr15	FALSE	FALSE
Wee2	chr6	FALSE	FALSE
Pglyrp3	chr3	FALSE	FALSE
Tsnax	chr8	FALSE	FALSE
Hnrnpdl	chr5	FALSE	FALSE
Dok5	chr2	FALSE	FALSE
Vmn1r120	chr7	FALSE	FALSE
Acot11	chr4	FALSE	FALSE
Phospho1	chr11	FALSE	FALSE
Kcnq3	chr15	FALSE	FALSE
4933402N22Rik	chr5	FALSE	FALSE
Gramd1b	chr9	FALSE	FALSE
Slc7a9	chr7	FALSE	FALSE
Epx	chr11	FALSE	FALSE
Cyp46a1	chr12	FALSE	FALSE
Akap8l	chr17	FALSE	FALSE
Plac8l1	chr18	FALSE	FALSE
Sgk1	chr10	FALSE	FALSE
B230307C23Rik	chr16	FALSE	FALSE
Olfr167	chr16	FALSE	FALSE
Smyd4	chr11	FALSE	FALSE
Rps6ka1	chr4	FALSE	FALSE
Zfp960	chr17	FALSE	FALSE
Hacd1	chr2	FALSE	FALSE
En2	chr5	FALSE	FALSE
Phf7	chr14	FALSE	FALSE
Zfp746	chr6	FALSE	FALSE
Mcm10	chr2	FALSE	FALSE
Mak	chr13	TRUE	FALSE
Dpagt1	chr9	FALSE	FALSE
Trat1	chr16	FALSE	FALSE
Klrb1a	chr6	FALSE	FALSE
Tnk2	chr16	FALSE	FALSE
Chrnd	chr1	FALSE	FALSE
Fshr	chr17	FALSE	FALSE
6030498E09Rik	chrX	FALSE	FALSE
Pstpip2	chr18	TRUE	FALSE
Scand1	chr2	FALSE	FALSE
Dusp12	chr1	FALSE	FALSE
Septin2	chr1	FALSE	FALSE
Vmn2r31	chr7	FALSE	FALSE
Rgl3	chr9	FALSE	FALSE
Bod1	chr11	FALSE	FALSE
Pdgfb	chr15	FALSE	FALSE
Dipk2a	chr9	FALSE	FALSE
1700029F12Rik	chr13	TRUE	FALSE
Bop1	chr15	FALSE	FALSE
Slc5a4a	chr10	FALSE	FALSE
Tmem109	chr19	FALSE	FALSE
Iqschfp	chr3	FALSE	TRUE
Cav1	chr6	TRUE	FALSE
Dntt	chr19	FALSE	FALSE
Pebp4	chr14	TRUE	FALSE
Gm37389	chr3	FALSE	FALSE
Vps4b	chr1	FALSE	FALSE
Aff1	chr5	FALSE	FALSE
Triml2	chr8	FALSE	FALSE
Fam71b	chr11	FALSE	FALSE
Bdkrb1	chr12	FALSE	FALSE
Olfr1228	chr2	FALSE	FALSE
Stac	chr9	TRUE	FALSE
Nectin2	chr7	FALSE	FALSE
Mamld1	chrX	FALSE	FALSE
Erich2	chr2	TRUE	FALSE
Mybl1	chr1	FALSE	FALSE
Polr2f	chr15	FALSE	FALSE
Pole2	chr12	FALSE	FALSE
Socs7	chr11	FALSE	FALSE
Vmn1r13	chr6	FALSE	FALSE
Snrpa	chr7	FALSE	FALSE
Cmtm2b	chr8	FALSE	FALSE
4930452B06Rik	chr14	FALSE	FALSE
Acsm2	chr7	FALSE	FALSE
Xkr5	chr8	TRUE	FALSE
Zfp36l3	chrX	FALSE	FALSE
Gm49358	chr10	FALSE	FALSE
Secisbp2	chr13	FALSE	FALSE
Dgcr8	chr16	FALSE	FALSE
Wdfy4	chr14	TRUE	FALSE
Ano8	chr8	FALSE	FALSE
Dcaf17	chr2	FALSE	FALSE
Abcc9	chr6	TRUE	FALSE
Etv1	chr12	FALSE	FALSE
Tcaim	chr9	FALSE	FALSE
Olfr1051	chr2	FALSE	FALSE
Slc32a1	chr2	TRUE	FALSE
Fance	chr17	FALSE	FALSE
Olfr1186	chr2	FALSE	FALSE
Plekha3	chr2	FALSE	FALSE
Drc1	chr5	FALSE	FALSE
Ntng1	chr3	FALSE	TRUE
Cisd2	chr3	FALSE	FALSE
Commd8	chr5	FALSE	FALSE
Bok	chr1	TRUE	FALSE
Aoc1	chr6	FALSE	FALSE
Ifitm2	chr7	TRUE	FALSE
Arl6ip1	chr7	FALSE	FALSE
Akap13	chr7	FALSE	FALSE
Gm17720	chr8	FALSE	FALSE
Olfr1197	chr2	FALSE	FALSE
Vmn1r160	chr7	FALSE	FALSE
Eef1a2	chr2	FALSE	FALSE
Tubgcp2	chr7	FALSE	FALSE
Kcnab3	chr11	FALSE	FALSE
Krt7	chr15	TRUE	FALSE
Col23a1	chr11	TRUE	FALSE
Tmem19	chr10	FALSE	FALSE
Mtbp	chr15	FALSE	FALSE
Insl3	chr8	TRUE	FALSE
Pitpnc1	chr11	FALSE	FALSE
Cdhr3	chr12	TRUE	FALSE
Cyp4a31	chr4	FALSE	FALSE
Lyar	chr5	FALSE	FALSE
Olfr1451	chr19	FALSE	FALSE
Olfr1265	chr2	FALSE	FALSE
Hoxa7	chr6	TRUE	FALSE
Hdc	chr2	FALSE	FALSE
1700067K01Rik	chr8	FALSE	FALSE
Adamtsl4	chr3	FALSE	FALSE
Vwa3a	chr7	FALSE	FALSE
Pole	chr5	FALSE	FALSE
Arhgef28	chr13	TRUE	FALSE
Olfr658	chr7	FALSE	FALSE
Tmem87a	chr2	FALSE	FALSE
Parp11	chr6	FALSE	FALSE
Atl1	chr12	FALSE	FALSE
Olfr588-ps1	chr7	FALSE	FALSE
Olfr744	chr14	FALSE	FALSE
Car11	chr7	FALSE	FALSE
Bbs9	chr9	TRUE	FALSE
Armc9	chr1	FALSE	FALSE
Abca1	chr4	FALSE	FALSE
Fam210a	chr18	FALSE	FALSE
Nek3	chr8	FALSE	FALSE
Olfr619	chr7	FALSE	FALSE
Sh3bgr	chr16	FALSE	FALSE
Olfr1014	chr2	FALSE	FALSE
Olfr371	chr8	FALSE	FALSE
Ftdc2	chr16	FALSE	FALSE
Arhgap22	chr14	FALSE	FALSE
9930111J21Rik1	chr11	FALSE	FALSE
Tbc1d8b	chrX	FALSE	FALSE
Smim7	chr8	FALSE	FALSE
Hdgfl1	chr13	FALSE	FALSE
Slc16a5	chr11	FALSE	FALSE
Gm8206	chr14	FALSE	FALSE
Olfr506	chr7	FALSE	FALSE
Dmp1	chr5	FALSE	FALSE
Gba2	chr4	FALSE	FALSE
Commd7	chr2	FALSE	FALSE
Cdk5rap2	chr4	FALSE	FALSE
Rab9	chrX	FALSE	FALSE
Ptpn5	chr7	TRUE	FALSE
Prdm9	chr17	FALSE	FALSE
Cfap299	chr5	TRUE	FALSE
Commd10	chr18	TRUE	FALSE
Tgds	chr14	FALSE	FALSE
Ilk	chr7	FALSE	FALSE
Olfr339	chr2	FALSE	FALSE
Lrrc74b	chr16	TRUE	FALSE
Ucp3	chr7	TRUE	FALSE
Rpl7	chr1	FALSE	FALSE
Ufm1	chr3	FALSE	FALSE
Ifi27l2b	chr12	FALSE	FALSE
Nop16	chr13	FALSE	FALSE
Ccl6	chr11	FALSE	FALSE
Ltbp4	chr7	FALSE	FALSE
Gldn	chr9	TRUE	FALSE
Shroom4	chrX	FALSE	FALSE
Adh5	chr3	FALSE	FALSE
Clec2g	chr6	FALSE	FALSE
Zfp442	chr2	FALSE	FALSE
Lima1	chr15	FALSE	FALSE
Naaladl1	chr19	FALSE	FALSE
Lrrc9	chr12	TRUE	FALSE
Nt5dc1	chr10	FALSE	FALSE
Rad23b	chr4	FALSE	FALSE
Wdr31	chr4	FALSE	FALSE
Hnrnpl	chr7	FALSE	FALSE
Hoxd4	chr2	TRUE	FALSE
Rgs4	chr1	TRUE	FALSE
A2m	chr6	TRUE	FALSE
Zw10	chr9	FALSE	FALSE
Syna	chr5	FALSE	FALSE
Slc52a3	chr2	TRUE	FALSE
Lrrc61	chr6	FALSE	FALSE
Olfr535	chr7	FALSE	FALSE
Ginm1	chr10	FALSE	FALSE
Tpmt	chr13	FALSE	FALSE
Klk1b1	chr7	FALSE	FALSE
Gm20219	chr17	FALSE	FALSE
Fastkd1	chr2	FALSE	FALSE
Pole4	chr6	FALSE	FALSE
Cntn5	chr9	TRUE	TRUE
Prodh2	chr7	FALSE	FALSE
Tmem115	chr9	FALSE	FALSE
Rbm7	chr9	FALSE	FALSE
Tdrkh	chr3	FALSE	FALSE
Tti1	chr2	FALSE	FALSE
Ucn3	chr13	FALSE	FALSE
Fam83d	chr2	TRUE	FALSE
Apaf1	chr10	FALSE	FALSE
Gm42688	chr6	FALSE	FALSE
Rsl1d1	chr16	FALSE	FALSE
4930596D02Rik	chr14	FALSE	FALSE
Krtap4-2	chr11	FALSE	FALSE
Olfr19	chr16	FALSE	FALSE
Sulf1	chr1	TRUE	FALSE
Dnah2	chr11	FALSE	FALSE
Olfr1480	chr19	FALSE	FALSE
Amer3	chr1	FALSE	FALSE
Olfr494	chr7	FALSE	FALSE
Zfp619	chr7	FALSE	FALSE
Gm10406	chr14	FALSE	FALSE
Tmem43	chr6	FALSE	FALSE
Olfr798	chr10	FALSE	FALSE
Gdf15	chr8	FALSE	FALSE
Sh3bp1	chr15	FALSE	FALSE
Shisa7	chr7	TRUE	FALSE
Tmem231	chr8	FALSE	FALSE
Zfp395	chr14	FALSE	FALSE
Kcnv1	chr15	TRUE	FALSE
Pign	chr1	FALSE	FALSE
Olfr267	chr4	FALSE	FALSE
Castor2	chr5	FALSE	FALSE
Olfr1507	chr14	FALSE	FALSE
Spr	chr6	FALSE	FALSE
Serpinb9	chr13	FALSE	FALSE
Pmvk	chr3	FALSE	FALSE
Rmdn3	chr2	FALSE	FALSE
Pogk	chr1	FALSE	FALSE
Arl5b	chr2	FALSE	FALSE
Mybpc1	chr10	TRUE	FALSE
Grin2d	chr7	TRUE	FALSE
Pth	chr7	FALSE	FALSE
Slc10a6	chr5	TRUE	FALSE
Eqtn	chr4	FALSE	FALSE
Sdcbp	chr4	FALSE	FALSE
Gm29695	chr1	FALSE	FALSE
Foxn4	chr5	TRUE	FALSE
Mapk1ip1l	chr14	FALSE	FALSE
Wfdc21	chr11	TRUE	FALSE
Ctsk	chr3	FALSE	FALSE
Gm20537	chr9	FALSE	FALSE
Zfp558	chr9	FALSE	FALSE
Gzmf	chr14	FALSE	FALSE
Gng11	chr6	TRUE	FALSE
Trp53i13	chr11	TRUE	FALSE
1810030O07Rik	chrX	FALSE	FALSE
Pomp	chr5	FALSE	FALSE
Ankrd28	chr14	FALSE	FALSE
Olfr433	chr1	FALSE	FALSE
Tafa1	chr6	TRUE	FALSE
Emb	chr13	FALSE	FALSE
Hspe1	chr1	FALSE	FALSE
Cpt1b	chr15	FALSE	FALSE
Gpnmb	chr6	TRUE	FALSE
Rpl18a	chr8	FALSE	FALSE
Hnrnpc	chr14	FALSE	FALSE
Slit3	chr11	FALSE	FALSE
Lrrc40	chr3	FALSE	FALSE
Lrrc8e	chr8	FALSE	FALSE
Cldn34c1	chrX	FALSE	FALSE
Fat1	chr8	FALSE	FALSE
Diaph2	chrX	FALSE	FALSE
Kif17	chr4	FALSE	FALSE
Zscan5b	chr7	FALSE	FALSE
Dyrk1b	chr7	FALSE	FALSE
Paxbp1	chr16	FALSE	FALSE
Atp6v0e	chr17	FALSE	FALSE
Map3k7cl	chr16	TRUE	FALSE
Jazf1	chr6	FALSE	FALSE
Clec2f	chr6	FALSE	FALSE
Gm4846	chr1	FALSE	FALSE
Fam219b	chr9	FALSE	FALSE
Thsd4	chr9	FALSE	FALSE
Glra3	chr8	TRUE	FALSE
Plg	chr17	FALSE	FALSE
Aadacl2fm3	chr3	FALSE	FALSE
Olfr874	chr9	FALSE	FALSE
Slc5a8	chr10	TRUE	FALSE
Afp	chr5	FALSE	FALSE
Saysd1	chr14	FALSE	FALSE
Egr4	chr6	FALSE	FALSE
Tle5	chr10	FALSE	FALSE
Gna13	chr11	FALSE	FALSE
Olfr1093	chr2	FALSE	FALSE
Slc25a37	chr14	FALSE	FALSE
Nob1	chr8	FALSE	FALSE
Zfp873	chr10	FALSE	FALSE
Klhdc7b	chr15	FALSE	FALSE
Actl10	chr2	FALSE	FALSE
Fras1	chr5	TRUE	FALSE
Tmem184c	chr8	FALSE	FALSE
Mks1	chr11	FALSE	FALSE
Olfr794	chr10	FALSE	FALSE
Rprm	chr2	TRUE	FALSE
Cpne3	chr4	FALSE	FALSE
Fcrl6	chr1	FALSE	FALSE
Taf13	chr3	FALSE	FALSE
Olfr1107	chr2	FALSE	FALSE
Tubb4b	chr2	FALSE	FALSE
Fgfr1op	chr17	FALSE	FALSE
Gja3	chr14	TRUE	FALSE
Plcl2	chr17	FALSE	FALSE
Dmrt3	chr19	TRUE	FALSE
Elmsan1	chr12	FALSE	FALSE
Nmur1	chr1	FALSE	FALSE
Cdk11b	chr4	FALSE	FALSE
Enam	chr5	FALSE	FALSE
Hnrnph3	chr10	FALSE	FALSE
Olfr90	chr17	FALSE	FALSE
Stard10	chr7	FALSE	FALSE
Mapkapk5	chr5	FALSE	FALSE
Acot4	chr12	FALSE	FALSE
Zfp831	chr2	TRUE	FALSE
Suds3	chr5	FALSE	FALSE
D13Ertd608e	chr13	TRUE	FALSE
Tmem256	chr11	FALSE	FALSE
Serpinb9f	chr13	FALSE	FALSE
E130114P18Rik	chr4	FALSE	TRUE
Kdm5a	chr6	FALSE	FALSE
B020004J07Rik	chr4	FALSE	FALSE
BC067074	chr13	FALSE	FALSE
Uap1l1	chr2	FALSE	FALSE
Zfp874a	chr13	FALSE	FALSE
Ctdspl	chr9	FALSE	FALSE
Gstp3	chr19	FALSE	FALSE
Trim54	chr5	TRUE	FALSE
Bves	chr10	TRUE	FALSE
Hsdl1	chr8	FALSE	FALSE
