gene_name	chr	h3k27me3_overlap	mch_sig
Gm14443	chr2	FALSE	FALSE
Manba	chr3	FALSE	FALSE
Hnrnpc	chr14	FALSE	FALSE
Tap2	chr17	FALSE	FALSE
Brf2	chr8	FALSE	FALSE
Plekhs1	chr19	FALSE	FALSE
Gm14401	chr2	FALSE	FALSE
Rgs22	chr15	TRUE	FALSE
Lin37	chr7	FALSE	FALSE
Gm15446	chr5	FALSE	FALSE
Olfr816	chr10	FALSE	FALSE
Olfr748	chr14	FALSE	FALSE
Pigq	chr17	FALSE	FALSE
Olfr582	chr7	FALSE	FALSE
Slc9a3r2	chr17	FALSE	FALSE
Nkx2-5	chr17	TRUE	FALSE
Zfp735	chr11	FALSE	FALSE
Mrpl18	chr17	FALSE	FALSE
Gm17268	chr11	FALSE	FALSE
Prodh2	chr7	FALSE	FALSE
Gmfb	chr14	FALSE	FALSE
Pard3	chr8	TRUE	FALSE
Rnasek	chr11	FALSE	FALSE
H2-M9	chr17	FALSE	FALSE
Prss38	chr11	FALSE	FALSE
Spice1	chr16	FALSE	FALSE
Gins3	chr8	FALSE	FALSE
Csmd1	chr8	TRUE	FALSE
Cilp2	chr8	TRUE	FALSE
Bcl2l14	chr6	FALSE	FALSE
H2al2a	chr2	FALSE	FALSE
Cycs	chr6	FALSE	FALSE
Cmtm5	chr14	TRUE	FALSE
Wfdc8	chr2	FALSE	FALSE
Dus4l	chr12	FALSE	FALSE
A130010J15Rik	chr1	FALSE	FALSE
0610009B22Rik	chr11	FALSE	FALSE
Meiob	chr17	TRUE	FALSE
Mfap1a	chr2	FALSE	FALSE
Speer4f1	chr5	FALSE	FALSE
Oosp1	chr19	FALSE	FALSE
H2-Eb2	chr17	TRUE	FALSE
Olfr1307	chr2	FALSE	FALSE
9330182O14Rik	chr15	FALSE	FALSE
1810009A15Rik	chr19	FALSE	FALSE
Rtl6	chr15	FALSE	FALSE
Gtf3c6	chr10	FALSE	FALSE
Olfr733	chr14	FALSE	FALSE
Ascl2	chr7	TRUE	FALSE
Spns2	chr11	TRUE	FALSE
Gm10318	chr10	FALSE	FALSE
Prok1	chr3	TRUE	FALSE
Oma1	chr4	FALSE	FALSE
Sec61a1	chr6	FALSE	FALSE
Pdlim4	chr11	TRUE	FALSE
Tmem88b	chr4	FALSE	FALSE
Rell2	chr18	FALSE	FALSE
Fam210b	chr2	FALSE	FALSE
Xkr5	chr8	TRUE	FALSE
Map1lc3a	chr2	FALSE	FALSE
Foxb1	chr9	TRUE	FALSE
Hmgcl	chr4	FALSE	FALSE
Gm5142	chr14	FALSE	FALSE
Stk19	chr17	FALSE	FALSE
Zfp963	chr8	FALSE	FALSE
Rbm24	chr13	FALSE	FALSE
Ptn	chr6	TRUE	FALSE
Eef1b2	chr1	FALSE	FALSE
Bmp1	chr14	FALSE	FALSE
Speer4d	chr5	FALSE	FALSE
Olfr275	chr4	FALSE	FALSE
Zrsr1	chr11	FALSE	FALSE
Cldn8	chr16	FALSE	FALSE
Olfr821	chr10	FALSE	FALSE
Rnf5	chr17	FALSE	FALSE
Npm2	chr14	FALSE	FALSE
Synpr	chr14	FALSE	FALSE
Olfr855	chr9	FALSE	FALSE
Tcea1	chr1	FALSE	FALSE
Cdk11b	chr4	FALSE	FALSE
Rgs2	chr1	FALSE	FALSE
Harbi1	chr2	FALSE	FALSE
Golt1b	chr6	FALSE	FALSE
Rsl1	chr13	FALSE	FALSE
Rbm8a2	chr1	FALSE	FALSE
D16Ertd472e	chr16	TRUE	FALSE
Paxbp1	chr16	FALSE	FALSE
Cldn22	chr8	TRUE	FALSE
Tmem52b	chr6	FALSE	FALSE
Arpc1a	chr5	FALSE	FALSE
Eif2b1	chr5	FALSE	FALSE
Chrna6	chr8	FALSE	FALSE
Col12a1	chr9	TRUE	FALSE
Irx3	chr8	TRUE	FALSE
Galr2	chr11	TRUE	FALSE
Dsc3	chr18	TRUE	FALSE
Prss39	chr1	FALSE	FALSE
Gm14406	chr2	FALSE	FALSE
Mphosph6	chr8	FALSE	FALSE
Olfr1426	chr19	FALSE	FALSE
Gm5414	chr15	FALSE	FALSE
Mymk	chr2	FALSE	FALSE
Olfr1291-ps1	chr2	FALSE	FALSE
Olfr1032	chr2	FALSE	FALSE
Ptgdr	chr14	TRUE	FALSE
Ifna11	chr4	FALSE	FALSE
Zfp442	chr2	FALSE	FALSE
Tigd5	chr15	FALSE	FALSE
Htr1a	chr13	TRUE	FALSE
Nrtn	chr17	TRUE	FALSE
Krr1	chr10	FALSE	FALSE
Ldhd	chr8	FALSE	FALSE
Psmc3	chr2	FALSE	FALSE
Slc16a5	chr11	FALSE	FALSE
Gm7145	chr1	FALSE	FALSE
Mtrr	chr13	FALSE	FALSE
Olfr1387	chr11	FALSE	FALSE
Prl3b1	chr13	FALSE	FALSE
9130409I23Rik	chr1	FALSE	FALSE
Ndufa5	chr6	FALSE	FALSE
Tsr3	chr17	FALSE	FALSE
Art2b	chr7	FALSE	FALSE
Olfr878	chr9	FALSE	FALSE
Olfr871	chr9	FALSE	FALSE
Mup7	chr4	FALSE	FALSE
Isy1	chr6	FALSE	FALSE
Gm49835	chr17	FALSE	FALSE
Myot	chr18	FALSE	FALSE
Lrrc40	chr3	FALSE	FALSE
Sparcl1	chr5	FALSE	FALSE
Mdh1	chr11	FALSE	FALSE
Cep72	chr13	FALSE	FALSE
Mrgprx2	chr7	FALSE	FALSE
Actg1	chr11	FALSE	FALSE
Ttc7	chr17	TRUE	FALSE
Endog	chr2	FALSE	FALSE
Klri2	chr6	FALSE	FALSE
Gsta1	chr9	FALSE	FALSE
Olfr206	chr16	FALSE	FALSE
Naip6	chr13	FALSE	FALSE
Gnat2	chr3	FALSE	FALSE
Ube2q1	chr3	FALSE	FALSE
Pigm	chr1	FALSE	FALSE
Krtap6-5	chr16	FALSE	FALSE
Gm8281	chr14	TRUE	FALSE
V1rd19	chr7	FALSE	FALSE
Spata16	chr3	TRUE	FALSE
Ttc9c	chr19	FALSE	FALSE
Cyp2u1	chr3	FALSE	FALSE
Fam98c	chr7	FALSE	FALSE
Fastkd1	chr2	FALSE	FALSE
Tbx6	chr7	FALSE	FALSE
Gnai1	chr5	FALSE	FALSE
Ints10	chr8	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Alkbh2	chr5	FALSE	FALSE
Bbof1	chr12	FALSE	FALSE
1700064H15Rik	chr3	FALSE	FALSE
Pjvk	chr2	FALSE	FALSE
Gm6619	chr6	FALSE	FALSE
Esp31	chr17	FALSE	FALSE
Prpf19	chr19	FALSE	FALSE
Prrxl1	chr14	TRUE	FALSE
Cited2	chr10	FALSE	FALSE
Mier2	chr10	FALSE	FALSE
Nps	chr7	FALSE	FALSE
Slc35b2	chr17	FALSE	FALSE
Zfp619	chr7	FALSE	FALSE
Tmem50b	chr16	FALSE	FALSE
Cyp4f18	chr8	FALSE	FALSE
Tsen54	chr11	FALSE	FALSE
Suox	chr10	FALSE	FALSE
Idh2	chr7	FALSE	FALSE
Zfp850	chr7	FALSE	FALSE
Cstdc6	chr16	FALSE	FALSE
Ugt1a10	chr1	FALSE	FALSE
Tspan8	chr10	FALSE	FALSE
Astn1	chr1	FALSE	FALSE
Irgq	chr7	FALSE	FALSE
6820408C15Rik	chr2	FALSE	FALSE
Fbxo46	chr7	FALSE	FALSE
Tgm3	chr2	FALSE	FALSE
Tcte2	chr17	FALSE	FALSE
Ccr10	chr11	FALSE	FALSE
Gm5152	chr5	FALSE	FALSE
Tmem217	chr17	FALSE	FALSE
Olfr486	chr7	FALSE	FALSE
Uqcrq	chr11	FALSE	FALSE
Sh2d4b	chr14	FALSE	FALSE
Ppil6	chr10	FALSE	FALSE
Scgb2b21	chr7	FALSE	FALSE
Txlna	chr4	FALSE	FALSE
Ap4b1	chr3	FALSE	FALSE
Eif3d	chr15	FALSE	FALSE
A26c2	chr7	FALSE	FALSE
Mien1	chr11	FALSE	FALSE
Vstm2b	chr7	TRUE	FALSE
Utp23	chr15	FALSE	FALSE
Bdh1	chr16	FALSE	FALSE
Dbt	chr3	FALSE	FALSE
Mrgprb4	chr7	FALSE	FALSE
Arl6ip4	chr5	FALSE	FALSE
Zscan12	chr13	FALSE	FALSE
Calhm5	chr10	FALSE	FALSE
Clba1	chr12	FALSE	FALSE
Faf2	chr13	FALSE	FALSE
Il15	chr8	TRUE	FALSE
Faap24	chr7	FALSE	FALSE
Olfr969	chr9	FALSE	FALSE
Endod1	chr9	FALSE	FALSE
Gm37389	chr3	FALSE	FALSE
Ahsg	chr16	FALSE	FALSE
Tmem121	chr12	FALSE	FALSE
Zfp628	chr7	FALSE	FALSE
Rab19	chr6	FALSE	FALSE
Rnaset2a	chr17	FALSE	FALSE
1600014C23Rik	chr17	FALSE	FALSE
Rhag	chr17	FALSE	FALSE
Acp2	chr2	FALSE	FALSE
Syncrip	chr9	FALSE	FALSE
Psg27	chr7	FALSE	FALSE
Olfr782	chr10	FALSE	FALSE
Sbk3	chr7	FALSE	FALSE
Timm50	chr7	FALSE	FALSE
Tgds	chr14	FALSE	FALSE
Rbp4	chr19	TRUE	FALSE
Nab2	chr10	FALSE	FALSE
Phf23	chr11	FALSE	FALSE
Gm17657	chr17	FALSE	FALSE
Chrng	chr1	TRUE	FALSE
Tfec	chr6	FALSE	FALSE
Esp4	chr17	FALSE	FALSE
Ccdc47	chr11	FALSE	FALSE
Smim26	chr2	FALSE	FALSE
Gpr17	chr18	TRUE	FALSE
Gm10153	chr7	FALSE	FALSE
Fsbp	chr4	FALSE	FALSE
C4b	chr17	TRUE	FALSE
Dcaf4	chr12	FALSE	FALSE
Ubap1l	chr9	FALSE	FALSE
Pgp	chr17	FALSE	FALSE
Tpt1	chr14	FALSE	FALSE
Ttll2	chr17	TRUE	FALSE
Olfr228	chr2	FALSE	FALSE
Olfr262	chr19	FALSE	FALSE
Phf7	chr14	FALSE	FALSE
Ms4a20	chr19	FALSE	FALSE
Esp22	chr17	FALSE	FALSE
Defb39	chr8	FALSE	FALSE
Olfr1053	chr2	FALSE	FALSE
Klf2	chr8	TRUE	FALSE
Tmbim6	chr15	FALSE	FALSE
Mboat1	chr13	TRUE	FALSE
Xpo1	chr11	FALSE	FALSE
Arl14ep	chr2	FALSE	FALSE
Agtr1b	chr3	FALSE	FALSE
Myoz1	chr14	FALSE	FALSE
Espl1	chr15	FALSE	FALSE
Crot	chr5	FALSE	FALSE
Cox8b	chr7	FALSE	FALSE
Rbp1	chr9	TRUE	FALSE
Bsph2	chr7	FALSE	FALSE
Gm19426	chr2	FALSE	FALSE
Bbs12	chr3	FALSE	FALSE
Ggn	chr7	TRUE	FALSE
Pusl1	chr4	FALSE	FALSE
Kcns3	chr12	TRUE	FALSE
Myh6	chr14	TRUE	FALSE
Prss33	chr17	TRUE	FALSE
Olfr97	chr17	FALSE	FALSE
Cct6b	chr11	FALSE	FALSE
Zfp874a	chr13	FALSE	FALSE
Pmepa1	chr2	TRUE	FALSE
Gm3259	chr5	FALSE	FALSE
Plekha3	chr2	FALSE	FALSE
Hoxc6	chr15	TRUE	FALSE
Ace3	chr11	FALSE	FALSE
Bag6	chr17	FALSE	FALSE
Spef1l	chr7	FALSE	FALSE
Cyp2g1	chr7	FALSE	FALSE
Hyal3	chr9	FALSE	FALSE
Nkpd1	chr7	TRUE	FALSE
Sox12	chr2	FALSE	FALSE
Obox2	chr7	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Olfr114	chr17	FALSE	FALSE
Jkamp	chr12	FALSE	FALSE
Olfr329	chr11	FALSE	FALSE
Pcdhb11	chr18	FALSE	FALSE
Snip1	chr4	FALSE	FALSE
H2-Q6	chr17	TRUE	FALSE
Cryga	chr1	FALSE	FALSE
Tex19.2	chr11	FALSE	FALSE
Gm17720	chr8	FALSE	FALSE
Med8	chr4	FALSE	FALSE
Tas2r117	chr6	FALSE	FALSE
Gja3	chr14	TRUE	FALSE
Prg3	chr2	FALSE	FALSE
Upf3a	chr8	FALSE	FALSE
Smgc	chr15	FALSE	FALSE
Supt5	chr7	FALSE	FALSE
Six3	chr17	TRUE	FALSE
Uba52	chr8	FALSE	FALSE
Smdt1	chr15	FALSE	FALSE
H2-DMb1	chr17	FALSE	FALSE
Setx	chr2	FALSE	FALSE
Obp2a	chr2	FALSE	FALSE
Ccng1	chr11	FALSE	FALSE
Slc26a1	chr5	FALSE	FALSE
4930433I11Rik	chr7	FALSE	FALSE
Tas2r110	chr6	FALSE	FALSE
Olfr902	chr9	FALSE	FALSE
Spatc1	chr15	TRUE	FALSE
Ahcy	chr2	FALSE	FALSE
Gm28372	chr2	FALSE	FALSE
Mplkip	chr13	FALSE	FALSE
Trmt1	chr8	FALSE	FALSE
Ubqln1	chr13	FALSE	FALSE
Kcnv2	chr19	FALSE	FALSE
Nckipsd	chr9	FALSE	FALSE
Aplp1	chr7	FALSE	FALSE
Cblb	chr16	FALSE	FALSE
Sult3a2	chr10	FALSE	FALSE
Gpd1	chr15	FALSE	FALSE
Scyl2	chr10	FALSE	FALSE
Vmn2r-ps130	chr17	FALSE	FALSE
Tdrkh	chr3	FALSE	FALSE
Defb35	chr8	FALSE	FALSE
Vmn1r181	chr7	FALSE	FALSE
Apela	chr8	TRUE	FALSE
Olfr1282	chr2	FALSE	FALSE
Ranbp6	chr19	FALSE	FALSE
Ctxn1	chr8	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Tmem42	chr9	FALSE	FALSE
Ppp1r8	chr4	FALSE	FALSE
Gpihbp1	chr15	FALSE	FALSE
Slc7a9	chr7	FALSE	FALSE
Gm17087	chr17	FALSE	FALSE
Ankle2	chr5	FALSE	FALSE
Zdhhc8	chr16	FALSE	FALSE
Fgf11	chr11	TRUE	FALSE
Hoxb6	chr11	TRUE	FALSE
Vmn1r223	chr13	FALSE	FALSE
Gm3512	chr14	TRUE	FALSE
Ceacam10	chr7	FALSE	FALSE
Vsig10l	chr7	FALSE	FALSE
Saxo2	chr7	FALSE	FALSE
Jph3	chr8	FALSE	FALSE
1700001K19Rik	chr12	FALSE	FALSE
Olfr1446	chr19	FALSE	FALSE
Bpifb2	chr2	FALSE	FALSE
Tpk1	chr6	FALSE	FALSE
Selenow	chr7	FALSE	FALSE
Vmn1r227	chr17	FALSE	FALSE
C1qtnf5	chr9	FALSE	FALSE
Zhx1	chr15	FALSE	FALSE
Fam207a	chr10	FALSE	FALSE
Cops4	chr5	FALSE	FALSE
Gata6	chr18	TRUE	FALSE
Ift27	chr15	FALSE	FALSE
Isca2	chr12	FALSE	FALSE
Ccdc81	chr7	FALSE	FALSE
Uqcrc2	chr7	FALSE	FALSE
Misp3	chr8	TRUE	FALSE
Cog7	chr7	FALSE	FALSE
Rpl32	chr6	FALSE	FALSE
Lhfpl2	chr13	TRUE	FALSE
Prmt7	chr8	FALSE	FALSE
Sncb	chr13	FALSE	FALSE
Toe1	chr4	FALSE	FALSE
Chchd7	chr4	FALSE	FALSE
Churc1	chr12	FALSE	FALSE
Clec4b2	chr6	FALSE	FALSE
Olfr642	chr7	FALSE	FALSE
Krt76	chr15	TRUE	FALSE
Eif3f	chr7	FALSE	FALSE
Kif20b	chr19	FALSE	FALSE
Mfsd4b1	chr10	FALSE	FALSE
Six1	chr12	TRUE	FALSE
Tubb5	chr17	FALSE	FALSE
Rbm46	chr3	TRUE	FALSE
Amn1	chr6	FALSE	FALSE
Gm10681	chr3	FALSE	FALSE
Gm6040	chr8	FALSE	FALSE
Vmn2r106	chr17	FALSE	FALSE
Med18	chr4	FALSE	FALSE
Cstb	chr10	FALSE	FALSE
Lrrc19	chr4	FALSE	FALSE
Vmn2r54	chr7	FALSE	FALSE
Olfr538	chr7	FALSE	FALSE
Tmem129	chr5	FALSE	FALSE
Yae1d1	chr13	FALSE	FALSE
Pofut2	chr10	FALSE	FALSE
Olfr406	chr11	FALSE	FALSE
Rab3a	chr8	FALSE	FALSE
Kng1	chr16	TRUE	FALSE
Hoxc11	chr15	TRUE	FALSE
Epha8	chr4	FALSE	FALSE
Brk1	chr6	FALSE	FALSE
Trim68	chr7	FALSE	FALSE
Sgcd	chr11	TRUE	FALSE
Rgs9bp	chr7	TRUE	FALSE
Ms4a10	chr19	FALSE	FALSE
Olfr1057	chr2	FALSE	FALSE
Olfr1431	chr19	FALSE	FALSE
Sde2	chr1	FALSE	FALSE
Apoa4	chr9	FALSE	FALSE
Krtap5-4	chr7	FALSE	FALSE
Stfa2	chr16	FALSE	FALSE
Zxdc	chr6	FALSE	FALSE
Upk1a	chr7	FALSE	FALSE
Gbp2b	chr3	FALSE	FALSE
Dus3l	chr17	FALSE	FALSE
Npy5r	chr8	TRUE	FALSE
Skor1	chr9	TRUE	FALSE
Spertl	chr14	TRUE	FALSE
Sprr3	chr3	FALSE	FALSE
Akap1	chr11	FALSE	FALSE
Gstt3	chr10	TRUE	FALSE
Serping1	chr2	FALSE	FALSE
Hspb9	chr11	FALSE	FALSE
Olfr1256	chr2	FALSE	FALSE
Oprm1	chr10	TRUE	FALSE
Sat2	chr11	FALSE	FALSE
Psmd4	chr3	FALSE	FALSE
Rnf7	chr9	FALSE	FALSE
Dlx1	chr2	TRUE	FALSE
Dsg1a	chr18	FALSE	FALSE
Lrrc61	chr6	FALSE	FALSE
1110059G10Rik	chr9	FALSE	FALSE
Klra7	chr6	FALSE	FALSE
Pam16	chr16	FALSE	FALSE
Trmo	chr4	FALSE	FALSE
Dhdh	chr7	FALSE	FALSE
Gdf1	chr8	FALSE	FALSE
Vmn2r88	chr14	FALSE	FALSE
Olfr504	chr7	FALSE	FALSE
Slc38a8	chr8	TRUE	FALSE
Olfr837	chr9	FALSE	FALSE
Zfp418	chr7	FALSE	FALSE
Mapkapk5	chr5	FALSE	FALSE
Clta	chr4	FALSE	FALSE
Chrm4	chr2	FALSE	FALSE
Fpr1	chr17	FALSE	FALSE
Mboat4	chr8	FALSE	FALSE
Pln	chr10	FALSE	FALSE
Hormad2	chr11	FALSE	FALSE
Vmn1r206	chr13	FALSE	FALSE
Cdhr1	chr14	TRUE	FALSE
Kcnj2	chr11	TRUE	FALSE
Sumf2	chr5	FALSE	FALSE
Arhgap11a	chr2	FALSE	FALSE
Cox7b2	chr5	FALSE	FALSE
Olfr1130	chr2	FALSE	FALSE
Prorsd1	chr11	FALSE	FALSE
Ddx20	chr3	FALSE	FALSE
Gcnt3	chr9	FALSE	FALSE
Cd300lb	chr11	FALSE	FALSE
Ube2v2	chr16	FALSE	FALSE
Gm21738	chr14	FALSE	FALSE
Ly6i	chr15	FALSE	FALSE
Gen1	chr12	FALSE	FALSE
Lrr1	chr12	FALSE	FALSE
Slc22a6	chr19	FALSE	FALSE
Bhlha15	chr5	FALSE	FALSE
Ndufa7	chr17	FALSE	FALSE
Sfta2	chr17	TRUE	FALSE
Fkbpl	chr17	FALSE	FALSE
A230072I06Rik	chr8	TRUE	FALSE
Gm21818	chr13	FALSE	FALSE
Prdm9	chr17	FALSE	FALSE
Rnf227	chr11	FALSE	FALSE
Ccdc117	chr11	FALSE	FALSE
Olfr1213	chr2	FALSE	FALSE
Olfr1375	chr11	FALSE	FALSE
Fam71b	chr11	FALSE	FALSE
Ppp1r14a	chr7	FALSE	FALSE
1700088E04Rik	chr15	FALSE	FALSE
Zfp688	chr7	FALSE	FALSE
Fam217a	chr13	TRUE	FALSE
Snx15	chr19	FALSE	FALSE
Olfr924	chr9	FALSE	FALSE
Gm10338	chr14	FALSE	FALSE
1700029F12Rik	chr13	TRUE	FALSE
Olfr806	chr10	FALSE	FALSE
Ftl1	chr7	FALSE	FALSE
9130230L23Rik	chr5	FALSE	FALSE
Aldh3a2	chr11	FALSE	FALSE
Stx6	chr1	FALSE	FALSE
Lyz2	chr10	FALSE	FALSE
Zfp511	chr7	FALSE	FALSE
Echdc3	chr2	FALSE	FALSE
Safb	chr17	FALSE	FALSE
Gm49325	chr10	FALSE	FALSE
Ripk4	chr16	TRUE	FALSE
Zfp558	chr9	FALSE	FALSE
Rasd1	chr11	FALSE	FALSE
Olfr1289	chr2	FALSE	FALSE
Dynll1	chr5	FALSE	FALSE
Olfr1232	chr2	FALSE	FALSE
Polh	chr17	FALSE	FALSE
Gbx2	chr1	TRUE	FALSE
B2m	chr2	FALSE	FALSE
Gm8773	chr5	TRUE	FALSE
Sox18	chr2	TRUE	FALSE
Sdr16c5	chr4	FALSE	FALSE
Olfr668	chr7	FALSE	FALSE
St6galnac5	chr3	TRUE	FALSE
Slc9a5	chr8	FALSE	FALSE
Olfr1469	chr19	FALSE	FALSE
Cib2	chr9	FALSE	FALSE
Catsperg1	chr7	FALSE	FALSE
Dll1	chr17	TRUE	FALSE
Vcpip1	chr1	FALSE	FALSE
Pcdh20	chr14	TRUE	FALSE
Slc9a8	chr2	FALSE	FALSE
Slc14a2	chr18	TRUE	FALSE
Rfx4	chr10	TRUE	FALSE
Olfr1342	chr4	FALSE	FALSE
Olfr1465	chr19	FALSE	FALSE
Sult1a1	chr7	FALSE	FALSE
Mbd3l2	chr9	FALSE	FALSE
Olfr1284	chr2	FALSE	FALSE
Mmel1	chr4	TRUE	FALSE
Ogg1	chr6	FALSE	FALSE
Tmbim4	chr10	TRUE	FALSE
Chchd4	chr6	FALSE	FALSE
Csnk1a1	chr18	FALSE	FALSE
Gm21663	chr5	FALSE	FALSE
Vmn1r217	chr13	FALSE	FALSE
Slc35f5	chr1	FALSE	FALSE
Cdk5r1	chr11	FALSE	FALSE
Olfr118	chr17	FALSE	FALSE
Mcrs1	chr15	FALSE	FALSE
Shisa8	chr15	FALSE	FALSE
Spryd7	chr14	FALSE	FALSE
Gm4356	chr17	FALSE	FALSE
Slc25a37	chr14	FALSE	FALSE
Rcl1	chr19	FALSE	FALSE
Olfr1098	chr2	FALSE	FALSE
Oat	chr7	FALSE	FALSE
Lonp1	chr17	FALSE	FALSE
Gm33543	chr10	FALSE	FALSE
Zfp108	chr7	FALSE	FALSE
Olfr8	chr10	FALSE	FALSE
Acbd3	chr1	FALSE	FALSE
Defb38	chr8	FALSE	FALSE
Wee1	chr7	FALSE	FALSE
Cks2	chr13	FALSE	FALSE
Igfals	chr17	FALSE	FALSE
Nop10	chr2	FALSE	FALSE
Olfr482	chr7	FALSE	FALSE
Fance	chr17	FALSE	FALSE
Gm10643	chr8	FALSE	FALSE
Irs3	chr5	TRUE	FALSE
Retnla	chr16	FALSE	FALSE
Atp6v1fnb	chr6	FALSE	FALSE
Zw10	chr9	FALSE	FALSE
Abhd16b	chr2	FALSE	FALSE
Gm525	chr11	FALSE	FALSE
Sprr2a1	chr3	FALSE	FALSE
Klf5	chr14	TRUE	FALSE
Olfr1134	chr2	FALSE	FALSE
Pigo	chr4	FALSE	FALSE
Dmac2	chr7	FALSE	FALSE
Rpl34	chr3	FALSE	FALSE
Gm2916	chr14	FALSE	FALSE
Rps27l	chr9	FALSE	FALSE
Cdh26	chr2	FALSE	FALSE
Alas1	chr9	FALSE	FALSE
Timm8a2	chr14	FALSE	FALSE
Slc5a2	chr7	FALSE	FALSE
Svip	chr7	FALSE	FALSE
Aqp11	chr7	FALSE	FALSE
AC147806.1	chr1	FALSE	FALSE
Adam25	chr8	FALSE	FALSE
Gm49403	chr19	FALSE	FALSE
Cenpn	chr8	FALSE	FALSE
Pan2	chr10	FALSE	FALSE
Fam214b	chr4	FALSE	FALSE
Kcna7	chr7	TRUE	FALSE
Olfr419	chr1	FALSE	FALSE
Trmt6	chr2	FALSE	FALSE
Olfr648	chr7	FALSE	FALSE
Rubcn	chr16	FALSE	FALSE
Lrp4	chr2	TRUE	FALSE
Lbp	chr2	FALSE	FALSE
Acad12	chr5	FALSE	FALSE
Tmem43	chr6	FALSE	FALSE
Ccnh	chr13	FALSE	FALSE
Megf9	chr4	FALSE	FALSE
Vmn1r86	chr7	FALSE	FALSE
Afp	chr5	FALSE	FALSE
Suz12	chr11	FALSE	FALSE
Mucl2	chr15	FALSE	FALSE
Krt2	chr15	TRUE	FALSE
Cops5	chr1	FALSE	FALSE
Mfge8	chr7	TRUE	FALSE
Gm5862	chr5	FALSE	FALSE
Olfr76	chr19	FALSE	FALSE
Fam162b	chr10	TRUE	FALSE
Rogdi	chr16	FALSE	FALSE
Dipk2a	chr9	FALSE	FALSE
Pigz	chr16	FALSE	FALSE
Dlx6	chr6	TRUE	FALSE
Olfr449	chr6	FALSE	FALSE
Olfr875	chr9	FALSE	FALSE
Olfr1220	chr2	FALSE	FALSE
Rfc3	chr5	FALSE	FALSE
Olfr291	chr7	FALSE	FALSE
Cdkn2c	chr4	FALSE	FALSE
Cebpzos	chr17	FALSE	FALSE
Spg21	chr9	FALSE	FALSE
C1rb	chr6	FALSE	FALSE
Card19	chr13	FALSE	FALSE
Serpinb9	chr13	FALSE	FALSE
Gykl1	chr18	FALSE	FALSE
Vmn1r14	chr6	FALSE	FALSE
Cyp2c37	chr19	FALSE	FALSE
Zfp1	chr8	FALSE	FALSE
1600012H06Rik	chr17	FALSE	FALSE
Lrfn1	chr7	FALSE	FALSE
Sco2	chr15	FALSE	FALSE
Olfr1255	chr2	FALSE	FALSE
Rbm15	chr3	FALSE	FALSE
Col6a4	chr9	FALSE	FALSE
Gimap6	chr6	FALSE	FALSE
Ces2f	chr8	FALSE	FALSE
Fam133b	chr5	FALSE	FALSE
Ghrh	chr2	FALSE	FALSE
Sva	chr6	FALSE	FALSE
1700123K08Rik	chr5	TRUE	FALSE
Reep2	chr18	FALSE	FALSE
Accsl	chr2	FALSE	FALSE
Trim54	chr5	TRUE	FALSE
Cfap52	chr11	FALSE	FALSE
H2az1	chr3	FALSE	FALSE
A730049H05Rik	chr6	TRUE	FALSE
Abra	chr15	FALSE	FALSE
Olfr307	chr7	FALSE	FALSE
Gstt4	chr10	FALSE	FALSE
Ctsk	chr3	FALSE	FALSE
Tcf21	chr10	TRUE	FALSE
Zfp641	chr15	FALSE	FALSE
Vmn1r128	chr7	FALSE	FALSE
Gm3106	chr5	FALSE	FALSE
Selenoh	chr2	FALSE	FALSE
Csta1	chr16	FALSE	FALSE
Slc46a3	chr5	FALSE	FALSE
Smim1	chr4	TRUE	FALSE
Dcdc2b	chr4	FALSE	FALSE
Fcgr2b	chr1	FALSE	FALSE
Aox3	chr1	TRUE	FALSE
Zkscan14	chr5	FALSE	FALSE
Etnk2	chr1	TRUE	FALSE
Gjd2	chr2	TRUE	FALSE
Ccdc190	chr1	FALSE	FALSE
Mup5	chr4	FALSE	FALSE
Mcrip2	chr17	FALSE	FALSE
1700012P22Rik	chr4	FALSE	FALSE
Map11	chr5	FALSE	FALSE
Alkbh4	chr5	FALSE	FALSE
Rer1	chr4	FALSE	FALSE
Gm10767	chr13	FALSE	FALSE
B3gnt9	chr8	FALSE	FALSE
H2ax	chr9	FALSE	FALSE
Ncr1	chr7	FALSE	FALSE
Nppb	chr4	FALSE	FALSE
Nkapl	chr13	FALSE	FALSE
Gm49392	chr13	TRUE	FALSE
Zim1	chr7	FALSE	FALSE
Ccl2	chr11	FALSE	FALSE
Cyp4f37	chr17	FALSE	FALSE
Gpatch2	chr1	FALSE	FALSE
Msantd4	chr9	FALSE	FALSE
Jmjd6	chr11	FALSE	FALSE
Gm10999	chr8	FALSE	FALSE
Arfgap2	chr2	FALSE	FALSE
Pla2g12a	chr3	FALSE	FALSE
Vmn1r85	chr7	FALSE	FALSE
Triml2	chr8	FALSE	FALSE
Stmn1	chr4	FALSE	FALSE
Cd2bp2	chr7	FALSE	FALSE
Mrpl41	chr2	FALSE	FALSE
Aard	chr15	FALSE	FALSE
Mospd3	chr5	FALSE	FALSE
Guca1b	chr17	FALSE	FALSE
Rps24	chr14	FALSE	FALSE
Mmp13	chr9	FALSE	FALSE
Ganc	chr2	FALSE	FALSE
Olfr46	chr7	FALSE	FALSE
