gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class	in_mecp2_no_mch	k119ub_signal_gain	k119ub_peak_gain
Rps9	ENSMUSG00000006333.14	chr7	3703992	3706897	2905	0.0130351114228993	0.0155002174704634	0.00246510604756418	-0.150213079246109	0.808503339269251	FALSE	0.0321190794805327	0.853818222715581	0.853818222715581	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.314163481203853	0.0660032360719081	0.0660032360719081	1	0	FALSE	0.0896539416728625	0.621777450639247	0.621777450639247	1	0	FALSE	1.00816	1.012724	0.00535	quantifiable	FALSE	TRUE	NA
Rgs4	ENSMUSG00000038530.11	chr1	169741476	169747642	6166	0.0175382306494022	0.0201943182580611	0.00265608760865892	0.0765578818281398	0.808519739540016	FALSE	0.145861865031792	0.562465628209287	0.562465628209287	3	0	FALSE	FALSE	Unchanged	Neither	0.379419039	0.000330708	0.000330708	1	1	TRUE	-0.346252605913908	0.122348941854976	0.122348941854976	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.448178163160495	0.0308431300494274	0.0308431300494274	2	1	TRUE	3.091334	3.88128	0.308642	quantifiable	FALSE	TRUE	TRUE
Syt8	ENSMUSG00000031098.18	chr7	142434849	142440396	5547	0.0367051822966499	0.0390134588608061	0.00230827656415615	-0.0597883487365147	0.80860060132171	FALSE	-0.136678719513621	0.496715798806328	0.496715798806328	3	0	FALSE	FALSE	Unchanged	Neither	0.169816837	0.095394035	0.095394035	2	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.187158386690664	0.323890052376216	0.00359875694950501	4	1	TRUE	2.626996	3.46882	0.373691	quantifiable	FALSE	TRUE	FALSE
Defb25	ENSMUSG00000074678.1	chr2	152622355	152623053	698	0.0178253678410627	0.011536668020998	-0.00628869982006473	-0.298229367214122	0.808697813175513	FALSE	-0.0454705755546754	1	1	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52582	0.680658	-0.954669	quantifiable	FALSE	FALSE	NA
Tcf4	ENSMUSG00000053477.17	chr18	69343355	69689079	345724	0.0187659906002328	0.020428363696516	0.00166237309628325	-0.0137268677476327	0.808697813175513	FALSE	0.649228555080472	0.0966817251999485	2.3175530770587e-05	68	3	TRUE	FALSE	Unchanged	Neither	1.622737654	8.27e-28	1.12e-36	11	7	TRUE	NA	NA	NA	NA	NA	NA	-0.413042487174356	0.00178997432831461	1.81973338949752e-17	54	34	TRUE	0.405823679130263	0.052782937573477	0.000182832952981506	51	4	TRUE	1.419166	1.808761	0.307597	quantifiable	FALSE	TRUE	TRUE
Tldc2	ENSMUSG00000074628.9	chr2	157087054	157096482	9428	0.034266471170615	0.034808151684766	0.000541680514150961	-0.0437649231581468	0.808697813175513	FALSE	0.00734873092848558	1	0.818744670896041	7	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.208415541994103	0.295186176759946	0.295186176759946	2	0	FALSE	1.975293	2.163758	0.118812	quantifiable	FALSE	TRUE	NA
Usb1	ENSMUSG00000031792.15	chr8	95332283	95347507	15224	0.0173837952046171	0.0184695403072999	0.00108574510268286	-0.0531784938684319	0.808707901588799	FALSE	-0.0227606402133714	0.923804114094856	0.861956069461414	3	0	FALSE	FALSE	Unchanged	Neither	0.162368515	0.300683811	0.300683811	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12161	1.144958	0.024886	quantifiable	FALSE	TRUE	FALSE
Ccdc178	ENSMUSG00000024306.13	chr18	21810892	22171442	360550	0.0140061297860704	0.0156500890869528	0.00164395930088238	-0.0139719348771822	0.808813276485466	FALSE	0.0164091586343812	1	0.938842526420425	11	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.198494130897869	0.346492035023542	0.346492035023542	1	0	FALSE	0.592808	0.484463	-0.206325	quantifiable	FALSE	FALSE	NA
Ubxn6	ENSMUSG00000019578.11	chr17	56067044	56075028	7984	0.0128688244198252	0.014369334768946	0.00150051034912087	0.0839472894682136	0.808813276485466	FALSE	0.0381889617911405	0.853619918094216	0.791225463983702	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.072767932025498	0.701295412458699	0.701295412458699	1	0	FALSE	0.595979	0.634937	0.067265	quantifiable	FALSE	TRUE	NA
Slc13a5	ENSMUSG00000020805.14	chr11	72241988	72267222	25234	0.0196312271787241	0.0220786210755994	0.00244739389687527	0.0354519403958922	0.80896520915754	FALSE	0.0237893489154688	0.908186588891939	0.908186588891939	1	0	FALSE	FALSE	Unchanged	Neither	-0.256725352	0.024488834	0.024488834	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.597808158320502	0.00339583656301526	0.00339583656301526	1	1	TRUE	1.454632	1.292317	-0.147061	quantifiable	FALSE	FALSE	FALSE
Smad7	ENSMUSG00000025880.11	chr18	75367528	75395935	28407	0.026662115418546	0.0278379579142396	0.00117584249569358	-0.03167508348111	0.809112147724278	FALSE	-0.0435249456765664	0.842626762083745	0.000774129010594424	18	1	TRUE	FALSE	Unchanged	Neither	0.010532895	0.930424935	0.077922322	10	0	FALSE	NA	NA	NA	NA	NA	NA	0.088294307416458	0.562362513341974	0.0335906218207351	5	1	TRUE	0.0362299077799962	0.865234612307592	0.000904093884593488	10	2	TRUE	3.605578	4.063496	0.163101	quantifiable	FALSE	TRUE	FALSE
Pou5f2	ENSMUSG00000093668.3	chr13	78024901	78026295	1394	0.0156381240934827	0.0161813165038676	0.000543192410384877	-0.205852347867442	0.809112147724278	FALSE	0.0152662022228767	0.957184311214988	0.957184311214988	6	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0154841063735294	0.95381926614972	0.372824670649572	2	0	FALSE	2.229822	2.737127	0.271495	quantifiable	FALSE	TRUE	NA
Ly6f	ENSMUSG00000022583.12	chr15	75268420	75272235	3815	0.0119676341622679	0.0144321473922538	0.00246451322998588	-0.136296330979912	0.809112147724278	FALSE	0.028407574711662	1	0.848021228138624	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.712936	0.518904	-0.336294	quantifiable	FALSE	FALSE	NA
Fastkd3	ENSMUSG00000021532.11	chr13	68582233	68592338	10105	0.0122963655563088	0.0131993844050833	0.000903018848774516	-0.0812316620905791	0.809159132217352	FALSE	-0.0243485290637769	0.908333887234227	0.908333887234227	2	0	FALSE	FALSE	Unchanged	Neither	0.652039932	1.27e-06	1.27e-06	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.911581	1.391095	0.509612	quantifiable	FALSE	TRUE	TRUE
Ttc22	ENSMUSG00000034919.2	chr4	106622431	106640189	17758	0.025359947082929	0.0253577093039622	-2.23777896683763e-06	-0.0395822342718455	0.809244164960314	FALSE	-0.0945863978071001	0.661402378652655	0.661402378652655	5	0	FALSE	FALSE	Unchanged	Neither	-0.051697237	0.63224793	0.63224793	1	0	FALSE	0.515933901779771	0.0237327068235268	0.0237327068235268	1	1	TRUE	-0.161762108560661	0.392065880413131	0.392065880413131	1	0	FALSE	0.00893891562681547	0.973583987892233	0.264716187628067	2	0	FALSE	2.277817	2.705889	0.228187	quantifiable	FALSE	TRUE	FALSE
Vgll2	ENSMUSG00000049641.15	chr10	52022501	52028471	5970	0.0217099619748479	0.0218590168136211	0.000149054838773251	-0.0803944673449672	0.809245272694814	FALSE	-0.0195826396333374	0.941726757446831	0.772595632299197	10	0	FALSE	FALSE	Unchanged	Neither	0.059492368	0.783460068	2.44e-07	4	2	TRUE	-0.378907063866469	0.0877167155287574	0.0877167155287574	2	0	FALSE	NA	NA	NA	NA	NA	NA	0.402969260335638	0.109082268604301	0.109082268604301	3	0	FALSE	5.437598	5.632284	0.048808	quantifiable	FALSE	TRUE	FALSE
Glra4	ENSMUSG00000018595.6	chrX	136757673	136780141	22468	0.0149518981779975	0.0170075852959042	0.00205568711790663	0.0525280678703594	0.809245272694814	FALSE	-0.0369826112909487	1	1	4	0	FALSE	FALSE	Unchanged	Neither	-0.695330447	0.000263493	0.000263493	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0509432860553649	0.833004351267135	0.833004351267135	1	0	FALSE	1.041178	0.923716	-0.141015	quantifiable	FALSE	FALSE	FALSE
Gm10406	ENSMUSG00000093985.7	chr14	7006114	7027449	21335	0.0141745539011615	0.0166129175414688	0.00243836364030734	0.0758937537075038	0.80962765803828	FALSE	-0.00294929712343119	0.993290379152363	0.745841687743944	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	-0.836811706080337	0.00252922067967141	0.00252922067967141	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0769425257826158	0.773875753765018	0.00532424841889715	4	3	TRUE	1.36057	2.058918	0.527837	quantifiable	FALSE	TRUE	NA
Klhl28	ENSMUSG00000020948.9	chr12	64938832	64965534	26702	0.0110918054860845	0.013409266549774	0.00231746106368951	0.0506959074479941	0.809866706829281	FALSE	0.0196518129043918	1	0.735191958789108	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45169	0.567411	0.229247	quantifiable	FALSE	TRUE	NA
Zfp948	ENSMUSG00000067931.6	chr17	21567007	21588699	21692	0.0113717035644352	0.0124479515797965	0.00107624801536133	-0.0536386686603923	0.810027430749042	FALSE	-0.0177330952389823	0.932418922186823	0.845140441689457	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.221561882804285	0.224419149784922	0.224419149784922	1	0	FALSE	0.281141718751454	0.0983933220286924	0.0983933220286924	2	0	FALSE	0.301953	0.281989	-0.056237	quantifiable	FALSE	FALSE	NA
Chgb	ENSMUSG00000027350.8	chr2	132781277	132795079	13802	0.0121960218385978	0.0149441491571632	0.0027481273185654	-0.0658653426551448	0.810503304961361	FALSE	-0.0729254665113753	0.719699930455733	0.719699930455733	5	0	FALSE	FALSE	Unchanged	Neither	0.88996309	2.7e-09	9.86e-36	3	3	TRUE	NA	NA	NA	NA	NA	NA	-0.0250437362134738	0.875793541845377	2.70508452241944e-58	5	2	TRUE	0.234773953344565	0.156255540847177	0.156255540847177	6	0	FALSE	1.644123	1.940722	0.212991	quantifiable	FALSE	TRUE	TRUE
Mettl18	ENSMUSG00000041396.13	chr1	163994888	163997243	2355	0.0137029974288301	0.0152117476503308	0.00150875022150072	0.154606952717648	0.810614477642128	FALSE	-0.0357390197630982	0.897543913271363	0.587475820821738	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0364754966397626	0.837839608837349	0.837839608837349	1	0	FALSE	NA	NA	NA	NA	NA	NA	1.826019	3.956381	1.029348	quantifiable	FALSE	TRUE	NA
Nhsl1	ENSMUSG00000039835.16	chr10	18318984	18533892	214908	0.029324407799739	0.0307967688880402	0.00147236108830118	-0.011686319136192	0.810619140843434	FALSE	0.000598151222444653	0.99838863552979	0.00823690724438306	32	1	TRUE	FALSE	Unchanged	Neither	0.700347749	5.48e-12	5.08e-18	16	11	TRUE	1.3688354449852	4.471579204919e-09	2.23082522534527e-23	5	3	TRUE	-0.747286283589084	8.61908136977214e-07	8.61908136977214e-07	1	1	TRUE	-0.13062595781372	0.48151846714653	0.0398447101996836	18	1	TRUE	2.334195	3.349714	0.482902	quantifiable	FALSE	TRUE	TRUE
5430402E10Rik	ENSMUSG00000044121.3	chrX	77919785	77925062	5277	0.0150502901755643	0.017544127520886	0.00249383734532173	0.22584587439615	0.810918534846296	FALSE	-0.1427527714298	0.580427010553129	0.580427010553129	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.207814	0.149373	NA	no_signal	FALSE	NA	NA
Purg	ENSMUSG00000049184.6	chr8	33386324	33417467	31143	0.0188055306202147	0.0202081113211994	0.00140258070098463	-0.0340904300392824	0.811030228777044	FALSE	-0.136432410864607	0.573371195826808	0.379915906034483	6	0	FALSE	FALSE	Unchanged	Neither	0.495747669	1.48e-05	1.48e-05	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.0267786424159123	0.8790372856889	0.8790372856889	1	0	FALSE	NA	NA	NA	NA	NA	NA	1.374573	1.547828	0.148786	quantifiable	FALSE	TRUE	TRUE
Piga	ENSMUSG00000031381.16	chrX	164419786	164433916	14130	0.0108909532073568	0.0127337952320427	0.0018428420246859	-0.0724937450747515	0.811204366887027	FALSE	-0.0258172347648352	0.921113815458326	0.921113815458326	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0680130636450103	0.708008607091711	0.708008607091711	1	0	FALSE	0.958391	1.10461	0.168717	quantifiable	FALSE	TRUE	NA
Neurog3	ENSMUSG00000044312.4	chr10	62133089	62134763	1674	0.0195810489171598	0.0192386389709791	-0.000342409946180764	-0.17831810078768	0.811266121901705	FALSE	-0.00616520944222117	0.981516246363142	0.899481105527832	2	0	FALSE	FALSE	Unchanged	Neither	-0.416311374	1.07e-05	1.07e-05	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.02832	6.195757	-0.362469	quantifiable	FALSE	FALSE	FALSE
Pdlim2	ENSMUSG00000022090.10	chr14	70164217	70177681	13464	0.026434710617541	0.0276663015568397	0.00123159093929871	-0.0443218085241581	0.811307107303419	FALSE	0.0222542323761141	0.921486138048046	0.517672541787055	8	0	FALSE	FALSE	Unchanged	Neither	0.143868373	0.271727689	2.9e-05	3	1	TRUE	0.0427457226598862	0.880257321545095	0.464673835956466	2	0	FALSE	NA	NA	NA	NA	NA	NA	0.175798258453703	0.360719832594831	0.263935029733285	5	0	FALSE	3.860875	5.357408	0.450694	quantifiable	FALSE	TRUE	FALSE
Taf10	ENSMUSG00000043866.11	chr7	105739392	105744361	4969	0.0135476006481078	0.0129249057325552	-0.000622694915552611	-0.110891268221959	0.811336505193418	FALSE	-0.0254457862495921	0.898911855698198	0.898911855698198	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0527388808565071	0.798401924438255	0.798401924438255	1	0	FALSE	0.0751704828857147	0.67479955621581	0.67479955621581	1	0	FALSE	0.848608	1.020218	0.214816	quantifiable	FALSE	TRUE	NA
Fgf8	ENSMUSG00000025219.13	chr19	45736797	45742915	6118	0.036597485009788	0.0341109492886153	-0.00248653572117268	-0.0626688488281219	0.811676964796317	FALSE	-0.227312417661409	0.385555447782569	0.0213596979556443	8	1	TRUE	FALSE	Unchanged	Neither	-0.181581185	0.035108868	0.035108868	1	1	TRUE	-0.0633764528150707	0.778228548909392	0.778228548909392	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.560823444620563	0.0191834851074248	2.49660533648264e-05	2	2	TRUE	6.986416	6.311194	-0.14193	quantifiable	FALSE	FALSE	FALSE
Fibin	ENSMUSG00000074971.4	chr2	110360916	110363183	2267	0.0175327192217637	0.0182476846411865	0.000714965419422838	0.151283873550017	0.811709851113503	FALSE	-0.0282726242367841	0.891606285516367	0.891606285516367	2	0	FALSE	FALSE	Unchanged	Neither	-0.128777992	0.410396741	0.410396741	1	0	FALSE	-0.0395250573869254	0.874225703071782	0.874225703071782	1	0	FALSE	NA	NA	NA	NA	NA	NA	-0.0712404125960473	0.753187681757979	0.272474202742496	2	0	FALSE	2.993059	2.707108	-0.134461	quantifiable	FALSE	FALSE	FALSE
Orai2	ENSMUSG00000039747.11	chr5	136147458	136170713	23255	0.0196568190218406	0.0212447290874637	0.00158791006562304	-0.0422235162975952	0.811934908540616	FALSE	-0.149742983807002	0.506478523373203	0.490107620645874	5	0	FALSE	FALSE	Unchanged	Neither	-0.05183212	0.794877663	0.794877663	1	0	FALSE	NA	NA	NA	NA	NA	NA	-0.0920040201361085	0.611251087005136	0.611251087005136	1	0	FALSE	-0.145182856767486	0.385895508480028	0.385895508480028	2	0	FALSE	0.413871	0.426366	0.028151	quantifiable	FALSE	TRUE	FALSE
Tcl1	ENSMUSG00000041359.14	chr12	105216749	105222793	6044	0.0151761568843576	0.0158595774182621	0.000683420533904482	-0.0850459933142552	0.811970300003496	FALSE	-0.128782739430427	0.566031616199604	0.247310274772942	13	0	FALSE	FALSE	Unchanged	Neither	-0.054966892	0.735511929	0.527070812	3	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0742595846420048	0.755534414340315	0.251406056142531	2	0	FALSE	1.256391	0.92587	-0.365564	quantifiable	FALSE	FALSE	FALSE
Klk1b9	ENSMUSG00000059042.3	chr7	43976060	43980376	4316	0.0159628737573055	0.0155715947142511	-0.000391279043054363	-0.122958022389525	0.812185146718424	FALSE	0.139580107738499	0.576421461110915	0.304963261439385	6	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.522798	0.37287	-0.325136	quantifiable	FALSE	FALSE	NA
Qprt	ENSMUSG00000030674.5	chr7	127107113	127122226	15113	0.0207245883184618	0.0247011542930458	0.00397656597458403	0.0459732951278905	0.812501427359622	FALSE	0.195126197968122	0.424269241472144	0.424269241472144	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	0.119135041204854	0.642906984797442	0.642906984797442	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.341924619618015	0.154800092072809	0.154800092072809	2	0	FALSE	0.939687	1.052585	0.134001	quantifiable	FALSE	TRUE	NA
Anapc13	ENSMUSG00000035048.13	chr9	102626295	102634425	8130	0.0177731107906507	0.0183732508374542	0.00060014004680348	-0.0717534833434907	0.812501427359622	FALSE	-0.0484155955974732	0.796798385427805	0.569568517266542	7	0	FALSE	FALSE	Unchanged	Neither	-0.045304755	0.793458955	0.793458955	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0513558812198408	0.804926121646055	0.222473592284403	3	0	FALSE	0.850248	1.24624	0.454091	quantifiable	FALSE	TRUE	FALSE
Cldn12	ENSMUSG00000046798.14	chr5	5489536	5514958	25422	0.0181132919876329	0.0198644554029038	0.00175116341527094	0.040213784809238	0.812687152580593	FALSE	-0.0302573466373533	0.849989143055747	0.849989143055747	2	0	FALSE	FALSE	Unchanged	Neither	0.56049464	0.000268089	0.000268089	2	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0142205653300482	0.926930094364476	0.625742373448786	2	0	FALSE	0.0140584302504299	0.942880108050213	0.85995895214642	2	0	FALSE	1.73569	2.28938	0.359615	quantifiable	FALSE	TRUE	TRUE
Prl7d1	ENSMUSG00000021348.3	chr13	27706336	27716736	10400	0.0127180172549916	0.0165187927778781	0.00380077552288652	0.071391840478221	0.812966553272402	FALSE	0.0691424526090001	1	1	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.504731	0.351836	-0.341719	quantifiable	FALSE	FALSE	NA
Hal	ENSMUSG00000020017.14	chr10	93488767	93519304	30537	0.021583347525799	0.0235121073163493	0.00192875979055024	-0.0309215765400659	0.81369543395051	FALSE	0.0206498780547655	0.925403746264068	0.0216600479499617	10	1	TRUE	FALSE	Unchanged	Neither	-0.029562267	0.814490796	0.000140417	2	1	TRUE	0.145019794734379	0.586238811336737	0.586238811336737	1	0	FALSE	NA	NA	NA	NA	NA	NA	-0.275285998041236	0.188955990495816	0.188955990495816	2	0	FALSE	1.468347	1.880116	0.314818	quantifiable	FALSE	TRUE	FALSE
Saraf	ENSMUSG00000031532.7	chr8	34154562	34170845	16283	0.0124728445433078	0.0137343946716215	0.00126155012831366	0.0598979110985231	0.813757389607912	FALSE	-0.209706048635812	0.379901554555308	0.379901554555308	2	0	FALSE	FALSE	Unchanged	Neither	0.754029464	8.24e-06	8.24e-06	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.116527978436723	0.502350282455319	0.502350282455319	1	0	FALSE	0.717434	0.899352	0.255815	quantifiable	FALSE	TRUE	TRUE
Atp8b2	ENSMUSG00000060671.12	chr3	89939480	89963508	24028	0.0145205315275419	0.0144735900712875	-4.69414562544231e-05	-0.0523723780787723	0.813863472679433	FALSE	-0.0294104070994319	0.908458443905731	0.282567925663028	6	0	FALSE	FALSE	Unchanged	Neither	0.572946138	4.66e-10	4.66e-10	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.0851874976212664	0.533336521971026	0.533336521971026	1	0	FALSE	0.283311418283278	0.139206312422254	0.139206312422254	5	0	FALSE	1.334679	1.454835	0.107386	quantifiable	FALSE	TRUE	TRUE
Asns	ENSMUSG00000029752.12	chr6	7675168	7693254	18086	0.0153174056287458	0.0177328457722545	0.00241544014350871	-0.0474208631516764	0.813961197978803	FALSE	-0.0793088619650469	0.695357174205401	0.415160555360704	10	0	FALSE	FALSE	Unchanged	Neither	0.669303378	1.65e-12	1.65e-12	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.169770739710454	0.3524927713911	0.3524927713911	1	0	FALSE	0.078631524345313	0.671047993241935	0.671047993241935	1	0	FALSE	1.300104	1.462247	0.146198	quantifiable	FALSE	TRUE	TRUE
Ly6k	ENSMUSG00000044678.11	chr15	74796873	74799986	3113	0.0241058317261163	0.0228450460555453	-0.001260785670571	-0.106387716046743	0.814182406246018	FALSE	0.0474522027060474	0.811809749058975	0.811809749058975	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.071133	0.97465	-0.112028	quantifiable	FALSE	FALSE	NA
Vps33a	ENSMUSG00000029434.12	chr5	123528658	123573038	44380	0.0132647734102846	0.0143768079943269	0.0011120345840423	-0.0389816160126282	0.814444814817583	FALSE	-0.0211190504155946	0.923804114094856	0.536465807479384	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0182151286968085	0.931209863551678	0.317156908103936	2	0	FALSE	0.211061	0.128101	NA	no_signal	FALSE	NA	NA
1700012A03Rik	ENSMUSG00000029766.7	chr6	32050245	32058921	8676	0.0217164791492735	0.0228356519900419	0.00111917284076848	-0.0570735507819067	0.814492068926549	FALSE	0.035815175860583	0.887518367723202	0.113536962115948	53	0	FALSE	FALSE	Unchanged	Neither	0.425599228	0.001567816	7.16e-26	21	9	TRUE	-0.723699024985998	0.000105177722808004	3.81793378772984e-24	37	34	TRUE	0.385096342545582	0.0575017280675769	0.0575017280675769	2	0	FALSE	0.322481692746566	0.12455422552179	9.58810585605113e-09	22	8	TRUE	1.791846	1.953137	0.111246	quantifiable	FALSE	TRUE	TRUE
Scgb1b20	ENSMUSG00000094978.2	chr7	33373233	33374559	1326	0.0140392558068797	0.0159223431869527	0.00188308738007303	-0.201564289946725	0.814914468288287	FALSE	0.0155122715812223	1	0.865388336005129	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.236254	0.137536	-0.351539	one_condition	FALSE	FALSE	NA
Gclm	ENSMUSG00000028124.15	chr3	122245556	122270732	25176	0.0138194941429003	0.0159362972052031	0.00211680306230284	0.0434250597562518	0.814914468288287	FALSE	-0.0461673971946441	1	0.00147034747043258	6	1	TRUE	FALSE	Unchanged	Neither	1.597502663	3.56e-24	3.56e-24	2	2	TRUE	3.61791358160929	2.01381270351543e-29	2.01381270351543e-29	1	1	TRUE	-1.32047172561438	1.19730373562672e-21	1.19730373562672e-21	1	1	TRUE	0.0910274521011641	0.63398542116113	7.18458499975318e-07	4	1	TRUE	0.803003	1.193803	0.466678	quantifiable	FALSE	TRUE	TRUE
Fam8a1	ENSMUSG00000069237.8	chr13	46669521	46678056	8535	0.0112979597459491	0.0138809907613304	0.00258303101538133	0.0833023066973062	0.814990193344715	FALSE	-0.187218330356171	0.459142999264277	0.459142999264277	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.096953657743937	0.609970478278757	0.565990083349197	3	0	FALSE	0.850878	0.932715	0.106219	quantifiable	FALSE	TRUE	NA
Ctsc	ENSMUSG00000030560.17	chr7	88278084	88310888	32804	0.0132800076985789	0.0160797056004783	0.00279969790189946	0.0386838424675079	0.815185069196007	FALSE	-0.0184301641431524	0.940849439073175	0.874892397128833	8	0	FALSE	FALSE	Unchanged	Neither	0.317331218	0.040012987	0.040012987	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.508826895927022	0.0355271204078424	1.66187682331161e-10	3	3	TRUE	0.640368	0.555483	-0.149814	quantifiable	FALSE	FALSE	TRUE
Rrp15	ENSMUSG00000001305.5	chr1	186720977	186749358	28381	0.0132649878303721	0.0138793140743126	0.000614326243940484	-0.0494333619659987	0.815432291040843	FALSE	-0.120360276484622	0.628756022955123	0.44142442432903	13	0	FALSE	FALSE	Unchanged	Neither	-0.074274657	0.777989068	0.05617334	3	0	FALSE	0.346117204994667	0.0723423299293281	0.0723423299293281	1	0	FALSE	-0.179965841633222	0.30913897627836	0.30913897627836	1	0	FALSE	0.10418464797672	0.56950455683246	0.0579525610236137	2	0	FALSE	0.927107	0.948127	0.026192	quantifiable	FALSE	TRUE	FALSE
