gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_sig	mecp2_direction	group	k119ub_fold	k119ub_fdr	k119ub_min_fdr	k119ub_n_peaks	k119ub_n_sig	k119ub_has_sig	k27me3_fold	k27me3_fdr	k27me3_min_fdr	k27me3_n_peaks	k27me3_n_sig	k27me3_has_sig	k27ac_fold	k27ac_fdr	k27ac_min_fdr	k27ac_n_peaks	k27ac_n_sig	k27ac_has_sig	atac_fold	atac_fdr	atac_min_fdr	atac_n_peaks	atac_n_sig	atac_has_sig	k119ub_gb_ctrl_signal	k119ub_gb_mut_signal	k119ub_gb_log2fc	k119ub_gb_class
E030018B13Rik	ENSMUSG00000095061.1	chr7	63916856	63920539	3683	0.0197991713811322	0.017919731021582	-0.00187944035955025	-0.24847088393854	0.553698697268615	FALSE	0.0324866040585476	0.883808800541124	0.000183503071423056	14	1	TRUE	FALSE	Unchanged	Neither	0.454321614	0.005961946	5.88e-08	2	2	TRUE	NA	NA	NA	NA	NA	NA	-0.12455000832112	0.356049153258954	5.93788204733173e-09	8	2	TRUE	0.13915513159476	0.462032823557808	0.0162515750322812	10	1	TRUE	1.436575	1.476479	0.034335	quantifiable
Gdf6	ENSMUSG00000051279.2	chr4	9844371	9862345	17974	0.0163876806081483	0.0181377115017366	0.00175003089358834	-0.112961980733427	0.55374978667351	FALSE	0.00798672886742521	0.971506939837733	0.762984142129723	5	0	FALSE	FALSE	Unchanged	Neither	-0.209338219	0.03250197	0.003500188	6	3	TRUE	-0.173532734894684	0.315981703336967	0.146284759871406	4	0	FALSE	NA	NA	NA	NA	NA	NA	1.6746541656929	6.81068781493871e-09	6.81068781493871e-09	3	2	TRUE	8.548493	7.506653	-0.18248	quantifiable
Adam29	ENSMUSG00000046258.4	chr8	55870911	55906948	36037	0.0115012368854208	0.0131577197510835	0.00165648286566274	-0.102993234905724	0.55374978667351	FALSE	-0.0803316652460325	1	0.942723442675084	11	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0337468684397617	0.901654860526426	0.901654860526426	1	0	FALSE	0.14892	0.098308	NA	no_signal
Vmn1r33	ENSMUSG00000059375.5	chr6	66610542	66618282	7740	0.0115756119826058	0.0128177094247398	0.00124209744213399	-0.204683255819088	0.55374978667351	FALSE	0.09508702665543	1	1	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.810702	0.322535	-0.925539	quantifiable
Asb8	ENSMUSG00000048175.13	chr15	98134636	98165625	30989	0.0184388729161075	0.0191541115671977	0.000715238651090241	-0.0811032464242612	0.55380451108931	FALSE	-0.000238901369443402	0.999557237788144	0.452378272934323	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.359591645484868	0.0199451507838676	5.42796662252507e-06	2	2	TRUE	0.0891909112942733	0.630162443684326	0.330045910096186	5	0	FALSE	0.727607	1.242205	0.625658	quantifiable
Cma1	ENSMUSG00000022225.7	chr14	55941450	55944675	3225	0.0261483748713131	0.0330104060645444	0.00686203119323131	0.200570340310722	0.55380451108931	FALSE	-0.0070855297884102	0.984161852850723	0.984161852850723	2	0	FALSE	FALSE	Unchanged	Neither	0.871923283	7.65e-11	7.65e-11	1	1	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.641649064915605	0.00049260920774679	0.00049260920774679	1	1	TRUE	2.530775	4.051976	0.635021	quantifiable
Gabrg2	ENSMUSG00000020436.17	chr11	41910202	42000857	90655	0.0233934539724377	0.0249403408297917	0.001546886857354	-0.0459606258531658	0.55380451108931	FALSE	-0.0600983034531531	0.797113789713332	2.31161617545712e-07	22	7	TRUE	FALSE	Unchanged	Neither	0.71915458	3.45e-08	3.45e-08	3	1	TRUE	NA	NA	NA	NA	NA	NA	-0.436499691831083	0.00591862026690947	0.00591862026690947	1	1	TRUE	0.0360352723650365	0.864881590011297	0.000123671922391151	12	5	TRUE	0.82013	1.020459	0.254057	quantifiable
Ush2a	ENSMUSG00000026609.15	chr1	188262022	188965041	703019	0.0185032342926077	0.0207631830106876	0.00225994871807987	0.0225868351886492	0.554004115327142	FALSE	0.0205068237188725	0.919245792857718	0.000162652288157051	89	6	TRUE	FALSE	Unchanged	Neither	0.044627069	0.792805904	2.06e-25	7	3	TRUE	0.563343157233546	0.0108407992652237	4.15760264349877e-24	15	10	TRUE	NA	NA	NA	NA	NA	NA	0.0429968877300676	0.864276335394082	3.65495993491794e-06	12	5	TRUE	1.073137	1.177174	0.111617	quantifiable
Gprc5d	ENSMUSG00000030205.15	chr6	135105990	135118283	12293	0.0157035304472538	0.0162853356262765	0.00058180517902269	-0.151861514845937	0.554004115327142	FALSE	0.0225935224228263	0.921499203188506	0.863688668506967	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	0.117854453140527	0.609371785724389	0.609371785724389	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.067397	0.988267	-0.0915	quantifiable
Ttc8	ENSMUSG00000021013.16	chr12	98920573	98983238	62665	0.0223956991241877	0.0232520363852558	0.00085633726106811	-0.0524049926901121	0.554085276560884	FALSE	-0.113105286778472	0.554609527902474	0.000199894240380033	28	2	TRUE	FALSE	Unchanged	Neither	0.546681417	4.67e-09	4.67e-09	5	3	TRUE	-0.594447518405266	0.0015650086905409	0.0015650086905409	1	1	TRUE	-0.30638662079771	0.0788055690785877	0.0788055690785877	2	0	FALSE	0.958455245921266	0.00419887521226575	0.00419887521226575	9	1	TRUE	0.79793	1.05838	0.32861	quantifiable
Eif4ebp3	ENSMUSG00000090264.1	chr18	36664059	36665917	1858	0.00780596038531393	0.0123646448541134	0.00455868446879951	0.486926379611437	0.5542817157046	FALSE	-0.021501132276604	0.931527895243899	0.931527895243899	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.650557	0.390417	-0.511976	quantifiable
Ppm1j	ENSMUSG00000002228.7	chr3	104781055	104786018	4963	0.0270497565408593	0.0265992859865618	-0.000450470554297477	-0.165365783580807	0.554396139268921	FALSE	-0.0584422319459305	0.748698148902421	0.748698148902421	1	0	FALSE	FALSE	Unchanged	Neither	-0.157664924	0.105673151	0.105673151	1	0	FALSE	-0.415960254031442	0.0181149831846646	0.0181149831846646	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.699216711168583	0.0117580210734875	0.0117580210734875	2	2	TRUE	5.42616	6.142282	0.172268	quantifiable
Tspyl4	ENSMUSG00000039485.8	chr10	34297441	34301320	3879	0.0130445585157238	0.0141610667017532	0.00111650818602934	-0.265604491649798	0.554561136066487	FALSE	-0.0535229994168608	0.802023590514243	0.60084941999996	4	0	FALSE	FALSE	Unchanged	Neither	0.395748676	0.000235615	0.000235615	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.0721193373856394	0.617637741798671	0.617637741798671	1	0	FALSE	0.199089341462887	0.214260870502748	0.214260870502748	1	0	FALSE	2.809891	3.206456	0.177438	quantifiable
Pcdh18	ENSMUSG00000037892.13	chr3	49743295	49757325	14030	0.0326428977647082	0.0330223540611112	0.000379456296403	-0.0840630164966435	0.554583941599664	FALSE	0.782599492880905	0.0227061480901954	7.21271484822027e-08	54	9	TRUE	TRUE	Gained	MeCP2_only	0.134753003	0.266205673	1.02e-22	12	9	TRUE	-0.172083620687843	0.402536442770652	3.79714399359351e-07	30	4	TRUE	NA	NA	NA	NA	NA	NA	0.571576983199894	0.0334124216055435	7.45952829442296e-08	6	3	TRUE	5.823077	7.032348	0.263155	quantifiable
Slc7a15	ENSMUSG00000020600.13	chr12	8528482	8599066	70584	0.0140457265597505	0.0157739756814026	0.00172824912165218	-0.0666139581830456	0.554587472100431	FALSE	-0.017286560412851	0.943064460834255	0.943064460834255	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0467050645371575	0.849273057843488	0.255284444891103	3	0	FALSE	0.565022	0.505387	-0.113946	quantifiable
Gpr21	ENSMUSG00000053164.6	chr2	37516331	37520603	4272	0.025319155387066	0.0237389409065861	-0.00158021448047992	-0.183259086460238	0.554587472100431	FALSE	0.00692064793094331	1	1	1	0	FALSE	FALSE	Unchanged	Neither	-0.079165493	0.654308062	0.654308062	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.111490558153109	0.483714451827397	0.483714451827397	1	0	FALSE	0.120357720124706	0.508857187567747	0.508857187567747	1	0	FALSE	2.000732	1.991411	-0.006068	quantifiable
Crygc	ENSMUSG00000025952.15	chr1	65071524	65073689	2165	0.0150712702849791	0.0151627550377387	9.14847527595901e-05	-0.346433119559635	0.554587472100431	FALSE	-0.0436558274594715	0.843182832816004	0.843182832816004	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.564416	1.134741	-0.397373	quantifiable
Gpr87	ENSMUSG00000051431.7	chr3	59178922	59195104	16182	0.0171039705181518	0.0175610948231008	0.000457124304948989	-0.106616722012908	0.554587472100431	FALSE	0.0583629304647716	0.808931112002695	0.708876445089102	6	0	FALSE	FALSE	Unchanged	Neither	1.233331858	4.47e-10	4.47e-10	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.697176897904278	4.87388965547157e-05	4.87388965547157e-05	1	1	TRUE	-0.0202663004769057	0.921253726251311	0.916379859309809	2	0	FALSE	1.345377	1.985823	0.494743	quantifiable
Fgr	ENSMUSG00000028874.14	chr4	132974094	133001910	27816	0.0327109706650551	0.0328220530761838	0.000111082411128706	-0.0630945790342241	0.554650956188405	FALSE	0.187109338386176	1	0.0449182911036502	8	1	TRUE	FALSE	Unchanged	Neither	0.045483096	0.783153511	0.783153511	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.258065179667461	0.215152648444076	0.00111813293403183	4	2	TRUE	1.327252	1.497154	0.15029	quantifiable
Amfr	ENSMUSG00000031751.14	chr8	93971587	94012842	41255	0.0153935180394548	0.0162876608962898	0.000894142856834979	-0.0911740105632038	0.554715880057618	FALSE	0.121042785017469	0.607023375849581	0.295408964050483	9	0	FALSE	FALSE	Unchanged	Neither	0.610725404	6.27e-07	6.27e-07	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.0473381841515772	0.797298542907799	0.0141288349152132	3	2	TRUE	0.222711611809147	0.278221442142562	0.222525033322134	6	0	FALSE	0.799769	0.86771	0.093031	quantifiable
Rhob	ENSMUSG00000054364.5	chr12	8497660	8500009	2349	0.0118487489319561	0.0189340525962066	0.00708530366425047	0.416386675592557	0.554720979015314	FALSE	0.216727738640264	0.379282387475336	0.320402533142669	25	0	FALSE	FALSE	Unchanged	Neither	0.413221601	0.000122721	4.34e-06	16	5	TRUE	-0.356711104860978	0.0469518353211857	0.000209611160496511	6	4	TRUE	0.399964763335732	0.00874327427066001	0.000309189003306374	4	4	TRUE	0.120668989666711	0.47904419662528	0.000468786382697085	11	6	TRUE	4.302841	4.152082	-0.048906	quantifiable
Odf2l	ENSMUSG00000028256.16	chr3	145118587	145153915	35328	0.0136786675900159	0.0142776227863054	0.000598955196289462	-0.0997227643800788	0.554781356572944	FALSE	-0.0408537835237346	0.806853280793953	0.57089257748383	8	0	FALSE	FALSE	Unchanged	Neither	0.579393194	0.023119478	0.023119478	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.2929109764403	0.058528633286486	0.058528633286486	1	0	FALSE	0.0807607084063031	0.656090253564851	0.656090253564851	1	0	FALSE	0.754667	0.797964	0.06269	quantifiable
Erich2	ENSMUSG00000075302.10	chr2	70508818	70540884	32066	0.0191787393861136	0.0213073977254589	0.00212865833934531	-0.0787827941300428	0.554802198736366	FALSE	-0.00775296353121369	0.979124684902912	0.979124684902912	2	0	FALSE	FALSE	Unchanged	Neither	0.113994283	0.302187146	0.302187146	1	0	FALSE	-0.902655160671321	5.35362036167778e-07	5.35362036167778e-07	2	1	TRUE	NA	NA	NA	NA	NA	NA	0.803605036008019	0.000916987696996187	0.000916987696996187	2	2	TRUE	0.805582	1.101096	0.365217	quantifiable
Magea8	ENSMUSG00000079350.2	chrX	154985774	154995850	10076	0.0119884020448258	0.0135436423919818	0.00155524034715605	-0.200986669673114	0.555042996005266	FALSE	-0.0174422969344016	1	1	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.291669	0.174409	-0.375318	one_condition
Tox3	ENSMUSG00000043668.13	chr8	90247039	90348343	101304	0.02908551167513	0.0312091980897002	0.0021236864145702	0.0348213543816895	0.555073391186679	FALSE	0.024326262763667	0.915059092448666	3.63666968633876e-07	109	7	TRUE	FALSE	Unchanged	Neither	0.098666098	0.439944104	1.46e-12	25	15	TRUE	-0.378775460173453	0.0300765486850256	4.92610939743431e-07	40	16	TRUE	NA	NA	NA	NA	NA	NA	0.546384998072553	0.00203583042431106	4.28272366514699e-12	10	5	TRUE	1.863122	2.70841	0.491322	quantifiable
Enpp4	ENSMUSG00000023961.16	chr17	44096307	44105809	9502	0.0140791521802551	0.0153159242190437	0.0012367720387886	-0.148035566213945	0.555223319315335	FALSE	-0.0681334388088531	0.725256530246196	0.676015770079958	5	0	FALSE	FALSE	Unchanged	Neither	1.081811015	1.08e-16	1.08e-16	1	1	TRUE	-0.256431785288699	0.28815065126434	0.28815065126434	1	0	FALSE	-0.27839644105178	0.0632593393886608	0.0632593393886608	1	0	FALSE	0.277524172963255	0.103105146837455	0.103105146837455	2	0	FALSE	1.191398	1.889516	0.579707	quantifiable
Prdx3	ENSMUSG00000024997.7	chr19	60864050	60874556	10506	0.0157288179327433	0.0160087343352939	0.000279916402550547	-0.171946760675678	0.555223319315335	FALSE	-0.0464616797792552	0.803030716845183	0.803030716845183	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.00548035806783142	0.979028265696445	0.979028265696445	1	0	FALSE	0.076118709998307	0.678044377220752	0.678044377220752	1	0	FALSE	0.639626	1.198558	0.722487	quantifiable
Sec14l2	ENSMUSG00000003585.13	chr11	4097038	4123415	26377	0.0195086197818247	0.0193851778459297	-0.000123441935894961	-0.0944734487169278	0.555263807969259	FALSE	-0.433374120106734	0.162053406540899	0.162053406540899	7	0	FALSE	FALSE	Unchanged	Neither	0.250686171	0.058938447	0.058938447	2	0	FALSE	NA	NA	NA	NA	NA	NA	-0.252120491858133	0.233530042885803	0.233530042885803	1	0	FALSE	-0.0347348982320897	0.855593594508642	0.855593594508642	1	0	FALSE	1.348739	1.605664	0.218785	quantifiable
Tardbp	ENSMUSG00000041459.15	chr4	148612381	148627019	14638	0.0123858609101293	0.0122853128320275	-0.000100548078101746	-0.142415237809626	0.555322194223826	FALSE	0.0423530389100101	0.793649832022284	0.793649832022284	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0668995956786611	0.69081991263109	0.69081991263109	1	0	FALSE	0.00903329270257893	0.96424567852509	0.96424567852509	1	0	FALSE	0.434646	0.341375	-0.221664	quantifiable
Plpbp	ENSMUSG00000031485.15	chr8	27042554	27056132	13578	0.012354459432652	0.0149515632228591	0.00259710379020707	0.131568167542767	0.555496367013796	FALSE	0.0449053201976069	0.790787785940496	0.790787785940496	4	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279725159364847	0.0449217975064959	0.0449217975064959	1	1	TRUE	0.205925979518891	0.212042945605781	0.201940639296286	2	0	FALSE	0.856116	0.839977	-0.021796	quantifiable
Tnc	ENSMUSG00000028364.15	chr4	63959784	64047015	87231	0.037442484455325	0.0382487399025796	0.000806255447254649	-0.0320950415197137	0.555664734394762	FALSE	0.00571771038870535	0.985527804556589	0.000719030381789569	32	2	TRUE	FALSE	Unchanged	Neither	-0.090717725	0.35863888	5.85e-08	21	9	TRUE	-0.165688386524779	0.403303203987715	0.0132991852780536	12	3	TRUE	NA	NA	NA	NA	NA	NA	0.300175438581739	0.183616145092787	1.17992074583294e-05	12	2	TRUE	3.279382	4.334723	0.38024	quantifiable
Myct1	ENSMUSG00000046916.9	chr10	5593774	5606904	13130	0.0160169049753737	0.0166196044979676	0.000602699522593946	-0.126888507234827	0.555705890083742	FALSE	-0.0410200460459612	0.862630851476887	0.603413935831532	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.30789465765352	0.134878491579147	0.134878491579147	1	0	FALSE	1.308078	1.556779	0.217514	quantifiable
Gpr25	ENSMUSG00000052759.7	chr1	136259796	136260873	1077	0.026117232822596	0.0218402815742079	-0.00427695124838811	-0.513573489666317	0.55598527559721	FALSE	0.000201390258420802	0.999520175082905	0.5622481990319	4	0	FALSE	FALSE	Unchanged	Neither	0.040681866	0.772765673	0.772765673	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.198724786898205	0.278940187422995	0.278940187422995	1	0	FALSE	0.128029961910005	0.430283209578575	0.430283209578575	1	0	FALSE	3.528579	2.769411	-0.326459	quantifiable
Tprn	ENSMUSG00000048707.9	chr2	25262617	25269885	7268	0.0162031818035525	0.0173550209049846	0.00115183910143207	-0.168165438178141	0.556042180536348	FALSE	-0.0547984398496344	0.757856586445169	0.757856586445169	2	0	FALSE	FALSE	Unchanged	Neither	0.159598118	0.145915712	0.145915712	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0240962385773018	0.877619101039978	0.877619101039978	1	0	FALSE	0.0673681884083467	0.705633671839414	0.656222685346537	3	0	FALSE	2.549719	2.900465	0.172007	quantifiable
Mcl1	ENSMUSG00000038612.16	chr3	95658787	95663176	4389	0.0120680833086967	0.0129649063348252	0.000896823026128472	-0.274619912654133	0.556064483549037	FALSE	-0.0093174195995345	0.973783501882766	0.973783501882766	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.191373833445437	0.153569343415221	0.153569343415221	1	0	FALSE	-0.042648474992212	0.824940847991753	0.824940847991753	1	0	FALSE	1.252293	1.061523	-0.20017	quantifiable
Klhl23	ENSMUSG00000042155.3	chr2	69821943	69836651	14708	0.0167320396432204	0.0188916054672358	0.00215956582401535	0.113559485926824	0.556064483549037	FALSE	0.0170546684932729	1	1	1	0	FALSE	FALSE	Unchanged	Neither	1.053383618	9.29e-13	9.29e-13	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.938457061363731	5.5341862733964e-10	4.62989048455326e-14	2	2	TRUE	-0.000660234317526246	0.99814656477464	0.00303267830665208	3	1	TRUE	1.141429	2.567646	1.033797	quantifiable
Il23a	ENSMUSG00000025383.2	chr10	128296138	128298752	2614	0.0175679040476461	0.0227724651919586	0.00520456114431247	0.274934806501667	0.556159195175045	FALSE	-0.099791776568665	0.657454792750864	0.657454792750864	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.66034706332806	2.99626511944714e-22	2.99626511944714e-22	1	1	TRUE	0.024615715442424	0.91396349961758	0.91396349961758	1	0	FALSE	2.247731	4.285095	0.868309	quantifiable
Tmem87a	ENSMUSG00000033808.16	chr2	120355311	120404113	48802	0.0125683147341428	0.0131302093224657	0.000561894588322842	-0.0774694076613897	0.556159195175045	FALSE	0.0143608006247395	0.949327742264315	0.949327742264315	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0777795222107541	0.682445668829399	0.682445668829399	1	0	FALSE	0.369257	0.249329	-0.32815	quantifiable
Nr2c1	ENSMUSG00000005897.14	chr10	94148022	94197211	49189	0.0129889769197569	0.015737735194049	0.00274875827429211	0.0717483811694033	0.556159195175045	FALSE	-0.122592092038656	0.52000645194798	0.52000645194798	3	0	FALSE	FALSE	Unchanged	Neither	0.758958684	1.03e-05	1.03e-05	1	1	TRUE	NA	NA	NA	NA	NA	NA	-0.331004540555278	0.0184139010820665	0.0184139010820665	1	1	TRUE	0.0798781456975702	0.647477359656981	0.647477359656981	1	0	FALSE	0.611287	0.700141	0.146467	quantifiable
Dpm3	ENSMUSG00000042737.9	chr3	89259357	89267079	7722	0.0157222330395031	0.0185442765803855	0.00282204354088244	0.174200446103454	0.556159195175045	FALSE	-0.12052639901896	0.55587277487243	0.55587277487243	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0451557798001435	0.853652328743257	0.853652328743257	1	0	FALSE	0.505687	0.719548	0.37251	quantifiable
Ier2	ENSMUSG00000053560.5	chr8	84661330	84662854	1524	0.0209405285389511	0.0252706681845322	0.00433013964558107	0.416720748645136	0.556159195175045	FALSE	-0.461603631549375	0.148698842538376	0.148698842538376	2	0	FALSE	FALSE	Unchanged	Neither	0.365775956	0.002322115	0.002322115	2	1	TRUE	NA	NA	NA	NA	NA	NA	0.0350441463853802	0.803526595597111	0.657868628500844	2	0	FALSE	0.169258294984968	0.317636514674397	0.0403850103723586	5	1	TRUE	3.664081	4.230567	0.196404	quantifiable
Cxcr3	ENSMUSG00000050232.6	chrX	101731534	101734269	2735	0.0122372854671962	0.016480387463936	0.00424310199673978	0.352184996784089	0.556177746300962	FALSE	-0.0342863838848789	1	0.793535153491488	4	0	FALSE	FALSE	Unchanged	Neither	-0.476158545	0.100771293	0.094886787	2	0	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.198656	1.478098	-0.510226	quantifiable
E030025P04Rik	ENSMUSG00000078605.2	chr11	109139290	109144369	5079	0.018180797069278	0.0175856563022331	-0.000595140767044824	-0.183521357730183	0.556177746300962	FALSE	-0.0453116345000355	1	0.0944260799249277	25	0	FALSE	FALSE	Unchanged	Neither	0.179467385	0.254946685	0.220487503	2	0	FALSE	NA	NA	NA	NA	NA	NA	-0.866687240445104	0.000768040225123895	0.000768040225123895	1	1	TRUE	-0.0182703695665015	0.929639898893602	4.96498318395277e-05	5	1	TRUE	0.886113	0.613826	-0.407579	quantifiable
Pomk	ENSMUSG00000037251.5	chr8	25980603	25994133	13530	0.0140987328107632	0.0149674011429722	0.000868668332208944	-0.127234124830832	0.556177746300962	FALSE	-0.00392992193864555	0.988709320619677	0.988709320619677	2	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0539118412996129	0.745279900893354	0.745279900893354	1	0	FALSE	0.105201762149448	0.569518848401867	0.569518848401867	2	0	FALSE	0.828744	0.878188	0.066448	quantifiable
Klhl40	ENSMUSG00000074001.3	chr9	121777606	121783818	6212	0.0203186687613156	0.0218527404809778	0.00153407171966223	-0.193216919499586	0.55639867916042	FALSE	0.0341484005981163	0.890607223501433	0.799536816122154	3	0	FALSE	FALSE	Unchanged	Neither	-0.179679028	0.153682979	0.000683315	2	1	TRUE	-0.429703171111313	0.0450843436534739	0.0450843436534739	1	1	TRUE	NA	NA	NA	NA	NA	NA	0.101210644147892	0.679936205185674	0.679936205185674	1	0	FALSE	2.889283	2.39978	-0.247116	quantifiable
Tead3	ENSMUSG00000002249.21	chr17	28331670	28350817	19147	0.0225342037330282	0.0217820180526563	-0.000752185680371918	-0.106028141131663	0.55639867916042	FALSE	-0.0101569489535993	0.967818455634166	0.851809644964421	6	0	FALSE	FALSE	Unchanged	Neither	-0.313814331	0.038273468	0.038273468	3	1	TRUE	-0.182625971883907	0.437470596290721	0.437470596290721	2	0	FALSE	NA	NA	NA	NA	NA	NA	0.286751515954761	0.124571772867636	0.124571772867636	1	0	FALSE	1.733543	1.317985	-0.345004	quantifiable
Fbxw10	ENSMUSG00000090173.8	chr11	62847068	62877465	30397	0.0147936739155145	0.0164848110054771	0.00169113708996264	-0.0848424259561736	0.55639867916042	FALSE	-0.0123476666470154	0.966134212340444	0.964215496116713	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.646364	0.557247	-0.156555	quantifiable
Mysm1	ENSMUSG00000062627.9	chr4	94942039	94979100	37061	0.0120474861406439	0.013385741484371	0.00133825534372712	-0.0863706725497788	0.556674371331055	FALSE	0.00378314439704721	0.991365237270539	0.818441445399369	3	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0861191218660197	0.649723925498237	0.340236818999695	2	0	FALSE	0.560609	0.47425	-0.169092	quantifiable
Nudt5	ENSMUSG00000025817.12	chr2	5845018	5871895	26877	0.0115242920059981	0.0132048666700067	0.00168057466400859	-0.100958023793677	0.557875480807362	FALSE	-0.00243977637623461	0.9919428583616	0.9919428583616	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.165416928018344	0.238289865770283	0.238289865770283	1	0	FALSE	0.103718915398978	0.570694233665074	0.570694233665074	1	0	FALSE	0.628354	0.729467	0.162409	quantifiable
Serpinb9d	ENSMUSG00000054266.2	chr13	33192958	33203129	10171	0.0136457036020581	0.0145849924205171	0.000939288818459019	-0.177681703909582	0.557875480807362	FALSE	0.0259239699119212	1	1	1	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.654213	1.020967	0.505292	quantifiable
Cavin3	ENSMUSG00000037060.3	chr7	105480082	105482300	2218	0.0289451159309365	0.0291422526131813	0.000197136682244727	-0.281835744339791	0.557897584253847	FALSE	-0.0944127639178522	0.639839277607259	0.639839277607259	5	0	FALSE	FALSE	Unchanged	Neither	0.162449722	0.225995756	0.225995756	1	0	FALSE	NA	NA	NA	NA	NA	NA	0.0913604587007064	0.623073584529167	0.623073584529167	1	0	FALSE	0.268762915494462	0.103054068330026	0.103054068330026	2	0	FALSE	2.84142	3.838494	0.406716	quantifiable
Smarcb1	ENSMUSG00000000902.13	chr10	75896768	75921617	24849	0.0127959283475543	0.0140709163525418	0.00127498800498756	-0.112466857063067	0.557937028120709	FALSE	-0.0549554794421812	0.800080809602583	0.800080809602583	5	0	FALSE	FALSE	Unchanged	Neither	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.105639871307324	0.499584879476235	0.499584879476235	1	0	FALSE	0.104513184256524	0.533032096991443	0.533032096991443	1	0	FALSE	0.858596	0.661954	-0.290309	quantifiable
