gene_name	gene_id	chr	start	end	gene_length	mch_ctrl	mch_mut	mch_diff	edger_logFC	edger_fdr	mch_sig	mch_direction	promoter_state	body_state	atac_fold	atac_fdr	atac_n_peaks	k27ac_fold	k27ac_fdr	k27ac_n_peaks	k27me3_fold	k27me3_fdr	k27me3_n_peaks	k119ub_fold	k119ub_fdr	k119ub_n_peaks
Cyp1a1	ENSMUSG00000032315.6	chr9	57687927	57703824	15897	0.0206358139292965	0.0203632327517035	-0.000272581177593007	-0.12997412851087	0.558377513357989	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.178130159161883	0.315271181133176	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Tnmd	ENSMUSG00000031250.8	chrX	133850979	133865577	14598	0.0130496629694384	0.0147851717116619	0.00173550874222345	0.152061594052887	0.558383931489154	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nom1	ENSMUSG00000001569.10	chr5	29434663	29457843	23180	0.0122414290526084	0.0132882405300964	0.00104681147748798	-0.120131198119986	0.558408134115224	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.111746975128715	0.572951763572833	1	0.190825088974738	0.333433335713078	1	0.0894374508829421	0.682280422379811	1	NA	NA	NA
Tmco5b	ENSMUSG00000041255.2	chr2	113285731	113297190	11459	0.0121581448370571	0.014360123987115	0.00220197915005796	0.163674514685	0.558408134115224	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trap1a	ENSMUSG00000051257.3	chrX	139333682	139338169	4487	0.0197547900139008	0.0151677079885221	-0.00458708202537863	-0.329907857901699	0.558408134115224	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trpv2	ENSMUSG00000018507.16	chr11	62574485	62600515	26030	0.0184986316944277	0.0189024003782695	0.000403768683841805	-0.094460756146916	0.558408134115224	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	-0.0843152492223541	0.619065425765946	2	0.158936037541896	0.263608780308747	2	NA	NA	NA	NA	NA	NA
Lhcgr	ENSMUSG00000024107.7	chr17	88716480	88791990	75510	0.0139673646411126	0.0147591759053176	0.000791811264205061	-0.058085304822964	0.558408134115224	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.180922374846091	0.424807952061438	5	NA	NA	NA	-0.337055152248962	0.0892604280714708	1	0.063121922	0.708688518	1
Fem1a	ENSMUSG00000043683.4	chr17	56256809	56263610	6801	0.0150422827799567	0.0151448719072585	0.000102589127301808	-0.18076064775875	0.558490547394576	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.0547918360601157	0.758822625686961	2	0.0804370118231468	0.606383580471071	1	NA	NA	NA	NA	NA	NA
Calml4	ENSMUSG00000032246.14	chr9	62858079	62875921	17842	0.0169995344919857	0.0180962948301222	0.00109676033813651	-0.126669207991402	0.558490547394576	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cetn4	ENSMUSG00000045031.18	chr3	37307748	37312708	4960	0.0188386859704702	0.0181149781551637	-0.000723707815306535	-0.200592244917939	0.558490547394576	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79749909	7.46e-14	1
Agrn	ENSMUSG00000041936.18	chr4	156165289	156197488	32199	0.0177219177341066	0.0180442755903702	0.000322357856263614	-0.0821981936747226	0.558490547394576	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.171991065952832	0.45909223158168	4	NA	NA	NA	NA	NA	NA	-0.17079287	0.129773635	1
Retnlb	ENSMUSG00000022650.7	chr16	48816855	48818892	2037	0.0127480382157502	0.00976372663545125	-0.00298431158029899	-0.415890939125157	0.558570269541226	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lipo4	ENSMUSG00000079344.11	chr19	33498036	33517780	19744	0.0110857563204603	0.0125574802095876	0.00147172388912728	-0.126593276186089	0.558575939816526	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cdh8	ENSMUSG00000036510.17	chr8	99024470	99416471	392001	0.0210568684894349	0.0235040696395056	0.00244720115007071	0.0258038858015461	0.558621868411024	FALSE	Hypermethylated	Active_Promoter	Active	-0.533376796224603	0.00108989153442984	11	-0.519794463645112	0.000108984166176779	6	NA	NA	NA	0.631364072	3.52e-12	7
Aldob	ENSMUSG00000028307.9	chr4	49535994	49549546	13552	0.014005083168416	0.0168993902605999	0.00289430709218385	0.12790445227137	0.558647751903943	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	0.00612079869792841	0.977770328064872	2	-0.538548427131278	0.00451044703990857	1	NA	NA	NA	0.984809373	1.3e-21	1
Ky	ENSMUSG00000035606.8	chr9	102505749	102546239	40490	0.0438165274623994	0.0437192524870871	-9.72749753122767e-05	-0.0414204613030861	0.558652879011032	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	0.291139536833899	0.147252484155878	10	NA	NA	NA	0.524070124805516	0.0171349461735754	1	-0.023721747	0.846733966	9
Vmn1r194	ENSMUSG00000069297.1	chr13	22244214	22245105	891	0.0195648140635975	0.0130954611568124	-0.00646935290678516	-0.473890402913502	0.558708745960718	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lce1a1	ENSMUSG00000057609.6	chr3	92646534	92648307	1773	0.0124563315652701	0.0183027996114068	0.00584646804613679	0.392766124484113	0.558708745960718	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ms4a14	ENSMUSG00000099398.1	chr19	11301248	11314454	13206	0.011375119163727	0.0125361057528587	0.00116098658913171	-0.169280208638049	0.558708745960718	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr566	ENSMUSG00000060888.4	chr7	102855336	102858765	3429	0.00989667738657618	0.0101148907074735	0.000218213320897344	-0.341223594561662	0.558716700162096	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Smarcd2	ENSMUSG00000078619.10	chr11	106263178	106272972	9794	0.0152564808072861	0.0148445243536662	-0.0004119564536199	-0.158927243252283	0.558768501984566	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cel	ENSMUSG00000026818.5	chr2	28555794	28563403	7609	0.0241285366669608	0.0239444318760955	-0.000184104790865239	-0.136068346863626	0.558929596229155	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.131383190384645	0.512996406086733	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ap1s1	ENSMUSG00000004849.14	chr5	137034992	137046135	11143	0.0150389574280401	0.0150676744853094	2.87170572693379e-05	-0.155397279098755	0.558929596229155	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.180639891279863	0.298504036275611	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hpx	ENSMUSG00000030895.9	chr7	105591612	105600137	8525	0.0177460882579901	0.0159693918218295	-0.00177669643616058	-0.156743095986665	0.558931572119114	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.116718253575673	0.510523565736095	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mrpl49	ENSMUSG00000007338.10	chr19	6053621	6057785	4164	0.0108524655102561	0.0122319401842114	0.00137947467395529	-0.2744682850582	0.558938412875227	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pkd2l1	ENSMUSG00000037578.4	chr19	44147636	44192442	44806	0.0121463595085045	0.0141683519179341	0.00202199240942954	-0.0905337931166099	0.558938412875227	FALSE	Hypomethylated	Unmarked_Promoter	Polycomb	0.105593710171762	0.593806612769176	2	NA	NA	NA	NA	NA	NA	-0.137315324	0.356741043	1
Zbtb39	ENSMUSG00000044617.8	chr10	127739537	127747349	7812	0.0170765191303756	0.0168756141470288	-0.000200904983346743	-0.153876244440563	0.558938412875227	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.287733835432379	0.156682017197178	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ube2d2b	ENSMUSG00000063447.7	chr5	107830098	107831776	1678	0.0136519219276561	0.0122076965915292	-0.00144422533612692	-0.39198153140266	0.559028231425247	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Catsperg2	ENSMUSG00000049123.10	chr7	29697218	29727032	29814	0.0126846919190845	0.0137265507367303	0.00104185881764576	-0.117150426984325	0.559035317354372	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fuz	ENSMUSG00000011658.16	chr7	44896078	44902631	6553	0.0154354885289779	0.0165068847096852	0.00107139618070729	-0.197946370606979	0.559035317354372	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0426886711463526	0.816946968699743	1	0.00407843899072727	0.983636724085976	1	NA	NA	NA	NA	NA	NA
Tsen15	ENSMUSG00000014980.14	chr1	152370734	152386688	15954	0.0153992235680195	0.0170075998312791	0.00160837626325966	-0.121414695240495	0.559035317354372	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	0.200713695436223	0.27095538919163	7	-0.103934167522209	0.55193220258302	2	0.272995995049713	0.179283298308219	2	0.272611821	0.022010572	11
Retn	ENSMUSG00000012705.16	chr8	3655769	3660110	4341	0.0165513729657081	0.0158594285309128	-0.000691944434795307	-0.228307799638117	0.55905195138311	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ccdc85c	ENSMUSG00000084883.2	chr12	108203601	108275425	71824	0.0270442287396302	0.0279399941000837	0.000895765360453497	-0.0423633821380072	0.55905195138311	FALSE	Hypomethylated	Active_Promoter	Active	-0.0111510240606934	0.961676318549405	11	0.125438451812002	0.409090451486333	7	NA	NA	NA	0.031159614	0.808390363	8
Vmn2r85	ENSMUSG00000092048.3	chr10	130414063	130429703	15640	0.0118766849622426	0.012129805113821	0.000253120151578369	-0.143293342856953	0.55905195138311	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rgs13	ENSMUSG00000051079.8	chr1	144138653	144177372	38719	0.0142405219199279	0.015809816221252	0.00156929430132412	-0.0819609521385204	0.559416622372417	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crtc2	ENSMUSG00000027936.18	chr3	90254162	90264125	9963	0.0151832949666196	0.0149015055262156	-0.000281789440404039	-0.185747844854299	0.559464545088925	FALSE	Hypomethylated	Active_Promoter	Active	-0.422846583711307	0.0114215666930132	2	-0.828238568248426	2.28041053275106e-10	3	NA	NA	NA	0.640538374	5.67e-07	1
Ndufa3	ENSMUSG00000035674.13	chr7	3617372	3620327	2955	0.010890357491142	0.0103004760128101	-0.000589881478331944	-0.361329013977025	0.559464545088925	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.0220130662174719	0.914488224547269	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Actb	ENSMUSG00000029580.14	chr5	142903114	142906754	3640	0.0175371649860829	0.0169949921090234	-0.000542172877059523	-0.246559659158254	0.559497978135564	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0730941706531793	0.686224187726624	3	-0.00984347917057702	0.949358331746507	1	NA	NA	NA	NA	NA	NA
1700025B11Rik	ENSMUSG00000101113.1	chr15	77558238	77561892	3654	0.0146015674942104	0.0134265490501761	-0.0011750184440343	-0.351073371395028	0.559757922495925	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr710	ENSMUSG00000045581.7	chr7	106943910	106948312	4402	0.0119266282406337	0.0114638403955228	-0.000462787845110859	-0.26135807003792	0.559937371254762	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nptx2	ENSMUSG00000059991.7	chr5	144545901	144557478	11577	0.039670079834626	0.0418568276124007	0.00218674777777474	0.0831987365000389	0.559944111481719	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	1.12652022159239	3.40964582909391e-09	5	NA	NA	NA	-0.255542071903399	0.1975756725485	1	-0.17080789	0.192122099	3
Slc39a13	ENSMUSG00000002105.15	chr2	91061790	91070417	8627	0.0147200762388746	0.0145503595330377	-0.000169716705836879	-0.17395719357967	0.560033113351056	FALSE	Hypomethylated	Active_Promoter	Active	0.254829436348691	0.125916167773404	1	0.0735539312615693	0.65502810101667	1	NA	NA	NA	NA	NA	NA
Olfr1118	ENSMUSG00000083706.3	chr2	87307580	87313621	6041	0.0141185452261749	0.0146561842563061	0.000537639030131144	-0.238046973904465	0.56003391787905	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bglap	ENSMUSG00000074483.2	chr3	88383500	88384464	964	0.0236685919278735	0.0169204691718297	-0.00674812275604377	-0.540315776656767	0.56003391787905	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	-0.0473583967772093	0.849378013164309	2	NA	NA	NA	NA	NA	NA	0.234494675	0.066135274	1
Casp12	ENSMUSG00000025887.10	chr9	5345429	5373032	27603	0.0129062764699506	0.0134709011397117	0.000564624669761191	-0.124303762999619	0.560091125776678	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.987443389413931	2.38899445450425e-05	9	NA	NA	NA	NA	NA	NA	0.890511576	7.22e-11	3
Osgep	ENSMUSG00000006289.14	chr14	50906477	50924893	18416	0.0148344551282877	0.0158965555175757	0.00106210038928799	-0.108693762115525	0.560091125776678	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	-0.0869865466175549	0.568415959846424	1	NA	NA	NA	NA	NA	NA
Tlx1	ENSMUSG00000025215.10	chr19	45150679	45156943	6264	0.0179093900736853	0.0176457173804962	-0.000263672693189148	-0.217912350083228	0.560109591071391	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	-0.113831980189547	0.637185396329801	3	NA	NA	NA	0.0179002013076389	0.944279727613136	5	-0.729432412	2.86e-12	4
Mfsd11	ENSMUSG00000020818.16	chr11	116852439	116875635	23196	0.0148910700261912	0.0172881068616168	0.00239703683542564	0.100126645691878	0.560230161839758	FALSE	Hypermethylated	Active_Promoter	Enhancer_Marked	0.0944573283806699	0.591128041680523	2	0.0416895515795904	0.794932706476117	1	NA	NA	NA	NA	NA	NA
Dhx16	ENSMUSG00000024422.14	chr17	35879818	35892670	12852	0.0141716984899021	0.0168537130794815	0.00268201458957936	0.128252827542214	0.560246292895811	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	-0.0097955722206633	0.961814524836978	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zfp639	ENSMUSG00000027667.13	chr3	32510258	32520833	10575	0.0132513121854354	0.0129811202576015	-0.000270191927833858	-0.147398874356346	0.560262194204569	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.019921079785677	0.927369305607049	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Notum	ENSMUSG00000042988.10	chr11	120653787	120661175	7388	0.020569561119312	0.0188234863572103	-0.00174607476210173	-0.150266635762708	0.560262194204569	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.282661210005779	0.250627289621966	2	NA	NA	NA	-0.00426226321955512	0.987051894855508	1	-0.547943776	3.58e-07	1
Fam83b	ENSMUSG00000032358.12	chr9	76490053	76567116	77063	0.0150496030703798	0.0178460765485891	0.00279647347820932	0.0525211241483537	0.560436874971902	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	0.168555001006912	0.42098044015935	2	NA	NA	NA	-0.0393616304614215	0.870884381298868	1	NA	NA	NA
Cfd	ENSMUSG00000061780.6	chr10	79890852	79892655	1803	0.0169131377861547	0.0134677901019876	-0.00344534768416704	-0.378820656386824	0.560551580845358	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.00582967070324296	0.978983228006478	1	NA	NA	NA	NA	NA	NA	-0.273948618	0.081513571	1
Ing1	ENSMUSG00000045969.8	chr8	11555570	11563251	7681	0.0148334656133415	0.0176734496292507	0.00283998401590925	0.156403552279193	0.560679736280816	FALSE	Hypermethylated	Active_Promoter	Active	0.0299280601009827	0.877388688628362	2	0.109708534151227	0.408157193612246	1	NA	NA	NA	0.473337465	0.000378364	1
Rtn2	ENSMUSG00000030401.16	chr7	19282623	19296160	13537	0.0171814532195683	0.0180089313996246	0.000827478180056327	-0.120016694303914	0.560679736280816	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.111447003321081	0.546834541889436	3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gm5565	ENSMUSG00000104752.1	chr5	146157801	146160539	2738	0.0128358214970646	0.0142519641037588	0.00141614260669414	0.453138991541417	0.560949021910763	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vmn2r66	ENSMUSG00000094950.2	chr7	84985365	85012268	26903	0.0132905605305005	0.0142685025644742	0.00097794203397362	-0.0974287393622978	0.560970917679909	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Idnk	ENSMUSG00000050002.14	chr13	58157648	58164693	7045	0.013311921713062	0.0137132043333629	0.00040128262030089	-0.197224341263802	0.560970917679909	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	0.128390852364907	0.47259072981196	2	-0.232315266799391	0.138748573808902	1	NA	NA	NA	NA	NA	NA
Mfsd3	ENSMUSG00000019080.8	chr15	76701464	76704239	2775	0.0173641219239792	0.0166966663006076	-0.000667455623371574	-0.275935281240943	0.560970917679909	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.0606482840399277	0.741308809029813	1	-0.196308009645187	0.142996731358063	1	NA	NA	NA	0.416759968	0.003528132	1
Sprtn	ENSMUSG00000031986.6	chr8	124897885	124906161	8276	0.0129250930231551	0.0124694819312826	-0.000455611091872489	-0.185777112430177	0.560970917679909	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	0.126376102189474	0.487522775063879	3	-0.128591307733463	0.346695063393394	2	NA	NA	NA	-0.014529149	0.930229002	2
Mcpt8	ENSMUSG00000022157.8	chr14	56082165	56085273	3108	0.0546673733216428	0.0515404800476521	-0.0031268932739907	-0.122474932730021	0.560970917679909	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	0.125035967916431	0.538935798459555	1	NA	NA	NA
Vmn1r64	ENSMUSG00000118388.1	chr7	5883579	5884542	963	0.0101220639296275	0.0161502984906618	0.00602823456103438	0.518210008667512	0.561003536258557	FALSE	Hypermethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olfr599	ENSMUSG00000073950.6	chr7	103335916	103339564	3648	0.0117250362694739	0.0112431397232522	-0.00048189654622168	-0.353389279037526	0.561003536258557	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mynn	ENSMUSG00000037730.13	chr3	30602064	30619873	17809	0.0113469835951074	0.0142462165345491	0.00289923293944171	0.122382122441281	0.561003536258557	FALSE	Hypermethylated	Active_Promoter	Active	0.128987318296621	0.449569266376716	2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fos	ENSMUSG00000021250.13	chr12	85473889	85477273	3384	0.0207240013295978	0.0263202814371448	0.00559628010754699	0.239286189049119	0.561003536258557	FALSE	Hypermethylated	Active_Promoter	Enhancer_Marked	0.222649347494533	0.372723312651837	13	-0.0934792980916626	0.54887621477448	3	NA	NA	NA	0.213540234	0.036841573	4
Tex35	ENSMUSG00000026592.13	chr1	157099138	157108680	9542	0.0245508334670958	0.0280488525214552	0.00349801905435932	0.112733733214581	0.561003536258557	FALSE	Hypermethylated	Unmarked_Promoter	Polycomb	0.410636388516892	0.0694081328248638	8	NA	NA	NA	-0.155731904349851	0.478575806521649	3	0.261724194	0.040082977	8
Icam4	ENSMUSG00000001014.6	chr9	21029372	21030595	1223	0.0156357226257332	0.0228305104013875	0.00719478777565431	0.405608683780412	0.561087928348628	FALSE	Hypermethylated	Bivalent_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.170104977	0.261402904	1
Hsd17b10	ENSMUSG00000025260.10	chrX	152001844	152004442	2598	0.013506951728231	0.0123694809788725	-0.00113747074935859	-0.449299976198	0.561087928348628	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	-0.0147707387040621	0.942931645270598	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Iqcf6	ENSMUSG00000091129.3	chr9	106625980	106627675	1695	0.013547268626283	0.0135354131046522	-1.1855521630728e-05	-0.403168555230997	0.561177036996049	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gabrr1	ENSMUSG00000028280.9	chr4	33132520	33163588	31068	0.0174583349733964	0.0187896806476504	0.00133134567425406	-0.0800957276447154	0.561199226578084	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	-0.200965615091074	0.349711903179959	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Wnt5a	ENSMUSG00000021994.15	chr14	28504749	28527448	22699	0.0360281794334751	0.0378072458448528	0.00177906641137768	0.0686437704050061	0.561202294023159	FALSE	Hypermethylated	Bivalent_Promoter	Polycomb	0.385937183277795	0.0675887735864431	5	NA	NA	NA	-0.157882844430989	0.398266343104223	10	-0.048550249	0.689432472	10
Unc5d	ENSMUSG00000063626.6	chr8	28646716	29219636	572920	0.0155799579796632	0.0179503960287041	0.0023704380490409	0.0300975419708953	0.561267110016058	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	1.60963582432849	2.30477305277654e-17	7	1.28199739407838	6.49857601638057e-07	1	-0.674645008643133	0.000687135289370989	6	0.150438963	0.224579813	7
Hypk	ENSMUSG00000027245.11	chr2	121453289	121458672	5383	0.0103092587929746	0.0130130619382661	0.00270380314529143	0.242435177034868	0.561267110016058	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vstm5	ENSMUSG00000031937.7	chr9	15239044	15259416	20372	0.013487548096116	0.0143310032390248	0.000843455142908848	-0.109352716339744	0.561267110016058	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.483113181557321	0.0460696398323745	2	NA	NA	NA	-0.328645929621315	0.150729419277772	1	-0.084631734	0.623131667	1
Gm17374	ENSMUSG00000078197.2	chr2	140152042	140153532	1490	0.0146891755152596	0.0135316511463752	-0.00115752436888448	-0.449743977768967	0.561267110016058	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gatc	ENSMUSG00000029536.8	chr5	115333238	115341178	7940	0.0101034999644542	0.0132291229768711	0.00312562301241692	0.232924880111959	0.561317356145572	FALSE	Hypermethylated	Unmarked_Promoter	Enhancer_Marked	0.174024570090515	0.310885066982202	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
L3hypdh	ENSMUSG00000019718.8	chr12	72073427	72085439	12012	0.0198598451526516	0.0202447352833448	0.000384890130693229	-0.117689646321515	0.561317356145572	FALSE	Hypomethylated	Active_Promoter	Active	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rpl39	ENSMUSG00000079641.3	chrX	37082519	37085402	2883	0.0133493209569133	0.016176496136564	0.00282717517965067	0.334765008257127	0.561568622404508	FALSE	Hypermethylated	Active_Promoter	Active	0.140217930003434	0.432193754542871	1	0.270244269145122	0.0740657877996094	1	NA	NA	NA	NA	NA	NA
Scnn1b	ENSMUSG00000030873.9	chr7	121865037	121918514	53477	0.0230645550151409	0.0253602803197798	0.00229572530463892	0.0520500944577467	0.561568622404508	FALSE	Hypermethylated	Repressed_Promoter	Polycomb	0.637523483372856	0.0238572814107373	8	-0.470228704324678	0.006972825977847	2	-0.253399041668328	0.260301538863183	1	-0.187179831	0.213370371	3
Gm16440	ENSMUSG00000072738.3	chr14	6380720	6390319	9599	0.0137966815910235	0.010819137512259	-0.00297754407876459	-0.406262033313161	0.561595714503939	FALSE	Hypomethylated	Unmarked_Promoter	Unmarked	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Krt73	ENSMUSG00000063661.6	chr15	101793307	101802346	9039	0.0188380566800587	0.0174802871292176	-0.00135776955084103	-0.136380905980721	0.561658275027354	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	NA	NA	NA	NA	NA	NA	-0.142359222770209	0.463674507014954	1	-0.195027581	0.336100783	1
H4c3	ENSMUSG00000060678.5	chr13	23697634	23698454	820	0.0165538030390539	0.0132517742756918	-0.00330202876336209	-0.555115570808495	0.561658275027354	FALSE	Hypomethylated	Unmarked_Promoter	Active	0.169854732675088	0.27262537667377	2	0.104203391669669	0.569330164783087	1	NA	NA	NA	0.463715374	0.001270264	1
Tspyl3	ENSMUSG00000074671.6	chr2	153222369	153225441	3072	0.0144447866611799	0.0143609256244029	-8.38610367770287e-05	-0.309550882141813	0.561658275027354	FALSE	Hypomethylated	Active_Promoter	Active	0.249331083466728	0.178781984707345	1	0.0971611579368758	0.597937060875052	1	NA	NA	NA	0.030360775	0.859856173	1
Ctdsp1	ENSMUSG00000026176.13	chr1	74391508	74397285	5777	0.0129647160443339	0.0149638721881892	0.00199915614385537	-0.236663885705948	0.561889164910992	FALSE	Hypomethylated	Unmarked_Promoter	Enhancer_Marked	-0.0440695771104165	0.808299889931995	1	-0.129380841612717	0.383088670053797	1	NA	NA	NA	NA	NA	NA
Sfrp2	ENSMUSG00000027996.13	chr3	83766320	83774316	7996	0.018120307450379	0.0181637131638709	4.34057134919216e-05	-0.160742773645341	0.56189058458792	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.546980228420723	0.0181677579573954	5	NA	NA	NA	-0.190681560858229	0.241177930605446	3	0.020305577	0.849436732	1
Id3	ENSMUSG00000007872.3	chr4	136143496	136145755	2259	0.0206821343415657	0.0175049238367388	-0.00317721050482686	-0.351806615967562	0.561912288968984	FALSE	Hypomethylated	Repressed_Promoter	Polycomb	0.36681451956223	0.0633164275164968	7	NA	NA	NA	0.00459657411711693	0.984454623434447	3	-0.664602764	5.17e-08	2
Pip5k1a	ENSMUSG00000028126.16	chr3	95058529	95106930	48401	0.0126209674026575	0.0139518147924301	0.00133084738977264	-0.0732338934968557	0.561937316112955	FALSE	Hypomethylated	Active_Promoter	Enhancer_Marked	-0.0181418866887807	0.925966027224198	1	0.0700506691755142	0.644536469599214	1	NA	NA	NA	NA	NA	NA
