gene_name	gene_id	chr	start	end	gene_length	promoter_state	body_state	mark_category	mch_ctrl	mch_mut	mch_diff	mch_diff_pct	edger_logFC	edger_fdr	mch_sig	mch_direction	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_sig_gain	mecp2_sig_loss	mch_gain	mecp2_gain	quadrant
Atic	ENSMUSG00000026192.13	chr1	71557149	71579631	22482	Active_Promoter	Active	K27ac only	0.0199994468359441	0.022024186972381	0.00202474013643692	0.202474013643692	-0.0222149821752409	0.892086246202388	FALSE	Hypomethylated	-0.442720442	0.066272253	0.066272253	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Naaladl2	ENSMUSG00000102758.3	chr3	23798101	25144261	1346160	Active_Promoter	Active	K27ac only	0.0203002544701148	0.0221509263890468	0.00185067191893195	0.185067191893195	-0.00455481252468237	0.892322829197975	FALSE	Hypomethylated	1.206635412	0.000121621	2.22e-10	18	12	TRUE	FALSE	TRUE	TRUE	Q1
Pcsk7	ENSMUSG00000035382.9	chr9	45906496	45929726	23230	Unmarked_Promoter	Enhancer_Marked	Neither	0.0157674935302916	0.0171773244868787	0.00140983095658715	0.140983095658715	-0.0270245202402125	0.892728694514886	FALSE	Hypomethylated	-0.084977048	0.716911781	0.716911781	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Blvrb	ENSMUSG00000040466.16	chr7	27447977	27466144	18167	Unmarked_Promoter	Unmarked	Neither	0.0174010871487496	0.0185854577400513	0.00118437059130176	0.118437059130176	-0.0277179107008894	0.892728694514886	FALSE	Hypomethylated	-0.107702918	0.608349172	0.608349172	1	0	FALSE	FALSE	TRUE	FALSE	Q4
A930018P22Rik	ENSMUSG00000032671.5	chr2	104122768	104124749	1981	Unmarked_Promoter	Enhancer_Marked	Neither	0.0322767383954814	0.031775087277107	-0.000501651118374372	-0.0501651118374372	0.0668908859628308	0.892728694514886	FALSE	Hypermethylated	-0.085448568	0.689741074	0.689741074	2	0	FALSE	FALSE	FALSE	FALSE	Q3
Zfp28	ENSMUSG00000062861.8	chr7	6383294	6396915	13621	Active_Promoter	Enhancer_Marked	Neither	0.0126552742901161	0.0158246007722675	0.00316932648215144	0.316932648215144	-0.0348056514965493	0.892932578881696	FALSE	Hypomethylated	-0.092635725	0.678339708	0.678339708	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Ndufs8	ENSMUSG00000059734.7	chr19	3908862	3912774	3912	Unmarked_Promoter	Enhancer_Marked	Neither	0.0115901382867509	0.0122069261183718	0.000616787831620986	0.0616787831620986	-0.0730751663639053	0.893036046841808	FALSE	Hypomethylated	-0.159860805	0.446132921	0.446132921	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Lpxn	ENSMUSG00000024696.9	chr19	12796192	12833807	37615	Active_Promoter	Active	K27ac only	0.0157099276209018	0.0182048029729726	0.00249487535207077	0.249487535207077	0.0197211146628643	0.893296109905276	FALSE	Hypermethylated	-0.214490351	0.309107525	0.309107525	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Jmjd4	ENSMUSG00000036819.14	chr11	59450044	59458567	8523	Unmarked_Promoter	Enhancer_Marked	Neither	0.0136375545968297	0.0139814240364098	0.000343869439580084	0.0343869439580084	-0.046060717382584	0.893624424343385	FALSE	Hypomethylated	-0.080087351	0.727398463	0.727398463	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Lhfpl4	ENSMUSG00000042873.11	chr6	113168089	113195384	27295	Active_Promoter	Active	K27ac only	0.0151457383676994	0.0160361493098112	0.000890410942111796	0.0890410942111796	-0.0283916868301019	0.893716651199708	FALSE	Hypomethylated	-0.101224597	0.639101806	0.639101806	1	0	FALSE	FALSE	TRUE	FALSE	Q4
C130050O18Rik	ENSMUSG00000044092.8	chr5	139405279	139415623	10344	Unmarked_Promoter	Enhancer_Marked	Neither	0.0375272036692728	0.0379124602236239	0.000385256554351086	0.0385256554351086	-0.0235817775626101	0.893872788506614	FALSE	Hypomethylated	-0.035078329	0.899397958	0.455943935	3	0	FALSE	FALSE	TRUE	FALSE	Q4
Cdkal1	ENSMUSG00000006191.17	chr13	29191745	29855674	663929	Active_Promoter	Active	K27ac only	0.025605741339772	0.0274199100606152	0.00181416872084319	0.181416872084319	-0.00470767326641654	0.894113369042378	FALSE	Hypomethylated	0.07401156	0.742072001	0.000387161	15	5	FALSE	FALSE	TRUE	TRUE	Q1
Mrps36	ENSMUSG00000061474.11	chr13	100735954	100744659	8705	Active_Promoter	Active	K27ac only	0.0116787403040522	0.013461205715251	0.00178246541119882	0.178246541119882	0.0496354501068212	0.89425633555088	FALSE	Hypermethylated	-0.199091887	0.33179596	0.33179596	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Dnaja1	ENSMUSG00000028410.13	chr4	40722149	40737149	15000	Active_Promoter	Active	K27ac only	0.012514186151158	0.0143205541616468	0.00180636801048879	0.180636801048879	-0.0392775949722541	0.894298990625366	FALSE	Hypomethylated	-0.064404754	0.779105892	0.779105892	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Mamstr	ENSMUSG00000042918.17	chr7	45639976	45646521	6545	Unmarked_Promoter	Active	K27ac only	0.0176864647921387	0.0201497699624032	0.00246330517026456	0.246330517026456	0.0477828503908539	0.894684535165085	FALSE	Hypermethylated	-0.07180451	0.744346375	0.744346375	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Pfkfb4	ENSMUSG00000025648.18	chr9	108991777	109032228	40451	Unmarked_Promoter	Enhancer_Marked	Neither	0.014920330708583	0.0168588009018759	0.00193847019329292	0.193847019329292	0.0194095414059759	0.894912587861128	FALSE	Hypermethylated	-0.016292291	0.960510757	0.960510757	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Diras2	ENSMUSG00000047842.7	chr13	52504379	52531279	26900	Active_Promoter	Active	K27ac only	0.01579441796538	0.0166023756304042	0.000807957665024197	0.0807957665024197	-0.0228954656585592	0.894912587861128	FALSE	Hypomethylated	0.194616299	0.359375409	1e-15	9	5	FALSE	FALSE	TRUE	TRUE	Q1
Hspd1	ENSMUSG00000025980.14	chr1	55077834	55088243	10409	Active_Promoter	Active	K27ac only	0.0108616879523298	0.0122523387769928	0.00139065082466291	0.139065082466291	-0.0416151024989857	0.895095122629717	FALSE	Hypomethylated	-0.141061477	0.493279735	0.493279735	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Sapcd2	ENSMUSG00000026955.13	chr2	25372320	25378213	5893	Unmarked_Promoter	Enhancer_Marked	Neither	0.0202353786368515	0.0219158020442391	0.00168042340738762	0.168042340738762	0.0428055032099192	0.895331115055882	FALSE	Hypermethylated	0.057062853	0.812567806	0.812567806	2	0	FALSE	FALSE	TRUE	TRUE	Q1
Ndrg4	ENSMUSG00000036564.17	chr8	95676979	95715119	38140	Repressed_Promoter	Mixed	Bivalent	0.0206400266490867	0.0222019372635244	0.00156191061443772	0.156191061443772	0.0175597450587211	0.895355922394549	FALSE	Hypermethylated	-0.052208048	0.842880738	0.321627197	4	0	FALSE	FALSE	TRUE	FALSE	Q4
Ddx41	ENSMUSG00000021494.9	chr13	55530409	55536658	6249	Unmarked_Promoter	Enhancer_Marked	Neither	0.0116479043723805	0.0154829526541169	0.00383504828173641	0.383504828173641	0.0513455073076501	0.895805084335977	FALSE	Hypermethylated	-0.069700054	0.759557284	0.759557284	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Cxcl14	ENSMUSG00000021508.11	chr13	56288642	56296551	7909	Repressed_Promoter	Polycomb	K27me3 only	0.0223061235742962	0.0225568688009921	0.000250745226695832	0.0250745226695832	0.0374313025465976	0.895881732309895	FALSE	Hypermethylated	-0.042867349	0.869649751	0.869649751	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Set	ENSMUSG00000054766.13	chr2	30057377	30072577	15200	Unmarked_Promoter	Enhancer_Marked	Neither	0.0207970947528239	0.0229792379137913	0.00218214316096737	0.218214316096737	-0.0277034219757967	0.895881732309895	FALSE	Hypomethylated	0.007402721	0.984422276	0.984422276	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Bcl2l2	ENSMUSG00000089682.10	chr14	54883376	54888234	4858	Active_Promoter	Active	K27ac only	0.0124955581176634	0.0132042171127105	0.000708658995047106	0.0708658995047106	-0.061522592938536	0.895901336000295	FALSE	Hypomethylated	-0.067489375	0.76901941	0.76901941	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Osr1	ENSMUSG00000048387.8	chr12	9570115	9581500	11385	Repressed_Promoter	Polycomb	K27me3 only	0.0178345772178207	0.021036689530417	0.00320211231259625	0.320211231259625	0.0343177239398705	0.896428182120896	FALSE	Hypermethylated	0.190951271	0.383812717	0.041687625	5	1	FALSE	FALSE	TRUE	TRUE	Q1
Mphosph8	ENSMUSG00000079184.10	chr14	56668247	56697430	29183	Active_Promoter	Active	K27ac only	0.0116810137965105	0.0132759079995944	0.00159489420308393	0.159489420308393	0.0236256719613112	0.896428182120896	FALSE	Hypermethylated	-0.036260378	0.895008369	0.895008369	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Lrp5	ENSMUSG00000024913.16	chr19	3584827	3686564	101737	Repressed_Promoter	Polycomb	K27me3 only	0.0235527394581788	0.0253095283542584	0.00175678889607956	0.175678889607956	-0.00930734978109597	0.896428182120896	FALSE	Hypomethylated	-0.057194494	0.813548431	0.62138846	4	0	FALSE	FALSE	TRUE	FALSE	Q4
Zfp568	ENSMUSG00000074221.12	chr7	29983954	30028282	44328	Unmarked_Promoter	Active	K27ac only	0.0138798166994777	0.0154219107762067	0.00154209407672896	0.154209407672896	-0.0195423471906817	0.896448152888263	FALSE	Hypomethylated	-0.049918567	0.84389427	0.84389427	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Cmtm7	ENSMUSG00000032436.17	chr9	114756835	114781856	25021	Unmarked_Promoter	Mixed	Bivalent	0.0349145590902476	0.0367598497617489	0.00184529067150131	0.184529067150131	-0.0149850992911265	0.896494793392862	FALSE	Hypomethylated	-0.027967133	0.922839919	0.88412182	3	0	FALSE	FALSE	TRUE	FALSE	Q4
Artn	ENSMUSG00000028539.14	chr4	117926161	117929763	3602	Unmarked_Promoter	Enhancer_Marked	Neither	0.0163194219593138	0.0182286727705793	0.0019092508112655	0.19092508112655	0.0701141042310479	0.896494793392862	FALSE	Hypermethylated	-0.070611579	0.750648439	0.750648439	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Ptch2	ENSMUSG00000028681.11	chr4	117096074	117116101	20027	Repressed_Promoter	Polycomb	K27me3 only	0.0195674590551222	0.0208292668431765	0.00126180778805434	0.126180778805434	0.0275027095094055	0.89693612982776	FALSE	Hypermethylated	-0.052674268	0.833915237	0.833915237	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Syngr1	ENSMUSG00000022415.12	chr15	80091333	80119501	28168	Active_Promoter	Active	K27ac only	0.0162037564098805	0.0175742402233318	0.00137048381345134	0.137048381345134	0.0212963066414476	0.897787380427594	FALSE	Hypermethylated	-0.005615503	0.988762997	0.988762997	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Hey1	ENSMUSG00000040289.8	chr3	8663358	8667256	3898	Active_Promoter	Active	K27ac only	0.0147950244050691	0.0170563535346382	0.00226132912956909	0.226132912956909	0.069444730717532	0.897901482291419	FALSE	Hypermethylated	0.247240183	0.215422393	0.215422393	3	0	FALSE	FALSE	TRUE	TRUE	Q1
Siva1	ENSMUSG00000064326.13	chr12	112644678	112649149	4471	Unmarked_Promoter	Active	K27ac only	0.0160588512917401	0.0173917666795155	0.00133291538777533	0.133291538777533	-0.0489964333475597	0.897916433203175	FALSE	Hypomethylated	0.040544139	0.882972273	0.882972273	2	0	FALSE	FALSE	TRUE	TRUE	Q1
Slc24a5	ENSMUSG00000035183.14	chr2	125068123	125088677	20554	Unmarked_Promoter	Enhancer_Marked	Neither	0.014299145934255	0.0148598542754157	0.000560708341160662	0.0560708341160662	-0.0268029744640569	0.898413989053696	FALSE	Hypomethylated	-0.042414138	0.870819716	4.32e-25	11	7	FALSE	FALSE	TRUE	FALSE	Q4
Yes1	ENSMUSG00000014932.15	chr5	32611170	32687057	75887	Active_Promoter	Active	K27ac only	0.0150705406477519	0.0166607451190217	0.00159020447126983	0.159020447126983	-0.0153386909728123	0.89865659805963	FALSE	Hypomethylated	-0.057102835	0.81393828	0.81393828	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Zbtb10	ENSMUSG00000069114.8	chr3	9250601	9285333	34732	Active_Promoter	Active	K27ac only	0.0237322368257133	0.0261179022006437	0.00238566537493035	0.238566537493035	0.0166049877448579	0.898998969696372	FALSE	Hypermethylated	0.003727335	0.992548492	0.992548492	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Phf13	ENSMUSG00000047777.9	chr4	151989632	151996258	6626	Unmarked_Promoter	Enhancer_Marked	Neither	0.0236387698512003	0.0257061792522549	0.00206740940105456	0.206740940105456	-0.037048574551241	0.899285057506961	FALSE	Hypomethylated	-0.051501589	0.836530831	0.836530831	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Satb2	ENSMUSG00000038331.15	chr1	56793980	56978650	184670	Repressed_Promoter	Polycomb	K27me3 only	0.0241458919481439	0.0256709618066863	0.00152506985854235	0.152506985854235	-0.00810207079181519	0.899326604411635	FALSE	Hypomethylated	-0.11393194	0.600982735	0.359850408	4	0	FALSE	FALSE	TRUE	FALSE	Q4
Kazn	ENSMUSG00000040606.13	chr4	142102389	142239401	137012	Unmarked_Promoter	Active	K27ac only	0.0350659397009778	0.0364786482978942	0.00141270859691649	0.141270859691649	-0.00706808547662671	0.899333712320044	FALSE	Hypomethylated	-0.087853277	0.686410495	2.1e-07	29	5	FALSE	FALSE	TRUE	FALSE	Q4
Rtn4rl1	ENSMUSG00000045287.6	chr11	75193782	75267769	73987	Active_Promoter	Active	K27ac only	0.0213560761151692	0.0228488650661482	0.00149278895097897	0.149278895097897	-0.01134528303389	0.899457108646659	FALSE	Hypomethylated	-0.24396557	0.245062637	0.245062637	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Sgta	ENSMUSG00000004937.6	chr10	81044074	81060181	16107	Unmarked_Promoter	Enhancer_Marked	Neither	0.0129298960776507	0.0137319614953746	0.000802065417723886	0.0802065417723886	-0.0350518438980605	0.899541138631395	FALSE	Hypomethylated	-0.119823755	0.590494449	0.590494449	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Fkbp1b	ENSMUSG00000020635.8	chr12	4833173	4841591	8418	Active_Promoter	Enhancer_Marked	Neither	0.0138521223216405	0.0153433504709813	0.00149122814934077	0.149122814934077	-0.0462369828488408	0.899806307320936	FALSE	Hypomethylated	-0.054129744	0.833757227	0.833757227	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Adrm1	ENSMUSG00000039041.15	chr2	180171484	180176286	4802	Active_Promoter	Enhancer_Marked	Neither	0.0148393639013545	0.0165255438234507	0.00168617992209623	0.168617992209623	-0.0573881853616737	0.899806307320936	FALSE	Hypomethylated	-0.129984541	0.53456146	0.53456146	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Krt8	ENSMUSG00000049382.10	chr15	101996697	102004482	7785	Repressed_Promoter	Polycomb	K27me3 only	0.0130391709318663	0.0145799519418693	0.00154078101000307	0.154078101000307	0.0520148430847842	0.899806307320936	FALSE	Hypermethylated	-0.034779759	0.899293105	0.899293105	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Tpi1	ENSMUSG00000023456.16	chr6	124810585	124814296	3711	Active_Promoter	Active	K27ac only	0.0119238172116759	0.0178102921491797	0.0058864749375038	0.58864749375038	0.0634206959905058	0.899879530475651	FALSE	Hypermethylated	-0.010839495	0.975445646	0.975445646	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Tspan17	ENSMUSG00000025875.14	chr13	54789376	54796776	7400	Active_Promoter	Active	K27ac only	0.0193779637171583	0.0217034888845733	0.00232552516741505	0.232552516741505	0.0408103976602208	0.900052341281022	FALSE	Hypermethylated	-0.140727594	0.483999202	0.083208556	8	0	FALSE	FALSE	TRUE	FALSE	Q4
Ptgdr2	ENSMUSG00000034117.3	chr19	10937159	10942511	5352	Unmarked_Promoter	Enhancer_Marked	Neither	0.0211774954770405	0.0235492292954451	0.00237173381840456	0.237173381840456	0.0410397492713581	0.900107758868956	FALSE	Hypermethylated	-0.012510414	0.970759601	0.970759601	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Wdr73	ENSMUSG00000025722.16	chr7	80890722	80901269	10547	Unmarked_Promoter	Active	K27ac only	0.0183466401596887	0.0210391768782308	0.00269253671854205	0.269253671854205	-0.0304218436373696	0.900107758868956	FALSE	Hypomethylated	-0.004438289	0.991323722	0.991323722	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Pgrmc1	ENSMUSG00000006373.10	chrX	36598205	36606079	7874	Unmarked_Promoter	Active	K27ac only	0.0132233144314749	0.015571022092101	0.00234770766062607	0.234770766062607	0.0546994668214998	0.900438698428086	FALSE	Hypermethylated	-0.022009902	0.944556609	0.944556609	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Bfsp1	ENSMUSG00000027420.13	chr2	143826527	143863173	36646	Repressed_Promoter	Polycomb	K27me3 only	0.0266610376388499	0.0281874654215319	0.00152642778268201	0.152642778268201	-0.0143452445353533	0.900438698428086	FALSE	Hypomethylated	-0.009543895	0.980093658	0.980093658	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Dync1i1	ENSMUSG00000029757.16	chr6	5725638	6028039	302401	Active_Promoter	Active	K27ac only	0.0206680285929971	0.0224834057767659	0.0018153771837688	0.18153771837688	0.00644383030753672	0.90057901767499	FALSE	Hypermethylated	0.084733343	0.679726839	1.14e-10	5	2	FALSE	FALSE	TRUE	TRUE	Q1
Adrb2	ENSMUSG00000045730.4	chr18	62177815	62179959	2144	Bivalent_Promoter	Mixed	Bivalent	0.0385327374325684	0.0411657909016107	0.00263305346904232	0.263305346904232	-0.0493532114343229	0.900596979295179	FALSE	Hypomethylated	0.03252475	0.905746184	0.144699658	8	0	FALSE	FALSE	TRUE	TRUE	Q1
Stk40	ENSMUSG00000042608.15	chr4	126103956	126141029	37073	Active_Promoter	Active	K27ac only	0.0169608588434152	0.0183023390637065	0.00134148022029131	0.134148022029131	-0.0192680412645591	0.900775268573921	FALSE	Hypomethylated	-0.022043361	0.942593353	0.887751382	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Tbc1d8	ENSMUSG00000003134.10	chr1	39371491	39478755	107264	Active_Promoter	Active	K27ac only	0.0194051783131953	0.0203735065585984	0.000968328245403053	0.0968328245403053	-0.00985893181715307	0.900875550301899	FALSE	Hypomethylated	-0.040476834	0.878342428	0.296798623	5	0	FALSE	FALSE	TRUE	FALSE	Q4
Trap1	ENSMUSG00000005981.11	chr16	4039970	4077827	37857	Unmarked_Promoter	Enhancer_Marked	Neither	0.0118467658247099	0.0140088003260523	0.00216203450134241	0.216203450134241	-0.0245591134388824	0.900875550301899	FALSE	Hypomethylated	-0.016365773	0.960368716	0.960368716	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Tmem200b	ENSMUSG00000070720.4	chr4	131921199	131923140	1941	Repressed_Promoter	Polycomb	K27me3 only	0.0218319512670114	0.0274856854682709	0.00565373420125945	0.565373420125945	0.080453214063501	0.900875550301899	FALSE	Hypermethylated	-0.057546884	0.817550334	0.817550334	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Cnr1	ENSMUSG00000044288.6	chr4	33924592	33948831	24239	Active_Promoter	Active	K27ac only	0.0145712008347443	0.016624083818387	0.00205288298364267	0.205288298364267	-0.0231681689118876	0.900875550301899	FALSE	Hypomethylated	0.815154326	0.000464202	1.99e-26	18	15	TRUE	FALSE	TRUE	TRUE	Q1
Drc3	ENSMUSG00000056598.16	chr11	60353328	60394341	41013	Unmarked_Promoter	Enhancer_Marked	Neither	0.030601529184531	0.0316619236220627	0.00106039443753168	0.106039443753168	-0.0126877541036995	0.900888094924697	FALSE	Hypomethylated	-0.080151692	0.720943238	0.455111399	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Gltp	ENSMUSG00000011884.13	chr5	114669397	114690984	21587	Unmarked_Promoter	Enhancer_Marked	Neither	0.0257777282172275	0.0270987835870728	0.00132105536984539	0.132105536984539	0.0198572257985619	0.901338807070668	FALSE	Hypermethylated	0.008566615	0.981239374	0.981239374	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Chat	ENSMUSG00000021919.8	chr14	32408202	32465989	57787	Repressed_Promoter	Polycomb	K27me3 only	0.0275016558854849	0.0292583179284663	0.00175666204298137	0.175666204298137	0.0115774682677879	0.901338807070668	FALSE	Hypermethylated	0.013065216	0.968872403	0.268873279	5	0	FALSE	FALSE	TRUE	TRUE	Q1
Gpr6	ENSMUSG00000046922.7	chr10	41069976	41072285	2309	Repressed_Promoter	Polycomb	K27me3 only	0.0242590416163248	0.0232545521217629	-0.00100448949456186	-0.100448949456186	-0.0628863865828174	0.90138900181142	FALSE	Hypomethylated	-0.053514848	0.822181851	0.326007157	5	0	FALSE	FALSE	FALSE	FALSE	Q3
Tmem30b	ENSMUSG00000034435.6	chr12	73543401	73546392	2991	Repressed_Promoter	Polycomb	K27me3 only	0.0229535439565437	0.0214169765052257	-0.00153656745131802	-0.153656745131802	-0.0591759883267569	0.901503500633808	FALSE	Hypomethylated	-0.010992813	0.975681678	0.975681678	1	0	FALSE	FALSE	FALSE	FALSE	Q3
Kcnk9	ENSMUSG00000036760.7	chr15	72501088	72546340	45252	Bivalent_Promoter	Mixed	Bivalent	0.0270632619049113	0.0290550507053293	0.00199178880041807	0.199178880041807	0.0128982810330744	0.901503500633808	FALSE	Hypermethylated	-0.056766318	0.808785103	6.66e-17	26	11	FALSE	FALSE	TRUE	FALSE	Q4
Taok3	ENSMUSG00000061288.13	chr5	117120128	117275219	155091	Active_Promoter	Active	K27ac only	0.017659078990549	0.0193419579780505	0.00168287898750143	0.168287898750143	-0.00845806776623903	0.901623860700711	FALSE	Hypomethylated	-0.067696866	0.772033303	0.772033303	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Haus7	ENSMUSG00000031371.14	chrX	73437314	73459044	21730	Unmarked_Promoter	Enhancer_Marked	Neither	0.0205763908621037	0.021697329662861	0.00112093880075729	0.112093880075729	-0.0259825341486126	0.901746666908981	FALSE	Hypomethylated	0.003658204	0.992586397	0.992586397	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Elavl4	ENSMUSG00000028546.17	chr4	110203721	110351909	148188	Active_Promoter	Active	K27ac only	0.017591257462125	0.0192827234149408	0.00169146595281586	0.169146595281586	0.0090827425320609	0.901746666908981	FALSE	Hypermethylated	0.757737329	0.018913942	1.09e-12	2	2	TRUE	FALSE	TRUE	TRUE	Q1
Banf1	ENSMUSG00000024844.15	chr19	5364637	5367168	2531	Unmarked_Promoter	Enhancer_Marked	Neither	0.0114053583311614	0.0159140663567343	0.00450870802557289	0.450870802557289	0.104291784268081	0.901746666908981	FALSE	Hypermethylated	-0.073979315	0.750829682	0.750829682	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Spata20	ENSMUSG00000020867.13	chr11	94478903	94486179	7276	Unmarked_Promoter	Active	K27ac only	0.0466801117785422	0.0482529386202399	0.00157282684169766	0.157282684169766	-0.0221474363112316	0.901867186874455	FALSE	Hypomethylated	-0.015486229	0.962091178	0.454150713	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Nrg1	ENSMUSG00000062991.9	chr8	31814550	32884797	1070247	Repressed_Promoter	Polycomb	K27me3 only	0.01591867687544	0.0181218987842739	0.0022032219088339	0.22032219088339	0.00645091683952831	0.902614658285612	FALSE	Hypermethylated	0.019317499	0.950814861	0.430909245	3	0	FALSE	FALSE	TRUE	TRUE	Q1
Ifrd2	ENSMUSG00000010048.10	chr9	107587641	107593385	5744	Unmarked_Promoter	Active	K27ac only	0.0248329428680662	0.0251340712218521	0.000301128353785863	0.0301128353785863	-0.0328931522401352	0.902614658285612	FALSE	Hypomethylated	0.074147005	0.738988954	0.738988954	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Rpl7	ENSMUSG00000043716.13	chr1	16101294	16104662	3368	Active_Promoter	Active	K27ac only	0.011918140301315	0.0143437612490539	0.00242562094773884	0.242562094773884	0.0768872252340681	0.902614658285612	FALSE	Hypermethylated	-0.021768331	0.943699994	0.943699994	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Wdr20rt	ENSMUSG00000035560.5	chr12	65225516	65233359	7843	Unmarked_Promoter	Enhancer_Marked	Neither	0.0195288881817901	0.0225029364046341	0.00297404822284399	0.297404822284399	0.0334305885346705	0.902635136936951	FALSE	Hypermethylated	-0.025921988	0.929573438	0.929573438	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Egr4	ENSMUSG00000071341.4	chr6	85511120	85513589	2469	Unmarked_Promoter	Active	K27ac only	0.0233880743940444	0.0280799856527497	0.00469191125870531	0.469191125870531	-0.0743528428190019	0.903047049762415	FALSE	Hypomethylated	-0.067657915	0.777667557	0.478182081	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Camk2n1	ENSMUSG00000046447.3	chr4	138454313	138460123	5810	Active_Promoter	Active	K27ac only	0.0277944608477418	0.0306706915843531	0.00287623073661126	0.287623073661126	0.0406009871092022	0.903653324915932	FALSE	Hypermethylated	-0.010636447	0.976518876	0.920561886	2	0	FALSE	FALSE	TRUE	FALSE	Q4
Mepce	ENSMUSG00000029726.16	chr5	137781905	137787655	5750	Active_Promoter	Active	K27ac only	0.0166253703345738	0.0176722632889113	0.00104689295433747	0.104689295433747	-0.0544889529002938	0.903842028869571	FALSE	Hypomethylated	-0.096713644	0.656059786	0.656059786	1	0	FALSE	FALSE	TRUE	FALSE	Q4
1700013H16Rik	ENSMUSG00000054727.2	chrX	53742900	53757831	14931	Unmarked_Promoter	Unmarked	Neither	0.0129946040676701	0.0157643641063306	0.00276976003866046	0.276976003866046	-0.0461650975437617	0.903965530230612	FALSE	Hypomethylated	0.025361944	0.938791902	0.935014706	2	0	FALSE	FALSE	TRUE	TRUE	Q1
Derl2	ENSMUSG00000018442.13	chr11	71007163	71019841	12678	Unmarked_Promoter	Enhancer_Marked	Neither	0.0120886314318082	0.0133944424468791	0.00130581101507087	0.130581101507087	-0.0315416085251507	0.904220239477451	FALSE	Hypomethylated	-0.03140683	0.909861342	0.909861342	1	0	FALSE	FALSE	TRUE	FALSE	Q4
Shox2	ENSMUSG00000027833.16	chr3	66971726	66981771	10045	Repressed_Promoter	Polycomb	K27me3 only	0.0133585272019949	0.0151743859407403	0.00181585873874547	0.181585873874547	-0.0507919826237468	0.904602434691796	FALSE	Hypomethylated	0.065399246	0.776564282	0.776564282	1	0	FALSE	FALSE	TRUE	TRUE	Q1
Myt1	ENSMUSG00000010505.16	chr2	181763331	181827797	64466	Active_Promoter	Active	K27ac only	0.0160222196060056	0.0184499657088514	0.00242774610284578	0.242774610284578	0.0139721057339264	0.905801547905622	FALSE	Hypermethylated	1.044156641	5.29e-06	5.29e-06	1	1	TRUE	FALSE	TRUE	TRUE	Q1
1700024G13Rik	ENSMUSG00000072473.4	chr14	32376067	32388391	12324	Unmarked_Promoter	Polycomb	K27me3 only	0.0375307527126725	0.0396749387726569	0.00214418605998436	0.214418605998436	-0.0190491749548025	0.906256119636612	FALSE	Hypomethylated	-0.013938381	0.966823515	0.066389479	4	0	FALSE	FALSE	TRUE	FALSE	Q4
