gene_name	chr	is_synapse_and_mecp2_up	atac_remodeled
Cbr1	chr16	FALSE	FALSE
Gatd3a	chr10	FALSE	FALSE
Cby1	chr15	FALSE	FALSE
Ss18l2	chr9	FALSE	FALSE
Mrgbp	chr2	FALSE	FALSE
Tmem107	chr11	FALSE	FALSE
Cep152	chr2	FALSE	FALSE
Smg8	chr11	FALSE	FALSE
Peg12	chr7	FALSE	FALSE
Selp	chr1	FALSE	FALSE
Simc1	chr13	FALSE	FALSE
Nup85	chr11	FALSE	FALSE
Cers2	chr3	FALSE	FALSE
Paqr7	chr4	FALSE	FALSE
Dio3	chr12	FALSE	FALSE
Amigo1	chr3	FALSE	FALSE
Ppp1r3g	chr13	FALSE	FALSE
Lrrn4cl	chr19	FALSE	FALSE
Nmral1	chr16	FALSE	FALSE
Dhcr7	chr7	FALSE	FALSE
Icam2	chr11	FALSE	FALSE
Zcchc10	chr11	FALSE	FALSE
Rusc1	chr3	FALSE	FALSE
Fmc1	chr6	FALSE	FALSE
Sun5	chr2	FALSE	FALSE
Ripk1	chr13	FALSE	FALSE
Sertad1	chr7	FALSE	FALSE
Srd5a3	chr5	FALSE	FALSE
Hdc	chr2	FALSE	FALSE
Mthfr	chr4	FALSE	TRUE
Mterf1b	chr5	FALSE	FALSE
Olig2	chr16	FALSE	FALSE
Mcm8	chr2	FALSE	FALSE
Rpl4	chr9	FALSE	FALSE
Dlg3	chrX	FALSE	FALSE
Trim12c	chr7	FALSE	FALSE
Pyurf	chr6	FALSE	FALSE
Adcy8	chr15	FALSE	FALSE
Plaur	chr7	FALSE	FALSE
Tmem160	chr7	FALSE	FALSE
Pcdh17	chr14	FALSE	TRUE
Slitrk6	chr14	FALSE	FALSE
H3c7	chr13	FALSE	FALSE
Nap1l5	chr6	FALSE	FALSE
Qpctl	chr7	FALSE	FALSE
Ftsj1	chrX	FALSE	FALSE
Nek3	chr8	FALSE	FALSE
Rad1	chr15	FALSE	FALSE
Mapk8ip2	chr15	FALSE	FALSE
Gstk1	chr6	FALSE	FALSE
Plekho1	chr3	FALSE	FALSE
Wnt2	chr6	FALSE	FALSE
Hgh1	chr15	FALSE	FALSE
Psmg4	chr13	FALSE	FALSE
Zdhhc1	chr8	FALSE	FALSE
Parp3	chr9	FALSE	FALSE
Myh2	chr11	FALSE	FALSE
Zfp382	chr7	FALSE	FALSE
Batf2	chr19	FALSE	TRUE
Rps6ka1	chr4	FALSE	FALSE
Ism2	chr12	FALSE	TRUE
Uqcr11	chr10	FALSE	FALSE
Gnb2	chr5	FALSE	TRUE
Cdk2ap2	chr19	FALSE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Chd9	chr8	FALSE	FALSE
Cebpd	chr16	FALSE	TRUE
Ring1	chr17	FALSE	FALSE
Cflar	chr1	FALSE	FALSE
Tbcb	chr7	FALSE	FALSE
Fcrlb	chr1	FALSE	FALSE
Tkfc	chr19	FALSE	FALSE
Rad51	chr2	FALSE	FALSE
Tcaim	chr9	FALSE	FALSE
Trim35	chr14	FALSE	FALSE
Csf2	chr11	FALSE	TRUE
Timm29	chr9	FALSE	FALSE
Amdhd1	chr10	FALSE	FALSE
Upf1	chr8	FALSE	FALSE
Zfp712	chr13	FALSE	FALSE
Ppil1	chr17	FALSE	FALSE
Nop14	chr5	FALSE	FALSE
Ubtd1	chr19	FALSE	FALSE
Sema4c	chr1	FALSE	TRUE
Capn8	chr1	FALSE	FALSE
Hes2	chr4	FALSE	FALSE
Wbp4	chr14	FALSE	FALSE
Nuf2	chr1	FALSE	FALSE
Tox2	chr2	FALSE	TRUE
Gstp2	chr19	FALSE	TRUE
Spag7	chr11	FALSE	FALSE
Vps37d	chr5	FALSE	FALSE
Atg3	chr16	FALSE	FALSE
Cdadc1	chr14	FALSE	FALSE
Rpl27a	chr7	FALSE	FALSE
Fosl1	chr19	FALSE	FALSE
Exosc10	chr4	FALSE	FALSE
Dlk1	chr12	FALSE	FALSE
Nelfcd	chr2	FALSE	FALSE
Tmem231	chr8	FALSE	FALSE
Gm5861	chr5	FALSE	FALSE
Orc6	chr8	FALSE	FALSE
Acp1	chr12	FALSE	FALSE
Men1	chr19	FALSE	FALSE
Lysmd1	chr3	FALSE	FALSE
Gpatch3	chr4	FALSE	FALSE
Cdpf1	chr15	FALSE	FALSE
Acsm5	chr7	FALSE	FALSE
Riok2	chr17	FALSE	FALSE
Tmem101	chr11	FALSE	FALSE
Mcm3	chr1	FALSE	FALSE
Marcks	chr10	FALSE	FALSE
Slfn14	chr11	FALSE	FALSE
Frem2	chr3	FALSE	TRUE
Oaz3	chr3	FALSE	FALSE
Ssna1	chr2	FALSE	FALSE
H4c9	chr13	FALSE	FALSE
Dmpk	chr7	FALSE	FALSE
Slc25a31	chr3	FALSE	TRUE
Wbp1	chr6	FALSE	FALSE
Siah2	chr3	FALSE	FALSE
Leng1	chr7	FALSE	FALSE
Polr1b	chr2	FALSE	FALSE
Qdpr	chr5	FALSE	FALSE
Bhlha9	chr11	FALSE	FALSE
Sf3b4	chr3	FALSE	FALSE
Prph2	chr17	FALSE	TRUE
Ghrl	chr6	FALSE	FALSE
Mmp25	chr17	FALSE	FALSE
Dync1h1	chr12	FALSE	FALSE
Rnase9	chr14	FALSE	FALSE
Pex19	chr1	FALSE	FALSE
Colec11	chr12	FALSE	FALSE
Lmo4	chr3	FALSE	FALSE
Il9	chr13	FALSE	FALSE
Gaa	chr11	FALSE	FALSE
Bves	chr10	FALSE	FALSE
Smim9	chrX	FALSE	FALSE
Cdkn3	chr14	FALSE	FALSE
Zfp239	chr6	FALSE	FALSE
Pogk	chr1	FALSE	FALSE
Gm12789	chr4	FALSE	FALSE
Rab17	chr1	FALSE	FALSE
Clec2m	chr6	FALSE	FALSE
Usp25	chr16	FALSE	FALSE
Polr2d	chr18	FALSE	FALSE
Bach2	chr4	FALSE	FALSE
Cdc23	chr18	FALSE	FALSE
Cgn	chr3	FALSE	FALSE
Calm1	chr12	FALSE	FALSE
Nanos1	chr19	FALSE	FALSE
Ints6l	chrX	FALSE	FALSE
Rmi2	chr16	FALSE	FALSE
Psmc4	chr7	FALSE	FALSE
Psma4	chr9	FALSE	FALSE
Gimap8	chr6	FALSE	FALSE
P2ry13	chr3	FALSE	FALSE
Usp38	chr8	FALSE	FALSE
Mtfr2	chr10	FALSE	FALSE
Chrnb3	chr8	FALSE	FALSE
Ugt1a5	chr1	FALSE	FALSE
Rarres2	chr6	FALSE	FALSE
Lin7b	chr7	FALSE	FALSE
Apln	chrX	FALSE	FALSE
Acyp1	chr12	FALSE	FALSE
Tas2r143	chr6	FALSE	FALSE
Lrrc66	chr5	FALSE	FALSE
Gstz1	chr12	FALSE	FALSE
Nnat	chr2	FALSE	FALSE
Foxd1	chr13	FALSE	TRUE
Fam161b	chr12	FALSE	FALSE
Mex3d	chr10	FALSE	FALSE
Flot1	chr17	FALSE	TRUE
Nedd1	chr10	FALSE	FALSE
Nasp	chr4	FALSE	FALSE
Mrps31	chr8	FALSE	FALSE
Slc2a8	chr2	FALSE	FALSE
B3galt4	chr17	FALSE	FALSE
Ccdc124	chr8	FALSE	FALSE
Tor3a	chr1	FALSE	FALSE
Dpp7	chr2	FALSE	FALSE
Apbb1	chr7	FALSE	FALSE
Trp53inp1	chr4	FALSE	FALSE
Arl5b	chr2	FALSE	FALSE
Ptp4a1	chr1	FALSE	FALSE
Sdhaf4	chr1	FALSE	FALSE
Vps4b	chr1	FALSE	FALSE
Mapk1ip1l	chr14	FALSE	FALSE
Scnn1g	chr7	FALSE	TRUE
Adgrg3	chr8	FALSE	FALSE
Ccl7	chr11	FALSE	FALSE
Mlycd	chr8	FALSE	FALSE
Bop1	chr15	FALSE	FALSE
Ppif	chr14	FALSE	FALSE
Zfp648	chr1	FALSE	FALSE
Tpmt	chr13	FALSE	FALSE
Mapre1	chr2	FALSE	FALSE
Pex16	chr2	FALSE	FALSE
Otor	chr2	FALSE	TRUE
Creb3l4	chr3	FALSE	FALSE
Socs7	chr11	FALSE	FALSE
C2cd4a	chr9	FALSE	FALSE
Spib	chr7	FALSE	FALSE
Capn10	chr1	FALSE	FALSE
Tacc3	chr5	FALSE	FALSE
Cdipt	chr7	FALSE	FALSE
D1Pas1	chr1	FALSE	FALSE
Kbtbd4	chr2	FALSE	FALSE
Dusp26	chr8	FALSE	FALSE
Lin7c	chr2	FALSE	FALSE
Zfp281	chr1	FALSE	FALSE
Tomm20	chr8	FALSE	FALSE
Phax	chr18	FALSE	FALSE
Zfp768	chr7	FALSE	FALSE
Fank1	chr7	FALSE	FALSE
Snapc5	chr9	FALSE	FALSE
Ticam1	chr17	FALSE	FALSE
Hspa1b	chr17	FALSE	FALSE
Zmynd8	chr2	FALSE	FALSE
Sbpl	chr17	FALSE	FALSE
Cep85l	chr10	FALSE	FALSE
Letmd1	chr15	FALSE	FALSE
Zscan10	chr17	FALSE	FALSE
Il17f	chr1	FALSE	FALSE
Map1lc3b	chr8	FALSE	FALSE
Irf3	chr7	FALSE	FALSE
Maz	chr7	FALSE	FALSE
Rpl11	chr4	FALSE	FALSE
Gm19668	chr10	FALSE	FALSE
Ftdc1	chr16	FALSE	FALSE
Ccdc89	chr7	FALSE	FALSE
Farsa	chr8	FALSE	FALSE
Ly96	chr1	FALSE	FALSE
C1ql1	chr11	FALSE	FALSE
Pnp	chr14	FALSE	FALSE
Pcdhb15	chr18	FALSE	FALSE
Trim32	chr4	FALSE	FALSE
Dlk2	chr17	FALSE	TRUE
Tmc4	chr7	FALSE	FALSE
Ucp3	chr7	FALSE	FALSE
Cdca7l	chr12	FALSE	TRUE
Fam199x	chrX	FALSE	FALSE
Ets2	chr16	FALSE	FALSE
Mrpl3	chr9	FALSE	FALSE
Lgals8	chr13	FALSE	FALSE
Sectm1b	chr11	FALSE	FALSE
Ermard	chr17	FALSE	TRUE
Traf1	chr2	FALSE	FALSE
Cmtm1	chr8	FALSE	FALSE
Itga2	chr13	FALSE	FALSE
Prlh	chr1	FALSE	FALSE
Otub1	chr19	FALSE	FALSE
Zfp512b	chr2	FALSE	TRUE
Sh2b1	chr7	FALSE	FALSE
Secisbp2	chr13	FALSE	FALSE
Nbn	chr4	FALSE	FALSE
Aldoart1	chr4	FALSE	TRUE
Ncaph2	chr15	FALSE	FALSE
Ascl3	chr7	FALSE	FALSE
Scml2	chrX	FALSE	TRUE
Mtx3	chr13	FALSE	FALSE
Cdca7	chr2	FALSE	TRUE
Fxyd1	chr7	FALSE	TRUE
Rrm1	chr7	FALSE	FALSE
Zfp212	chr6	FALSE	FALSE
Rho	chr6	FALSE	FALSE
Vldlr	chr19	FALSE	FALSE
Prdx4	chrX	FALSE	FALSE
C2cd4b	chr9	FALSE	FALSE
Glmp	chr3	FALSE	FALSE
Exosc7	chr9	FALSE	FALSE
Slc16a8	chr15	FALSE	FALSE
Tmem126a	chr7	FALSE	FALSE
Pus3	chr9	FALSE	FALSE
Spint2	chr7	FALSE	FALSE
Il17d	chr14	FALSE	FALSE
Nacad	chr11	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Gprasp2	chrX	FALSE	FALSE
Slc7a11	chr3	FALSE	FALSE
Clk2	chr3	FALSE	FALSE
Foxn4	chr5	FALSE	FALSE
Ccn3	chr15	FALSE	FALSE
Zfp61	chr7	FALSE	FALSE
Gpr84	chr15	FALSE	FALSE
Nsun7	chr5	FALSE	TRUE
Snrpc	chr17	FALSE	FALSE
Aars2	chr17	FALSE	FALSE
Kctd20	chr17	FALSE	FALSE
Cyc1	chr15	FALSE	FALSE
Nudt16	chr9	FALSE	FALSE
Zfp746	chr6	FALSE	FALSE
Mrps14	chr1	FALSE	FALSE
Cetn3	chr13	FALSE	FALSE
Gm8267	chr14	FALSE	FALSE
Necab2	chr8	FALSE	TRUE
Calhm6	chr10	FALSE	FALSE
Ankrd46	chr15	FALSE	FALSE
Cnga2	chrX	FALSE	FALSE
Ccr8	chr9	FALSE	FALSE
Hibch	chr1	FALSE	FALSE
Bri3bp	chr5	FALSE	FALSE
Slc25a42	chr8	FALSE	FALSE
Smim27	chr4	FALSE	FALSE
Hmgcr	chr13	FALSE	FALSE
Rdh14	chr12	FALSE	FALSE
H4c11	chr13	FALSE	FALSE
Ivd	chr2	FALSE	FALSE
C2cd4d	chr3	FALSE	FALSE
Lrrc10	chr10	FALSE	FALSE
Zfp839	chr12	FALSE	FALSE
Scd3	chr19	FALSE	FALSE
Spag11a	chr8	FALSE	FALSE
Fam221b	chr4	FALSE	FALSE
Serpina12	chr12	FALSE	FALSE
Mboat7	chr7	FALSE	FALSE
Cpvl	chr6	FALSE	FALSE
Aup1	chr6	FALSE	FALSE
A2m	chr6	FALSE	FALSE
N4bp3	chr11	FALSE	FALSE
Cct2	chr10	FALSE	FALSE
Neurl4	chr11	FALSE	FALSE
Amz2	chr11	FALSE	FALSE
Pkmyt1	chr17	FALSE	FALSE
Suds3	chr5	FALSE	FALSE
Snapc3	chr4	FALSE	FALSE
Ccdc61	chr7	FALSE	FALSE
Ankrd60	chr2	FALSE	FALSE
Npff	chr15	FALSE	FALSE
Trappc11	chr8	FALSE	FALSE
Nrg3	chr14	FALSE	TRUE
Lmx1a	chr1	FALSE	FALSE
Sipa1l2	chr8	FALSE	FALSE
Prnp	chr2	FALSE	FALSE
Ankrd9	chr12	FALSE	FALSE
Cluh	chr11	FALSE	FALSE
Snurf	chr7	FALSE	FALSE
Rab9b	chrX	FALSE	FALSE
Cirbp	chr10	FALSE	FALSE
2310061N02Rik	chr16	FALSE	FALSE
Ppia	chr11	FALSE	FALSE
Duox2	chr2	FALSE	TRUE
Swsap1	chr9	FALSE	FALSE
Ginm1	chr10	FALSE	FALSE
Rpp38	chr2	FALSE	FALSE
Thoc6	chr17	FALSE	FALSE
Myc	chr15	FALSE	TRUE
Fcamr	chr1	FALSE	FALSE
Tpp1	chr7	FALSE	FALSE
Plekhh2	chr17	FALSE	TRUE
Rundc3a	chr11	FALSE	FALSE
Mex3a	chr3	FALSE	FALSE
Gpatch4	chr3	FALSE	FALSE
Pole2	chr12	FALSE	FALSE
Gga3	chr11	FALSE	FALSE
Dchs1	chr7	FALSE	TRUE
Puf60	chr15	FALSE	FALSE
Card9	chr2	FALSE	FALSE
Klhdc8b	chr9	FALSE	FALSE
Prss45	chr9	FALSE	FALSE
Zfp119a	chr17	FALSE	FALSE
Amh	chr10	FALSE	FALSE
Hmgcll1	chr9	FALSE	FALSE
Usp39	chr6	FALSE	FALSE
Bcap29	chr12	FALSE	FALSE
Naa30	chr14	FALSE	FALSE
Wsb1	chr11	FALSE	FALSE
Zkscan16	chr4	FALSE	FALSE
Rab32	chr10	FALSE	FALSE
Zfp9	chr6	FALSE	FALSE
Shisa7	chr7	FALSE	FALSE
Wdr31	chr4	FALSE	FALSE
Naa20	chr2	FALSE	FALSE
Upk3a	chr15	FALSE	TRUE
Taok2	chr7	FALSE	FALSE
Nhlrc2	chr19	FALSE	FALSE
Rcn1	chr2	FALSE	FALSE
Trmt44	chr5	FALSE	FALSE
Pamr1	chr2	FALSE	TRUE
Zfp959	chr17	FALSE	FALSE
Magoh	chr4	FALSE	FALSE
Tff2	chr17	FALSE	FALSE
Fam184a	chr10	FALSE	FALSE
Fcho1	chr8	FALSE	FALSE
Rnh1	chr7	FALSE	FALSE
Ier5l	chr2	FALSE	TRUE
Prss41	chr17	FALSE	FALSE
Bcl2l11	chr2	FALSE	FALSE
Lxn	chr3	FALSE	FALSE
H2-DMb2	chr17	FALSE	FALSE
Ino80e	chr7	FALSE	FALSE
Ndufa4	chr6	FALSE	FALSE
Zfp182	chrX	FALSE	FALSE
Zfp251	chr15	FALSE	FALSE
Akap5	chr12	FALSE	TRUE
Clpx	chr9	FALSE	FALSE
Axl	chr7	FALSE	FALSE
Zfp709	chr8	FALSE	FALSE
Lrcol1	chr5	FALSE	FALSE
Zfp612	chr8	FALSE	FALSE
Kif2a	chr13	FALSE	FALSE
Polr3c	chr3	FALSE	FALSE
Pja1	chrX	FALSE	FALSE
Rgcc	chr14	FALSE	FALSE
Rpl31	chr1	FALSE	FALSE
Atg5	chr10	FALSE	FALSE
Rnf181	chr6	FALSE	FALSE
AF067063	chr13	FALSE	TRUE
Pcyox1l	chr18	FALSE	FALSE
Chrne	chr11	FALSE	FALSE
Keap1	chr9	FALSE	FALSE
Tpsb2	chr17	FALSE	FALSE
Noxo1	chr17	FALSE	FALSE
Rpl19	chr11	FALSE	FALSE
B3gntl1	chr11	FALSE	FALSE
Tmem81	chr1	FALSE	FALSE
Gtf2e1	chr16	FALSE	FALSE
Sfr1	chr19	FALSE	FALSE
Tdpoz3	chr3	FALSE	FALSE
Isyna1	chr8	FALSE	FALSE
Hmg20b	chr10	FALSE	FALSE
Cox7a1	chr7	FALSE	FALSE
Hilpda	chr6	FALSE	FALSE
Cables2	chr2	FALSE	FALSE
Rab14	chr2	FALSE	FALSE
Snx7	chr3	FALSE	TRUE
Lsm6	chr8	FALSE	FALSE
Shcbp1l	chr1	FALSE	FALSE
Ifitm3	chr7	FALSE	FALSE
Tusc1	chr4	FALSE	FALSE
Asrgl1	chr19	FALSE	FALSE
Cox6a2	chr7	FALSE	FALSE
Tspan18	chr2	FALSE	FALSE
Fra10ac1	chr19	FALSE	FALSE
Saa1	chr7	FALSE	FALSE
2700062C07Rik	chr18	FALSE	FALSE
Ccdc115	chr1	FALSE	FALSE
Dppa3	chr6	FALSE	FALSE
Drd5	chr5	FALSE	FALSE
Ppp1r11	chr17	FALSE	FALSE
Gper1	chr5	FALSE	FALSE
4930474N05Rik	chr14	FALSE	FALSE
Dmrta2	chr4	FALSE	TRUE
Elmo3	chr8	FALSE	TRUE
Mid1	chrX	FALSE	TRUE
Cyp2d10	chr15	FALSE	TRUE
Ugt1a6a	chr1	FALSE	FALSE
Bcl2a1a	chr9	FALSE	TRUE
Rpusd2	chr2	FALSE	FALSE
Tdrd1	chr19	FALSE	FALSE
Dcaf17	chr2	FALSE	FALSE
Ltbr	chr6	FALSE	TRUE
Tmem19	chr10	FALSE	FALSE
Surf6	chr2	FALSE	FALSE
Cmtr1	chr17	FALSE	FALSE
Wrap73	chr4	FALSE	FALSE
Tmem196	chr12	FALSE	FALSE
Zfp354b	chr11	FALSE	FALSE
Tmtc2	chr10	FALSE	FALSE
Crh	chr3	FALSE	FALSE
Hsd3b7	chr7	FALSE	FALSE
Chd3	chr11	FALSE	FALSE
Zfp874b	chr13	FALSE	FALSE
H2-Q1	chr17	FALSE	FALSE
Zfp971	chr2	FALSE	FALSE
Slc29a1	chr17	FALSE	FALSE
Rpe	chr1	FALSE	FALSE
Egr3	chr14	FALSE	FALSE
Gm572	chr4	FALSE	FALSE
Sqstm1	chr11	FALSE	FALSE
BC061237	chr14	FALSE	FALSE
Rnf133	chr6	FALSE	FALSE
Med7	chr11	FALSE	FALSE
Hoxb8	chr11	FALSE	FALSE
Barhl2	chr5	TRUE	FALSE
Spag1	chr15	FALSE	TRUE
Cic	chr7	FALSE	FALSE
Zfp870	chr17	FALSE	FALSE
Arrb2	chr11	FALSE	FALSE
Rims2	chr15	FALSE	TRUE
Nab1	chr1	TRUE	FALSE
Tnfaip8l1	chr17	FALSE	FALSE
Il20ra	chr10	FALSE	TRUE
Erich3	chr3	FALSE	FALSE
Rpl15	chr14	FALSE	FALSE
Ccng2	chr5	FALSE	FALSE
Glipr1l1	chr10	FALSE	TRUE
Ifitm7	chr16	FALSE	FALSE
Actl9	chr17	FALSE	FALSE
Ptch1	chr13	FALSE	TRUE
Rnf225	chr7	FALSE	TRUE
Gm94	chr18	FALSE	FALSE
Nell1	chr7	FALSE	TRUE
Slc16a13	chr11	FALSE	FALSE
Gpatch11	chr17	FALSE	FALSE
Snai3	chr8	FALSE	FALSE
Zbtb7b	chr3	FALSE	FALSE
Fgf18	chr11	FALSE	TRUE
Phf10	chr17	FALSE	FALSE
Arpc3	chr5	FALSE	FALSE
Rwdd4a	chr8	FALSE	FALSE
Coa7	chr4	FALSE	FALSE
Wdr5	chr2	FALSE	FALSE
Nmur2	chr11	FALSE	TRUE
Foxred2	chr15	FALSE	FALSE
Actr6	chr10	FALSE	FALSE
Nek2	chr1	FALSE	FALSE
Tomm20l	chr12	FALSE	FALSE
Kank2	chr9	FALSE	TRUE
Ptges3l	chr11	FALSE	FALSE
B4galt6	chr18	FALSE	FALSE
Prelid1	chr13	FALSE	FALSE
Nrep	chr18	TRUE	FALSE
Atxn7l3b	chr10	FALSE	FALSE
Khk	chr5	FALSE	FALSE
Dnaja4	chr9	FALSE	FALSE
Rps11	chr7	FALSE	FALSE
Rab29	chr1	FALSE	FALSE
Sspn	chr6	FALSE	FALSE
Polr3d	chr14	FALSE	FALSE
Rgl3	chr9	FALSE	FALSE
Khdc1b	chr1	FALSE	FALSE
Stard7	chr2	FALSE	FALSE
Fshb	chr2	FALSE	FALSE
Pomgnt1	chr4	FALSE	FALSE
Manba	chr3	FALSE	FALSE
Hnrnpc	chr14	FALSE	FALSE
Tap2	chr17	FALSE	FALSE
Brf2	chr8	FALSE	FALSE
Plekhs1	chr19	FALSE	FALSE
Tceal3	chrX	FALSE	FALSE
Rgs22	chr15	FALSE	TRUE
Lin37	chr7	FALSE	FALSE
Gm15446	chr5	FALSE	FALSE
Pigq	chr17	FALSE	FALSE
Gmfb	chr14	FALSE	FALSE
Pard3	chr8	FALSE	FALSE
Spice1	chr16	FALSE	FALSE
Gins3	chr8	FALSE	FALSE
Csmd1	chr8	FALSE	TRUE
Cilp2	chr8	FALSE	FALSE
Bcl2l14	chr6	FALSE	FALSE
Ubqln4	chr3	FALSE	TRUE
Cycs	chr6	FALSE	FALSE
Cmtm5	chr14	FALSE	FALSE
A130010J15Rik	chr1	FALSE	FALSE
Meiob	chr17	FALSE	FALSE
Speer4f1	chr5	FALSE	FALSE
9330182O14Rik	chr15	FALSE	FALSE
Rtl6	chr15	FALSE	FALSE
Gtf3c6	chr10	FALSE	FALSE
Spns2	chr11	FALSE	TRUE
Gm10488	chrX	FALSE	FALSE
Gm10318	chr10	FALSE	FALSE
Oma1	chr4	FALSE	FALSE
Sec61a1	chr6	FALSE	FALSE
Slc25a44	chr3	FALSE	FALSE
Pdlim4	chr11	FALSE	FALSE
Tmem88b	chr4	FALSE	FALSE
Fam210b	chr2	FALSE	FALSE
Xkr5	chr8	FALSE	FALSE
Map1lc3a	chr2	FALSE	FALSE
Hmgcl	chr4	FALSE	FALSE
Zfp963	chr8	FALSE	FALSE
Rbm24	chr13	FALSE	FALSE
Ptn	chr6	FALSE	TRUE
Bmp1	chr14	FALSE	FALSE
Rnf5	chr17	FALSE	FALSE
Npm2	chr14	FALSE	FALSE
Synpr	chr14	TRUE	FALSE
Tcea1	chr1	FALSE	FALSE
Rgs2	chr1	FALSE	FALSE
Harbi1	chr2	FALSE	FALSE
Rsl1	chr13	FALSE	TRUE
D16Ertd472e	chr16	FALSE	FALSE
Paxbp1	chr16	FALSE	FALSE
Cldn22	chr8	FALSE	FALSE
Tmem52b	chr6	FALSE	TRUE
Arpc1a	chr5	FALSE	FALSE
Eif2b1	chr5	FALSE	FALSE
Col12a1	chr9	FALSE	FALSE
Irx3	chr8	FALSE	TRUE
Dsc3	chr18	FALSE	FALSE
Prss39	chr1	FALSE	FALSE
Mphosph6	chr8	FALSE	FALSE
Mymk	chr2	FALSE	FALSE
Las1l	chrX	FALSE	FALSE
Tigd5	chr15	FALSE	FALSE
Htr1a	chr13	FALSE	FALSE
Nrtn	chr17	FALSE	TRUE
Krr1	chr10	FALSE	FALSE
Ldhd	chr8	FALSE	FALSE
Psmc3	chr2	FALSE	FALSE
Nxt2	chrX	FALSE	FALSE
Mtrr	chr13	FALSE	FALSE
Ndufa5	chr6	FALSE	FALSE
Isy1	chr6	FALSE	FALSE
Txlng	chrX	FALSE	FALSE
Lrrc40	chr3	FALSE	FALSE
Sparcl1	chr5	FALSE	TRUE
Mdh1	chr11	FALSE	FALSE
Cep72	chr13	FALSE	FALSE
Actg1	chr11	FALSE	FALSE
Ttc7	chr17	FALSE	TRUE
Endog	chr2	FALSE	FALSE
Ube2q1	chr3	FALSE	TRUE
Pigm	chr1	FALSE	FALSE
Spata16	chr3	FALSE	FALSE
Cyp2u1	chr3	FALSE	FALSE
Fam98c	chr7	FALSE	FALSE
Fastkd1	chr2	FALSE	FALSE
Tbx6	chr7	FALSE	FALSE
Gnai1	chr5	FALSE	FALSE
Ints10	chr8	FALSE	FALSE
Cdc34	chr10	FALSE	FALSE
Alkbh2	chr5	FALSE	FALSE
Plp2	chrX	FALSE	TRUE
Prpf19	chr19	FALSE	FALSE
Cited2	chr10	FALSE	FALSE
Mier2	chr10	FALSE	FALSE
Nps	chr7	FALSE	TRUE
Slc35b2	chr17	FALSE	FALSE
Pabpc5	chrX	FALSE	TRUE
Zfp619	chr7	FALSE	FALSE
Tmem50b	chr16	FALSE	FALSE
Cyp4f18	chr8	FALSE	FALSE
Vbp1	chrX	FALSE	FALSE
Tsen54	chr11	FALSE	FALSE
4930595M18Rik	chrX	FALSE	FALSE
Suox	chr10	FALSE	FALSE
Idh2	chr7	FALSE	FALSE
Zfp850	chr7	FALSE	FALSE
Ugt1a10	chr1	FALSE	FALSE
Tspan8	chr10	FALSE	FALSE
Astn1	chr1	FALSE	FALSE
Irgq	chr7	FALSE	FALSE
6820408C15Rik	chr2	FALSE	FALSE
Fbxo46	chr7	FALSE	FALSE
Tgm3	chr2	FALSE	TRUE
Tcte2	chr17	FALSE	FALSE
Ccr10	chr11	FALSE	FALSE
Sh2d4b	chr14	FALSE	FALSE
Ppil6	chr10	FALSE	FALSE
Txlna	chr4	FALSE	FALSE
Eif3d	chr15	FALSE	FALSE
Mien1	chr11	FALSE	FALSE
Utp23	chr15	FALSE	FALSE
Bdh1	chr16	FALSE	FALSE
Dbt	chr3	FALSE	FALSE
Arl6ip4	chr5	FALSE	FALSE
Zscan12	chr13	FALSE	FALSE
Calhm5	chr10	FALSE	FALSE
Faf2	chr13	FALSE	FALSE
Il15	chr8	FALSE	FALSE
Faap24	chr7	FALSE	FALSE
Endod1	chr9	FALSE	FALSE
Tmem121	chr12	FALSE	FALSE
Zfp628	chr7	FALSE	FALSE
Rab19	chr6	FALSE	FALSE
Rnaset2a	chr17	FALSE	FALSE
1600014C23Rik	chr17	FALSE	FALSE
Acp2	chr2	FALSE	FALSE
Syncrip	chr9	FALSE	FALSE
4930480E11Rik	chrX	FALSE	FALSE
Timm50	chr7	FALSE	FALSE
Tgds	chr14	FALSE	FALSE
Nab2	chr10	FALSE	TRUE
Drp2	chrX	FALSE	FALSE
Phf23	chr11	FALSE	FALSE
Ccdc47	chr11	FALSE	FALSE
Smim26	chr2	FALSE	FALSE
Gpr17	chr18	FALSE	FALSE
Fsbp	chr4	FALSE	FALSE
C4b	chr17	FALSE	FALSE
Dcaf4	chr12	FALSE	FALSE
Tpt1	chr14	FALSE	FALSE
Slxl1	chrX	FALSE	FALSE
Phf7	chr14	FALSE	FALSE
Ms4a20	chr19	FALSE	FALSE
Klf2	chr8	FALSE	FALSE
Tmbim6	chr15	FALSE	FALSE
Mboat1	chr13	FALSE	TRUE
Arl14ep	chr2	FALSE	FALSE
Agtr1b	chr3	FALSE	FALSE
Espl1	chr15	FALSE	FALSE
Crot	chr5	FALSE	FALSE
Rbp1	chr9	FALSE	FALSE
Kcns3	chr12	FALSE	FALSE
Cct6b	chr11	FALSE	FALSE
Zfp874a	chr13	FALSE	FALSE
Pmepa1	chr2	FALSE	TRUE
AU015836	chrX	FALSE	FALSE
Plekha3	chr2	FALSE	FALSE
Sh2d1a	chrX	FALSE	FALSE
Hoxc6	chr15	FALSE	TRUE
Bag6	chr17	FALSE	FALSE
Spef1l	chr7	FALSE	FALSE
