gene_name	chr	is_neuronal	k27me3_predicted
Lhx9	chr1	TRUE	FALSE
Lif	chr11	TRUE	FALSE
Lifr	chr15	TRUE	FALSE
Lig4	chr8	TRUE	FALSE
Lilrb4a	chr10	FALSE	FALSE
Lims2	chr18	FALSE	FALSE
Lin28a	chr4	TRUE	TRUE
Lin28b	chr10	FALSE	FALSE
Lingo2	chr4	TRUE	TRUE
Lipg	chr18	FALSE	FALSE
Lipi	chr16	FALSE	FALSE
Llgl2	chr11	FALSE	TRUE
Llph	chr10	TRUE	FALSE
Lmcd1	chr6	FALSE	FALSE
Lmntd1	chr6	FALSE	TRUE
Lmo1	chr7	FALSE	TRUE
Lmo2	chr2	FALSE	FALSE
Lmo3	chr6	FALSE	TRUE
Lmo4	chr3	TRUE	FALSE
Lmo7	chr14	FALSE	FALSE
Lmod1	chr1	FALSE	TRUE
Lmx1a	chr1	TRUE	FALSE
Lmx1b	chr2	TRUE	FALSE
Lnpk	chr2	FALSE	TRUE
Lnx1	chr5	TRUE	FALSE
Lonrf2	chr1	FALSE	TRUE
Lox	chr18	FALSE	FALSE
Loxhd1	chr18	TRUE	FALSE
Loxl1	chr9	FALSE	TRUE
Loxl2	chr14	FALSE	FALSE
Loxl4	chr19	FALSE	FALSE
Lpar1	chr4	TRUE	FALSE
Lpar3	chr3	TRUE	FALSE
Lpcat1	chr13	FALSE	TRUE
Lpcat2	chr8	FALSE	TRUE
Lpin1	chr12	TRUE	FALSE
Lpl	chr8	FALSE	FALSE
Lrat	chr3	TRUE	FALSE
Lrba	chr3	FALSE	TRUE
Lrfn2	chr17	TRUE	FALSE
Lrfn5	chr12	TRUE	FALSE
Lrig1	chr6	TRUE	FALSE
Lrig2	chr3	TRUE	FALSE
Lrig3	chr10	FALSE	TRUE
Lrit2	chr14	FALSE	FALSE
Lrmda	chr14	FALSE	FALSE
Lrp2	chr2	TRUE	FALSE
Lrp4	chr2	TRUE	TRUE
Lrrc1	chr9	FALSE	TRUE
Lrrc10	chr10	FALSE	FALSE
Lrrc10b	chr19	FALSE	FALSE
Lrrc15	chr16	FALSE	FALSE
Lrrc17	chr5	FALSE	TRUE
Lrrc18	chr14	FALSE	TRUE
Lrrc38	chr4	FALSE	TRUE
Lrrc4c	chr2	TRUE	FALSE
Lrrc52	chr1	FALSE	TRUE
Lrrc55	chr2	FALSE	FALSE
Lrrc7	chr3	TRUE	FALSE
Lrrc74b	chr16	FALSE	FALSE
Lrrc8c	chr5	FALSE	FALSE
Lrrc9	chr12	FALSE	TRUE
Lrrfip1	chr1	FALSE	FALSE
Lrriq4	chr3	FALSE	TRUE
Lrrk1	chr7	FALSE	TRUE
Lrrn1	chr6	TRUE	TRUE
Lrrn3	chr12	TRUE	TRUE
Lrrn4	chr2	TRUE	TRUE
Lrrtm1	chr6	TRUE	TRUE
Lrrtm3	chr10	TRUE	TRUE
Lsamp	chr16	FALSE	TRUE
Lsm3	chr6	FALSE	FALSE
Lsm8	chr6	FALSE	TRUE
Lsr	chr7	TRUE	FALSE
Ltb4r1	chr14	FALSE	TRUE
Ltbp1	chr17	FALSE	TRUE
Ltbp4	chr7	FALSE	FALSE
Ltbr	chr6	TRUE	FALSE
Lum	chr10	FALSE	TRUE
Lurap1l	chr4	FALSE	TRUE
Luzp2	chr7	FALSE	FALSE
Lvrn	chr18	FALSE	FALSE
Ly75	chr2	FALSE	FALSE
Ly86	chr13	FALSE	TRUE
Lypd1	chr1	TRUE	FALSE
Lypd3	chr7	FALSE	FALSE
Lypd6	chr2	FALSE	FALSE
Lypd6b	chr2	FALSE	FALSE
Lyplal1	chr1	FALSE	FALSE
Lyzl1	chr18	FALSE	FALSE
Macrod2	chr2	TRUE	TRUE
Macroh2a1	chr13	FALSE	FALSE
Mad2l1	chr6	FALSE	TRUE
Mad2l2	chr4	FALSE	TRUE
Mael	chr1	FALSE	TRUE
Maf	chr8	FALSE	TRUE
Mafa	chr15	FALSE	FALSE
Mafb	chr2	TRUE	FALSE
Maff	chr15	FALSE	FALSE
Mafk	chr5	TRUE	TRUE
Mag	chr7	TRUE	FALSE
Magel2	chr7	FALSE	FALSE
Magi1	chr6	FALSE	TRUE
Magi3	chr3	FALSE	TRUE
Magohb	chr6	FALSE	FALSE
Mak	chr13	FALSE	FALSE
Mal	chr2	TRUE	FALSE
Mal2	chr15	TRUE	FALSE
Mamdc2	chr19	TRUE	TRUE
Man1a	chr10	FALSE	FALSE
Manea	chr4	FALSE	TRUE
Map10	chr8	FALSE	TRUE
Map3k15	chrX	FALSE	FALSE
Map3k21	chr8	FALSE	FALSE
Map3k7	chr4	TRUE	TRUE
Map3k7cl	chr16	FALSE	TRUE
Map4k1	chr7	FALSE	TRUE
Map7d3	chrX	FALSE	FALSE
Map9	chr3	FALSE	FALSE
Mapk13	chr17	FALSE	FALSE
Mapk15	chr15	FALSE	TRUE
Marchf1	chr8	FALSE	FALSE
Marchf10	chr11	FALSE	TRUE
Marchf11	chr15	FALSE	FALSE
Marchf3	chr18	FALSE	TRUE
Marchf4	chr1	FALSE	TRUE
Marcks	chr10	TRUE	TRUE
Marco	chr1	FALSE	FALSE
Mark1	chr1	TRUE	FALSE
Marveld3	chr8	FALSE	TRUE
Masp1	chr16	FALSE	FALSE
Mast4	chr13	FALSE	TRUE
Mat2b	chr11	FALSE	TRUE
Matn1	chr4	FALSE	FALSE
Matn2	chr15	TRUE	FALSE
Matn3	chr12	FALSE	TRUE
Matn4	chr2	TRUE	FALSE
Mbd2	chr18	FALSE	FALSE
Mbip	chr12	FALSE	FALSE
Mbl2	chr19	FALSE	FALSE
Mbnl3	chrX	FALSE	FALSE
Mc2r	chr18	FALSE	TRUE
Mc3r	chr2	FALSE	FALSE
Mc4r	chr18	FALSE	FALSE
Mcc	chr18	FALSE	FALSE
Mcf2	chrX	TRUE	FALSE
Mchr1	chr15	FALSE	FALSE
Mcidas	chr13	FALSE	FALSE
Mcm10	chr2	FALSE	TRUE
Mcm3	chr1	FALSE	TRUE
Mcoln2	chr3	FALSE	FALSE
Mcoln3	chr3	TRUE	FALSE
Mcph1	chr8	TRUE	FALSE
Mcpt8	chr14	FALSE	TRUE
Mctp2	chr7	TRUE	FALSE
Mcub	chr3	FALSE	FALSE
Mcur1	chr13	FALSE	TRUE
Mdfi	chr17	FALSE	FALSE
Mdfic	chr6	FALSE	FALSE
Mdga1	chr17	TRUE	FALSE
Mdga2	chr12	TRUE	FALSE
Mdh1b	chr1	FALSE	TRUE
Mdk	chr2	TRUE	FALSE
Mdm1	chr10	FALSE	TRUE
Mecom	chr3	TRUE	TRUE
Med10	chr13	FALSE	FALSE
Med13l	chr5	FALSE	FALSE
Med15	chr16	FALSE	TRUE
Medag	chr5	FALSE	TRUE
Mef2c	chr13	TRUE	TRUE
Megf10	chr18	FALSE	FALSE
Megf6	chr4	FALSE	FALSE
Megf9	chr4	TRUE	FALSE
Mei1	chr15	FALSE	FALSE
Meig1	chr2	TRUE	TRUE
Meis1	chr11	TRUE	TRUE
Meis2	chr2	TRUE	FALSE
Melk	chr4	FALSE	FALSE
Meox2	chr12	FALSE	TRUE
Mertk	chr2	TRUE	FALSE
Mesp1	chr7	TRUE	FALSE
Met	chr6	TRUE	FALSE
Metap1	chr3	FALSE	TRUE
Mettl4	chr17	FALSE	FALSE
Mex3c	chr18	FALSE	FALSE
Mfap3	chr11	FALSE	FALSE
Mfge8	chr7	FALSE	FALSE
Mfng	chr15	FALSE	TRUE
Mfsd1	chr3	FALSE	TRUE
Mfsd2a	chr4	TRUE	FALSE
Mfsd5	chr15	FALSE	FALSE
Mgarp	chr3	TRUE	TRUE
Mgat5b	chr11	FALSE	FALSE
Mgmt	chr7	FALSE	FALSE
Mgp	chr6	FALSE	TRUE
Mgst1	chr6	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Mical1	chr10	FALSE	TRUE
Mid1	chrX	FALSE	TRUE
Minar1	chr9	TRUE	FALSE
Minar2	chr18	TRUE	FALSE
Mis18a	chr16	FALSE	TRUE
Misp3	chr8	FALSE	TRUE
Mitf	chr6	FALSE	TRUE
Mixl1	chr1	FALSE	FALSE
Mki67	chr7	FALSE	TRUE
Mkx	chr18	FALSE	FALSE
Mlf1	chr3	FALSE	TRUE
Mlip	chr9	FALSE	TRUE
Mllt3	chr4	FALSE	TRUE
Mlph	chr1	FALSE	FALSE
Mlxipl	chr5	FALSE	FALSE
Mmd	chr11	TRUE	FALSE
Mme	chr3	TRUE	FALSE
Mmp11	chr10	FALSE	TRUE
Mmp14	chr14	TRUE	TRUE
Mmp2	chr8	TRUE	FALSE
Mmp25	chr17	FALSE	FALSE
Mmp9	chr2	TRUE	TRUE
Mmrn1	chr6	FALSE	TRUE
Mms22l	chr4	FALSE	FALSE
Mn1	chr5	FALSE	FALSE
Mns1	chr9	TRUE	TRUE
Mnx1	chr5	TRUE	FALSE
Mob3b	chr4	FALSE	FALSE
Mobp	chr9	TRUE	TRUE
Mocos	chr18	FALSE	FALSE
Mocs1	chr17	FALSE	FALSE
Mogat2	chr7	FALSE	TRUE
Mon1b	chr8	FALSE	TRUE
Mos	chr4	FALSE	TRUE
Moxd1	chr10	FALSE	FALSE
Mpdz	chr4	TRUE	TRUE
Mphosph6	chr8	FALSE	FALSE
Mpped1	chr15	FALSE	FALSE
Mpped2	chr2	FALSE	TRUE
Mpst	chr15	TRUE	TRUE
Mpz	chr1	TRUE	TRUE
Mpzl2	chr9	FALSE	FALSE
Mr1	chr1	FALSE	TRUE
Mrap2	chr9	FALSE	FALSE
Mrc2	chr11	FALSE	TRUE
Mrgpre	chr7	FALSE	FALSE
Mrgprg	chr7	FALSE	FALSE
Mroh5	chr15	FALSE	FALSE
Mroh6	chr15	FALSE	TRUE
Mrpl13	chr15	FALSE	FALSE
Mrpl3	chr9	FALSE	FALSE
Mrps22	chr9	FALSE	FALSE
Mrps30	chr13	FALSE	FALSE
Ms4a2	chr19	FALSE	FALSE
Ms4a8a	chr19	FALSE	FALSE
Msc	chr1	FALSE	FALSE
Msr1	chr8	FALSE	FALSE
Msrb3	chr10	FALSE	FALSE
Mst1r	chr9	TRUE	TRUE
Mstn	chr1	FALSE	TRUE
Msx1	chr5	TRUE	FALSE
Msx2	chr13	FALSE	FALSE
Msx3	chr7	FALSE	FALSE
Mt1	chr8	TRUE	TRUE
Mt2	chr8	FALSE	TRUE
Mtarc1	chr1	FALSE	FALSE
Mtarc2	chr1	FALSE	TRUE
Mtch1	chr17	FALSE	TRUE
Mterf1b	chr5	FALSE	TRUE
Mtfr2	chr10	FALSE	FALSE
Mtnr1b	chr9	TRUE	FALSE
Mtpn	chr6	TRUE	TRUE
Mtss1	chr15	TRUE	TRUE
Mtus1	chr8	FALSE	TRUE
Mtx2	chr2	FALSE	TRUE
Muc2	chr7	FALSE	FALSE
Mvk	chr5	FALSE	TRUE
Myb	chr10	TRUE	FALSE
Mybl2	chr2	TRUE	TRUE
Mybpc1	chr10	FALSE	TRUE
Myc	chr15	TRUE	FALSE
Mycl	chr4	TRUE	TRUE
Mycn	chr12	TRUE	FALSE
Myf5	chr10	FALSE	FALSE
Myf6	chr10	FALSE	TRUE
Myh11	chr16	FALSE	FALSE
Myh13	chr11	FALSE	TRUE
Myh2	chr11	FALSE	TRUE
Myh3	chr11	TRUE	TRUE
Myl12b	chr17	FALSE	TRUE
Myl3	chr9	FALSE	FALSE
Myl9	chr2	FALSE	FALSE
Mylip	chr13	TRUE	TRUE
Mylk	chr16	TRUE	FALSE
Mylk2	chr2	TRUE	TRUE
Mylk4	chr13	FALSE	FALSE
Myo10	chr15	FALSE	TRUE
Myo16	chr8	TRUE	FALSE
Myo1a	chr10	TRUE	FALSE
Myo1b	chr1	FALSE	TRUE
Myo1e	chr9	FALSE	TRUE
Myo1h	chr5	FALSE	TRUE
Myo3b	chr2	TRUE	FALSE
Myo5b	chr18	TRUE	FALSE
Myo6	chr9	TRUE	TRUE
Myoc	chr1	TRUE	TRUE
Myocd	chr11	FALSE	TRUE
Myocos	chr1	FALSE	FALSE
Myod1	chr7	FALSE	FALSE
Myof	chr19	FALSE	TRUE
Myom2	chr8	FALSE	FALSE
Myom3	chr4	FALSE	FALSE
Myorg	chr4	FALSE	TRUE
Myrf	chr19	TRUE	FALSE
Myt1l	chr12	TRUE	TRUE
Mzt1	chr14	FALSE	TRUE
N4bp3	chr11	TRUE	TRUE
N6amt1	chr16	FALSE	TRUE
Naa11	chr5	FALSE	FALSE
Nags	chr11	FALSE	FALSE
Nampt	chr12	FALSE	TRUE
Nanog	chr6	FALSE	TRUE
Nap1l1	chr10	TRUE	FALSE
Napg	chr18	FALSE	TRUE
Nars2	chr7	FALSE	FALSE
Nat8	chr6	FALSE	FALSE
Nav1	chr1	TRUE	FALSE
Nav3	chr10	TRUE	TRUE
Nbea	chr3	TRUE	TRUE
Nbl1	chr4	TRUE	FALSE
Nccrp1	chr7	FALSE	FALSE
Ncf1	chr5	FALSE	FALSE
Nck2	chr1	TRUE	TRUE
Nckap5	chr1	FALSE	FALSE
Ndfip1	chr18	FALSE	TRUE
Ndfip2	chr14	FALSE	TRUE
Ndnf	chr6	TRUE	FALSE
Ndrg1	chr15	TRUE	TRUE
Ndrg4	chr8	TRUE	FALSE
Ndst4	chr3	FALSE	FALSE
Ndufa10	chr1	FALSE	TRUE
Ndufa4	chr6	FALSE	TRUE
Ndufaf2	chr13	FALSE	TRUE
Ndufs2	chr1	TRUE	TRUE
Ndufs4	chr13	TRUE	TRUE
Ndufs6	chr13	FALSE	FALSE
Nebl	chr2	FALSE	FALSE
Necab1	chr4	FALSE	TRUE
Necab2	chr8	FALSE	FALSE
Nectin1	chr9	TRUE	TRUE
Nectin2	chr7	FALSE	FALSE
Nectin3	chr16	TRUE	FALSE
Nedd9	chr13	TRUE	FALSE
Nefh	chr11	TRUE	FALSE
Nefl	chr14	TRUE	FALSE
Neil2	chr14	FALSE	TRUE
Neil3	chr8	FALSE	TRUE
Nek11	chr9	FALSE	FALSE
Nek7	chr1	FALSE	TRUE
Nell1	chr7	FALSE	FALSE
Neo1	chr9	TRUE	TRUE
Nepro	chr16	TRUE	TRUE
Nes	chr3	TRUE	FALSE
Neto1	chr18	TRUE	FALSE
Neurod6	chr6	TRUE	TRUE
Neurog1	chr13	TRUE	FALSE
Neurog2	chr3	TRUE	FALSE
Nfam1	chr15	FALSE	FALSE
Nfasc	chr1	TRUE	TRUE
Nfatc1	chr18	FALSE	FALSE
Nfatc2	chr2	FALSE	TRUE
Nfatc4	chr14	TRUE	FALSE
Nfe2	chr15	FALSE	TRUE
Nfe2l2	chr2	TRUE	TRUE
Nfe2l3	chr6	FALSE	TRUE
Nfia	chr4	TRUE	TRUE
Nfib	chr4	TRUE	TRUE
Nfic	chr10	FALSE	FALSE
Nfil3	chr13	FALSE	FALSE
Nfkb1	chr3	FALSE	TRUE
Ngf	chr3	TRUE	FALSE
Ngfr	chr11	TRUE	FALSE
Nhlh2	chr3	TRUE	TRUE
Nhsl1	chr10	FALSE	TRUE
Nid1	chr13	FALSE	FALSE
Nid2	chr14	FALSE	FALSE
Ninj2	chr6	FALSE	TRUE
Ninl	chr2	FALSE	FALSE
Nipal1	chr5	FALSE	FALSE
Nipal2	chr15	FALSE	TRUE
Nipal4	chr11	FALSE	FALSE
Nkain2	chr10	FALSE	FALSE
Nkain3	chr4	FALSE	FALSE
Nkapl	chr13	FALSE	TRUE
Nkd2	chr13	FALSE	FALSE
Nkpd1	chr7	FALSE	FALSE
Nkx1-1	chr5	TRUE	FALSE
Nkx1-2	chr7	FALSE	TRUE
Nkx2-1	chr12	TRUE	FALSE
Nkx2-3	chr19	FALSE	TRUE
Nkx2-4	chr2	FALSE	FALSE
Nkx2-5	chr17	TRUE	FALSE
Nkx2-6	chr14	TRUE	TRUE
Nkx2-9	chr12	TRUE	FALSE
Nkx3-1	chr14	FALSE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Nkx6-1	chr5	TRUE	FALSE
Nkx6-2	chr7	TRUE	FALSE
Nlgn1	chr3	TRUE	FALSE
Nln	chr13	FALSE	TRUE
Nlrc5	chr8	FALSE	FALSE
Nlrp10	chr7	FALSE	TRUE
Nlrp6	chr7	FALSE	TRUE
Nmbr	chr10	FALSE	FALSE
Nme9	chr9	FALSE	TRUE
Nmnat3	chr9	FALSE	FALSE
Nms	chr1	FALSE	TRUE
Nmu	chr5	TRUE	FALSE
Nnmt	chr9	FALSE	TRUE
Noct	chr3	FALSE	FALSE
Nod1	chr6	TRUE	TRUE
Nod2	chr8	TRUE	TRUE
Nodal	chr10	TRUE	FALSE
Nog	chr11	TRUE	FALSE
Nol3	chr8	FALSE	TRUE
Nol4	chr18	FALSE	FALSE
Nom1	chr5	FALSE	TRUE
Nos2	chr11	FALSE	FALSE
Notch1	chr2	TRUE	FALSE
Notch2	chr3	TRUE	TRUE
Notch3	chr17	TRUE	FALSE
Noto	chr6	TRUE	FALSE
Notum	chr11	FALSE	FALSE
Nova1	chr12	TRUE	TRUE
Noxa1	chr2	FALSE	FALSE
Npas1	chr7	TRUE	FALSE
Npas2	chr1	FALSE	TRUE
Npas3	chr12	TRUE	FALSE
Npbwr1	chr1	FALSE	FALSE
Npffr1	chr10	FALSE	FALSE
Npffr2	chr5	FALSE	FALSE
Nphp4	chr4	TRUE	TRUE
Nphs2	chr1	FALSE	FALSE
Npl	chr1	FALSE	FALSE
Npm1	chr11	TRUE	TRUE
Npnt	chr3	FALSE	FALSE
Nppc	chr1	TRUE	FALSE
Npr1	chr3	FALSE	FALSE
Npr3	chr15	FALSE	FALSE
Nps	chr7	TRUE	TRUE
Npsr1	chr9	FALSE	TRUE
Nptx2	chr5	TRUE	FALSE
Npvf	chr6	FALSE	TRUE
Npw	chr17	FALSE	TRUE
Npy	chr6	TRUE	FALSE
Npy1r	chr8	TRUE	FALSE
Npy2r	chr3	TRUE	FALSE
Npy4r	chr14	FALSE	FALSE
Npy5r	chr8	TRUE	FALSE
Nr0b1	chrX	FALSE	FALSE
Nr0b2	chr4	FALSE	TRUE
Nr1h4	chr10	FALSE	FALSE
Nr2e1	chr10	TRUE	FALSE
Nr2f1	chr13	TRUE	TRUE
Nr2f2	chr7	TRUE	TRUE
Nr3c1	chr18	TRUE	FALSE
Nr3c2	chr8	TRUE	FALSE
Nr4a2	chr2	TRUE	TRUE
Nr4a3	chr4	TRUE	TRUE
Nr5a1	chr2	FALSE	FALSE
Nr5a2	chr1	FALSE	TRUE
Nr6a1	chr2	FALSE	TRUE
Nrarp	chr2	FALSE	FALSE
Nrbf2	chr10	FALSE	TRUE
Nrg1	chr8	TRUE	FALSE
Nrg3	chr14	TRUE	TRUE
Nrgn	chr9	TRUE	TRUE
Nrk	chrX	FALSE	FALSE
Nrp1	chr8	TRUE	FALSE
Nrp2	chr1	TRUE	FALSE
Nrsn2	chr2	TRUE	FALSE
Nrtn	chr17	TRUE	TRUE
Nrxn3	chr12	TRUE	FALSE
Nsun3	chr16	FALSE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Nt5e	chr9	FALSE	FALSE
Ntf3	chr6	TRUE	TRUE
Ntf5	chr7	TRUE	FALSE
Ntm	chr9	TRUE	TRUE
Ntn1	chr11	TRUE	FALSE
Ntng1	chr3	TRUE	TRUE
Ntrk1	chr3	TRUE	FALSE
Ntrk2	chr13	TRUE	TRUE
Ntsr1	chr2	TRUE	FALSE
Ntsr2	chr12	FALSE	FALSE
Nuf2	chr1	FALSE	FALSE
Nufip1	chr14	FALSE	FALSE
Nup153	chr13	FALSE	TRUE
Nup35	chr2	FALSE	TRUE
Nup62cl	chrX	FALSE	FALSE
Nwd2	chr5	FALSE	FALSE
Nxnl2	chr13	TRUE	FALSE
Nxpe2	chr9	FALSE	TRUE
Nxpe4	chr9	FALSE	TRUE
Nxph1	chr6	TRUE	FALSE
Nxph3	chr11	FALSE	TRUE
Oaf	chr9	FALSE	FALSE
Obscn	chr11	FALSE	FALSE
Ociad2	chr5	FALSE	FALSE
Ofcc1	chr13	FALSE	FALSE
Olah	chr2	FALSE	FALSE
Olfm2	chr9	TRUE	FALSE
Olfm4	chr14	FALSE	FALSE
Olfml2a	chr2	FALSE	TRUE
Olig1	chr16	TRUE	FALSE
Olig2	chr16	TRUE	FALSE
Olig3	chr10	TRUE	FALSE
Onecut1	chr9	TRUE	FALSE
Onecut3	chr10	FALSE	FALSE
Opa1	chr16	TRUE	TRUE
Opalin	chr19	TRUE	FALSE
Opcml	chr9	FALSE	FALSE
Opn4	chr14	TRUE	TRUE
Oprd1	chr4	FALSE	FALSE
Oprm1	chr10	TRUE	FALSE
Optc	chr1	FALSE	TRUE
Optn	chr2	TRUE	FALSE
Orm1	chr4	FALSE	FALSE
Orm2	chr4	FALSE	FALSE
Orm3	chr4	FALSE	FALSE
Osbpl1a	chr18	FALSE	TRUE
Osbpl3	chr6	FALSE	TRUE
Osbpl5	chr7	FALSE	FALSE
Osm	chr11	TRUE	FALSE
Osmr	chr15	FALSE	FALSE
Osr1	chr12	FALSE	FALSE
Osr2	chr15	FALSE	FALSE
Ostc	chr3	FALSE	TRUE
Ostm1	chr10	FALSE	FALSE
Otoa	chr7	TRUE	FALSE
Otol1	chr3	FALSE	FALSE
Otop1	chr5	FALSE	FALSE
Otop2	chr11	FALSE	TRUE
Otop3	chr11	FALSE	TRUE
Otos	chr1	TRUE	TRUE
Otp	chr13	TRUE	FALSE
Otud1	chr2	FALSE	TRUE
Otud6b	chr4	FALSE	FALSE
Otx1	chr11	TRUE	FALSE
Otx2	chr14	TRUE	TRUE
Ovol1	chr19	FALSE	FALSE
Ovol2	chr2	TRUE	FALSE
Oxct2a	chr4	FALSE	FALSE
Oxct2b	chr4	FALSE	FALSE
Oxgr1	chr14	FALSE	TRUE
Oxt	chr2	TRUE	FALSE
Oxtr	chr6	TRUE	FALSE
P2rx2	chr5	TRUE	FALSE
P2rx3	chr2	TRUE	TRUE
P2rx5	chr11	FALSE	FALSE
P2ry1	chr3	TRUE	FALSE
P2ry2	chr7	TRUE	FALSE
P2ry6	chr7	FALSE	TRUE
P3h2	chr16	FALSE	FALSE
Pabpc6	chr17	FALSE	FALSE
Padi1	chr4	FALSE	FALSE
Padi2	chr4	FALSE	FALSE
Pag1	chr3	FALSE	FALSE
Pah	chr10	FALSE	FALSE
Pak6	chr2	TRUE	FALSE
Pakap	chr4	FALSE	FALSE
Palld	chr8	TRUE	FALSE
Palm3	chr8	FALSE	TRUE
Palmd	chr3	FALSE	FALSE
Pam	chr1	FALSE	FALSE
Pamr1	chr2	FALSE	FALSE
Papola	chr12	FALSE	FALSE
Pappa	chr4	FALSE	FALSE
Pappa2	chr1	FALSE	FALSE
Papss2	chr19	FALSE	FALSE
Paqr5	chr9	FALSE	FALSE
Paqr6	chr3	FALSE	FALSE
Paqr9	chr9	FALSE	TRUE
Pard3	chr8	TRUE	FALSE
Pard3b	chr1	FALSE	FALSE
Pard6b	chr2	FALSE	FALSE
Parm1	chr5	FALSE	FALSE
Parp11	chr6	FALSE	FALSE
Parp14	chr16	FALSE	FALSE
Parvg	chr15	FALSE	FALSE
Pawr	chr10	TRUE	FALSE
Pax1	chr2	FALSE	FALSE
Pax2	chr19	TRUE	FALSE
Pax3	chr1	TRUE	FALSE
Pax4	chr6	TRUE	TRUE
Pax5	chr4	TRUE	FALSE
Pax6	chr2	TRUE	TRUE
Pax7	chr4	TRUE	FALSE
Pax8	chr2	TRUE	FALSE
Pax9	chr12	FALSE	FALSE
Pbx1	chr1	TRUE	FALSE
Pbx3	chr2	TRUE	TRUE
Pcare	chr17	TRUE	FALSE
Pcdh10	chr3	FALSE	FALSE
Pcdh15	chr10	TRUE	FALSE
Pcdh17	chr14	TRUE	TRUE
Pcdh18	chr3	TRUE	FALSE
Pcdh19	chrX	FALSE	FALSE
Pcdh20	chr14	FALSE	FALSE
Pcdh7	chr5	FALSE	FALSE
Pcdh8	chr14	TRUE	FALSE
Pcdh9	chr14	FALSE	FALSE
Pced1b	chr15	FALSE	FALSE
Pcgf5	chr19	FALSE	FALSE
Pck1	chr2	FALSE	TRUE
Pcnx4	chr12	FALSE	TRUE
Pcolce	chr5	FALSE	TRUE
Pcolce2	chr9	FALSE	TRUE
Pcp4	chr16	TRUE	TRUE
Pcp4l1	chr1	FALSE	FALSE
Pcsk1	chr13	TRUE	FALSE
Pcsk5	chr19	FALSE	FALSE
Pcsk6	chr7	FALSE	FALSE
Pcsk9	chr4	TRUE	TRUE
Pdcd1	chr1	FALSE	TRUE
Pde11a	chr2	FALSE	FALSE
Pde1a	chr2	FALSE	TRUE
Pde1c	chr6	TRUE	FALSE
Pde2a	chr7	FALSE	FALSE
Pde4a	chr9	TRUE	TRUE
Pde4c	chr8	FALSE	FALSE
Pde4d	chr13	TRUE	TRUE
Pde5a	chr3	TRUE	FALSE
Pde7b	chr10	FALSE	FALSE
Pde8a	chr7	FALSE	FALSE
Pde8b	chr13	TRUE	FALSE
Pdgfa	chr5	FALSE	FALSE
Pdgfd	chr9	FALSE	FALSE
Pdgfra	chr5	FALSE	FALSE
Pdgfrb	chr18	FALSE	FALSE
Pdia5	chr16	FALSE	TRUE
Pdia6	chr12	FALSE	FALSE
Pdk4	chr6	FALSE	FALSE
Pdlim1	chr19	FALSE	FALSE
Pdlim2	chr14	FALSE	TRUE
Pdlim3	chr8	FALSE	TRUE
Pdlim4	chr11	TRUE	TRUE
Pdlim5	chr3	TRUE	TRUE
Pdpn	chr4	FALSE	TRUE
Pdx1	chr5	FALSE	FALSE
Pdyn	chr2	TRUE	FALSE
Pdzd2	chr15	FALSE	FALSE
Pdzd8	chr19	FALSE	FALSE
Pdzk1ip1	chr4	FALSE	FALSE
Pdzrn3	chr6	TRUE	FALSE
Pdzrn4	chr15	FALSE	FALSE
Pear1	chr3	FALSE	FALSE
Pebp4	chr14	FALSE	FALSE
Peli1	chr11	FALSE	FALSE
Peli2	chr14	FALSE	TRUE
Penk	chr4	TRUE	FALSE
Pepd	chr7	FALSE	FALSE
Perp	chr10	FALSE	TRUE
Pex5l	chr3	FALSE	FALSE
Pfdn4	chr2	FALSE	TRUE
Pfkfb3	chr2	TRUE	TRUE
Pfn3	chr13	FALSE	FALSE
Pgf	chr12	FALSE	FALSE
Pglyrp2	chr17	FALSE	FALSE
Pgm5	chr19	FALSE	TRUE
Pgpep1l	chr7	FALSE	TRUE
Pgr	chr9	FALSE	FALSE
Pgr15l	chrX	FALSE	FALSE
Pgrmc2	chr3	FALSE	FALSE
Phactr1	chr13	TRUE	TRUE
Phactr2	chr10	FALSE	FALSE
Phlda1	chr10	FALSE	TRUE
Phlda2	chr7	FALSE	TRUE
Phlda3	chr1	FALSE	FALSE
Phldb2	chr16	FALSE	FALSE
Phldb3	chr7	FALSE	FALSE
Phospho1	chr11	FALSE	FALSE
Phox2a	chr7	TRUE	TRUE
Phox2b	chr5	TRUE	FALSE
Pi16	chr17	FALSE	TRUE
Pid1	chr1	FALSE	TRUE
Piezo2	chr18	TRUE	FALSE
Pif1	chr9	FALSE	TRUE
Pik3ap1	chr19	FALSE	TRUE
Pik3c2g	chr6	FALSE	TRUE
Pik3c3	chr18	TRUE	TRUE
Pik3cg	chr12	FALSE	FALSE
Pik3r1	chr13	TRUE	TRUE
Pik3r5	chr11	FALSE	TRUE
Pim1	chr17	FALSE	TRUE
Pip4p2	chr4	FALSE	TRUE
Pirt	chr11	TRUE	TRUE
Pitrm1	chr13	FALSE	TRUE
Pitx1	chr13	TRUE	FALSE
Pitx2	chr3	TRUE	FALSE
Pitx3	chr19	TRUE	FALSE
Piwil1	chr5	FALSE	FALSE
Pja2	chr17	TRUE	TRUE
Pkd1l2	chr8	FALSE	FALSE
Pkd1l3	chr8	TRUE	TRUE
