gene_name	chr	is_synapse_and_mecp2_up	k27me3_remodeled
A1bg	chr15	FALSE	FALSE
Stk32a	chr18	FALSE	FALSE
Itpka	chr2	FALSE	TRUE
Smim23	chr11	FALSE	FALSE
Shisa9	chr16	FALSE	TRUE
Ak8	chr2	FALSE	FALSE
Sgcb	chr5	FALSE	FALSE
Prss34	chr17	FALSE	FALSE
Susd1	chr4	FALSE	TRUE
Ikzf1	chr11	FALSE	FALSE
Cryge	chr1	FALSE	TRUE
Aldh1b1	chr4	FALSE	TRUE
Gphb5	chr12	FALSE	TRUE
Helb	chr10	FALSE	FALSE
Peli2	chr14	FALSE	TRUE
Foxg1	chr12	FALSE	FALSE
Ifnlr1	chr4	FALSE	FALSE
Gpr55	chr1	FALSE	FALSE
Atp6ap1l	chr13	FALSE	TRUE
L1td1	chr4	FALSE	FALSE
Hrh3	chr2	FALSE	FALSE
Fam53a	chr5	FALSE	TRUE
Prss56	chr1	FALSE	FALSE
4930544G11Rik	chr6	FALSE	TRUE
Cd248	chr19	FALSE	FALSE
Gad2	chr2	FALSE	FALSE
Cmtm8	chr9	FALSE	TRUE
Laptm5	chr4	FALSE	TRUE
Rab37	chr11	FALSE	TRUE
Glipr2	chr4	FALSE	FALSE
Lox	chr18	FALSE	FALSE
Wdr17	chr8	FALSE	FALSE
Pdlim1	chr19	FALSE	TRUE
Slc7a10	chr7	FALSE	FALSE
Hapln1	chr13	FALSE	FALSE
Mcub	chr3	FALSE	FALSE
Pkp3	chr7	FALSE	FALSE
F2rl1	chr13	FALSE	FALSE
Gja8	chr3	FALSE	FALSE
Tnpo3	chr6	FALSE	FALSE
Chd5	chr4	FALSE	TRUE
Alox5ap	chr5	FALSE	FALSE
Spata17	chr1	FALSE	TRUE
Plcb1	chr2	FALSE	FALSE
Tfap2c	chr2	FALSE	FALSE
Cpsf4l	chr11	FALSE	FALSE
Pm20d1	chr1	FALSE	FALSE
Ptbp2	chr3	FALSE	TRUE
Rtraf	chr14	FALSE	TRUE
Cd55b	chr1	FALSE	FALSE
Bub3	chr7	FALSE	FALSE
Dusp15	chr2	FALSE	FALSE
Nanog	chr6	FALSE	FALSE
Tacstd2	chr6	FALSE	FALSE
Stat1	chr1	FALSE	FALSE
Pgpep1l	chr7	FALSE	FALSE
Cdc42ep1	chr15	FALSE	FALSE
Arhgef1	chr7	FALSE	FALSE
Nr5a1	chr2	FALSE	FALSE
Slc25a51	chr4	FALSE	TRUE
Peli1	chr11	FALSE	FALSE
Mag	chr7	FALSE	FALSE
Bik	chr15	FALSE	FALSE
Slc47a2	chr11	FALSE	FALSE
Htr3a	chr9	FALSE	FALSE
Arhgap6	chrX	FALSE	FALSE
Tcf24	chr1	FALSE	FALSE
Erich5	chr15	FALSE	FALSE
Pmp2	chr3	FALSE	FALSE
Aldh1a2	chr9	FALSE	FALSE
Tnfrsf23	chr7	FALSE	FALSE
Bcl10	chr3	FALSE	FALSE
Nr2f1	chr13	FALSE	FALSE
Mixl1	chr1	FALSE	FALSE
Tmem270	chr5	FALSE	FALSE
Rasgrf2	chr13	FALSE	TRUE
Kcnc4	chr3	FALSE	TRUE
Wnt11	chr7	FALSE	TRUE
N6amt1	chr16	FALSE	TRUE
Six4	chr12	FALSE	FALSE
4930583I09Rik	chr17	FALSE	TRUE
Fev	chr1	FALSE	FALSE
Spata3	chr1	FALSE	FALSE
Coro6	chr11	FALSE	FALSE
Tex15	chr8	FALSE	FALSE
Nepro	chr16	FALSE	TRUE
Synm	chr7	FALSE	FALSE
Arap3	chr18	FALSE	FALSE
Prok2	chr6	FALSE	FALSE
Cyp26c1	chr19	FALSE	FALSE
Man1a	chr10	FALSE	TRUE
Pdpn	chr4	FALSE	FALSE
Dsg2	chr18	FALSE	TRUE
Mapk15	chr15	FALSE	FALSE
Fmo9	chr1	FALSE	TRUE
Gpr151	chr18	FALSE	TRUE
Arhgap29	chr3	FALSE	FALSE
Wdr27	chr17	FALSE	FALSE
Rem1	chr2	FALSE	FALSE
Ccdc174	chr6	FALSE	FALSE
Trpc7	chr13	FALSE	FALSE
Kcnj1	chr9	FALSE	FALSE
Nefh	chr11	FALSE	TRUE
Spaca7	chr8	FALSE	TRUE
Kiss1	chr1	FALSE	FALSE
Themis3	chr17	FALSE	TRUE
Mrap2	chr9	FALSE	TRUE
Mbip	chr12	FALSE	FALSE
Sox7	chr14	FALSE	FALSE
Nup153	chr13	FALSE	TRUE
Tbx10	chr19	FALSE	FALSE
Kcnmb1	chr11	FALSE	TRUE
Adgre5	chr8	FALSE	FALSE
Arhgap15	chr2	FALSE	TRUE
Aqp1	chr6	FALSE	FALSE
Tsen2	chr6	FALSE	FALSE
Ffar4	chr19	FALSE	FALSE
Ampd3	chr7	FALSE	FALSE
Ifnb1	chr4	FALSE	TRUE
Trpv4	chr5	FALSE	FALSE
Capn2	chr1	FALSE	FALSE
Sft2d2	chr1	FALSE	TRUE
Ccdc68	chr18	FALSE	FALSE
Calcrl	chr2	FALSE	FALSE
Epha6	chr16	FALSE	FALSE
B4galnt3	chr6	FALSE	TRUE
Cplx3	chr9	FALSE	FALSE
Isoc1	chr18	FALSE	FALSE
Cd3d	chr9	FALSE	FALSE
Efhd1	chr1	FALSE	FALSE
Grik1	chr16	FALSE	FALSE
Krt79	chr15	FALSE	FALSE
Edn3	chr2	FALSE	FALSE
Scn11a	chr9	FALSE	FALSE
Bmp7	chr2	FALSE	FALSE
Cyp26a1	chr19	FALSE	FALSE
Srd5a2	chr17	FALSE	FALSE
Sult6b2	chr6	FALSE	TRUE
Gja4	chr4	FALSE	TRUE
Sun3	chr11	FALSE	TRUE
Rasl10a	chr11	FALSE	FALSE
Gpc2	chr5	FALSE	FALSE
Nmu	chr5	FALSE	FALSE
St6galnac3	chr3	FALSE	TRUE
Wnt10b	chr15	FALSE	FALSE
Scrt2	chr2	FALSE	FALSE
Gm4894	chr9	FALSE	TRUE
Sh2d4a	chr8	FALSE	TRUE
Tas2r119	chr15	FALSE	TRUE
Myorg	chr4	FALSE	TRUE
Ntf5	chr7	FALSE	FALSE
Adgrg6	chr10	FALSE	FALSE
Neurog2	chr3	FALSE	FALSE
Ackr3	chr1	FALSE	FALSE
Xirp2	chr2	FALSE	FALSE
Nme9	chr9	FALSE	FALSE
Acnat2	chr4	FALSE	FALSE
Pglyrp2	chr17	FALSE	FALSE
Garem2	chr5	FALSE	FALSE
Slc5a7	chr17	FALSE	TRUE
Kctd15	chr7	FALSE	FALSE
Sem1	chr6	FALSE	TRUE
Duoxa2	chr2	FALSE	FALSE
Slc17a9	chr2	FALSE	FALSE
Noto	chr6	FALSE	FALSE
Msc	chr1	FALSE	TRUE
Mpdz	chr4	FALSE	TRUE
Adam33	chr2	FALSE	FALSE
Arhgef5	chr6	FALSE	TRUE
Cpn1	chr19	FALSE	FALSE
Mpzl2	chr9	FALSE	FALSE
Cdx4	chrX	FALSE	FALSE
Slc18a2	chr19	FALSE	FALSE
Slc12a4	chr8	FALSE	FALSE
Sntb1	chr15	FALSE	TRUE
Kcng1	chr2	FALSE	TRUE
2610318N02Rik	chr16	FALSE	TRUE
Tekt3	chr11	FALSE	FALSE
Gcg	chr2	FALSE	FALSE
Cd9	chr6	FALSE	FALSE
Nnmt	chr9	FALSE	FALSE
Hcrtr1	chr4	FALSE	FALSE
Cfb	chr17	FALSE	FALSE
Efcab11	chr12	FALSE	TRUE
Fgf2	chr3	FALSE	FALSE
Cela1	chr15	FALSE	FALSE
Btnl9	chr11	FALSE	FALSE
Zfp637	chr6	FALSE	TRUE
Efna4	chr3	FALSE	FALSE
Kcnn2	chr18	FALSE	FALSE
Plcl2	chr17	FALSE	TRUE
C8b	chr4	FALSE	FALSE
Lingo2	chr4	FALSE	FALSE
Smim20	chr5	FALSE	TRUE
Mycn	chr12	FALSE	TRUE
Cyp27a1	chr1	FALSE	TRUE
Gcnt4	chr13	FALSE	FALSE
Slc10a4	chr5	FALSE	FALSE
Gapt	chr13	FALSE	TRUE
Gas2l2	chr11	FALSE	FALSE
Ap1ar	chr3	FALSE	TRUE
1700018B08Rik	chr8	FALSE	FALSE
Slc38a11	chr2	FALSE	FALSE
Ptpn21	chr12	FALSE	TRUE
Itga4	chr2	FALSE	FALSE
Tmem132b	chr5	FALSE	TRUE
S1pr2	chr9	FALSE	TRUE
Pyy	chr11	FALSE	FALSE
Id2	chr12	FALSE	TRUE
Pfdn4	chr2	FALSE	FALSE
Dcx	chrX	FALSE	FALSE
Ftcd	chr10	FALSE	TRUE
Mecom	chr3	FALSE	FALSE
Tas2r134	chr2	FALSE	FALSE
Yap1	chr9	FALSE	FALSE
Cyp4v3	chr8	FALSE	FALSE
Prkd1	chr12	FALSE	TRUE
Abcd4	chr12	FALSE	TRUE
Parp14	chr16	FALSE	FALSE
Bcam	chr7	FALSE	FALSE
B3gnt5	chr16	FALSE	TRUE
2310009B15Rik	chr1	FALSE	FALSE
Luzp2	chr7	FALSE	FALSE
Lpcat1	chr13	FALSE	FALSE
Evx1	chr6	FALSE	FALSE
Pld2	chr11	FALSE	TRUE
Slc4a3	chr1	FALSE	FALSE
Gcnt1	chr19	FALSE	TRUE
Nfatc4	chr14	FALSE	FALSE
Slc4a11	chr2	FALSE	TRUE
Ano2	chr6	FALSE	TRUE
Insyn2a	chr7	FALSE	FALSE
Ryr3	chr2	FALSE	FALSE
Matn2	chr15	FALSE	TRUE
Ndufa10	chr1	FALSE	FALSE
Stac	chr9	FALSE	FALSE
Fhl3	chr4	FALSE	TRUE
Rax	chr18	FALSE	FALSE
Qrfpr	chr3	FALSE	FALSE
Tnf	chr17	FALSE	FALSE
Hba-x	chr11	FALSE	FALSE
Ebf3	chr7	FALSE	FALSE
Tcfl5	chr2	FALSE	FALSE
Cxcl1	chr5	FALSE	TRUE
Hmx1	chr5	FALSE	FALSE
Siglec15	chr18	FALSE	FALSE
Srms	chr2	FALSE	FALSE
Isl1	chr13	FALSE	FALSE
Gabra5	chr7	FALSE	FALSE
Cdh17	chr4	FALSE	FALSE
Kbtbd8	chr6	FALSE	FALSE
Fam43b	chr4	FALSE	FALSE
Lpl	chr8	FALSE	FALSE
Pax1	chr2	FALSE	FALSE
Eva1a	chr6	FALSE	TRUE
Gfi1	chr5	FALSE	FALSE
Adora2a	chr10	FALSE	FALSE
Hapln2	chr3	FALSE	TRUE
Marchf11	chr15	FALSE	TRUE
Mfsd2a	chr4	FALSE	FALSE
Sox30	chr11	FALSE	FALSE
Gsg1	chr6	FALSE	FALSE
Grm2	chr9	FALSE	TRUE
Fam43a	chr16	FALSE	TRUE
Loxl4	chr19	FALSE	FALSE
Extl1	chr4	FALSE	TRUE
Hcrtr2	chr9	FALSE	TRUE
Irf8	chr8	FALSE	TRUE
Upk1b	chr16	FALSE	TRUE
Acaa2	chr18	FALSE	FALSE
Armc3	chr2	FALSE	FALSE
Bin3	chr14	FALSE	FALSE
A530016L24Rik	chr12	FALSE	TRUE
Adamts20	chr15	FALSE	TRUE
Il12b	chr11	FALSE	FALSE
Npr3	chr15	FALSE	FALSE
Chodl	chr16	FALSE	FALSE
Rgs14	chr13	FALSE	FALSE
Slc34a2	chr5	FALSE	FALSE
Tpm1	chr9	FALSE	TRUE
Potegl	chr2	FALSE	TRUE
Bicdl2	chr17	FALSE	FALSE
Mon1b	chr8	FALSE	FALSE
Lamp5	chr2	FALSE	FALSE
Tm9sf3	chr19	FALSE	TRUE
Zfp64	chr2	FALSE	TRUE
Usp6nl	chr2	FALSE	TRUE
Efemp1	chr11	FALSE	TRUE
Cdh5	chr8	FALSE	FALSE
Nog	chr11	FALSE	FALSE
Tmc8	chr11	FALSE	FALSE
Map4k1	chr7	FALSE	FALSE
Bend4	chr5	FALSE	FALSE
2300009A05Rik	chr9	FALSE	TRUE
Tm4sf4	chr3	FALSE	FALSE
Abca1	chr4	FALSE	TRUE
Cpn2	chr16	FALSE	FALSE
Comtd1	chr14	FALSE	FALSE
Tac4	chr11	FALSE	FALSE
Cx3cl1	chr8	FALSE	TRUE
Gpr83	chr9	FALSE	FALSE
Degs2	chr12	FALSE	FALSE
Stac2	chr11	FALSE	TRUE
Nufip1	chr14	FALSE	FALSE
Castor1	chr11	FALSE	FALSE
Rab20	chr8	FALSE	FALSE
Acox2	chr14	FALSE	FALSE
Mpz	chr1	FALSE	FALSE
Irf5	chr6	FALSE	FALSE
Pdyn	chr2	FALSE	FALSE
Hnf1b	chr11	FALSE	FALSE
Ctsh	chr9	FALSE	FALSE
Cdh3	chr8	FALSE	FALSE
Sulf1	chr1	FALSE	TRUE
Zfp663	chr2	FALSE	FALSE
AW551984	chr9	FALSE	FALSE
Nod1	chr6	FALSE	FALSE
Csrp1	chr1	FALSE	TRUE
Npas1	chr7	FALSE	FALSE
Casq2	chr3	FALSE	FALSE
Vwc2	chr11	FALSE	FALSE
Eef2kmt	chr16	FALSE	TRUE
5530401A14Rik	chr11	FALSE	TRUE
Egr2	chr10	FALSE	FALSE
Tbc1d22a	chr15	FALSE	FALSE
Irak3	chr10	FALSE	FALSE
Cyp1b1	chr17	FALSE	FALSE
Cacng4	chr11	FALSE	FALSE
Hs3st4	chr7	FALSE	FALSE
Sall3	chr18	FALSE	FALSE
Tnfaip2	chr12	FALSE	FALSE
Slc11a2	chr15	FALSE	TRUE
Tank	chr2	FALSE	TRUE
Clvs2	chr10	FALSE	TRUE
S1pr1	chr3	FALSE	TRUE
Rspo1	chr4	FALSE	FALSE
Tyrp1	chr4	FALSE	TRUE
Napg	chr18	FALSE	TRUE
Rasl11b	chr5	FALSE	TRUE
Fndc3a	chr14	FALSE	FALSE
Cavin2	chr1	FALSE	TRUE
Ntrk1	chr3	FALSE	FALSE
Eno4	chr19	FALSE	FALSE
Shisal2b	chr13	FALSE	FALSE
Jag1	chr2	FALSE	FALSE
2300002M23Rik	chr17	FALSE	FALSE
Cxcl5	chr5	FALSE	FALSE
Rubcnl	chr14	FALSE	FALSE
Ccdc186	chr19	FALSE	FALSE
Cmpk2	chr12	FALSE	FALSE
Gpr88	chr3	FALSE	TRUE
S100a7a	chr3	FALSE	TRUE
Aspg	chr12	FALSE	FALSE
Gal3st1	chr11	FALSE	FALSE
Nat8	chr6	FALSE	TRUE
Lypd1	chr1	FALSE	FALSE
E2f8	chr7	FALSE	TRUE
Pebp4	chr14	FALSE	FALSE
Tapt1	chr5	FALSE	FALSE
Bmp8a	chr4	FALSE	FALSE
Adamts13	chr2	FALSE	FALSE
Ccn2	chr10	FALSE	FALSE
Kcne1	chr16	FALSE	TRUE
Dse	chr10	FALSE	TRUE
Dct	chr14	FALSE	FALSE
Igf1	chr10	FALSE	FALSE
Ltbp1	chr17	FALSE	FALSE
Kcnj5	chr9	FALSE	FALSE
Tinagl1	chr4	FALSE	FALSE
Zfp36	chr7	FALSE	FALSE
Tmem72	chr6	FALSE	TRUE
Hs3st6	chr17	FALSE	FALSE
Epcam	chr17	FALSE	FALSE
Trim52	chr14	FALSE	TRUE
Ypel5	chr17	FALSE	FALSE
Esrp1	chr4	FALSE	FALSE
Actc1	chr2	FALSE	FALSE
Ahrr	chr13	FALSE	FALSE
Serpina3n	chr12	FALSE	TRUE
Prob1	chr18	FALSE	FALSE
Otop3	chr11	FALSE	FALSE
Cplx4	chr18	FALSE	FALSE
Arsb	chr13	FALSE	TRUE
Carlr	chr2	FALSE	FALSE
Inhba	chr13	FALSE	FALSE
Dyrk4	chr6	FALSE	FALSE
Tnip2	chr5	FALSE	FALSE
Spint1	chr2	FALSE	FALSE
Zfat	chr15	FALSE	TRUE
Dtl	chr1	FALSE	TRUE
Tns3	chr11	FALSE	TRUE
Tfpi2	chr6	FALSE	FALSE
Igfn1	chr1	FALSE	FALSE
Tdrd3	chr14	FALSE	FALSE
Npy4r	chr14	FALSE	FALSE
Dlx3	chr11	FALSE	FALSE
Akap11	chr14	FALSE	TRUE
Elac2	chr11	FALSE	FALSE
Dusp9	chrX	FALSE	FALSE
Rtn4rl2	chr2	FALSE	FALSE
Map3k7cl	chr16	FALSE	FALSE
Dlx5	chr6	FALSE	FALSE
Gipc2	chr3	FALSE	FALSE
Slc43a3	chr2	FALSE	FALSE
Eya4	chr10	FALSE	FALSE
Erlin2	chr8	FALSE	FALSE
Pdzrn3	chr6	FALSE	FALSE
Lpcat2	chr8	FALSE	FALSE
Piezo2	chr18	FALSE	FALSE
Phldb3	chr7	FALSE	FALSE
Tifa	chr3	FALSE	FALSE
Tbc1d4	chr14	FALSE	FALSE
Utrn	chr10	FALSE	TRUE
Krt72	chr15	FALSE	FALSE
Guca1a	chr17	FALSE	FALSE
Flrt2	chr12	FALSE	TRUE
Emx1	chr6	FALSE	TRUE
Tmprss15	chr16	FALSE	FALSE
4933407L21Rik	chr1	FALSE	FALSE
Clec14a	chr12	FALSE	FALSE
Sctr	chr1	FALSE	FALSE
BC030500	chr8	FALSE	TRUE
Kcna6	chr6	FALSE	TRUE
Gfpt2	chr11	FALSE	FALSE
Sftpd	chr14	FALSE	FALSE
Sulf2	chr2	FALSE	TRUE
Arhgap9	chr10	FALSE	TRUE
Plbd1	chr6	FALSE	FALSE
Krt78	chr15	FALSE	FALSE
Acot5	chr12	FALSE	FALSE
Fam174b	chr7	FALSE	TRUE
Alcam	chr16	TRUE	TRUE
Gata5	chr2	FALSE	FALSE
Crybg2	chr4	FALSE	FALSE
Mmp11	chr10	FALSE	TRUE
Ereg	chr5	FALSE	FALSE
Kank4	chr4	FALSE	TRUE
Syde2	chr3	FALSE	TRUE
Hspb3	chr13	FALSE	FALSE
Pllp	chr8	FALSE	FALSE
Cavin1	chr11	FALSE	FALSE
Olig3	chr10	FALSE	FALSE
Rxfp3	chr15	FALSE	FALSE
Atp1a2	chr1	FALSE	TRUE
Irf6	chr1	FALSE	FALSE
Cfap58	chr19	FALSE	FALSE
Tlr5	chr1	FALSE	TRUE
Ranbp3	chr17	FALSE	FALSE
Jun	chr4	FALSE	FALSE
Tmem161a	chr8	FALSE	FALSE
Gng5	chr3	FALSE	TRUE
Vrk2	chr11	FALSE	TRUE
Efna3	chr3	FALSE	FALSE
Ccno	chr13	FALSE	FALSE
Cdkn2a	chr4	FALSE	FALSE
Dgka	chr10	FALSE	TRUE
Tslp	chr18	FALSE	TRUE
9530068E07Rik	chr11	FALSE	FALSE
Gjb2	chr14	FALSE	FALSE
Sall4	chr2	FALSE	FALSE
Tafa3	chr3	FALSE	FALSE
Met	chr6	FALSE	FALSE
Crtac1	chr19	FALSE	TRUE
Cnmd	chr14	FALSE	FALSE
Klk10	chr7	FALSE	FALSE
Enpp1	chr10	FALSE	TRUE
Tafa4	chr6	FALSE	FALSE
Mex3c	chr18	FALSE	TRUE
Sox9	chr11	FALSE	FALSE
Nt5c1b	chr12	FALSE	FALSE
Fbxo43	chr15	FALSE	FALSE
Pkdrej	chr15	FALSE	FALSE
Ajap1	chr4	FALSE	TRUE
Cwh43	chr5	FALSE	FALSE
Tgm1	chr14	FALSE	FALSE
Prelid2	chr18	FALSE	FALSE
Car2	chr3	FALSE	TRUE
Cd63	chr10	FALSE	TRUE
Lypd3	chr7	FALSE	FALSE
Hoxb9	chr11	FALSE	FALSE
Krt90	chr15	FALSE	FALSE
Kcne4	chr1	FALSE	FALSE
Gas2l3	chr10	FALSE	TRUE
Twist2	chr1	FALSE	FALSE
Mtch1	chr17	FALSE	FALSE
Adamts15	chr9	FALSE	FALSE
Ccdc102a	chr8	FALSE	FALSE
H2-T3	chr17	FALSE	FALSE
Gm3383	chr14	FALSE	TRUE
Grem1	chr2	FALSE	FALSE
Hspa12b	chr2	FALSE	FALSE
Dnaaf3	chr7	FALSE	FALSE
Elfn2	chr15	FALSE	TRUE
Bean1	chr8	FALSE	TRUE
Entpd3	chr9	FALSE	TRUE
Fbn2	chr18	FALSE	TRUE
Pgr15l	chrX	FALSE	FALSE
Nhlh2	chr3	FALSE	TRUE
Ctnnb1	chr9	FALSE	TRUE
Tcn2	chr11	FALSE	FALSE
Prlhr	chr19	FALSE	FALSE
Marchf1	chr8	FALSE	TRUE
Gal3st4	chr5	FALSE	FALSE
Pla2g4d	chr2	FALSE	FALSE
Ntsr2	chr12	FALSE	FALSE
Abcc9	chr6	FALSE	FALSE
Gabrg3	chr7	FALSE	TRUE
Tcf15	chr2	FALSE	FALSE
Tc2n	chr12	FALSE	TRUE
Tnfsf13b	chr8	FALSE	FALSE
Ppp1r3c	chr19	FALSE	FALSE
Prrg4	chr2	FALSE	FALSE
Tnfrsf1a	chr6	FALSE	FALSE
Apoa5	chr9	FALSE	FALSE
Myl12b	chr17	FALSE	TRUE
Inhbb	chr1	FALSE	FALSE
Wnt8a	chr18	FALSE	FALSE
Mgst3	chr1	FALSE	FALSE
Atp6v1b1	chr6	FALSE	FALSE
Nrk	chrX	FALSE	FALSE
Lrrc9	chr12	FALSE	TRUE
Cyp46a1	chr12	FALSE	TRUE
Map9	chr3	FALSE	TRUE
Cpne4	chr9	FALSE	TRUE
Sema3d	chr5	FALSE	FALSE
Aqp2	chr15	FALSE	TRUE
Abcb1a	chr5	FALSE	TRUE
Tspo	chr15	FALSE	FALSE
Mtpn	chr6	FALSE	FALSE
Trpc6	chr9	FALSE	TRUE
Apbb1ip	chr2	FALSE	FALSE
Mylk4	chr13	FALSE	FALSE
Pomc	chr12	FALSE	TRUE
Fbxo8	chr8	FALSE	FALSE
Snx31	chr15	FALSE	FALSE
Uck2	chr1	FALSE	TRUE
Tbx18	chr9	FALSE	FALSE
Mpst	chr15	FALSE	TRUE
Dync1i2	chr2	FALSE	FALSE
Wnt5b	chr6	FALSE	TRUE
Drd1	chr13	FALSE	FALSE
Osr2	chr15	FALSE	FALSE
T	chr17	FALSE	FALSE
Endou	chr15	FALSE	TRUE
Esrrg	chr1	FALSE	TRUE
Tubb6	chr18	FALSE	FALSE
Cspg4	chr9	FALSE	FALSE
Polr2b	chr5	FALSE	FALSE
Slc6a4	chr11	FALSE	FALSE
Fzd8	chr18	FALSE	TRUE
Rxrg	chr1	FALSE	FALSE
Lrrc18	chr14	FALSE	FALSE
Lacc1	chr14	FALSE	FALSE
Entpd1	chr19	FALSE	FALSE
Apob	chr12	FALSE	TRUE
Trim50	chr5	FALSE	FALSE
Ppm1n	chr7	FALSE	TRUE
Fhod3	chr18	FALSE	TRUE
Flvcr2	chr12	FALSE	FALSE
Pcnx4	chr12	FALSE	TRUE
Cpne7	chr8	FALSE	TRUE
Dock1	chr7	FALSE	FALSE
Speer3	chr5	FALSE	TRUE
Eif4ebp1	chr8	FALSE	TRUE
Alox8	chr11	FALSE	TRUE
P2rx5	chr11	FALSE	TRUE
Glra3	chr8	FALSE	TRUE
Fam131c	chr4	FALSE	FALSE
Arhgap19	chr19	FALSE	TRUE
Wfdc1	chr8	FALSE	FALSE
Icam1	chr9	FALSE	FALSE
Dok2	chr14	FALSE	FALSE
Nampt	chr12	FALSE	FALSE
Krt1	chr15	FALSE	FALSE
Krt87	chr15	FALSE	FALSE
Mael	chr1	FALSE	FALSE
Tril	chr6	FALSE	FALSE
Pou3f4	chrX	FALSE	FALSE
Gpr161	chr1	FALSE	TRUE
Col1a2	chr6	FALSE	FALSE
Ppp2r3d	chr9	FALSE	FALSE
Tnfrsf10b	chr14	FALSE	FALSE
Actrt2	chr4	FALSE	TRUE
Lipg	chr18	FALSE	FALSE
Gjb1	chrX	FALSE	TRUE
Samd13	chr3	FALSE	TRUE
Bard1	chr1	FALSE	TRUE
Slc19a2	chr1	FALSE	TRUE
Crabp2	chr3	FALSE	FALSE
Tfap2e	chr4	FALSE	FALSE
Rspo4	chr2	FALSE	FALSE
Cox8c	chr12	FALSE	TRUE
Adad2	chr8	FALSE	TRUE
Tnfsf15	chr4	FALSE	FALSE
Qrfp	chr2	FALSE	TRUE
Mocos	chr18	FALSE	TRUE
Rnasel	chr1	FALSE	FALSE
Gzmk	chr13	FALSE	FALSE
Cdh18	chr15	FALSE	TRUE
Galnt6	chr15	FALSE	FALSE
Anxa3	chr5	FALSE	FALSE
Acot11	chr4	FALSE	FALSE
Mobp	chr9	FALSE	FALSE
Dennd2d	chr3	FALSE	FALSE
Isl2	chr9	FALSE	FALSE
Cdx2	chr5	FALSE	FALSE
Tradd	chr8	FALSE	TRUE
Pitx3	chr19	FALSE	FALSE
Fat4	chr3	FALSE	TRUE
Ripor3	chr2	FALSE	FALSE
9130008F23Rik	chr17	FALSE	FALSE
Sp9	chr2	FALSE	FALSE
Tor4a	chr2	FALSE	FALSE
Upb1	chr10	FALSE	FALSE
Igsf9	chr1	FALSE	TRUE
Esm1	chr13	FALSE	FALSE
Lamc3	chr2	FALSE	FALSE
P2rx2	chr5	FALSE	TRUE
Rrad	chr8	FALSE	TRUE
Rgmb	chr17	FALSE	TRUE
Rest	chr5	FALSE	FALSE
Gabrq	chrX	FALSE	FALSE
Egln3	chr12	FALSE	FALSE
Thrb	chr14	FALSE	FALSE
Ascl1	chr10	FALSE	FALSE
Atpsckmt	chr15	FALSE	FALSE
Dhx38	chr8	FALSE	FALSE
Col2a1	chr15	FALSE	FALSE
Ostc	chr3	FALSE	TRUE
Snx16	chr3	FALSE	TRUE
Tmem176b	chr6	FALSE	FALSE
Slc25a13	chr6	FALSE	FALSE
Mdfi	chr17	FALSE	FALSE
Mdm1	chr10	FALSE	FALSE
Thbs3	chr3	FALSE	FALSE
Myb	chr10	FALSE	FALSE
Slco5a1	chr1	FALSE	TRUE
Trim58	chr11	FALSE	FALSE
Hint2	chr4	FALSE	TRUE
Cryba2	chr1	FALSE	FALSE
Arhgap45	chr10	FALSE	FALSE
Lmcd1	chr6	FALSE	TRUE
Cldn11	chr3	FALSE	FALSE
Kdm6b	chr11	FALSE	TRUE
Zfp385a	chr15	FALSE	FALSE
Syt17	chr7	FALSE	FALSE
Tmem114	chr16	FALSE	FALSE
Osm	chr11	FALSE	TRUE
Kcp	chr6	FALSE	FALSE
Cbr2	chr11	FALSE	FALSE
Usp46	chr5	FALSE	TRUE
Dpp4	chr2	FALSE	TRUE
E2f7	chr10	FALSE	TRUE
Slc38a4	chr15	FALSE	FALSE
Tnr	chr1	FALSE	TRUE
Lamb1	chr12	FALSE	FALSE
Rab34	chr11	FALSE	FALSE
Cd44	chr2	FALSE	TRUE
Il18rap	chr1	FALSE	FALSE
Ttll6	chr11	FALSE	FALSE
Slc25a48	chr13	FALSE	FALSE
4933412E24Rik	chr15	FALSE	FALSE
Pdgfrb	chr18	FALSE	FALSE
Sh3rf2	chr18	FALSE	TRUE
Cdhr3	chr12	FALSE	FALSE
Ifih1	chr2	FALSE	FALSE
1700113H08Rik	chr10	FALSE	FALSE
Gkn3	chr6	FALSE	FALSE
Ank3	chr10	FALSE	TRUE
Snx19	chr9	FALSE	TRUE
Chmp4c	chr3	FALSE	FALSE
Nkx3-2	chr5	FALSE	FALSE
Pkhd1	chr1	FALSE	FALSE
Cys1	chr12	FALSE	TRUE
Ido2	chr8	FALSE	FALSE
C1qa	chr4	FALSE	FALSE
Tekt4	chr17	FALSE	TRUE
1700025G04Rik	chr1	FALSE	FALSE
Lpar3	chr3	FALSE	FALSE
Ucn	chr5	FALSE	TRUE
Ephx3	chr17	FALSE	FALSE
Def6	chr17	FALSE	FALSE
Gtdc1	chr2	FALSE	TRUE
Ephb6	chr6	FALSE	TRUE
Cryaa	chr17	FALSE	FALSE
Myocos	chr1	FALSE	FALSE
Crhr2	chr6	FALSE	FALSE
Frmpd3	chrX	FALSE	TRUE
Rtp4	chr16	FALSE	TRUE
Ar	chrX	FALSE	FALSE
Trim47	chr11	FALSE	FALSE
Gne	chr4	FALSE	FALSE
Wnt2b	chr3	FALSE	FALSE
Ces5a	chr8	FALSE	TRUE
Crabp1	chr9	FALSE	FALSE
Slc6a5	chr7	FALSE	FALSE
Lepr	chr4	FALSE	FALSE
