gene_name	chr	is_neuronal	atac_predicted
Sh2d4b	chr14	FALSE	FALSE
Sh2d7	chr9	FALSE	TRUE
Sh3bgr	chr16	FALSE	TRUE
Sh3bgrl	chrX	FALSE	FALSE
Sh3bgrl2	chr9	FALSE	TRUE
Sh3bgrl3	chr4	FALSE	FALSE
Sh3bp1	chr15	FALSE	FALSE
Sh3bp2	chr5	FALSE	FALSE
Sh3bp4	chr1	FALSE	FALSE
Sh3bp5	chr14	FALSE	FALSE
Sh3bp5l	chr11	FALSE	FALSE
Sh3d19	chr3	FALSE	FALSE
Sh3d21	chr4	FALSE	FALSE
Sh3gl1	chr17	TRUE	FALSE
Sh3gl2	chr4	TRUE	FALSE
Sh3gl3	chr7	TRUE	FALSE
Sh3glb1	chr3	TRUE	FALSE
Sh3glb2	chr2	TRUE	TRUE
Sh3kbp1	chrX	FALSE	FALSE
Sh3pxd2a	chr19	FALSE	FALSE
Sh3pxd2b	chr11	FALSE	FALSE
Sh3rf1	chr8	TRUE	FALSE
Sh3rf2	chr18	FALSE	FALSE
Sh3rf3	chr10	FALSE	FALSE
Sh3tc1	chr5	FALSE	FALSE
Sh3tc2	chr18	TRUE	FALSE
Shank1	chr7	TRUE	FALSE
Shank2	chr7	TRUE	FALSE
Shank3	chr15	TRUE	FALSE
Sharpin	chr15	FALSE	FALSE
Shb	chr4	FALSE	FALSE
Shbg	chr11	FALSE	FALSE
Shc1	chr3	TRUE	TRUE
Shc2	chr10	FALSE	FALSE
Shc3	chr13	TRUE	FALSE
Shc4	chr2	FALSE	FALSE
Shcbp1	chr8	FALSE	FALSE
Shcbp1l	chr1	FALSE	TRUE
Shd	chr17	FALSE	FALSE
She	chr3	FALSE	FALSE
Shf	chr2	FALSE	FALSE
Shfl	chr9	FALSE	FALSE
Shh	chr5	TRUE	FALSE
Shisa2	chr14	FALSE	FALSE
Shisa3	chr5	FALSE	FALSE
Shisa4	chr1	FALSE	FALSE
Shisa6	chr11	TRUE	FALSE
Shisa7	chr7	TRUE	TRUE
Shisa8	chr15	TRUE	FALSE
Shisa9	chr16	TRUE	FALSE
Shisal1	chr15	FALSE	FALSE
Shisal2a	chr4	FALSE	FALSE
Shisal2b	chr13	FALSE	FALSE
Shkbp1	chr7	FALSE	FALSE
Shld1	chr2	FALSE	FALSE
Shld2	chr14	FALSE	FALSE
Shmt1	chr11	FALSE	FALSE
Shmt2	chr10	FALSE	FALSE
Shoc1	chr4	TRUE	FALSE
Shoc2	chr19	TRUE	FALSE
Shox2	chr3	TRUE	FALSE
Shprh	chr10	FALSE	FALSE
Shq1	chr6	FALSE	TRUE
Shroom1	chr11	FALSE	FALSE
Shroom2	chrX	TRUE	FALSE
Shroom3	chr5	TRUE	FALSE
Shroom4	chrX	TRUE	FALSE
Shtn1	chr19	TRUE	FALSE
Siae	chr9	FALSE	TRUE
Siah1a	chr8	TRUE	FALSE
Siah1b	chrX	TRUE	FALSE
Siah2	chr3	FALSE	FALSE
Siah3	chr14	FALSE	FALSE
Sidt1	chr16	FALSE	FALSE
Sidt2	chr9	FALSE	TRUE
Sigirr	chr7	FALSE	FALSE
Siglec1	chr2	FALSE	FALSE
Siglec15	chr18	FALSE	FALSE
Siglecf	chr7	FALSE	TRUE
Siglech	chr7	FALSE	FALSE
Sigmar1	chr4	TRUE	TRUE
Sik1	chr17	FALSE	FALSE
Sik2	chr9	FALSE	TRUE
Sik3	chr9	FALSE	FALSE
Sike1	chr3	FALSE	FALSE
Sil1	chr18	FALSE	TRUE
Sim1	chr10	TRUE	FALSE
Sim2	chr16	TRUE	FALSE
Simc1	chr13	FALSE	TRUE
Sin3a	chr9	TRUE	FALSE
Sin3b	chr8	FALSE	FALSE
Sinhcaf	chr6	FALSE	TRUE
Sipa1	chr19	FALSE	FALSE
Sipa1l1	chr12	TRUE	FALSE
Sipa1l2	chr8	TRUE	FALSE
Sipa1l3	chr7	FALSE	FALSE
Sirpa	chr2	FALSE	FALSE
Sirt1	chr10	TRUE	TRUE
Sirt2	chr7	TRUE	FALSE
Sirt4	chr5	FALSE	FALSE
Sirt5	chr13	FALSE	FALSE
Sis	chr3	FALSE	FALSE
Sit1	chr4	FALSE	TRUE
Siva1	chr12	FALSE	TRUE
Six1	chr12	TRUE	FALSE
Six2	chr17	FALSE	FALSE
Six3	chr17	TRUE	FALSE
Six4	chr12	TRUE	FALSE
Six5	chr7	FALSE	FALSE
Ska1	chr18	FALSE	TRUE
Ska3	chr14	FALSE	FALSE
Skap1	chr11	FALSE	TRUE
Skap2	chr6	FALSE	FALSE
Ski	chr4	TRUE	TRUE
Skil	chr3	TRUE	FALSE
Skor1	chr9	FALSE	TRUE
Skor2	chr18	TRUE	FALSE
Skp2	chr15	FALSE	FALSE
Sla	chr15	FALSE	TRUE
Sla2	chr2	FALSE	FALSE
Slain1	chr14	FALSE	FALSE
Slain2	chr5	FALSE	TRUE
Slbp	chr5	FALSE	FALSE
Slc10a1	chr12	FALSE	FALSE
Slc10a2	chr8	FALSE	FALSE
Slc10a4	chr5	TRUE	FALSE
Slc10a6	chr5	FALSE	FALSE
Slc10a7	chr8	FALSE	FALSE
Slc11a1	chr1	TRUE	FALSE
Slc11a2	chr15	TRUE	FALSE
Slc12a1	chr2	FALSE	FALSE
Slc12a2	chr18	TRUE	FALSE
Slc12a3	chr8	FALSE	FALSE
Slc12a4	chr8	TRUE	FALSE
Slc12a5	chr2	TRUE	FALSE
Slc12a6	chr2	TRUE	FALSE
Slc12a7	chr13	TRUE	FALSE
Slc12a8	chr16	FALSE	TRUE
Slc12a9	chr5	FALSE	TRUE
Slc13a1	chr6	FALSE	TRUE
Slc13a2	chr11	FALSE	TRUE
Slc13a3	chr2	FALSE	FALSE
Slc13a4	chr6	FALSE	FALSE
Slc13a5	chr11	FALSE	FALSE
Slc14a1	chr18	FALSE	FALSE
Slc14a2	chr18	FALSE	FALSE
Slc15a1	chr14	FALSE	TRUE
Slc15a2	chr16	FALSE	FALSE
Slc15a4	chr5	FALSE	FALSE
Slc16a1	chr3	FALSE	TRUE
Slc16a10	chr10	FALSE	TRUE
Slc16a11	chr11	FALSE	TRUE
Slc16a12	chr19	FALSE	FALSE
Slc16a13	chr11	FALSE	FALSE
Slc16a14	chr1	FALSE	TRUE
Slc16a2	chrX	FALSE	FALSE
Slc16a3	chr11	FALSE	TRUE
Slc16a6	chr11	FALSE	TRUE
Slc16a7	chr10	FALSE	FALSE
Slc16a8	chr15	FALSE	FALSE
Slc16a9	chr10	FALSE	FALSE
Slc17a5	chr9	TRUE	TRUE
Slc17a6	chr7	TRUE	TRUE
Slc17a7	chr7	TRUE	TRUE
Slc17a8	chr10	TRUE	FALSE
Slc17a9	chr2	FALSE	FALSE
Slc18a1	chr8	TRUE	FALSE
Slc18a2	chr19	TRUE	FALSE
Slc18b1	chr10	FALSE	TRUE
Slc19a1	chr10	FALSE	FALSE
Slc19a2	chr1	FALSE	TRUE
Slc19a3	chr1	FALSE	FALSE
Slc1a1	chr19	TRUE	FALSE
Slc1a2	chr2	TRUE	FALSE
Slc1a3	chr15	TRUE	FALSE
Slc1a4	chr11	TRUE	FALSE
Slc1a5	chr7	FALSE	FALSE
Slc1a6	chr10	FALSE	TRUE
Slc1a7	chr4	TRUE	FALSE
Slc20a1	chr2	FALSE	FALSE
Slc20a2	chr8	FALSE	TRUE
Slc22a1	chr17	FALSE	TRUE
Slc22a12	chr19	FALSE	TRUE
Slc22a14	chr9	FALSE	FALSE
Slc22a15	chr3	FALSE	TRUE
Slc22a16	chr10	FALSE	FALSE
Slc22a17	chr14	FALSE	TRUE
Slc22a18	chr7	FALSE	FALSE
Slc22a2	chr17	FALSE	FALSE
Slc22a20	chr19	FALSE	TRUE
Slc22a21	chr11	FALSE	FALSE
Slc22a22	chr15	FALSE	FALSE
Slc22a23	chr13	FALSE	FALSE
Slc22a3	chr17	FALSE	FALSE
Slc22a4	chr11	FALSE	TRUE
Slc22a5	chr11	FALSE	TRUE
Slc22a7	chr17	FALSE	FALSE
Slc22a8	chr19	FALSE	FALSE
Slc23a2	chr2	TRUE	FALSE
Slc23a3	chr1	FALSE	FALSE
Slc23a4	chr6	FALSE	FALSE
Slc24a1	chr9	TRUE	FALSE
Slc24a2	chr4	TRUE	FALSE
Slc24a3	chr2	FALSE	FALSE
Slc24a4	chr12	TRUE	FALSE
Slc24a5	chr2	FALSE	TRUE
Slc25a10	chr11	FALSE	FALSE
Slc25a11	chr11	FALSE	FALSE
Slc25a12	chr2	TRUE	TRUE
Slc25a13	chr6	FALSE	FALSE
Slc25a14	chrX	FALSE	TRUE
Slc25a15	chr8	FALSE	FALSE
Slc25a16	chr10	FALSE	FALSE
Slc25a17	chr15	FALSE	FALSE
Slc25a18	chr6	FALSE	FALSE
Slc25a20	chr9	FALSE	FALSE
Slc25a21	chr12	FALSE	FALSE
Slc25a22	chr7	FALSE	FALSE
Slc25a23	chr17	FALSE	TRUE
Slc25a24	chr3	FALSE	FALSE
Slc25a25	chr2	FALSE	TRUE
Slc25a26	chr6	FALSE	FALSE
Slc25a27	chr17	TRUE	TRUE
Slc25a28	chr19	FALSE	FALSE
Slc25a29	chr12	FALSE	FALSE
Slc25a3	chr10	FALSE	FALSE
Slc25a30	chr14	FALSE	FALSE
Slc25a31	chr3	FALSE	FALSE
Slc25a33	chr4	FALSE	FALSE
Slc25a34	chr4	FALSE	FALSE
Slc25a35	chr11	FALSE	FALSE
Slc25a36	chr9	FALSE	FALSE
Slc25a37	chr14	FALSE	FALSE
Slc25a38	chr9	FALSE	FALSE
Slc25a39	chr11	FALSE	FALSE
Slc25a4	chr8	FALSE	FALSE
Slc25a40	chr5	FALSE	FALSE
Slc25a42	chr8	FALSE	TRUE
Slc25a43	chrX	FALSE	FALSE
Slc25a44	chr3	FALSE	FALSE
Slc25a45	chr19	FALSE	FALSE
Slc25a46	chr18	TRUE	FALSE
Slc25a47	chr12	FALSE	FALSE
Slc25a48	chr13	FALSE	FALSE
Slc25a5	chrX	FALSE	FALSE
Slc25a51	chr4	FALSE	TRUE
Slc25a53	chrX	FALSE	FALSE
Slc26a1	chr5	FALSE	FALSE
Slc26a10	chr10	FALSE	FALSE
Slc26a11	chr11	FALSE	FALSE
Slc26a2	chr18	FALSE	TRUE
Slc26a3	chr12	FALSE	FALSE
Slc26a4	chr12	FALSE	FALSE
Slc26a5	chr5	TRUE	FALSE
Slc26a6	chr9	FALSE	FALSE
Slc26a7	chr4	FALSE	FALSE
Slc26a8	chr17	FALSE	FALSE
Slc26a9	chr1	FALSE	FALSE
Slc27a1	chr8	FALSE	TRUE
Slc27a2	chr2	FALSE	FALSE
Slc27a3	chr3	FALSE	FALSE
Slc27a4	chr2	FALSE	FALSE
Slc27a6	chr18	FALSE	FALSE
Slc28a1	chr7	FALSE	TRUE
Slc28a3	chr13	FALSE	FALSE
Slc29a1	chr17	TRUE	TRUE
Slc29a2	chr19	FALSE	TRUE
Slc29a3	chr10	FALSE	FALSE
Slc29a4	chr5	FALSE	FALSE
Slc2a1	chr4	TRUE	FALSE
Slc2a12	chr10	FALSE	TRUE
Slc2a13	chr15	FALSE	FALSE
Slc2a2	chr3	FALSE	FALSE
Slc2a3	chr6	FALSE	TRUE
Slc2a4	chr11	TRUE	FALSE
Slc2a5	chr4	FALSE	FALSE
Slc2a6	chr2	FALSE	FALSE
Slc2a7	chr4	FALSE	FALSE
Slc2a8	chr2	FALSE	FALSE
Slc2a9	chr5	FALSE	TRUE
Slc30a1	chr1	TRUE	FALSE
Slc30a10	chr1	FALSE	FALSE
Slc30a2	chr4	FALSE	TRUE
Slc30a4	chr2	FALSE	TRUE
Slc30a5	chr13	FALSE	TRUE
Slc30a6	chr17	FALSE	FALSE
Slc30a8	chr15	FALSE	FALSE
Slc30a9	chr5	FALSE	FALSE
Slc31a1	chr4	FALSE	FALSE
Slc31a2	chr4	FALSE	FALSE
Slc32a1	chr2	TRUE	FALSE
Slc33a1	chr3	FALSE	FALSE
Slc34a1	chr13	FALSE	FALSE
Slc34a2	chr5	FALSE	FALSE
Slc35a1	chr4	FALSE	FALSE
Slc35a2	chrX	FALSE	FALSE
Slc35a3	chr3	FALSE	FALSE
Slc35a5	chr16	FALSE	FALSE
Slc35b1	chr11	FALSE	FALSE
Slc35b2	chr17	FALSE	FALSE
Slc35b3	chr13	FALSE	FALSE
Slc35b4	chr6	FALSE	FALSE
Slc35c1	chr2	FALSE	TRUE
Slc35c2	chr2	FALSE	TRUE
Slc35d1	chr4	FALSE	FALSE
Slc35d2	chr13	FALSE	FALSE
Slc35d3	chr10	FALSE	FALSE
Slc35e1	chr8	FALSE	FALSE
Slc35e2	chr4	FALSE	FALSE
Slc35e3	chr10	FALSE	FALSE
Slc35e4	chr11	FALSE	FALSE
Slc35f1	chr10	FALSE	FALSE
Slc35f2	chr9	FALSE	FALSE
Slc35f3	chr8	FALSE	FALSE
Slc35f4	chr14	FALSE	FALSE
Slc35f5	chr1	FALSE	TRUE
Slc35f6	chr5	FALSE	FALSE
Slc35g1	chr19	FALSE	FALSE
Slc35g2	chr9	FALSE	FALSE
Slc36a1	chr11	FALSE	FALSE
Slc36a2	chr11	FALSE	TRUE
Slc36a3	chr11	FALSE	FALSE
Slc36a4	chr9	FALSE	FALSE
Slc37a1	chr17	FALSE	TRUE
Slc37a2	chr9	FALSE	FALSE
Slc37a3	chr6	FALSE	FALSE
Slc38a1	chr15	TRUE	FALSE
Slc38a10	chr11	FALSE	FALSE
Slc38a11	chr2	FALSE	FALSE
Slc38a2	chr15	TRUE	FALSE
Slc38a3	chr9	FALSE	FALSE
Slc38a4	chr15	FALSE	FALSE
Slc38a6	chr12	FALSE	FALSE
Slc38a7	chr8	FALSE	FALSE
Slc38a8	chr8	TRUE	TRUE
Slc38a9	chr13	FALSE	FALSE
Slc39a1	chr3	FALSE	TRUE
Slc39a10	chr1	FALSE	FALSE
Slc39a11	chr11	FALSE	FALSE
Slc39a12	chr2	TRUE	FALSE
Slc39a13	chr2	FALSE	FALSE
Slc39a14	chr14	FALSE	FALSE
Slc39a2	chr14	FALSE	TRUE
Slc39a3	chr10	FALSE	FALSE
Slc39a5	chr10	FALSE	FALSE
Slc39a6	chr18	FALSE	FALSE
Slc39a7	chr17	FALSE	FALSE
Slc39a8	chr3	FALSE	FALSE
Slc39a9	chr12	FALSE	FALSE
Slc3a1	chr17	FALSE	FALSE
Slc3a2	chr19	FALSE	FALSE
Slc40a1	chr1	FALSE	FALSE
Slc41a1	chr1	FALSE	FALSE
Slc41a2	chr10	FALSE	FALSE
Slc41a3	chr6	FALSE	TRUE
Slc43a2	chr11	FALSE	TRUE
Slc43a3	chr2	FALSE	FALSE
Slc44a1	chr4	FALSE	FALSE
Slc44a2	chr9	FALSE	FALSE
Slc44a3	chr3	FALSE	FALSE
Slc44a5	chr3	FALSE	FALSE
Slc45a1	chr4	FALSE	FALSE
Slc45a3	chr1	TRUE	FALSE
Slc45a4	chr15	FALSE	FALSE
Slc46a1	chr11	FALSE	FALSE
Slc46a2	chr4	FALSE	FALSE
Slc46a3	chr5	FALSE	FALSE
Slc47a1	chr11	FALSE	FALSE
Slc47a2	chr11	FALSE	FALSE
Slc48a1	chr15	FALSE	FALSE
Slc49a4	chr16	FALSE	FALSE
Slc4a1	chr11	FALSE	TRUE
Slc4a10	chr2	TRUE	FALSE
Slc4a11	chr2	FALSE	FALSE
Slc4a3	chr1	FALSE	FALSE
Slc4a4	chr5	FALSE	FALSE
Slc4a5	chr6	FALSE	FALSE
Slc4a7	chr14	TRUE	FALSE
Slc4a8	chr15	TRUE	FALSE
Slc4a9	chr18	FALSE	FALSE
Slc50a1	chr3	FALSE	TRUE
Slc51b	chr9	FALSE	FALSE
Slc52a2	chr15	FALSE	FALSE
Slc52a3	chr2	TRUE	FALSE
Slc5a1	chr5	FALSE	TRUE
Slc5a10	chr11	FALSE	FALSE
Slc5a11	chr7	FALSE	FALSE
Slc5a12	chr2	FALSE	FALSE
Slc5a2	chr7	FALSE	TRUE
Slc5a6	chr5	FALSE	FALSE
Slc5a7	chr17	TRUE	FALSE
Slc5a9	chr4	FALSE	FALSE
Slc66a2	chr18	FALSE	FALSE
Slc6a1	chr6	TRUE	FALSE
Slc6a11	chr6	FALSE	FALSE
Slc6a12	chr6	FALSE	FALSE
Slc6a15	chr10	FALSE	TRUE
Slc6a17	chr3	TRUE	TRUE
Slc6a18	chr13	FALSE	FALSE
Slc6a19	chr13	FALSE	FALSE
Slc6a2	chr8	TRUE	FALSE
Slc6a20a	chr9	FALSE	FALSE
Slc6a20b	chr9	FALSE	TRUE
Slc6a21	chr7	FALSE	FALSE
Slc6a4	chr11	TRUE	FALSE
Slc6a5	chr7	TRUE	FALSE
Slc6a6	chr6	TRUE	FALSE
Slc6a7	chr18	FALSE	FALSE
Slc6a8	chrX	FALSE	FALSE
Slc6a9	chr4	TRUE	FALSE
Slc7a1	chr5	FALSE	FALSE
Slc7a10	chr7	TRUE	FALSE
Slc7a11	chr3	TRUE	FALSE
Slc7a14	chr3	FALSE	FALSE
Slc7a15	chr12	FALSE	TRUE
Slc7a2	chr8	FALSE	FALSE
Slc7a4	chr16	FALSE	FALSE
Slc7a5	chr8	TRUE	FALSE
Slc7a6	chr8	FALSE	FALSE
Slc7a7	chr14	FALSE	FALSE
Slc7a8	chr14	FALSE	FALSE
Slc8a1	chr17	FALSE	FALSE
Slc8a2	chr7	TRUE	TRUE
Slc8a3	chr12	TRUE	FALSE
Slc8b1	chr5	FALSE	FALSE
Slc9a1	chr4	FALSE	TRUE
Slc9a2	chr1	FALSE	FALSE
Slc9a3	chr13	FALSE	FALSE
Slc9a5	chr8	FALSE	TRUE
Slc9a6	chrX	TRUE	FALSE
Slc9a7	chrX	FALSE	FALSE
Slc9a8	chr2	FALSE	TRUE
Slc9a9	chr9	FALSE	TRUE
Slc9b1	chr3	FALSE	TRUE
Slc9b2	chr3	FALSE	FALSE
Slco1c1	chr6	FALSE	FALSE
Slco2a1	chr9	FALSE	FALSE
Slco2b1	chr7	FALSE	TRUE
Slco3a1	chr7	FALSE	FALSE
Slco4a1	chr2	FALSE	FALSE
Slco4c1	chr1	FALSE	FALSE
Slco5a1	chr1	FALSE	FALSE
Slf1	chr13	FALSE	FALSE
Slf2	chr19	FALSE	FALSE
Slfn14	chr11	FALSE	TRUE
Slfnl1	chr4	FALSE	TRUE
Slit1	chr19	TRUE	FALSE
Slit2	chr5	TRUE	FALSE
Slit3	chr11	TRUE	FALSE
Slitrk1	chr14	TRUE	FALSE
Slitrk2	chrX	TRUE	TRUE
Slitrk3	chr3	TRUE	FALSE
Slitrk4	chrX	TRUE	FALSE
Slitrk5	chr14	TRUE	FALSE
Slitrk6	chr14	TRUE	FALSE
Slk	chr19	FALSE	FALSE
Slmap	chr14	FALSE	FALSE
Sln	chr9	FALSE	TRUE
Slpi	chr2	FALSE	FALSE
Sltm	chr9	FALSE	FALSE
Slu7	chr11	FALSE	TRUE
Slurp1	chr15	TRUE	FALSE
Slurp2	chr15	TRUE	FALSE
Slx4	chr16	FALSE	FALSE
Slx4ip	chr2	FALSE	FALSE
Smad1	chr8	TRUE	FALSE
Smad2	chr18	FALSE	TRUE
Smad3	chr9	FALSE	FALSE
Smad4	chr18	TRUE	FALSE
Smad5	chr13	FALSE	FALSE
Smad6	chr9	FALSE	FALSE
Smad7	chr18	FALSE	FALSE
Smad9	chr3	TRUE	FALSE
Smap1	chr1	FALSE	FALSE
Smap2	chr4	FALSE	FALSE
Smarca1	chrX	TRUE	FALSE
Smarca2	chr19	TRUE	FALSE
Smarca4	chr9	TRUE	FALSE
Smarca5	chr8	FALSE	TRUE
Smarcad1	chr6	FALSE	FALSE
Smarcal1	chr1	FALSE	FALSE
Smarcb1	chr10	TRUE	FALSE
Smarcc1	chr9	TRUE	FALSE
Smarcc2	chr10	TRUE	FALSE
Smarcd1	chr15	TRUE	FALSE
Smarcd3	chr5	TRUE	FALSE
Smarce1	chr11	TRUE	FALSE
Smbd1	chr16	FALSE	FALSE
Smc1b	chr15	FALSE	FALSE
Smc3	chr19	FALSE	FALSE
Smc5	chr19	FALSE	FALSE
Smc6	chr12	FALSE	FALSE
Smchd1	chr17	FALSE	TRUE
Smco3	chr6	FALSE	FALSE
Smco4	chr9	FALSE	FALSE
Smg1	chr7	FALSE	TRUE
Smg5	chr3	FALSE	FALSE
Smg6	chr11	FALSE	TRUE
Smg7	chr1	FALSE	FALSE
Smg8	chr11	FALSE	FALSE
Smg9	chr7	TRUE	FALSE
Smim1	chr4	FALSE	FALSE
Smim10l1	chr6	FALSE	FALSE
Smim10l2a	chrX	FALSE	FALSE
Smim11	chr16	FALSE	FALSE
Smim12	chr4	FALSE	FALSE
Smim13	chr13	FALSE	FALSE
Smim14	chr5	FALSE	FALSE
Smim15	chr13	FALSE	FALSE
Smim17	chr7	FALSE	FALSE
Smim18	chr8	FALSE	FALSE
Smim19	chr8	FALSE	FALSE
Smim20	chr5	FALSE	FALSE
Smim23	chr11	FALSE	FALSE
Smim24	chr10	FALSE	FALSE
Smim26	chr2	FALSE	FALSE
Smim27	chr4	FALSE	FALSE
Smim3	chr18	FALSE	FALSE
Smim31	chr8	FALSE	FALSE
Smim38	chr7	FALSE	FALSE
Smim40	chr17	FALSE	TRUE
Smim41	chr15	FALSE	FALSE
Smim5	chr11	FALSE	FALSE
Smim7	chr8	FALSE	FALSE
Smim8	chr4	FALSE	FALSE
Smim9	chrX	FALSE	FALSE
Smlr1	chr10	FALSE	FALSE
Smn1	chr13	TRUE	FALSE
Smndc1	chr19	FALSE	FALSE
Smo	chr6	TRUE	FALSE
Smoc1	chr12	FALSE	FALSE
Smoc2	chr17	FALSE	FALSE
Smox	chr2	FALSE	TRUE
Smpd1	chr7	FALSE	FALSE
Smpd2	chr10	FALSE	TRUE
Smpd3	chr8	FALSE	FALSE
Smpd4	chr16	FALSE	FALSE
Smpd5	chr15	FALSE	FALSE
Smpdl3a	chr10	FALSE	FALSE
Smpdl3b	chr4	FALSE	FALSE
Smpx	chrX	FALSE	TRUE
Sms	chrX	FALSE	FALSE
Smtn	chr11	FALSE	FALSE
Smtnl2	chr11	FALSE	FALSE
Smu1	chr4	FALSE	TRUE
Smug1	chr15	FALSE	FALSE
Smurf1	chr5	TRUE	FALSE
Smurf2	chr11	FALSE	TRUE
Smyd2	chr1	FALSE	FALSE
Smyd3	chr1	FALSE	FALSE
Smyd4	chr11	FALSE	FALSE
Smyd5	chr6	FALSE	FALSE
Snai1	chr2	FALSE	FALSE
Snai2	chr16	TRUE	FALSE
Snai3	chr8	FALSE	FALSE
Snap23	chr2	TRUE	FALSE
Snap25	chr2	TRUE	FALSE
Snap47	chr11	TRUE	FALSE
Snap91	chr9	TRUE	FALSE
Snapc1	chr12	FALSE	FALSE
Snapc2	chr8	FALSE	FALSE
Snapc3	chr4	FALSE	FALSE
Snapc4	chr2	FALSE	TRUE
Snapc5	chr9	FALSE	FALSE
Snapin	chr3	TRUE	FALSE
Snca	chr6	TRUE	TRUE
Sncaip	chr18	TRUE	FALSE
Sncb	chr13	TRUE	FALSE
Snd1	chr6	FALSE	TRUE
Sned1	chr1	FALSE	FALSE
Snhg11	chr2	FALSE	FALSE
Snhg4	chr18	FALSE	TRUE
Snip1	chr4	FALSE	TRUE
Snn	chr16	FALSE	FALSE
Snorc	chr1	FALSE	FALSE
Snph	chr2	TRUE	FALSE
Snrk	chr9	FALSE	FALSE
Snrnp200	chr2	FALSE	FALSE
Snrnp25	chr11	FALSE	FALSE
Snrnp27	chr6	FALSE	FALSE
Snrnp35	chr5	FALSE	FALSE
Snrnp40	chr4	FALSE	TRUE
Snrnp48	chr13	FALSE	FALSE
Snrpa	chr7	FALSE	FALSE
Snrpa1	chr7	FALSE	FALSE
Snrpb	chr2	FALSE	FALSE
Snrpb2	chr2	FALSE	FALSE
Snrpc	chr17	FALSE	FALSE
Snrpd1	chr18	FALSE	FALSE
Snrpd3	chr10	FALSE	FALSE
Snrpf	chr10	FALSE	FALSE
Snrpg	chr6	FALSE	FALSE
Snta1	chr2	TRUE	TRUE
Sntb1	chr15	FALSE	FALSE
Sntb2	chr8	FALSE	FALSE
Sntg2	chr12	FALSE	FALSE
Snu13	chr15	FALSE	FALSE
Snupn	chr9	FALSE	FALSE
Snw1	chr12	TRUE	FALSE
Snx1	chr9	TRUE	FALSE
Snx10	chr6	FALSE	TRUE
Snx11	chr11	FALSE	FALSE
Snx12	chrX	FALSE	FALSE
Snx13	chr12	FALSE	FALSE
Snx14	chr9	TRUE	FALSE
Snx15	chr19	FALSE	FALSE
Snx16	chr3	FALSE	FALSE
Snx18	chr13	FALSE	FALSE
Snx19	chr9	FALSE	FALSE
Snx2	chr18	FALSE	FALSE
Snx20	chr8	FALSE	FALSE
Snx21	chr2	FALSE	FALSE
Snx22	chr9	FALSE	FALSE
Snx24	chr18	FALSE	FALSE
Snx25	chr8	FALSE	FALSE
Snx27	chr3	TRUE	FALSE
Snx29	chr16	FALSE	FALSE
Snx3	chr10	TRUE	FALSE
Snx30	chr4	FALSE	FALSE
Snx32	chr19	FALSE	TRUE
Snx33	chr9	FALSE	FALSE
Snx4	chr16	FALSE	FALSE
Snx5	chr2	FALSE	FALSE
Snx6	chr12	TRUE	FALSE
Snx7	chr3	FALSE	FALSE
Snx8	chr5	FALSE	FALSE
Snx9	chr17	TRUE	FALSE
Soat1	chr1	FALSE	FALSE
Sobp	chr10	TRUE	FALSE
Socs1	chr16	FALSE	FALSE
Socs2	chr10	TRUE	FALSE
Socs3	chr11	FALSE	FALSE
Socs5	chr17	FALSE	FALSE
Socs6	chr18	FALSE	FALSE
Socs7	chr11	TRUE	FALSE
Sod1	chr16	TRUE	FALSE
Sod3	chr5	FALSE	FALSE
Sohlh1	chr2	FALSE	FALSE
Son	chr16	FALSE	FALSE
Sorbs1	chr19	TRUE	TRUE
Sorbs2	chr8	TRUE	FALSE
Sorbs3	chr14	FALSE	FALSE
Sorcs1	chr19	FALSE	FALSE
Sorcs2	chr5	TRUE	FALSE
Sorcs3	chr19	TRUE	FALSE
Sord	chr2	FALSE	FALSE
Sorl1	chr9	TRUE	FALSE
Sort1	chr3	TRUE	TRUE
Sos1	chr17	TRUE	TRUE
Sos2	chr12	FALSE	TRUE
Sost	chr11	FALSE	FALSE
Sostdc1	chr12	FALSE	FALSE
Sowaha	chr11	FALSE	FALSE
Sowahb	chr5	FALSE	FALSE
Sox1	chr8	TRUE	FALSE
Sox11	chr12	TRUE	FALSE
Sox12	chr2	TRUE	TRUE
Sox13	chr1	TRUE	FALSE
Sox14	chr9	TRUE	FALSE
Sox15	chr11	TRUE	FALSE
Sox17	chr1	TRUE	FALSE
Sox18	chr2	FALSE	FALSE
Sox2	chr3	TRUE	FALSE
Sox21	chr14	TRUE	FALSE
Sox30	chr11	FALSE	FALSE
Sox4	chr13	TRUE	TRUE
Sox5	chr6	TRUE	FALSE
Sox6	chr7	TRUE	FALSE
Sox7	chr14	FALSE	FALSE
Sox8	chr17	TRUE	FALSE
Sox9	chr11	TRUE	FALSE
Sp1	chr15	FALSE	FALSE
Sp100	chr1	FALSE	FALSE
Sp2	chr11	FALSE	FALSE
Sp3	chr2	FALSE	FALSE
Sp4	chr12	FALSE	FALSE
Sp5	chr2	FALSE	FALSE
Sp6	chr11	FALSE	TRUE
Sp7	chr15	FALSE	FALSE
Sp8	chr12	FALSE	FALSE
Sp9	chr2	FALSE	FALSE
Spa17	chr9	FALSE	TRUE
Spaca1	chr4	FALSE	FALSE
Spaca3	chr11	FALSE	TRUE
Spaca6	chr17	FALSE	FALSE
Spaca7	chr8	FALSE	FALSE
Spaca9	chr2	TRUE	FALSE
Spag1	chr15	TRUE	FALSE
Spag11a	chr8	FALSE	FALSE
