gene_name	chr	is_neuronal	k27ac_predicted
Seh1l	chr18	FALSE	FALSE
Sel1l3	chr5	FALSE	TRUE
Selenof	chr3	FALSE	FALSE
Selenoh	chr2	FALSE	FALSE
Selenoi	chr5	TRUE	TRUE
Selenok	chr14	FALSE	FALSE
Selenom	chr11	FALSE	TRUE
Selenon	chr4	FALSE	TRUE
Selenoo	chr15	FALSE	FALSE
Selenos	chr7	FALSE	TRUE
Selenot	chr3	FALSE	FALSE
Selenow	chr7	FALSE	FALSE
Sem1	chr6	FALSE	TRUE
Sema3a	chr5	TRUE	TRUE
Sema3b	chr9	TRUE	TRUE
Sema3g	chr14	TRUE	TRUE
Sema4b	chr7	TRUE	FALSE
Sema4c	chr1	TRUE	TRUE
Sema4d	chr13	TRUE	FALSE
Sema4f	chr6	TRUE	TRUE
Sema4g	chr19	TRUE	FALSE
Sema5a	chr15	TRUE	TRUE
Sema5b	chr16	TRUE	FALSE
Sema6a	chr18	TRUE	TRUE
Sema6b	chr17	TRUE	FALSE
Sema6c	chr3	TRUE	FALSE
Sema6d	chr2	TRUE	TRUE
Sema7a	chr9	TRUE	FALSE
Senp1	chr15	FALSE	TRUE
Senp2	chr16	FALSE	FALSE
Senp6	chr9	FALSE	FALSE
Senp7	chr16	FALSE	TRUE
Sephs1	chr2	FALSE	FALSE
Sephs2	chr7	FALSE	FALSE
Sepsecs	chr5	FALSE	FALSE
Septin1	chr7	FALSE	FALSE
Septin10	chr10	FALSE	TRUE
Septin11	chr5	TRUE	FALSE
Septin3	chr15	TRUE	TRUE
Septin4	chr11	TRUE	TRUE
Septin5	chr16	TRUE	TRUE
Septin6	chrX	FALSE	FALSE
Septin7	chr9	TRUE	FALSE
Septin8	chr11	FALSE	FALSE
Serac1	chr17	FALSE	TRUE
Serbp1	chr6	FALSE	FALSE
Sergef	chr7	FALSE	TRUE
Serinc1	chr10	FALSE	FALSE
Serinc2	chr4	FALSE	FALSE
Serp2	chr14	FALSE	TRUE
Serpinb1b	chr13	FALSE	TRUE
Serpinb6a	chr13	TRUE	TRUE
Serpinb8	chr1	FALSE	TRUE
Serping1	chr2	FALSE	TRUE
Serpinh1	chr7	FALSE	FALSE
Serpini1	chr3	TRUE	TRUE
Sertad1	chr7	FALSE	TRUE
Sertad2	chr11	FALSE	TRUE
Sertad3	chr7	FALSE	FALSE
Sesn1	chr10	FALSE	TRUE
Sesn3	chr9	FALSE	FALSE
Sestd1	chr2	FALSE	TRUE
Setbp1	chr18	FALSE	FALSE
Setd1a	chr7	TRUE	FALSE
Setd1b	chr5	FALSE	FALSE
Setd2	chr9	TRUE	FALSE
Setd3	chr12	FALSE	TRUE
Setd5	chr6	TRUE	FALSE
Setd6	chr8	FALSE	FALSE
Setd7	chr3	FALSE	FALSE
Setmar	chr6	FALSE	FALSE
Setx	chr2	TRUE	TRUE
Sez6	chr11	TRUE	FALSE
Sez6l	chr5	TRUE	FALSE
Sez6l2	chr7	TRUE	FALSE
Sf1	chr19	FALSE	TRUE
Sf3a1	chr11	FALSE	FALSE
Sf3b1	chr1	FALSE	FALSE
Sf3b4	chr3	FALSE	FALSE
Sf3b6	chr12	FALSE	TRUE
Sfmbt1	chr14	FALSE	FALSE
Sfpq	chr4	TRUE	FALSE
Sfr1	chr19	FALSE	FALSE
Sfrp5	chr19	TRUE	TRUE
Sfswap	chr5	FALSE	FALSE
Sft2d3	chr18	FALSE	FALSE
Sftpb	chr6	FALSE	TRUE
Sftpc	chr14	FALSE	TRUE
Sfxn4	chr19	FALSE	FALSE
Sfxn5	chr6	FALSE	FALSE
Sgca	chr11	FALSE	TRUE
Sgcd	chr11	FALSE	FALSE
Sgce	chr6	FALSE	FALSE
Sgf29	chr7	FALSE	FALSE
Sgip1	chr4	TRUE	FALSE
Sgk1	chr10	TRUE	FALSE
Sgk3	chr1	FALSE	FALSE
Sgms1	chr19	FALSE	FALSE
Sgms2	chr3	FALSE	FALSE
Sgo1	chr17	FALSE	TRUE
Sgpp1	chr12	FALSE	TRUE
Sgpp2	chr1	FALSE	FALSE
Sgsm1	chr5	FALSE	FALSE
Sgsm3	chr15	FALSE	FALSE
Sh2b1	chr7	FALSE	FALSE
Sh2b3	chr5	FALSE	FALSE
Sh2d1a	chrX	FALSE	TRUE
Sh2d3c	chr2	FALSE	FALSE
Sh2d5	chr4	FALSE	FALSE
Sh3bgr	chr16	FALSE	TRUE
Sh3bgrl3	chr4	FALSE	FALSE
Sh3bp5	chr14	FALSE	FALSE
Sh3d19	chr3	FALSE	FALSE
Sh3d21	chr4	FALSE	FALSE
Sh3gl1	chr17	TRUE	TRUE
Sh3gl2	chr4	TRUE	TRUE
Sh3glb1	chr3	TRUE	FALSE
Sh3glb2	chr2	TRUE	TRUE
Sh3rf1	chr8	TRUE	FALSE
Sh3tc1	chr5	FALSE	TRUE
Shank1	chr7	TRUE	FALSE
Shank2	chr7	TRUE	FALSE
Shank3	chr15	TRUE	FALSE
Sharpin	chr15	FALSE	FALSE
Shb	chr4	FALSE	FALSE
Shc2	chr10	FALSE	FALSE
Shc3	chr13	TRUE	FALSE
Shc4	chr2	FALSE	FALSE
Shcbp1l	chr1	FALSE	TRUE
Shd	chr17	FALSE	TRUE
Shf	chr2	FALSE	TRUE
Shh	chr5	TRUE	TRUE
Shisa2	chr14	FALSE	TRUE
Shisa4	chr1	FALSE	FALSE
Shisa8	chr15	TRUE	TRUE
Shisa9	chr16	TRUE	FALSE
Shisal1	chr15	FALSE	FALSE
Shld1	chr2	FALSE	TRUE
Shprh	chr10	FALSE	TRUE
Shroom3	chr5	TRUE	TRUE
Shtn1	chr19	TRUE	FALSE
Siae	chr9	FALSE	TRUE
Siah1b	chrX	TRUE	FALSE
Siah2	chr3	FALSE	TRUE
Sidt1	chr16	FALSE	TRUE
Sidt2	chr9	FALSE	TRUE
Siglech	chr7	FALSE	FALSE
Sigmar1	chr4	TRUE	TRUE
Sik1	chr17	FALSE	FALSE
Sik2	chr9	FALSE	FALSE
Sik3	chr9	FALSE	FALSE
Sike1	chr3	FALSE	TRUE
Sil1	chr18	FALSE	TRUE
Sin3a	chr9	TRUE	FALSE
Sin3b	chr8	FALSE	FALSE
Sipa1l1	chr12	TRUE	FALSE
Sipa1l2	chr8	TRUE	TRUE
Sipa1l3	chr7	FALSE	TRUE
Sirpa	chr2	FALSE	FALSE
Sirt3	chr7	FALSE	FALSE
Sirt4	chr5	FALSE	TRUE
Sirt5	chr13	FALSE	TRUE
Siva1	chr12	FALSE	TRUE
Ska2	chr11	FALSE	FALSE
Skap1	chr11	FALSE	TRUE
Skap2	chr6	FALSE	TRUE
Ski	chr4	TRUE	FALSE
Skil	chr3	TRUE	FALSE
Skor1	chr9	FALSE	FALSE
Sla2	chr2	FALSE	TRUE
Slain1	chr14	FALSE	TRUE
Slain2	chr5	FALSE	TRUE
Slbp	chr5	FALSE	FALSE
Slc10a2	chr8	FALSE	TRUE
Slc10a7	chr8	FALSE	FALSE
Slc11a1	chr1	TRUE	TRUE
Slc12a2	chr18	TRUE	TRUE
Slc12a5	chr2	TRUE	FALSE
Slc12a6	chr2	TRUE	TRUE
Slc12a7	chr13	TRUE	FALSE
Slc12a8	chr16	FALSE	FALSE
Slc12a9	chr5	FALSE	TRUE
Slc13a1	chr6	FALSE	TRUE
Slc14a2	chr18	FALSE	FALSE
Slc15a4	chr5	FALSE	FALSE
Slc16a1	chr3	FALSE	TRUE
Slc16a10	chr10	FALSE	TRUE
Slc16a11	chr11	FALSE	TRUE
Slc16a13	chr11	FALSE	TRUE
Slc16a14	chr1	FALSE	TRUE
Slc16a3	chr11	FALSE	FALSE
Slc16a6	chr11	FALSE	TRUE
Slc16a7	chr10	FALSE	FALSE
Slc17a7	chr7	TRUE	FALSE
Slc18a1	chr8	TRUE	FALSE
Slc18b1	chr10	FALSE	TRUE
Slc19a1	chr10	FALSE	TRUE
Slc19a2	chr1	FALSE	TRUE
Slc1a1	chr19	TRUE	FALSE
Slc1a2	chr2	TRUE	TRUE
Slc1a3	chr15	TRUE	TRUE
Slc1a4	chr11	TRUE	FALSE
Slc1a6	chr10	FALSE	FALSE
Slc20a1	chr2	FALSE	FALSE
Slc20a2	chr8	FALSE	TRUE
Slc22a1	chr17	FALSE	TRUE
Slc22a12	chr19	FALSE	TRUE
Slc22a15	chr3	FALSE	TRUE
Slc22a17	chr14	FALSE	FALSE
Slc22a22	chr15	FALSE	TRUE
Slc22a23	chr13	FALSE	FALSE
Slc22a4	chr11	FALSE	TRUE
Slc22a7	chr17	FALSE	FALSE
Slc23a2	chr2	TRUE	FALSE
Slc23a3	chr1	FALSE	TRUE
Slc23a4	chr6	FALSE	FALSE
Slc24a2	chr4	TRUE	FALSE
Slc24a3	chr2	FALSE	FALSE
Slc24a5	chr2	FALSE	FALSE
Slc25a11	chr11	FALSE	FALSE
Slc25a12	chr2	TRUE	FALSE
Slc25a13	chr6	FALSE	TRUE
Slc25a17	chr15	FALSE	TRUE
Slc25a22	chr7	FALSE	FALSE
Slc25a23	chr17	FALSE	TRUE
Slc25a26	chr6	FALSE	TRUE
Slc25a27	chr17	TRUE	TRUE
Slc25a29	chr12	FALSE	FALSE
Slc25a3	chr10	FALSE	FALSE
Slc25a30	chr14	FALSE	FALSE
Slc25a32	chr15	FALSE	FALSE
Slc25a33	chr4	FALSE	TRUE
Slc25a35	chr11	FALSE	TRUE
Slc25a36	chr9	FALSE	FALSE
Slc25a39	chr11	FALSE	FALSE
Slc25a4	chr8	FALSE	TRUE
Slc25a42	chr8	FALSE	TRUE
Slc25a44	chr3	FALSE	TRUE
Slc25a46	chr18	TRUE	FALSE
Slc25a48	chr13	FALSE	FALSE
Slc25a5	chrX	FALSE	FALSE
Slc25a51	chr4	FALSE	FALSE
Slc26a1	chr5	FALSE	FALSE
Slc26a2	chr18	FALSE	TRUE
Slc26a6	chr9	FALSE	TRUE
Slc27a1	chr8	FALSE	TRUE
Slc27a4	chr2	FALSE	FALSE
Slc29a1	chr17	TRUE	TRUE
Slc29a2	chr19	FALSE	FALSE
Slc29a3	chr10	FALSE	FALSE
Slc29a4	chr5	FALSE	TRUE
Slc2a1	chr4	TRUE	FALSE
Slc2a13	chr15	FALSE	FALSE
Slc2a3	chr6	FALSE	TRUE
Slc2a6	chr2	FALSE	FALSE
Slc2a8	chr2	FALSE	FALSE
Slc2a9	chr5	FALSE	TRUE
Slc30a1	chr1	TRUE	FALSE
Slc30a4	chr2	FALSE	TRUE
Slc30a5	chr13	FALSE	TRUE
Slc30a6	chr17	FALSE	FALSE
Slc30a8	chr15	FALSE	TRUE
Slc30a9	chr5	FALSE	FALSE
Slc31a1	chr4	FALSE	FALSE
Slc31a2	chr4	FALSE	FALSE
Slc33a1	chr3	FALSE	FALSE
Slc35a1	chr4	FALSE	FALSE
Slc35a2	chrX	FALSE	FALSE
Slc35a3	chr3	FALSE	TRUE
Slc35b1	chr11	FALSE	FALSE
Slc35b2	chr17	FALSE	FALSE
Slc35b3	chr13	FALSE	TRUE
Slc35c1	chr2	FALSE	TRUE
Slc35c2	chr2	FALSE	TRUE
Slc35d1	chr4	FALSE	TRUE
Slc35e1	chr8	FALSE	TRUE
Slc35e2	chr4	FALSE	FALSE
Slc35e3	chr10	FALSE	FALSE
Slc35e4	chr11	FALSE	TRUE
Slc35f3	chr8	FALSE	FALSE
Slc35f4	chr14	FALSE	TRUE
Slc35f5	chr1	FALSE	TRUE
Slc35g2	chr9	FALSE	TRUE
Slc36a1	chr11	FALSE	FALSE
Slc36a4	chr9	FALSE	FALSE
Slc37a1	chr17	FALSE	TRUE
Slc37a3	chr6	FALSE	TRUE
Slc38a1	chr15	TRUE	FALSE
Slc38a10	chr11	FALSE	TRUE
Slc38a2	chr15	TRUE	FALSE
Slc38a6	chr12	FALSE	FALSE
Slc38a9	chr13	FALSE	FALSE
Slc39a1	chr3	FALSE	TRUE
Slc39a10	chr1	FALSE	TRUE
Slc39a13	chr2	FALSE	FALSE
Slc39a14	chr14	FALSE	FALSE
Slc39a2	chr14	FALSE	TRUE
Slc39a5	chr10	FALSE	FALSE
Slc39a7	chr17	FALSE	FALSE
Slc3a2	chr19	FALSE	FALSE
Slc40a1	chr1	FALSE	FALSE
Slc41a1	chr1	FALSE	TRUE
Slc41a2	chr10	FALSE	FALSE
Slc43a2	chr11	FALSE	TRUE
Slc44a1	chr4	FALSE	TRUE
Slc44a2	chr9	FALSE	TRUE
Slc44a5	chr3	FALSE	FALSE
Slc45a1	chr4	FALSE	TRUE
Slc45a4	chr15	FALSE	TRUE
Slc46a3	chr5	FALSE	FALSE
Slc48a1	chr15	FALSE	TRUE
Slc49a4	chr16	FALSE	FALSE
Slc4a1	chr11	FALSE	TRUE
Slc4a10	chr2	TRUE	TRUE
Slc4a2	chr5	FALSE	FALSE
Slc4a3	chr1	FALSE	FALSE
Slc4a4	chr5	FALSE	FALSE
Slc4a8	chr15	TRUE	FALSE
Slc50a1	chr3	FALSE	TRUE
Slc5a2	chr7	FALSE	TRUE
Slc5a6	chr5	FALSE	FALSE
Slc66a2	chr18	FALSE	FALSE
Slc6a1	chr6	TRUE	FALSE
Slc6a15	chr10	FALSE	TRUE
Slc6a17	chr3	TRUE	TRUE
Slc6a6	chr6	TRUE	FALSE
Slc6a7	chr18	FALSE	FALSE
Slc6a8	chrX	FALSE	FALSE
Slc6a9	chr4	TRUE	FALSE
Slc7a1	chr5	FALSE	TRUE
Slc7a11	chr3	TRUE	TRUE
Slc7a14	chr3	FALSE	FALSE
Slc7a4	chr16	FALSE	TRUE
Slc7a5	chr8	TRUE	TRUE
Slc7a6	chr8	FALSE	FALSE
Slc7a6os	chr8	FALSE	FALSE
Slc7a8	chr14	FALSE	TRUE
Slc8a1	chr17	FALSE	FALSE
Slc8a2	chr7	TRUE	FALSE
Slc8a3	chr12	TRUE	FALSE
Slc8b1	chr5	FALSE	FALSE
Slc9a1	chr4	FALSE	TRUE
Slc9a5	chr8	FALSE	TRUE
Slc9a6	chrX	TRUE	TRUE
Slc9a7	chrX	FALSE	FALSE
Slc9a8	chr2	FALSE	TRUE
Slc9a9	chr9	FALSE	TRUE
Slco2b1	chr7	FALSE	TRUE
Slco3a1	chr7	FALSE	TRUE
Slco4a1	chr2	FALSE	FALSE
Slco4c1	chr1	FALSE	FALSE
Slf1	chr13	FALSE	FALSE
Slf2	chr19	FALSE	FALSE
Slfn14	chr11	FALSE	TRUE
Slit3	chr11	TRUE	FALSE
Slitrk1	chr14	TRUE	FALSE
Slitrk2	chrX	TRUE	TRUE
Slitrk3	chr3	TRUE	FALSE
Slitrk4	chrX	TRUE	FALSE
Slitrk5	chr14	TRUE	FALSE
Slmap	chr14	FALSE	FALSE
Sltm	chr9	FALSE	FALSE
Slx1b	chr7	FALSE	FALSE
Slx4	chr16	FALSE	FALSE
Smad1	chr8	TRUE	FALSE
Smad2	chr18	FALSE	FALSE
Smad3	chr9	FALSE	FALSE
Smad4	chr18	TRUE	FALSE
Smad5	chr13	FALSE	TRUE
Smad7	chr18	FALSE	FALSE
Smad9	chr3	TRUE	TRUE
Smap1	chr1	FALSE	TRUE
Smap2	chr4	FALSE	FALSE
Smarca2	chr19	TRUE	FALSE
Smarca4	chr9	TRUE	FALSE
Smarca5	chr8	FALSE	FALSE
Smarcad1	chr6	FALSE	FALSE
Smarcal1	chr1	FALSE	FALSE
Smarcb1	chr10	TRUE	FALSE
Smarcc1	chr9	TRUE	TRUE
Smarcc2	chr10	TRUE	FALSE
Smarcd1	chr15	TRUE	FALSE
Smarcd3	chr5	TRUE	FALSE
Smarce1	chr11	TRUE	FALSE
Smc3	chr19	FALSE	FALSE
Smc6	chr12	FALSE	FALSE
Smchd1	chr17	FALSE	FALSE
Smg1	chr7	FALSE	FALSE
Smg5	chr3	FALSE	FALSE
Smg6	chr11	FALSE	TRUE
Smg7	chr1	FALSE	TRUE
Smg9	chr7	TRUE	FALSE
Smim10l1	chr6	FALSE	FALSE
Smim11	chr16	FALSE	FALSE
Smim12	chr4	FALSE	TRUE
Smim13	chr13	FALSE	FALSE
Smim14	chr5	FALSE	TRUE
Smim15	chr13	FALSE	TRUE
Smim17	chr7	FALSE	TRUE
Smim18	chr8	FALSE	TRUE
Smim20	chr5	FALSE	TRUE
Smim23	chr11	FALSE	FALSE
Smim24	chr10	FALSE	FALSE
Smim27	chr4	FALSE	FALSE
Smim38	chr7	FALSE	FALSE
Smim8	chr4	FALSE	FALSE
Smndc1	chr19	FALSE	FALSE
Smox	chr2	FALSE	TRUE
Smpd1	chr7	FALSE	FALSE
Smpd3	chr8	FALSE	FALSE
Smpx	chrX	FALSE	TRUE
Sms	chrX	FALSE	TRUE
Smurf1	chr5	TRUE	FALSE
Smurf2	chr11	FALSE	FALSE
Smyd2	chr1	FALSE	TRUE
Smyd3	chr1	FALSE	TRUE
Smyd4	chr11	FALSE	FALSE
Snap25	chr2	TRUE	TRUE
Snap91	chr9	TRUE	FALSE
Snapc1	chr12	FALSE	TRUE
Snapc3	chr4	FALSE	TRUE
Snapc4	chr2	FALSE	FALSE
Snapc5	chr9	FALSE	FALSE
Snapin	chr3	TRUE	FALSE
Snca	chr6	TRUE	TRUE
Sncaip	chr18	TRUE	FALSE
Sncb	chr13	TRUE	FALSE
Snd1	chr6	FALSE	TRUE
Sned1	chr1	FALSE	FALSE
Snhg11	chr2	FALSE	FALSE
Snn	chr16	FALSE	TRUE
Snph	chr2	TRUE	TRUE
Snrk	chr9	FALSE	FALSE
Snrnp27	chr6	FALSE	TRUE
Snrnp35	chr5	FALSE	FALSE
Snrnp40	chr4	FALSE	TRUE
Snrnp48	chr13	FALSE	FALSE
Snrpa	chr7	FALSE	FALSE
Snrpb	chr2	FALSE	FALSE
Snrpb2	chr2	FALSE	FALSE
Snrpd3	chr10	FALSE	FALSE
Snta1	chr2	TRUE	TRUE
Sntb2	chr8	FALSE	FALSE
Snw1	chr12	TRUE	FALSE
Snx1	chr9	TRUE	TRUE
Snx10	chr6	FALSE	TRUE
Snx12	chrX	FALSE	FALSE
Snx13	chr12	FALSE	FALSE
Snx14	chr9	TRUE	FALSE
Snx15	chr19	FALSE	TRUE
Snx16	chr3	FALSE	FALSE
Snx18	chr13	FALSE	TRUE
Snx19	chr9	FALSE	TRUE
Snx20	chr8	FALSE	TRUE
Snx21	chr2	FALSE	FALSE
Snx24	chr18	FALSE	FALSE
Snx25	chr8	FALSE	TRUE
Snx27	chr3	TRUE	FALSE
Snx29	chr16	FALSE	FALSE
Snx3	chr10	TRUE	FALSE
Snx30	chr4	FALSE	TRUE
Snx32	chr19	FALSE	FALSE
Snx5	chr2	FALSE	TRUE
Snx9	chr17	TRUE	TRUE
Sobp	chr10	TRUE	FALSE
Socs1	chr16	FALSE	TRUE
Socs3	chr11	FALSE	FALSE
Socs5	chr17	FALSE	FALSE
Socs6	chr18	FALSE	TRUE
Socs7	chr11	TRUE	FALSE
Sod1	chr16	TRUE	FALSE
Sorbs1	chr19	TRUE	TRUE
Sorbs2	chr8	TRUE	FALSE
Sorbs3	chr14	FALSE	FALSE
Sorcs1	chr19	FALSE	FALSE
Sord	chr2	FALSE	FALSE
Sorl1	chr9	TRUE	FALSE
Sort1	chr3	TRUE	TRUE
Sos1	chr17	TRUE	TRUE
Sos2	chr12	FALSE	TRUE
Sowaha	chr11	FALSE	FALSE
Sowahb	chr5	FALSE	FALSE
Sox12	chr2	TRUE	TRUE
Sox18	chr2	FALSE	FALSE
Sox4	chr13	TRUE	FALSE
Sox5	chr6	TRUE	TRUE
Sp1	chr15	FALSE	FALSE
Sp2	chr11	FALSE	TRUE
Sp3	chr2	FALSE	FALSE
Sp4	chr12	FALSE	TRUE
Spa17	chr9	FALSE	TRUE
Spaca3	chr11	FALSE	TRUE
Spaca6	chr17	FALSE	FALSE
Spag1	chr15	TRUE	FALSE
Spag4	chr2	FALSE	FALSE
Spag6	chr2	TRUE	FALSE
Spag7	chr11	FALSE	FALSE
Spag9	chr11	TRUE	FALSE
Spast	chr17	TRUE	TRUE
Spata13	chr14	FALSE	TRUE
Spata2	chr2	FALSE	TRUE
Spata20	chr11	FALSE	TRUE
Spata21	chr4	FALSE	FALSE
Spata32	chr11	FALSE	TRUE
Spata7	chr12	TRUE	TRUE
Spats1	chr17	FALSE	TRUE
Spc24	chr9	FALSE	TRUE
Spcs1	chr14	FALSE	FALSE
Spdef	chr17	FALSE	FALSE
Spdya	chr17	FALSE	FALSE
Specc1	chr11	TRUE	FALSE
Specc1l	chr10	TRUE	TRUE
Speer3	chr5	FALSE	FALSE
Speer4b	chr5	FALSE	FALSE
Spef1	chr2	TRUE	TRUE
Speg	chr1	FALSE	FALSE
Spem1	chr11	FALSE	TRUE
Spen	chr4	TRUE	TRUE
Spg11	chr2	TRUE	FALSE
Spg21	chr9	TRUE	TRUE
Sphkap	chr1	FALSE	FALSE
Spice1	chr16	FALSE	TRUE
Spin1	chr13	FALSE	FALSE
Spin2c	chrX	FALSE	FALSE
Spin4	chrX	FALSE	TRUE
Spindoc	chr19	FALSE	TRUE
Spire1	chr18	TRUE	FALSE
Spns1	chr7	FALSE	FALSE
Spock1	chr13	TRUE	TRUE
Spock2	chr10	FALSE	FALSE
Spon1	chr7	FALSE	TRUE
Spon2	chr5	FALSE	TRUE
Spop	chr11	FALSE	TRUE
Sppl2a	chr2	FALSE	TRUE
Sppl2b	chr10	FALSE	TRUE
Sppl2c	chr11	FALSE	TRUE
Sppl3	chr5	FALSE	FALSE
Spr	chr6	TRUE	TRUE
Spred1	chr2	FALSE	TRUE
Spred2	chr11	FALSE	TRUE
Spred3	chr7	FALSE	TRUE
Sprn	chr7	FALSE	FALSE
Sprtn	chr8	FALSE	TRUE
Spry1	chr3	FALSE	FALSE
Spry2	chr14	TRUE	TRUE
Spry4	chr18	FALSE	TRUE
Spryd3	chr15	FALSE	FALSE
Spryd7	chr14	FALSE	TRUE
Spsb1	chr4	FALSE	FALSE
Spsb2	chr6	FALSE	TRUE
Spsb3	chr17	FALSE	TRUE
Sptan1	chr2	FALSE	TRUE
Sptb	chr12	TRUE	TRUE
Sptbn1	chr11	TRUE	FALSE
Sptbn2	chr19	TRUE	FALSE
Sptbn4	chr7	TRUE	TRUE
Sptlc2	chr12	FALSE	FALSE
Sptlc3	chr2	FALSE	TRUE
Sptssa	chr12	FALSE	TRUE
Sptssb	chr3	FALSE	TRUE
Spty2d1	chr7	FALSE	TRUE
Sqle	chr15	FALSE	TRUE
Sra1	chr18	FALSE	FALSE
Src	chr2	TRUE	FALSE
Srcap	chr7	FALSE	FALSE
Srcin1	chr11	TRUE	TRUE
Srd5a1	chr13	FALSE	TRUE
Srebf1	chr11	FALSE	TRUE
Srebf2	chr15	TRUE	TRUE
Srek1	chr13	FALSE	FALSE
Srek1ip1	chr13	FALSE	TRUE
Srf	chr17	TRUE	TRUE
Srfbp1	chr18	FALSE	FALSE
Srgap2	chr1	TRUE	FALSE
Srgap3	chr6	TRUE	TRUE
Sri	chr5	FALSE	FALSE
Srp14	chr2	FALSE	FALSE
Srp19	chr18	FALSE	FALSE
Srp72	chr5	FALSE	FALSE
Srp9	chr1	FALSE	FALSE
Srpk1	chr17	FALSE	FALSE
Srpk2	chr5	TRUE	FALSE
Srpk3	chrX	FALSE	FALSE
Srprb	chr9	FALSE	FALSE
Srr	chr11	FALSE	FALSE
Srrm2	chr17	FALSE	TRUE
Srrm3	chr5	FALSE	TRUE
Srrm4	chr5	TRUE	FALSE
Srrt	chr5	TRUE	FALSE
Srsf1	chr11	FALSE	FALSE
Srsf10	chr4	FALSE	FALSE
Srsf11	chr3	FALSE	FALSE
Srsf12	chr4	FALSE	TRUE
Srsf3	chr17	FALSE	FALSE
Srsf4	chr4	FALSE	FALSE
Srsf6	chr2	FALSE	TRUE
Srsf7	chr17	FALSE	FALSE
Srsf9	chr5	FALSE	TRUE
Srxn1	chr2	FALSE	TRUE
Ss18	chr18	TRUE	TRUE
Ss18l2	chr9	FALSE	FALSE
Ssb	chr2	FALSE	FALSE
Ssbp1	chr6	FALSE	TRUE
Ssbp2	chr13	FALSE	TRUE
Ssbp3	chr4	TRUE	TRUE
Ssbp4	chr8	FALSE	TRUE
Ssc4d	chr5	FALSE	TRUE
Ssc5d	chr7	FALSE	FALSE
Ssh1	chr5	TRUE	FALSE
Ssh2	chr11	FALSE	FALSE
Ssh3	chr19	FALSE	TRUE
Ssna1	chr2	TRUE	TRUE
Sspn	chr6	FALSE	TRUE
Sspo	chr6	FALSE	FALSE
Ssr1	chr13	FALSE	FALSE
Ssr3	chr3	FALSE	FALSE
Ssr4	chrX	FALSE	FALSE
Ssrp1	chr2	FALSE	FALSE
Sstr3	chr15	TRUE	FALSE
Ssu72	chr4	FALSE	FALSE
Ssx2ip	chr3	FALSE	TRUE
St18	chr1	FALSE	TRUE
St3gal2	chr8	FALSE	TRUE
St3gal3	chr4	FALSE	TRUE
St3gal5	chr6	FALSE	FALSE
St3gal6	chr16	FALSE	FALSE
St6galnac3	chr3	FALSE	FALSE
St6galnac4	chr2	FALSE	FALSE
St6galnac6	chr2	FALSE	FALSE
St7	chr6	FALSE	FALSE
St7l	chr3	FALSE	FALSE
St8sia1	chr6	FALSE	FALSE
St8sia2	chr7	TRUE	FALSE
St8sia3	chr18	FALSE	TRUE
St8sia5	chr18	FALSE	FALSE
Stac2	chr11	TRUE	TRUE
Stac3	chr10	TRUE	TRUE
Stag1	chr9	FALSE	FALSE
Stam	chr2	FALSE	TRUE
Stambp	chr6	TRUE	TRUE
Stambpl1	chr19	FALSE	FALSE
Stap2	chr17	FALSE	TRUE
Stard10	chr7	FALSE	TRUE
Stard3	chr11	FALSE	FALSE
Stard3nl	chr13	FALSE	TRUE
Stard4	chr18	FALSE	FALSE
Stard5	chr7	FALSE	FALSE
Stard6	chr18	FALSE	FALSE
Stard7	chr2	TRUE	FALSE
Stard9	chr2	FALSE	FALSE
Stat1	chr1	FALSE	TRUE
Stat2	chr10	FALSE	TRUE
Stat3	chr11	TRUE	FALSE
Stat4	chr1	FALSE	TRUE
Stat5b	chr11	FALSE	FALSE
Stau1	chr2	TRUE	FALSE
Stau2	chr1	TRUE	FALSE
Steap2	chr5	FALSE	FALSE
Stim1	chr7	TRUE	TRUE
Stim2	chr5	FALSE	FALSE
Stimate	chr14	FALSE	FALSE
Sting1	chr18	FALSE	TRUE
Stip1	chr19	FALSE	FALSE
Stk10	chr11	FALSE	FALSE
Stk11	chr10	TRUE	FALSE
Stk11ip	chr1	FALSE	TRUE
Stk24	chr14	TRUE	FALSE
Stk25	chr1	TRUE	FALSE
Stk3	chr15	TRUE	TRUE
Stk35	chr2	FALSE	FALSE
Stk38l	chr6	TRUE	FALSE
Stk39	chr2	FALSE	TRUE
Stk40	chr4	FALSE	TRUE
Stmn1	chr4	TRUE	TRUE
Stmn2	chr3	TRUE	TRUE
Stmn3	chr2	TRUE	FALSE
Stmn4	chr14	TRUE	FALSE
Stom	chr2	FALSE	TRUE
Stoml2	chr4	FALSE	TRUE
Stox1	chr10	FALSE	FALSE
Stox2	chr8	FALSE	FALSE
Stpg2	chr3	FALSE	FALSE
Strada	chr11	FALSE	FALSE
Stradb	chr1	FALSE	FALSE
Strap	chr6	TRUE	FALSE
Strbp	chr2	FALSE	FALSE
Strip1	chr3	FALSE	FALSE
Strip2	chr6	FALSE	FALSE
Strn	chr17	TRUE	TRUE
Strn4	chr7	TRUE	FALSE
Stt3b	chr9	FALSE	FALSE
Stub1	chr17	FALSE	FALSE
Stum	chr1	FALSE	TRUE
Stx12	chr4	TRUE	FALSE
Stx16	chr2	FALSE	TRUE
Stx18	chr5	FALSE	TRUE
Stx1b	chr7	TRUE	TRUE
Stx3	chr19	TRUE	FALSE
Stx4a	chr7	TRUE	FALSE
