gene_name	chr	is_neuronal_and_mecp2_up	k119ub_remodeled
Sf3b6	chr12	FALSE	TRUE
Ing2	chr8	FALSE	TRUE
Galr1	chr18	FALSE	FALSE
Lgr5	chr10	FALSE	TRUE
Nbl1	chr4	FALSE	FALSE
Tmem120a	chr5	FALSE	FALSE
Sdcbp	chr4	TRUE	TRUE
Zfp277	chr12	FALSE	TRUE
Rps23	chr13	FALSE	FALSE
Plppr3	chr10	FALSE	FALSE
Olig1	chr16	FALSE	FALSE
Calm2	chr17	FALSE	TRUE
Gca	chr2	FALSE	TRUE
Enc1	chr13	FALSE	FALSE
E030018B13Rik	chr7	FALSE	TRUE
Gdf6	chr4	FALSE	TRUE
Cma1	chr14	FALSE	TRUE
Gabrg2	chr11	TRUE	TRUE
Ush2a	chr1	FALSE	FALSE
Ttc8	chr12	TRUE	TRUE
Ppm1j	chr3	FALSE	FALSE
Tspyl4	chr10	FALSE	TRUE
Pcdh18	chr3	TRUE	FALSE
Gpr21	chr2	FALSE	FALSE
Gpr87	chr3	FALSE	TRUE
Fgr	chr4	FALSE	FALSE
Amfr	chr8	FALSE	TRUE
Rhob	chr12	FALSE	TRUE
Odf2l	chr3	FALSE	TRUE
Erich2	chr2	FALSE	FALSE
Tox3	chr8	FALSE	FALSE
Enpp4	chr17	FALSE	TRUE
Sec14l2	chr11	FALSE	FALSE
Tnc	chr4	FALSE	FALSE
Gpr25	chr1	FALSE	FALSE
Tprn	chr2	FALSE	FALSE
Klhl23	chr2	FALSE	TRUE
Nr2c1	chr10	FALSE	TRUE
Ier2	chr8	FALSE	TRUE
Cxcr3	chrX	FALSE	FALSE
E030025P04Rik	chr11	FALSE	FALSE
Klhl40	chr9	FALSE	FALSE
Tead3	chr17	FALSE	TRUE
Cavin3	chr7	FALSE	FALSE
Slc7a8	chr14	FALSE	TRUE
Akain1	chr17	FALSE	FALSE
Gpr142	chr11	FALSE	FALSE
Coa6	chr8	FALSE	FALSE
Lhcgr	chr17	FALSE	FALSE
Cetn4	chr3	FALSE	TRUE
Agrn	chr4	FALSE	FALSE
Cdh8	chr8	FALSE	TRUE
Aldob	chr4	FALSE	TRUE
Ky	chr9	FALSE	FALSE
Pkd2l1	chr19	FALSE	FALSE
Tsen15	chr1	FALSE	TRUE
Ccdc85c	chr12	FALSE	FALSE
Crtc2	chr3	FALSE	TRUE
Nptx2	chr5	FALSE	FALSE
Bglap	chr3	FALSE	FALSE
Casp12	chr9	TRUE	TRUE
Tlx1	chr19	FALSE	TRUE
Notum	chr11	FALSE	TRUE
Cfd	chr10	FALSE	FALSE
Ing1	chr8	FALSE	TRUE
Mfsd3	chr15	FALSE	TRUE
Sprtn	chr8	FALSE	FALSE
Fos	chr12	FALSE	TRUE
Tex35	chr1	FALSE	TRUE
Icam4	chr9	FALSE	FALSE
Wnt5a	chr14	FALSE	FALSE
Unc5d	chr8	FALSE	FALSE
Vstm5	chr9	FALSE	FALSE
Scnn1b	chr7	FALSE	FALSE
Krt73	chr15	FALSE	FALSE
H4c3	chr13	FALSE	TRUE
Tspyl3	chr2	FALSE	FALSE
Sfrp2	chr3	FALSE	FALSE
Id3	chr4	FALSE	TRUE
Psmd7	chr8	FALSE	FALSE
Rab26	chr17	FALSE	FALSE
4930579F01Rik	chr3	FALSE	FALSE
Rfk	chr19	FALSE	TRUE
Mmp24	chr2	FALSE	FALSE
Pcna	chr2	FALSE	TRUE
Stard10	chr7	FALSE	FALSE
Rtl5	chrX	FALSE	FALSE
Zbtb5	chr4	FALSE	FALSE
Srp14	chr2	FALSE	FALSE
Tmc3	chr7	FALSE	FALSE
Ntpcr	chr8	FALSE	FALSE
Trim8	chr19	FALSE	FALSE
Klhl33	chr14	FALSE	TRUE
Slc10a6	chr5	FALSE	TRUE
Zfp444	chr7	FALSE	TRUE
Tyw3	chr3	FALSE	TRUE
Ripply3	chr16	FALSE	FALSE
Shisal2a	chr4	FALSE	TRUE
Nkx1-2	chr7	FALSE	TRUE
Il10	chr1	FALSE	FALSE
Hhex	chr19	FALSE	TRUE
Mtss2	chr8	FALSE	TRUE
Bsnd	chr4	FALSE	TRUE
Dut	chr2	FALSE	TRUE
Cbln4	chr2	FALSE	TRUE
Cdh15	chr8	FALSE	FALSE
Insl6	chr19	FALSE	FALSE
Gjb6	chr14	FALSE	TRUE
Bin2	chr15	FALSE	FALSE
Cd1d1	chr3	FALSE	FALSE
Hsph1	chr5	FALSE	TRUE
Slc35d2	chr13	FALSE	FALSE
Pm20d2	chr4	FALSE	TRUE
Msgn1	chr12	FALSE	FALSE
Bpifb3	chr2	FALSE	FALSE
Synpo2l	chr14	FALSE	TRUE
Ttf2	chr3	FALSE	TRUE
Emilin3	chr2	FALSE	TRUE
Tbc1d8b	chrX	FALSE	TRUE
Mlh1	chr9	FALSE	FALSE
Mef2c	chr13	FALSE	TRUE
Asap2	chr12	FALSE	TRUE
Tchhl1	chr3	FALSE	FALSE
Camk2d	chr3	FALSE	TRUE
Mms19	chr19	FALSE	FALSE
Zfp366	chr13	FALSE	FALSE
Tmem164	chrX	FALSE	FALSE
Cenpl	chr1	FALSE	TRUE
Fhl2	chr1	FALSE	TRUE
Hrh2	chr13	FALSE	FALSE
Ccne1	chr7	FALSE	TRUE
Shd	chr17	FALSE	FALSE
Dlx2	chr2	FALSE	FALSE
Mtr	chr13	FALSE	TRUE
Galnt12	chr4	FALSE	FALSE
Psap	chr10	FALSE	FALSE
Anxa7	chr14	FALSE	TRUE
Ccnl1	chr3	FALSE	FALSE
Neurod2	chr11	TRUE	FALSE
Rad23b	chr4	FALSE	FALSE
Rcan2	chr17	FALSE	FALSE
Mgat1	chr11	FALSE	TRUE
Plrg1	chr3	FALSE	TRUE
Cgref1	chr5	FALSE	TRUE
Ptx3	chr3	FALSE	FALSE
Babam2	chr5	FALSE	TRUE
Cfap69	chr5	FALSE	TRUE
Frmpd4	chrX	FALSE	TRUE
Slc35e3	chr10	FALSE	TRUE
Lsm3	chr6	FALSE	TRUE
Creg1	chr1	FALSE	FALSE
Gli1	chr10	FALSE	TRUE
Thap1	chr8	FALSE	FALSE
Degs1	chr1	FALSE	TRUE
Zfp518b	chr5	FALSE	TRUE
Uts2r	chr11	FALSE	FALSE
Ppp1r3b	chr8	FALSE	FALSE
Wee2	chr6	FALSE	TRUE
2310022B05Rik	chr8	FALSE	FALSE
Rbck1	chr2	FALSE	TRUE
Chst2	chr9	FALSE	FALSE
Ercc1	chr7	FALSE	TRUE
Ino80c	chr18	FALSE	TRUE
Krt82	chr15	FALSE	FALSE
Rasal3	chr17	FALSE	TRUE
Nudt7	chr8	FALSE	TRUE
Ppp1r3d	chr2	FALSE	FALSE
Rpusd1	chr17	FALSE	FALSE
Ccdc136	chr6	FALSE	TRUE
Scp2d1	chr2	FALSE	TRUE
Dmac1	chr4	FALSE	TRUE
Gm13288	chr4	FALSE	TRUE
Cpa5	chr6	FALSE	FALSE
Carmil2	chr8	FALSE	TRUE
Vip	chr10	FALSE	TRUE
9930012K11Rik	chr14	FALSE	TRUE
Cnn2	chr10	FALSE	FALSE
Psat1	chr19	FALSE	FALSE
R3hcc1l	chr19	FALSE	TRUE
Mmp23	chr4	FALSE	TRUE
Igip	chr18	FALSE	TRUE
Aebp1	chr11	FALSE	TRUE
Tymp	chr15	FALSE	TRUE
Fam89b	chr19	FALSE	FALSE
Rap2b	chr3	FALSE	TRUE
Inpp5f	chr7	FALSE	FALSE
Gpnmb	chr6	FALSE	FALSE
Nlgn3	chrX	FALSE	FALSE
Rps29	chr12	FALSE	TRUE
Utp25	chr1	FALSE	FALSE
Nyap2	chr1	FALSE	TRUE
Kcna4	chr2	FALSE	TRUE
Foxi1	chr11	FALSE	FALSE
Kat14	chr2	FALSE	TRUE
Tdrp	chr8	FALSE	FALSE
Polr2h	chr16	FALSE	TRUE
Slc35f6	chr5	FALSE	FALSE
Ubiad1	chr4	FALSE	TRUE
Ubtd2	chr11	FALSE	FALSE
Tbl2	chr5	FALSE	FALSE
Septin3	chr15	FALSE	FALSE
Ube2m	chr7	FALSE	FALSE
Chmp6	chr11	FALSE	TRUE
Tmem106b	chr6	FALSE	TRUE
Hacl1	chr14	FALSE	TRUE
Inmt	chr6	FALSE	TRUE
Snapc4	chr2	FALSE	TRUE
Hsfy2	chr1	FALSE	TRUE
Slc6a7	chr18	FALSE	FALSE
Usp42	chr5	FALSE	FALSE
Hmga1	chr17	FALSE	FALSE
Ptcd2	chr13	FALSE	TRUE
Psmc1	chr12	FALSE	FALSE
Dcp1a	chr14	FALSE	FALSE
Dusp2	chr2	FALSE	FALSE
2210016L21Rik	chr5	FALSE	TRUE
Tmsb4x	chrX	FALSE	TRUE
Nat8f1	chr6	FALSE	TRUE
Ccdc142	chr6	FALSE	TRUE
Olfm1	chr2	FALSE	TRUE
Sipa1l3	chr7	FALSE	FALSE
Pdgfb	chr15	FALSE	TRUE
Trim72	chr7	FALSE	FALSE
Ctbp1	chr5	FALSE	TRUE
Pfn2	chr3	FALSE	TRUE
Nrip1	chr16	FALSE	TRUE
Bpifb6	chr2	FALSE	TRUE
Glrp1	chr1	FALSE	TRUE
Eif3j2	chr18	FALSE	TRUE
Adrb1	chr19	FALSE	TRUE
Foxb2	chr19	FALSE	TRUE
Aqp5	chr15	FALSE	FALSE
Ly6e	chr15	FALSE	FALSE
Gatd3a	chr10	FALSE	TRUE
Mrgbp	chr2	FALSE	FALSE
Dio3	chr12	FALSE	TRUE
Amigo1	chr3	FALSE	FALSE
Ppp1r3g	chr13	FALSE	FALSE
Gpc3	chrX	FALSE	FALSE
Rusc1	chr3	FALSE	FALSE
Sun5	chr2	FALSE	FALSE
Ripk1	chr13	FALSE	TRUE
Srd5a3	chr5	FALSE	TRUE
Hdc	chr2	FALSE	FALSE
Mthfr	chr4	FALSE	FALSE
Mterf1b	chr5	FALSE	TRUE
Olig2	chr16	FALSE	TRUE
Mcm8	chr2	FALSE	TRUE
Dlg3	chrX	FALSE	FALSE
Adcy8	chr15	FALSE	TRUE
Pcdh17	chr14	FALSE	FALSE
Oas1g	chr5	FALSE	FALSE
H3c7	chr13	FALSE	TRUE
Rad1	chr15	FALSE	TRUE
Gstk1	chr6	FALSE	TRUE
Plekho1	chr3	FALSE	FALSE
Wnt2	chr6	FALSE	FALSE
Psmg4	chr13	FALSE	TRUE
Rps6ka1	chr4	FALSE	FALSE
Ism2	chr12	FALSE	TRUE
Gnb2	chr5	FALSE	TRUE
Nkx1-1	chr5	FALSE	TRUE
Chd9	chr8	FALSE	FALSE
Cebpd	chr16	FALSE	TRUE
Cflar	chr1	FALSE	TRUE
Fcrlb	chr1	FALSE	TRUE
Trim35	chr14	FALSE	FALSE
Csf2	chr11	FALSE	FALSE
Amdhd1	chr10	FALSE	FALSE
Ppil1	chr17	FALSE	FALSE
Ubtd1	chr19	FALSE	TRUE
Capn8	chr1	FALSE	FALSE
Hes2	chr4	FALSE	TRUE
Wbp4	chr14	FALSE	TRUE
Nuf2	chr1	FALSE	TRUE
Tox2	chr2	FALSE	FALSE
Spag7	chr11	FALSE	FALSE
Atg3	chr16	FALSE	TRUE
Nup62cl	chrX	FALSE	TRUE
Fosl1	chr19	FALSE	TRUE
Dlk1	chr12	FALSE	TRUE
Cdpf1	chr15	FALSE	TRUE
Tmem101	chr11	FALSE	FALSE
Mcm3	chr1	FALSE	TRUE
Marcks	chr10	FALSE	TRUE
Frem2	chr3	FALSE	FALSE
Dmpk	chr7	FALSE	TRUE
Slc25a31	chr3	FALSE	TRUE
Wbp1	chr6	FALSE	FALSE
Siah2	chr3	FALSE	TRUE
Qdpr	chr5	FALSE	TRUE
Bhlha9	chr11	FALSE	FALSE
Mmp25	chr17	FALSE	TRUE
Colec11	chr12	FALSE	TRUE
Lmo4	chr3	FALSE	TRUE
Hoxa4	chr6	FALSE	TRUE
Il9	chr13	FALSE	FALSE
Cdkn3	chr14	FALSE	TRUE
Pogk	chr1	FALSE	TRUE
Rab17	chr1	FALSE	TRUE
Usp25	chr16	FALSE	TRUE
Bach2	chr4	FALSE	TRUE
Cgn	chr3	FALSE	FALSE
Calm1	chr12	FALSE	TRUE
Nanos1	chr19	FALSE	FALSE
Hoxc10	chr15	FALSE	TRUE
Rmi2	chr16	FALSE	TRUE
Rarres2	chr6	FALSE	TRUE
Apln	chrX	FALSE	FALSE
Lrrc66	chr5	FALSE	TRUE
Gstz1	chr12	FALSE	FALSE
Foxd1	chr13	FALSE	TRUE
Mex3d	chr10	FALSE	FALSE
Nedd1	chr10	FALSE	TRUE
Mrps31	chr8	FALSE	TRUE
Slc2a8	chr2	FALSE	FALSE
Ccdc124	chr8	FALSE	TRUE
Tor3a	chr1	FALSE	FALSE
Arl5b	chr2	FALSE	TRUE
Ptp4a1	chr1	FALSE	TRUE
Mapk1ip1l	chr14	FALSE	TRUE
Abhd13	chr8	FALSE	TRUE
Adgrg3	chr8	FALSE	FALSE
Ppif	chr14	FALSE	TRUE
Zfp648	chr1	FALSE	FALSE
Pex16	chr2	FALSE	TRUE
Otor	chr2	FALSE	TRUE
Creb3l4	chr3	FALSE	TRUE
C2cd4a	chr9	FALSE	FALSE
Tacc3	chr5	FALSE	TRUE
Zfp185	chrX	FALSE	FALSE
Dusp26	chr8	FALSE	TRUE
Lin7c	chr2	FALSE	TRUE
Zfp281	chr1	FALSE	TRUE
Fank1	chr7	FALSE	FALSE
Taar7b	chr10	FALSE	FALSE
Hspa1b	chr17	FALSE	FALSE
Zscan10	chr17	FALSE	FALSE
Map1lc3b	chr8	FALSE	TRUE
Gm19668	chr10	FALSE	FALSE
Ccdc89	chr7	FALSE	TRUE
Ly96	chr1	FALSE	TRUE
C1ql1	chr11	FALSE	TRUE
Pnp	chr14	FALSE	TRUE
Trim32	chr4	FALSE	TRUE
Dlk2	chr17	FALSE	TRUE
Ucp3	chr7	FALSE	FALSE
Cdca7l	chr12	FALSE	TRUE
Ets2	chr16	FALSE	TRUE
Ermard	chr17	FALSE	TRUE
Cmtm1	chr8	FALSE	TRUE
Itga2	chr13	FALSE	FALSE
Prlh	chr1	FALSE	TRUE
Otub1	chr19	FALSE	TRUE
Zfp512b	chr2	FALSE	TRUE
Aldoart1	chr4	FALSE	TRUE
Ncaph2	chr15	FALSE	TRUE
Scml2	chrX	FALSE	TRUE
Mtx3	chr13	FALSE	TRUE
Cdca7	chr2	FALSE	FALSE
Rho	chr6	FALSE	FALSE
Vldlr	chr19	FALSE	TRUE
C2cd4b	chr9	FALSE	FALSE
Slc16a8	chr15	FALSE	TRUE
Il17d	chr14	FALSE	TRUE
Nacad	chr11	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Slc7a11	chr3	FALSE	FALSE
Foxn4	chr5	FALSE	TRUE
Gpr84	chr15	FALSE	TRUE
Aars2	chr17	FALSE	TRUE
Nudt16	chr9	FALSE	TRUE
Cetn3	chr13	FALSE	TRUE
Necab2	chr8	FALSE	FALSE
Ankrd46	chr15	FALSE	FALSE
Cnga2	chrX	FALSE	TRUE
Slc25a42	chr8	FALSE	FALSE
Hmgcr	chr13	FALSE	TRUE
Rdh14	chr12	FALSE	TRUE
H4c11	chr13	FALSE	TRUE
Ivd	chr2	FALSE	FALSE
Lrrc10	chr10	FALSE	TRUE
Serpina12	chr12	FALSE	TRUE
Mboat7	chr7	FALSE	FALSE
Cpvl	chr6	FALSE	TRUE
Aup1	chr6	FALSE	TRUE
N4bp3	chr11	FALSE	FALSE
Amz2	chr11	FALSE	TRUE
Suds3	chr5	FALSE	FALSE
Snapc3	chr4	FALSE	FALSE
Ccdc61	chr7	FALSE	TRUE
Npff	chr15	FALSE	TRUE
Nrg3	chr14	FALSE	TRUE
Lmx1a	chr1	FALSE	TRUE
Sipa1l2	chr8	FALSE	FALSE
Ankrd9	chr12	FALSE	TRUE
Cirbp	chr10	FALSE	TRUE
Duox2	chr2	FALSE	TRUE
Rpp38	chr2	FALSE	TRUE
Thoc6	chr17	FALSE	FALSE
Myc	chr15	FALSE	TRUE
Fcamr	chr1	FALSE	TRUE
Tpp1	chr7	FALSE	TRUE
Plekhh2	chr17	FALSE	FALSE
Pole2	chr12	FALSE	TRUE
Dchs1	chr7	FALSE	FALSE
Card9	chr2	FALSE	TRUE
Klhdc8b	chr9	FALSE	TRUE
Amh	chr10	FALSE	TRUE
Hmgcll1	chr9	FALSE	TRUE
Bcap29	chr12	FALSE	TRUE
Wsb1	chr11	FALSE	FALSE
Rab32	chr10	FALSE	TRUE
Shisa7	chr7	FALSE	TRUE
Upk3a	chr15	FALSE	FALSE
Rcn1	chr2	FALSE	TRUE
Trmt44	chr5	FALSE	TRUE
Pamr1	chr2	FALSE	TRUE
Fam184a	chr10	FALSE	TRUE
Fcho1	chr8	FALSE	FALSE
Ier5l	chr2	FALSE	TRUE
Bcl2l11	chr2	FALSE	FALSE
Lxn	chr3	FALSE	FALSE
Sntn	chr14	FALSE	TRUE
Ndufa4	chr6	FALSE	TRUE
Zfp251	chr15	FALSE	FALSE
Akap5	chr12	FALSE	FALSE
Lrcol1	chr5	FALSE	TRUE
Zfp612	chr8	FALSE	FALSE
Pja1	chrX	FALSE	FALSE
Cyp24a1	chr2	FALSE	TRUE
Rgcc	chr14	FALSE	TRUE
Rpl31	chr1	FALSE	FALSE
Pcyox1l	chr18	FALSE	FALSE
Gtf2e1	chr16	FALSE	TRUE
Isyna1	chr8	FALSE	TRUE
Hmg20b	chr10	FALSE	TRUE
Cables2	chr2	FALSE	FALSE
Snx7	chr3	FALSE	TRUE
Lsm6	chr8	FALSE	TRUE
Ifitm3	chr7	FALSE	TRUE
Tusc1	chr4	FALSE	TRUE
Tspan18	chr2	FALSE	FALSE
Fra10ac1	chr19	FALSE	TRUE
Saa1	chr7	FALSE	FALSE
2700062C07Rik	chr18	FALSE	TRUE
Drd5	chr5	FALSE	TRUE
Gper1	chr5	FALSE	FALSE
Dmrta2	chr4	FALSE	TRUE
Mid1	chrX	FALSE	TRUE
Rpusd2	chr2	FALSE	TRUE
Ltbr	chr6	FALSE	FALSE
Cmtr1	chr17	FALSE	FALSE
Wrap73	chr4	FALSE	FALSE
Tmem196	chr12	FALSE	TRUE
Tmtc2	chr10	FALSE	FALSE
Crh	chr3	FALSE	TRUE
Hsd3b7	chr7	FALSE	FALSE
Chd3	chr11	FALSE	FALSE
H2-Q1	chr17	FALSE	TRUE
Slc29a1	chr17	FALSE	TRUE
Egr3	chr14	FALSE	FALSE
Gm572	chr4	FALSE	TRUE
Wfdc2	chr2	FALSE	TRUE
Hoxb8	chr11	FALSE	TRUE
Barhl2	chr5	TRUE	TRUE
Spag1	chr15	FALSE	TRUE
Cic	chr7	FALSE	FALSE
Trpv6	chr6	FALSE	FALSE
Rims2	chr15	FALSE	FALSE
Nab1	chr1	TRUE	TRUE
Tnfaip8l1	chr17	FALSE	FALSE
Il20ra	chr10	FALSE	FALSE
Erich3	chr3	FALSE	TRUE
Rpl15	chr14	FALSE	TRUE
Ccng2	chr5	FALSE	TRUE
Cd24a	chr10	FALSE	FALSE
Ptch1	chr13	FALSE	TRUE
Rnf225	chr7	FALSE	TRUE
Nell1	chr7	FALSE	FALSE
Snai3	chr8	FALSE	FALSE
Zbtb7b	chr3	FALSE	TRUE
Fgf18	chr11	FALSE	TRUE
Rwdd4a	chr8	FALSE	TRUE
Wdr5	chr2	FALSE	FALSE
Foxred2	chr15	FALSE	FALSE
Nek2	chr1	FALSE	TRUE
Tomm20l	chr12	FALSE	TRUE
Kank2	chr9	FALSE	FALSE
B4galt6	chr18	FALSE	TRUE
Nrep	chr18	TRUE	TRUE
Alox15	chr11	FALSE	TRUE
Atxn7l3b	chr10	FALSE	TRUE
Khk	chr5	FALSE	FALSE
Sspn	chr6	FALSE	TRUE
Rgl3	chr9	FALSE	FALSE
Khdc1b	chr1	FALSE	TRUE
Manba	chr3	FALSE	TRUE
Hnrnpc	chr14	FALSE	FALSE
Tap2	chr17	FALSE	FALSE
Brf2	chr8	FALSE	FALSE
Plekhs1	chr19	FALSE	TRUE
Rgs22	chr15	FALSE	FALSE
Nkx2-5	chr17	FALSE	TRUE
Gmfb	chr14	FALSE	TRUE
Pard3	chr8	FALSE	FALSE
Spice1	chr16	FALSE	TRUE
Csmd1	chr8	FALSE	FALSE
Cilp2	chr8	FALSE	TRUE
Bcl2l14	chr6	FALSE	FALSE
H2al2a	chr2	FALSE	FALSE
Cycs	chr6	FALSE	TRUE
Cmtm5	chr14	FALSE	FALSE
A130010J15Rik	chr1	FALSE	TRUE
Speer4f1	chr5	FALSE	TRUE
9330182O14Rik	chr15	FALSE	FALSE
Rtl6	chr15	FALSE	TRUE
Ascl2	chr7	FALSE	TRUE
Spns2	chr11	FALSE	FALSE
Prok1	chr3	FALSE	FALSE
Oma1	chr4	FALSE	TRUE
Sec61a1	chr6	FALSE	TRUE
Slc25a44	chr3	FALSE	FALSE
Pdlim4	chr11	FALSE	TRUE
Rell2	chr18	FALSE	TRUE
Fam210b	chr2	FALSE	FALSE
Xkr5	chr8	FALSE	TRUE
Map1lc3a	chr2	FALSE	TRUE
Foxb1	chr9	FALSE	TRUE
Rbm24	chr13	FALSE	FALSE
Ptn	chr6	FALSE	FALSE
Bmp1	chr14	FALSE	TRUE
Rnf5	chr17	FALSE	FALSE
Synpr	chr14	TRUE	TRUE
Tcea1	chr1	FALSE	TRUE
Rgs2	chr1	FALSE	TRUE
D16Ertd472e	chr16	FALSE	FALSE
Paxbp1	chr16	FALSE	FALSE
Cldn22	chr8	FALSE	TRUE
Col12a1	chr9	FALSE	FALSE
Irx3	chr8	FALSE	TRUE
Galr2	chr11	FALSE	TRUE
Dsc3	chr18	FALSE	TRUE
Mphosph6	chr8	FALSE	TRUE
Las1l	chrX	FALSE	FALSE
Tigd5	chr15	FALSE	FALSE
Htr1a	chr13	FALSE	FALSE
Nrtn	chr17	FALSE	FALSE
Krr1	chr10	FALSE	TRUE
Ldhd	chr8	FALSE	TRUE
Sparcl1	chr5	FALSE	TRUE
Mdh1	chr11	FALSE	FALSE
Cep72	chr13	FALSE	TRUE
Actg1	chr11	FALSE	TRUE
Ttc7	chr17	FALSE	FALSE
Ube2q1	chr3	FALSE	FALSE
Spata16	chr3	FALSE	FALSE
Cyp2u1	chr3	FALSE	TRUE
Gnai1	chr5	FALSE	TRUE
Ints10	chr8	FALSE	TRUE
Cdc34	chr10	FALSE	TRUE
Cited2	chr10	FALSE	TRUE
Mier2	chr10	FALSE	FALSE
Nps	chr7	FALSE	FALSE
Pabpc5	chrX	FALSE	TRUE
Tmem50b	chr16	FALSE	FALSE
Idh2	chr7	FALSE	FALSE
Tspan8	chr10	FALSE	FALSE
Astn1	chr1	FALSE	FALSE
Tgm3	chr2	TRUE	TRUE
Tcte2	chr17	FALSE	FALSE
Ccr10	chr11	FALSE	TRUE
Sh2d4b	chr14	FALSE	TRUE
Bdh1	chr16	FALSE	TRUE
Dbt	chr3	FALSE	TRUE
Zscan12	chr13	FALSE	TRUE
Calhm5	chr10	FALSE	TRUE
Dmrtc1b	chrX	FALSE	FALSE
Il15	chr8	FALSE	TRUE
Endod1	chr9	FALSE	TRUE
Tmem121	chr12	FALSE	FALSE
1600014C23Rik	chr17	FALSE	FALSE
Syncrip	chr9	FALSE	TRUE
Tgds	chr14	FALSE	TRUE
Nab2	chr10	FALSE	TRUE
Drp2	chrX	FALSE	TRUE
C4b	chr17	FALSE	TRUE
Tpt1	chr14	FALSE	FALSE
Phf7	chr14	FALSE	FALSE
Klf2	chr8	FALSE	FALSE
Mboat1	chr13	FALSE	FALSE
Arl14ep	chr2	FALSE	FALSE
Agtr1b	chr3	TRUE	TRUE
Crot	chr5	FALSE	TRUE
Rbp1	chr9	FALSE	FALSE
Ggn	chr7	FALSE	FALSE
Pusl1	chr4	FALSE	FALSE
Kcns3	chr12	FALSE	TRUE
Pmepa1	chr2	FALSE	FALSE
AU015836	chrX	FALSE	FALSE
Ace3	chr11	FALSE	FALSE
Spef1l	chr7	FALSE	TRUE
Hyal3	chr9	FALSE	TRUE
Nkpd1	chr7	FALSE	TRUE
Sox12	chr2	FALSE	FALSE
Ncln	chr10	FALSE	FALSE
Jkamp	chr12	FALSE	TRUE
Six3	chr17	FALSE	TRUE
Amot	chrX	FALSE	TRUE
Ccng1	chr11	FALSE	TRUE
Trmt1	chr8	FALSE	TRUE
Cblb	chr16	FALSE	TRUE
Coq8a	chr1	FALSE	TRUE
Gpd1	chr15	FALSE	TRUE
Tdrkh	chr3	FALSE	TRUE
Apela	chr8	FALSE	FALSE
Ctxn1	chr8	FALSE	FALSE
Fabp3	chr4	FALSE	FALSE
Tmem42	chr9	FALSE	TRUE
Gpihbp1	chr15	FALSE	TRUE
Zdhhc8	chr16	FALSE	FALSE
Fgf11	chr11	FALSE	TRUE
Hoxb6	chr11	FALSE	TRUE
Vsig10l	chr7	FALSE	FALSE
Jph3	chr8	FALSE	TRUE
Bpifb2	chr2	FALSE	FALSE
Tpk1	chr6	FALSE	TRUE
C1qtnf5	chr9	FALSE	FALSE
Cyb5r1	chr1	FALSE	TRUE
Zhx1	chr15	FALSE	TRUE
Gata6	chr18	FALSE	TRUE
Ift27	chr15	FALSE	TRUE
Misp3	chr8	FALSE	TRUE
Lhfpl2	chr13	FALSE	FALSE
Sncb	chr13	FALSE	TRUE
Mfsd4b1	chr10	FALSE	TRUE
Six1	chr12	FALSE	TRUE
Rbm46	chr3	FALSE	TRUE
Cstb	chr10	FALSE	TRUE
Pofut2	chr10	FALSE	TRUE
Hoxc11	chr15	FALSE	TRUE
Epha8	chr4	FALSE	TRUE
Gpr165	chrX	FALSE	FALSE
Sgcd	chr11	FALSE	TRUE
Rgs9bp	chr7	FALSE	FALSE
Ms4a10	chr19	FALSE	FALSE
Sde2	chr1	FALSE	TRUE
Npy5r	chr8	FALSE	FALSE
Skor1	chr9	FALSE	TRUE
Akap1	chr11	FALSE	TRUE
Gstt3	chr10	FALSE	TRUE
Serping1	chr2	FALSE	TRUE
Oprm1	chr10	TRUE	TRUE
Rnf7	chr9	FALSE	TRUE
Slitrk4	chrX	FALSE	TRUE
Dhdh	chr7	FALSE	FALSE
Gdf1	chr8	FALSE	TRUE
Slc38a8	chr8	FALSE	FALSE
Clta	chr4	FALSE	TRUE
Mboat4	chr8	FALSE	FALSE
Pln	chr10	FALSE	FALSE
Esx1	chrX	FALSE	TRUE
Cdhr1	chr14	FALSE	TRUE
Kcnj2	chr11	FALSE	TRUE
Cox7b2	chr5	FALSE	FALSE
Ddx20	chr3	FALSE	FALSE
Gen1	chr12	FALSE	TRUE
Msn	chrX	FALSE	FALSE
Prdm9	chr17	FALSE	TRUE
Stx6	chr1	FALSE	FALSE
Echdc3	chr2	FALSE	TRUE
Ripk4	chr16	FALSE	TRUE
Rasd1	chr11	FALSE	FALSE
Gbx2	chr1	FALSE	TRUE
B2m	chr2	FALSE	TRUE
Sox18	chr2	FALSE	FALSE
St6galnac5	chr3	FALSE	FALSE
Slc9a5	chr8	FALSE	TRUE
Cib2	chr9	FALSE	FALSE
Catsperg1	chr7	FALSE	FALSE
Dll1	chr17	FALSE	FALSE
Pcdh20	chr14	FALSE	TRUE
Slc9a8	chr2	FALSE	TRUE
Slc14a2	chr18	FALSE	FALSE
Rfx4	chr10	FALSE	TRUE
Chchd4	chr6	FALSE	FALSE
Slc35f5	chr1	FALSE	TRUE
Cdk5r1	chr11	FALSE	TRUE
Shisa8	chr15	FALSE	FALSE
Spryd7	chr14	FALSE	FALSE
Slc25a37	chr14	FALSE	FALSE
Rcl1	chr19	FALSE	TRUE
Oat	chr7	FALSE	FALSE
Wee1	chr7	FALSE	TRUE
Cks2	chr13	FALSE	TRUE
Irs3	chr5	FALSE	TRUE
Abhd16b	chr2	FALSE	TRUE
