gene_name	chr	is_synapse_and_mecp2_up	in_k119ub_top_decile
Baiap2l2	chr15	FALSE	FALSE
Prop1	chr11	FALSE	FALSE
Bace2	chr16	FALSE	FALSE
Atp6v0d2	chr4	FALSE	FALSE
Tmem25	chr9	FALSE	FALSE
Msx3	chr7	FALSE	FALSE
Cript	chr17	FALSE	FALSE
S100a10	chr3	FALSE	FALSE
Tmem198b	chr10	FALSE	FALSE
Slc22a12	chr19	FALSE	FALSE
Acot1	chr12	FALSE	FALSE
Epb41l4a	chr18	FALSE	FALSE
Epor	chr9	FALSE	FALSE
Unc13d	chr11	FALSE	FALSE
Hey2	chr10	FALSE	FALSE
Adm	chr7	FALSE	FALSE
Cep55	chr19	FALSE	TRUE
Tuba1b	chr15	FALSE	FALSE
Ggt1	chr10	FALSE	FALSE
Sp5	chr2	FALSE	FALSE
Kctd19	chr8	FALSE	FALSE
Ces2b	chr8	FALSE	FALSE
Marchf5	chr19	FALSE	FALSE
Ddah2	chr17	FALSE	FALSE
Car12	chr9	FALSE	FALSE
Hs3st3b1	chr11	FALSE	FALSE
Atp10b	chr11	FALSE	FALSE
Frat1	chr19	FALSE	FALSE
Il17rc	chr6	FALSE	FALSE
Gin1	chr1	FALSE	TRUE
Kbtbd7	chr14	FALSE	FALSE
Magi2	chr5	FALSE	TRUE
Capn15	chr17	FALSE	FALSE
Sergef	chr7	FALSE	FALSE
Rnf183	chr4	FALSE	FALSE
Erfl	chr7	FALSE	FALSE
Hps1	chr19	FALSE	FALSE
Ypel2	chr11	FALSE	FALSE
Ufsp2	chr8	FALSE	TRUE
Itgbl1	chr14	FALSE	FALSE
Crip2	chr12	FALSE	FALSE
B4galnt4	chr7	FALSE	FALSE
Lgi3	chr14	FALSE	FALSE
Spata21	chr4	FALSE	FALSE
Mak	chr13	FALSE	FALSE
S100a6	chr3	FALSE	FALSE
Rfng	chr11	FALSE	FALSE
Grm7	chr6	FALSE	TRUE
Pla2g4f	chr2	FALSE	FALSE
Drd4	chr7	FALSE	FALSE
Arf5	chr6	FALSE	FALSE
Tspan2	chr3	FALSE	FALSE
Batf3	chr1	FALSE	FALSE
Cxcr4	chr1	FALSE	FALSE
Ehf	chr2	FALSE	FALSE
Ltbp4	chr7	FALSE	FALSE
Anp32b	chr4	FALSE	TRUE
Lhx5	chr5	FALSE	FALSE
Erp27	chr6	FALSE	FALSE
Ybx3	chr6	FALSE	FALSE
Acvr1c	chr2	FALSE	FALSE
Scx	chr15	FALSE	FALSE
Csrnp1	chr9	FALSE	FALSE
Terb1	chr8	FALSE	FALSE
Fech	chr18	FALSE	TRUE
Gpr85	chr6	FALSE	FALSE
Scara3	chr14	FALSE	FALSE
Zfp467	chr6	FALSE	FALSE
Fzd9	chr5	FALSE	FALSE
Srf	chr17	FALSE	FALSE
Rcor2	chr19	FALSE	FALSE
Allc	chr12	FALSE	FALSE
Lsmem2	chr9	FALSE	FALSE
Fabp7	chr10	FALSE	FALSE
Nkx6-1	chr5	FALSE	FALSE
Sox3	chrX	FALSE	FALSE
Pitx1	chr13	FALSE	FALSE
Btn1a1	chr13	FALSE	FALSE
A3galt2	chr4	FALSE	FALSE
Mxd4	chr5	FALSE	FALSE
Ifna15	chr4	FALSE	FALSE
Smoc1	chr12	FALSE	FALSE
Gnai2	chr9	FALSE	FALSE
Btg1	chr10	FALSE	FALSE
Cct7	chr6	FALSE	FALSE
Dctd	chr8	FALSE	FALSE
Gm527	chr12	FALSE	TRUE
Efna5	chr17	FALSE	FALSE
Ipo5	chr14	FALSE	TRUE
Tmem86a	chr7	FALSE	FALSE
Smoc2	chr17	FALSE	FALSE
Xkr7	chr2	FALSE	FALSE
Zfp488	chr14	FALSE	FALSE
Ids	chrX	FALSE	TRUE
Mal2	chr15	FALSE	FALSE
Gm12830	chr4	FALSE	FALSE
Mlf2	chr6	FALSE	FALSE
Gm20741	chr16	FALSE	FALSE
Plgrkt	chr19	FALSE	TRUE
Iqcn	chr8	FALSE	FALSE
Tmem100	chr11	FALSE	FALSE
Socs1	chr16	FALSE	FALSE
Ccin	chr4	FALSE	FALSE
Kcnk16	chr14	FALSE	FALSE
Parp11	chr6	FALSE	FALSE
Slc38a9	chr13	FALSE	FALSE
Serpinh1	chr7	FALSE	FALSE
Slc25a47	chr12	FALSE	FALSE
Dmtn	chr14	FALSE	FALSE
Evx2	chr2	FALSE	FALSE
Tmem255a	chrX	FALSE	FALSE
Arrdc3	chr13	FALSE	FALSE
AI429214	chr8	FALSE	TRUE
Hck	chr2	FALSE	FALSE
Fbxl6	chr15	FALSE	FALSE
Zfp36l1	chr12	FALSE	FALSE
Tmem17	chr11	FALSE	TRUE
Prps1	chrX	FALSE	FALSE
Shc1	chr3	FALSE	TRUE
Erf	chr7	FALSE	FALSE
Id4	chr13	FALSE	FALSE
H3c2	chr13	FALSE	FALSE
Fgf16	chrX	FALSE	FALSE
Obsl1	chr1	FALSE	FALSE
Mef2d	chr3	FALSE	FALSE
Rpl37a	chr1	FALSE	FALSE
G0s2	chr1	FALSE	FALSE
Ppp1r3e	chr14	FALSE	FALSE
Espnl	chr1	FALSE	FALSE
Gdpd2	chrX	FALSE	FALSE
Aplnr	chr2	FALSE	FALSE
Entpd2	chr2	FALSE	FALSE
Zdhhc18	chr4	FALSE	FALSE
Gpr63	chr4	FALSE	FALSE
Castor2	chr5	FALSE	FALSE
Ccl17	chr8	FALSE	FALSE
Sgcz	chr8	FALSE	FALSE
Maged1	chrX	FALSE	FALSE
Ccnc	chr4	FALSE	FALSE
Msmo1	chr8	FALSE	FALSE
Prcd	chr11	FALSE	FALSE
Rab12	chr17	FALSE	FALSE
Paxip1	chr5	FALSE	FALSE
Xkrx	chrX	FALSE	FALSE
Pgm3	chr9	FALSE	FALSE
Dusp10	chr1	FALSE	FALSE
Cd93	chr2	FALSE	FALSE
Dmrtb1	chr4	FALSE	FALSE
Mcm10	chr2	FALSE	FALSE
Tspan14	chr14	FALSE	FALSE
Prss2	chr6	FALSE	FALSE
Minar1	chr9	FALSE	FALSE
Llph	chr10	FALSE	TRUE
Fgf22	chr10	FALSE	FALSE
Smyd2	chr1	FALSE	FALSE
Ccdc32	chr2	FALSE	TRUE
Krt81	chr15	FALSE	FALSE
Gm36176	chr10	FALSE	FALSE
Dele1	chr18	FALSE	FALSE
Tmem63a	chr1	FALSE	FALSE
Cgnl1	chr9	FALSE	FALSE
Perp	chr10	FALSE	FALSE
BC107364	chr3	FALSE	FALSE
1700030J22Rik	chr8	FALSE	FALSE
Gpr37l1	chr1	FALSE	FALSE
Phc2	chr4	FALSE	FALSE
Fdps	chr3	FALSE	FALSE
Myoz3	chr18	FALSE	FALSE
Atg10	chr13	FALSE	TRUE
Ttc34	chr4	FALSE	FALSE
Herc3	chr6	FALSE	TRUE
Myrf	chr19	FALSE	FALSE
Slc27a3	chr3	FALSE	FALSE
Lin28a	chr4	FALSE	FALSE
Foxa1	chr12	FALSE	FALSE
Btg2	chr1	FALSE	FALSE
Ankrd33	chr15	FALSE	FALSE
Pdxk	chr10	FALSE	FALSE
Rhbdf1	chr11	FALSE	FALSE
Pla2g2c	chr4	FALSE	FALSE
Tmem8b	chr4	FALSE	FALSE
Cav1	chr6	FALSE	FALSE
Mybpc3	chr2	FALSE	FALSE
Hdac5	chr11	FALSE	FALSE
Selenon	chr4	FALSE	FALSE
Ccdc40	chr11	FALSE	FALSE
Actl11	chr9	FALSE	FALSE
Tmprss11a	chr5	FALSE	TRUE
Efnb3	chr11	FALSE	FALSE
Kif17	chr4	FALSE	FALSE
Lefty2	chr1	FALSE	FALSE
Fgf9	chr14	FALSE	FALSE
Rragc	chr4	FALSE	FALSE
Cldn7	chr11	FALSE	FALSE
Tnfrsf18	chr4	FALSE	FALSE
Mroh6	chr15	FALSE	FALSE
Dennd4b	chr3	FALSE	FALSE
Gjb5	chr4	FALSE	FALSE
Atxn7l2	chr3	FALSE	FALSE
Sowahd	chrX	FALSE	FALSE
Marveld3	chr8	FALSE	FALSE
Igf2r	chr17	FALSE	FALSE
Slc7a5	chr8	FALSE	FALSE
Phlda2	chr7	FALSE	FALSE
St3gal6	chr16	FALSE	FALSE
Nppc	chr1	FALSE	FALSE
Parp12	chr6	FALSE	FALSE
Cntln	chr4	FALSE	TRUE
Cdk1	chr10	FALSE	FALSE
Ypel4	chr2	FALSE	FALSE
Tyro3	chr2	FALSE	FALSE
Nectin2	chr7	FALSE	FALSE
Dgkz	chr2	FALSE	FALSE
Nes	chr3	FALSE	FALSE
Lama5	chr2	FALSE	FALSE
Snx20	chr8	FALSE	FALSE
Tlr2	chr3	FALSE	FALSE
Fam83d	chr2	FALSE	FALSE
Peg10	chr6	FALSE	FALSE
Dmtf1	chr5	FALSE	FALSE
Mrpl34	chr8	FALSE	FALSE
Ctdsp2	chr10	FALSE	FALSE
Ccdc166	chr15	FALSE	FALSE
Tex44	chr1	FALSE	FALSE
Gpx5	chr13	FALSE	FALSE
Zfc3h1	chr10	FALSE	FALSE
Msx1	chr5	FALSE	FALSE
Ddx11	chr17	FALSE	FALSE
Tmem141	chr2	FALSE	FALSE
Mybl1	chr1	FALSE	TRUE
Arl5c	chr11	FALSE	FALSE
Dlgap3	chr4	FALSE	FALSE
Tshb	chr3	FALSE	FALSE
Aph1b	chr9	FALSE	FALSE
Psca	chr15	FALSE	FALSE
B4galnt2	chr11	FALSE	FALSE
Mt1	chr8	FALSE	FALSE
Ucp1	chr8	FALSE	FALSE
Zbtb43	chr2	FALSE	FALSE
Ddn	chr15	FALSE	FALSE
Thap12	chr7	FALSE	FALSE
Ido1	chr8	FALSE	FALSE
Ulk1	chr5	FALSE	FALSE
Rnf144b	chr13	FALSE	FALSE
Cep120	chr18	FALSE	TRUE
Zfp775	chr6	FALSE	FALSE
Cpxm2	chr7	FALSE	FALSE
Itgb6	chr2	FALSE	FALSE
Slf1	chr13	FALSE	TRUE
Inka1	chr9	FALSE	FALSE
Trhr2	chr8	FALSE	FALSE
Phc1	chr6	FALSE	TRUE
Htr2a	chr14	FALSE	FALSE
Epsti1	chr14	FALSE	FALSE
Otol1	chr3	FALSE	FALSE
Tmem238l	chr11	FALSE	FALSE
Ppa1	chr10	FALSE	FALSE
Cavin4	chr4	FALSE	FALSE
Rbpjl	chr2	FALSE	FALSE
Sf3b6	chr12	FALSE	TRUE
Ing2	chr8	FALSE	FALSE
Galr1	chr18	FALSE	FALSE
Lgr5	chr10	FALSE	FALSE
Nbl1	chr4	FALSE	FALSE
Tmem120a	chr5	FALSE	FALSE
Sdcbp	chr4	TRUE	TRUE
Zfp277	chr12	FALSE	FALSE
Rps23	chr13	FALSE	FALSE
Plppr3	chr10	FALSE	FALSE
Olig1	chr16	FALSE	FALSE
Calm2	chr17	FALSE	FALSE
Gca	chr2	FALSE	FALSE
Enc1	chr13	FALSE	FALSE
E030018B13Rik	chr7	FALSE	FALSE
Gdf6	chr4	FALSE	FALSE
Cma1	chr14	FALSE	TRUE
Gabrg2	chr11	TRUE	FALSE
Ush2a	chr1	FALSE	FALSE
Ttc8	chr12	TRUE	FALSE
Ppm1j	chr3	FALSE	FALSE
Tspyl4	chr10	FALSE	FALSE
Pcdh18	chr3	FALSE	FALSE
Gpr21	chr2	FALSE	FALSE
Gpr87	chr3	FALSE	TRUE
Fgr	chr4	FALSE	FALSE
Amfr	chr8	FALSE	FALSE
Rhob	chr12	FALSE	FALSE
Odf2l	chr3	FALSE	FALSE
Erich2	chr2	FALSE	FALSE
Tox3	chr8	FALSE	FALSE
Enpp4	chr17	FALSE	TRUE
Sec14l2	chr11	FALSE	FALSE
Tnc	chr4	FALSE	FALSE
Gpr25	chr1	FALSE	FALSE
Tprn	chr2	FALSE	FALSE
Klhl23	chr2	FALSE	TRUE
Nr2c1	chr10	FALSE	FALSE
Ier2	chr8	FALSE	FALSE
Cxcr3	chrX	FALSE	FALSE
E030025P04Rik	chr11	FALSE	FALSE
Klhl40	chr9	FALSE	FALSE
Tead3	chr17	FALSE	FALSE
Cavin3	chr7	FALSE	FALSE
Slc7a8	chr14	FALSE	FALSE
Akain1	chr17	FALSE	FALSE
Gpr142	chr11	FALSE	FALSE
Coa6	chr8	FALSE	FALSE
Lhcgr	chr17	FALSE	FALSE
Cetn4	chr3	FALSE	TRUE
Agrn	chr4	FALSE	FALSE
Cdh8	chr8	FALSE	FALSE
Aldob	chr4	FALSE	TRUE
Ky	chr9	FALSE	FALSE
Pkd2l1	chr19	FALSE	FALSE
Tsen15	chr1	FALSE	FALSE
Ccdc85c	chr12	FALSE	FALSE
Crtc2	chr3	FALSE	FALSE
Nptx2	chr5	FALSE	FALSE
Bglap	chr3	FALSE	FALSE
Casp12	chr9	FALSE	TRUE
Tlx1	chr19	FALSE	FALSE
Notum	chr11	FALSE	FALSE
Cfd	chr10	FALSE	FALSE
Ing1	chr8	FALSE	FALSE
Mfsd3	chr15	FALSE	FALSE
Sprtn	chr8	FALSE	FALSE
Fos	chr12	FALSE	FALSE
Tex35	chr1	FALSE	FALSE
Icam4	chr9	FALSE	FALSE
Wnt5a	chr14	FALSE	FALSE
Unc5d	chr8	FALSE	FALSE
Vstm5	chr9	FALSE	FALSE
Scnn1b	chr7	FALSE	FALSE
Krt73	chr15	FALSE	FALSE
H4c3	chr13	FALSE	FALSE
Tspyl3	chr2	FALSE	FALSE
Sfrp2	chr3	FALSE	FALSE
Id3	chr4	FALSE	FALSE
Psmd7	chr8	FALSE	FALSE
Rab26	chr17	FALSE	FALSE
4930579F01Rik	chr3	FALSE	FALSE
Rfk	chr19	FALSE	FALSE
Mmp24	chr2	FALSE	FALSE
Pcna	chr2	FALSE	TRUE
Stard10	chr7	FALSE	FALSE
Rtl5	chrX	FALSE	FALSE
Zbtb5	chr4	FALSE	FALSE
Srp14	chr2	FALSE	FALSE
Tmc3	chr7	FALSE	FALSE
Ntpcr	chr8	FALSE	FALSE
Trim8	chr19	FALSE	FALSE
Klhl33	chr14	FALSE	FALSE
Slc10a6	chr5	FALSE	FALSE
Zfp444	chr7	FALSE	FALSE
Tyw3	chr3	FALSE	FALSE
Ripply3	chr16	FALSE	FALSE
Shisal2a	chr4	FALSE	FALSE
Nkx1-2	chr7	FALSE	FALSE
Il10	chr1	FALSE	FALSE
Hhex	chr19	FALSE	FALSE
Mtss2	chr8	FALSE	FALSE
Bsnd	chr4	FALSE	FALSE
Dut	chr2	FALSE	FALSE
Cbln4	chr2	FALSE	FALSE
Cdh15	chr8	FALSE	FALSE
Insl6	chr19	FALSE	FALSE
Gjb6	chr14	FALSE	FALSE
Bin2	chr15	FALSE	FALSE
Cd1d1	chr3	FALSE	FALSE
Hsph1	chr5	FALSE	FALSE
Slc35d2	chr13	FALSE	FALSE
Pm20d2	chr4	FALSE	FALSE
Msgn1	chr12	FALSE	FALSE
Bpifb3	chr2	FALSE	FALSE
Synpo2l	chr14	FALSE	FALSE
Ttf2	chr3	FALSE	FALSE
Emilin3	chr2	FALSE	FALSE
Tbc1d8b	chrX	FALSE	FALSE
Mlh1	chr9	FALSE	FALSE
Mef2c	chr13	FALSE	FALSE
Asap2	chr12	FALSE	FALSE
Tchhl1	chr3	FALSE	FALSE
Camk2d	chr3	FALSE	FALSE
Mms19	chr19	FALSE	FALSE
Zfp366	chr13	FALSE	FALSE
Tmem164	chrX	FALSE	FALSE
Cenpl	chr1	FALSE	TRUE
Fhl2	chr1	FALSE	FALSE
Hrh2	chr13	FALSE	FALSE
Ccne1	chr7	FALSE	FALSE
Shd	chr17	FALSE	FALSE
Dlx2	chr2	FALSE	FALSE
Mtr	chr13	FALSE	FALSE
Galnt12	chr4	FALSE	FALSE
Psap	chr10	FALSE	FALSE
Anxa7	chr14	FALSE	TRUE
Ccnl1	chr3	FALSE	FALSE
Neurod2	chr11	TRUE	FALSE
Rad23b	chr4	FALSE	FALSE
Rcan2	chr17	FALSE	FALSE
Mgat1	chr11	FALSE	FALSE
Plrg1	chr3	FALSE	FALSE
Cgref1	chr5	FALSE	FALSE
Ptx3	chr3	FALSE	FALSE
Babam2	chr5	FALSE	FALSE
Cfap69	chr5	FALSE	FALSE
Frmpd4	chrX	FALSE	FALSE
Slc35e3	chr10	FALSE	TRUE
Lsm3	chr6	FALSE	FALSE
Creg1	chr1	FALSE	FALSE
Gli1	chr10	FALSE	FALSE
Thap1	chr8	FALSE	FALSE
Degs1	chr1	FALSE	FALSE
Zfp518b	chr5	FALSE	FALSE
Uts2r	chr11	FALSE	FALSE
Ppp1r3b	chr8	FALSE	FALSE
Wee2	chr6	FALSE	FALSE
2310022B05Rik	chr8	FALSE	FALSE
Rbck1	chr2	FALSE	FALSE
Chst2	chr9	FALSE	FALSE
Ercc1	chr7	FALSE	FALSE
Ino80c	chr18	FALSE	TRUE
Krt82	chr15	FALSE	FALSE
Rasal3	chr17	FALSE	FALSE
Nudt7	chr8	FALSE	FALSE
Ppp1r3d	chr2	FALSE	FALSE
Rpusd1	chr17	FALSE	FALSE
Ccdc136	chr6	FALSE	FALSE
Scp2d1	chr2	FALSE	TRUE
Dmac1	chr4	FALSE	FALSE
Gm13288	chr4	FALSE	FALSE
Cpa5	chr6	FALSE	FALSE
Carmil2	chr8	FALSE	FALSE
Vip	chr10	FALSE	FALSE
9930012K11Rik	chr14	FALSE	FALSE
Cnn2	chr10	FALSE	FALSE
Psat1	chr19	FALSE	FALSE
R3hcc1l	chr19	FALSE	TRUE
Mmp23	chr4	FALSE	FALSE
Igip	chr18	FALSE	FALSE
Aebp1	chr11	FALSE	FALSE
Tymp	chr15	FALSE	FALSE
Fam89b	chr19	FALSE	FALSE
Rap2b	chr3	FALSE	FALSE
Inpp5f	chr7	FALSE	FALSE
Gpnmb	chr6	FALSE	FALSE
Nlgn3	chrX	FALSE	FALSE
Rps29	chr12	FALSE	FALSE
Utp25	chr1	FALSE	FALSE
Nyap2	chr1	FALSE	TRUE
Kcna4	chr2	FALSE	FALSE
Foxi1	chr11	FALSE	FALSE
Kat14	chr2	FALSE	FALSE
Tdrp	chr8	FALSE	FALSE
Polr2h	chr16	FALSE	FALSE
Slc35f6	chr5	FALSE	FALSE
Ubiad1	chr4	FALSE	FALSE
Ubtd2	chr11	FALSE	FALSE
Tbl2	chr5	FALSE	FALSE
Septin3	chr15	FALSE	FALSE
Ube2m	chr7	FALSE	FALSE
Chmp6	chr11	FALSE	FALSE
Tmem106b	chr6	FALSE	TRUE
Hacl1	chr14	FALSE	FALSE
Inmt	chr6	FALSE	FALSE
Snapc4	chr2	FALSE	FALSE
Hsfy2	chr1	FALSE	TRUE
Slc6a7	chr18	FALSE	FALSE
Usp42	chr5	FALSE	FALSE
Hmga1	chr17	FALSE	FALSE
Ptcd2	chr13	FALSE	FALSE
Psmc1	chr12	FALSE	FALSE
Dcp1a	chr14	FALSE	FALSE
Dusp2	chr2	FALSE	FALSE
2210016L21Rik	chr5	FALSE	FALSE
Tmsb4x	chrX	FALSE	FALSE
Nat8f1	chr6	FALSE	TRUE
Ccdc142	chr6	FALSE	FALSE
Olfm1	chr2	FALSE	FALSE
Sipa1l3	chr7	FALSE	FALSE
Pdgfb	chr15	FALSE	FALSE
Trim72	chr7	FALSE	FALSE
Ctbp1	chr5	FALSE	FALSE
Pfn2	chr3	FALSE	FALSE
Nrip1	chr16	FALSE	TRUE
Bpifb6	chr2	FALSE	FALSE
Glrp1	chr1	FALSE	FALSE
Eif3j2	chr18	FALSE	FALSE
Adrb1	chr19	FALSE	FALSE
Foxb2	chr19	FALSE	FALSE
Aqp5	chr15	FALSE	FALSE
Ly6e	chr15	FALSE	FALSE
Gatd3a	chr10	FALSE	FALSE
Mrgbp	chr2	FALSE	FALSE
Dio3	chr12	FALSE	FALSE
Amigo1	chr3	FALSE	FALSE
Ppp1r3g	chr13	FALSE	FALSE
Gpc3	chrX	FALSE	FALSE
Rusc1	chr3	FALSE	FALSE
Sun5	chr2	FALSE	FALSE
Ripk1	chr13	FALSE	FALSE
Srd5a3	chr5	FALSE	FALSE
Hdc	chr2	FALSE	FALSE
Mthfr	chr4	FALSE	FALSE
Mterf1b	chr5	FALSE	TRUE
Olig2	chr16	FALSE	FALSE
Mcm8	chr2	FALSE	TRUE
Dlg3	chrX	FALSE	FALSE
Adcy8	chr15	FALSE	FALSE
Pcdh17	chr14	FALSE	FALSE
Oas1g	chr5	FALSE	FALSE
H3c7	chr13	FALSE	TRUE
Rad1	chr15	FALSE	TRUE
Gstk1	chr6	FALSE	FALSE
Plekho1	chr3	FALSE	FALSE
Wnt2	chr6	FALSE	FALSE
Psmg4	chr13	FALSE	TRUE
Rps6ka1	chr4	FALSE	FALSE
Ism2	chr12	FALSE	FALSE
Gnb2	chr5	FALSE	FALSE
Nkx1-1	chr5	FALSE	FALSE
Chd9	chr8	FALSE	FALSE
Cebpd	chr16	FALSE	FALSE
Cflar	chr1	FALSE	FALSE
Fcrlb	chr1	FALSE	FALSE
Trim35	chr14	FALSE	FALSE
Csf2	chr11	FALSE	FALSE
Amdhd1	chr10	FALSE	FALSE
Ppil1	chr17	FALSE	FALSE
Ubtd1	chr19	FALSE	FALSE
Capn8	chr1	FALSE	FALSE
Hes2	chr4	FALSE	FALSE
Wbp4	chr14	FALSE	TRUE
Nuf2	chr1	FALSE	FALSE
Tox2	chr2	FALSE	FALSE
Spag7	chr11	FALSE	FALSE
Atg3	chr16	FALSE	TRUE
Nup62cl	chrX	FALSE	FALSE
Fosl1	chr19	FALSE	FALSE
Dlk1	chr12	FALSE	FALSE
Cdpf1	chr15	FALSE	FALSE
Tmem101	chr11	FALSE	FALSE
Mcm3	chr1	FALSE	TRUE
Marcks	chr10	FALSE	FALSE
Frem2	chr3	FALSE	FALSE
Dmpk	chr7	FALSE	FALSE
Slc25a31	chr3	FALSE	TRUE
Wbp1	chr6	FALSE	FALSE
Siah2	chr3	FALSE	FALSE
Qdpr	chr5	FALSE	FALSE
Bhlha9	chr11	FALSE	FALSE
Mmp25	chr17	FALSE	FALSE
Colec11	chr12	FALSE	FALSE
Lmo4	chr3	FALSE	FALSE
Hoxa4	chr6	FALSE	FALSE
Il9	chr13	FALSE	FALSE
Cdkn3	chr14	FALSE	FALSE
Pogk	chr1	FALSE	TRUE
Rab17	chr1	FALSE	FALSE
Usp25	chr16	FALSE	TRUE
Bach2	chr4	FALSE	FALSE
Cgn	chr3	FALSE	FALSE
Calm1	chr12	FALSE	FALSE
Nanos1	chr19	FALSE	FALSE
Hoxc10	chr15	FALSE	FALSE
Rmi2	chr16	FALSE	FALSE
Rarres2	chr6	FALSE	FALSE
Apln	chrX	FALSE	FALSE
Lrrc66	chr5	FALSE	FALSE
Gstz1	chr12	FALSE	FALSE
Foxd1	chr13	FALSE	FALSE
Mex3d	chr10	FALSE	FALSE
Nedd1	chr10	FALSE	FALSE
Mrps31	chr8	FALSE	FALSE
Slc2a8	chr2	FALSE	FALSE
Ccdc124	chr8	FALSE	FALSE
Tor3a	chr1	FALSE	FALSE
Arl5b	chr2	FALSE	TRUE
Ptp4a1	chr1	FALSE	TRUE
Mapk1ip1l	chr14	FALSE	FALSE
Abhd13	chr8	FALSE	TRUE
Adgrg3	chr8	FALSE	FALSE
Ppif	chr14	FALSE	FALSE
Zfp648	chr1	FALSE	FALSE
Pex16	chr2	FALSE	FALSE
Otor	chr2	FALSE	FALSE
Creb3l4	chr3	FALSE	FALSE
C2cd4a	chr9	FALSE	FALSE
Tacc3	chr5	FALSE	FALSE
Zfp185	chrX	FALSE	FALSE
Dusp26	chr8	FALSE	FALSE
Lin7c	chr2	FALSE	TRUE
Zfp281	chr1	FALSE	FALSE
Fank1	chr7	FALSE	FALSE
Taar7b	chr10	FALSE	FALSE
Hspa1b	chr17	FALSE	FALSE
Zscan10	chr17	FALSE	FALSE
Map1lc3b	chr8	FALSE	FALSE
Gm19668	chr10	FALSE	FALSE
Ccdc89	chr7	FALSE	TRUE
Ly96	chr1	FALSE	TRUE
C1ql1	chr11	FALSE	FALSE
Pnp	chr14	FALSE	TRUE
Trim32	chr4	FALSE	FALSE
Dlk2	chr17	FALSE	FALSE
Ucp3	chr7	FALSE	FALSE
Cdca7l	chr12	FALSE	FALSE
Ets2	chr16	FALSE	FALSE
Ermard	chr17	FALSE	FALSE
Cmtm1	chr8	FALSE	FALSE
Itga2	chr13	FALSE	FALSE
Prlh	chr1	FALSE	FALSE
Otub1	chr19	FALSE	FALSE
Zfp512b	chr2	FALSE	FALSE
Aldoart1	chr4	FALSE	TRUE
Ncaph2	chr15	FALSE	FALSE
Scml2	chrX	FALSE	TRUE
Mtx3	chr13	FALSE	TRUE
Cdca7	chr2	FALSE	FALSE
Rho	chr6	FALSE	FALSE
Vldlr	chr19	FALSE	FALSE
C2cd4b	chr9	FALSE	FALSE
Slc16a8	chr15	FALSE	FALSE
Il17d	chr14	FALSE	FALSE
Nacad	chr11	FALSE	FALSE
Elf3	chr1	FALSE	FALSE
Slc7a11	chr3	FALSE	FALSE
Foxn4	chr5	FALSE	FALSE
Gpr84	chr15	FALSE	FALSE
Aars2	chr17	FALSE	FALSE
Nudt16	chr9	FALSE	FALSE
Cetn3	chr13	FALSE	FALSE
Necab2	chr8	FALSE	FALSE
Ankrd46	chr15	FALSE	FALSE
Cnga2	chrX	FALSE	FALSE
Slc25a42	chr8	FALSE	FALSE
Hmgcr	chr13	FALSE	FALSE
Rdh14	chr12	FALSE	TRUE
H4c11	chr13	FALSE	FALSE
Ivd	chr2	FALSE	FALSE
Lrrc10	chr10	FALSE	FALSE
Serpina12	chr12	FALSE	FALSE
Mboat7	chr7	FALSE	FALSE
Cpvl	chr6	FALSE	FALSE
Aup1	chr6	FALSE	FALSE
N4bp3	chr11	FALSE	FALSE
Amz2	chr11	FALSE	FALSE
Suds3	chr5	FALSE	FALSE
Snapc3	chr4	FALSE	FALSE
Ccdc61	chr7	FALSE	FALSE
Npff	chr15	FALSE	FALSE
Nrg3	chr14	FALSE	FALSE
Lmx1a	chr1	FALSE	FALSE
Sipa1l2	chr8	FALSE	FALSE
Ankrd9	chr12	FALSE	FALSE
Cirbp	chr10	FALSE	FALSE
Duox2	chr2	FALSE	FALSE
Rpp38	chr2	FALSE	TRUE
Thoc6	chr17	FALSE	FALSE
Myc	chr15	FALSE	FALSE
Fcamr	chr1	FALSE	FALSE
Tpp1	chr7	FALSE	FALSE
Plekhh2	chr17	FALSE	FALSE
Pole2	chr12	FALSE	TRUE
Dchs1	chr7	FALSE	FALSE
Card9	chr2	FALSE	FALSE
Klhdc8b	chr9	FALSE	FALSE
Amh	chr10	FALSE	FALSE
Hmgcll1	chr9	FALSE	FALSE
Bcap29	chr12	FALSE	TRUE
Wsb1	chr11	FALSE	FALSE
Rab32	chr10	FALSE	FALSE
Shisa7	chr7	FALSE	FALSE
Upk3a	chr15	FALSE	FALSE
Rcn1	chr2	FALSE	FALSE
Trmt44	chr5	FALSE	FALSE
Pamr1	chr2	FALSE	FALSE
Fam184a	chr10	FALSE	TRUE
Fcho1	chr8	FALSE	FALSE
Ier5l	chr2	FALSE	FALSE
Bcl2l11	chr2	FALSE	FALSE
Lxn	chr3	FALSE	FALSE
Sntn	chr14	FALSE	FALSE
Ndufa4	chr6	FALSE	TRUE
Zfp251	chr15	FALSE	FALSE
Akap5	chr12	FALSE	FALSE
Lrcol1	chr5	FALSE	FALSE
Zfp612	chr8	FALSE	FALSE
Pja1	chrX	FALSE	FALSE
Cyp24a1	chr2	FALSE	FALSE
Rgcc	chr14	FALSE	FALSE
Rpl31	chr1	FALSE	FALSE
Pcyox1l	chr18	FALSE	FALSE
Gtf2e1	chr16	FALSE	FALSE
Isyna1	chr8	FALSE	FALSE
Hmg20b	chr10	FALSE	FALSE
Cables2	chr2	FALSE	FALSE
Snx7	chr3	FALSE	FALSE
Lsm6	chr8	FALSE	FALSE
