"SYMBOL","mecp2_Fold","mecp2_minFDR","mecp2_sig_peaks","n_mecp2_peaks","mecp2_sig","h2a_Fold","h2a_minFDR","h2a_sig_peaks","n_h2a_peaks","h2a_sig","sig","quadrant","gene_id","chr","start","end","strand","gene_type","gene_length","mch_ctrl","mch_mut","mch_diff","ctrl_M1_mch","ctrl_M2_mch","ctrl_F1_mch","ctrl_F2_mch","mut_M1_mch","mut_M2_mch","mut_F1_mch","mut_F2_mch","n_ch_sites_mean","total_coverage_mean","edger_logFC","edger_logCPM","edger_F","edger_pval","edger_fdr","p_bonferroni","sig_bonferroni","sig_fdr005","sig_fdr010","mch_sig_vs_mecp2","mch_sig_vs_h2a","quadrant_mecp2","quadrant_h2a"
"Unc13d",0.00187739875420903,0.980638959,0,2,FALSE,0.13214829452254,0.011096566,1,2,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000057948.12","chr11",116062094,116077961,"-","protein_coding",15867,0.0421962048175809,0.0501793736118192,0.00798316879423832,0.0415966386554622,0.0419879017910094,0.0411962719549337,0.0440040068689181,0.04887343034705,0.0508210026846476,0.0476138461370414,0.0534092152785378,2489.75,51695.125,0.224182543384234,4.62959756403014,11.600753657468,0.002850211658007,0.00908828448057994,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Unc45a",-0.033728653,0.903045506,0,1,FALSE,0.418028673,0.007915315,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000030533.16","chr7",80325291,80347993,"-","protein_coding",22702,0.0147387032828569,0.0131244238274278,-0.0016142794554291,0.0123979162401329,0.0133169225802546,0.0158612388913621,0.017378735419678,0.010659334450743,0.012870436114952,0.0126199608086154,0.0163479639354008,3390.5,71305.25,-0.240265282522124,3.35411897580565,4.69331891070467,0.0427340504915011,0.0879242297435744,1,FALSE,FALSE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Unc5a",-0.649787505712444,0.000516705,1,10,TRUE,-0.552036864172039,1.31e-11,8,9,TRUE,"Significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000025876.15","chr13",54949410,55006018,"+","protein_coding",56608,0.053991215861005,0.0402788948093786,-0.0137123210516264,0.0548619527501536,0.0542749234876604,0.054871229182945,0.0519567580232611,0.0379123446406878,0.0413499613126394,0.0392893824146708,0.0425638908695163,9178.5,173502,-0.456719324454636,6.39269282101995,158.418663986781,7.17981713280998e-11,2.09521053263906e-09,1.46245695178206e-06,TRUE,TRUE,TRUE,"Significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Unc5b",-0.181620629562507,0.297889599,0,3,FALSE,-0.509947474021857,2.2e-05,6,9,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000020099.8","chr10",60762592,60831581,"-","protein_coding",68989,0.0221626185223823,0.0181905130610746,-0.00397210546130769,0.0244174689549323,0.0206570848115467,0.0210533437066604,0.0225225766163897,0.0134213775701938,0.0191513310891888,0.0190633551243788,0.021125988460537,10848.875,190920.375,-0.424502655313347,5.30196396313259,55.1594814743841,3.97316992883684e-07,4.00347088487195e-06,0.00809294982804775,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Unc5c",2.56064861106837,5.87e-18,2,3,TRUE,1.04791312010334,7.61e-41,10,11,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000059921.15","chr3",141465215,141834924,"+","protein_coding",369709,0.0312184402865776,0.0390400475174405,0.00782160723086291,0.0334177336493728,0.0302937631726182,0.0304117926578977,0.0307504716664215,0.036585150614333,0.040948595097857,0.0380759452934846,0.0405504990640872,51304.125,1215321.625,0.276253134089184,8.78741958258097,222.383528612776,3.45003930912073e-12,1.53102071214554e-10,7.02738506874802e-08,TRUE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Unc5cl",0.0501209074608906,0.566046213,0,3,FALSE,0.206821385,0.127195588,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000043592.15","chr17",48454900,48539714,"+","protein_coding",84814,0.050228672121126,0.0440401537371637,-0.00618851838396221,0.0507612190888136,0.051400730816078,0.049666200685592,0.0490865378940203,0.0436456777432601,0.0453454746815972,0.0435063230210476,0.0436631395027501,13143.25,284794.75,-0.197446323090911,7.110909146877,54.0238258437447,4.62981993237113e-07,4.56572041862344e-06,0.00943048022024676,TRUE,TRUE,TRUE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Unc5d",0.17880283,0.400152905,0,1,FALSE,0.720123480517686,7.46e-06,2,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000063626.6","chr8",28646716,29219636,"-","protein_coding",572920,0.018079678130248,0.0214842504028027,0.0034045722725547,0.0203723660081634,0.0166030907048055,0.0174459390604879,0.0178973167475352,0.0194867396235319,0.0226601183504411,0.0208742302657315,0.0229159133715063,82531.375,1992010.25,0.178436856726101,8.67644145431243,41.6934583089749,2.90228488797908e-06,2.26848199858964e-05,0.0591166408832459,FALSE,TRUE,TRUE,"Not significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Ung",-0.001402719,0.996768717,0,1,FALSE,-0.008756258,0.957133103,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000029591.14","chr5",114130385,114139323,"+","protein_coding",8938,0.0360089591884523,0.032388965418571,-0.00361999376988129,0.0391764222632984,0.0361201123352776,0.0300112794070255,0.0387280227482078,0.0315210295626224,0.0358003920004163,0.0316893065866372,0.0305451335246083,1416.375,30602,-0.188351835092792,3.44038298216391,3.10119152311902,0.09375819187521,0.165375875502784,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Unk",-0.0510794613502944,0.832638567,0,2,FALSE,0.29023979,0.011096566,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000020770.13","chr11",116030321,116061214,"+","protein_coding",30893,0.0213413520143098,0.0211258858817378,-0.00021546613257205,0.0226482625086178,0.0196931270606137,0.0199248637910348,0.023099154696973,0.0190038611704308,0.0216824226258189,0.0213073830777118,0.0225098766529897,4934.375,115605.375,-0.0716065951780767,4.66707430239906,1.13956352975267,0.298658737060456,0.413114767399546,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Uox",-0.0158570376930316,0.952424049,0,2,FALSE,0.325085672,0.003924928,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000028186.14","chr3",146570425,146632305,"+","protein_coding",61880,0.0273883867313467,0.0349591925440735,0.00757080581272685,0.0275801234930903,0.0278171228408376,0.0269698839100443,0.0271864166814146,0.0319541619039992,0.0356027240449351,0.034939008973986,0.0373408752533738,9639.625,220172.5,0.311523953841502,6.14805454729584,66.6861752655853,9.50120217422553e-08,1.14922795182185e-06,0.001935299870868,TRUE,TRUE,TRUE,"Not significant","Significant","Q2 (down / up)","Q1 (up / up)"
"Upb1",-0.163516327561862,0.396814613,0,2,FALSE,0.245537855129501,0.018709,1,3,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000033427.14","chr10",75401114,75441679,"+","protein_coding",40565,0.02737418684515,0.0262667057367213,-0.00110748110842868,0.0302558782849239,0.0231925227703891,0.0265195345205505,0.0295288118047365,0.0254610819728645,0.0279381038913216,0.0250912209800986,0.0265764161026006,6035.75,130184.625,-0.105935544996461,5.17488527467885,2.3683057576601,0.139737804166844,0.228161870386728,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Upk2",0.012542044,0.970499915,0,1,FALSE,-0.112077953,0.462510049,0,1,FALSE,"Not significant","Q4 (MeCP2 up / H2A down)","ENSMUSG00000041523.3","chr9",44452714,44454976,"-","protein_coding",2262,0.0174299386597413,0.0129026577199011,-0.00452728093984014,0.0153649167733675,0.0167770419426049,0.025062656641604,0.0125151392813888,0.0114942528735632,0.012438195302843,0.0109492273730684,0.0167289553301299,342.875,6753.75,-0.48937021540574,0.0790887502289063,1.47000205324647,0.239692904241791,0.349091123739288,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q3 (down / down)"
"Upp1",0.479523193623064,0.033092972,1,3,TRUE,0.446335713164677,7.74e-05,1,3,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000020407.13","chr11",9118102,9136170,"+","protein_coding",18068,0.0488894017684833,0.0734926774304898,0.0246032756620065,0.0488260602335587,0.0504853183566327,0.0497456395348837,0.0465005889488581,0.0729274004683841,0.0729790810458673,0.0740085812254277,0.0740556469822802,2856.25,66555,0.589213072207049,5.40473214379354,139.049905095189,2.24561825993547e-10,5.66101464562199e-09,4.57409983366257e-06,TRUE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Upp2",1.26807962543672,1.53e-07,2,3,TRUE,0.581077540749902,1.06e-15,5,7,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000026839.17","chr2",58567297,58792971,"+","protein_coding",225674,0.0374065456702713,0.0459040171164881,0.00849747144621679,0.0380771268847593,0.0373886821307588,0.036618690675312,0.0375416829902552,0.0443105047026096,0.0474396196292561,0.0448311793079108,0.0470347648261759,32670,728717.375,0.270230674608225,8.29345760441001,192.390592072261,1.27600190071521e-11,4.72574934051413e-10,2.5990882715668e-07,TRUE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Uqcc2",-0.007168482,0.985177342,0,1,FALSE,-0.357899679,0.000462756,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000024208.16","chr17",27122662,27133916,"-","protein_coding",11254,0.0380138628512946,0.0341070534331527,-0.00390680941814193,0.0379353722776948,0.0377685613271689,0.0376609576197025,0.0386905601806124,0.0289449848383413,0.0343761731948442,0.0320351069665387,0.0410719487328867,1892.875,40286.25,-0.250492229536336,3.89952758020393,8.12878366804688,0.00997537211546049,0.0263849201012799,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Urb1",-0.14076439625856,0.405439578,0,4,FALSE,0.375428110194335,1.72e-08,2,2,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000039929.14","chr16",90751526,90810413,"-","protein_coding",58887,0.0248398567821095,0.0267880316600178,0.00194817487790836,0.0256477775437118,0.0250637929330799,0.023495521691721,0.0251523349599252,0.0250390068516383,0.0297117809316595,0.0257060004699549,0.0266953383868186,9689,230447.875,0.06242298699704,5.94542507254914,2.14522765548421,0.158798812056233,0.252326468739637,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q2 (down / up)","Q1 (up / up)"
"Urm1",-0.268439607,0.216677967,0,1,FALSE,-0.13513122,0.298618044,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000069020.9","chr2",29820074,29845002,"+","protein_coding",24928,0.0183429612890413,0.0150770187768928,-0.00326594251214845,0.0207134899161001,0.0167936502324595,0.0188715640572255,0.01699314095038,0.0128192639638411,0.0166408283434553,0.0143100028336639,0.016537979966611,3785,75498.375,-0.38598564402605,3.69551726607047,17.0679259797544,0.00053216692724799,0.00215302914302226,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Ush1c",-0.186795641573868,0.230586705,0,4,FALSE,-0.103013965614994,0.47318087,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000030838.20","chr7",46195349,46238503,"-","protein_coding",43154,0.0460166145810191,0.0403198022790911,-0.00569681230192803,0.0453515456203033,0.0466180494026697,0.0455277699728388,0.0465690933282646,0.0361437003570648,0.0418818272095333,0.0415587849172198,0.0416948966325466,7037.25,140439.75,-0.22564431368808,5.9614024068567,27.3275636720499,4.28649439634729e-05,0.0002395380092159,0.87311604359198,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Ush1g",-0.0303854691221384,0.899718518,0,2,FALSE,-0.183013786512287,0.266713533,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000045288.10","chr11",115315191,115322041,"-","protein_coding",6850,0.0596399211213396,0.0420166538857505,-0.0176232672355892,0.0617599454808757,0.0584332533972822,0.0594807543270473,0.0588857312801533,0.0384929049094764,0.0438741481803683,0.0422080085282164,0.0434915539249408,1009.875,18089,-0.546649928476907,3.24268517049617,27.0137118947985,4.58823948812584e-05,0.00025382360166658,0.934578501336353,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Ush2a",0.889588959911956,0.000316724,2,8,TRUE,0.904084281901548,2.06e-25,3,5,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000026609.15","chr1",188262022,188965041,"+","protein_coding",703019,0.0239871311156669,0.026895697292855,0.00290856617718803,0.0256705353266328,0.023627031890713,0.0227172147935746,0.0239337424517472,0.0249640443372528,0.0277481173671799,0.0261433564456629,0.0287272710213243,104986.875,2568769.5,0.112529212171426,9.40490383427794,37.7133376114327,5.69760341162036e-06,4.08211339751302e-05,0.116054483891295,FALSE,TRUE,TRUE,"Significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Uso1",-0.04846645,0.848450142,0,1,FALSE,0.74308347,2.26e-06,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000029407.10","chr5",92137937,92202798,"+","protein_coding",64861,0.0130856429389476,0.0111205211434658,-0.00196512179548176,0.0150243429603683,0.0122031468176055,0.0118867084077817,0.0132283735700348,0.00938737752762143,0.0129314605011228,0.0100744060733485,0.0120888404717705,9696.75,237203.375,-0.361667988533624,4.88308744868631,35.500900317847,8.46736720248262e-06,5.72615546306005e-05,0.172471802547369,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Usp1",0.001963178,0.995888014,0,1,FALSE,0.390467835,0.013995232,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000028560.11","chr4",98923809,98935543,"+","protein_coding",11734,0.0136635066225526,0.0107861907591094,-0.00287731586344321,0.0128444395652651,0.0128721390466357,0.0143981248953625,0.0145393229829473,0.00875683530266529,0.0105922533327038,0.0110096454765764,0.0127860289244923,1572.125,35777.5,-0.419692673879993,2.17329149021881,6.75910108191418,0.0172699748240151,0.0416199854697542,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q4 (up / down)","Q4 (up / down)"
"Usp10",-0.198140667091809,0.348595802,0,2,FALSE,-0.694944188,6.4e-07,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000031826.20","chr8",119910359,119957560,"+","protein_coding",47201,0.0351293844478511,0.0311030507116223,-0.00402633373622877,0.0361006232088432,0.0322656687391343,0.0362200749927892,0.0359311708506377,0.0287418347060494,0.032126080148466,0.0309968577935369,0.0325474301984369,7620.75,175786.5,-0.215106973846028,5.90500659197884,25.7714141929707,6.03492420095334e-05,0.00032213147549585,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Usp18",-0.271747318,0.240568401,0,1,FALSE,-0.689793325999923,1.63e-05,1,2,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000030107.10","chr6",121245905,121270917,"+","protein_coding",25012,0.0335495297106294,0.0232348459527133,-0.0103146837579161,0.0364576599870718,0.033234438712129,0.0334700393603259,0.0310359807829909,0.0213019317279704,0.0241867207533149,0.0229845457230042,0.0244661856065637,3823.875,87571.75,-0.581247255154727,4.68348810641031,78.2374016982665,2.71966652098248e-08,3.83900813346446e-07,0.00055396887365892,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Usp2",-0.133341782736887,0.462655629,0,3,FALSE,0.323134177605491,0.001308686,2,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000032010.15","chr9",44067020,44095627,"+","protein_coding",28607,0.0364745301777572,0.0480977961745881,0.0116232659968309,0.033915536487668,0.0398231622746186,0.0337328644225938,0.0384265575261483,0.0425105650336516,0.0505056215061868,0.0496516869280153,0.0497233112304987,4351.25,84249.875,0.364477480894854,5.20925827531902,28.6229238607975,3.25325039098552e-05,0.00018619122566446,0.662654572139841,FALSE,TRUE,TRUE,"Not significant","Significant","Q2 (down / up)","Q1 (up / up)"
"Usp20",-0.113401591463032,0.496887132,0,4,FALSE,-0.0176409765468125,0.206484942,0,2,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000026854.16","chr2",30982278,31023586,"+","protein_coding",41308,0.019961403969684,0.0198034894181294,-0.00015791455155464,0.0219173959926775,0.0184061092617975,0.0175664180728373,0.0219556925514237,0.0161355340066737,0.0227443775883163,0.0195278167367929,0.0208062293407345,6581.625,132512.75,-0.124482898654833,4.76168618708502,2.91894785149434,0.103262286039133,0.179170259401887,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Usp21",0.0163752620302818,0.957529394,0,2,FALSE,0.766054252,1.49e-06,1,1,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000053483.13","chr1",171281944,171287991,"-","protein_coding",6047,0.0147013466198838,0.0131624966536343,-0.00153884996624944,0.0111553784860558,0.0219852184488727,0.00900900900900901,0.0166557805355976,0.0111264367816092,0.0142345178685066,0.0139033457249071,0.0133856862395145,848.875,15669.625,-0.166473203668017,1.1631397914707,0.287496674205106,0.597835216865718,0.698046833908794,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Usp22",-0.0226934335892863,0.818876888,0,2,FALSE,-0.67079216,7.91e-06,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000042506.15","chr11",61151784,61175055,"-","protein_coding",23271,0.0151824859562683,0.0128549158353483,-0.00232757012092002,0.0167616126205083,0.0150109422679777,0.014344786713899,0.0146126022226882,0.00952912956330299,0.014557307143251,0.0136589158523809,0.0136743107824581,3786.625,89276.25,-0.36482172110277,3.68902445168752,13.3297494341976,0.00162113502836474,0.00561771000217105,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Usp24",-0.047823505,0.851729019,0,1,FALSE,0.602402532,3.48e-06,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000028514.15","chr4",106316212,106441322,"+","protein_coding",125110,0.014096395276101,0.0125926238481779,-0.00150377142792312,0.0159981628903858,0.0131693570547413,0.0134460098110435,0.0137720513482335,0.0103396691305878,0.0141138174310648,0.0116839298503985,0.0142330789806604,18099.75,426119.25,-0.292288847814992,5.87330017608064,50.8959597019864,7.14613379981542e-07,6.60433753940292e-06,0.014555959936844,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Usp25",-0.040517783,0.877331257,0,1,FALSE,1.02161904092166,2.09e-31,4,4,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000022867.11","chr16",77013705,77116780,"+","protein_coding",103075,0.0250729771248212,0.0288387022631721,0.00376572513835091,0.026937225584431,0.0242301656495205,0.0240990235858417,0.0250254936794915,0.025835063883707,0.0305410298134931,0.0284482056560259,0.0305305096994623,14607,349756,0.13809311331435,6.60568648971928,18.5772141035904,0.00035146408567054,0.00150556718423204,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q2 (down / up)","Q1 (up / up)"
"Usp35",-0.104260540514936,0.595329499,0,2,FALSE,0.747344746,1.21e-10,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000035713.15","chr7",97309379,97332020,"-","protein_coding",22641,0.0351934095621275,0.0322425920771767,-0.00295081748495076,0.0354826103946854,0.0375077608560681,0.0332847171580373,0.0344985498397191,0.0285938654841094,0.03249680414452,0.0320715169574989,0.0358081817225786,3606.375,74602.875,-0.181900111304218,4.69215116107709,6.91887023809617,0.0161682136709019,0.039365329220966,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Usp44",0.034364674,0.898994202,0,1,FALSE,0.153315817,0.13682526,0,1,FALSE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000020020.8","chr10",93831554,93858088,"+","protein_coding",26534,0.0248112439042554,0.0200374408517234,-0.00477380305253206,0.0267003934794829,0.0249383554564649,0.023539619099094,0.02406660758198,0.0167237397467548,0.0216280056838104,0.0187665104063278,0.0230315075700006,3848.625,85019.75,-0.419825407757959,4.30244114652706,32.2974033843569,1.54875138222422e-05,9.73357510167391e-05,0.315465169045251,FALSE,TRUE,TRUE,"Not significant","Not significant","Q4 (up / down)","Q4 (up / down)"
"Usp46",0.023453451,0.938416386,0,1,FALSE,0.63816620937932,5.61e-10,1,3,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000054814.14","chr5",73998452,74068431,"-","protein_coding",69979,0.0252600998580931,0.0291861570874494,0.00392605722935632,0.0276717698944211,0.025448557801499,0.0237261633638125,0.0241939083726398,0.0291134709461878,0.0278382836779891,0.0292164270046308,0.0305764467209899,10811.25,226226.5,0.191937761830257,5.99125386629457,15.8721591685479,0.00074925218561666,0.00288715810988001,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q1 (up / up)","Q1 (up / up)"
"Usp5",-0.081046535,0.696944711,0,1,FALSE,0.139862428,0.614116547,0,1,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000038429.10","chr6",124815018,124829484,"-","protein_coding",14466,0.0144757406554488,0.0115843090035197,-0.00289143165192911,0.0158709033438696,0.015040297210654,0.0128756247557539,0.0141161373115175,0.00848763757136345,0.0167961608775137,0.0109816616911565,0.0100717758740449,2198.25,52595.75,-0.485318537662445,2.7932558953448,10.1975204989082,0.00463014852564006,0.0137942804327574,1,FALSE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
"Usp53",-0.043177588,0.868343455,0,1,FALSE,0.886462004,5.12e-17,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000039701.11","chr3",122931492,122984510,"-","protein_coding",53018,0.0155475864915667,0.0148774263983557,-0.00067016009321096,0.0179705607898618,0.0148850998715742,0.0138243647375252,0.0155103205673055,0.0127619735891203,0.0169237014225676,0.0136275948222297,0.0161964357595053,7544.75,182522,-0.180020161803161,4.83693508525236,8.79604341133836,0.00772991413359883,0.0212512648113476,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Usp6nl",0.00137482191990943,0.585717165,0,5,FALSE,0.790290398597163,1.15e-18,5,6,TRUE,"Not significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000039046.15","chr2",6322666,6446390,"+","protein_coding",123724,0.0445919402549769,0.0433672855169848,-0.0012246547379921,0.0443251101452285,0.0446160953733126,0.0447450126308289,0.0446815428705377,0.040728449000168,0.0446502206984042,0.0423476674342802,0.0457428049350868,18584.75,449566.375,-0.072804277958609,7.67683769928255,8.94259899916212,0.00731611446571886,0.0202888952419642,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q4 (up / down)","Q4 (up / down)"
"Usp7",-0.062228721,0.790809641,0,1,FALSE,-0.36223884,0.000232772,1,1,TRUE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000022710.17","chr16",8689594,8792308,"-","protein_coding",102714,0.0283554128267672,0.0249754994725706,-0.00337991335419662,0.0307131727428455,0.0276024946925343,0.0282079685292092,0.02689801534248,0.0215332322016143,0.0262529121903843,0.0245883054684475,0.0275275480298364,15642.375,351500.75,-0.264363700505257,6.58986678106098,55.4777983714853,3.80805011434575e-07,3.86093443400242e-06,0.00775661727791085,TRUE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q3 (down / down)"
"Ust",-0.128149884,0.520288723,0,1,FALSE,0.481019448941138,6.55e-09,5,8,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000047712.8","chr10",8204755,8518825,"-","protein_coding",314070,0.0316150467876497,0.0297379290964148,-0.00187711769123487,0.0330897151430273,0.03117480997849,0.0315085984679941,0.0306870635610874,0.0281201431308057,0.0310979288103439,0.0297546444432316,0.0299790000012782,46419.875,999127.75,-0.118627985496208,8.30727850990149,28.724995660581,3.18435997544716e-05,0.00018291660558342,0.648622283398832,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Utp14b",-0.018637802,0.952083428,0,1,FALSE,0.452081364,0.00019329,1,1,TRUE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000079470.8","chr1",78658037,78671512,"+","protein_coding",13475,0.0249056753410422,0.0207819695675727,-0.00412370577346946,0.0291815552152459,0.0231027125876257,0.0236266981689309,0.0237117353923662,0.0178733717055438,0.0210740992522094,0.0214509940704569,0.0227294132420808,1916.75,41282.625,-0.342754532622505,3.2780633203951,9.93734000565903,0.00508102075333745,0.0149451713681921,1,FALSE,TRUE,TRUE,"Not significant","Significant","Q3 (down / down)","Q4 (up / down)"
"Utrn",1.07623948884267,2.16e-07,3,9,TRUE,0.842950957566579,3.53e-21,8,13,TRUE,"Significant","Q1 (MeCP2 up / H2A up)","ENSMUSG00000019820.11","chr10",12382187,12869365,"-","protein_coding",487178,0.0310384041091941,0.0328828885471577,0.00184448443796353,0.0329892884681488,0.0305141808857712,0.0299722854707226,0.030677861612134,0.0297098660559242,0.0346172730769194,0.0319044150557871,0.0353,71178.375,1667427.625,0.0200951950663621,9.10531783123264,1.51871982373639,0.232326753020539,0.340990317933085,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q1 (up / up)","Q1 (up / up)"
"Uts2r",-0.115741409,0.558618597,0,1,FALSE,-0.186614921,0.209940181,0,1,FALSE,"Not significant","Q3 (MeCP2 down / H2A down)","ENSMUSG00000039321.1","chr11",121160270,121161973,"+","protein_coding",1703,0.0330804039591293,0.0233023747994662,-0.0097780291596631,0.0349662454561191,0.0347269819511081,0.0233485193621868,0.0392798690671031,0.017141108050199,0.0325971965088601,0.0274104816137438,0.0160607130250618,296.625,6993.75,-0.576288328326641,1.05385353935758,3.44785984372095,0.0783587135372656,0.143391306804471,1,FALSE,FALSE,FALSE,"Not significant","Not significant","Q3 (down / down)","Q3 (down / down)"
"Uvrag",-0.00555372943403915,0.736240397,0,5,FALSE,0.118281385127109,0.199579261,0,4,FALSE,"Not significant","Q2 (MeCP2 down / H2A up)","ENSMUSG00000035354.9","chr7",98885020,99141141,"-","protein_coding",256121,0.0376888821147797,0.0323353767387324,-0.00535350537604739,0.0394887858487334,0.0360097809825946,0.0363586183643448,0.0388983432634461,0.0298793883302299,0.0323063262501064,0.0312855081642725,0.0358702842103207,39423.75,920032.375,-0.275049120201492,8.38019567441678,116.434134854368,1.03071400445446e-09,2.15550447194383e-08,2.09946135567329e-05,TRUE,TRUE,TRUE,"Not significant","Not significant","Q3 (down / down)","Q4 (up / down)"
